Time,little_caesars
2022-05-02,42.0
2022-05-03,46.0
2022-05-04,46.0
2022-05-05,47.0
2022-05-06,62.0
2022-05-07,75.0
2022-05-08,66.0
2022-05-09,45.0
2022-05-10,45.0
2022-05-11,45.0
2022-05-12,50.0
2022-05-13,64.0
2022-05-14,80.0
2022-05-15,78.0
2022-05-16,51.0
2022-05-17,50.0
2022-05-18,55.0
2022-05-19,55.0
2022-05-20,71.0
2022-05-21,84.0
2022-05-22,74.0
2022-05-23,56.0
2022-05-24,55.0
2022-05-25,54.0
2022-05-26,62.0
2022-05-27,73.0
2022-05-28,86.0
2022-05-29,78.0
2022-05-30,74.0
2022-05-31,59.0
2022-06-01,57.0
2022-06-02,60.0
2022-06-03,74.0
2022-06-04,86.0
2022-06-05,83.0
2022-06-06,53.0
2022-06-07,56.0
2022-06-08,57.0
2022-06-09,57.0
2022-06-10,65.0
2022-06-11,78.0
2022-06-12,72.0
2022-06-13,53.0
2022-06-14,57.0
2022-06-15,61.0
2022-06-16,59.0
2022-06-17,75.0
2022-06-18,87.0
2022-06-19,77.0
2022-06-20,58.0
2022-06-21,57.0
2022-06-22,57.0
2022-06-23,67.0
2022-06-24,75.0
2022-06-25,85.0
2022-06-26,83.0
2022-06-27,60.0
2022-06-28,59.0
2022-06-29,62.0
2022-06-30,67.0
2022-07-01,79.0
2022-07-02,90.0
2022-07-03,83.0
2022-07-04,94.0
2022-07-05,62.0
2022-07-06,58.0
2022-07-07,60.0
2022-07-08,71.0
2022-07-09,85.0
2022-07-10,82.0
2022-07-11,58.0
2022-07-12,53.0
2022-07-13,54.0
2022-07-14,58.0
2022-07-15,69.0
2022-07-16,77.0
2022-07-17,77.0
2022-07-18,56.0
2022-07-19,53.0
2022-07-20,58.0
2022-07-21,62.0
2022-07-22,71.0
2022-07-23,84.0
2022-07-24,78.0
2022-07-25,58.0
2022-07-26,65.0
2022-07-27,61.0
2022-07-28,65.0
2022-07-29,78.0
2022-07-30,85.0
2022-07-31,73.0
2022-08-01,59.0
2022-08-02,54.0
2022-08-03,55.0
2022-08-04,56.0
2022-08-05,68.0
2022-08-06,80.0
2022-08-07,76.0
2022-08-08,53.0
2022-08-09,48.0
2022-08-10,55.0
2022-08-11,63.0
2022-08-12,61.0
2022-08-13,77.0
2022-08-14,75.0
2022-08-15,54.0
2022-08-16,49.0
2022-08-17,54.0
2022-08-18,50.0
2022-08-19,64.0
2022-08-20,83.0
2022-08-21,67.0
2022-08-22,45.0
2022-08-23,51.0
2022-08-24,47.0
2022-08-25,48.0
2022-08-26,59.0
2022-08-27,83.0
2022-08-28,72.0
2022-08-29,46.88636363636363
2022-08-30,48.34090909090909
2022-08-31,46.88636363636363
2022-09-01,49.81818181818181
2022-09-02,63.0
2022-09-03,74.22727272727272
2022-09-04,76.18181818181819
2022-09-05,66.9090909090909
2022-09-06,44.93181818181818
2022-09-07,42.97727272727273
2022-09-08,47.86363636363636
2022-09-09,63.0
2022-09-10,77.1590909090909
2022-09-11,74.22727272727272
2022-09-12,47.86363636363636
2022-09-13,42.97727272727273
2022-09-14,47.86363636363636
2022-09-15,48.34090909090909
2022-09-16,59.09090909090909
2022-09-17,76.18181818181819
2022-09-18,77.1590909090909
2022-09-19,48.84090909090909
2022-09-20,44.93181818181818
2022-09-21,44.93181818181818
2022-09-22,51.272727272727266
2022-09-23,63.47727272727273
2022-09-24,81.06818181818181
2022-09-25,78.13636363636363
2022-09-26,50.29545454545455
2022-09-27,53.22727272727273
2022-09-28,49.63636363636363
2022-09-29,55.36363636363636
2022-09-30,72.54545454545455
2022-10-01,87.81818181818181
2022-10-02,76.36363636363636
2022-10-03,51.54545454545454
2022-10-04,44.86363636363636
2022-10-05,46.772727272727266
2022-10-06,51.54545454545454
2022-10-07,64.9090909090909
2022-10-08,77.31818181818181
2022-10-09,75.4090909090909
2022-10-10,49.63636363636363
2022-10-11,43.90909090909091
2022-10-12,44.86363636363636
2022-10-13,49.63636363636363
2022-10-14,60.13636363636363
2022-10-15,78.27272727272727
2022-10-16,73.5
2022-10-17,46.772727272727266
2022-10-18,43.90909090909091
2022-10-19,47.72727272727273
2022-10-20,53.45454545454545
2022-10-21,60.13636363636363
2022-10-22,82.09090909090908
2022-10-23,77.31818181818181
2022-10-24,47.72727272727273
2022-10-25,47.72727272727273
2022-10-26,50.590909090909086
2022-10-27,49.63636363636363
2022-10-28,73.5
2022-10-29,88.77272727272727
2022-10-30,84.0
2022-10-31,79.22727272727272
2022-11-01,53.45454545454545
2022-11-02,47.72727272727273
2022-11-03,46.772727272727266
2022-11-04,62.04545454545454
2022-11-05,78.27272727272727
2022-11-06,66.81818181818181
2022-11-07,43.90909090909091
2022-11-08,44.86363636363636
2022-11-09,44.86363636363636
2022-11-10,47.72727272727273
2022-11-11,84.95454545454545
2022-11-12,73.5
2022-11-13,73.5
2022-11-14,46.772727272727266
2022-11-15,44.86363636363636
2022-11-16,44.86363636363636
2022-11-17,49.63636363636363
2022-11-18,60.13636363636363
2022-11-19,71.59090909090908
2022-11-20,64.9090909090909
2022-11-21,47.72727272727273
2022-11-22,47.72727272727273
2022-11-23,59.18181818181818
2022-11-24,60.13636363636363
2022-11-25,47.72727272727273
2022-11-26,63.95454545454545
2022-11-27,62.99999999999999
2022-11-28,44.86363636363636
2022-11-29,42.95454545454545
2022-11-30,45.81818181818181
2022-12-01,50.590909090909086
2022-12-02,60.13636363636363
2022-12-03,78.27272727272727
2022-12-04,74.45454545454545
2022-12-05,45.81818181818181
2022-12-06,48.68181818181818
2022-12-07,50.590909090909086
2022-12-08,48.68181818181818
2022-12-09,59.18181818181818
2022-12-10,80.18181818181817
2022-12-11,76.36363636363636
2022-12-12,46.772727272727266
2022-12-13,43.90909090909091
2022-12-14,50.590909090909086
2022-12-15,53.45454545454545
2022-12-16,68.72727272727272
2022-12-17,71.59090909090908
2022-12-18,73.5
2022-12-19,52.49999999999999
2022-12-20,55.36363636363636
2022-12-21,60.13636363636363
2022-12-22,60.13636363636363
2022-12-23,64.9090909090909
2022-12-24,83.04545454545453
2022-12-25,76.36363636363636
2022-12-26,66.81818181818181
2022-12-27,54.40909090909091
2022-12-28,62.99999999999999
2022-12-29,60.13636363636363
2022-12-30,70.63636363636363
2022-12-31,85.9090909090909
2023-01-01,90.68181818181817
2023-01-02,62.04545454545454
2023-01-03,46.772727272727266
2023-01-04,44.86363636363636
2023-01-05,47.72727272727273
2023-01-06,55.36363636363636
2023-01-07,72.54545454545455
2023-01-08,65.86363636363636
2023-01-09,44.86363636363636
2023-01-10,42.95454545454545
2023-01-11,43.90909090909091
2023-01-12,46.772727272727266
2023-01-13,58.22727272727272
2023-01-14,75.4090909090909
2023-01-15,68.72727272727272
2023-01-16,53.45454545454545
2023-01-17,45.81818181818181
2023-01-18,45.81818181818181
2023-01-19,46.772727272727266
2023-01-20,59.18181818181818
2023-01-21,70.63636363636363
2023-01-22,72.54545454545455
2023-01-23,44.86363636363636
2023-01-24,42.95454545454545
2023-01-25,42.0
2023-01-26,46.772727272727266
2023-01-27,58.22727272727272
2023-01-28,75.4090909090909
2023-01-29,72.54545454545455
2023-01-30,46.772727272727266
2023-01-31,47.72727272727273
2023-02-01,60.13636363636363
2023-02-02,54.40909090909091
2023-02-03,62.04545454545454
2023-02-04,81.13636363636363
2023-02-05,73.5
2023-02-06,45.81818181818181
2023-02-07,44.86363636363636
2023-02-08,46.772727272727266
2023-02-09,50.590909090909086
2023-02-10,62.04545454545454
2023-02-11,79.22727272727272
2023-02-12,95.45454545454545
2023-02-13,42.95454545454545
2023-02-14,50.590909090909086
2023-02-15,45.81818181818181
2023-02-16,48.68181818181818
2023-02-17,56.31818181818181
2023-02-18,66.81818181818181
2023-02-19,63.95454545454545
2023-02-20,52.49999999999999
2023-02-21,41.04545454545454
2023-02-22,43.90909090909091
2023-02-23,44.86363636363636
2023-02-24,54.40909090909091
2023-02-25,74.45454545454545
2023-02-26,64.9090909090909
2023-02-27,46.772727272727266
2023-02-28,40.090909090909086
2023-03-01,45.81818181818181
2023-03-02,46.772727272727266
2023-03-03,54.40909090909091
2023-03-04,70.63636363636363
2023-03-05,69.68181818181817
2023-03-06,44.86363636363636
2023-03-07,42.0
2023-03-08,42.95454545454545
2023-03-09,49.63636363636363
2023-03-10,54.40909090909091
2023-03-11,66.81818181818181
2023-03-12,67.77272727272727
2023-03-13,47.72727272727273
2023-03-14,56.31818181818181
2023-03-15,50.590909090909086
2023-03-16,54.40909090909091
2023-03-17,59.18181818181818
2023-03-18,73.5
2023-03-19,65.86363636363636
2023-03-20,45.81818181818181
2023-03-21,47.72727272727273
2023-03-22,70.63636363636363
2023-03-23,72.54545454545455
2023-03-24,84.95454545454545
2023-03-25,92.59090909090908
2023-03-26,78.27272727272727
2023-03-27,51.54545454545454
2023-03-28,51.54545454545454
2023-03-29,49.63636363636363
2023-03-30,53.45454545454545
2023-03-31,63.95454545454545
2023-04-01,84.0
2023-04-02,78.27272727272727
2023-04-03,51.54545454545454
2023-04-04,53.45454545454545
2023-04-05,54.40909090909091
2023-04-06,59.18181818181818
2023-04-07,77.31818181818181
2023-04-08,84.95454545454545
2023-04-09,80.18181818181817
2023-04-10,52.49999999999999
2023-04-11,51.54545454545454
2023-04-12,48.68181818181818
2023-04-13,47.72727272727273
2023-04-14,65.86363636363636
2023-04-15,83.04545454545453
2023-04-16,80.18181818181817
2023-04-17,46.772727272727266
2023-04-18,46.772727272727266
2023-04-19,49.63636363636363
2023-04-20,52.49999999999999
2023-04-21,62.99999999999999
2023-04-22,84.0
2023-04-23,74.45454545454545
2023-04-24,46.772727272727266
2023-04-25,47.72727272727273
2023-04-26,49.422413793103445
2023-04-27,53.471003134796234
2023-04-28,59.00901253918495
2023-04-29,81.69592476489026
2023-04-30,64.06974921630093
2023-05-01,49.422413793103445
2023-05-02,43.88440438871473
2023-05-03,45.373824451410655
2023-05-04,50.43456112852664
2023-05-05,60.021159874608145
2023-05-06,80.20650470219435
2023-05-07,72.64420062695925
2023-05-08,46.92084639498432
2023-05-09,44.89655172413792
2023-05-10,45.373824451410655
2023-05-11,51.44670846394983
2023-05-12,62.04545454545454
2023-05-13,73.65634796238244
2023-05-14,63.05760188087774
2023-05-15,46.38597178683385
2023-05-16,47.39811912225705
2023-05-17,51.44670846394983
2023-05-18,49.95728840125392
2023-05-19,62.04545454545454
2023-05-20,80.20650470219435
2023-05-21,73.65634796238244
2023-05-22,49.95728840125392
2023-05-23,49.95728840125392
2023-05-24,52.45885579937303
2023-05-25,55.972570532915356
2023-05-26,71.673197492163
2023-05-27,75.95219435736676
2023-05-28,67.39420062695925
2023-05-29,67.39420062695925
2023-05-30,53.487460815047015
2023-05-31,53.487460815047015
2023-06-01,67.39420062695925
2023-06-02,68.46394984326018
2023-06-03,72.74294670846395
2023-06-04,72.74294670846395
2023-06-05,52.417711598746074
2023-06-06,55.6269592476489
2023-06-07,55.6269592476489
2023-06-08,56.69670846394984
2023-06-09,64.18495297805642
2023-06-10,79.16144200626958
2023-06-11,72.74294670846395
2023-06-12,55.6269592476489
2023-06-13,51.34796238244513
2023-06-14,53.487460815047015
2023-06-15,55.6269592476489
2023-06-16,66.3244514106583
2023-06-17,75.95219435736676
2023-06-18,64.18495297805642
2023-06-19,54.55721003134796
2023-06-20,52.417711598746074
2023-06-21,51.34796238244513
2023-06-22,55.6269592476489
2023-06-23,66.3244514106583
2023-06-24,75.95219435736676
2023-06-25,71.673197492163
2023-06-26,53.487460815047015
2023-06-27,55.6269592476489
2023-06-28,50.2782131661442
2023-06-29,56.69670846394984
2023-06-30,62.04545454545454
2023-07-01,70.60344827586206
2023-07-02,74.88244514106583
2023-07-03,62.04545454545454
2023-07-04,72.74294670846395
2023-07-05,56.69670846394984
2023-07-06,53.487460815047015
2023-07-07,62.04545454545454
2023-07-08,75.95219435736676
2023-07-09,71.673197492163
2023-07-10,54.55721003134796
2023-07-11,52.417711598746074
2023-07-12,52.417711598746074
2023-07-13,53.487460815047015
2023-07-14,66.3244514106583
2023-07-15,79.16144200626958
2023-07-16,70.60344827586206
2023-07-17,55.6269592476489
2023-07-18,52.417711598746074
2023-07-19,58.836206896551715
2023-07-20,54.55721003134796
2023-07-21,75.95219435736676
2023-07-22,74.88244514106583
2023-07-23,73.81269592476488
2023-07-24,56.69670846394984
2023-07-25,54.55721003134796
2023-07-26,53.487460815047015
2023-07-27,56.69670846394984
2023-07-28,66.3244514106583
2023-07-29,80.23119122257053
2023-07-30,71.673197492163
2023-07-31,58.836206896551715
2023-08-01,66.3244514106583
2023-08-02,55.6269592476489
2023-08-03,57.76645768025078
2023-08-04,67.39420062695925
2023-08-05,73.81269592476488
2023-08-06,70.60344827586206
2023-08-07,53.487460815047015
2023-08-08,50.2782131661442
2023-08-09,47.068965517241374
2023-08-10,50.2782131661442
2023-08-11,63.11520376175548
2023-08-12,71.673197492163
2023-08-13,68.46394984326018
2023-08-14,47.068965517241374
2023-08-15,44.92946708463949
2023-08-16,50.2782131661442
2023-08-17,49.20846394984326
2023-08-18,53.487460815047015
2023-08-19,72.74294670846395
2023-08-20,68.46394984326018
2023-08-21,47.068965517241374
2023-08-22,43.85971786833856
2023-08-23,44.92946708463949
2023-08-24,49.20846394984326
2023-08-25,56.69670846394984
2023-08-26,72.74294670846395
2023-08-27,66.3244514106583
2023-08-28,44.92946708463949
2023-08-29,44.92946708463949
2023-08-30,47.068965517241374
2023-08-31,48.138714733542315
2023-09-01,60.9757053291536
2023-09-02,75.95219435736676
2023-09-03,58.836206896551715
2023-09-04,68.46394984326018
2023-09-05,41.720219435736674
2023-09-06,42.789968652037615
2023-09-07,48.138714733542315
2023-09-08,59.90595611285266
2023-09-09,70.60344827586206
2023-09-10,69.53369905956112
2023-09-11,43.85971786833856
2023-09-12,42.789968652037615
2023-09-13,49.20846394984326
2023-09-14,51.34796238244513
2023-09-15,65.25470219435736
2023-09-16,73.81269592476488
2023-09-17,74.88244514106583
2023-09-18,43.85971786833856
2023-09-19,44.92946708463949
2023-09-20,48.138714733542315
2023-09-21,49.20846394984326
2023-09-22,63.11520376175548
2023-09-23,75.95219435736676
2023-09-24,71.673197492163
2023-09-25,50.2782131661442
2023-09-26,44.92946708463949
2023-09-27,45.99921630094043
2023-09-28,52.417711598746074
2023-09-29,63.11520376175548
2023-09-30,77.0219435736677
2023-10-01,75.95219435736676
2023-10-02,45.99921630094043
2023-10-03,50.2782131661442
2023-10-04,53.487460815047015
2023-10-05,52.417711598746074
2023-10-06,62.04545454545454
2023-10-07,74.88244514106583
2023-10-08,68.46394984326018
2023-10-09,52.417711598746074
2023-10-10,47.068965517241374
2023-10-11,53.487460815047015
2023-10-12,49.20846394984326
2023-10-13,56.69670846394984
2023-10-14,71.673197492163
2023-10-15,72.74294670846395
2023-10-16,45.99921630094043
2023-10-17,44.92946708463949
2023-10-18,47.068965517241374
2023-10-19,49.20846394984326
2023-10-20,57.76645768025078
2023-10-21,77.0219435736677
2023-10-22,78.09169278996865
2023-10-23,47.068965517241374
2023-10-24,48.138714733542315
2023-10-25,53.487460815047015
2023-10-26,51.34796238244513
2023-10-27,62.04545454545454
2023-10-28,84.51018808777428
2023-10-29,72.74294670846395
2023-10-30,49.20846394984326
2023-10-31,73.81269592476488
2023-11-01,60.9757053291536
2023-11-02,52.417711598746074
2023-11-03,53.487460815047015
2023-11-04,75.95219435736676
2023-11-05,72.74294670846395
2023-11-06,47.068965517241374
2023-11-07,48.138714733542315
2023-11-08,48.138714733542315
2023-11-09,51.34796238244513
2023-11-10,68.46394984326018
2023-11-11,106.97492163009403
2023-11-12,78.09169278996865
2023-11-13,48.138714733542315
2023-11-14,50.2782131661442
2023-11-15,48.138714733542315
2023-11-16,50.2782131661442
2023-11-17,57.76645768025078
2023-11-18,74.88244514106583
2023-11-19,71.673197492163
2023-11-20,52.417711598746074
2023-11-21,50.2782131661442
2023-11-22,58.836206896551715
2023-11-23,63.11520376175548
2023-11-24,49.20846394984326
2023-11-25,65.25470219435736
2023-11-26,69.53369905956112
2023-11-27,43.85971786833856
2023-11-28,52.417711598746074
2023-11-29,49.20846394984326
2023-11-30,50.2782131661442
2023-12-01,64.18495297805642
2023-12-02,82.3706896551724
2023-12-03,69.53369905956112
2023-12-04,47.068965517241374
2023-12-05,45.99921630094043
2023-12-06,50.2782131661442
2023-12-07,56.69670846394984
2023-12-08,57.76645768025078
2023-12-09,75.95219435736676
2023-12-10,74.88244514106583
2023-12-11,47.068965517241374
2023-12-12,49.20846394984326
2023-12-13,52.417711598746074
2023-12-14,54.55721003134796
2023-12-15,64.18495297805642
2023-12-16,74.88244514106583
2023-12-17,72.74294670846395
2023-12-18,50.2782131661442
2023-12-19,65.25470219435736
2023-12-20,53.487460815047015
2023-12-21,62.04545454545454
2023-12-22,66.31281962331866
2023-12-23,74.03501315053069
2023-12-24,88.81638832659496
2023-12-25,83.48996777240345
2023-12-26,65.11493313680839
2023-12-27,63.382172042147666
2023-12-28,60.986399069127145
2023-12-29,66.31281962331866
2023-12-30,69.90647908284944
2023-12-31,88.81638832659496
2024-01-01,81.09419479938293
2024-01-02,51.53144444725439
2024-01-03,49.13567147423386
2024-01-04,49.13567147423386
2024-01-05,58.05575148795616
2024-01-06,70.4413536909999
2024-01-07,58.05575148795616
2024-01-08,46.20502389306287
2024-01-09,49.13567147423386
2024-01-10,43.80925092004235
2024-01-11,45.00713740655261
2024-01-12,54.462092028425374
2024-01-13,67.51070610982893
2024-01-14,62.1842855556374
2024-01-15,50.33355796074412
2024-01-16,41.41347794702183
2024-01-17,49.13567147423386
2024-01-18,42.61136443353209
2024-01-19,50.33355796074412
2024-01-20,71.63924017751017
2024-01-21,67.6272115926986
2024-01-22,45.08480772846573
2024-01-23,47.73685524190489
2024-01-24,53.04095026878321
2024-01-25,47.73685524190489
2024-01-26,55.69299778222237
2024-01-27,70.27925910613776
2024-01-28,83.53949667333356
2024-01-29,45.08480772846573
2024-01-30,45.08480772846573
2024-01-31,50.38890275534405
2024-02-01,47.73685524190489
2024-02-02,57.01902153894195
2024-02-03,70.27925910613776
2024-02-04,67.6272115926986
2024-02-05,43.75878397174615
2024-02-06,42.43276021502657
2024-02-07,46.41083148518531
2024-02-08,47.73685524190489
2024-02-09,59.671069052381114
2024-02-10,75.58335413301607
2024-02-11,91.49563921365105
2024-02-12,39.78071270158741
2024-02-13,39.78071270158741
2024-02-14,54.36697402550279
2024-02-15,49.06287899862447
2024-02-16,60.99709280910069
2024-02-17,63.64914032253985
2024-02-18,63.64914032253985
2024-02-19,49.06287899862447
2024-02-20,41.10673645830699
2024-02-21,43.75878397174615
2024-02-22,46.41083148518531
2024-02-23,54.36697402550279
2024-02-24,70.27925910613776
2024-02-25,67.6272115926986
2024-02-26,41.10673645830699
2024-02-27,42.43276021502657
2024-02-28,42.43276021502657
2024-02-29,43.75878397174615
2024-03-01,59.671069052381114
2024-03-02,64.97516407925943
2024-03-03,66.30118783597901
2024-03-04,53.04095026878321
2024-03-05,38.454688944867826
2024-03-06,42.43276021502657
2024-03-07,45.08480772846573
2024-03-08,58.345045295661535
2024-03-09,67.6272115926986
2024-03-10,63.64914032253985
2024-03-11,47.73685524190489
2024-03-12,54.36697402550279
2024-03-13,57.01902153894195
2024-03-14,74.2573303762965
2024-03-15,99.45178175396852
2024-03-16,132.60237567195801
2024-03-17,111.38599556444474
2024-03-18,78.23540164645523
2024-03-19,72.93130661957692
2024-03-20,75.58335413301607
2024-03-21,72.93130661957692
2024-03-22,88.84359170021187
2024-03-23,110.05997180772516
2024-03-24,98.12575799724894
2024-03-25,63.64914032253985
2024-03-26,64.97516407925943
2024-03-27,67.6272115926986
2024-03-28,70.27925910613776
2024-03-29,84.86552043005314
2024-03-30,99.45178175396852
2024-03-31,92.82166297037062
2024-04-01,60.99709280910069
2024-04-02,55.69299778222237
2024-04-03,57.01902153894195
2024-04-04,54.36697402550279
2024-04-05,67.6272115926986
2024-04-06,80.8874491598944
2024-04-07,74.2573303762965
2024-04-08,49.06287899862447
2024-04-09,53.04095026878321
2024-04-10,50.38890275534405
2024-04-11,50.38890275534405
2024-04-12,67.6272115926986
2024-04-13,80.8874491598944
2024-04-14,74.2573303762965
2024-04-15,46.41083148518531
2024-04-16,47.73685524190489
2024-04-17,49.06287899862447
2024-04-18,47.73685524190489
2024-04-19,59.671069052381114
2024-04-20,79.56142540317482
2024-04-21,72.93130661957692
2024-04-22,49.06287899862447
2024-04-23,43.75878397174615
2024-04-24,45.08480772846573
2024-04-25,50.38890275534405
2024-04-26,62.32311656582027
2024-04-27,68.95323534941818
2024-04-28,67.6272115926986
2024-04-29,45.08480772846573
2024-04-30,45.08480772846573
2024-05-01,49.06287899862447
2024-05-02,50.38890275534405
2024-05-03,55.69299778222237
2024-05-04,71.60528286285734
2024-05-05,63.64914032253985
2024-05-06,47.73685524190489
2024-05-07,43.75878397174615
2024-05-08,45.08480772846573
2024-05-09,47.73685524190489
2024-05-10,58.345045295661535
2024-05-11,71.60528286285734
2024-05-12,63.64914032253985
2024-05-13,43.75878397174615
2024-05-14,47.73685524190489
2024-05-15,47.73685524190489
2024-05-16,47.73685524190489
2024-05-17,57.01902153894195
2024-05-18,74.2573303762965
2024-05-19,71.60528286285734
2024-05-20,47.73685524190489
2024-05-21,47.73685524190489
2024-05-22,50.38890275534405
2024-05-23,54.36697402550279
2024-05-24,62.32311656582027
2024-05-25,71.60528286285734
2024-05-26,68.95323534941818
2024-05-27,64.97516407925943
2024-05-28,49.06287899862447
2024-05-29,53.04095026878321
2024-05-30,54.36697402550279
2024-05-31,64.97516407925943
2024-06-01,74.2573303762965
2024-06-02,71.60528286285734
2024-06-03,53.04095026878321
2024-06-04,55.69299778222237
2024-06-05,59.671069052381114
2024-06-06,58.345045295661535
2024-06-07,66.30118783597901
2024-06-08,71.60528286285734
2024-06-09,68.95323534941818
2024-06-10,58.345045295661535
2024-06-11,51.714926512063634
2024-06-12,51.714926512063634
2024-06-13,59.671069052381114
2024-06-14,59.671069052381114
2024-06-15,71.60528286285734
2024-06-16,64.97516407925943
2024-06-17,50.38890275534405
2024-06-18,49.06287899862447
2024-06-19,55.69299778222237
2024-06-20,53.04095026878321
2024-06-21,62.32311656582027
2024-06-22,70.27925910613776
2024-06-23,71.60528286285734
2024-06-24,51.714926512063634
2024-06-25,53.04095026878321
2024-06-26,51.714926512063634
2024-06-27,55.69299778222237
2024-06-28,64.97516407925943
2024-06-29,67.6272115926986
2024-06-30,68.95323534941818
2024-07-01,53.04095026878321
2024-07-02,51.714926512063634
2024-07-03,59.671069052381114
2024-07-04,70.27925910613776
2024-07-05,66.30118783597901
2024-07-06,67.6272115926986
2024-07-07,64.97516407925943
2024-07-08,51.714926512063634
2024-07-09,55.69299778222237
2024-07-10,50.38890275534405
2024-07-11,54.36697402550279
2024-07-12,67.6272115926986
2024-07-13,67.6272115926986
2024-07-14,60.99709280910069
2024-07-15,47.73685524190489
2024-07-16,49.06287899862447
2024-07-17,51.714926512063634
2024-07-18,58.345045295661535
2024-07-19,66.30118783597901
2024-07-20,66.30118783597901
2024-07-21,60.99709280910069
2024-07-22,47.73685524190489
2024-07-23,46.41083148518531
2024-07-24,54.36697402550279
2024-07-25,51.714926512063634
2024-07-26,59.671069052381114
2024-07-27,68.95323534941818
2024-07-28,66.30118783597901
2024-07-29,47.73685524190489
2024-07-30,49.06287899862447
2024-07-31,50.38890275534405
2024-08-01,53.04095026878321
2024-08-02,59.671069052381114
2024-08-03,63.64914032253985
2024-08-04,64.97516407925943
2024-08-05,45.08480772846573
2024-08-06,43.75878397174615
2024-08-07,47.73685524190489
2024-08-08,54.36697402550279
2024-08-09,54.36697402550279
2024-08-10,64.97516407925943
2024-08-11,63.64914032253985
2024-08-12,50.38890275534405
2024-08-13,42.43276021502657
2024-08-14,46.41083148518531
2024-08-15,47.73685524190489
2024-08-16,55.69299778222237
2024-08-17,67.6272115926986
2024-08-18,60.85017012076851
2024-08-19,42.462516708866005
2024-08-20,42.84191200531873
2024-08-21,43.504923883678515
2024-08-22,47.39093600102152
2024-08-23,55.54235553216026
2024-08-24,65.11557753456424
2024-08-25,61.22956541722124
2024-08-26,45.30612165139649
2024-08-27,46.348528826209005
2024-08-28,45.30612165139649
2024-08-29,48.81273847228677
2024-08-30,59.807762945956
2024-08-31,75.73120671178074
2024-09-01,71.46579929798501
2024-09-02,62.271972592033755
2024-09-03,42.84191200531873
2024-09-04,45.30612165139649
2024-09-05,50.61393624000473
2024-09-06,59.807762945956
2024-09-07,72.88760176925027
2024-09-08,72.50820647279753
2024-09-09,44.92672635494376
2024-09-10,41.04071423760075
2024-09-11,42.08312141241328
2024-09-12,47.77033129747425
2024-09-13,55.921750828612986
2024-09-14,67.579787180642
2024-09-15,65.77858941292403
2024-09-16,39.99830706278824
2024-09-17,41.73348260979998
2024-09-18,41.73348260979998
2024-09-19,47.80380735304361
2024-09-20,53.11534150338179
2024-09-21,65.25599098986906
2024-09-22,62.22082861824724
2024-09-23,40.21590142398907
2024-09-24,37.93952964527271
2024-09-25,40.97469201689452
2024-09-26,47.045016760138154
