Time,flights
2022-01-01,62.0
2022-01-02,80.0
2022-01-03,80.0
2022-01-04,82.0
2022-01-05,73.0
2022-01-06,58.0
2022-01-07,66.0
2022-01-08,65.0
2022-01-09,68.0
2022-01-10,68.0
2022-01-11,66.0
2022-01-12,67.0
2022-01-13,74.0
2022-01-14,50.0
2022-01-15,60.0
2022-01-16,57.0
2022-01-17,62.0
2022-01-18,62.0
2022-01-19,65.0
2022-01-20,60.0
2022-01-21,59.0
2022-01-22,63.0
2022-01-23,78.0
2022-01-24,78.0
2022-01-25,61.0
2022-01-26,59.0
2022-01-27,61.0
2022-01-28,65.0
2022-01-29,66.0
2022-01-30,72.0
2022-01-31,70.0
2022-02-01,73.0
2022-02-02,77.0
2022-02-03,76.0
2022-02-04,78.0
2022-02-05,69.0
2022-02-06,80.0
2022-02-07,80.0
2022-02-08,79.0
2022-02-09,75.0
2022-02-10,63.0
2022-02-11,68.0
2022-02-12,69.0
2022-02-13,72.0
2022-02-14,67.0
2022-02-15,79.0
2022-02-16,86.0
2022-02-17,82.0
2022-02-18,78.0
2022-02-19,77.0
2022-02-20,83.0
2022-02-21,86.0
2022-02-22,90.0
2022-02-23,90.0
2022-02-24,86.0
2022-02-25,79.0
2022-02-26,75.0
2022-02-27,85.0
2022-02-28,90.0
2022-03-01,88.0
2022-03-02,89.0
2022-03-03,86.0
2022-03-04,80.0
2022-03-05,81.0
2022-03-06,90.0
2022-03-07,94.0
2022-03-08,98.0
2022-03-09,90.0
2022-03-10,94.0
2022-03-11,91.0
2022-03-12,87.0
2022-03-13,94.0
2022-03-14,96.0
2022-03-15,89.0
2022-03-16,83.0
2022-03-17,80.0
2022-03-18,78.0
2022-03-19,78.0
2022-03-20,88.0
2022-03-21,91.0
2022-03-22,89.0
2022-03-23,84.0
2022-03-24,81.0
2022-03-25,71.0
2022-03-26,74.0
2022-03-27,84.0
2022-03-28,77.0
2022-03-29,78.0
2022-03-30,82.0
2022-03-31,74.0
2022-04-01,78.0
2022-04-02,85.0
2022-04-03,100.0
2022-04-04,93.0
2022-04-05,82.0
2022-04-06,82.0
2022-04-07,79.0
2022-04-08,75.0
2022-04-09,76.0
2022-04-10,80.0
2022-04-11,80.0
2022-04-12,81.0
2022-04-13,78.0
2022-04-14,79.0
2022-04-15,75.0
2022-04-16,69.0
2022-04-17,76.0
2022-04-18,86.0
2022-04-19,87.0
2022-04-20,78.0
2022-04-21,77.0
2022-04-22,69.0
2022-04-23,67.0
2022-04-24,76.0
2022-04-25,81.0
2022-04-26,75.0
2022-04-27,77.0
2022-04-28,73.0
2022-04-29,71.0
2022-04-30,68.0
2022-05-01,73.0
2022-05-02,78.0
2022-05-03,81.0
2022-05-04,75.0
2022-05-05,73.0
2022-05-06,62.0
2022-05-07,71.0
2022-05-08,76.0
2022-05-09,78.0
2022-05-10,84.0
2022-05-11,76.0
2022-05-12,80.0
2022-05-13,76.0
2022-05-14,70.0
2022-05-15,80.0
2022-05-16,80.0
2022-05-17,83.0
2022-05-18,79.0
2022-05-19,78.0
2022-05-20,76.0
2022-05-21,77.0
2022-05-22,80.0
2022-05-23,80.0
2022-05-24,84.0
2022-05-25,73.0
2022-05-26,75.0
2022-05-27,79.0
2022-05-28,71.0
2022-05-29,79.0
2022-05-30,86.0
2022-05-31,86.0
2022-06-01,83.0
2022-06-02,82.0
2022-06-03,78.0
2022-06-04,81.0
2022-06-05,84.0
2022-06-06,83.0
2022-06-07,88.0
2022-06-08,87.0
2022-06-09,86.0
2022-06-10,83.0
2022-06-11,73.0
2022-06-12,83.0
2022-06-13,91.0
2022-06-14,85.0
2022-06-15,81.0
2022-06-16,85.0
2022-06-17,87.0
2022-06-18,81.0
2022-06-19,83.0
2022-06-20,90.0
2022-06-21,86.0
2022-06-22,86.0
2022-06-23,88.0
2022-06-24,75.0
2022-06-25,72.0
2022-06-26,80.0
2022-06-27,86.0
2022-06-28,84.0
2022-06-29,84.0
2022-06-30,78.0
2022-07-01,76.0
2022-07-02,73.0
2022-07-03,70.0
2022-07-04,76.0
2022-07-05,80.0
2022-07-06,80.0
2022-07-07,74.0
2022-07-08,76.0
2022-07-09,71.0
2022-07-10,79.0
2022-07-11,84.0
2022-07-12,81.0
2022-07-13,77.0
2022-07-14,82.0
2022-07-15,72.0
2022-07-16,71.0
2022-07-17,78.0
2022-07-18,83.0
2022-07-19,84.0
2022-07-20,76.0
2022-07-21,79.0
2022-07-22,72.0
2022-07-23,72.0
2022-07-24,80.0
2022-07-25,84.0
2022-07-26,80.0
2022-07-27,76.0
2022-07-28,72.0
2022-07-29,76.0
2022-07-30,66.0
2022-07-31,75.0
2022-08-01,80.0
2022-08-02,82.0
2022-08-03,76.0
2022-08-04,76.0
2022-08-05,75.0
2022-08-06,69.0
2022-08-07,77.0
2022-08-08,79.0
2022-08-09,77.0
2022-08-10,80.0
2022-08-11,80.0
2022-08-12,71.0
2022-08-13,65.0
2022-08-14,74.0
2022-08-15,76.0
2022-08-16,75.0
2022-08-17,72.0
2022-08-18,71.0
2022-08-19,69.0
2022-08-20,67.0
2022-08-21,74.0
2022-08-22,77.0
2022-08-23,80.0
2022-08-24,71.0
2022-08-25,69.0
2022-08-26,66.0
2022-08-27,68.0
2022-08-28,74.0
2022-08-29,70.21701304978251
2022-08-30,73.68438859352344
2022-08-31,71.95070082165297
2022-09-01,71.45070082165297
2022-09-02,64.78226196230062
2022-09-03,60.081198646689224
2022-09-04,66.0159497341711
2022-09-05,76.15176413726438
2022-09-06,76.15176413726438
2022-09-07,73.18438859352344
2022-09-08,67.24963750604157
2022-09-09,66.0159497341711
2022-09-10,63.04857419043016
2022-09-11,68.98332527791203
2022-09-12,74.91807636539392
2022-09-13,73.18438859352344
2022-09-14,76.15176413726438
2022-09-15,70.71701304978251
2022-09-16,64.28226196230062
2022-09-17,64.78226196230062
2022-09-18,67.74963750604157
2022-09-19,74.91807636539392
2022-09-20,71.95070082165297
2022-09-21,71.95070082165297
2022-09-22,71.95070082165297
2022-09-23,66.0159497341711
2022-09-24,60.081198646689224
2022-09-25,68.98332527791203
2022-09-26,71.95070082165297
2022-09-27,79.61913968100532
2022-09-28,70.43402609956502
2022-09-29,66.0318994683422
2022-09-30,61.62977283711938
2022-10-01,64.56452392460126
2022-10-02,64.56452392460126
2022-10-03,70.43402609956502
2022-10-04,74.83615273078782
2022-10-05,68.96665055582407
2022-10-06,73.36877718704689
2022-10-07,67.49927501208313
2022-10-08,60.16239729337845
2022-10-09,63.09714838086032
2022-10-10,71.90140164330595
2022-10-11,73.36877718704689
2022-10-12,70.43402609956502
2022-10-13,66.0318994683422
2022-10-14,64.56452392460126
2022-10-15,60.16239729337845
2022-10-16,66.0318994683422
2022-10-17,68.96665055582407
2022-10-18,71.90140164330595
2022-10-19,67.49927501208313
2022-10-20,64.56452392460126
2022-10-21,63.09714838086032
2022-10-22,60.16239729337845
2022-10-23,63.09714838086032
2022-10-24,66.0318994683422
2022-10-25,71.90140164330595
2022-10-26,68.96665055582407
2022-10-27,64.56452392460126
2022-10-28,60.16239729337845
2022-10-29,58.695021749637505
2022-10-30,61.62977283711938
2022-10-31,64.56452392460126
2022-11-01,67.49927501208313
2022-11-02,66.0318994683422
2022-11-03,68.96665055582407
2022-11-04,66.0318994683422
2022-11-05,64.56452392460126
2022-11-06,63.09714838086032
2022-11-07,68.96665055582407
2022-11-08,70.43402609956502
2022-11-09,66.0318994683422
2022-11-10,66.0318994683422
2022-11-11,61.62977283711938
2022-11-12,58.695021749637505
2022-11-13,64.56452392460126
2022-11-14,70.43402609956502
2022-11-15,71.90140164330595
2022-11-16,73.36877718704689
2022-11-17,64.56452392460126
2022-11-18,64.56452392460126
2022-11-19,63.09714838086032
2022-11-20,61.62977283711938
2022-11-21,66.0318994683422
2022-11-22,63.09714838086032
2022-11-23,61.62977283711938
2022-11-24,54.2928951184147
2022-11-25,64.56452392460126
2022-11-26,61.62977283711938
2022-11-27,73.36877718704689
2022-11-28,77.7709038182697
2022-11-29,85.10778153697439
2022-11-30,73.36877718704689
2022-12-01,68.96665055582407
2022-12-02,61.62977283711938
2022-12-03,58.695021749637505
2022-12-04,64.56452392460126
2022-12-05,66.0318994683422
2022-12-06,61.62977283711938
2022-12-07,66.0318994683422
2022-12-08,63.09714838086032
2022-12-09,55.760270662155634
2022-12-10,55.760270662155634
2022-12-11,61.62977283711938
2022-12-12,64.56452392460126
2022-12-13,63.09714838086032
2022-12-14,61.62977283711938
2022-12-15,63.09714838086032
2022-12-16,61.62977283711938
2022-12-17,63.09714838086032
2022-12-18,57.22764620589657
2022-12-19,67.49927501208313
2022-12-20,71.90140164330595
2022-12-21,77.7709038182697
2022-12-22,86.57515708071533
2022-12-23,92.44465925567907
2022-12-24,80.70565490575157
2022-12-25,76.30352827452876
2022-12-26,107.11841469308845
2022-12-27,137.93330111164815
2022-12-28,108.5857902368294
2022-12-29,89.5099081681972
2022-12-30,76.30352827452876
2022-12-31,66.0318994683422
2023-01-01,67.49927501208313
2023-01-02,86.57515708071533
2023-01-03,90.97728371193814
2023-01-04,92.44465925567907
2023-01-05,89.5099081681972
2023-01-06,80.70565490575157
2023-01-07,80.70565490575157
2023-01-08,88.04253262445626
2023-01-09,88.04253262445626
2023-01-10,92.44465925567907
2023-01-11,146.73755437409378
2023-01-12,96.84678588690188
2023-01-13,80.70565490575157
2023-01-14,80.70565490575157
2023-01-15,77.7709038182697
2023-01-16,86.57515708071533
2023-01-17,88.04253262445626
2023-01-18,88.04253262445626
2023-01-19,82.17303044949252
2023-01-20,79.23827936201063
2023-01-21,77.7709038182697
2023-01-22,83.64040599323344
2023-01-23,88.04253262445626
2023-01-24,88.04253262445626
2023-01-25,86.57515708071533
2023-01-26,83.64040599323344
2023-01-27,80.70565490575157
2023-01-28,76.30352827452876
2023-01-29,82.17303044949252
2023-01-30,85.10778153697439
2023-01-31,90.97728371193814
2023-02-01,88.04253262445626
2023-02-02,85.10778153697439
2023-02-03,79.23827936201063
2023-02-04,80.70565490575157
2023-02-05,88.04253262445626
2023-02-06,83.64040599323344
2023-02-07,85.10778153697439
2023-02-08,83.64040599323344
2023-02-09,79.23827936201063
2023-02-10,79.23827936201063
2023-02-11,77.7709038182697
2023-02-12,74.83615273078782
2023-02-13,74.83615273078782
2023-02-14,79.23827936201063
2023-02-15,83.64040599323344
2023-02-16,86.57515708071533
2023-02-17,83.64040599323344
2023-02-18,82.17303044949252
2023-02-19,88.04253262445626
2023-02-20,89.5099081681972
2023-02-21,90.97728371193814
2023-02-22,93.91203479942001
2023-02-23,92.44465925567907
2023-02-24,86.57515708071533
2023-02-25,86.57515708071533
2023-02-26,89.5099081681972
2023-02-27,95.37941034316096
2023-02-28,90.97728371193814
2023-03-01,88.04253262445626
2023-03-02,88.04253262445626
2023-03-03,76.30352827452876
2023-03-04,83.64040599323344
2023-03-05,92.44465925567907
2023-03-06,88.04253262445626
2023-03-07,90.97728371193814
2023-03-08,89.5099081681972
2023-03-09,86.57515708071533
2023-03-10,80.70565490575157
2023-03-11,82.17303044949252
2023-03-12,86.57515708071533
2023-03-13,86.57515708071533
2023-03-14,92.44465925567907
2023-03-15,86.57515708071533
2023-03-16,82.17303044949252
2023-03-17,76.30352827452876
2023-03-18,77.7709038182697
2023-03-19,86.57515708071533
2023-03-20,89.5099081681972
2023-03-21,88.04253262445626
2023-03-22,86.57515708071533
2023-03-23,80.70565490575157
2023-03-24,80.70565490575157
2023-03-25,77.7709038182697
2023-03-26,85.10778153697439
2023-03-27,88.04253262445626
2023-03-28,85.10778153697439
2023-03-29,82.17303044949252
2023-03-30,79.23827936201063
2023-03-31,76.30352827452876
2023-04-01,79.23827936201063
2023-04-02,86.57515708071533
2023-04-03,83.64040599323344
2023-04-04,85.10778153697439
2023-04-05,79.23827936201063
2023-04-06,79.23827936201063
2023-04-07,73.36877718704689
2023-04-08,70.43402609956502
2023-04-09,73.36877718704689
2023-04-10,85.10778153697439
2023-04-11,89.5099081681972
2023-04-12,89.5099081681972
2023-04-13,82.17303044949252
2023-04-14,80.70565490575157
2023-04-15,73.36877718704689
2023-04-16,82.17303044949252
2023-04-17,82.17303044949252
2023-04-18,88.04253262445626
2023-04-19,92.44465925567907
2023-04-20,89.5099081681972
2023-04-21,80.70565490575157
2023-04-22,79.23827936201063
2023-04-23,82.17303044949252
2023-04-24,82.17303044949252
2023-04-25,82.17303044949252
2023-04-26,82.17303044949253
2023-04-27,77.94300341907882
2023-04-28,70.21663713012191
2023-04-29,71.96480675939353
2023-04-30,80.42486082022091
2023-05-01,82.17303044949253
2023-05-02,83.41395915006356
2023-05-03,82.17303044949253
2023-05-04,74.95390508923617
2023-05-05,66.4938510284088
2023-05-06,67.73477972897983
2023-05-07,76.1948337898072
2023-05-08,82.17303044949253
2023-05-09,83.92120007876412
2023-05-10,80.93210174892147
2023-05-11,76.1948337898072
2023-05-12,77.94300341907882
2023-05-13,73.20573545996456
2023-05-14,74.95390508923617
2023-05-15,86.40305747990621
2023-05-16,89.39215580974886
2023-05-17,85.16212877933518
2023-05-18,81.66578952079195
2023-05-19,79.18393211964985
2023-05-20,74.95390508923617
2023-05-21,80.93210174892147
2023-05-22,80.93210174892147
2023-05-23,86.40305747990621
2023-05-24,83.41395915006356
2023-05-25,83.92120007876412
2023-05-26,76.08613930508567
2023-05-27,75.07165744768453
2023-05-28,72.0282118754811
2023-05-29,82.17303044949253
2023-05-30,88.25992159389938
2023-05-31,86.23095787909709
2023-06-01,82.17303044949253
2023-06-02,82.17303044949253
2023-06-03,76.08613930508567
2023-06-04,86.23095787909709
2023-06-05,89.27440345130051
2023-06-06,91.3033671661028
2023-06-07,93.33233088090509
2023-06-08,92.31784902350395
2023-06-09,78.11510301988795
2023-06-10,75.07165744768453
2023-06-11,84.2019941642948
2023-06-12,94.34681273830623
2023-06-13,92.31784902350395
2023-06-14,96.37577645310851
2023-06-15,92.31784902350395
2023-06-16,84.2019941642948
2023-06-17,79.12958487728909
2023-06-18,81.15854859209138
2023-06-19,90.28888530870167
2023-06-20,89.27440345130051
2023-06-21,87.24543973649824
2023-06-22,84.2019941642948
2023-06-23,80.14406673469024
2023-06-24,78.11510301988795
2023-06-25,87.24543973649824
2023-06-26,100.43370388271309
2023-06-27,101.44818574011423
2023-06-28,98.4047401679108
2023-06-29,92.31784902350395
2023-06-30,85.21647602169595
2023-07-01,76.08613930508567
2023-07-02,81.15854859209138
2023-07-03,77.10062116248682
2023-07-04,83.18751230689367
2023-07-05,84.2019941642948
2023-07-06,84.2019941642948
2023-07-07,85.21647602169595
2023-07-08,81.15854859209138
2023-07-09,89.27440345130051
2023-07-10,92.31784902350395
2023-07-11,86.23095787909709
2023-07-12,82.17303044949253
2023-07-13,82.17303044949253
2023-07-14,76.08613930508567
2023-07-15,77.10062116248682
2023-07-16,84.2019941642948
2023-07-17,87.24543973649824
2023-07-18,84.2019941642948
2023-07-19,80.14406673469024
2023-07-20,75.07165744768453
2023-07-21,75.07165744768453
2023-07-22,68.98476630327768
2023-07-23,73.04269373288224
2023-07-24,79.12958487728909
2023-07-25,81.15854859209138
2023-07-26,74.05717559028339
2023-07-27,72.0282118754811
2023-07-28,74.05717559028339
2023-07-29,71.01373001807995
2023-07-30,74.05717559028339
2023-07-31,77.10062116248682
2023-08-01,77.10062116248682
2023-08-02,76.08613930508567
2023-08-03,74.05717559028339
2023-08-04,73.04269373288224
2023-08-05,67.97028444587653
2023-08-06,75.07165744768453
2023-08-07,83.18751230689367
2023-08-08,80.14406673469024
2023-08-09,78.11510301988795
2023-08-10,73.04269373288224
2023-08-11,72.0282118754811
2023-08-12,65.94132073107424
2023-08-13,72.0282118754811
2023-08-14,74.05717559028339
2023-08-15,76.08613930508567
2023-08-16,74.05717559028339
2023-08-17,72.0282118754811
2023-08-18,67.97028444587653
2023-08-19,69.99924816067882
2023-08-20,77.10062116248682
2023-08-21,73.04269373288224
2023-08-22,77.10062116248682
2023-08-23,69.99924816067882
2023-08-24,67.97028444587653
2023-08-25,64.9268388736731
2023-08-26,61.88339330146968
2023-08-27,72.0282118754811
2023-08-28,76.08613930508567
2023-08-29,76.08613930508567
2023-08-30,73.04269373288224
2023-08-31,67.97028444587653
2023-09-01,62.89787515887082
2023-09-02,60.86891144406854
