Time,nearpod
2022-07-11,6.0
2022-07-12,5.0
2022-07-13,6.0
2022-07-14,6.0
2022-07-15,2.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,5.0
2022-07-21,4.0
2022-07-22,3.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,5.0
2022-07-26,6.0
2022-07-27,6.0
2022-07-28,5.0
2022-07-29,3.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,8.0
2022-08-02,10.0
2022-08-03,15.0
2022-08-04,29.0
2022-08-05,29.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,28.0
2022-08-09,33.0
2022-08-10,39.0
2022-08-11,42.0
2022-08-12,41.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,57.0
2022-08-16,63.0
2022-08-17,67.0
2022-08-18,70.0
2022-08-19,58.0
2022-08-20,2.0
2022-08-21,3.0
2022-08-22,81.0
2022-08-23,86.0
2022-08-24,78.0
2022-08-25,82.0
2022-08-26,63.0
2022-08-27,2.0
2022-08-28,3.0
2022-08-29,85.0
2022-08-30,82.0
2022-08-31,88.0
2022-09-01,87.0
2022-09-02,60.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,5.0
2022-09-06,86.0
2022-09-07,90.0
2022-09-08,89.0
2022-09-09,76.0
2022-09-10,3.0
2022-09-11,4.0
2022-09-12,99.0
2022-09-13,100.0
2022-09-14,93.0
2022-09-15,91.0
2022-09-16,73.0
2022-09-17,3.0
2022-09-18,4.0
2022-09-19,93.0
2022-09-20,97.0
2022-09-21,85.0
2022-09-22,85.0
2022-09-23,68.0
2022-09-24,3.0
2022-09-25,3.0
2022-09-26,77.0
2022-09-27,80.0
2022-09-28,75.0
2022-09-29,77.0
2022-09-30,54.0
2022-10-01,2.0
2022-10-02,3.0
2022-10-03,82.0
2022-10-04,88.0
2022-10-05,60.0
2022-10-06,70.0
2022-10-07,50.0
2022-10-08,2.0
2022-10-09,2.0
2022-10-10,48.0
2022-10-11,74.0
2022-10-12,64.0
2022-10-13,69.0
2022-10-14,50.0
2022-10-15,3.0
2022-10-16,3.0
2022-10-17,79.0
2022-10-18,87.0
2022-10-19,81.0
2022-10-20,73.0
2022-10-21,60.0
2022-10-22,2.0
2022-10-23,3.0
2022-10-24,75.0
2022-10-25,75.0
2022-10-26,74.0
2022-10-27,75.0
2022-10-28,52.0
2022-10-29,2.0
2022-10-30,3.0
2022-10-31,66.0
2022-11-01,73.0
2022-11-02,73.0
2022-11-03,76.0
2022-11-04,56.0
2022-11-05,3.0
2022-11-06,3.0
2022-11-07,70.0
2022-11-08,49.0
2022-11-09,75.0
2022-11-10,64.0
2022-11-11,31.0
2022-11-12,2.0
2022-11-13,2.0
2022-11-14,81.0
2022-11-15,82.0
2022-11-16,73.0
2022-11-17,67.0
2022-11-18,45.0
2022-11-19,2.0
2022-11-20,2.0
2022-11-21,29.0
2022-11-22,21.0
2022-11-23,5.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,2.0
2022-11-28,75.0
2022-11-29,78.0
2022-11-30,69.0
2022-12-01,71.0
2022-12-02,51.0
2022-12-03,2.0
2022-12-04,2.0
2022-12-05,70.0
2022-12-06,63.0
2022-12-07,61.0
2022-12-08,59.0
2022-12-09,45.0
2022-12-10,2.0
2022-12-11,2.0
2022-12-12,57.0
2022-12-13,48.0
2022-12-14,44.0
2022-12-15,36.0
2022-12-16,24.0
2022-12-17,2.0
2022-12-18,1.0
2022-12-19,22.0
2022-12-20,19.0
2022-12-21,13.0
2022-12-22,8.0
2022-12-23,2.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,1.0
2022-12-28,1.0
2022-12-29,1.0
2022-12-30,1.0
2022-12-31,1.0
2023-01-01,1.0
2023-01-02,6.0
2023-01-03,36.0
2023-01-04,55.0
2023-01-05,63.0
2023-01-06,55.0
2023-01-07,2.0
2023-01-08,2.0
2023-01-09,80.0
2023-01-10,91.0
2023-01-11,85.0
2023-01-12,76.0
2023-01-13,62.0
2023-01-14,2.0
2023-01-15,1.0
2023-01-16,5.0
2023-01-17,79.0
2023-01-18,76.0
2023-01-19,73.0
2023-01-20,58.0
2023-01-21,2.0
2023-01-22,2.0
2023-01-23,73.0
2023-01-24,91.0
2023-01-25,66.0
2023-01-26,67.0
2023-01-27,52.0
2023-01-28,3.0
2023-01-29,2.0
2023-01-30,68.0
2023-01-31,69.0
2023-02-01,62.0
2023-02-02,67.0
2023-02-03,51.0
2023-02-04,2.0
2023-02-05,3.0
2023-02-06,77.0
2023-02-07,73.0
2023-02-08,69.0
2023-02-09,73.0
2023-02-10,51.0
2023-02-11,2.0
2023-02-12,2.0
2023-02-13,66.0
2023-02-14,69.0
2023-02-15,68.0
2023-02-16,62.0
2023-02-17,37.0
2023-02-18,2.0
2023-02-19,2.0
2023-02-20,14.0
2023-02-21,63.0
2023-02-22,62.0
2023-02-23,58.0
2023-02-24,46.0
2023-02-25,2.0
2023-02-26,3.0
2023-02-27,69.0
2023-02-28,61.0
2023-03-01,62.0
2023-03-02,59.0
2023-03-03,44.0
2023-03-04,2.0
2023-03-05,3.0
2023-03-06,65.0
2023-03-07,62.0
2023-03-08,60.0
2023-03-09,52.0
2023-03-10,36.0
2023-03-11,2.0
2023-03-12,2.0
2023-03-13,41.0
2023-03-14,42.0
2023-03-15,42.0
2023-03-16,40.0
2023-03-17,29.0
2023-03-18,2.0
2023-03-19,2.0
2023-03-20,65.0
2023-03-21,66.0
2023-03-22,57.0
2023-03-23,54.0
2023-03-24,42.0
2023-03-25,2.0
2023-03-26,2.0
2023-03-27,61.0
2023-03-28,59.0
2023-03-29,51.0
2023-03-30,49.0
2023-03-31,32.0
2023-04-01,2.0
2023-04-02,2.0
2023-04-03,42.0
2023-04-04,40.0
2023-04-05,37.0
2023-04-06,33.0
2023-04-07,8.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,37.0
2023-04-11,56.0
2023-04-12,52.0
2023-04-13,50.0
2023-04-14,39.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,60.0
2023-04-18,54.0
2023-04-19,52.0
2023-04-20,45.0
2023-04-21,35.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,51.0
2023-04-25,46.0
2023-04-26,43.704317986845865
2023-04-27,40.902058907635116
2023-04-28,33.92936802973978
2023-04-29,1.8681727194738347
2023-04-30,1.8681727194738347
2023-05-01,46.00657706605662
2023-05-02,39.033886188161276
2023-05-03,37.66571346868744
2023-05-04,37.66571346868744
2023-05-05,32.061195310265944
2023-05-06,1.3681727194738347
2023-05-07,0.9340863597369173
2023-05-08,42.27023162710895
2023-05-09,36.731627108950526
2023-05-10,32.99528167000286
2023-05-11,32.061195310265944
2023-05-12,25.088504432370602
2023-05-13,0.9340863597369173
2023-05-14,1.3681727194738347
2023-05-15,35.29754074921361
2023-05-16,29.758936231055188
2023-05-17,26.022590792107522
2023-05-18,25.088504432370602
2023-05-19,19.049899914212183
2023-05-20,0.9340863597369173
2023-05-21,0.9340863597369173
2023-05-22,25.088504432370602
2023-05-23,19.9839862739491
2023-05-24,18.115813554475263
2023-05-25,16.24764083500143
2023-05-26,11.28624535315985
2023-05-27,0.8681727194738347
2023-05-28,0.8681727194738347
2023-05-29,0.8681727194738347
2023-05-30,14.75893623105519
2023-05-31,13.890763511581355
2023-06-01,11.28624535315985
2023-06-02,9.549899914212181
2023-06-03,0.8681727194738347
2023-06-04,0.8681727194738347
2023-06-05,11.28624535315985
2023-06-06,10.418072633686016
2023-06-07,9.549899914212181
2023-06-08,7.813554475264512
2023-06-09,6.077209036316843
2023-06-10,0.8681727194738347
2023-06-11,0.8681727194738347
2023-06-12,7.813554475264512
2023-06-13,6.945381755790677
2023-06-14,6.077209036316843
2023-06-15,6.077209036316843
2023-06-16,3.4726908778953387
2023-06-17,0.8681727194738347
2023-06-18,0.8681727194738347
2023-06-19,2.604518158421504
2023-06-20,5.209036316843008
2023-06-21,5.209036316843008
2023-06-22,4.340863597369173
2023-06-23,2.604518158421504
2023-06-24,0.8681727194738347
2023-06-25,0.8681727194738347
2023-06-26,4.340863597369173
2023-06-27,4.340863597369173
2023-06-28,3.4726908778953387
2023-06-29,2.604518158421504
2023-06-30,1.7363454389476694
2023-07-01,0.8681727194738347
2023-07-02,0.0
2023-07-03,1.7363454389476694
2023-07-04,0.0
2023-07-05,2.604518158421504
2023-07-06,2.604518158421504
2023-07-07,1.7363454389476694
2023-07-08,0.8681727194738347
2023-07-09,0.0
2023-07-10,3.4726908778953387
2023-07-11,3.4726908778953387
2023-07-12,4.340863597369173
2023-07-13,2.604518158421504
2023-07-14,1.7363454389476694
2023-07-15,0.8681727194738347
2023-07-16,0.8681727194738347
2023-07-17,3.4726908778953387
2023-07-18,3.4726908778953387
2023-07-19,2.604518158421504
2023-07-20,2.604518158421504
2023-07-21,1.7363454389476694
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,4.340863597369173
2023-07-25,4.340863597369173
2023-07-26,3.4726908778953387
2023-07-27,3.4726908778953387
2023-07-28,2.604518158421504
2023-07-29,0.8681727194738347
2023-07-30,0.0
2023-07-31,6.077209036316843
2023-08-01,6.945381755790677
2023-08-02,7.813554475264512
2023-08-03,13.02259079210752
2023-08-04,13.02259079210752
2023-08-05,0.8681727194738347
2023-08-06,1.7363454389476694
2023-08-07,14.75893623105519
2023-08-08,19.9679725478982
2023-08-09,19.099799828424363
2023-08-10,24.30883614526737
2023-08-11,22.5724907063197
2023-08-12,0.8681727194738347
2023-08-13,0.8681727194738347
2023-08-14,36.46325421790105
2023-08-15,44.27680869316557
2023-08-16,46.881326851587076
2023-08-17,49.485845010008575
2023-08-18,39.06777237632256
2023-08-19,1.7363454389476694
2023-08-20,2.604518158421504
2023-08-21,59.03574492422076
2023-08-22,64.24478124106376
2023-08-23,65.1129539605376
2023-08-24,64.24478124106376
2023-08-25,50.35401772948241
2023-08-26,1.7363454389476694
2023-08-27,1.7363454389476694
2023-08-28,69.45381755790677
2023-08-29,72.05833571632827
2023-08-30,65.98112668001144
2023-08-31,67.71747211895911
2023-09-01,46.881326851587076
2023-09-02,0.8681727194738347
2023-09-03,0.8681727194738347
2023-09-04,3.4726908778953387
2023-09-05,78.13554475264512
2023-09-06,82.4764083500143
2023-09-07,79.8718901915928
2023-09-08,66.84929939948528
2023-09-09,1.7363454389476694
2023-09-10,2.604518158421504
2023-09-11,83.34458106948813
2023-09-12,82.4764083500143
2023-09-13,86.81727194738346
2023-09-14,75.53102659422362
2023-09-15,58.167572204746925
2023-09-16,1.7363454389476694
2023-09-17,2.604518158421504
2023-09-18,81.60823563054046
2023-09-19,78.13554475264512
2023-09-20,75.53102659422362
2023-09-21,72.05833571632827
2023-09-22,52.95853588790391
2023-09-23,1.7363454389476694
2023-09-24,2.604518158421504
2023-09-25,61.640263082642264
2023-09-26,72.9265084358021
2023-09-27,66.84929939948528
2023-09-28,67.71747211895911
2023-09-29,53.82670860737775
2023-09-30,1.7363454389476694
2023-10-01,2.604518158421504
2023-10-02,67.71747211895911
2023-10-03,65.98112668001144
2023-10-04,64.24478124106376
2023-10-05,58.167572204746925
2023-10-06,38.199599656848726
2023-10-07,1.7363454389476694
2023-10-08,1.7363454389476694
2023-10-09,32.99056334000572
2023-10-10,59.90391764369459
2023-10-11,52.09036316843008
2023-10-12,53.82670860737775
2023-10-13,34.72690877895339
2023-10-14,1.7363454389476694
2023-10-15,1.7363454389476694
2023-10-16,62.5084358021161
2023-10-17,69.45381755790677
2023-10-18,63.37660852158993
2023-10-19,57.299399485273085
2023-10-20,44.27680869316557
2023-10-21,0.8681727194738347
2023-10-22,1.7363454389476694
2023-10-23,65.1129539605376
2023-10-24,65.98112668001144
2023-10-25,59.03574492422076
2023-10-26,54.694881326851586
2023-10-27,39.06777237632256
2023-10-28,1.7363454389476694
2023-10-29,1.7363454389476694
2023-10-30,62.5084358021161
2023-10-31,50.35401772948241
2023-11-01,60.77209036316843
2023-11-02,62.5084358021161
2023-11-03,41.672290534744064
2023-11-04,1.7363454389476694
2023-11-05,0.8681727194738347
2023-11-06,64.24478124106376
2023-11-07,52.95853588790391
2023-11-08,58.167572204746925
2023-11-09,53.82670860737775
2023-11-10,28.649699742636543
2023-11-11,1.7363454389476694
2023-11-12,1.7363454389476694
2023-11-13,65.1129539605376
2023-11-14,58.167572204746925
2023-11-15,52.95853588790391
2023-11-16,48.61767229053474
2023-11-17,32.12239062053188
2023-11-18,0.8681727194738347
2023-11-19,0.8681727194738347
2023-11-20,20.836145267372032
2023-11-21,13.890763511581355
2023-11-22,3.4726908778953387
2023-11-23,0.8681727194738347
2023-11-24,0.8681727194738347
2023-11-25,0.8681727194738347
2023-11-26,1.7363454389476694
2023-11-27,67.71747211895911
2023-11-28,63.37660852158993
2023-11-29,60.77209036316843
2023-11-30,55.56305404632542
2023-12-01,41.672290534744064
2023-12-02,1.7363454389476694
2023-12-03,1.7363454389476694
2023-12-04,55.56305404632542
2023-12-05,51.22219044895625
2023-12-06,49.485845010008575
2023-12-07,46.013154132113236
2023-12-08,37.33142693737489
2023-12-09,1.7363454389476694
2023-12-10,0.8681727194738347
2023-12-11,44.27680869316557
2023-12-12,41.672290534744064
2023-12-13,35.59508149842722
2023-12-14,32.99056334000572
2023-12-15,25.177008864741204
2023-12-16,0.8681727194738347
2023-12-17,0.8681727194738347
2023-12-18,24.30883614526737
2023-12-19,20.836145267372032
2023-12-20,14.75893623105519
2023-12-21,8.681727194738347
2023-12-22,3.243362235015458
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.8108405587538645
2023-12-27,0.8108405587538645
2023-12-28,0.8108405587538645
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,13.29287097835881
2024-01-03,28.641509433962263
2024-01-04,39.9359450957964
2024-01-05,31.884871668977723
2024-01-06,1.621681117507729
2024-01-07,1.1875947577708117
2024-01-08,53.66290243389213
2024-01-09,52.41797551540134
2024-01-10,63.712411177235474
2024-01-11,65.3340922947432
2024-01-12,45.9885832060904
2024-01-13,1.1875947577708117
2024-01-14,0.8108405587538645
2024-01-15,2.8092758752785407
2024-01-16,33.8833069855024
2024-01-17,49.6086996401228
2024-01-18,58.47061362569534
2024-01-19,39.501858736059475
2024-01-20,1.621681117507729
2024-01-21,1.5070167960677887
2024-01-22,53.499096260406496
2024-01-23,55.759621454508185
2024-01-24,55.759621454508185
2024-01-25,52.7455878623726
2024-01-26,42.19647028989809
2024-01-27,1.5070167960677887
2024-01-28,2.260525194101683
2024-01-29,62.54119703681323
2024-01-30,64.80172223091492
2024-01-31,62.54119703681323
2024-02-01,59.527163444677655
2024-02-02,47.471029076135345
2024-02-03,1.5070167960677887
2024-02-04,1.5070167960677887
2024-02-05,63.294705434847124
2024-02-06,62.54119703681323
2024-02-07,58.77365504664376
2024-02-08,53.499096260406496
2024-02-09,42.94997868793198
2024-02-10,1.5070167960677887
2024-02-11,2.260525194101683
2024-02-12,49.73155427023703
2024-02-13,57.26663825057597
2024-02-14,50.48506266827092
2024-02-15,51.99207946433871
2024-02-16,31.647352717423562
2024-02-17,1.5070167960677887
2024-02-18,1.5070167960677887
2024-02-19,10.549117572474522
2024-02-20,55.759621454508185
2024-02-21,55.00611305647429
2024-02-22,52.7455878623726
2024-02-23,40.68945349383029
2024-02-24,1.5070167960677887
2024-02-25,1.5070167960677887
2024-02-26,63.294705434847124
2024-02-27,55.00611305647429
2024-02-28,52.7455878623726
2024-02-29,51.238571066304814
2024-03-01,39.182436697762505
2024-03-02,1.5070167960677887
2024-03-03,0.7535083980338944
2024-03-04,54.25260465844039
2024-03-05,48.97804587220313
2024-03-06,45.96401228006756
2024-03-07,44.45699548399977
2024-03-08,31.647352717423562
2024-03-09,1.5070167960677887
2024-03-10,1.5070167960677887
2024-03-11,37.67541990169472
2024-03-12,38.42892829972861
2024-03-13,38.42892829972861
2024-03-14,34.66138630955914
2024-03-15,21.851743542982938
2024-03-16,1.5070167960677887
2024-03-17,1.5070167960677887
2024-03-18,53.499096260406496
2024-03-19,53.499096260406496
2024-03-20,51.238571066304814
2024-03-21,46.71752067810145
2024-03-22,32.40086111545746
2024-03-23,1.5070167960677887
2024-03-24,1.5070167960677887
2024-03-25,45.96401228006756
2024-03-26,41.442961891864186
2024-03-27,38.42892829972861
2024-03-28,29.38682752332188
2024-03-29,6.781575582305049
2024-03-30,0.7535083980338944
2024-03-31,0.7535083980338944
2024-04-01,23.358760339050725
2024-04-02,39.9359450957964
2024-04-03,40.68945349383029
2024-04-04,37.67541990169472
2024-04-05,30.893844319389668
2024-04-06,1.5070167960677887
2024-04-07,1.5070167960677887
2024-04-08,40.68945349383029
2024-04-09,49.73155427023703
2024-04-10,38.42892829972861
2024-04-11,45.21050388203366
2024-04-12,36.16840310562693
2024-04-13,1.5070167960677887
2024-04-14,1.5070167960677887
2024-04-15,49.73155427023703
2024-04-16,44.45699548399977
2024-04-17,44.45699548399977
2024-04-18,42.19647028989809
2024-04-19,30.893844319389668
2024-04-20,0.7535083980338944
2024-04-21,1.5070167960677887
2024-04-22,46.71752067810145
2024-04-23,41.442961891864186
2024-04-24,33.90787791152525
2024-04-25,36.92191150366082
2024-04-26,28.633319125287986
2024-04-27,1.5070167960677887
2024-04-28,0.7535083980338944
2024-04-29,42.94997868793198
2024-04-30,39.182436697762505
2024-05-01,35.414894707593035
2024-05-02,36.16840310562693
2024-05-03,28.633319125287986
2024-05-04,0.7535083980338944
2024-05-05,0.7535083980338944
2024-05-06,39.182436697762505
2024-05-07,33.15436951349135
2024-05-08,30.893844319389668
2024-05-09,27.879810727254092
2024-05-10,22.60525194101683
2024-05-11,0.7535083980338944
2024-05-12,0.7535083980338944
2024-05-13,30.140335921355774
2024-05-14,27.879810727254092
2024-05-15,26.3727939311863
2024-05-16,21.098235144949044
2024-05-17,18.084201552813465
2024-05-18,0.7535083980338944
2024-05-19,1.5070167960677887
2024-05-20,21.851743542982938
2024-05-21,20.344726746915146
2024-05-22,18.084201552813465
2024-05-23,14.316659562643993
2024-05-24,9.795609174440626
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.7535083980338944
2024-05-28,13.563151164610098
2024-05-29,12.809642766576204
2024-05-30,11.302625970508416
2024-05-31,8.288592378372838
2024-06-01,0.7535083980338944
2024-06-02,0.7535083980338944
2024-06-03,10.549117572474522
2024-06-04,9.795609174440626
2024-06-05,8.288592378372838
2024-06-06,7.5350839803389436
2024-06-07,4.521050388203366
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,6.028067184271155
2024-06-11,6.028067184271155
2024-06-12,5.274558786237261
2024-06-13,5.274558786237261
2024-06-14,2.260525194101683
2024-06-15,0.0
2024-06-16,0.7535083980338944
2024-06-17,3.7675419901694718
2024-06-18,3.7675419901694718
2024-06-19,1.5070167960677887
2024-06-20,2.260525194101683
2024-06-21,1.5070167960677887
2024-06-22,0.0
2024-06-23,0.7535083980338944
2024-06-24,3.0140335921355774
2024-06-25,2.260525194101683
2024-06-26,2.260525194101683
2024-06-27,2.260525194101683
2024-06-28,1.5070167960677887
2024-06-29,0.7535083980338944
2024-06-30,0.0
2024-07-01,1.5070167960677887
2024-07-02,2.260525194101683
2024-07-03,1.5070167960677887
2024-07-04,0.0
2024-07-05,0.7535083980338944
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,2.260525194101683
2024-07-09,2.260525194101683
2024-07-10,2.260525194101683
2024-07-11,3.0140335921355774
2024-07-12,1.5070167960677887
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,2.260525194101683
2024-07-16,2.260525194101683
2024-07-17,2.260525194101683
2024-07-18,2.260525194101683
2024-07-19,1.5070167960677887
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,2.260525194101683
2024-07-23,2.260525194101683
2024-07-24,3.7675419901694718
2024-07-25,3.7675419901694718
2024-07-26,2.260525194101683
2024-07-27,0.7535083980338944
2024-07-28,0.7535083980338944
2024-07-29,3.7675419901694718
2024-07-30,3.0140335921355774
2024-07-31,3.7675419901694718
2024-08-01,3.7675419901694718
2024-08-02,5.274558786237261
2024-08-03,0.7535083980338944
2024-08-04,0.7535083980338944
2024-08-05,9.042100776406732
2024-08-06,12.809642766576204
2024-08-07,15.070167960677887
2024-08-08,15.823676358711781
2024-08-09,13.563151164610098
2024-08-10,0.7535083980338944
2024-08-11,1.5070167960677887
2024-08-12,21.851743542982938
2024-08-13,24.11226873708462
2024-08-14,31.647352717423562
2024-08-15,36.92191150366082
2024-08-16,31.647352717423562
2024-08-17,1.5070167960677887
2024-08-18,1.5070167960677887
2024-08-19,50.48506266827092
2024-08-20,51.238571066304814
2024-08-21,53.499096260406496
2024-08-22,52.7455878623726
2024-08-23,43.703487085965875
2024-08-24,1.5070167960677887
2024-08-25,1.5070167960677887
2024-08-26,61.03418024074544
2024-08-27,63.294705434847124
2024-08-28,58.77365504664376
2024-08-29,61.03418024074544
2024-08-30,42.94997868793198
2024-08-31,1.5070167960677887
2024-09-01,1.5070167960677887
2024-09-02,2.260525194101683
2024-09-03,61.787688638779336
2024-09-04,64.04821383288102
2024-09-05,64.80172223091492
2024-09-06,49.73155427023703
2024-09-07,1.5070167960677887
2024-09-08,2.260525194101683
2024-09-09,75.35083980338943
2024-09-10,64.80172223091492
2024-09-11,66.3087390269827
2024-09-12,63.294705434847124
2024-09-13,45.96401228006756
2024-09-14,1.5070167960677887
2024-09-15,1.5070167960677887
2024-09-16,63.294705434847124
2024-09-17,62.54119703681323
2024-09-18,61.03418024074544
2024-09-19,58.02014664860987
2024-09-20,41.442961891864186
2024-09-21,2.260525194101683
2024-09-22,2.260525194101683
2024-09-23,58.02014664860987
2024-09-24,60.28067184271155
2024-09-25,55.759621454508185
2024-09-26,48.22453747416924
2024-09-27,30.893844319389668
2024-09-28,0.7535083980338944
2024-09-29,1.5070167960677887
2024-09-30,53.499096260406496
2024-10-01,52.7455878623726
2024-10-02,48.97804587220313
2024-10-03,42.19647028989809
2024-10-04,34.66138630955914
2024-10-05,0.7535083980338944
2024-10-06,0.7535083980338944
2024-10-07,46.71752067810145
2024-10-08,47.471029076135345
2024-10-09,41.442961891864186
2024-10-10,34.66138630955914
2024-10-11,24.11226873708462
2024-10-12,0.7535083980338944
2024-10-13,1.5070167960677887
2024-10-14,26.3727939311863
2024-10-15,48.97804587220313
2024-10-16,48.97804587220313
2024-10-17,48.97804587220313
2024-10-18,32.40086111545746
2024-10-19,0.7535083980338944
2024-10-20,2.260525194101683
2024-10-21,53.499096260406496
2024-10-22,55.00611305647429
2024-10-23,49.73155427023703
2024-10-24,48.97804587220313
2024-10-25,34.66138630955914
2024-10-26,1.5070167960677887
2024-10-27,1.5070167960677887
2024-10-28,51.99207946433871
2024-10-29,50.48506266827092
2024-10-30,46.71752067810145
2024-10-31,39.182436697762505
2024-11-01,30.893844319389668
2024-11-02,0.7535083980338944
2024-11-03,1.5070167960677887
2024-11-04,48.22453747416924
2024-11-05,25.619285533152407
2024-11-06,40.68945349383029
2024-11-07,46.71752067810145
2024-11-08,36.16840310562693
2024-11-09,1.5070167960677887
2024-11-10,0.7535083980338944
2024-11-11,33.90787791152525
2024-11-12,51.99207946433871
2024-11-13,51.238571066304814
2024-11-14,48.22453747416924
2024-11-15,39.182436697762505
2024-11-16,0.7535083980338944
2024-11-17,1.5070167960677887
2024-11-18,51.238571066304814
2024-11-19,51.238571066304814
2024-11-20,45.21050388203366
2024-11-21,41.442961891864186
