Time,twisters
2023-01-22,55.192307692307686
2023-01-23,60.57692307692307
2023-01-24,68.65384615384615
2023-01-25,67.3076923076923
2023-01-26,68.65384615384615
2023-01-27,72.69230769230768
2023-01-28,75.38461538461537
2023-01-29,65.96153846153845
2023-01-30,65.96153846153845
2023-01-31,64.61538461538461
2023-02-01,70.0
2023-02-02,68.65384615384615
2023-02-03,74.03846153846153
2023-02-04,68.65384615384615
2023-02-05,65.96153846153845
2023-02-06,68.65384615384615
2023-02-07,78.07692307692307
2023-02-08,76.73076923076923
2023-02-09,71.34615384615384
2023-02-10,90.19230769230768
2023-02-11,90.19230769230768
2023-02-12,83.46153846153845
2023-02-13,68.65384615384615
2023-02-14,65.96153846153845
2023-02-15,76.73076923076923
2023-02-16,74.03846153846153
2023-02-17,72.69230769230768
2023-02-18,78.07692307692307
2023-02-19,68.65384615384615
2023-02-20,68.65384615384615
2023-02-21,76.73076923076923
2023-02-22,90.19230769230768
2023-02-23,65.96153846153845
2023-02-24,74.03846153846153
2023-02-25,75.38461538461537
2023-02-26,79.42307692307692
2023-02-27,75.38461538461537
2023-02-28,72.69230769230768
2023-03-01,72.69230769230768
2023-03-02,78.07692307692307
2023-03-03,75.38461538461537
2023-03-04,65.96153846153845
2023-03-05,88.84615384615384
2023-03-06,72.69230769230768
2023-03-07,70.0
2023-03-08,87.49999999999999
2023-03-09,78.07692307692307
2023-03-10,72.69230769230768
2023-03-11,82.11538461538461
2023-03-12,86.15384615384615
2023-03-13,78.07692307692307
2023-03-14,70.0
2023-03-15,79.42307692307692
2023-03-16,82.11538461538461
2023-03-17,88.84615384615384
2023-03-18,92.88461538461537
2023-03-19,74.03846153846153
2023-03-20,92.88461538461537
2023-03-21,91.53846153846153
2023-03-22,78.07692307692307
2023-03-23,80.76923076923076
2023-03-24,83.46153846153845
2023-03-25,82.11538461538461
2023-03-26,86.15384615384615
2023-03-27,88.84615384615384
2023-03-28,80.76923076923076
2023-03-29,80.76923076923076
2023-03-30,87.49999999999999
2023-03-31,86.15384615384615
2023-04-01,94.23076923076923
2023-04-02,95.57692307692307
2023-04-03,86.15384615384615
2023-04-04,70.0
2023-04-05,87.49999999999999
2023-04-06,87.49999999999999
2023-04-07,88.84615384615384
2023-04-08,90.19230769230768
2023-04-09,70.0
2023-04-10,83.46153846153845
2023-04-11,83.46153846153845
2023-04-12,91.53846153846153
2023-04-13,80.76923076923076
2023-04-14,91.53846153846153
2023-04-15,87.49999999999999
2023-04-16,125.19230769230768
2023-04-17,133.26923076923075
2023-04-18,133.26923076923075
2023-04-19,134.6153846153846
2023-04-20,125.19230769230768
2023-04-21,117.1153846153846
2023-04-22,117.1153846153846
2023-04-23,100.96153846153845
2023-04-24,104.99999999999999
2023-04-25,114.42307692307692
2023-04-26,87.41282616062351
2023-04-27,88.75898000677736
2023-04-28,69.77761775669265
2023-04-29,88.08590308370043
2023-04-30,96.88097255167739
2023-05-01,81.98314130803118
2023-05-02,81.31006438495425
2023-05-03,100.9645035581159
2023-05-04,114.51618095560826
2023-05-05,89.43205692985427
2023-05-06,109.08649610301592
2023-05-07,90.1051338529312
2023-05-08,96.88097255167739
2023-05-09,96.88097255167739
2023-05-10,101.6375804811928
2023-05-11,110.43264994916976
2023-05-12,109.08649610301592
2023-05-13,108.41341917993898
2023-05-14,130.0870891223314
2023-05-15,103.65681125042357
2023-05-16,94.86174178244661
2023-05-17,89.43205692985427
2023-05-18,79.9639105388004
2023-05-19,94.86174178244661
2023-05-20,94.86174178244661
2023-05-21,74.53422568620806
2023-05-22,80.63698746187733
2023-05-23,89.43205692985427
2023-05-24,95.53481870552355
2023-05-25,88.75898000677736
2023-05-26,88.67180616740087
2023-05-27,109.1345306675703
2023-05-28,95.49271433412402
2023-05-29,68.20908166723144
2023-05-30,68.20908166723144
2023-05-31,68.20908166723144
2023-06-01,81.85089800067773
2023-06-02,81.85089800067773
2023-06-03,88.67180616740087
2023-06-04,95.49271433412402
2023-06-05,81.85089800067773
2023-06-06,68.20908166723144
2023-06-07,75.02998983395459
2023-06-08,81.85089800067773
2023-06-09,68.20908166723144
2023-06-10,75.02998983395459
2023-06-11,88.67180616740087
2023-06-12,68.20908166723144
2023-06-13,75.02998983395459
2023-06-14,75.02998983395459
2023-06-15,68.20908166723144
2023-06-16,95.49271433412402
2023-06-17,115.95543883429345
2023-06-18,129.59725516773975
2023-06-19,115.95543883429345
2023-06-20,102.31362250084716
2023-06-21,75.02998983395459
2023-06-22,102.31362250084716
2023-06-23,68.20908166723144
2023-06-24,81.85089800067773
2023-06-25,95.49271433412402
2023-06-26,81.85089800067773
2023-06-27,75.02998983395459
2023-06-28,75.02998983395459
2023-06-29,75.02998983395459
2023-06-30,81.85089800067773
2023-07-01,68.20908166723144
2023-07-02,68.20908166723144
2023-07-03,68.20908166723144
2023-07-04,75.02998983395459
2023-07-05,75.02998983395459
2023-07-06,61.388173500508294
2023-07-07,81.85089800067773
2023-07-08,88.67180616740087
2023-07-09,88.67180616740087
2023-07-10,81.85089800067773
2023-07-11,68.20908166723144
2023-07-12,68.20908166723144
2023-07-13,68.20908166723144
2023-07-14,68.20908166723144
2023-07-15,81.85089800067773
2023-07-16,109.1345306675703
2023-07-17,88.67180616740087
2023-07-18,75.02998983395459
2023-07-19,68.20908166723144
2023-07-20,68.20908166723144
2023-07-21,61.388173500508294
2023-07-22,68.20908166723144
2023-07-23,68.20908166723144
2023-07-24,75.02998983395459
2023-07-25,81.85089800067773
2023-07-26,68.20908166723144
2023-07-27,68.20908166723144
2023-07-28,81.85089800067773
2023-07-29,68.20908166723144
2023-07-30,68.20908166723144
2023-07-31,68.20908166723144
2023-08-01,68.20908166723144
2023-08-02,68.20908166723144
2023-08-03,68.20908166723144
2023-08-04,61.388173500508294
2023-08-05,75.02998983395459
2023-08-06,109.1345306675703
2023-08-07,75.02998983395459
2023-08-08,75.02998983395459
2023-08-09,68.20908166723144
2023-08-10,75.02998983395459
2023-08-11,68.20908166723144
2023-08-12,81.85089800067773
2023-08-13,81.85089800067773
2023-08-14,68.20908166723144
2023-08-15,75.02998983395459
2023-08-16,88.67180616740087
2023-08-17,102.31362250084716
2023-08-18,75.02998983395459
2023-08-19,81.85089800067773
2023-08-20,95.49271433412402
2023-08-21,61.388173500508294
2023-08-22,68.20908166723144
2023-08-23,61.388173500508294
2023-08-24,61.388173500508294
2023-08-25,75.02998983395459
2023-08-26,75.02998983395459
2023-08-27,109.1345306675703
2023-08-28,163.70179600135546
2023-08-29,136.4181633344629
2023-08-30,136.4181633344629
2023-08-31,95.49271433412402
2023-09-01,81.85089800067773
2023-09-02,61.388173500508294
2023-09-03,102.31362250084716
2023-09-04,75.02998983395459
2023-09-05,75.02998983395459
2023-09-06,75.02998983395459
2023-09-07,81.85089800067773
2023-09-08,75.02998983395459
2023-09-09,88.67180616740087
2023-09-10,75.02998983395459
2023-09-11,75.02998983395459
2023-09-12,81.85089800067773
2023-09-13,75.02998983395459
2023-09-14,75.02998983395459
2023-09-15,47.74635716706201
2023-09-16,68.20908166723144
2023-09-17,68.20908166723144
2023-09-18,68.20908166723144
2023-09-19,61.388173500508294
2023-09-20,68.20908166723144
2023-09-21,75.02998983395459
2023-09-22,81.85089800067773
2023-09-23,68.20908166723144
2023-09-24,61.388173500508294
2023-09-25,75.02998983395459
2023-09-26,68.20908166723144
2023-09-27,75.02998983395459
2023-09-28,75.02998983395459
2023-09-29,68.20908166723144
2023-09-30,81.85089800067773
2023-10-01,68.20908166723144
2023-10-02,81.85089800067773
2023-10-03,68.20908166723144
2023-10-04,88.67180616740087
2023-10-05,81.85089800067773
2023-10-06,88.67180616740087
2023-10-07,75.02998983395459
2023-10-08,88.67180616740087
2023-10-09,75.02998983395459
2023-10-10,95.49271433412402
2023-10-11,81.85089800067773
2023-10-12,68.20908166723144
2023-10-13,81.85089800067773
2023-10-14,81.85089800067773
2023-10-15,81.85089800067773
2023-10-16,68.20908166723144
2023-10-17,75.02998983395459
2023-10-18,75.02998983395459
2023-10-19,81.85089800067773
2023-10-20,68.20908166723144
2023-10-21,81.85089800067773
2023-10-22,81.85089800067773
2023-10-23,75.02998983395459
2023-10-24,81.85089800067773
2023-10-25,75.02998983395459
2023-10-26,75.02998983395459
2023-10-27,61.388173500508294
2023-10-28,68.20908166723144
2023-10-29,61.388173500508294
2023-10-30,75.02998983395459
2023-10-31,61.388173500508294
2023-11-01,68.20908166723144
2023-11-02,75.02998983395459
2023-11-03,61.388173500508294
2023-11-04,47.74635716706201
2023-11-05,68.20908166723144
2023-11-06,75.02998983395459
2023-11-07,81.85089800067773
2023-11-08,88.67180616740087
2023-11-09,75.02998983395459
2023-11-10,68.20908166723144
2023-11-11,75.02998983395459
2023-11-12,68.20908166723144
2023-11-13,68.20908166723144
2023-11-14,61.388173500508294
2023-11-15,81.85089800067773
2023-11-16,68.20908166723144
2023-11-17,75.02998983395459
2023-11-18,75.02998983395459
2023-11-19,68.20908166723144
2023-11-20,75.02998983395459
2023-11-21,61.388173500508294
2023-11-22,61.388173500508294
2023-11-23,81.85089800067773
2023-11-24,68.20908166723144
2023-11-25,61.388173500508294
2023-11-26,61.388173500508294
2023-11-27,47.74635716706201
2023-11-28,81.85089800067773
2023-11-29,75.02998983395459
2023-11-30,81.85089800067773
2023-12-01,68.20908166723144
2023-12-02,75.02998983395459
2023-12-03,61.388173500508294
2023-12-04,81.85089800067773
2023-12-05,88.67180616740087
2023-12-06,109.1345306675703
2023-12-07,115.95543883429345
2023-12-08,129.59725516773975
2023-12-09,88.67180616740087
2023-12-10,88.67180616740087
2023-12-11,68.20908166723144
2023-12-12,68.20908166723144
2023-12-13,75.02998983395459
2023-12-14,75.02998983395459
2023-12-15,75.02998983395459
2023-12-16,75.02998983395459
2023-12-17,75.02998983395459
2023-12-18,61.388173500508294
2023-12-19,68.20908166723144
2023-12-20,75.02998983395459
2023-12-21,68.20908166723144
2023-12-22,30.694086750254147
2023-12-23,75.02998983395459
2023-12-24,30.694086750254147
2023-12-25,23.873178583531004
2023-12-26,75.02998983395459
2023-12-27,30.694086750254147
2023-12-28,81.85089800067773
2023-12-29,78.44044391731616
2023-12-30,88.67180616740087
2023-12-31,85.2613520840393
2024-01-01,78.44044391731616
2024-01-02,92.08226025076245
2024-01-03,81.85089800067773
2024-01-04,81.85089800067773
2024-01-05,81.85089800067773
2024-01-06,85.2613520840393
2024-01-07,71.61953575059302
2024-01-08,78.44044391731616
2024-01-09,75.02998983395459
2024-01-10,81.85089800067773
2024-01-11,85.2613520840393
2024-01-12,81.85089800067773
2024-01-13,85.2613520840393
2024-01-14,81.85089800067773
2024-01-15,78.44044391731616
2024-01-16,78.44044391731616
2024-01-17,85.2613520840393
2024-01-18,81.85089800067773
2024-01-19,545.6726533378516
2024-01-20,184.1645205015249
2024-01-21,81.85089800067773
2024-01-22,81.85089800067773
2024-01-23,81.85089800067773
2024-01-24,81.85089800067773
2024-01-25,81.85089800067773
2024-01-26,81.85089800067773
2024-01-27,81.85089800067773
2024-01-28,81.85089800067773
2024-01-29,81.85089800067773
2024-01-30,81.85089800067773
2024-01-31,81.85089800067773
2024-02-01,81.85089800067773
2024-02-02,81.85089800067773
2024-02-03,81.85089800067773
2024-02-04,81.85089800067773
2024-02-05,81.85089800067773
2024-02-06,81.85089800067773
2024-02-07,81.85089800067773
2024-02-08,81.85089800067773
2024-02-09,81.85089800067773
2024-02-10,81.85089800067773
2024-02-11,163.70179600135546
2024-02-12,1882.5706540155877
2024-02-13,409.25449000338864
2024-02-14,327.4035920027109
2024-02-15,163.70179600135546
2024-02-16,163.70179600135546
2024-02-17,163.70179600135546
2024-02-18,163.70179600135546
2024-02-19,81.85089800067773
2024-02-20,81.85089800067773
2024-02-21,81.85089800067773
2024-02-22,81.85089800067773
2024-02-23,81.85089800067773
2024-02-24,81.85089800067773
2024-02-25,81.85089800067773
2024-02-26,81.85089800067773
2024-02-27,81.85089800067773
2024-02-28,81.85089800067773
2024-02-29,81.85089800067773
2024-03-01,81.85089800067773
2024-03-02,81.85089800067773
2024-03-03,81.85089800067773
2024-03-04,81.85089800067773
2024-03-05,81.85089800067773
2024-03-06,81.85089800067773
2024-03-07,81.85089800067773
2024-03-08,81.85089800067773
2024-03-09,81.85089800067773
2024-03-10,81.85089800067773
2024-03-11,81.85089800067773
2024-03-12,81.85089800067773
2024-03-13,81.85089800067773
2024-03-14,81.85089800067773
2024-03-15,81.85089800067773
2024-03-16,81.85089800067773
2024-03-17,81.85089800067773
2024-03-18,81.85089800067773
2024-03-19,81.85089800067773
2024-03-20,81.85089800067773
2024-03-21,81.85089800067773
2024-03-22,81.85089800067773
2024-03-23,81.85089800067773
2024-03-24,81.85089800067773
2024-03-25,81.85089800067773
2024-03-26,81.85089800067773
2024-03-27,81.85089800067773
2024-03-28,81.85089800067773
2024-03-29,81.85089800067773
2024-03-30,81.85089800067773
2024-03-31,81.85089800067773
2024-04-01,81.85089800067773
2024-04-02,81.85089800067773
2024-04-03,81.85089800067773
2024-04-04,81.85089800067773
2024-04-05,81.85089800067773
2024-04-06,81.85089800067773
2024-04-07,81.85089800067773
2024-04-08,81.85089800067773
2024-04-09,81.85089800067773
2024-04-10,81.85089800067773
2024-04-11,81.85089800067773
2024-04-12,81.85089800067773
2024-04-13,81.85089800067773
2024-04-14,81.85089800067773
2024-04-15,81.85089800067773
2024-04-16,81.85089800067773
2024-04-17,81.85089800067773
2024-04-18,81.85089800067773
2024-04-19,81.85089800067773
2024-04-20,81.85089800067773
2024-04-21,81.85089800067773
2024-04-22,81.85089800067773
2024-04-23,81.85089800067773
2024-04-24,81.85089800067773
2024-04-25,81.85089800067773
2024-04-26,81.85089800067773
2024-04-27,81.85089800067773
2024-04-28,163.70179600135546
2024-04-29,81.85089800067773
2024-04-30,81.85089800067773
2024-05-01,81.85089800067773
2024-05-02,81.85089800067773
2024-05-03,81.85089800067773
2024-05-04,81.85089800067773
2024-05-05,163.70179600135546
2024-05-06,81.85089800067773
2024-05-07,81.85089800067773
2024-05-08,245.5526940020332
2024-05-09,654.8071840054218
2024-05-10,327.4035920027109
2024-05-11,327.4035920027109
2024-05-12,491.1053880040664
2024-05-13,245.5526940020332
2024-05-14,163.70179600135546
2024-05-15,245.5526940020332
2024-05-16,327.4035920027109
2024-05-17,245.5526940020332
2024-05-18,245.5526940020332
2024-05-19,327.4035920027109
2024-05-20,245.5526940020332
2024-05-21,163.70179600135546
2024-05-22,245.5526940020332
2024-05-23,245.5526940020332
2024-05-24,245.5526940020332
2024-05-25,245.5526940020332
2024-05-26,245.5526940020332
2024-05-27,327.4035920027109
2024-05-28,163.70179600135546
2024-05-29,163.70179600135546
2024-05-30,163.70179600135546
2024-05-31,245.5526940020332
2024-06-01,245.5526940020332
2024-06-02,245.5526940020332
2024-06-03,163.70179600135546
2024-06-04,163.70179600135546
2024-06-05,163.70179600135546
2024-06-06,245.5526940020332
2024-06-07,409.25449000338864
2024-06-08,327.4035920027109
2024-06-09,327.4035920027109
2024-06-10,327.4035920027109
2024-06-11,245.5526940020332
2024-06-12,163.70179600135546
2024-06-13,245.5526940020332
2024-06-14,245.5526940020332
2024-06-15,327.4035920027109
2024-06-16,327.4035920027109
2024-06-17,245.5526940020332
2024-06-18,245.5526940020332
2024-06-19,245.5526940020332
2024-06-20,245.5526940020332
2024-06-21,327.4035920027109
2024-06-22,327.4035920027109
2024-06-23,409.25449000338864
2024-06-24,409.25449000338864
2024-06-25,409.25449000338864
2024-06-26,327.4035920027109
2024-06-27,409.25449000338864
2024-06-28,409.25449000338864
2024-06-29,491.1053880040664
2024-06-30,572.9562860047441
2024-07-01,409.25449000338864
2024-07-02,409.25449000338864
2024-07-03,491.1053880040664
2024-07-04,654.8071840054218
2024-07-05,572.9562860047441
2024-07-06,654.8071840054218
2024-07-07,736.6580820060996
2024-07-08,572.9562860047441
2024-07-09,736.6580820060996
2024-07-10,818.5089800067773
2024-07-11,900.359878007455
2024-07-12,982.2107760081328
2024-07-13,1309.6143680108437
2024-07-14,1391.4652660115214
2024-07-15,1227.763470010166
2024-07-16,1555.1670620128768
2024-07-17,2128.123348017621
2024-07-18,3192.1850220264314
2024-07-19,5074.755676042019
2024-07-20,7693.984412063706
2024-07-21,8185.0898000677735
2024-07-22,5647.711962046764
2024-07-23,4747.3520840393085
2024-07-24,4419.948492036598
2024-07-25,3765.1413080311754
2024-07-26,3765.1413080311754
2024-07-27,4992.904778041341
2024-07-28,4747.3520840393085
2024-07-29,2946.6323280243982
2024-07-30,2455.526940020332
2024-07-31,2128.123348017621
2024-08-01,2046.2724500169434
2024-08-02,2209.974246018299
2024-08-03,3274.035920027109
2024-08-04,3192.1850220264314
2024-08-05,1718.8688580142323
2024-08-06,1473.3161640121991
2024-08-07,1227.763470010166
2024-08-08,1227.763470010166
2024-08-09,1473.3161640121991
2024-08-10,2291.8251440189765
2024-08-11,2619.2287360216874
2024-08-12,1637.0179600135546
2024-08-13,1964.4215520162657
2024-08-14,1964.4215520162657
2024-08-15,1718.8688580142323
2024-08-16,2046.2724500169434
2024-08-17,3519.5886140291423
2024-08-18,3884.352461652852
2024-08-19,1821.96236656681
2024-08-20,1241.3557697688993
2024-08-21,1081.0706174227444
2024-08-22,920.7854650765896
2024-08-23,1161.2131935958218
2024-08-24,1962.6389553265958
2024-08-25,2242.283811018566
2024-08-26,1141.6046300094526
2024-08-27,840.6428889035124
2024-08-28,740.8917491440657
2024-08-29,740.8917491440657
2024-08-30,901.1769014902204
2024-08-31,1321.4983459419766
2024-09-01,1561.9260744612088
2024-09-02,1581.534638047578
2024-09-03,801.4257617307737
2024-09-04,560.9980332115417
2024-09-05,480.8554570384643
2024-09-06,560.9980332115417
2024-09-07,981.3194776632979
2024-09-08,961.7109140769286
2024-09-09,480.8554570384643
2024-09-10,400.71288086538686
2024-09-11,340.1788682786788
2024-09-12,400.71288086538686
2024-09-13,480.8554570384643
2024-09-14,801.4257617307737
2024-09-15,740.8917491440657
2024-09-16,400.71288086538686
2024-09-17,352.95414455464663
2024-09-18,352.95414455464663
2024-09-19,313.7370173819081
2024-09-20,392.17127172738515
2024-09-21,666.6911619365547
2024-09-22,627.4740347638162
2024-09-23,352.95414455464663
2024-09-24,274.5198902091696
