Time,huntington_bank
2023-01-04,26.974999999999998
2023-01-05,25.349999999999998
2023-01-06,26.974999999999998
2023-01-07,22.099999999999998
2023-01-08,14.949999999999998
2023-01-09,24.374999999999996
2023-01-10,23.074999999999996
2023-01-11,25.349999999999998
2023-01-12,24.699999999999996
2023-01-13,25.999999999999996
2023-01-14,21.124999999999996
2023-01-15,13.974999999999998
2023-01-16,20.474999999999998
2023-01-17,27.299999999999997
2023-01-18,26.649999999999995
2023-01-19,24.699999999999996
2023-01-20,26.649999999999995
2023-01-21,21.124999999999996
2023-01-22,13.974999999999998
2023-01-23,23.074999999999996
2023-01-24,25.674999999999997
2023-01-25,22.099999999999998
2023-01-26,23.724999999999998
2023-01-27,25.674999999999997
2023-01-28,22.749999999999996
2023-01-29,13.974999999999998
2023-01-30,25.024999999999995
2023-01-31,26.649999999999995
2023-02-01,31.199999999999996
2023-02-02,28.924999999999997
2023-02-03,27.299999999999997
2023-02-04,23.4
2023-02-05,17.874999999999996
2023-02-06,24.374999999999996
2023-02-07,25.349999999999998
2023-02-08,24.699999999999996
2023-02-09,24.049999999999997
2023-02-10,26.324999999999996
2023-02-11,23.074999999999996
2023-02-12,14.949999999999998
2023-02-13,25.024999999999995
2023-02-14,24.049999999999997
2023-02-15,25.674999999999997
2023-02-16,25.674999999999997
2023-02-17,26.649999999999995
2023-02-18,23.074999999999996
2023-02-19,17.874999999999996
2023-02-20,24.374999999999996
2023-02-21,25.349999999999998
2023-02-22,25.674999999999997
2023-02-23,23.724999999999998
2023-02-24,27.624999999999996
2023-02-25,23.074999999999996
2023-02-26,14.949999999999998
2023-02-27,25.999999999999996
2023-02-28,25.674999999999997
2023-03-01,29.249999999999996
2023-03-02,25.999999999999996
2023-03-03,25.999999999999996
2023-03-04,22.424999999999997
2023-03-05,17.874999999999996
2023-03-06,24.699999999999996
2023-03-07,23.724999999999998
2023-03-08,24.049999999999997
2023-03-09,23.724999999999998
2023-03-10,25.674999999999997
2023-03-11,22.749999999999996
2023-03-12,15.274999999999999
2023-03-13,32.49999999999999
2023-03-14,30.549999999999997
2023-03-15,30.549999999999997
2023-03-16,29.574999999999996
2023-03-17,28.274999999999995
2023-03-18,24.699999999999996
2023-03-19,15.274999999999999
2023-03-20,26.324999999999996
2023-03-21,25.674999999999997
2023-03-22,25.024999999999995
2023-03-23,24.699999999999996
2023-03-24,25.999999999999996
2023-03-25,21.775
2023-03-26,15.599999999999998
2023-03-27,24.049999999999997
2023-03-28,24.699999999999996
2023-03-29,25.024999999999995
2023-03-30,25.349999999999998
2023-03-31,28.274999999999995
2023-04-01,25.674999999999997
2023-04-02,17.549999999999997
2023-04-03,28.924999999999997
2023-04-04,25.674999999999997
2023-04-05,25.349999999999998
2023-04-06,27.624999999999996
2023-04-07,30.874999999999996
2023-04-08,22.099999999999998
2023-04-09,12.674999999999999
2023-04-10,28.274999999999995
2023-04-11,24.049999999999997
2023-04-12,26.324999999999996
2023-04-13,25.349999999999998
2023-04-14,27.299999999999997
2023-04-15,23.724999999999998
2023-04-16,17.874999999999996
2023-04-17,28.924999999999997
2023-04-18,26.324999999999996
2023-04-19,25.024999999999995
2023-04-20,24.699999999999996
2023-04-21,25.999999999999996
2023-04-22,22.424999999999997
2023-04-23,13.324999999999998
2023-04-24,24.374999999999996
2023-04-25,24.699999999999996
2023-04-26,24.384077857645124
2023-04-27,23.415133994843345
2023-04-28,26.321965583248687
2023-04-29,22.608690132041563
2023-04-30,14.211176654426124
2023-05-01,31.166684897257593
2023-05-02,27.776390733651063
2023-05-03,25.998984295648093
2023-05-04,26.64494687084928
2023-05-05,26.161484295648094
2023-05-06,20.508302406438
2023-05-07,13.242232791624343
2023-05-08,25.030040432846313
2023-05-09,24.061096570044533
2023-05-10,24.384077857645124
2023-05-11,24.061096570044533
2023-05-12,25.192540432846315
2023-05-13,20.670802406438
2023-05-14,13.079732791624345
2023-05-15,26.967928158449876
2023-05-16,27.29090944605047
2023-05-17,24.384077857645124
2023-05-18,24.384077857645124
2023-05-19,25.8385030080475
2023-05-20,22.28570884444097
2023-05-21,12.596270216423157
2023-05-22,24.061096570044533
2023-05-23,24.061096570044533
2023-05-24,23.09215270724275
2023-05-25,25.676003008047502
2023-05-26,25.035080865692628
2023-05-27,20.220642237674816
2023-05-28,12.838503008047502
2023-05-29,14.443315884053439
2023-05-30,28.56566919290569
2023-05-31,29.849519493710442
2023-06-01,30.170482068911628
2023-06-02,32.096257520118755
2023-06-03,22.788342839284315
2023-06-04,14.443315884053439
2023-06-05,25.356043440893817
2023-06-06,26.639893741698565
2023-06-07,25.677006016095003
2023-06-08,25.99796859129619
2023-06-09,25.677006016095003
2023-06-10,21.825455113680754
2023-06-11,14.12235330885225
2023-06-12,27.60278146730213
2023-06-13,26.960856316899754
2023-06-14,25.677006016095003
2023-06-15,25.99796859129619
2023-06-16,28.2447066177045
2023-06-17,21.504492538479564
2023-06-18,13.15946558324869
2023-06-19,25.99796859129619
2023-06-20,27.28181889210094
2023-06-21,26.960856316899754
2023-06-22,25.99796859129619
2023-06-23,28.2447066177045
2023-06-24,21.183529963278378
2023-06-25,12.196577857645126
2023-06-26,25.356043440893817
2023-06-27,25.99796859129619
2023-06-28,27.60278146730213
2023-06-29,27.28181889210094
2023-06-30,29.207594343308067
2023-07-01,24.393155715290252
2023-07-02,14.12235330885225
2023-07-03,30.170482068911628
2023-07-04,15.085241034455814
2023-07-05,30.170482068911628
2023-07-06,27.28181889210094
2023-07-07,29.207594343308067
2023-07-08,23.109305414485505
2023-07-09,14.12235330885225
2023-07-10,27.923744042503316
2023-07-11,26.31893116649738
2023-07-12,29.207594343308067
2023-07-13,26.960856316899754
2023-07-14,27.28181889210094
2023-07-15,21.504492538479564
2023-07-16,14.764278459254626
2023-07-17,27.60278146730213
2023-07-18,25.356043440893817
2023-07-19,25.99796859129619
2023-07-20,31.775294944917565
2023-07-21,29.207594343308067
2023-07-22,21.183529963278378
2023-07-23,13.15946558324869
2023-07-24,25.99796859129619
2023-07-25,27.28181889210094
2023-07-26,24.71411829049144
2023-07-27,23.43026798968669
2023-07-28,28.56566919290569
2023-07-29,21.504492538479564
2023-07-30,13.15946558324869
2023-07-31,26.960856316899754
2023-08-01,28.886631768106877
2023-08-02,26.639893741698565
2023-08-03,27.60278146730213
2023-08-04,26.31893116649738
2023-08-05,19.899679662473627
2023-08-06,13.801390733651065
2023-08-07,25.356043440893817
2023-08-08,25.356043440893817
2023-08-09,25.035080865692628
2023-08-10,25.035080865692628
2023-08-11,26.960856316899754
2023-08-12,20.86256738807719
2023-08-13,14.12235330885225
2023-08-14,25.99796859129619
2023-08-15,26.639893741698565
2023-08-16,26.31893116649738
2023-08-17,25.677006016095003
2023-08-18,24.71411829049144
2023-08-19,19.899679662473627
2023-08-20,13.480428158449877
2023-08-21,24.393155715290252
2023-08-22,25.99796859129619
2023-08-23,25.99796859129619
2023-08-24,24.71411829049144
2023-08-25,24.393155715290252
2023-08-26,19.57871708727244
2023-08-27,13.15946558324869
2023-08-28,23.751230564887877
2023-08-29,23.109305414485505
2023-08-30,25.99796859129619
2023-08-31,29.528556918509253
2023-09-01,31.45433236971638
2023-09-02,21.504492538479564
2023-09-03,12.838503008047502
2023-09-04,14.12235330885225
2023-09-05,26.960856316899754
2023-09-06,26.31893116649738
2023-09-07,24.71411829049144
2023-09-08,24.072193140089066
2023-09-09,20.86256738807719
2023-09-10,13.480428158449877
2023-09-11,23.43026798968669
2023-09-12,24.71411829049144
2023-09-13,24.71411829049144
2023-09-14,23.109305414485505
2023-09-15,25.356043440893817
2023-09-16,21.183529963278378
2023-09-17,13.15946558324869
2023-09-18,23.109305414485505
2023-09-19,21.825455113680754
2023-09-20,21.504492538479564
2023-09-21,24.71411829049144
2023-09-22,25.035080865692628
2023-09-23,17.01101648566294
2023-09-24,13.15946558324869
2023-09-25,23.109305414485505
2023-09-26,21.504492538479564
2023-09-27,21.825455113680754
2023-09-28,25.356043440893817
2023-09-29,26.639893741698565
2023-09-30,24.072193140089066
2023-10-01,14.12235330885225
2023-10-02,25.677006016095003
2023-10-03,23.43026798968669
2023-10-04,23.751230564887877
2023-10-05,23.43026798968669
2023-10-06,25.356043440893817
2023-10-07,21.183529963278378
2023-10-08,13.801390733651065
2023-10-09,24.072193140089066
2023-10-10,23.43026798968669
2023-10-11,25.677006016095003
2023-10-12,23.109305414485505
2023-10-13,23.751230564887877
2023-10-14,19.57871708727244
2023-10-15,13.15946558324869
2023-10-16,22.14641768888194
2023-10-17,22.788342839284315
2023-10-18,21.825455113680754
2023-10-19,22.46738026408313
2023-10-20,24.393155715290252
2023-10-21,18.936791936870065
2023-10-22,12.517540432846314
2023-10-23,20.86256738807719
2023-10-24,22.46738026408313
2023-10-25,21.504492538479564
2023-10-26,20.86256738807719
2023-10-27,25.677006016095003
2023-10-28,19.57871708727244
2023-10-29,12.517540432846314
2023-10-30,24.072193140089066
2023-10-31,22.788342839284315
2023-11-01,27.28181889210094
2023-11-02,23.109305414485505
2023-11-03,28.2447066177045
2023-11-04,22.14641768888194
2023-11-05,13.15946558324869
2023-11-06,23.751230564887877
2023-11-07,23.751230564887877
2023-11-08,21.183529963278378
2023-11-09,22.788342839284315
2023-11-10,27.28181889210094
2023-11-11,18.936791936870065
2023-11-12,12.517540432846314
2023-11-13,20.86256738807719
2023-11-14,21.183529963278378
2023-11-15,22.788342839284315
2023-11-16,21.825455113680754
2023-11-17,23.109305414485505
2023-11-18,19.899679662473627
2023-11-19,11.554652707242752
2023-11-20,21.504492538479564
2023-11-21,21.825455113680754
2023-11-22,23.751230564887877
2023-11-23,11.875615282443938
2023-11-24,22.14641768888194
2023-11-25,17.9739042112665
2023-11-26,12.838503008047502
2023-11-27,20.86256738807719
2023-11-28,22.14641768888194
2023-11-29,24.072193140089066
2023-11-30,23.109305414485505
2023-12-01,26.639893741698565
2023-12-02,21.504492538479564
2023-12-03,12.838503008047502
2023-12-04,23.109305414485505
2023-12-05,23.751230564887877
2023-12-06,21.504492538479564
2023-12-07,23.109305414485505
2023-12-08,21.825455113680754
2023-12-09,19.25775451207125
2023-12-10,12.838503008047502
2023-12-11,20.220642237674816
2023-12-12,21.504492538479564
2023-12-13,21.183529963278378
2023-12-14,20.541604812876002
2023-12-15,23.109305414485505
2023-12-16,20.86256738807719
2023-12-17,11.875615282443938
2023-12-18,22.788342839284315
2023-12-19,21.504492538479564
2023-12-20,21.504492538479564
2023-12-21,23.751230564887877
2023-12-22,26.30561454878096
2023-12-23,22.14365007857341
2023-12-24,12.485893410622653
2023-12-25,8.323928940415103
2023-12-26,24.811305533644713
2023-12-27,24.07520141216356
2023-12-28,25.409029139699214
2023-12-29,27.63944227631661
2023-12-30,20.94820286646441
2023-12-31,12.187031607595404
2024-01-01,15.015168350267302
2024-01-02,26.006752745753708
2024-01-03,26.742856867234863
2024-01-04,26.30561454878096
2024-01-05,25.569510427299804
2024-01-06,19.913236941956008
2024-01-07,12.187031607595404
2024-01-08,22.44251188160066
2024-01-09,21.24706466949166
2024-01-10,21.844788275546158
2024-01-11,23.776339609136308
2024-01-12,21.545926472518907
2024-01-13,16.946719683857452
2024-01-14,11.589308001540907
2024-01-15,20.510960548010505
2024-01-16,22.44251188160066
2024-01-17,24.37406321519081
2024-01-18,21.24706466949166
2024-01-19,20.94820286646441
2024-01-20,19.315513335901507
2024-01-21,12.454246388398992
2024-01-22,21.03383834485163
2024-01-23,21.864121437411566
2024-01-24,21.310599375704943
2024-01-25,21.587360406558254
2024-01-26,21.587360406558254
2024-01-27,17.159183912905277
2024-01-28,11.070441234132439
2024-01-29,21.03383834485163
2024-01-30,22.417643499118185
2024-01-31,23.52468762253143
2024-02-01,24.908492776797985
2024-02-02,24.631731745944673
2024-02-03,20.75707731399832
2024-02-04,12.454246388398992
2024-02-05,22.971165560824808
2024-02-06,19.92679422143839
2024-02-07,21.03383834485163
2024-02-08,19.92679422143839
2024-02-09,22.140882468264877
2024-02-10,17.98946700546521
2024-02-11,11.62396329583906
2024-02-12,20.2035552522917
2024-02-13,21.864121437411566
2024-02-14,21.03383834485163
2024-02-15,22.417643499118185
2024-02-16,24.631731745944673
2024-02-17,17.7127059746119
2024-02-18,13.561290511812237
2024-02-19,20.480316283145008
2024-02-20,22.417643499118185
2024-02-21,24.07820968423805
2024-02-22,22.971165560824808
2024-02-23,23.24792659167812
2024-02-24,20.75707731399832
2024-02-25,12.731007419252304
2024-02-26,21.864121437411566
2024-02-27,20.75707731399832
2024-02-28,21.310599375704943
2024-02-29,24.354970715091362
2024-03-01,23.52468762253143
2024-03-02,21.587360406558254
2024-03-03,12.177485357545681
2024-03-04,22.694404529971496
2024-03-05,21.03383834485163
2024-03-06,20.480316283145008
2024-03-07,21.03383834485163
2024-03-08,22.417643499118185
2024-03-09,19.096511128878454
2024-03-10,11.347202264985748
2024-03-11,22.694404529971496
2024-03-12,21.310599375704943
2024-03-13,20.75707731399832
2024-03-14,21.310599375704943
2024-03-15,21.587360406558254
2024-03-16,17.43594494375859
2024-03-17,12.731007419252304
2024-03-18,21.587360406558254
2024-03-19,19.373272159731766
2024-03-20,19.92679422143839
2024-03-21,20.480316283145008
2024-03-22,20.75707731399832
2024-03-23,16.882422882051966
2024-03-24,11.900724326692371
2024-03-25,21.03383834485163
2024-03-26,18.819750098025143
2024-03-27,21.864121437411566
2024-03-28,25.462014838504608
2024-03-29,25.185253807651296
2024-03-30,17.159183912905277
2024-03-31,10.793680203279127
2024-04-01,26.56905896191785
2024-04-02,21.310599375704943
2024-04-03,21.587360406558254
2024-04-04,20.75707731399832
2024-04-05,22.971165560824808
2024-04-06,17.7127059746119
2024-04-07,11.347202264985748
2024-04-08,17.43594494375859
2024-04-09,23.24792659167812
2024-04-10,22.417643499118185
2024-04-11,21.864121437411566
2024-04-12,22.694404529971496
2024-04-13,20.480316283145008
2024-04-14,12.731007419252304
2024-04-15,22.971165560824808
2024-04-16,20.2035552522917
2024-04-17,19.92679422143839
2024-04-18,17.98946700546521
2024-04-19,20.480316283145008
2024-04-20,16.328900820345346
2024-04-21,11.900724326692371
2024-04-22,21.310599375704943
2024-04-23,19.92679422143839
2024-04-24,20.75707731399832
2024-04-25,19.096511128878454
2024-04-26,19.92679422143839
2024-04-27,16.328900820345346
2024-04-28,11.070441234132439
2024-04-29,21.03383834485163
2024-04-30,21.864121437411566
2024-05-01,22.694404529971496
2024-05-02,19.92679422143839
2024-05-03,21.310599375704943
2024-05-04,17.43594494375859
2024-05-05,10.793680203279127
2024-05-06,20.75707731399832
2024-05-07,19.373272159731766
2024-05-08,20.2035552522917
2024-05-09,18.266228036318523
2024-05-10,21.03383834485163
2024-05-11,17.7127059746119
2024-05-12,9.686636079865883
2024-05-13,19.92679422143839
2024-05-14,20.480316283145008
2024-05-15,19.92679422143839
2024-05-16,20.2035552522917
2024-05-17,21.03383834485163
2024-05-18,16.605661851198658
2024-05-19,10.516919172425816
2024-05-20,19.92679422143839
2024-05-21,19.650033190585077
2024-05-22,19.650033190585077
2024-05-23,20.75707731399832
2024-05-24,22.971165560824808
2024-05-25,16.882422882051966
2024-05-26,14.668334635225479
2024-05-27,11.900724326692371
2024-05-28,22.417643499118185
2024-05-29,24.07820968423805
2024-05-30,22.971165560824808
2024-05-31,23.52468762253143
2024-06-01,21.310599375704943
2024-06-02,14.114812573518858
2024-06-03,22.694404529971496
2024-06-04,21.587360406558254
2024-06-05,21.864121437411566
2024-06-06,20.480316283145008
2024-06-07,21.864121437411566
2024-06-08,17.7127059746119
2024-06-09,11.070441234132439
2024-06-10,21.587360406558254
2024-06-11,21.587360406558254
2024-06-12,21.587360406558254
2024-06-13,21.864121437411566
2024-06-14,21.864121437411566
2024-06-15,16.605661851198658
2024-06-16,10.793680203279127
2024-06-17,21.864121437411566
2024-06-18,21.03383834485163
2024-06-19,21.864121437411566
2024-06-20,22.694404529971496
2024-06-21,22.971165560824808
2024-06-22,16.052139789492035
2024-06-23,11.900724326692371
2024-06-24,21.587360406558254
2024-06-25,21.310599375704943
2024-06-26,20.75707731399832
2024-06-27,21.03383834485163
2024-06-28,24.354970715091362
2024-06-29,20.2035552522917
2024-06-30,12.731007419252304
2024-07-01,25.462014838504608
2024-07-02,23.24792659167812
2024-07-03,24.631731745944673
2024-07-04,14.39157360437217
2024-07-05,22.694404529971496
2024-07-06,16.052139789492035
2024-07-07,11.900724326692371
2024-07-08,21.864121437411566
2024-07-09,20.75707731399832
2024-07-10,22.417643499118185
2024-07-11,21.587360406558254
2024-07-12,23.24792659167812
2024-07-13,17.98946700546521
2024-07-14,10.240158141572504
2024-07-15,21.03383834485163
2024-07-16,19.92679422143839
2024-07-17,22.417643499118185
2024-07-18,20.75707731399832
2024-07-19,24.07820968423805
2024-07-20,16.882422882051966
2024-07-21,11.347202264985748
2024-07-22,21.587360406558254
2024-07-23,19.096511128878454
2024-07-24,21.03383834485163
2024-07-25,21.03383834485163
2024-07-26,20.75707731399832
2024-07-27,16.052139789492035
2024-07-28,11.347202264985748
2024-07-29,21.587360406558254
2024-07-30,21.864121437411566
2024-07-31,22.971165560824808
2024-08-01,24.631731745944673
2024-08-02,22.694404529971496
2024-08-03,17.43594494375859
2024-08-04,11.900724326692371
2024-08-05,21.310599375704943
2024-08-06,19.92679422143839
2024-08-07,21.587360406558254
2024-08-08,20.2035552522917
2024-08-09,20.75707731399832
2024-08-10,17.159183912905277
2024-08-11,10.516919172425816
2024-08-12,21.310599375704943
2024-08-13,19.92679422143839
2024-08-14,21.587360406558254
2024-08-15,21.03383834485163
2024-08-16,21.587360406558254
2024-08-17,16.605661851198658
2024-08-18,11.86421903734669
2024-08-19,20.41749322706174
2024-08-20,20.00320064099912
2024-08-21,18.762020803245925
2024-08-22,20.41749322706174
2024-08-23,21.245229438969652
2024-08-24,16.968167864003455
2024-08-25,10.898102310012124
2024-08-26,20.969317368333684
2024-08-27,20.141581156425772
2024-08-28,21.658673064814934
2024-08-29,22.210497206086877
2024-08-30,24.280262215965315
2024-08-31,18.071816146547334
2024-09-01,12.140131107982658
2024-09-02,12.829486804463912
2024-09-03,24.832086357237255
2024-09-04,23.72843807469338
2024-09-05,21.52114150960562
2024-09-06,21.934585135450906
2024-09-07,17.65837252070205
2024-09-08,14.071515602434445
2024-09-09,21.658673064814934
2024-09-10,20.279112711635086
2024-09-11,19.72728857036315
2024-09-12,21.245229438969652
2024-09-13,22.486409276722846
2024-09-14,17.93428459133802
2024-09-15,11.174014380648096
2024-09-16,20.830936852907026
2024-09-17,21.17985950223436
2024-09-18,19.529480839722595
2024-09-19,20.079607060559848
2024-09-20,21.45492261265299
2024-09-21,17.05391284595494
2024-09-22,10.727461306326495
2024-09-23,21.17985950223436
2024-09-24,18.154165287629453
2024-09-25,19.529480839722595
2024-09-26,18.42922839804808
2024-09-27,19.804543950141223
2024-09-28,17.32897595637357
2024-09-29,11.55265063758238
