Time,little_caesars
2022-05-02,42.0
2022-05-03,46.0
2022-05-04,46.0
2022-05-05,47.0
2022-05-06,62.0
2022-05-07,75.0
2022-05-08,66.0
2022-05-09,45.0
2022-05-10,45.0
2022-05-11,45.0
2022-05-12,50.0
2022-05-13,64.0
2022-05-14,80.0
2022-05-15,78.0
2022-05-16,51.0
2022-05-17,50.0
2022-05-18,55.0
2022-05-19,55.0
2022-05-20,71.0
2022-05-21,84.0
2022-05-22,74.0
2022-05-23,56.0
2022-05-24,55.0
2022-05-25,54.0
2022-05-26,62.0
2022-05-27,73.0
2022-05-28,86.0
2022-05-29,78.0
2022-05-30,74.0
2022-05-31,59.0
2022-06-01,57.0
2022-06-02,60.0
2022-06-03,74.0
2022-06-04,86.0
2022-06-05,83.0
2022-06-06,53.0
2022-06-07,56.0
2022-06-08,57.0
2022-06-09,57.0
2022-06-10,65.0
2022-06-11,78.0
2022-06-12,72.0
2022-06-13,53.0
2022-06-14,57.0
2022-06-15,61.0
2022-06-16,59.0
2022-06-17,75.0
2022-06-18,87.0
2022-06-19,77.0
2022-06-20,58.0
2022-06-21,57.0
2022-06-22,57.0
2022-06-23,67.0
2022-06-24,75.0
2022-06-25,85.0
2022-06-26,83.0
2022-06-27,60.0
2022-06-28,59.0
2022-06-29,62.0
2022-06-30,67.0
2022-07-01,79.0
2022-07-02,90.0
2022-07-03,83.0
2022-07-04,94.0
2022-07-05,62.0
2022-07-06,58.0
2022-07-07,60.0
2022-07-08,71.0
2022-07-09,85.0
2022-07-10,82.0
2022-07-11,58.0
2022-07-12,53.0
2022-07-13,54.0
2022-07-14,58.0
2022-07-15,69.0
2022-07-16,77.0
2022-07-17,77.0
2022-07-18,56.0
2022-07-19,53.0
2022-07-20,58.0
2022-07-21,62.0
2022-07-22,71.0
2022-07-23,84.0
2022-07-24,78.0
2022-07-25,58.0
2022-07-26,65.0
2022-07-27,61.0
2022-07-28,65.0
2022-07-29,78.0
2022-07-30,85.0
2022-07-31,73.0
2022-08-01,59.0
2022-08-02,54.0
2022-08-03,55.0
2022-08-04,56.0
2022-08-05,68.0
2022-08-06,80.0
2022-08-07,76.0
2022-08-08,53.0
2022-08-09,48.0
2022-08-10,55.0
2022-08-11,63.0
2022-08-12,61.0
2022-08-13,77.0
2022-08-14,75.0
2022-08-15,54.0
2022-08-16,49.0
2022-08-17,54.0
2022-08-18,50.0
2022-08-19,64.0
2022-08-20,83.0
2022-08-21,67.0
2022-08-22,45.0
2022-08-23,51.0
2022-08-24,47.0
2022-08-25,48.0
2022-08-26,59.0
2022-08-27,83.0
2022-08-28,72.0
2022-08-29,46.86669470142977
2022-08-30,48.32043734230446
2022-08-31,46.86669470142977
2022-09-01,49.7973086627418
2022-09-02,62.97350714886459
2022-09-03,74.1959629941127
2022-09-04,76.14970563498738
2022-09-05,66.88099243061396
2022-09-06,44.912952060555085
2022-09-07,42.959209419680406
2022-09-08,47.84356602186712
2022-09-09,62.97350714886459
2022-09-10,77.12657695542472
2022-09-11,74.1959629941127
2022-09-12,47.84356602186712
2022-09-13,42.959209419680406
2022-09-14,47.84356602186712
2022-09-15,48.32043734230446
2022-09-16,59.066021867115225
2022-09-17,76.14970563498738
2022-09-18,77.12657695542472
2022-09-19,48.82043734230446
2022-09-20,44.912952060555085
2022-09-21,44.912952060555085
2022-09-22,51.251051303616485
2022-09-23,63.45037846930194
2022-09-24,81.0340622371741
2022-09-25,78.10344827586206
2022-09-26,50.27417998317914
2022-09-27,53.20479394449117
2022-09-28,49.594617325483604
2022-09-29,55.31707317073171
2022-09-30,72.48444070647604
2022-10-01,87.74432296047098
2022-10-02,76.29941126997477
2022-10-03,51.50210260723297
2022-10-04,44.82590412111018
2022-10-05,46.733389402859544
2022-10-06,51.50210260723297
2022-10-07,64.85449957947856
2022-10-08,77.25315391084945
2022-10-09,75.34566862910009
2022-10-10,49.594617325483604
2022-10-11,43.87216148023549
2022-10-12,44.82590412111018
2022-10-13,49.594617325483604
2022-10-14,60.08578637510513
2022-10-15,78.20689655172414
2022-10-16,73.43818334735072
2022-10-17,46.733389402859544
2022-10-18,43.87216148023549
2022-10-19,47.68713204373423
2022-10-20,53.40958788898234
2022-10-21,60.08578637510513
2022-10-22,82.02186711522288
2022-10-23,77.25315391084945
2022-10-24,47.68713204373423
2022-10-25,47.68713204373423
2022-10-26,50.548359966358284
2022-10-27,49.594617325483604
2022-10-28,73.43818334735072
2022-10-29,88.69806560134568
2022-10-30,83.92935239697225
2022-10-31,79.16063919259882
2022-11-01,53.40958788898234
2022-11-02,47.68713204373423
2022-11-03,46.733389402859544
2022-11-04,61.9932716568545
2022-11-05,78.20689655172414
2022-11-06,66.76198486122793
2022-11-07,43.87216148023549
2022-11-08,44.82590412111018
2022-11-09,44.82590412111018
2022-11-10,47.68713204373423
2022-11-11,84.88309503784693
2022-11-12,73.43818334735072
2022-11-13,73.43818334735072
2022-11-14,46.733389402859544
2022-11-15,44.82590412111018
2022-11-16,44.82590412111018
2022-11-17,49.594617325483604
2022-11-18,60.08578637510513
2022-11-19,71.53069806560134
2022-11-20,64.85449957947856
2022-11-21,47.68713204373423
2022-11-22,47.68713204373423
2022-11-23,59.13204373423045
2022-11-24,60.08578637510513
2022-11-25,47.68713204373423
2022-11-26,63.90075693860387
2022-11-27,62.94701429772918
2022-11-28,44.82590412111018
2022-11-29,42.91841883936081
2022-11-30,45.779646761984864
2022-12-01,50.548359966358284
2022-12-02,60.08578637510513
2022-12-03,78.20689655172414
2022-12-04,74.3919259882254
2022-12-05,45.779646761984864
2022-12-06,48.64087468460892
2022-12-07,50.548359966358284
2022-12-08,48.64087468460892
2022-12-09,59.13204373423045
2022-12-10,80.11438183347352
2022-12-11,76.29941126997477
2022-12-12,46.733389402859544
2022-12-13,43.87216148023549
2022-12-14,50.548359966358284
2022-12-15,53.40958788898234
2022-12-16,68.66947014297729
2022-12-17,71.53069806560134
2022-12-18,73.43818334735072
2022-12-19,52.45584524810766
2022-12-20,55.31707317073171
2022-12-21,60.08578637510513
2022-12-22,60.08578637510513
2022-12-23,64.85449957947856
2022-12-24,82.97560975609757
2022-12-25,76.29941126997477
2022-12-26,66.76198486122793
2022-12-27,54.36333052985702
2022-12-28,62.94701429772918
2022-12-29,60.08578637510513
2022-12-30,70.57695542472666
2022-12-31,85.83683767872162
2023-01-01,90.60555088309503
2023-01-02,61.9932716568545
2023-01-03,46.733389402859544
2023-01-04,44.82590412111018
2023-01-05,47.68713204373423
2023-01-06,55.31707317073171
2023-01-07,72.48444070647604
2023-01-08,65.80824222035324
2023-01-09,44.82590412111018
2023-01-10,42.91841883936081
2023-01-11,43.87216148023549
2023-01-12,46.733389402859544
2023-01-13,58.17830109335576
2023-01-14,75.34566862910009
2023-01-15,68.66947014297729
2023-01-16,53.40958788898234
2023-01-17,45.779646761984864
2023-01-18,45.779646761984864
2023-01-19,46.733389402859544
2023-01-20,59.13204373423045
2023-01-21,70.57695542472666
2023-01-22,72.48444070647604
2023-01-23,44.82590412111018
2023-01-24,42.91841883936081
2023-01-25,41.964676198486124
2023-01-26,46.733389402859544
2023-01-27,58.17830109335576
2023-01-28,75.34566862910009
2023-01-29,72.48444070647604
2023-01-30,46.733389402859544
2023-01-31,47.68713204373423
2023-02-01,60.08578637510513
2023-02-02,54.36333052985702
2023-02-03,61.9932716568545
2023-02-04,81.0681244743482
2023-02-05,73.43818334735072
2023-02-06,45.779646761984864
2023-02-07,44.82590412111018
2023-02-08,46.733389402859544
2023-02-09,50.548359966358284
2023-02-10,61.9932716568545
2023-02-11,79.16063919259882
2023-02-12,95.37426408746846
2023-02-13,42.91841883936081
2023-02-14,50.548359966358284
2023-02-15,45.779646761984864
2023-02-16,48.64087468460892
2023-02-17,56.27081581160639
2023-02-18,66.76198486122793
2023-02-19,63.90075693860387
2023-02-20,52.45584524810766
2023-02-21,41.01093355761144
2023-02-22,43.87216148023549
2023-02-23,44.82590412111018
2023-02-24,54.36333052985702
2023-02-25,74.3919259882254
2023-02-26,64.85449957947856
2023-02-27,46.733389402859544
2023-02-28,40.05719091673676
2023-03-01,45.779646761984864
2023-03-02,46.733389402859544
2023-03-03,54.36333052985702
2023-03-04,70.57695542472666
2023-03-05,69.62321278385198
2023-03-06,44.82590412111018
2023-03-07,41.964676198486124
2023-03-08,42.91841883936081
2023-03-09,49.594617325483604
2023-03-10,54.36333052985702
2023-03-11,66.76198486122793
2023-03-12,67.71572750210261
2023-03-13,47.68713204373423
2023-03-14,56.27081581160639
2023-03-15,50.548359966358284
2023-03-16,54.36333052985702
2023-03-17,59.13204373423045
2023-03-18,73.43818334735072
2023-03-19,65.80824222035324
2023-03-20,45.779646761984864
2023-03-21,47.68713204373423
2023-03-22,70.57695542472666
2023-03-23,72.48444070647604
2023-03-24,84.88309503784693
2023-03-25,92.51303616484441
2023-03-26,78.20689655172414
2023-03-27,51.50210260723297
2023-03-28,51.50210260723297
2023-03-29,49.594617325483604
2023-03-30,53.40958788898234
2023-03-31,63.90075693860387
2023-04-01,83.92935239697225
2023-04-02,78.20689655172414
2023-04-03,51.50210260723297
2023-04-04,53.40958788898234
2023-04-05,54.36333052985702
2023-04-06,59.13204373423045
2023-04-07,77.25315391084945
2023-04-08,84.88309503784693
2023-04-09,80.11438183347352
2023-04-10,52.45584524810766
2023-04-11,51.50210260723297
2023-04-12,48.64087468460892
2023-04-13,47.68713204373423
2023-04-14,65.80824222035324
2023-04-15,82.97560975609757
2023-04-16,80.11438183347352
2023-04-17,46.733389402859544
2023-04-18,46.733389402859544
2023-04-19,49.594617325483604
2023-04-20,52.45584524810766
2023-04-21,62.94701429772918
2023-04-22,83.92935239697225
2023-04-23,74.3919259882254
2023-04-24,46.733389402859544
2023-04-25,47.68713204373423
2023-04-26,49.39467652809041
2023-04-27,53.44106336334835
2023-04-28,58.975918227858116
2023-04-29,81.65006307427436
2023-04-30,64.03390177193054
2023-05-01,49.39467652809041
2023-05-02,43.85982166358063
2023-05-03,45.348289692832466
2023-05-04,50.406273236904894
2023-05-05,59.9875149366726
2023-05-06,80.16159504502252
2023-05-07,72.60354676288378
2023-05-08,46.894611790024086
2023-05-09,44.87141837239512
2023-05-10,45.348289692832466
2023-05-11,51.417869945719374
2023-05-12,62.01070835430158
2023-05-13,73.61514347169826
2023-05-14,63.022305063116065
2023-05-15,46.359886401646946
2023-05-16,47.37148311046143
2023-05-17,51.417869945719374
2023-05-18,49.929401916467555
2023-05-19,62.01070835430158
2023-05-20,80.16159504502252
2023-05-21,73.61514347169826
2023-05-22,49.929401916467555
2023-05-23,49.929401916467555
2023-05-24,52.42946665453386
2023-05-25,55.94112810141466
2023-05-26,71.65320204253723
2023-05-27,75.93100514955438
2023-05-28,67.3753989355201
2023-05-29,67.3753989355201
2023-05-30,53.47253883771435
2023-05-31,53.47253883771435
2023-06-01,67.3753989355201
2023-06-02,68.44484971227438
2023-06-03,72.72265281929153
2023-06-04,72.72265281929153
2023-06-05,52.403088060960066
2023-06-06,55.61144039122293
2023-06-07,55.61144039122293
2023-06-08,56.680891167977215
2023-06-09,64.16704660525723
2023-06-10,79.13935747981725
2023-06-11,72.72265281929153
2023-06-12,55.61144039122293
2023-06-13,51.33363728420578
2023-06-14,53.47253883771435
2023-06-15,55.61144039122293
2023-06-16,66.3059481587658
2023-06-17,75.93100514955438
2023-06-18,64.16704660525723
2023-06-19,54.54198961446864
2023-06-20,52.403088060960066
2023-06-21,51.33363728420578
2023-06-22,55.61144039122293
2023-06-23,66.3059481587658
2023-06-24,75.93100514955438
2023-06-25,71.65320204253723
2023-06-26,53.47253883771435
2023-06-27,55.61144039122293
2023-06-28,50.2641865074515
2023-06-29,56.680891167977215
2023-06-30,62.02814505174865
2023-07-01,70.58375126578295
2023-07-02,74.8615543728001
2023-07-03,62.02814505174865
2023-07-04,72.72265281929153
2023-07-05,56.680891167977215
2023-07-06,53.47253883771435
2023-07-07,62.02814505174865
2023-07-08,75.93100514955438
2023-07-09,71.65320204253723
2023-07-10,54.54198961446864
2023-07-11,52.403088060960066
2023-07-12,52.403088060960066
2023-07-13,53.47253883771435
2023-07-14,66.3059481587658
2023-07-15,79.13935747981725
2023-07-16,70.58375126578295
2023-07-17,55.61144039122293
2023-07-18,52.403088060960066
2023-07-19,58.81979272148579
2023-07-20,54.54198961446864
2023-07-21,75.93100514955438
2023-07-22,74.8615543728001
2023-07-23,73.7921035960458
2023-07-24,56.680891167977215
2023-07-25,54.54198961446864
2023-07-26,53.47253883771435
2023-07-27,56.680891167977215
2023-07-28,66.3059481587658
2023-07-29,80.20880825657153
2023-07-30,71.65320204253723
2023-07-31,58.81979272148579
2023-08-01,66.3059481587658
2023-08-02,55.61144039122293
2023-08-03,57.7503419447315
2023-08-04,67.3753989355201
2023-08-05,73.7921035960458
2023-08-06,70.58375126578295
2023-08-07,53.47253883771435
2023-08-08,50.2641865074515
2023-08-09,47.055834177188636
2023-08-10,50.2641865074515
2023-08-11,63.09759582850294
2023-08-12,71.65320204253723
2023-08-13,68.44484971227438
2023-08-14,47.055834177188636
2023-08-15,44.91693262368006
2023-08-16,50.2641865074515
2023-08-17,49.19473573069721
2023-08-18,53.47253883771435
2023-08-19,72.72265281929153
2023-08-20,68.44484971227438
2023-08-21,47.055834177188636
2023-08-22,43.847481846925774
2023-08-23,44.91693262368006
2023-08-24,49.19473573069721
2023-08-25,56.680891167977215
2023-08-26,72.72265281929153
2023-08-27,66.3059481587658
2023-08-28,44.91693262368006
2023-08-29,44.91693262368006
2023-08-30,47.055834177188636
2023-08-31,48.12528495394292
2023-09-01,60.958694274994365
2023-09-02,75.93100514955438
2023-09-03,58.81979272148579
2023-09-04,68.44484971227438
2023-09-05,41.7085802934172
2023-09-06,42.77803107017149
2023-09-07,48.12528495394292
2023-09-08,59.88924349824008
2023-09-09,70.58375126578295
2023-09-10,69.51430048902866
2023-09-11,43.847481846925774
2023-09-12,42.77803107017149
2023-09-13,49.19473573069721
2023-09-14,51.33363728420578
2023-09-15,65.23649738201152
2023-09-16,73.7921035960458
2023-09-17,74.8615543728001
2023-09-18,43.847481846925774
2023-09-19,44.91693262368006
2023-09-20,48.12528495394292
2023-09-21,49.19473573069721
2023-09-22,63.09759582850294
2023-09-23,75.93100514955438
2023-09-24,71.65320204253723
2023-09-25,50.2641865074515
2023-09-26,44.91693262368006
2023-09-27,45.98638340043435
2023-09-28,52.403088060960066
2023-09-29,63.09759582850294
2023-09-30,77.00045592630867
2023-10-01,75.93100514955438
2023-10-02,45.98638340043435
2023-10-03,50.2641865074515
2023-10-04,53.47253883771435
2023-10-05,52.403088060960066
2023-10-06,62.02814505174865
2023-10-07,74.8615543728001
2023-10-08,68.44484971227438
2023-10-09,52.403088060960066
2023-10-10,47.055834177188636
2023-10-11,53.47253883771435
2023-10-12,49.19473573069721
2023-10-13,56.680891167977215
2023-10-14,71.65320204253723
2023-10-15,72.72265281929153
2023-10-16,45.98638340043435
2023-10-17,44.91693262368006
2023-10-18,47.055834177188636
2023-10-19,49.19473573069721
2023-10-20,57.7503419447315
2023-10-21,77.00045592630867
2023-10-22,78.06990670306295
2023-10-23,47.055834177188636
2023-10-24,48.12528495394292
2023-10-25,53.47253883771435
2023-10-26,51.33363728420578
2023-10-27,62.02814505174865
2023-10-28,84.48661136358868
2023-10-29,72.72265281929153
2023-10-30,49.19473573069721
2023-10-31,73.7921035960458
2023-11-01,60.958694274994365
2023-11-02,52.403088060960066
2023-11-03,53.47253883771435
2023-11-04,75.93100514955438
2023-11-05,72.72265281929153
2023-11-06,47.055834177188636
2023-11-07,48.12528495394292
2023-11-08,48.12528495394292
2023-11-09,51.33363728420578
2023-11-10,68.44484971227438
2023-11-11,106.9450776754287
2023-11-12,78.06990670306295
2023-11-13,48.12528495394292
2023-11-14,50.2641865074515
2023-11-15,48.12528495394292
2023-11-16,50.2641865074515
2023-11-17,57.7503419447315
2023-11-18,74.8615543728001
2023-11-19,71.65320204253723
2023-11-20,52.403088060960066
2023-11-21,50.2641865074515
2023-11-22,58.81979272148579
2023-11-23,63.09759582850294
2023-11-24,49.19473573069721
2023-11-25,65.23649738201152
2023-11-26,69.51430048902866
2023-11-27,43.847481846925774
2023-11-28,52.403088060960066
2023-11-29,49.19473573069721
2023-11-30,50.2641865074515
2023-12-01,64.16704660525723
2023-12-02,82.3477098100801
2023-12-03,69.51430048902866
2023-12-04,47.055834177188636
2023-12-05,45.98638340043435
2023-12-06,50.2641865074515
2023-12-07,56.680891167977215
2023-12-08,57.7503419447315
2023-12-09,75.93100514955438
2023-12-10,74.8615543728001
2023-12-11,47.055834177188636
2023-12-12,49.19473573069721
2023-12-13,52.403088060960066
2023-12-14,54.54198961446864
2023-12-15,64.16704660525723
2023-12-16,74.8615543728001
2023-12-17,72.72265281929153
2023-12-18,50.2641865074515
2023-12-19,65.23649738201152
2023-12-20,53.47253883771435
2023-12-21,62.02814505174865
2023-12-22,66.2783611739523
2023-12-23,73.99648534394065
2023-12-24,88.77022594202593
2023-12-25,83.44656803257466
2023-12-26,65.08112804368378
2023-12-27,63.34916952503811
2023-12-28,60.95470326450104
2023-12-29,66.2783611739523
2023-12-30,69.8700605647579
2023-12-31,88.77022594202593
2024-01-01,81.05210177203759
2024-01-02,51.50462057586704
2024-01-03,49.11015431532997
2024-01-04,49.11015431532997
2024-01-05,58.02551161558684
2024-01-06,70.40478595313505
2024-01-07,58.02551161558684
2024-01-08,46.180962666415766
2024-01-09,49.11015431532997
2024-01-10,43.7864964058787
2024-01-11,44.98372953614724
2024-01-12,54.433812224781235
2024-01-13,67.47559430422085
2024-01-14,62.15193639476958
2024-01-15,50.30738744559851
2024-01-16,41.392030145341636
2024-01-17,49.11015431532997
2024-01-18,42.589263275610165
2024-01-19,50.30738744559851
2024-01-20,71.60201908340358
2024-01-21,67.5757896729216
2024-01-22,45.050526448614406
2024-01-23,47.700557416179954
2024-01-24,53.00061935131106
2024-01-25,47.700557416179954
2024-01-26,55.650650318876615
2024-01-27,70.22582064048716
2024-01-28,83.47597547831492
2024-01-29,45.050526448614406
2024-01-30,45.050526448614406
2024-01-31,50.35058838374551
2024-02-01,47.700557416179954
2024-02-02,56.97566580265939
2024-02-03,70.22582064048716
2024-02-04,67.5757896729216
2024-02-05,43.72551096483163
2024-02-06,42.40049548104885
2024-02-07,46.37554193239718
2024-02-08,47.700557416179954
2024-02-09,59.62569677022495
2024-02-10,75.52588257561827
2024-02-11,91.42606838101159
2024-02-12,39.750464513483294
2024-02-13,39.750464513483294
2024-02-14,54.32563483509384
2024-02-15,49.02557289996273
2024-02-16,60.95071225400772
2024-02-17,63.600743221573275
2024-02-18,63.600743221573275
2024-02-19,49.02557289996273
2024-02-20,41.07547999726607
2024-02-21,43.72551096483163
2024-02-22,46.37554193239718
2024-02-23,54.32563483509384
2024-02-24,70.22582064048716
2024-02-25,67.5757896729216
2024-02-26,41.07547999726607
2024-02-27,42.40049548104885
2024-02-28,42.40049548104885
2024-02-29,43.72551096483163
2024-03-01,59.62569677022495
2024-03-02,64.92575870535605
2024-03-03,66.25077418913882
2024-03-04,53.00061935131106
2024-03-05,38.42544902970052
2024-03-06,42.40049548104885
2024-03-07,45.050526448614406
2024-03-08,58.30068128644217
2024-03-09,67.5757896729216
2024-03-10,63.600743221573275
2024-03-11,47.700557416179954
2024-03-12,54.32563483509384
2024-03-13,56.97566580265939
2024-03-14,74.20086709183549
2024-03-15,99.37616128370824
2024-03-16,132.50154837827765
2024-03-17,111.30130063775323
2024-03-18,78.17591354318381
2024-03-19,72.87585160805271
2024-03-20,75.52588257561827
2024-03-21,72.87585160805271
2024-03-22,88.77603741344603
2024-03-23,109.97628515397045
2024-03-24,98.05114579992546
2024-03-25,63.600743221573275
2024-03-26,64.92575870535605
2024-03-27,67.5757896729216
2024-03-28,70.22582064048716
2024-03-29,84.8009909620977
2024-03-30,99.37616128370824
2024-03-31,92.75108386479435
2024-04-01,60.95071225400772
2024-04-02,55.650650318876615
2024-04-03,56.97566580265939
2024-04-04,54.32563483509384
2024-04-05,67.5757896729216
2024-04-06,80.82594451074937
2024-04-07,74.20086709183549
2024-04-08,49.02557289996273
2024-04-09,53.00061935131106
2024-04-10,50.35058838374551
2024-04-11,50.35058838374551
2024-04-12,67.5757896729216
2024-04-13,80.82594451074937
2024-04-14,74.20086709183549
2024-04-15,46.37554193239718
2024-04-16,47.700557416179954
2024-04-17,49.02557289996273
2024-04-18,47.700557416179954
2024-04-19,59.62569677022495
2024-04-20,79.50092902696659
2024-04-21,72.87585160805271
2024-04-22,49.02557289996273
2024-04-23,43.72551096483163
2024-04-24,45.050526448614406
2024-04-25,50.35058838374551
2024-04-26,62.2757277377905
2024-04-27,68.90080515670438
2024-04-28,67.5757896729216
2024-04-29,45.050526448614406
2024-04-30,45.050526448614406
2024-05-01,49.02557289996273
2024-05-02,50.35058838374551
2024-05-03,55.650650318876615
2024-05-04,71.55083612426994
2024-05-05,63.600743221573275
2024-05-06,47.700557416179954
2024-05-07,43.72551096483163
2024-05-08,45.050526448614406
2024-05-09,47.700557416179954
2024-05-10,58.30068128644217
2024-05-11,71.55083612426994
2024-05-12,63.600743221573275
2024-05-13,43.72551096483163
2024-05-14,47.700557416179954
2024-05-15,47.700557416179954
2024-05-16,47.700557416179954
2024-05-17,56.97566580265939
2024-05-18,74.20086709183549
2024-05-19,71.55083612426994
2024-05-20,47.700557416179954
2024-05-21,47.700557416179954
2024-05-22,50.35058838374551
2024-05-23,54.32563483509384
2024-05-24,62.2757277377905
2024-05-25,71.55083612426994
2024-05-26,68.90080515670438
2024-05-27,64.92575870535605
2024-05-28,49.02557289996273
2024-05-29,53.00061935131106
2024-05-30,54.32563483509384
2024-05-31,64.92575870535605
2024-06-01,74.20086709183549
2024-06-02,71.55083612426994
2024-06-03,53.00061935131106
2024-06-04,55.650650318876615
2024-06-05,59.62569677022495
2024-06-06,58.30068128644217
2024-06-07,66.25077418913882
2024-06-08,71.55083612426994
2024-06-09,68.90080515670438
2024-06-10,58.30068128644217
2024-06-11,51.67560386752829
2024-06-12,51.67560386752829
2024-06-13,59.62569677022495
2024-06-14,59.62569677022495
2024-06-15,71.55083612426994
2024-06-16,64.92575870535605
2024-06-17,50.35058838374551
2024-06-18,49.02557289996273
2024-06-19,55.650650318876615
2024-06-20,53.00061935131106
2024-06-21,62.2757277377905
2024-06-22,70.22582064048716
2024-06-23,71.55083612426994
2024-06-24,51.67560386752829
2024-06-25,53.00061935131106
2024-06-26,51.67560386752829
2024-06-27,55.650650318876615
2024-06-28,64.92575870535605
2024-06-29,67.5757896729216
2024-06-30,68.90080515670438
2024-07-01,53.00061935131106
2024-07-02,51.67560386752829
2024-07-03,59.62569677022495
2024-07-04,70.22582064048716
2024-07-05,66.25077418913882
2024-07-06,67.5757896729216
2024-07-07,64.92575870535605
2024-07-08,51.67560386752829
2024-07-09,55.650650318876615
2024-07-10,50.35058838374551
2024-07-11,54.32563483509384
2024-07-12,67.5757896729216
2024-07-13,67.5757896729216
2024-07-14,60.95071225400772
2024-07-15,47.700557416179954
2024-07-16,49.02557289996273
2024-07-17,51.67560386752829
2024-07-18,58.30068128644217
2024-07-19,66.25077418913882
2024-07-20,66.25077418913882
2024-07-21,60.95071225400772
2024-07-22,47.700557416179954
2024-07-23,46.37554193239718
2024-07-24,54.32563483509384
2024-07-25,51.67560386752829
2024-07-26,59.62569677022495
2024-07-27,68.90080515670438
2024-07-28,66.25077418913882
2024-07-29,47.700557416179954
2024-07-30,49.02557289996273
2024-07-31,50.35058838374551
2024-08-01,53.00061935131106
2024-08-02,59.62569677022495
2024-08-03,63.600743221573275
2024-08-04,64.92575870535605
2024-08-05,45.050526448614406
2024-08-06,43.72551096483163
2024-08-07,47.700557416179954
2024-08-08,54.32563483509384
2024-08-09,54.32563483509384
2024-08-10,64.92575870535605
2024-08-11,63.600743221573275
2024-08-12,50.35058838374551
2024-08-13,42.40049548104885
2024-08-14,46.37554193239718
2024-08-15,47.700557416179954
2024-08-16,55.650650318876615
2024-08-17,67.5757896729216
2024-08-18,60.80080803152515
2024-08-19,42.42806407368933
2024-08-20,42.80713222249584
2024-08-21,43.46963996438723
2024-08-22,47.352503934093974
2024-08-23,55.49730002231398
2024-08-24,65.06274015003841
2024-08-25,61.17987618033166
2024-08-26,45.26935215269817
2024-08-27,46.31092804339607
2024-08-28,45.26935215269817
2024-08-29,48.7731479735984
2024-08-30,59.759232140827244
2024-08-31,75.66975616846074
2024-09-01,71.40782404994748
2024-09-02,62.22145207102957
2024-09-03,42.80713222249584
2024-09-04,45.26935215269817
2024-09-05,50.57286016190933
2024-09-06,59.759232140827244
2024-09-07,72.82846808945189
2024-09-08,72.44939994064538
2024-09-09,44.89028400389165
2024-09-10,41.007420034184904
2024-09-11,42.04899592488281
2024-09-12,47.731572082900485
2024-09-13,55.8763681711205
2024-09-14,67.52496008024073
2024-09-15,65.7252478919298
2024-09-16,39.965844143487
2024-09-17,41.69749636871677
2024-09-18,41.69749636871677
2024-09-19,47.76258674962102
2024-09-20,53.06954083291225
2024-09-21,65.19972159472077
2024-09-22,62.16717640426864
