Time,silicon_valley_bank
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,35.0
2022-01-04,45.0
2022-01-05,42.0
2022-01-06,42.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,29.0
2022-01-11,60.0
2022-01-12,61.0
2022-01-13,66.0
2022-01-14,44.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,36.0
2022-01-18,28.0
2022-01-19,60.0
2022-01-20,48.0
2022-01-21,39.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,51.0
2022-01-25,42.0
2022-01-26,59.0
2022-01-27,53.0
2022-01-28,44.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,55.0
2022-02-01,59.0
2022-02-02,63.0
2022-02-03,41.0
2022-02-04,76.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,47.0
2022-02-08,73.0
2022-02-09,36.0
2022-02-10,48.0
2022-02-11,65.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,42.0
2022-02-15,79.0
2022-02-16,53.0
2022-02-17,42.0
2022-02-18,32.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,24.0
2022-02-22,50.0
2022-02-23,40.0
2022-02-24,28.0
2022-02-25,51.0
2022-02-26,33.0
2022-02-27,37.0
2022-02-28,52.0
2022-03-01,56.0
2022-03-02,57.0
2022-03-03,53.0
2022-03-04,67.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,25.0
2022-03-08,58.0
2022-03-09,59.0
2022-03-10,64.0
2022-03-11,56.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,37.0
2022-03-15,48.0
2022-03-16,37.0
2022-03-17,60.0
2022-03-18,46.0
2022-03-19,26.0
2022-03-20,0.0
2022-03-21,38.0
2022-03-22,62.0
2022-03-23,51.0
2022-03-24,68.0
2022-03-25,56.0
2022-03-26,43.0
2022-03-27,0.0
2022-03-28,49.0
2022-03-29,58.0
2022-03-30,70.0
2022-03-31,50.0
2022-04-01,55.0
2022-04-02,31.0
2022-04-03,0.0
2022-04-04,69.0
2022-04-05,44.0
2022-04-06,58.0
2022-04-07,49.0
2022-04-08,54.0
2022-04-09,28.0
2022-04-10,24.0
2022-04-11,32.0
2022-04-12,86.0
2022-04-13,62.0
2022-04-14,47.0
2022-04-15,55.0
2022-04-16,26.0
2022-04-17,0.0
2022-04-18,63.0
2022-04-19,74.0
2022-04-20,67.0
2022-04-21,59.0
2022-04-22,69.0
2022-04-23,52.0
2022-04-24,0.0
2022-04-25,55.0
2022-04-26,53.0
2022-04-27,76.0
2022-04-28,60.0
2022-04-29,0.0
2022-04-30,37.0
2022-05-01,0.0
2022-05-02,51.0
2022-05-03,67.0
2022-05-04,58.0
2022-05-05,60.0
2022-05-06,42.0
2022-05-07,22.0
2022-05-08,0.0
2022-05-09,63.0
2022-05-10,51.0
2022-05-11,73.0
2022-05-12,77.0
2022-05-13,53.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,100.0
2022-05-17,83.0
2022-05-18,42.0
2022-05-19,61.0
2022-05-20,41.0
2022-05-21,33.0
2022-05-22,34.0
2022-05-23,80.0
2022-05-24,74.0
2022-05-25,65.0
2022-05-26,67.0
2022-05-27,58.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,32.0
2022-05-31,72.0
2022-06-01,60.0
2022-06-02,60.0
2022-06-03,64.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,52.0
2022-06-07,49.0
2022-06-08,78.0
2022-06-09,45.0
2022-06-10,59.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,58.0
2022-06-14,65.0
2022-06-15,47.0
2022-06-16,53.0
2022-06-17,35.0
2022-06-18,34.0
2022-06-19,0.0
2022-06-20,42.0
2022-06-21,60.0
2022-06-22,62.0
2022-06-23,51.0
2022-06-24,41.0
2022-06-25,0.0
2022-06-26,30.0
2022-06-27,80.0
2022-06-28,66.0
2022-06-29,59.0
2022-06-30,41.0
2022-07-01,39.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,34.0
2022-07-05,38.0
2022-07-06,60.0
2022-07-07,68.0
2022-07-08,50.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,52.0
2022-07-12,71.0
2022-07-13,56.0
2022-07-14,47.0
2022-07-15,39.0
2022-07-16,35.0
2022-07-17,0.0
2022-07-18,70.0
2022-07-19,93.0
2022-07-20,54.0
2022-07-21,58.0
2022-07-22,51.0
2022-07-23,30.0
2022-07-24,0.0
2022-07-25,94.0
2022-07-26,74.0
2022-07-27,65.0
2022-07-28,52.0
2022-07-29,58.0
2022-07-30,31.0
2022-07-31,0.0
2022-08-01,66.0
2022-08-02,63.0
2022-08-03,59.0
2022-08-04,58.0
2022-08-05,50.0
2022-08-06,38.0
2022-08-07,40.0
2022-08-08,57.0
2022-08-09,51.0
2022-08-10,52.0
2022-08-11,39.0
2022-08-12,45.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,66.0
2022-08-16,53.0
2022-08-17,60.0
2022-08-18,77.0
2022-08-19,40.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,56.0
2022-08-23,63.0
2022-08-24,54.0
2022-08-25,0.0
2022-08-26,47.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,32.5
2022-08-30,24.0
2022-08-31,24.5
2022-09-01,21.0
2022-09-02,20.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,37.5
2022-09-07,39.5
2022-09-08,29.0
2022-09-09,29.0
2022-09-10,0.0
2022-09-11,18.0
2022-09-12,23.0
2022-09-13,23.5
2022-09-14,22.5
2022-09-15,34.0
2022-09-16,18.5
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,24.5
2022-09-20,24.0
2022-09-21,14.0
2022-09-22,31.0
2022-09-23,29.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,26.5
2022-09-27,24.5
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,8.0
2023-03-10,100.0
2023-03-11,97.0
2023-03-12,70.0
2023-03-13,68.0
2023-03-14,33.0
2023-03-15,16.0
2023-03-16,11.0
2023-03-17,8.0
2023-03-18,5.0
2023-03-19,4.0
2023-03-20,5.0
2023-03-21,4.0
2023-03-22,3.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,1.0
2023-03-26,1.0
2023-03-27,3.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0980392156862746
2023-04-27,1.0
2023-04-28,1.3725490196078431
2023-04-29,1.0196078431372548
2023-04-30,1.0
2023-05-01,1.4803921568627452
2023-05-02,1.2450980392156863
2023-05-03,0.9607843137254901
2023-05-04,1.0882352941176472
2023-05-05,0.9215686274509804
2023-05-06,0.20588235294117646
2023-05-07,0.23529411764705882
2023-05-08,0.9509803921568627
2023-05-09,0.9215686274509804
2023-05-10,0.3529411764705882
2023-05-11,0.3627450980392157
2023-05-12,0.24509803921568626
2023-05-13,0.19607843137254902
2023-05-14,0.12745098039215685
2023-05-15,0.3235294117647059
2023-05-16,0.4117647058823529
2023-05-17,0.3627450980392157
2023-05-18,0.9313725490196079
2023-05-19,0.27450980392156865
2023-05-20,0.09803921568627451
2023-05-21,0.13725490196078433
2023-05-22,0.24509803921568626
2023-05-23,0.29411764705882354
2023-05-24,0.2647058823529412
2023-05-25,0.2549019607843137
2023-05-26,0.39215686274509803
2023-05-27,0.3529411764705882
2023-05-28,0.2549019607843137
2023-05-29,0.2549019607843137
2023-05-30,0.37254901960784315
2023-05-31,0.5686274509803921
2023-06-01,0.39215686274509803
2023-06-02,0.4117647058823529
2023-06-03,0.0
2023-06-04,0.27450980392156865
2023-06-05,0.5294117647058824
2023-06-06,0.5294117647058824
2023-06-07,0.43137254901960786
2023-06-08,0.43137254901960786
2023-06-09,0.29411764705882354
2023-06-10,0.19607843137254902
2023-06-11,0.1764705882352941
2023-06-12,0.3333333333333333
2023-06-13,0.3137254901960784
2023-06-14,0.37254901960784315
2023-06-15,0.43137254901960786
2023-06-16,0.39215686274509803
2023-06-17,0.2549019607843137
2023-06-18,0.19607843137254902
2023-06-19,0.2549019607843137
2023-06-20,0.43137254901960786
2023-06-21,0.3529411764705882
2023-06-22,0.43137254901960786
2023-06-23,0.43137254901960786
2023-06-24,0.27450980392156865
2023-06-25,0.23529411764705882
2023-06-26,0.3333333333333333
2023-06-27,0.43137254901960786
2023-06-28,0.3333333333333333
2023-06-29,0.19607843137254902
2023-06-30,0.1568627450980392
2023-07-01,0.1568627450980392
2023-07-02,0.19607843137254902
2023-07-03,0.1764705882352941
2023-07-04,0.0
2023-07-05,0.23529411764705882
2023-07-06,0.39215686274509803
2023-07-07,0.27450980392156865
2023-07-08,0.1568627450980392
2023-07-09,0.1568627450980392
2023-07-10,0.29411764705882354
2023-07-11,0.3529411764705882
2023-07-12,0.27450980392156865
2023-07-13,0.39215686274509803
2023-07-14,0.3333333333333333
2023-07-15,0.1568627450980392
2023-07-16,0.13725490196078433
2023-07-17,0.27450980392156865
2023-07-18,0.3333333333333333
2023-07-19,0.21568627450980393
2023-07-20,0.29411764705882354
2023-07-21,0.3137254901960784
2023-07-22,0.13725490196078433
2023-07-23,0.1568627450980392
2023-07-24,0.27450980392156865
2023-07-25,0.3333333333333333
2023-07-26,0.3333333333333333
2023-07-27,0.3137254901960784
2023-07-28,0.23529411764705882
2023-07-29,0.0
2023-07-30,0.2549019607843137
2023-07-31,0.3333333333333333
2023-08-01,0.3137254901960784
2023-08-02,0.23529411764705882
2023-08-03,0.21568627450980393
2023-08-04,0.23529411764705882
2023-08-05,0.13725490196078433
2023-08-06,0.0
2023-08-07,0.27450980392156865
2023-08-08,0.27450980392156865
2023-08-09,0.3137254901960784
2023-08-10,0.29411764705882354
2023-08-11,0.1764705882352941
2023-08-12,0.19607843137254902
2023-08-13,0.0
2023-08-14,0.19607843137254902
2023-08-15,0.23529411764705882
2023-08-16,0.0
2023-08-17,0.27450980392156865
2023-08-18,0.19607843137254902
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.3137254901960784
2023-08-22,0.29411764705882354
2023-08-23,0.3137254901960784
2023-08-24,0.23529411764705882
2023-08-25,0.2549019607843137
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,0.27450980392156865
2023-08-29,0.3333333333333333
2023-08-30,0.21568627450980393
2023-08-31,0.3137254901960784
2023-09-01,0.19607843137254902
2023-09-02,0.0
2023-09-03,0.13725490196078433
2023-09-04,0.23529411764705882
2023-09-05,0.2549019607843137
2023-09-06,0.3137254901960784
2023-09-07,0.27450980392156865
2023-09-08,0.19607843137254902
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,0.23529411764705882
2023-09-12,0.3137254901960784
2023-09-13,0.3333333333333333
2023-09-14,0.3137254901960784
2023-09-15,0.1764705882352941
2023-09-16,0.1764705882352941
2023-09-17,0.0
2023-09-18,0.21568627450980393
2023-09-19,0.27450980392156865
2023-09-20,0.3137254901960784
2023-09-21,0.2549019607843137
2023-09-22,0.23529411764705882
2023-09-23,0.13725490196078433
2023-09-24,0.1764705882352941
2023-09-25,0.2549019607843137
2023-09-26,0.3333333333333333
2023-09-27,0.19607843137254902
2023-09-28,0.27450980392156865
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.19607843137254902
2023-10-02,0.3529411764705882
2023-10-03,0.29411764705882354
2023-10-04,0.21568627450980393
2023-10-05,0.2549019607843137
2023-10-06,0.19607843137254902
2023-10-07,0.13725490196078433
2023-10-08,0.0
2023-10-09,0.1568627450980392
2023-10-10,0.3137254901960784
2023-10-11,0.27450980392156865
2023-10-12,0.21568627450980393
2023-10-13,0.19607843137254902
2023-10-14,0.13725490196078433
2023-10-15,0.0
2023-10-16,0.3137254901960784
2023-10-17,0.29411764705882354
2023-10-18,0.23529411764705882
2023-10-19,0.3529411764705882
2023-10-20,0.27450980392156865
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.39215686274509803
2023-10-24,0.23529411764705882
2023-10-25,0.1764705882352941
2023-10-26,0.3137254901960784
2023-10-27,0.19607843137254902
2023-10-28,0.21568627450980393
2023-10-29,0.0
2023-10-30,0.3333333333333333
2023-10-31,0.27450980392156865
2023-11-01,0.3137254901960784
2023-11-02,0.21568627450980393
2023-11-03,0.3333333333333333
2023-11-04,0.0
2023-11-05,0.2549019607843137
2023-11-06,0.29411764705882354
2023-11-07,0.23529411764705882
2023-11-08,0.3529411764705882
2023-11-09,0.23529411764705882
2023-11-10,0.19607843137254902
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.19607843137254902
2023-11-14,0.29411764705882354
2023-11-15,0.2549019607843137
2023-11-16,0.21568627450980393
2023-11-17,0.29411764705882354
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.2549019607843137
2023-11-21,0.2549019607843137
2023-11-22,0.27450980392156865
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.3333333333333333
2023-11-28,0.29411764705882354
2023-11-29,0.2549019607843137
2023-11-30,0.27450980392156865
2023-12-01,0.21568627450980393
2023-12-02,0.0
2023-12-03,0.13725490196078433
2023-12-04,0.29411764705882354
2023-12-05,0.27450980392156865
2023-12-06,0.23529411764705882
2023-12-07,0.21568627450980393
2023-12-08,0.27450980392156865
2023-12-09,0.1568627450980392
2023-12-10,0.0
2023-12-11,0.23529411764705882
2023-12-12,0.3333333333333333
2023-12-13,0.29411764705882354
2023-12-14,0.21568627450980393
2023-12-15,0.19607843137254902
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.21568627450980393
2023-12-19,0.23529411764705882
