Time,adidas
2022-10-16,52.284806776071996
2022-10-17,48.91159343568025
2022-10-18,50.598200105876124
2022-10-19,47.22498676548438
2022-10-20,52.284806776071996
2022-10-21,50.598200105876124
2022-10-22,57.34462678665961
2022-10-23,62.404446797247225
2022-10-24,79.27051349920593
2022-10-25,168.6606670195871
2022-10-26,114.68925357331922
2022-10-27,84.33033350979355
2022-10-28,64.09105346744309
2022-10-29,65.77766013763896
2022-10-30,60.71784012705135
2022-10-31,50.598200105876124
2022-11-01,45.53838009528851
2022-11-02,50.598200105876124
2022-11-03,52.284806776071996
2022-11-04,53.97141344626787
2022-11-05,59.03123345685548
2022-11-06,55.65802011646374
2022-11-07,52.284806776071996
2022-11-08,47.22498676548438
2022-11-09,53.97141344626787
2022-11-10,55.65802011646374
2022-11-11,60.71784012705135
2022-11-12,65.77766013763896
2022-11-13,70.83748014822658
2022-11-14,62.404446797247225
2022-11-15,64.09105346744309
2022-11-16,53.97141344626787
2022-11-17,60.71784012705135
2022-11-18,64.09105346744309
2022-11-19,69.1508734780307
2022-11-20,74.21069348861832
2022-11-21,60.71784012705135
2022-11-22,67.46426680783483
2022-11-23,74.21069348861832
2022-11-24,79.27051349920593
2022-11-25,124.80889359449445
2022-11-26,111.31604023292748
2022-11-27,89.39015352038116
2022-11-28,82.64372683959768
2022-11-29,72.52408681842245
2022-11-30,59.03123345685548
2022-12-01,60.71784012705135
2022-12-02,60.71784012705135
2022-12-03,65.77766013763896
2022-12-04,67.46426680783483
2022-12-05,57.34462678665961
2022-12-06,55.65802011646374
2022-12-07,57.34462678665961
2022-12-08,59.03123345685548
2022-12-09,64.09105346744309
2022-12-10,70.83748014822658
2022-12-11,74.21069348861832
2022-12-12,64.09105346744309
2022-12-13,62.404446797247225
2022-12-14,57.34462678665961
2022-12-15,60.71784012705135
2022-12-16,57.34462678665961
2022-12-17,72.52408681842245
2022-12-18,74.21069348861832
2022-12-19,69.1508734780307
2022-12-20,62.404446797247225
2022-12-21,60.71784012705135
2022-12-22,57.34462678665961
2022-12-23,55.65802011646374
2022-12-24,59.03123345685548
2022-12-25,70.83748014822658
2022-12-26,75.89730015881419
2022-12-27,64.09105346744309
2022-12-28,55.65802011646374
2022-12-29,55.65802011646374
2022-12-30,55.65802011646374
2022-12-31,48.91159343568025
2023-01-01,45.53838009528851
2023-01-02,53.97141344626787
2023-01-03,50.598200105876124
2023-01-04,48.91159343568025
2023-01-05,43.851773425092645
2023-01-06,47.22498676548438
2023-01-07,53.97141344626787
2023-01-08,55.65802011646374
2023-01-09,42.165166754896774
2023-01-10,40.4785600847009
2023-01-11,38.79195341450503
2023-01-12,42.165166754896774
2023-01-13,45.53838009528851
2023-01-14,50.598200105876124
2023-01-15,48.91159343568025
2023-01-16,47.22498676548438
2023-01-17,43.851773425092645
2023-01-18,43.851773425092645
2023-01-19,40.4785600847009
2023-01-20,40.4785600847009
2023-01-21,48.91159343568025
2023-01-22,48.91159343568025
2023-01-23,42.165166754896774
2023-01-24,40.4785600847009
2023-01-25,40.4785600847009
2023-01-26,42.165166754896774
2023-01-27,42.165166754896774
2023-01-28,48.91159343568025
2023-01-29,48.91159343568025
2023-01-30,40.4785600847009
2023-01-31,38.79195341450503
2023-02-01,43.851773425092645
2023-02-02,42.165166754896774
2023-02-03,42.165166754896774
2023-02-04,47.22498676548438
2023-02-05,53.97141344626787
2023-02-06,43.851773425092645
2023-02-07,40.4785600847009
2023-02-08,42.165166754896774
2023-02-09,42.165166754896774
2023-02-10,50.598200105876124
2023-02-11,57.34462678665961
2023-02-12,60.71784012705135
2023-02-13,43.851773425092645
2023-02-14,42.165166754896774
2023-02-15,47.22498676548438
2023-02-16,45.53838009528851
2023-02-17,48.91159343568025
2023-02-18,60.71784012705135
2023-02-19,62.404446797247225
2023-02-20,55.65802011646374
2023-02-21,55.65802011646374
2023-02-22,47.22498676548438
2023-02-23,45.53838009528851
2023-02-24,53.97141344626787
2023-02-25,65.77766013763896
2023-02-26,64.09105346744309
2023-02-27,50.598200105876124
2023-02-28,47.22498676548438
2023-03-01,47.22498676548438
2023-03-02,52.284806776071996
2023-03-03,50.598200105876124
2023-03-04,55.65802011646374
2023-03-05,60.71784012705135
2023-03-06,48.91159343568025
2023-03-07,42.165166754896774
2023-03-08,47.22498676548438
2023-03-09,47.22498676548438
2023-03-10,47.22498676548438
2023-03-11,53.97141344626787
2023-03-12,59.03123345685548
2023-03-13,45.53838009528851
2023-03-14,42.165166754896774
2023-03-15,43.851773425092645
2023-03-16,42.165166754896774
2023-03-17,43.851773425092645
2023-03-18,53.97141344626787
2023-03-19,59.03123345685548
2023-03-20,50.598200105876124
2023-03-21,45.53838009528851
2023-03-22,43.851773425092645
2023-03-23,47.22498676548438
2023-03-24,53.97141344626787
2023-03-25,59.03123345685548
2023-03-26,62.404446797247225
2023-03-27,48.91159343568025
2023-03-28,48.91159343568025
2023-03-29,50.598200105876124
2023-03-30,47.22498676548438
2023-03-31,45.53838009528851
2023-04-01,55.65802011646374
2023-04-02,60.71784012705135
2023-04-03,52.284806776071996
2023-04-04,48.91159343568025
2023-04-05,47.22498676548438
2023-04-06,48.91159343568025
2023-04-07,47.22498676548438
2023-04-08,57.34462678665961
2023-04-09,60.71784012705135
2023-04-10,52.284806776071996
2023-04-11,48.91159343568025
2023-04-12,45.53838009528851
2023-04-13,52.284806776071996
2023-04-14,45.53838009528851
2023-04-15,55.65802011646374
2023-04-16,60.71784012705135
2023-04-17,47.22498676548438
2023-04-18,45.53838009528851
2023-04-19,47.22498676548438
2023-04-20,47.22498676548438
2023-04-21,47.22498676548438
2023-04-22,55.65802011646374
2023-04-23,60.71784012705135
2023-04-24,50.598200105876124
2023-04-25,47.22498676548438
2023-04-26,44.539035799297835
2023-04-27,43.873943179099264
2023-04-28,43.873943179099264
2023-04-29,50.57261962048388
2023-04-30,62.46157654795659
2023-05-01,47.55582770989085
2023-05-02,43.873943179099264
2023-05-03,42.36554722380275
2023-05-04,46.89073508969228
2023-05-05,45.38233913439577
2023-05-06,52.081015575780384
2023-05-07,57.27129606186848
2023-05-08,47.55582770989085
2023-05-09,46.89073508969228
2023-05-10,42.36554722380275
2023-05-11,46.89073508969228
2023-05-12,52.081015575780384
2023-05-13,66.14346107874817
2023-05-14,63.969972503253096
2023-05-15,52.081015575780384
2023-05-16,52.081015575780384
2023-05-17,47.55582770989085
2023-05-18,64.63506512345167
2023-05-19,70.66864894463771
2023-05-20,72.17704489993422
2023-05-21,70.66864894463771
2023-05-22,55.762900106571976
2023-05-23,49.06422366518736
2023-05-24,50.57261962048388
2023-05-25,54.25450415127547
2023-05-26,55.867780096680214
2023-05-27,65.17907677946025
2023-05-28,65.17907677946025
2023-05-29,63.8488915390631
2023-05-30,51.877224375488765
2023-05-31,66.5092620198574
2023-06-01,74.49037346224029
2023-06-02,55.867780096680214
2023-06-03,65.17907677946025
2023-06-04,65.17907677946025
2023-06-05,53.207409615885915
2023-06-06,53.207409615885915
2023-06-07,57.19796533707736
2023-06-08,55.867780096680214
2023-06-09,55.867780096680214
2023-06-10,57.19796533707736
2023-06-11,57.19796533707736
2023-06-12,54.537594856283064
2023-06-13,47.886668654297324
2023-06-14,53.207409615885915
2023-06-15,55.867780096680214
2023-06-16,51.877224375488765
2023-06-17,59.858335817871655
2023-06-18,61.188521058268805
2023-06-19,54.537594856283064
2023-06-20,49.216853894694474
2023-06-21,49.216853894694474
2023-06-22,45.22629817350303
2023-06-23,51.877224375488765
2023-06-24,58.528150577474506
2023-06-25,58.528150577474506
2023-06-26,51.877224375488765
2023-06-27,47.886668654297324
2023-06-28,49.216853894694474
2023-06-29,49.216853894694474
2023-06-30,50.54703913509162
2023-07-01,51.877224375488765
2023-07-02,62.518706298665954
2023-07-03,50.54703913509162
2023-07-04,54.537594856283064
2023-07-05,46.556483413900175
2023-07-06,47.886668654297324
2023-07-07,46.556483413900175
2023-07-08,54.537594856283064
2023-07-09,59.858335817871655
2023-07-10,49.216853894694474
2023-07-11,49.216853894694474
2023-07-12,50.54703913509162
2023-07-13,47.886668654297324
2023-07-14,46.556483413900175
2023-07-15,57.19796533707736
2023-07-16,57.19796533707736
2023-07-17,54.537594856283064
2023-07-18,51.877224375488765
2023-07-19,53.207409615885915
2023-07-20,51.877224375488765
2023-07-21,53.207409615885915
2023-07-22,65.17907677946025
2023-07-23,65.17907677946025
2023-07-24,58.528150577474506
2023-07-25,54.537594856283064
2023-07-26,59.858335817871655
2023-07-27,58.528150577474506
2023-07-28,61.188521058268805
2023-07-29,71.83000298144599
2023-07-30,69.16963250065169
2023-07-31,59.858335817871655
2023-08-01,62.518706298665954
2023-08-02,63.8488915390631
2023-08-03,62.518706298665954
2023-08-04,61.188521058268805
2023-08-05,69.16963250065169
2023-08-06,75.82055870263743
2023-08-07,65.17907677946025
2023-08-08,65.17907677946025
2023-08-09,57.19796533707736
2023-08-10,62.518706298665954
2023-08-11,65.17907677946025
2023-08-12,71.83000298144599
2023-08-13,75.82055870263743
2023-08-14,59.858335817871655
2023-08-15,61.188521058268805
2023-08-16,63.8488915390631
2023-08-17,62.518706298665954
2023-08-18,65.17907677946025
2023-08-19,67.83944726025454
2023-08-20,69.16963250065169
2023-08-21,61.188521058268805
2023-08-22,57.19796533707736
2023-08-23,55.867780096680214
2023-08-24,58.528150577474506
2023-08-25,59.858335817871655
2023-08-26,67.83944726025454
2023-08-27,69.16963250065169
2023-08-28,54.537594856283064
2023-08-29,55.867780096680214
2023-08-30,51.877224375488765
2023-08-31,50.54703913509162
2023-09-01,55.867780096680214
2023-09-02,58.528150577474506
2023-09-03,66.5092620198574
2023-09-04,67.83944726025454
2023-09-05,54.537594856283064
2023-09-06,50.54703913509162
2023-09-07,46.556483413900175
2023-09-08,47.886668654297324
2023-09-09,54.537594856283064
2023-09-10,62.518706298665954
2023-09-11,47.886668654297324
2023-09-12,51.877224375488765
2023-09-13,49.216853894694474
2023-09-14,49.216853894694474
2023-09-15,49.216853894694474
2023-09-16,54.537594856283064
2023-09-17,59.858335817871655
2023-09-18,47.886668654297324
2023-09-19,49.216853894694474
2023-09-20,47.886668654297324
2023-09-21,49.216853894694474
2023-09-22,46.556483413900175
2023-09-23,55.867780096680214
2023-09-24,61.188521058268805
2023-09-25,54.537594856283064
2023-09-26,50.54703913509162
2023-09-27,50.54703913509162
2023-09-28,42.56592769270873
2023-09-29,46.556483413900175
2023-09-30,53.207409615885915
2023-10-01,55.867780096680214
2023-10-02,50.54703913509162
2023-10-03,58.528150577474506
2023-10-04,49.216853894694474
2023-10-05,47.886668654297324
2023-10-06,46.556483413900175
2023-10-07,54.537594856283064
2023-10-08,59.858335817871655
2023-10-09,54.537594856283064
2023-10-10,49.216853894694474
2023-10-11,49.216853894694474
2023-10-12,50.54703913509162
2023-10-13,46.556483413900175
2023-10-14,54.537594856283064
2023-10-15,61.188521058268805
2023-10-16,49.216853894694474
2023-10-17,54.537594856283064
2023-10-18,53.207409615885915
2023-10-19,53.207409615885915
2023-10-20,53.207409615885915
2023-10-21,59.858335817871655
2023-10-22,62.518706298665954
2023-10-23,51.877224375488765
2023-10-24,50.54703913509162
2023-10-25,50.54703913509162
2023-10-26,51.877224375488765
2023-10-27,57.19796533707736
2023-10-28,50.54703913509162
2023-10-29,54.537594856283064
2023-10-30,45.22629817350303
2023-10-31,41.235742452311584
2023-11-01,45.22629817350303
2023-11-02,46.556483413900175
2023-11-03,47.886668654297324
2023-11-04,58.528150577474506
2023-11-05,66.5092620198574
2023-11-06,57.19796533707736
2023-11-07,50.54703913509162
2023-11-08,50.54703913509162
2023-11-09,47.886668654297324
2023-11-10,54.537594856283064
2023-11-11,61.188521058268805
2023-11-12,59.858335817871655
2023-11-13,65.17907677946025
2023-11-14,61.188521058268805
2023-11-15,57.19796533707736
2023-11-16,53.207409615885915
2023-11-17,57.19796533707736
2023-11-18,66.5092620198574
2023-11-19,70.49981774104884
2023-11-20,65.17907677946025
2023-11-21,66.5092620198574
2023-11-22,73.16018822184313
2023-11-23,85.13185538541747
2023-11-24,133.0185240397148
2023-11-25,113.06574543375757
2023-11-26,89.12241110660891
2023-11-27,83.80167014502032
2023-11-28,70.49981774104884
2023-11-29,53.207409615885915
2023-11-30,53.207409615885915
2023-12-01,61.188521058268805
2023-12-02,69.16963250065169
2023-12-03,71.83000298144599
2023-12-04,62.518706298665954
2023-12-05,61.188521058268805
2023-12-06,58.528150577474506
2023-12-07,59.858335817871655
2023-12-08,58.528150577474506
2023-12-09,71.83000298144599
2023-12-10,74.49037346224029
2023-12-11,62.518706298665954
2023-12-12,63.8488915390631
2023-12-13,58.528150577474506
2023-12-14,55.867780096680214
2023-12-15,55.867780096680214
2023-12-16,70.49981774104884
2023-12-17,74.49037346224029
2023-12-18,59.858335817871655
2023-12-19,58.528150577474506
2023-12-20,57.19796533707736
2023-12-21,55.867780096680214
2023-12-22,57.01477157601859
2023-12-23,63.89220829044645
2023-12-24,51.98641868626763
2023-12-25,72.02673322731204
2023-12-26,71.43473762507288
2023-12-27,67.66347295775967
2023-12-28,57.606767178257755
2023-12-29,53.24350690870537
2023-12-30,60.12094362313323
2023-12-31,50.13733486159073
2024-01-01,45.10898197183978
2024-01-02,50.729330463829896
2024-01-03,48.21515401895442
2024-01-04,46.36607019427751
2024-01-05,48.21515401895442
2024-01-06,52.651511306466205
2024-01-07,54.500595131143115
2024-01-08,45.10898197183978
2024-01-09,46.95806579651668
2024-01-10,43.85189374940204
2024-01-11,43.85189374940204
2024-01-12,45.10898197183978
2024-01-13,58.27185979845633
2024-01-14,55.75768335358085
2024-01-15,50.729330463829896
2024-01-16,49.47224224139216
2024-01-17,54.500595131143115
2024-01-18,46.95806579651668
2024-01-19,42.5948055269643
2024-01-20,50.729330463829896
2024-01-21,54.463595406003165
2024-01-22,43.80767456569819
2024-01-23,41.439692156741536
2024-01-24,42.62368336121987
2024-01-25,41.439692156741536
2024-01-26,46.175656974654856
2024-01-27,53.27960420152483
2024-01-28,55.64758661048149
2024-01-29,47.35964817913319
2024-01-30,44.991665770176525
2024-01-31,42.62368336121987
2024-02-01,49.727630588089845
2024-02-02,44.991665770176525
2024-02-03,54.463595406003165
2024-02-04,63.9355250418298
2024-02-05,48.54363938361151
2024-02-06,44.991665770176525
2024-02-07,44.991665770176525
2024-02-08,44.991665770176525
2024-02-09,42.62368336121987
2024-02-10,60.38355142839481
2024-02-11,56.83157781495982
2024-02-12,46.175656974654856
2024-02-13,53.27960420152483
2024-02-14,46.175656974654856
2024-02-15,46.175656974654856
2024-02-16,50.91162179256818
2024-02-17,69.85548106422145
2024-02-18,71.03947226869978
2024-02-19,65.11951624630812
2024-02-20,54.463595406003165
2024-02-21,53.27960420152483
2024-02-22,54.463595406003165
2024-02-23,54.463595406003165
2024-02-24,67.48749865526479
2024-02-25,73.40745467765643
2024-02-26,61.56754263287314
2024-02-27,62.75153383735147
2024-02-28,54.463595406003165
2024-02-29,59.19956022391648
2024-03-01,56.83157781495982
2024-03-02,72.2234634731781
2024-03-03,72.2234634731781
2024-03-04,67.48749865526479
2024-03-05,60.38355142839481
2024-03-06,58.01556901943815
2024-03-07,55.64758661048149
2024-03-08,58.01556901943815
2024-03-09,75.7754370866131
2024-03-10,76.95942829109143
2024-03-11,62.75153383735147
2024-03-12,62.75153383735147
2024-03-13,59.19956022391648
2024-03-14,62.75153383735147
2024-03-15,65.11951624630812
2024-03-16,74.59144588213476
2024-03-17,78.14341949556976
2024-03-18,63.9355250418298
2024-03-19,62.75153383735147
2024-03-20,61.56754263287314
2024-03-21,58.01556901943815
2024-03-22,61.56754263287314
2024-03-23,75.7754370866131
2024-03-24,80.51140190452641
2024-03-25,66.30350745078646
2024-03-26,59.19956022391648
2024-03-27,62.75153383735147
2024-03-28,59.19956022391648
2024-03-29,54.463595406003165
2024-03-30,72.2234634731781
2024-03-31,71.03947226869978
2024-04-01,66.30350745078646
2024-04-02,61.56754263287314
2024-04-03,60.38355142839481
2024-04-04,61.56754263287314
2024-04-05,60.38355142839481
2024-04-06,68.67148985974312
2024-04-07,75.7754370866131
2024-04-08,59.19956022391648
2024-04-09,56.83157781495982
2024-04-10,59.19956022391648
2024-04-11,56.83157781495982
2024-04-12,60.38355142839481
2024-04-13,73.40745467765643
2024-04-14,78.14341949556976
2024-04-15,63.9355250418298
2024-04-16,60.38355142839481
2024-04-17,61.56754263287314
2024-04-18,61.56754263287314
2024-04-19,59.19956022391648
2024-04-20,71.03947226869978
2024-04-21,82.87938431348307
2024-04-22,67.48749865526479
2024-04-23,60.38355142839481
2024-04-24,65.11951624630812
2024-04-25,62.75153383735147
2024-04-26,63.9355250418298
2024-04-27,73.40745467765643
2024-04-28,78.14341949556976
2024-04-29,66.30350745078646
2024-04-30,63.9355250418298
2024-05-01,60.38355142839481
2024-05-02,62.75153383735147
2024-05-03,71.03947226869978
2024-05-04,73.40745467765643
2024-05-05,78.14341949556976
2024-05-06,65.11951624630812
2024-05-07,62.75153383735147
2024-05-08,63.9355250418298
2024-05-09,60.38355142839481
2024-05-10,58.01556901943815
2024-05-11,72.2234634731781
2024-05-12,75.7754370866131
2024-05-13,66.30350745078646
2024-05-14,59.19956022391648
2024-05-15,60.38355142839481
2024-05-16,54.463595406003165
2024-05-17,60.38355142839481
2024-05-18,71.03947226869978
2024-05-19,78.14341949556976
2024-05-20,67.48749865526479
2024-05-21,65.11951624630812
2024-05-22,62.75153383735147
2024-05-23,62.75153383735147
2024-05-24,61.56754263287314
2024-05-25,69.85548106422145
2024-05-26,75.7754370866131
2024-05-27,84.0633755179614
2024-05-28,67.48749865526479
2024-05-29,61.56754263287314
2024-05-30,62.75153383735147
2024-05-31,63.9355250418298
2024-06-01,72.2234634731781
2024-06-02,80.51140190452641
2024-06-03,72.2234634731781
2024-06-04,71.03947226869978
2024-06-05,74.59144588213476
2024-06-06,71.03947226869978
2024-06-07,67.48749865526479
2024-06-08,76.95942829109143
2024-06-09,78.14341949556976
2024-06-10,69.85548106422145
2024-06-11,71.03947226869978
2024-06-12,73.40745467765643
2024-06-13,69.85548106422145
2024-06-14,67.48749865526479
2024-06-15,79.32741070004809
2024-06-16,75.7754370866131
2024-06-17,69.85548106422145
2024-06-18,61.56754263287314
2024-06-19,65.11951624630812
2024-06-20,66.30350745078646
2024-06-21,68.67148985974312
2024-06-22,78.14341949556976
2024-06-23,79.32741070004809
2024-06-24,69.85548106422145
2024-06-25,67.48749865526479
2024-06-26,65.11951624630812
2024-06-27,65.11951624630812
2024-06-28,62.75153383735147
2024-06-29,80.51140190452641
2024-06-30,79.32741070004809
2024-07-01,73.40745467765643
2024-07-02,68.67148985974312
2024-07-03,65.11951624630812
2024-07-04,74.59144588213476
2024-07-05,69.85548106422145
2024-07-06,82.87938431348307
2024-07-07,84.0633755179614
2024-07-08,71.03947226869978
2024-07-09,74.59144588213476
2024-07-10,73.40745467765643
2024-07-11,73.40745467765643
2024-07-12,72.2234634731781
2024-07-13,82.87938431348307
2024-07-14,88.79934033587472
2024-07-15,74.59144588213476
2024-07-16,74.59144588213476
2024-07-17,74.59144588213476
2024-07-18,79.32741070004809
2024-07-19,85.24736672243974
2024-07-20,93.53530515378804
2024-07-21,99.45526117617969
2024-07-22,88.79934033587472
2024-07-23,82.87938431348307
2024-07-24,79.32741070004809
2024-07-25,79.32741070004809
2024-07-26,79.32741070004809
2024-07-27,98.27126997170136
2024-07-28,97.08727876722303
2024-07-29,84.0633755179614
2024-07-30,86.43135792691807
2024-07-31,84.0633755179614
2024-08-01,86.43135792691807
2024-08-02,92.35131394930971
2024-08-03,104.191225994093
2024-08-04,112.47916442544131
2024-08-05,116.0311380388763
2024-08-06,111.29517322096298
2024-08-07,100.63925238065802
2024-08-08,106.55920840304967
2024-08-09,97.08727876722303
2024-08-10,112.47916442544131
2024-08-11,118.39912044783296
2024-08-12,98.27126997170136
2024-08-13,91.16732274483138
2024-08-14,89.98333154035305
2024-08-15,92.35131394930971
2024-08-16,86.43135792691807
2024-08-17,103.00723478961467
2024-08-18,108.0338156304454
2024-08-19,89.00384790755734
2024-08-20,79.48886404611332
2024-08-21,79.48886404611332
2024-08-22,76.7118664937914
2024-08-23,74.7313721153913
2024-08-24,87.61534913139639
2024-08-25,95.14983861444031
2024-08-26,73.34287333923035
2024-08-27,71.36237896083023
2024-08-28,67.19688263234738
2024-08-29,71.9543745630694
2024-08-30,71.36237896083023
2024-08-31,82.85785720067437
2024-09-01,87.61534913139639
2024-09-02,92.37284106211841
2024-09-03,67.19688263234738
2024-09-04,62.43939070162536
2024-09-05,59.0703975470643
2024-09-06,60.45889632322525
2024-09-07,72.75087773699119
2024-09-08,80.08085964835247
2024-09-09,61.847395099386205
2024-09-10,58.47840194482514
2024-09-11,59.0703975470643
2024-09-12,61.05089192546441
2024-09-13,57.681898770903345
2024-09-14,68.58538140850834
2024-09-15,74.7313721153913
2024-09-16,57.681898770903345
2024-09-17,58.94123487021212
2024-09-18,55.755222174524974
2024-09-19,57.348228522368544
2024-09-20,57.348228522368544
2024-09-21,73.27829200080426
2024-09-22,73.27829200080426
