Time,map
2022-04-14,63.0
2022-04-15,57.0
2022-04-16,52.0
2022-04-17,52.0
2022-04-18,59.0
2022-04-19,59.0
2022-04-20,61.0
2022-04-21,60.0
2022-04-22,62.0
2022-04-23,57.0
2022-04-24,57.0
2022-04-25,55.0
2022-04-26,59.0
2022-04-27,56.0
2022-04-28,60.0
2022-04-29,53.0
2022-04-30,52.0
2022-05-01,53.0
2022-05-02,57.0
2022-05-03,56.0
2022-05-04,57.0
2022-05-05,57.0
2022-05-06,55.0
2022-05-07,51.0
2022-05-08,50.0
2022-05-09,60.0
2022-05-10,58.0
2022-05-11,58.0
2022-05-12,61.0
2022-05-13,58.0
2022-05-14,53.0
2022-05-15,53.0
2022-05-16,60.0
2022-05-17,58.0
2022-05-18,56.0
2022-05-19,57.0
2022-05-20,57.0
2022-05-21,56.0
2022-05-22,52.0
2022-05-23,55.0
2022-05-24,58.0
2022-05-25,55.0
2022-05-26,54.0
2022-05-27,52.0
2022-05-28,51.0
2022-05-29,53.0
2022-05-30,53.0
2022-05-31,55.0
2022-06-01,52.0
2022-06-02,56.0
2022-06-03,54.0
2022-06-04,53.0
2022-06-05,53.0
2022-06-06,55.0
2022-06-07,55.0
2022-06-08,58.0
2022-06-09,52.0
2022-06-10,53.0
2022-06-11,51.0
2022-06-12,55.0
2022-06-13,56.0
2022-06-14,57.0
2022-06-15,58.0
2022-06-16,55.0
2022-06-17,54.0
2022-06-18,54.0
2022-06-19,52.0
2022-06-20,55.0
2022-06-21,51.0
2022-06-22,56.0
2022-06-23,53.0
2022-06-24,54.0
2022-06-25,57.0
2022-06-26,57.0
2022-06-27,56.0
2022-06-28,55.0
2022-06-29,54.0
2022-06-30,55.0
2022-07-01,53.0
2022-07-02,55.0
2022-07-03,54.0
2022-07-04,57.0
2022-07-05,58.0
2022-07-06,57.0
2022-07-07,57.0
2022-07-08,54.0
2022-07-09,54.0
2022-07-10,57.0
2022-07-11,55.0
2022-07-12,53.0
2022-07-13,55.0
2022-07-14,54.0
2022-07-15,54.0
2022-07-16,54.0
2022-07-17,56.0
2022-07-18,53.0
2022-07-19,59.0
2022-07-20,54.0
2022-07-21,52.0
2022-07-22,52.0
2022-07-23,55.0
2022-07-24,60.0
2022-07-25,58.0
2022-07-26,55.0
2022-07-27,53.0
2022-07-28,56.0
2022-07-29,59.0
2022-07-30,57.0
2022-07-31,59.0
2022-08-01,58.0
2022-08-02,58.0
2022-08-03,58.0
2022-08-04,58.0
2022-08-05,58.0
2022-08-06,52.0
2022-08-07,56.0
2022-08-08,57.0
2022-08-09,56.0
2022-08-10,56.0
2022-08-11,56.0
2022-08-12,55.0
2022-08-13,53.0
2022-08-14,55.0
2022-08-15,57.0
2022-08-16,59.0
2022-08-17,58.0
2022-08-18,58.0
2022-08-19,59.0
2022-08-20,54.0
2022-08-21,58.0
2022-08-22,68.0
2022-08-23,64.0
2022-08-24,62.0
2022-08-25,61.0
2022-08-26,59.0
2022-08-27,54.0
2022-08-28,57.0
2022-08-29,68.78571428571428
2022-08-30,73.16666666666666
2022-08-31,66.33333333333333
2022-09-01,61.95238095238095
2022-09-02,58.04761904761905
2022-09-03,51.21428571428571
2022-09-04,55.11904761904762
2022-09-05,57.07142857142857
2022-09-06,60.976190476190474
2022-09-07,62.92857142857143
2022-09-08,64.88095238095238
2022-09-09,65.85714285714286
2022-09-10,65.85714285714286
2022-09-11,60.0
2022-09-12,65.85714285714286
2022-09-13,60.0
2022-09-14,60.0
2022-09-15,61.95238095238095
2022-09-16,58.04761904761905
2022-09-17,53.666666666666664
2022-09-18,54.14285714285714
2022-09-19,60.976190476190474
2022-09-20,60.0
2022-09-21,59.02380952380952
2022-09-22,60.0
2022-09-23,56.095238095238095
2022-09-24,51.21428571428571
2022-09-25,54.14285714285714
2022-09-26,69.26190476190476
2022-09-27,78.04761904761904
2022-09-28,95.23809523809523
2022-09-29,83.80952380952381
2022-09-30,73.33333333333333
2022-10-01,60.95238095238095
2022-10-02,56.19047619047619
2022-10-03,59.047619047619044
2022-10-04,56.19047619047619
2022-10-05,55.238095238095234
2022-10-06,58.095238095238095
2022-10-07,54.285714285714285
2022-10-08,52.38095238095238
2022-10-09,50.476190476190474
2022-10-10,54.285714285714285
2022-10-11,55.238095238095234
2022-10-12,52.38095238095238
2022-10-13,51.42857142857142
2022-10-14,56.19047619047619
2022-10-15,48.57142857142857
2022-10-16,49.52380952380952
2022-10-17,55.238095238095234
2022-10-18,53.33333333333333
2022-10-19,53.33333333333333
2022-10-20,53.33333333333333
2022-10-21,49.52380952380952
2022-10-22,48.57142857142857
2022-10-23,45.71428571428571
2022-10-24,51.42857142857142
2022-10-25,50.476190476190474
2022-10-26,50.476190476190474
2022-10-27,51.42857142857142
2022-10-28,47.61904761904761
2022-10-29,44.76190476190476
2022-10-30,44.76190476190476
2022-10-31,47.61904761904761
2022-11-01,47.61904761904761
2022-11-02,49.52380952380952
2022-11-03,51.42857142857142
2022-11-04,55.238095238095234
2022-11-05,53.33333333333333
2022-11-06,51.42857142857142
2022-11-07,51.42857142857142
2022-11-08,56.19047619047619
2022-11-09,74.28571428571428
2022-11-10,59.047619047619044
2022-11-11,54.285714285714285
2022-11-12,48.57142857142857
2022-11-13,47.61904761904761
2022-11-14,52.38095238095238
2022-11-15,56.19047619047619
2022-11-16,55.238095238095234
2022-11-17,51.42857142857142
2022-11-18,50.476190476190474
2022-11-19,46.666666666666664
2022-11-20,45.71428571428571
2022-11-21,44.76190476190476
2022-11-22,45.71428571428571
2022-11-23,41.904761904761905
2022-11-24,38.095238095238095
2022-11-25,40.95238095238095
2022-11-26,42.857142857142854
2022-11-27,46.666666666666664
2022-11-28,47.61904761904761
2022-11-29,49.52380952380952
2022-11-30,51.42857142857142
2022-12-01,52.38095238095238
2022-12-02,46.666666666666664
2022-12-03,44.76190476190476
2022-12-04,45.71428571428571
2022-12-05,46.666666666666664
2022-12-06,49.52380952380952
2022-12-07,50.476190476190474
2022-12-08,50.476190476190474
2022-12-09,46.666666666666664
2022-12-10,44.76190476190476
2022-12-11,45.71428571428571
2022-12-12,48.57142857142857
2022-12-13,48.57142857142857
2022-12-14,47.61904761904761
2022-12-15,50.476190476190474
2022-12-16,47.61904761904761
2022-12-17,44.76190476190476
2022-12-18,42.857142857142854
2022-12-19,45.71428571428571
2022-12-20,45.71428571428571
2022-12-21,49.52380952380952
2022-12-22,51.42857142857142
2022-12-23,78.09523809523809
2022-12-24,66.66666666666666
2022-12-25,46.666666666666664
2022-12-26,50.476190476190474
2022-12-27,50.476190476190474
2022-12-28,52.38095238095238
2022-12-29,51.42857142857142
2022-12-30,49.52380952380952
2022-12-31,44.76190476190476
2023-01-01,52.38095238095238
2023-01-02,52.38095238095238
2023-01-03,53.33333333333333
2023-01-04,56.19047619047619
2023-01-05,60.0
2023-01-06,56.19047619047619
2023-01-07,48.57142857142857
2023-01-08,57.14285714285714
2023-01-09,62.857142857142854
2023-01-10,63.8095238095238
2023-01-11,57.14285714285714
2023-01-12,59.047619047619044
2023-01-13,55.238095238095234
2023-01-14,50.476190476190474
2023-01-15,49.52380952380952
2023-01-16,52.38095238095238
2023-01-17,58.095238095238095
2023-01-18,56.19047619047619
2023-01-19,58.095238095238095
2023-01-20,52.38095238095238
2023-01-21,46.666666666666664
2023-01-22,49.52380952380952
2023-01-23,56.19047619047619
2023-01-24,58.095238095238095
2023-01-25,58.095238095238095
2023-01-26,53.33333333333333
2023-01-27,53.33333333333333
2023-01-28,47.61904761904761
2023-01-29,49.52380952380952
2023-01-30,52.38095238095238
2023-01-31,57.14285714285714
2023-02-01,57.14285714285714
2023-02-02,59.047619047619044
2023-02-03,56.19047619047619
2023-02-04,49.52380952380952
2023-02-05,51.42857142857142
2023-02-06,60.95238095238095
2023-02-07,60.0
2023-02-08,53.33333333333333
2023-02-09,54.285714285714285
2023-02-10,56.19047619047619
2023-02-11,50.476190476190474
2023-02-12,51.42857142857142
2023-02-13,51.42857142857142
2023-02-14,57.14285714285714
2023-02-15,59.047619047619044
2023-02-16,60.0
2023-02-17,56.19047619047619
2023-02-18,52.38095238095238
2023-02-19,54.285714285714285
2023-02-20,54.285714285714285
2023-02-21,59.047619047619044
2023-02-22,61.9047619047619
2023-02-23,80.0
2023-02-24,68.57142857142857
2023-02-25,58.095238095238095
2023-02-26,56.19047619047619
2023-02-27,62.857142857142854
2023-02-28,58.095238095238095
2023-03-01,60.0
2023-03-02,58.095238095238095
2023-03-03,58.095238095238095
2023-03-04,64.76190476190476
2023-03-05,57.14285714285714
2023-03-06,60.95238095238095
2023-03-07,57.14285714285714
2023-03-08,55.238095238095234
2023-03-09,55.238095238095234
2023-03-10,56.19047619047619
2023-03-11,52.38095238095238
2023-03-12,54.285714285714285
2023-03-13,55.238095238095234
2023-03-14,60.0
2023-03-15,60.0
2023-03-16,60.0
2023-03-17,51.42857142857142
2023-03-18,52.38095238095238
2023-03-19,54.285714285714285
2023-03-20,55.238095238095234
2023-03-21,56.19047619047619
2023-03-22,59.047619047619044
2023-03-23,55.238095238095234
2023-03-24,57.14285714285714
2023-03-25,56.19047619047619
2023-03-26,57.14285714285714
2023-03-27,55.238095238095234
2023-03-28,56.19047619047619
2023-03-29,52.38095238095238
2023-03-30,53.33333333333333
2023-03-31,55.238095238095234
2023-04-01,62.857142857142854
2023-04-02,56.19047619047619
2023-04-03,56.19047619047619
2023-04-04,55.238095238095234
2023-04-05,56.19047619047619
2023-04-06,54.285714285714285
2023-04-07,50.476190476190474
2023-04-08,47.61904761904761
2023-04-09,47.61904761904761
2023-04-10,53.33333333333333
2023-04-11,51.42857142857142
2023-04-12,54.285714285714285
2023-04-13,54.285714285714285
2023-04-14,55.238095238095234
2023-04-15,51.42857142857142
2023-04-16,57.14285714285714
2023-04-17,54.285714285714285
2023-04-18,53.33333333333333
2023-04-19,54.285714285714285
2023-04-20,55.238095238095234
2023-04-21,54.285714285714285
2023-04-22,52.38095238095238
2023-04-23,54.285714285714285
2023-04-24,55.238095238095234
2023-04-25,53.33333333333333
2023-04-26,54.50311005275799
2023-04-27,52.343659119057875
2023-04-28,50.58656484579749
2023-04-29,46.67001963883699
2023-04-30,52.343659119057875
2023-05-01,54.10075339231827
2023-05-02,52.343659119057875
2023-05-03,52.7460157794976
2023-05-04,53.22220625568807
2023-05-05,51.8674686428674
2023-05-06,47.54856677546719
2023-05-07,48.829470572537105
2023-05-08,54.97930052894846
2023-05-09,54.97930052894846
2023-05-10,53.22220625568807
2023-05-11,51.465111982427686
2023-05-12,53.22220625568807
2023-05-13,50.58656484579749
2023-05-14,48.829470572537105
2023-05-15,56.260204326018375
2023-05-16,58.41965525971848
2023-05-17,57.13875146264857
2023-05-18,58.01729859927876
2023-05-19,55.38165718938818
2023-05-20,52.343659119057875
2023-05-21,55.38165718938818
2023-05-22,55.38165718938818
2023-05-23,59.29820239634867
2023-05-24,54.10075339231827
2023-05-25,55.38165718938818
2023-05-26,51.50165253628394
2023-05-27,50.696939215404505
2023-05-28,52.30636585716338
2023-05-29,53.111079178042814
2023-05-30,52.30636585716338
2023-05-31,52.30636585716338
2023-06-01,51.50165253628394
2023-06-02,54.72050581980169
2023-06-03,52.30636585716338
2023-06-04,55.52521914068112
2023-06-05,56.32993246156056
2023-06-06,61.15821238683718
2023-06-07,80.47133208794367
2023-06-08,79.66661876706422
2023-06-09,62.76763902859605
2023-06-10,56.32993246156056
2023-06-11,59.548785745078305
2023-06-12,61.15821238683718
2023-06-13,57.93935910331943
2023-06-14,57.93935910331943
2023-06-15,56.32993246156056
2023-06-16,59.548785745078305
2023-06-17,57.93935910331943
2023-06-18,61.962925707716614
2023-06-19,61.15821238683718
2023-06-20,57.134645782439996
2023-06-21,57.134645782439996
2023-06-22,57.134645782439996
2023-06-23,58.74407242419887
2023-06-24,55.52521914068112
2023-06-25,59.548785745078305
2023-06-26,64.37706567035492
2023-06-27,63.57235234947549
2023-06-28,68.40063227475211
2023-06-29,67.59591895387267
2023-06-30,63.57235234947549
2023-07-01,58.74407242419887
2023-07-02,61.15821238683718
2023-07-03,58.74407242419887
2023-07-04,56.32993246156056
2023-07-05,56.32993246156056
2023-07-06,55.52521914068112
2023-07-07,53.91579249892225
2023-07-08,56.32993246156056
2023-07-09,56.32993246156056
2023-07-10,54.72050581980169
2023-07-11,57.134645782439996
2023-07-12,53.111079178042814
2023-07-13,54.72050581980169
2023-07-14,57.134645782439996
2023-07-15,60.35349906595774
2023-07-16,61.962925707716614
2023-07-17,57.134645782439996
2023-07-18,54.72050581980169
2023-07-19,56.32993246156056
2023-07-20,53.111079178042814
2023-07-21,54.72050581980169
2023-07-22,52.30636585716338
2023-07-23,53.91579249892225
2023-07-24,53.111079178042814
2023-07-25,55.52521914068112
2023-07-26,55.52521914068112
2023-07-27,54.72050581980169
2023-07-28,53.111079178042814
2023-07-29,59.548785745078305
2023-07-30,56.32993246156056
2023-07-31,53.111079178042814
2023-08-01,52.30636585716338
2023-08-02,50.696939215404505
2023-08-03,54.72050581980169
2023-08-04,51.50165253628394
2023-08-05,53.111079178042814
2023-08-06,55.52521914068112
2023-08-07,56.32993246156056
2023-08-08,57.134645782439996
2023-08-09,64.37706567035492
2023-08-10,63.57235234947549
2023-08-11,60.35349906595774
2023-08-12,58.74407242419887
2023-08-13,60.35349906595774
2023-08-14,61.15821238683718
2023-08-15,59.548785745078305
2023-08-16,59.548785745078305
2023-08-17,60.35349906595774
2023-08-18,58.74407242419887
2023-08-19,63.57235234947549
2023-08-20,69.20534559563154
2023-08-21,74.8383388417876
2023-08-22,65.18177899123437
2023-08-23,61.962925707716614
2023-08-24,61.15821238683718
2023-08-25,73.22891220002873
2023-08-26,58.74407242419887
2023-08-27,63.57235234947549
2023-08-28,71.61948555826986
2023-08-29,74.03362552090816
2023-08-30,77.25247880442592
2023-08-31,64.37706567035492
2023-09-01,59.548785745078305
2023-09-02,49.08751257364563
2023-09-03,51.50165253628394
2023-09-04,51.50165253628394
2023-09-05,59.548785745078305
2023-09-06,57.93935910331943
2023-09-07,56.32993246156056
2023-09-08,55.52521914068112
2023-09-09,54.72050581980169
2023-09-10,55.52521914068112
2023-09-11,59.548785745078305
2023-09-12,57.134645782439996
2023-09-13,57.93935910331943
2023-09-14,54.72050581980169
2023-09-15,53.111079178042814
2023-09-16,49.89222589452507
2023-09-17,51.50165253628394
2023-09-18,54.72050581980169
2023-09-19,58.74407242419887
2023-09-20,57.93935910331943
2023-09-21,57.93935910331943
2023-09-22,54.72050581980169
2023-09-23,50.696939215404505
2023-09-24,50.696939215404505
2023-09-25,53.111079178042814
2023-09-26,55.52521914068112
2023-09-27,54.72050581980169
2023-09-28,53.91579249892225
2023-09-29,51.50165253628394
2023-09-30,45.86865929012789
2023-10-01,48.282799252766196
2023-10-02,50.696939215404505
2023-10-03,53.111079178042814
2023-10-04,51.50165253628394
2023-10-05,56.32993246156056
2023-10-06,52.30636585716338
2023-10-07,56.32993246156056
2023-10-08,62.76763902859605
2023-10-09,70.81477223739041
2023-10-10,68.40063227475211
2023-10-11,66.79120563299324
2023-10-12,64.37706567035492
2023-10-13,61.15821238683718
2023-10-14,61.15821238683718
2023-10-15,57.93935910331943
2023-10-16,54.72050581980169
2023-10-17,56.32993246156056
2023-10-18,52.30636585716338
2023-10-19,54.72050581980169
2023-10-20,51.50165253628394
2023-10-21,47.47808593188676
2023-10-22,49.89222589452507
2023-10-23,53.111079178042814
2023-10-24,51.50165253628394
2023-10-25,53.91579249892225
2023-10-26,58.74407242419887
2023-10-27,53.111079178042814
2023-10-28,49.08751257364563
2023-10-29,44.259232648369014
2023-10-30,49.89222589452507
2023-10-31,49.89222589452507
2023-11-01,51.50165253628394
2023-11-02,53.111079178042814
2023-11-03,54.72050581980169
2023-11-04,45.86865929012789
2023-11-05,48.282799252766196
2023-11-06,51.50165253628394
2023-11-07,53.111079178042814
2023-11-08,52.30636585716338
2023-11-09,52.30636585716338
2023-11-10,48.282799252766196
2023-11-11,44.259232648369014
2023-11-12,48.282799252766196
2023-11-13,49.89222589452507
2023-11-14,49.08751257364563
2023-11-15,50.696939215404505
2023-11-16,51.50165253628394
2023-11-17,49.08751257364563
2023-11-18,45.06394596924845
2023-11-19,45.86865929012789
2023-11-20,44.259232648369014
2023-11-21,46.67337261100732
2023-11-22,43.45451932748958
2023-11-23,38.62623940221296
2023-11-24,40.23566604397183
2023-11-25,41.04037936485127
2023-11-26,45.06394596924845
2023-11-27,47.47808593188676
2023-11-28,49.08751257364563
2023-11-29,49.89222589452507
2023-11-30,46.67337261100732
2023-12-01,46.67337261100732
2023-12-02,42.64980600661014
2023-12-03,47.47808593188676
2023-12-04,49.89222589452507
2023-12-05,50.696939215404505
2023-12-06,50.696939215404505
2023-12-07,49.08751257364563
2023-12-08,51.50165253628394
2023-12-09,48.282799252766196
2023-12-10,50.696939215404505
2023-12-11,54.72050581980169
2023-12-12,47.47808593188676
2023-12-13,48.282799252766196
2023-12-14,46.67337261100732
2023-12-15,45.06394596924845
2023-12-16,41.845092685730705
2023-12-17,44.259232648369014
2023-12-18,55.52521914068112
2023-12-19,48.282799252766196
2023-12-20,49.08751257364563
2023-12-21,45.86865929012789
2023-12-22,41.898740240456
2023-12-23,44.4738228672702
2023-12-24,41.898740240456
2023-12-25,41.04037936485126
2023-12-26,45.73454040331465
2023-12-27,49.16798390573358
2023-12-28,46.59290127891938
2023-12-29,47.45126215452411
2023-12-30,44.4738228672702
2023-12-31,47.45126215452411
2024-01-01,47.45126215452411
2024-01-02,49.16798390573358
2024-01-03,51.28706231738276
2024-01-04,50.88470565694304
2024-01-05,50.88470565694304
2024-01-06,48.30962303012885
2024-01-07,51.74306653254777
2024-01-08,54.72050581980169
2024-01-09,65.4231929874982
2024-01-10,70.11735402596157
2024-01-11,54.72050581980169
2024-01-12,59.01231019782534
2024-01-13,63.70647123628873
2024-01-14,61.13138860947453
2024-01-15,56.83958423145087
2024-01-16,58.556305982660334
2024-01-17,57.6979451070556
2024-01-18,57.29558844661588
2024-01-19,53.862144944196956
2024-01-20,47.45126215452411
2024-01-21,49.24845523782152
2024-01-22,55.63251425013171
2024-01-23,55.63251425013171
2024-01-24,56.54452268046174
2024-01-25,53.80849738947166
2024-01-26,52.89648895914163
2024-01-27,49.24845523782152
2024-01-28,48.33644680749149
2024-01-29,55.63251425013171
2024-01-30,54.72050581980169
2024-01-31,52.89648895914163
2024-02-01,52.89648895914163
2024-02-02,51.072472098481576
2024-02-03,47.42443837716146
2024-02-04,51.072472098481576
2024-02-05,62.01657326244191
2024-02-06,56.54452268046174
2024-02-07,55.63251425013171
2024-02-08,52.89648895914163
2024-02-09,51.9844805288116
2024-02-10,47.42443837716146
2024-02-11,43.77640465584135
2024-02-12,45.600421516501406
2024-02-13,53.80849738947166
2024-02-14,49.24845523782152
2024-02-15,51.9844805288116
2024-02-16,52.89648895914163
2024-02-17,48.33644680749149
2024-02-18,52.89648895914163
2024-02-19,51.9844805288116
2024-02-20,53.80849738947166
2024-02-21,52.89648895914163
2024-02-22,66.57661541409205
2024-02-23,51.9844805288116
2024-02-24,46.51242994683143
2024-02-25,51.9844805288116
2024-02-26,54.72050581980169
2024-02-27,55.63251425013171
2024-02-28,60.19255640178186
2024-02-29,58.3685395411218
2024-03-01,52.89648895914163
2024-03-02,51.9844805288116
2024-03-03,50.16046366815154
2024-03-04,53.80849738947166
2024-03-05,58.3685395411218
2024-03-06,54.72050581980169
2024-03-07,52.89648895914163
2024-03-08,49.24845523782152
2024-03-09,48.33644680749149
2024-03-10,51.072472098481576
2024-03-11,51.072472098481576
2024-03-12,53.80849738947166
2024-03-13,52.89648895914163
2024-03-14,55.63251425013171
2024-03-15,53.80849738947166
2024-03-16,51.072472098481576
2024-03-17,49.24845523782152
2024-03-18,53.80849738947166
2024-03-19,52.89648895914163
2024-03-20,53.80849738947166
2024-03-21,52.89648895914163
2024-03-22,50.16046366815154
2024-03-23,48.33644680749149
2024-03-24,52.89648895914163
2024-03-25,54.72050581980169
2024-03-26,57.45653111079177
2024-03-27,53.80849738947166
2024-03-28,53.80849738947166
2024-03-29,47.42443837716146
2024-03-30,47.42443837716146
2024-03-31,44.68841308617138
2024-04-01,53.80849738947166
2024-04-02,56.54452268046174
2024-04-03,59.280547971451824
2024-04-04,62.01657326244191
2024-04-05,67.48862384442208
2024-04-06,58.3685395411218
2024-04-07,62.928581692771935
2024-04-08,91.20084303300281
2024-04-09,54.72050581980169
2024-04-10,56.54452268046174
2024-04-11,53.80849738947166
2024-04-12,53.80849738947166
2024-04-13,50.16046366815154
2024-04-14,52.89648895914163
2024-04-15,51.9844805288116
2024-04-16,51.072472098481576
2024-04-17,52.89648895914163
2024-04-18,51.9844805288116
2024-04-19,51.072472098481576
2024-04-20,49.24845523782152
2024-04-21,50.16046366815154
2024-04-22,52.89648895914163
2024-04-23,51.072472098481576
2024-04-24,51.9844805288116
2024-04-25,51.072472098481576
2024-04-26,50.16046366815154
2024-04-27,51.072472098481576
2024-04-28,51.9844805288116
2024-04-29,55.63251425013171
2024-04-30,54.72050581980169
2024-05-01,51.072472098481576
2024-05-02,54.72050581980169
2024-05-03,55.63251425013171
2024-05-04,47.42443837716146
2024-05-05,51.072472098481576
2024-05-06,57.45653111079177
2024-05-07,54.72050581980169
2024-05-08,59.280547971451824
2024-05-09,55.63251425013171
2024-05-10,54.72050581980169
2024-05-11,57.45653111079177
2024-05-12,55.63251425013171
2024-05-13,57.45653111079177
2024-05-14,51.9844805288116
2024-05-15,53.80849738947166
2024-05-16,52.89648895914163
2024-05-17,59.280547971451824
2024-05-18,51.9844805288116
2024-05-19,50.16046366815154
2024-05-20,54.72050581980169
2024-05-21,53.80849738947166
2024-05-22,53.80849738947166
2024-05-23,53.80849738947166
2024-05-24,51.072472098481576
2024-05-25,51.9844805288116
2024-05-26,54.72050581980169
2024-05-27,56.54452268046174
2024-05-28,54.72050581980169
2024-05-29,55.63251425013171
2024-05-30,51.072472098481576
2024-05-31,51.072472098481576
2024-06-01,50.16046366815154
2024-06-02,50.16046366815154
2024-06-03,54.72050581980169
2024-06-04,53.80849738947166
2024-06-05,53.80849738947166
2024-06-06,52.89648895914163
2024-06-07,50.16046366815154
2024-06-08,49.24845523782152
2024-06-09,52.89648895914163
2024-06-10,53.80849738947166
2024-06-11,51.072472098481576
2024-06-12,51.9844805288116
2024-06-13,48.33644680749149
2024-06-14,48.33644680749149
2024-06-15,51.072472098481576
2024-06-16,51.072472098481576
2024-06-17,52.89648895914163
2024-06-18,55.63251425013171
2024-06-19,54.72050581980169
2024-06-20,52.89648895914163
2024-06-21,53.80849738947166
2024-06-22,54.72050581980169
2024-06-23,57.45653111079177
2024-06-24,56.54452268046174
2024-06-25,55.63251425013171
2024-06-26,56.54452268046174
2024-06-27,53.80849738947166
2024-06-28,49.24845523782152
2024-06-29,52.89648895914163
2024-06-30,57.45653111079177
2024-07-01,55.63251425013171
2024-07-02,54.72050581980169
2024-07-03,54.72050581980169
2024-07-04,55.63251425013171
2024-07-05,53.80849738947166
2024-07-06,57.45653111079177
2024-07-07,59.280547971451824
2024-07-08,68.40063227475211
2024-07-09,68.40063227475211
2024-07-10,66.57661541409205
2024-07-11,60.19255640178186
2024-07-12,55.63251425013171
2024-07-13,56.54452268046174
2024-07-14,52.89648895914163
2024-07-15,53.80849738947166
2024-07-16,55.63251425013171
2024-07-17,55.63251425013171
2024-07-18,53.80849738947166
2024-07-19,50.16046366815154
2024-07-20,51.072472098481576
2024-07-21,55.63251425013171
2024-07-22,55.63251425013171
2024-07-23,55.63251425013171
2024-07-24,53.80849738947166
2024-07-25,55.63251425013171
2024-07-26,53.80849738947166
2024-07-27,57.45653111079177
2024-07-28,58.3685395411218
2024-07-29,55.63251425013171
2024-07-30,56.54452268046174
2024-07-31,55.63251425013171
2024-08-01,51.072472098481576
2024-08-02,52.89648895914163
2024-08-03,55.63251425013171
2024-08-04,56.54452268046174
2024-08-05,59.280547971451824
2024-08-06,54.72050581980169
2024-08-07,58.3685395411218
2024-08-08,58.3685395411218
2024-08-09,58.3685395411218
2024-08-10,53.80849738947166
2024-08-11,54.72050581980169
2024-08-12,60.19255640178186
2024-08-13,56.54452268046174
2024-08-14,56.54452268046174
2024-08-15,58.3685395411218
2024-08-16,56.54452268046174
2024-08-17,53.80849738947166
2024-08-18,58.24525053183156
2024-08-19,64.85607325765773
2024-08-20,61.55066189474464
2024-08-21,58.70125474699657
2024-08-22,58.70125474699657
2024-08-23,61.55066189474464
2024-08-24,50.72241937567536
2024-08-25,54.48383495375346
2024-08-26,65.31207747282275
2024-08-27,69.07349305090085
2024-08-28,66.22408590315277
2024-08-29,61.094657679579626
2024-08-30,58.70125474699657
2024-08-31,51.17842359084037
2024-09-01,53.571826523423425
2024-09-02,50.72241937567536
2024-09-03,58.70125474699657
2024-09-04,61.55066189474464
2024-09-05,58.24525053183156
2024-09-06,57.333242101501526
2024-09-07,50.26641516051034
2024-09-08,53.571826523423425
2024-09-09,61.094657679579626
2024-09-10,66.22408590315277
2024-09-11,66.22408590315277
2024-09-12,72.37890441381393
2024-09-13,61.094657679579626
2024-09-14,49.810410945345325
2024-09-15,49.810410945345325
2024-09-16,58.24525053183156
2024-09-17,54.24716408770523
2024-09-18,58.12196152254131
2024-09-19,54.24716408770523
2024-09-20,54.24716408770523
2024-09-21,50.37236665286914
2024-09-22,50.37236665286914
2024-09-23,58.12196152254131
2024-09-24,58.12196152254131
2024-09-25,61.9967589573774
2024-09-26,69.74635382704957
