Time,fidelity_login
2022-09-24,27.967843411394618
2022-09-25,19.632995456134218
2022-09-26,46.119189094722124
2022-09-27,46.119189094722124
2022-09-28,48.16497728067109
2022-09-29,48.16497728067109
2022-09-30,49.12827682628451
2022-10-01,31.788885005242918
2022-10-02,21.19259000349528
2022-10-03,53.94477455435162
2022-10-04,68.39426773855294
2022-10-05,62.61447046487242
2022-10-06,51.05487591751135
2022-10-07,45.275078643830824
2022-10-08,26.00908773156239
2022-10-09,19.265990912268435
2022-10-10,44.3117790982174
2022-10-11,47.201677735057665
2022-10-12,48.16497728067109
2022-10-13,54.90807409996504
2022-10-14,48.16497728067109
2022-10-15,26.97238727717581
2022-10-16,21.19259000349528
2022-10-17,57.797972736805306
2022-10-18,62.61447046487242
2022-10-19,59.724571828032154
2022-10-20,54.90807409996504
2022-10-21,57.797972736805306
2022-10-22,34.67878364208318
2022-10-23,21.19259000349528
2022-10-24,56.83467319119188
2022-10-25,71.28416637539321
2022-10-26,65.50436910171268
2022-10-27,63.577770010485835
2022-10-28,74.17406501223348
2022-10-29,40.45858091576372
2022-10-30,22.1558895491087
2022-10-31,48.16497728067109
2022-11-01,56.83467319119188
2022-11-02,53.94477455435162
2022-11-03,51.05487591751135
2022-11-04,55.871373645578466
2022-11-05,30.825585459629497
2022-11-06,23.119189094722124
2022-11-07,51.05487591751135
2022-11-08,57.797972736805306
2022-11-09,47.201677735057665
2022-11-10,62.61447046487242
2022-11-11,71.28416637539321
2022-11-12,41.421880461377135
2022-11-13,24.082488640335544
2022-11-14,54.90807409996504
2022-11-15,73.21076546662006
2022-11-16,62.61447046487242
2022-11-17,57.797972736805306
2022-11-18,54.90807409996504
2022-11-19,32.75218455085634
2022-11-20,22.1558895491087
2022-11-21,43.34847955260398
2022-11-22,55.871373645578466
2022-11-23,57.797972736805306
2022-11-24,25.045788185948968
2022-11-25,34.67878364208318
2022-11-26,26.97238727717581
2022-11-27,22.1558895491087
2022-11-28,47.201677735057665
2022-11-29,50.091576371897936
2022-11-30,56.83467319119188
2022-12-01,71.28416637539321
2022-12-02,59.724571828032154
2022-12-03,39.495281370150295
2022-12-04,24.082488640335544
2022-12-05,50.091576371897936
2022-12-06,54.90807409996504
2022-12-07,53.94477455435162
2022-12-08,61.651170919258995
2022-12-09,55.871373645578466
2022-12-10,31.788885005242918
2022-12-11,21.19259000349528
2022-12-12,53.94477455435162
2022-12-13,66.46766864732611
2022-12-14,59.724571828032154
2022-12-15,56.83467319119188
2022-12-16,54.90807409996504
2022-12-17,27.935686822789233
2022-12-18,19.265990912268435
2022-12-19,49.12827682628451
2022-12-20,55.871373645578466
2022-12-21,56.83467319119188
2022-12-22,51.05487591751135
2022-12-23,46.23837818944425
2022-12-24,24.082488640335544
2022-12-25,15.412792729814749
2022-12-26,26.97238727717581
2022-12-27,52.9814750087382
2022-12-28,61.651170919258995
2022-12-29,63.577770010485835
2022-12-30,61.651170919258995
2022-12-31,40.45858091576372
2023-01-01,30.825585459629497
2023-01-02,42.38518000699056
2023-01-03,64.54106955609926
2023-01-04,74.17406501223348
2023-01-05,68.39426773855294
2023-01-06,68.39426773855294
2023-01-07,47.201677735057665
2023-01-08,27.935686822789233
2023-01-09,60.68787137364557
2023-01-10,69.35756728416636
2023-01-11,69.35756728416636
2023-01-12,72.24746592100664
2023-01-13,71.28416637539321
2023-01-14,48.16497728067109
2023-01-15,25.045788185948968
2023-01-16,37.56868227892345
2023-01-17,60.68787137364557
2023-01-18,68.39426773855294
2023-01-19,58.76127228241873
2023-01-20,68.39426773855294
2023-01-21,48.16497728067109
2023-01-22,29.862285914016077
2023-01-23,71.28416637539321
2023-01-24,86.69695910520797
2023-01-25,67.43096819293953
2023-01-26,71.28416637539321
2023-01-27,76.10066410346032
2023-01-28,50.091576371897936
2023-01-29,33.715484096469766
2023-01-30,61.651170919258995
2023-01-31,75.1373645578469
2023-02-01,96.32995456134218
2023-02-02,85.73365955959454
2023-02-03,79.95386228591401
2023-02-04,49.12827682628451
2023-02-05,34.67878364208318
2023-02-06,61.651170919258995
2023-02-07,74.17406501223348
2023-02-08,67.43096819293953
2023-02-09,62.61447046487242
2023-02-10,62.61447046487242
2023-02-11,46.23837818944425
2023-02-12,32.75218455085634
2023-02-13,59.724571828032154
2023-02-14,72.24746592100664
2023-02-15,73.21076546662006
2023-02-16,67.43096819293953
2023-02-17,66.46766864732611
2023-02-18,43.34847955260398
2023-02-19,31.788885005242918
2023-02-20,45.275078643830824
2023-02-21,60.68787137364557
2023-02-22,63.577770010485835
2023-02-23,63.577770010485835
2023-02-24,60.68787137364557
2023-02-25,43.34847955260398
2023-02-26,33.715484096469766
2023-02-27,63.577770010485835
2023-02-28,69.35756728416636
2023-03-01,69.35756728416636
2023-03-02,63.577770010485835
2023-03-03,67.43096819293953
2023-03-04,51.05487591751135
2023-03-05,36.60538273331003
2023-03-06,63.577770010485835
2023-03-07,65.50436910171268
2023-03-08,61.651170919258995
2023-03-09,60.68787137364557
2023-03-10,63.577770010485835
2023-03-11,44.3117790982174
2023-03-12,35.642083187696606
2023-03-13,67.43096819293953
2023-03-14,75.1373645578469
2023-03-15,71.28416637539321
2023-03-16,70.32086682977979
2023-03-17,60.68787137364557
2023-03-18,36.60538273331003
2023-03-19,33.715484096469766
2023-03-20,68.39426773855294
2023-03-21,72.24746592100664
2023-03-22,66.46766864732611
2023-03-23,62.61447046487242
2023-03-24,62.61447046487242
2023-03-25,41.421880461377135
2023-03-26,33.715484096469766
2023-03-27,60.68787137364557
2023-03-28,61.651170919258995
2023-03-29,68.39426773855294
2023-03-30,68.39426773855294
2023-03-31,76.10066410346032
2023-04-01,54.90807409996504
2023-04-02,35.642083187696606
2023-04-03,70.32086682977979
2023-04-04,73.21076546662006
2023-04-05,68.39426773855294
2023-04-06,62.61447046487242
2023-04-07,55.871373645578466
2023-04-08,38.53198182453687
2023-04-09,28.898986368402653
2023-04-10,67.43096819293953
2023-04-11,73.21076546662006
2023-04-12,68.39426773855294
2023-04-13,69.35756728416636
2023-04-14,71.28416637539321
2023-04-15,41.421880461377135
2023-04-16,35.642083187696606
2023-04-17,68.39426773855294
2023-04-18,72.24746592100664
2023-04-19,65.50436910171268
2023-04-20,55.871373645578466
2023-04-21,54.90807409996504
2023-04-22,32.75218455085634
2023-04-23,24.082488640335544
2023-04-24,55.871373645578466
2023-04-25,53.94477455435162
2023-04-26,54.903848451658135
2023-04-27,57.81932338088231
2023-04-28,66.07557296495352
2023-04-29,41.29829878194528
2023-04-30,26.23927436301765
2023-05-01,57.81932338088231
2023-05-02,56.84749840447425
2023-05-03,55.38549822446484
2023-05-04,56.3573232008729
2023-05-05,59.27279813009709
2023-05-06,40.32647380553722
2023-05-07,24.295624410201526
2023-05-08,55.87567342806619
2023-05-09,55.87567342806619
2023-05-10,56.3573232008729
2023-05-11,53.93202347525007
2023-05-12,51.988373522433946
2023-05-13,31.580049017864667
2023-05-14,20.408324504569286
2023-05-15,58.79114835729038
2023-05-16,63.160098035729334
2023-05-17,57.81932338088231
2023-05-18,66.07557296495352
2023-05-19,60.7347983101065
2023-05-20,34.985699150690195
2023-05-21,25.26744938660959
2023-05-22,55.38549822446484
2023-05-23,62.188273059321276
2023-05-24,56.84749840447425
2023-05-25,59.76297333369844
2023-05-26,65.68347728258092
2023-05-27,36.272965066499914
2023-05-28,21.56770895845941
2023-05-29,24.508760180067508
2023-05-30,62.742426060972825
2023-05-31,66.66382768978363
2023-06-01,70.58522931859443
2023-06-02,81.36908379782413
2023-06-03,50.97822117454042
2023-06-04,32.351563437689116
2023-06-05,63.722776468175525
2023-06-06,71.56557972579712
2023-06-07,71.56557972579712
2023-06-08,67.64417809698632
2023-06-09,72.54593013299983
2023-06-10,37.253315473702614
2023-06-11,23.52840977286481
2023-06-12,70.58522931859443
2023-06-13,82.34943420502684
2023-06-14,77.44768216901333
2023-06-15,81.36908379782413
2023-06-16,79.40838298341873
2023-06-17,39.21401628810801
2023-06-18,24.508760180067508
2023-06-19,38.23366588090531
2023-06-20,65.68347728258092
2023-06-21,69.60487891139172
2023-06-22,60.781725246567426
2023-06-23,59.801374839364726
2023-06-24,33.331913844891815
2023-06-25,24.508760180067508
2023-06-26,60.781725246567426
2023-06-27,71.56557972579712
2023-06-28,70.58522931859443
2023-06-29,68.62452850418903
2023-06-30,75.48698135460793
2023-07-01,53.91927239614852
2023-07-02,30.390862623283713
2023-07-03,63.722776468175525
2023-07-04,43.13541791691882
2023-07-05,69.60487891139172
2023-07-06,70.58522931859443
2023-07-07,66.66382768978363
2023-07-08,38.23366588090531
2023-07-09,26.46946099447291
2023-07-10,66.66382768978363
2023-07-11,76.46733176181063
2023-07-12,78.42803257621603
2023-07-13,82.34943420502684
2023-07-14,83.32978461222953
2023-07-15,42.15506750971612
2023-07-16,28.43016180887831
2023-07-17,71.56557972579712
2023-07-18,84.31013501943224
2023-07-19,79.40838298341873
2023-07-20,67.64417809698632
2023-07-21,62.742426060972825
2023-07-22,34.312264252094515
2023-07-23,24.508760180067508
2023-07-24,65.68347728258092
2023-07-25,67.64417809698632
2023-07-26,67.64417809698632
2023-07-27,65.68347728258092
2023-07-28,65.68347728258092
2023-07-29,41.17471710251342
2023-07-30,26.46946099447291
2023-07-31,68.62452850418903
2023-08-01,70.58522931859443
2023-08-02,62.742426060972825
2023-08-03,60.781725246567426
2023-08-04,61.762075653770125
2023-08-05,30.390862623283713
2023-08-06,24.508760180067508
2023-08-07,64.70312687537823
2023-08-08,61.762075653770125
2023-08-09,52.93892198894582
2023-08-10,51.95857158174312
2023-08-11,53.91927239614852
2023-08-12,28.43016180887831
2023-08-13,23.52840977286481
2023-08-14,51.95857158174312
2023-08-15,59.801374839364726
2023-08-16,55.87997321055392
2023-08-17,51.95857158174312
2023-08-18,50.97822117454042
2023-08-19,28.43016180887831
2023-08-20,21.56770895845941
2023-08-21,54.89962280335122
2023-08-22,53.91927239614852
2023-08-23,52.93892198894582
2023-08-24,50.97822117454042
2023-08-25,46.07646913852692
2023-08-26,29.410512216081013
2023-08-27,20.58735855125671
2023-08-28,48.03716995293232
2023-08-29,60.781725246567426
2023-08-30,60.781725246567426
2023-08-31,56.86032361775662
2023-09-01,59.801374839364726
2023-09-02,31.371213030486413
2023-09-03,22.54805936566211
2023-09-04,25.48911058727021
2023-09-05,53.91927239614852
2023-09-06,53.91927239614852
2023-09-07,49.017520360135016
2023-09-08,48.03716995293232
2023-09-09,28.43016180887831
2023-09-10,20.58735855125671
2023-09-11,52.93892198894582
2023-09-12,56.86032361775662
2023-09-13,49.99787076733772
2023-09-14,51.95857158174312
2023-09-15,50.97822117454042
2023-09-16,25.48911058727021
2023-09-17,20.58735855125671
2023-09-18,49.017520360135016
2023-09-19,53.91927239614852
2023-09-20,49.99787076733772
2023-09-21,44.11576832412152
2023-09-22,45.09611873132422
2023-09-23,24.508760180067508
2023-09-24,22.54805936566211
2023-09-25,47.05681954572962
2023-09-26,46.07646913852692
2023-09-27,46.07646913852692
2023-09-28,46.07646913852692
2023-09-29,46.07646913852692
2023-09-30,29.410512216081013
2023-10-01,25.48911058727021
2023-10-02,50.97822117454042
2023-10-03,52.93892198894582
2023-10-04,55.87997321055392
2023-10-05,47.05681954572962
2023-10-06,49.017520360135016
2023-10-07,29.410512216081013
2023-10-08,19.607008144054006
2023-10-09,46.07646913852692
2023-10-10,55.87997321055392
2023-10-11,53.91927239614852
2023-10-12,49.017520360135016
2023-10-13,49.017520360135016
2023-10-14,26.46946099447291
2023-10-15,20.58735855125671
2023-10-16,54.89962280335122
2023-10-17,54.89962280335122
2023-10-18,47.05681954572962
2023-10-19,44.11576832412152
2023-10-20,45.09611873132422
2023-10-21,25.48911058727021
2023-10-22,17.646307329648607
2023-10-23,44.11576832412152
2023-10-24,50.97822117454042
2023-10-25,47.05681954572962
2023-10-26,43.13541791691882
2023-10-27,45.09611873132422
2023-10-28,21.56770895845941
2023-10-29,16.665956922445908
2023-10-30,43.13541791691882
2023-10-31,51.95857158174312
2023-11-01,53.91927239614852
2023-11-02,59.801374839364726
2023-11-03,59.801374839364726
2023-11-04,35.292614659297215
2023-11-05,22.54805936566211
2023-11-06,50.97822117454042
2023-11-07,57.84067402495932
2023-11-08,50.97822117454042
2023-11-09,46.07646913852692
2023-11-10,49.017520360135016
2023-11-11,32.351563437689116
2023-11-12,20.58735855125671
2023-11-13,43.13541791691882
2023-11-14,59.801374839364726
2023-11-15,68.62452850418903
2023-11-16,54.89962280335122
2023-11-17,53.91927239614852
2023-11-18,33.331913844891815
2023-11-19,21.56770895845941
2023-11-20,53.91927239614852
2023-11-21,59.801374839364726
2023-11-22,52.93892198894582
2023-11-23,26.46946099447291
2023-11-24,35.292614659297215
2023-11-25,27.44981140167561
2023-11-26,22.54805936566211
2023-11-27,49.99787076733772
2023-11-28,56.86032361775662
2023-11-29,59.801374839364726
2023-11-30,59.801374839364726
2023-12-01,71.56557972579712
2023-12-02,48.03716995293232
2023-12-03,26.46946099447291
2023-12-04,56.86032361775662
2023-12-05,65.68347728258092
2023-12-06,61.762075653770125
2023-12-07,60.781725246567426
2023-12-08,68.62452850418903
2023-12-09,42.15506750971612
2023-12-10,24.508760180067508
2023-12-11,62.742426060972825
2023-12-12,74.50663094740523
2023-12-13,78.42803257621603
2023-12-14,98.03504072027003
2023-12-15,82.34943420502684
2023-12-16,44.11576832412152
2023-12-17,27.44981140167561
2023-12-18,65.68347728258092
2023-12-19,81.36908379782413
2023-12-20,77.44768216901333
2023-12-21,70.58522931859443
2023-12-22,69.75075718265367
2023-12-23,39.45420092726461
2023-12-24,20.64873637991215
2023-12-25,17.45236791839413
2023-12-26,61.946209139736446
2023-12-27,81.24184889069026
2023-12-28,80.32021297441042
2023-12-29,75.28057268033272
2023-12-30,43.630919795985335
2023-12-31,30.296556255389056
2024-01-01,39.45420092726461
2024-01-02,79.39857705813057
2024-01-03,78.47694114185074
2024-01-04,72.5156649314932
2024-01-05,65.63275280485581
2024-01-06,40.375836843544455
2024-01-07,26.61001259026969
2024-01-08,63.78948097229613
2024-01-09,72.5156649314932
2024-01-10,68.82912126637383
2024-01-11,63.78948097229613
2024-01-12,64.71111688857597
2024-01-13,36.2578324657466
2024-01-14,26.61001259026969
2024-01-15,36.2578324657466
2024-01-16,59.67147659449827
2024-01-17,63.78948097229613
2024-01-18,61.51474842705795
2024-01-19,75.28057268033272
2024-01-20,55.9849329293789
2024-01-21,28.476407036780436
2024-01-22,71.62247830462958
2024-01-23,78.52584970748545
2024-01-24,75.07416400605752
2024-01-25,71.62247830462958
2024-01-26,69.03371402855863
2024-01-27,45.73483554392009
2024-01-28,31.065171312851383
2024-01-29,66.44494975248769
2024-01-30,82.84045683427036
2024-01-31,74.21124258070053
2024-02-01,74.21124258070053
2024-02-02,82.84045683427036
2024-02-03,58.67865692427484
2024-02-04,39.69438556642121
2024-02-05,67.30787117784466
2024-02-06,73.34832115534354
2024-02-07,74.21124258070053
2024-02-08,74.21124258070053
2024-02-09,75.9370854314145
2024-02-10,56.95281407356087
2024-02-11,36.242699864993284
2024-02-12,61.26742120034579
2024-02-13,76.80000685677147
2024-02-14,72.48539972998657
2024-02-15,78.52584970748545
2024-02-16,78.52584970748545
2024-02-17,44.00899269320613
2024-02-18,32.79101416356535
2024-02-19,48.323599819991045
2024-02-20,63.856185476416734
2024-02-21,67.30787117784466
2024-02-22,81.1146139835564
2024-02-23,86.29214253569829
2024-02-24,57.81573549891785
2024-02-25,37.105621290350264
2024-02-26,67.30787117784466
2024-02-27,72.48539972998657
2024-02-28,67.30787117784466
2024-02-29,72.48539972998657
2024-03-01,83.70337825962734
2024-03-02,60.40449977498881
2024-03-03,36.242699864993284
2024-03-04,68.17079260320165
2024-03-05,76.80000685677147
2024-03-06,75.07416400605752
2024-03-07,75.9370854314145
2024-03-08,74.21124258070053
2024-03-09,45.73483554392009
2024-03-10,30.202249887494403
2024-03-11,62.993264051059754
2024-03-12,74.21124258070053
2024-03-13,73.34832115534354
2024-03-14,67.30787117784466
2024-03-15,63.856185476416734
2024-03-16,41.42022841713518
2024-03-17,30.202249887494403
2024-03-18,69.89663545391562
2024-03-19,72.48539972998657
2024-03-20,75.07416400605752
2024-03-21,76.80000685677147
2024-03-22,72.48539972998657
2024-03-23,48.323599819991045
2024-03-24,35.3797784396363
2024-03-25,66.44494975248769
2024-03-26,66.44494975248769
2024-03-27,70.7595568792726
2024-03-28,70.7595568792726
2024-03-29,57.81573549891785
2024-03-30,36.242699864993284
2024-03-31,30.202249887494403
2024-04-01,72.48539972998657
2024-04-02,65.5820283271307
2024-04-03,67.30787117784466
2024-04-04,67.30787117784466
2024-04-05,68.17079260320165
2024-04-06,43.146071267849145
2024-04-07,33.65393558892233
2024-04-08,56.95281407356087
2024-04-09,63.856185476416734
2024-04-10,64.71910690177371
2024-04-11,64.71910690177371
2024-04-12,63.856185476416734
2024-04-13,39.69438556642121
2024-04-14,31.928092738208367
2024-04-15,63.856185476416734
2024-04-16,58.67865692427484
2024-04-17,50.91236409606199
2024-04-18,46.59775696927708
2024-04-19,48.323599819991045
2024-04-20,26.75056418606647
2024-04-21,21.573035633924572
2024-04-22,50.049442670705005
2024-04-23,55.226971222846906
2024-04-24,54.364049797489926
2024-04-25,50.91236409606199
2024-04-26,53.50112837213294
2024-04-27,31.065171312851383
2024-04-28,20.71011420856759
2024-04-29,51.77528552141897
2024-04-30,50.91236409606199
2024-05-01,54.364049797489926
2024-05-02,56.95281407356087
2024-05-03,56.95281407356087
2024-05-04,36.242699864993284
2024-05-05,22.435957059281556
2024-05-06,55.226971222846906
2024-05-07,56.089892648203886
2024-05-08,53.50112837213294
2024-05-09,56.95281407356087
2024-05-10,53.50112837213294
2024-05-11,31.928092738208367
2024-05-12,20.71011420856759
2024-05-13,50.049442670705005
2024-05-14,60.40449977498881
2024-05-15,67.30787117784466
2024-05-16,69.03371402855863
2024-05-17,58.67865692427484
2024-05-18,37.96854271570725
2024-05-19,24.161799909995523
2024-05-20,53.50112837213294
2024-05-21,59.54157834963182
2024-05-22,56.089892648203886
2024-05-23,58.67865692427484
2024-05-24,53.50112837213294
2024-05-25,33.65393558892233
2024-05-26,20.71011420856759
2024-05-27,25.024721335352503
2024-05-28,56.089892648203886
2024-05-29,57.81573549891785
2024-05-30,54.364049797489926
2024-05-31,56.089892648203886
2024-06-01,38.83146414106423
2024-06-02,26.75056418606647
2024-06-03,56.089892648203886
2024-06-04,58.67865692427484
2024-06-05,68.17079260320165
2024-06-06,67.30787117784466
2024-06-07,58.67865692427484
2024-06-08,34.51685701427932
2024-06-09,22.435957059281556
2024-06-10,61.26742120034579
2024-06-11,63.856185476416734
2024-06-12,70.7595568792726
2024-06-13,69.03371402855863
2024-06-14,61.26742120034579
2024-06-15,33.65393558892233
2024-06-16,22.435957059281556
2024-06-17,61.26742120034579
2024-06-18,68.17079260320165
2024-06-19,49.186521245348025
2024-06-20,58.67865692427484
2024-06-21,59.54157834963182
2024-06-22,31.065171312851383
2024-06-23,22.435957059281556
2024-06-24,57.81573549891785
2024-06-25,63.856185476416734
2024-06-26,61.26742120034579
2024-06-27,60.40449977498881
2024-06-28,60.40449977498881
2024-06-29,31.928092738208367
2024-06-30,25.887642760709486
2024-07-01,64.71910690177371
2024-07-02,68.17079260320165
2024-07-03,63.856185476416734
2024-07-04,37.96854271570725
2024-07-05,56.089892648203886
2024-07-06,36.242699864993284
2024-07-07,23.29887848463854
2024-07-08,56.95281407356087
2024-07-09,67.30787117784466
2024-07-10,74.21124258070053
2024-07-11,70.7595568792726
2024-07-12,71.62247830462958
2024-07-13,39.69438556642121
2024-07-14,25.887642760709486
2024-07-15,65.5820283271307
2024-07-16,81.97753540891338
2024-07-17,73.34832115534354
2024-07-18,63.856185476416734
2024-07-19,56.089892648203886
2024-07-20,30.202249887494403
2024-07-21,21.573035633924572
2024-07-22,59.54157834963182
2024-07-23,63.856185476416734
2024-07-24,59.54157834963182
2024-07-25,56.089892648203886
2024-07-26,57.81573549891785
2024-07-27,35.3797784396363
2024-07-28,23.29887848463854
2024-07-29,50.049442670705005
2024-07-30,61.26742120034579
2024-07-31,62.993264051059754
2024-08-01,64.71910690177371
2024-08-02,59.54157834963182
2024-08-03,33.65393558892233
2024-08-04,20.71011420856759
2024-08-05,75.07416400605752
2024-08-06,69.89663545391562
2024-08-07,61.26742120034579
2024-08-08,61.26742120034579
2024-08-09,55.226971222846906
2024-08-10,29.33932846213742
2024-08-11,20.71011420856759
2024-08-12,49.186521245348025
2024-08-13,62.993264051059754
2024-08-14,62.993264051059754
2024-08-15,68.17079260320165
2024-08-16,66.44494975248769
2024-08-17,38.83146414106423
2024-08-18,23.397432388102935
2024-08-19,59.59261792949752
2024-08-20,67.97383806828446
2024-08-21,57.82600472369564
2024-08-22,53.40947170919094
2024-08-23,62.24253773820034
2024-08-24,45.45971228308248
2024-08-25,25.164045593904813
2024-08-26,55.17608491499282
2024-08-27,58.70931132659658
2024-08-28,52.09470439361151
2024-08-29,59.59261792949752
2024-08-30,56.05939151789376
2024-08-31,37.078492144295524
2024-09-01,25.595506306583303
2024-09-02,28.697272005508573
2024-09-03,49.876245297587175
2024-09-04,60.475924532398466
2024-09-05,55.17608491499282
2024-09-06,50.75955190048812
2024-09-07,25.164045593904813
2024-09-08,20.747512579400116
2024-09-09,48.99293869468624
2024-09-10,61.359231135299396
2024-09-11,54.29277831209188
2024-09-12,55.17608491499282
2024-09-13,56.9426981207947
2024-09-14,37.078492144295524
2024-09-15,21.630819182301053
2024-09-16,51.21139779071056
2024-09-17,58.73996572891832
2024-09-18,56.93258216802853
2024-09-19,69.58426709425709
2024-09-20,65.0658081920326
2024-09-21,31.629212315571404
2024-09-22,22.592294511122432
