Time,electoral votes
2022-10-13,21.0
2022-10-14,25.0
2022-10-15,8.0
2022-10-16,9.0
2022-10-17,28.0
2022-10-18,25.0
2022-10-19,31.0
2022-10-20,28.0
2022-10-21,20.0
2022-10-22,6.0
2022-10-23,11.0
2022-10-24,27.0
2022-10-25,30.0
2022-10-26,31.0
2022-10-27,30.0
2022-10-28,25.0
2022-10-29,9.0
2022-10-30,9.0
2022-10-31,32.0
2022-11-01,30.0
2022-11-02,34.0
2022-11-03,34.0
2022-11-04,31.0
2022-11-05,11.0
2022-11-06,17.0
2022-11-07,36.0
2022-11-08,46.0
2022-11-09,100.0
2022-11-10,54.0
2022-11-11,30.0
2022-11-12,21.0
2022-11-13,18.0
2022-11-14,35.0
2022-11-15,39.0
2022-11-16,43.0
2022-11-17,38.0
2022-11-18,32.0
2022-11-19,10.0
2022-11-20,9.0
2022-11-21,22.0
2022-11-22,18.0
2022-11-23,10.0
2022-11-24,6.0
2022-11-25,5.0
2022-11-26,6.0
2022-11-27,7.0
2022-11-28,22.0
2022-11-29,24.0
2022-11-30,24.0
2022-12-01,33.0
2022-12-02,26.0
2022-12-03,9.0
2022-12-04,7.0
2022-12-05,27.0
2022-12-06,32.0
2022-12-07,31.0
2022-12-08,33.0
2022-12-09,27.0
2022-12-10,7.0
2022-12-11,8.0
2022-12-12,34.0
2022-12-13,31.0
2022-12-14,30.0
2022-12-15,28.0
2022-12-16,23.0
2022-12-17,6.0
2022-12-18,7.0
2022-12-19,17.0
2022-12-20,15.0
2022-12-21,13.0
2022-12-22,7.0
2022-12-23,6.0
2022-12-24,0.0
2022-12-25,3.0
2022-12-26,4.0
2022-12-27,6.0
2022-12-28,3.0
2022-12-29,5.0
2022-12-30,3.0
2022-12-31,4.0
2023-01-01,4.0
2023-01-02,5.0
2023-01-03,9.0
2023-01-04,10.0
2023-01-05,14.0
2023-01-06,17.0
2023-01-07,4.0
2023-01-08,4.0
2023-01-09,15.0
2023-01-10,17.0
2023-01-11,16.0
2023-01-12,21.0
2023-01-13,16.0
2023-01-14,4.0
2023-01-15,4.0
2023-01-16,6.0
2023-01-17,18.0
2023-01-18,20.0
2023-01-19,16.0
2023-01-20,15.0
2023-01-21,5.0
2023-01-22,5.0
2023-01-23,16.0
2023-01-24,20.0
2023-01-25,16.0
2023-01-26,15.0
2023-01-27,14.0
2023-01-28,3.0
2023-01-29,6.0
2023-01-30,15.0
2023-01-31,16.0
2023-02-01,16.0
2023-02-02,14.0
2023-02-03,15.0
2023-02-04,4.0
2023-02-05,7.0
2023-02-06,19.0
2023-02-07,19.0
2023-02-08,16.0
2023-02-09,20.0
2023-02-10,17.0
2023-02-11,6.0
2023-02-12,3.0
2023-02-13,13.0
2023-02-14,19.0
2023-02-15,21.0
2023-02-16,24.0
2023-02-17,14.0
2023-02-18,7.0
2023-02-19,5.0
2023-02-20,6.0
2023-02-21,18.0
2023-02-22,16.0
2023-02-23,19.0
2023-02-24,16.0
2023-02-25,5.0
2023-02-26,7.0
2023-02-27,22.0
2023-02-28,19.0
2023-03-01,18.0
2023-03-02,23.0
2023-03-03,21.0
2023-03-04,6.0
2023-03-05,9.0
2023-03-06,19.0
2023-03-07,20.0
2023-03-08,22.0
2023-03-09,21.0
2023-03-10,16.0
2023-03-11,7.0
2023-03-12,10.0
2023-03-13,20.0
2023-03-14,18.0
2023-03-15,19.0
2023-03-16,13.0
2023-03-17,15.0
2023-03-18,6.0
2023-03-19,8.0
2023-03-20,18.0
2023-03-21,22.0
2023-03-22,20.0
2023-03-23,21.0
2023-03-24,20.0
2023-03-25,5.0
2023-03-26,7.0
2023-03-27,19.0
2023-03-28,27.0
2023-03-29,23.0
2023-03-30,23.0
2023-03-31,16.0
2023-04-01,7.0
2023-04-02,7.0
2023-04-03,18.0
2023-04-04,17.0
2023-04-05,21.0
2023-04-06,17.0
2023-04-07,8.0
2023-04-08,8.0
2023-04-09,7.0
2023-04-10,19.0
2023-04-11,19.0
2023-04-12,18.0
2023-04-13,21.0
2023-04-14,19.0
2023-04-15,6.0
2023-04-16,8.0
2023-04-17,22.0
2023-04-18,22.0
2023-04-19,23.0
2023-04-20,21.0
2023-04-21,19.0
2023-04-22,5.0
2023-04-23,6.0
2023-04-24,24.0
2023-04-25,23.0
2023-04-26,19.0
2023-04-27,15.5
2023-04-28,16.0
2023-04-29,5.0
2023-04-30,7.5
2023-05-01,16.5
2023-05-02,14.0
2023-05-03,14.5
2023-05-04,15.5
2023-05-05,13.0
2023-05-06,5.0
2023-05-07,4.5
2023-05-08,15.5
2023-05-09,14.0
2023-05-10,15.0
2023-05-11,16.0
2023-05-12,12.5
2023-05-13,4.5
2023-05-14,3.5
2023-05-15,16.5
2023-05-16,15.5
2023-05-17,12.5
2023-05-18,14.0
2023-05-19,11.0
2023-05-20,4.5
2023-05-21,5.0
2023-05-22,11.0
2023-05-23,11.0
2023-05-24,10.0
2023-05-25,8.0
2023-05-26,5.0
2023-05-27,2.0
2023-05-28,2.0
2023-05-29,2.0
2023-05-30,5.0
2023-05-31,5.0
2023-06-01,4.0
2023-06-02,3.0
2023-06-03,2.0
2023-06-04,2.0
2023-06-05,5.0
2023-06-06,4.0
2023-06-07,4.0
2023-06-08,4.0
2023-06-09,6.0
2023-06-10,3.0
2023-06-11,2.0
2023-06-12,4.0
2023-06-13,4.0
2023-06-14,3.0
2023-06-15,3.0
2023-06-16,3.0
2023-06-17,2.0
2023-06-18,0.0
2023-06-19,2.0
2023-06-20,3.0
2023-06-21,3.0
2023-06-22,3.0
2023-06-23,2.0
2023-06-24,2.0
2023-06-25,3.0
2023-06-26,4.0
2023-06-27,3.0
2023-06-28,3.0
2023-06-29,3.0
2023-06-30,3.0
2023-07-01,3.0
2023-07-02,3.0
2023-07-03,2.0
2023-07-04,2.0
2023-07-05,2.0
2023-07-06,3.0
2023-07-07,3.0
2023-07-08,2.0
2023-07-09,2.0
2023-07-10,3.0
2023-07-11,3.0
2023-07-12,3.0
2023-07-13,3.0
2023-07-14,3.0
2023-07-15,3.0
2023-07-16,2.0
2023-07-17,3.0
2023-07-18,4.0
2023-07-19,4.0
2023-07-20,3.0
2023-07-21,3.0
2023-07-22,2.0
2023-07-23,3.0
2023-07-24,2.0
2023-07-25,1.0
2023-07-26,2.0
2023-07-27,3.0
2023-07-28,3.0
2023-07-29,2.0
2023-07-30,2.0
2023-07-31,2.0
2023-08-01,2.0
2023-08-02,4.0
2023-08-03,3.0
2023-08-04,3.0
2023-08-05,2.0
2023-08-06,3.0
2023-08-07,3.0
2023-08-08,3.0
2023-08-09,3.0
2023-08-10,3.0
2023-08-11,3.0
2023-08-12,2.0
2023-08-13,4.0
2023-08-14,3.0
2023-08-15,5.0
2023-08-16,4.0
2023-08-17,3.0
2023-08-18,3.0
2023-08-19,2.0
2023-08-20,3.0
2023-08-21,5.0
2023-08-22,5.0
2023-08-23,5.0
2023-08-24,7.0
2023-08-25,6.0
2023-08-26,3.0
2023-08-27,4.0
2023-08-28,5.0
2023-08-29,6.0
2023-08-30,4.0
2023-08-31,5.0
2023-09-01,4.0
2023-09-02,2.0
2023-09-03,2.0
2023-09-04,4.0
2023-09-05,5.0
2023-09-06,7.0
2023-09-07,6.0
2023-09-08,6.0
2023-09-09,4.0
2023-09-10,4.0
2023-09-11,6.0
2023-09-12,8.0
2023-09-13,7.0
2023-09-14,7.0
2023-09-15,6.0
2023-09-16,3.0
2023-09-17,3.0
2023-09-18,8.0
2023-09-19,8.0
2023-09-20,10.0
2023-09-21,9.0
2023-09-22,8.0
2023-09-23,3.0
2023-09-24,3.0
2023-09-25,7.0
2023-09-26,8.0
2023-09-27,9.0
2023-09-28,10.0
2023-09-29,7.0
2023-09-30,4.0
2023-10-01,4.0
2023-10-02,10.0
2023-10-03,10.0
2023-10-04,9.0
2023-10-05,9.0
2023-10-06,8.0
2023-10-07,3.0
2023-10-08,3.0
2023-10-09,7.0
2023-10-10,10.0
2023-10-11,11.0
2023-10-12,9.0
2023-10-13,8.0
2023-10-14,3.0
2023-10-15,4.0
2023-10-16,11.0
2023-10-17,12.0
2023-10-18,12.0
2023-10-19,12.0
2023-10-20,10.0
2023-10-21,4.0
2023-10-22,5.0
2023-10-23,14.0
2023-10-24,13.0
2023-10-25,14.0
2023-10-26,14.0
2023-10-27,11.0
2023-10-28,5.0
2023-10-29,5.0
2023-10-30,14.0
2023-10-31,13.0
2023-11-01,13.0
2023-11-02,15.0
2023-11-03,13.0
2023-11-04,5.0
2023-11-05,5.0
2023-11-06,16.0
2023-11-07,16.0
2023-11-08,15.0
2023-11-09,14.0
2023-11-10,11.0
2023-11-11,3.0
2023-11-12,5.0
2023-11-13,16.0
2023-11-14,15.0
2023-11-15,16.0
2023-11-16,16.0
2023-11-17,13.0
2023-11-18,4.0
2023-11-19,4.0
2023-11-20,11.0
2023-11-21,9.0
2023-11-22,5.0
2023-11-23,3.0
2023-11-24,2.0
2023-11-25,2.0
2023-11-26,3.0
2023-11-27,11.0
2023-11-28,13.0
2023-11-29,14.0
2023-11-30,15.0
2023-12-01,13.0
2023-12-02,4.0
2023-12-03,5.0
2023-12-04,15.0
2023-12-05,15.0
2023-12-06,16.0
2023-12-07,16.0
2023-12-08,16.0
2023-12-09,4.0
2023-12-10,4.0
2023-12-11,15.0
2023-12-12,16.0
2023-12-13,13.0
2023-12-14,15.0
2023-12-15,13.0
2023-12-16,4.0
2023-12-17,3.0
2023-12-18,11.0
2023-12-19,29.0
2023-12-20,100.0
2023-12-21,21.0
2023-12-22,12.5
2023-12-23,6.0
2023-12-24,3.5
2023-12-25,5.0
2023-12-26,4.0
2023-12-27,7.5
2023-12-28,5.5
2023-12-29,47.5
2023-12-30,14.0
2023-12-31,6.5
2024-01-01,5.5
2024-01-02,7.5
2024-01-03,10.5
2024-01-04,11.0
2024-01-05,14.0
2024-01-06,7.5
2024-01-07,7.5
2024-01-08,12.5
2024-01-09,10.0
2024-01-10,16.5
2024-01-11,14.0
2024-01-12,13.5
2024-01-13,6.0
2024-01-14,6.5
2024-01-15,10.5
2024-01-16,28.5
2024-01-17,17.5
2024-01-18,14.0
2024-01-19,13.0
2024-01-20,9.0
2024-01-21,14.0
2024-01-22,18.0
2024-01-23,24.0
2024-01-24,37.0
2024-01-25,20.0
2024-01-26,19.0
2024-01-27,7.0
2024-01-28,8.0
2024-01-29,18.0
2024-01-30,18.0
2024-01-31,17.0
2024-02-01,17.0
2024-02-02,18.0
2024-02-03,7.0
2024-02-04,9.0
2024-02-05,17.0
2024-02-06,18.0
2024-02-07,18.0
2024-02-08,20.0
2024-02-09,21.0
2024-02-10,10.0
2024-02-11,9.0
2024-02-12,17.0
2024-02-13,15.0
2024-02-14,18.0
2024-02-15,19.0
2024-02-16,12.0
2024-02-17,7.0
2024-02-18,6.0
2024-02-19,11.0
2024-02-20,16.0
2024-02-21,16.0
2024-02-22,17.0
2024-02-23,16.0
2024-02-24,9.0
2024-02-25,13.0
2024-02-26,23.0
2024-02-27,20.0
2024-02-28,22.0
2024-02-29,20.0
2024-03-01,22.0
2024-03-02,10.0
2024-03-03,12.0
2024-03-04,35.0
2024-03-05,30.0
2024-03-06,49.0
2024-03-07,28.0
2024-03-08,21.0
2024-03-09,10.0
2024-03-10,12.0
2024-03-11,19.0
2024-03-12,23.0
2024-03-13,23.0
2024-03-14,21.0
2024-03-15,16.0
2024-03-16,7.0
2024-03-17,8.0
2024-03-18,20.0
2024-03-19,24.0
2024-03-20,21.0
2024-03-21,21.0
2024-03-22,18.0
2024-03-23,9.0
2024-03-24,10.0
2024-03-25,15.0
2024-03-26,19.0
2024-03-27,21.0
2024-03-28,18.0
2024-03-29,7.0
2024-03-30,6.0
2024-03-31,9.0
2024-04-01,13.0
2024-04-02,17.0
2024-04-03,23.0
2024-04-04,23.0
2024-04-05,17.0
2024-04-06,8.0
2024-04-07,10.0
2024-04-08,18.0
2024-04-09,17.0
2024-04-10,20.0
2024-04-11,22.0
2024-04-12,21.0
2024-04-13,8.0
2024-04-14,7.0
2024-04-15,20.0
2024-04-16,20.0
2024-04-17,17.0
2024-04-18,21.0
2024-04-19,18.0
2024-04-20,7.0
2024-04-21,7.0
2024-04-22,18.0
2024-04-23,19.0
2024-04-24,21.0
2024-04-25,22.0
2024-04-26,21.0
2024-04-27,7.0
2024-04-28,10.0
2024-04-29,19.0
2024-04-30,21.0
2024-05-01,18.0
2024-05-02,19.0
2024-05-03,16.0
2024-05-04,9.0
2024-05-05,10.0
2024-05-06,17.0
2024-05-07,18.0
2024-05-08,19.0
2024-05-09,18.0
2024-05-10,15.0
2024-05-11,7.0
2024-05-12,8.0
2024-05-13,20.0
2024-05-14,19.0
2024-05-15,16.0
2024-05-16,15.0
2024-05-17,13.0
2024-05-18,7.0
2024-05-19,6.0
2024-05-20,11.0
2024-05-21,14.0
2024-05-22,15.0
2024-05-23,16.0
2024-05-24,12.0
2024-05-25,8.0
2024-05-26,6.0
2024-05-27,9.0
2024-05-28,11.0
2024-05-29,10.0
2024-05-30,12.0
2024-05-31,13.0
2024-06-01,8.0
2024-06-02,9.0
2024-06-03,12.0
2024-06-04,11.0
2024-06-05,11.0
2024-06-06,9.0
2024-06-07,8.0
2024-06-08,6.0
2024-06-09,9.0
2024-06-10,9.0
2024-06-11,9.0
2024-06-12,8.0
2024-06-13,8.0
2024-06-14,7.0
2024-06-15,6.0
2024-06-16,10.0
2024-06-17,8.0
2024-06-18,9.0
2024-06-19,8.0
2024-06-20,7.0
2024-06-21,8.0
2024-06-22,7.0
2024-06-23,10.0
2024-06-24,9.0
2024-06-25,8.0
2024-06-26,11.0
2024-06-27,10.0
2024-06-28,29.0
2024-06-29,15.0
2024-06-30,13.0
2024-07-01,15.0
2024-07-02,14.0
2024-07-03,14.0
2024-07-04,15.0
2024-07-05,12.0
2024-07-06,12.0
2024-07-07,11.0
2024-07-08,13.0
2024-07-09,14.0
2024-07-10,10.0
2024-07-11,12.0
2024-07-12,15.0
2024-07-13,15.0
2024-07-14,22.0
2024-07-15,48.0
2024-07-16,30.0
2024-07-17,32.0
2024-07-18,28.0
2024-07-19,24.0
2024-07-20,19.0
2024-07-21,54.0
2024-07-22,88.0
2024-07-23,73.0
2024-07-24,59.0
2024-07-25,52.0
2024-07-26,40.0
2024-07-27,41.0
2024-07-28,40.0
2024-07-29,37.0
2024-07-30,57.0
2024-07-31,47.0
2024-08-01,29.0
2024-08-02,36.0
2024-08-03,40.0
2024-08-04,33.0
2024-08-05,38.0
2024-08-06,100.0
2024-08-07,40.0
2024-08-08,31.0
2024-08-09,26.0
2024-08-10,26.0
2024-08-11,23.0
2024-08-12,20.0
2024-08-13,23.0
2024-08-14,27.0
2024-08-15,23.0
2024-08-16,20.0
2024-08-17,25.0
2024-08-18,14.5
2024-08-19,15.5
2024-08-20,16.0
2024-08-21,40.5
2024-08-22,19.0
2024-08-23,24.0
2024-08-24,17.0
2024-08-25,15.0
2024-08-26,14.5
2024-08-27,13.0
2024-08-28,15.0
2024-08-29,13.5
2024-08-30,13.5
2024-08-31,10.0
2024-09-01,10.0
2024-09-02,11.0
2024-09-03,15.0
2024-09-04,17.5
2024-09-05,17.0
2024-09-06,16.0
2024-09-07,10.5
2024-09-08,9.0
2024-09-09,15.0
2024-09-10,17.5
2024-09-11,33.0
2024-09-12,23.0
2024-09-13,24.5
2024-09-14,16.5
2024-09-15,16.5
2024-09-16,17.5
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,1.0
2024-10-22,1.0
2024-10-23,1.0
2024-10-24,1.0
2024-10-25,1.0
2024-10-26,1.0
2024-10-27,1.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,1.0
2024-11-01,1.0
2024-11-02,1.0
2024-11-03,3.0
2024-11-04,4.0
2024-11-05,12.0
2024-11-06,100.0
2024-11-07,8.0
2024-11-08,4.0
2024-11-09,3.0
2024-11-10,3.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,16.0
2025-04-16,13.0
2025-04-17,14.0
2025-04-18,7.5
2025-04-19,5.0
2025-04-20,6.0
2025-04-21,11.5
2025-04-22,18.5
2025-04-23,16.5
2025-04-24,16.0
2025-04-25,15.0
2025-04-26,3.5
2025-04-27,5.0
2025-04-28,17.5
2025-04-29,19.0
2025-04-30,18.5
2025-05-01,19.0
2025-05-02,14.5
2025-05-03,8.0
2025-05-04,7.0
2025-05-05,15.0
2025-05-06,19.5
2025-05-07,18.0
2025-05-08,17.0
2025-05-09,11.0
2025-05-10,3.0
2025-05-11,3.0
2025-05-12,15.5
2025-05-13,12.5
2025-05-14,15.0
2025-05-15,29.0
2025-05-16,24.0
2025-05-17,9.0
2025-05-18,11.0
2025-05-19,23.0
2025-05-20,24.0
2025-05-21,24.0
2025-05-22,17.0
2025-05-23,19.0
2025-05-24,11.0
2025-05-25,11.0
2025-05-26,12.0
2025-05-27,17.0
2025-05-28,16.0
2025-05-29,21.0
2025-05-30,15.0
2025-05-31,6.0
2025-06-01,0.0
2025-06-02,16.0
2025-06-03,14.0
2025-06-04,14.0
2025-06-05,10.0
2025-06-06,13.0
2025-06-07,10.0
2025-06-08,16.0
2025-06-09,16.0
2025-06-10,15.0
2025-06-11,18.0
2025-06-12,20.0
2025-06-13,18.0
2025-06-14,16.0
2025-06-15,14.0
2025-06-16,14.0
2025-06-17,12.0
2025-06-18,9.0
2025-06-19,12.0
2025-06-20,9.0
2025-06-21,8.0
2025-06-22,10.0
2025-06-23,10.0
2025-06-24,10.0
