Time,nhl_standings
2023-02-16,31.0
2023-02-17,36.0
2023-02-18,41.0
2023-02-19,47.0
2023-02-20,29.0
2023-02-21,28.0
2023-02-22,30.0
2023-02-23,25.0
2023-02-24,46.0
2023-02-25,50.0
2023-02-26,58.0
2023-02-27,37.0
2023-02-28,36.0
2023-03-01,47.0
2023-03-02,41.0
2023-03-03,47.0
2023-03-04,48.0
2023-03-05,46.0
2023-03-06,31.0
2023-03-07,26.0
2023-03-08,35.0
2023-03-09,28.0
2023-03-10,39.0
2023-03-11,35.0
2023-03-12,63.0
2023-03-13,34.0
2023-03-14,27.0
2023-03-15,36.0
2023-03-16,33.0
2023-03-17,37.0
2023-03-18,36.0
2023-03-19,57.0
2023-03-20,34.0
2023-03-21,35.0
2023-03-22,43.0
2023-03-23,33.0
2023-03-24,44.0
2023-03-25,52.0
2023-03-26,69.0
2023-03-27,38.0
2023-03-28,49.0
2023-03-29,48.0
2023-03-30,44.0
2023-03-31,52.0
2023-04-01,54.0
2023-04-02,80.0
2023-04-03,51.0
2023-04-04,45.0
2023-04-05,61.0
2023-04-06,48.0
2023-04-07,73.0
2023-04-08,68.0
2023-04-09,100.0
2023-04-10,66.0
2023-04-11,80.0
2023-04-12,78.0
2023-04-13,65.0
2023-04-14,81.0
2023-04-15,37.0
2023-04-16,18.0
2023-04-17,18.0
2023-04-18,23.0
2023-04-19,22.0
2023-04-20,16.0
2023-04-21,17.0
2023-04-22,20.0
2023-04-23,25.0
2023-04-24,15.0
2023-04-25,16.0
2023-04-26,13.983833718244803
2023-04-27,14.871824480369515
2023-04-28,15.06581986143187
2023-04-29,22.945727482678983
2023-04-30,25.997690531177827
2023-05-01,34.76558891454965
2023-05-02,15.06581986143187
2023-05-03,12.013856812933025
2023-05-04,10.043879907621246
2023-05-05,10.237875288683602
2023-05-06,11.125866050808312
2023-05-07,12.013856812933025
2023-05-08,12.70785219399538
2023-05-09,12.013856812933025
2023-05-10,9.849884526558892
2023-05-11,8.96189376443418
2023-05-12,11.125866050808312
2023-05-13,16.841801385681293
2023-05-14,13.789838337182449
2023-05-15,12.013856812933025
2023-05-16,11.125866050808312
2023-05-17,6.10392609699769
2023-05-18,5.909930715935335
2023-05-19,9.849884526558892
2023-05-20,9.155889145496536
2023-05-21,11.81986143187067
2023-05-22,6.10392609699769
2023-05-23,7.879907621247113
2023-05-24,8.767898383371824
2023-05-25,11.81986143187067
2023-05-26,7.759815242494225
2023-05-27,5.819861431870669
2023-05-28,8.92378752886836
2023-05-29,5.819861431870669
2023-05-30,8.147806004618937
2023-05-31,2.715935334872979
2023-06-01,3.4919168591224015
2023-06-02,3.8799076212471126
2023-06-03,4.267898383371824
2023-06-04,8.147806004618937
2023-06-05,3.8799076212471126
2023-06-06,5.431870669745958
2023-06-07,3.4919168591224015
2023-06-08,3.1039260969976903
2023-06-09,5.819861431870669
2023-06-10,4.267898383371824
2023-06-11,7.371824480369514
2023-06-12,4.655889145496536
2023-06-13,4.267898383371824
2023-06-14,6.983833718244803
2023-06-15,1.9399538106235563
2023-06-16,1.163972286374134
2023-06-17,1.5519630484988451
2023-06-18,1.163972286374134
2023-06-19,1.163972286374134
2023-06-20,0.7759815242494226
2023-06-21,0.7759815242494226
2023-06-22,1.163972286374134
2023-06-23,0.7759815242494226
2023-06-24,0.7759815242494226
2023-06-25,1.163972286374134
2023-06-26,0.7759815242494226
2023-06-27,0.7759815242494226
2023-06-28,1.163972286374134
2023-06-29,2.327944572748268
2023-06-30,0.7759815242494226
2023-07-01,0.7759815242494226
2023-07-02,1.163972286374134
2023-07-03,1.5519630484988451
2023-07-04,0.3879907621247113
2023-07-05,0.7759815242494226
2023-07-06,1.163972286374134
2023-07-07,0.7759815242494226
2023-07-08,0.7759815242494226
2023-07-09,0.7759815242494226
2023-07-10,0.7759815242494226
2023-07-11,0.7759815242494226
2023-07-12,0.7759815242494226
2023-07-13,0.0
2023-07-14,0.7759815242494226
2023-07-15,0.3879907621247113
2023-07-16,0.7759815242494226
2023-07-17,0.3879907621247113
2023-07-18,0.3879907621247113
2023-07-19,1.163972286374134
2023-07-20,0.7759815242494226
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.7759815242494226
2023-07-24,0.3879907621247113
2023-07-25,0.3879907621247113
2023-07-26,0.3879907621247113
2023-07-27,0.0
2023-07-28,0.7759815242494226
2023-07-29,0.7759815242494226
2023-07-30,0.7759815242494226
2023-07-31,0.7759815242494226
2023-08-01,0.3879907621247113
2023-08-02,0.0
2023-08-03,0.7759815242494226
2023-08-04,0.7759815242494226
2023-08-05,0.7759815242494226
2023-08-06,0.7759815242494226
2023-08-07,0.7759815242494226
2023-08-08,0.3879907621247113
2023-08-09,0.3879907621247113
2023-08-10,0.3879907621247113
2023-08-11,0.7759815242494226
2023-08-12,0.7759815242494226
2023-08-13,0.7759815242494226
2023-08-14,0.0
2023-08-15,0.3879907621247113
2023-08-16,0.7759815242494226
2023-08-17,0.7759815242494226
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.7759815242494226
2023-08-21,0.3879907621247113
2023-08-22,0.3879907621247113
2023-08-23,0.7759815242494226
2023-08-24,0.3879907621247113
2023-08-25,0.7759815242494226
2023-08-26,0.7759815242494226
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.7759815242494226
2023-08-31,0.7759815242494226
2023-09-01,0.7759815242494226
2023-09-02,0.3879907621247113
2023-09-03,0.7759815242494226
2023-09-04,1.163972286374134
2023-09-05,0.7759815242494226
2023-09-06,0.7759815242494226
2023-09-07,0.3879907621247113
2023-09-08,0.7759815242494226
2023-09-09,0.3879907621247113
2023-09-10,0.7759815242494226
2023-09-11,0.7759815242494226
2023-09-12,0.7759815242494226
2023-09-13,0.7759815242494226
2023-09-14,0.7759815242494226
2023-09-15,0.3879907621247113
2023-09-16,1.163972286374134
2023-09-17,0.0
2023-09-18,0.7759815242494226
2023-09-19,0.7759815242494226
2023-09-20,0.7759815242494226
2023-09-21,0.7759815242494226
2023-09-22,0.7759815242494226
2023-09-23,1.5519630484988451
2023-09-24,1.5519630484988451
2023-09-25,1.9399538106235563
2023-09-26,2.327944572748268
2023-09-27,2.327944572748268
2023-09-28,1.5519630484988451
2023-09-29,1.9399538106235563
2023-09-30,1.5519630484988451
2023-10-01,1.9399538106235563
2023-10-02,2.715935334872979
2023-10-03,2.327944572748268
2023-10-04,2.327944572748268
2023-10-05,3.1039260969976903
2023-10-06,3.1039260969976903
2023-10-07,2.327944572748268
2023-10-08,3.1039260969976903
2023-10-09,2.715935334872979
2023-10-10,5.431870669745958
2023-10-11,6.595842956120092
2023-10-12,8.147806004618937
2023-10-13,8.92378752886836
2023-10-14,8.535796766743648
2023-10-15,15.13163972286374
2023-10-16,10.475750577367204
2023-10-17,14.355658198614318
2023-10-18,16.683602771362587
2023-10-19,14.355658198614318
2023-10-20,16.683602771362587
2023-10-21,14.743648960739028
2023-10-22,28.323325635103924
2023-10-23,18.23556581986143
2023-10-24,17.071593533487295
2023-10-25,30.26327944572748
2023-10-26,15.907621247113163
2023-10-27,23.279445727482678
2023-10-28,20.175519630484988
2023-10-29,21.727482678983833
2023-10-30,17.071593533487295
2023-10-31,23.66743648960739
2023-11-01,16.683602771362587
2023-11-02,19.787528868360276
2023-11-03,28.711316397228636
2023-11-04,18.623556581986143
2023-11-05,33.36720554272517
2023-11-06,19.011547344110852
2023-11-07,21.33949191685912
2023-11-08,26.77136258660508
2023-11-09,18.623556581986143
2023-11-10,29.099307159353348
2023-11-11,26.383371824480367
2023-11-12,31.0392609699769
2023-11-13,22.503464203233253
2023-11-14,16.295612009237875
2023-11-15,27.5473441108545
2023-11-16,21.727482678983833
2023-11-17,19.787528868360276
2023-11-18,19.011547344110852
2023-11-19,30.651270207852193
2023-11-20,24.44341801385681
2023-11-21,20.95150115473441
2023-11-22,14.355658198614318
2023-11-23,34.531177829099306
2023-11-24,21.727482678983833
2023-11-25,33.75519630484988
2023-11-26,31.427251732101613
2023-11-27,22.115473441108545
2023-11-28,24.44341801385681
2023-11-29,23.279445727482678
2023-11-30,18.623556581986143
2023-12-01,27.15935334872979
2023-12-02,19.399538106235564
2023-12-03,30.651270207852193
2023-12-04,22.503464203233253
2023-12-05,21.33949191685912
2023-12-06,25.995381062355655
2023-12-07,19.011547344110852
2023-12-08,24.055427251732098
2023-12-09,22.503464203233253
2023-12-10,31.427251732101613
2023-12-11,22.503464203233253
2023-12-12,21.727482678983833
2023-12-13,28.323325635103924
2023-12-14,23.66743648960739
2023-12-15,21.33949191685912
2023-12-16,26.77136258660508
2023-12-17,33.75519630484988
2023-12-18,17.84757505773672
2023-12-19,17.459584295612007
2023-12-20,33.36720554272517
2023-12-21,19.787528868360276
2023-12-22,29.009712914800616
2023-12-23,25.6570812257812
2023-12-24,37.75606870445671
2023-12-25,16.375167682972375
2023-12-26,13.752089128168052
2023-12-27,14.140079890292762
2023-12-28,37.56207332339435
2023-12-29,22.304449536761787
2023-12-30,30.127256811140423
2023-12-31,32.362344603820034
2024-01-01,31.974353841695322
2024-01-02,16.910725436125112
2024-01-03,29.009712914800616
2024-01-04,19.339808609867077
2024-01-05,36.05653866492983
2024-01-06,25.851076606843556
2024-01-07,33.09189773803513
2024-01-08,18.41626009458963
2024-01-09,23.42199343310159
2024-01-10,23.8099841952263
2024-01-11,19.339808609867077
2024-01-12,34.015446253312575
2024-01-13,25.6570812257812
2024-01-14,38.679617219734155
2024-01-15,24.539537329441394
2024-01-16,23.8099841952263
2024-01-17,24.539537329441394
2024-01-18,23.42199343310159
2024-01-19,29.73926604901571
2024-01-20,26.968620503183363
2024-01-21,28.920118670247888
2024-01-22,23.5645411387205
2024-01-23,23.5645411387205
2024-01-24,26.777887657636935
2024-01-25,24.63565664502598
2024-01-26,24.63565664502598
2024-01-27,28.920118670247888
2024-01-28,34.275696201775276
2024-01-29,16.06673259458216
2024-01-30,12.853386075665728
2024-01-31,11.78227056936025
2024-02-01,13.924501581971207
2024-02-02,8.568924050443819
2024-02-03,11.78227056936025
2024-02-04,9.640039556749297
2024-02-05,7.4978085441383415
2024-02-06,14.995617088276683
2024-02-07,23.5645411387205
2024-02-08,18.208963607193116
2024-02-09,20.35119461980407
2024-02-10,25.706772151331457
2024-02-11,27.849003163942413
2024-02-12,12.853386075665728
2024-02-13,21.422310126109547
2024-02-14,23.5645411387205
2024-02-15,18.208963607193116
2024-02-16,28.920118670247888
2024-02-17,24.63565664502598
2024-02-18,44.98685126483005
2024-02-19,34.275696201775276
2024-02-20,24.63565664502598
2024-02-21,27.849003163942413
2024-02-22,24.63565664502598
2024-02-23,38.56015822699719
2024-02-24,39.63127373330266
2024-02-25,46.057966771135526
2024-02-26,36.41792721438623
2024-02-27,23.5645411387205
2024-02-28,35.34681170808075
2024-02-29,24.63565664502598
2024-03-01,32.13346518916432
2024-03-02,28.920118670247888
2024-03-03,42.844620252219094
2024-03-04,23.5645411387205
2024-03-05,24.63565664502598
2024-03-06,28.920118670247888
2024-03-07,21.422310126109547
2024-03-08,35.34681170808075
2024-03-09,33.2045806954698
2024-03-10,48.20019778374648
2024-03-11,26.777887657636935
2024-03-12,25.706772151331457
2024-03-13,36.41792721438623
2024-03-14,28.920118670247888
2024-03-15,39.63127373330266
2024-03-16,33.2045806954698
2024-03-17,50.34242879635744
2024-03-18,29.991234176553366
2024-03-19,31.062349682858844
2024-03-20,44.98685126483005
2024-03-21,25.706772151331457
2024-03-22,37.48904272069171
2024-03-23,42.844620252219094
2024-03-24,54.626890821579345
2024-03-25,35.34681170808075
2024-03-26,26.777887657636935
2024-03-27,56.7691218341903
2024-03-28,29.991234176553366
2024-03-29,49.27131329005196
2024-03-30,37.48904272069171
2024-03-31,57.840237340495776
2024-04-01,27.849003163942413
2024-04-02,49.27131329005196
2024-04-03,49.27131329005196
2024-04-04,49.27131329005196
2024-04-05,56.7691218341903
2024-04-06,81.40477847921628
2024-04-07,74.97808544138341
2024-04-08,51.41354430266291
2024-04-09,52.48465980896839
2024-04-10,65.33804588463411
2024-04-11,42.844620252219094
2024-04-12,80.3336629729108
2024-04-13,78.19143196029985
2024-04-14,107.11155063054774
2024-04-15,58.91135284680126
2024-04-16,107.11155063054774
2024-04-17,77.12031645399438
2024-04-18,35.34681170808075
2024-04-19,28.920118670247888
2024-04-20,21.422310126109547
2024-04-21,27.849003163942413
2024-04-22,17.137848100887638
2024-04-23,13.924501581971207
2024-04-24,14.995617088276683
2024-04-25,13.924501581971207
2024-04-26,11.78227056936025
2024-04-27,16.06673259458216
2024-04-28,19.280079113498594
2024-04-29,14.995617088276683
2024-04-30,12.853386075665728
2024-05-01,12.853386075665728
2024-05-02,11.78227056936025
2024-05-03,11.78227056936025
2024-05-04,11.78227056936025
2024-05-05,22.493425632415025
2024-05-06,12.853386075665728
2024-05-07,10.711155063054774
2024-05-08,11.78227056936025
2024-05-09,8.568924050443819
2024-05-10,8.568924050443819
2024-05-11,10.711155063054774
2024-05-12,11.78227056936025
2024-05-13,9.640039556749297
2024-05-14,8.568924050443819
2024-05-15,8.568924050443819
2024-05-16,7.4978085441383415
2024-05-17,11.78227056936025
2024-05-18,16.06673259458216
2024-05-19,10.711155063054774
2024-05-20,6.426693037832864
2024-05-21,8.568924050443819
2024-05-22,5.355577531527387
2024-05-23,6.426693037832864
2024-05-24,6.426693037832864
2024-05-25,8.568924050443819
2024-05-26,9.640039556749297
2024-05-27,6.426693037832864
2024-05-28,7.4978085441383415
2024-05-29,6.426693037832864
2024-05-30,6.426693037832864
2024-05-31,7.4978085441383415
2024-06-01,7.4978085441383415
2024-06-02,12.853386075665728
2024-06-03,8.568924050443819
2024-06-04,4.284462025221909
2024-06-05,3.213346518916432
2024-06-06,3.213346518916432
2024-06-07,3.213346518916432
2024-06-08,4.284462025221909
2024-06-09,6.426693037832864
2024-06-10,4.284462025221909
2024-06-11,4.284462025221909
2024-06-12,3.213346518916432
2024-06-13,3.213346518916432
2024-06-14,6.426693037832864
2024-06-15,4.284462025221909
2024-06-16,5.355577531527387
2024-06-17,3.213346518916432
2024-06-18,4.284462025221909
2024-06-19,6.426693037832864
2024-06-20,3.213346518916432
2024-06-21,4.284462025221909
2024-06-22,8.568924050443819
2024-06-23,4.284462025221909
2024-06-24,4.284462025221909
2024-06-25,8.568924050443819
2024-06-26,2.1422310126109547
2024-06-27,1.0711155063054774
2024-06-28,2.1422310126109547
2024-06-29,2.1422310126109547
2024-06-30,1.0711155063054774
2024-07-01,2.1422310126109547
2024-07-02,1.0711155063054774
2024-07-03,1.0711155063054774
2024-07-04,1.0711155063054774
2024-07-05,1.0711155063054774
2024-07-06,1.0711155063054774
2024-07-07,1.0711155063054774
2024-07-08,1.0711155063054774
2024-07-09,1.0711155063054774
2024-07-10,1.0711155063054774
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,1.0711155063054774
2024-07-14,1.0711155063054774
2024-07-15,1.0711155063054774
2024-07-16,0.0
2024-07-17,1.0711155063054774
2024-07-18,1.0711155063054774
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,1.0711155063054774
2024-07-24,1.0711155063054774
2024-07-25,1.0711155063054774
2024-07-26,0.0
2024-07-27,1.0711155063054774
2024-07-28,1.0711155063054774
2024-07-29,1.0711155063054774
2024-07-30,0.0
2024-07-31,1.0711155063054774
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,1.0711155063054774
2024-08-05,1.0711155063054774
2024-08-06,0.0
2024-08-07,1.0711155063054774
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,1.0711155063054774
2024-08-14,0.0
2024-08-15,1.0711155063054774
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.5355577531527387
2024-08-23,1.0711155063054774
2024-08-24,0.0
2024-08-25,1.0711155063054774
2024-08-26,1.0711155063054774
2024-08-27,0.0
2024-08-28,1.0711155063054774
2024-08-29,1.0711155063054774
2024-08-30,1.0711155063054774
2024-08-31,1.606673259458216
2024-09-01,1.0711155063054774
2024-09-02,1.0711155063054774
2024-09-03,1.0711155063054774
2024-09-04,1.606673259458216
2024-09-05,1.0711155063054774
2024-09-06,0.5355577531527387
2024-09-07,1.0711155063054774
2024-09-08,1.0711155063054774
2024-09-09,0.5355577531527387
2024-09-10,1.606673259458216
2024-09-11,0.0
2024-09-12,1.606673259458216
2024-09-13,1.0711155063054774
2024-09-14,1.0711155063054774
2024-09-15,1.0711155063054774
2024-09-16,1.606673259458216
2024-09-17,1.0711155063054774
2024-09-18,1.0711155063054774
2024-09-19,2.1422310126109547
2024-09-20,1.0711155063054774
2024-09-21,1.0711155063054774
2024-09-22,3.213346518916432
2024-09-23,4.284462025221909
2024-09-24,3.213346518916432
2024-09-25,3.213346518916432
2024-09-26,3.213346518916432
2024-09-27,2.1422310126109547
2024-09-28,3.213346518916432
2024-09-29,4.284462025221909
2024-09-30,3.213346518916432
2024-10-01,3.213346518916432
2024-10-02,4.284462025221909
2024-10-03,3.213346518916432
2024-10-04,6.426693037832864
2024-10-05,8.568924050443819
2024-10-06,6.426693037832864
2024-10-07,5.355577531527387
2024-10-08,9.640039556749297
2024-10-09,13.924501581971207
2024-10-10,12.853386075665728
2024-10-11,19.280079113498594
2024-10-12,19.280079113498594
2024-10-13,28.920118670247888
2024-10-14,25.706772151331457
2024-10-15,24.63565664502598
2024-10-16,25.706772151331457
2024-10-17,25.706772151331457
2024-10-18,27.849003163942413
2024-10-19,24.63565664502598
2024-10-20,32.13346518916432
2024-10-21,20.35119461980407
2024-10-22,22.493425632415025
2024-10-23,36.41792721438623
2024-10-24,20.35119461980407
2024-10-25,27.849003163942413
2024-10-26,24.63565664502598
2024-10-27,32.13346518916432
2024-10-28,23.5645411387205
2024-10-29,26.777887657636935
2024-10-30,26.777887657636935
2024-10-31,22.493425632415025
2024-11-01,32.13346518916432
2024-11-02,29.991234176553366
2024-11-03,31.062349682858844
2024-11-04,26.777887657636935
2024-11-05,21.422310126109547
2024-11-06,19.280079113498594
2024-11-07,23.5645411387205
2024-11-08,32.13346518916432
2024-11-09,27.849003163942413
2024-11-10,35.34681170808075
2024-11-11,25.706772151331457
2024-11-12,22.493425632415025
2024-11-13,25.706772151331457
2024-11-14,26.777887657636935
2024-11-15,31.062349682858844
2024-11-16,25.706772151331457
2024-11-17,29.991234176553366
2024-11-18,24.63565664502598
2024-11-19,28.920118670247888
2024-11-20,29.991234176553366
2024-11-21,26.777887657636935
2024-11-22,26.777887657636935
2024-11-23,27.849003163942413
2024-11-24,42.844620252219094
2024-11-25,21.422310126109547
