Time,iu_basketball
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,2.0
2022-08-24,1.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,1.5
2022-08-30,2.0
2022-08-31,1.5
2022-09-01,2.0
2022-09-02,2.0
2022-09-03,3.5
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,3.0
2022-09-09,2.0
2022-09-10,2.0
2022-09-11,3.0
2022-09-12,1.5
2022-09-13,1.5
2022-09-14,1.5
2022-09-15,1.5
2022-09-16,2.0
2022-09-17,2.0
2022-09-18,2.0
2022-09-19,1.5
2022-09-20,1.5
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,1.5
2022-09-24,3.0
2022-09-25,1.5
2022-09-26,2.0
2022-09-27,2.0
2022-09-28,2.0
2022-09-29,2.0
2022-09-30,2.0
2022-10-01,2.0
2022-10-02,2.0
2022-10-03,2.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,4.0
2022-10-08,6.0
2022-10-09,4.0
2022-10-10,4.0
2022-10-11,2.0
2022-10-12,4.0
2022-10-13,2.0
2022-10-14,4.0
2022-10-15,4.0
2022-10-16,4.0
2022-10-17,4.0
2022-10-18,4.0
2022-10-19,4.0
2022-10-20,2.0
2022-10-21,4.0
2022-10-22,4.0
2022-10-23,4.0
2022-10-24,4.0
2022-10-25,4.0
2022-10-26,6.0
2022-10-27,6.0
2022-10-28,6.0
2022-10-29,24.0
2022-10-30,10.0
2022-10-31,6.0
2022-11-01,6.0
2022-11-02,6.0
2022-11-03,16.0
2022-11-04,16.0
2022-11-05,10.0
2022-11-06,10.0
2022-11-07,20.0
2022-11-08,40.0
2022-11-09,12.0
2022-11-10,16.0
2022-11-11,34.0
2022-11-12,18.0
2022-11-13,8.0
2022-11-14,12.0
2022-11-15,14.0
2022-11-16,14.0
2022-11-17,12.0
2022-11-18,26.0
2022-11-19,48.0
2022-11-20,38.0
2022-11-21,24.0
2022-11-22,14.0
2022-11-23,24.0
2022-11-24,34.0
2022-11-25,40.0
2022-11-26,24.0
2022-11-27,20.0
2022-11-28,16.0
2022-11-29,14.0
2022-11-30,22.0
2022-12-01,82.0
2022-12-02,22.0
2022-12-03,60.0
2022-12-04,28.0
2022-12-05,14.0
2022-12-06,14.0
2022-12-07,22.0
2022-12-08,46.0
2022-12-09,20.0
2022-12-10,38.0
2022-12-11,64.0
2022-12-12,14.0
2022-12-13,12.0
2022-12-14,10.0
2022-12-15,10.0
2022-12-16,12.0
2022-12-17,58.0
2022-12-18,16.0
2022-12-19,10.0
2022-12-20,18.0
2022-12-21,30.0
2022-12-22,12.0
2022-12-23,20.0
2022-12-24,30.0
2022-12-25,8.0
2022-12-26,8.0
2022-12-27,8.0
2022-12-28,10.0
2022-12-29,16.0
2022-12-30,10.0
2022-12-31,8.0
2023-01-01,14.0
2023-01-02,10.0
2023-01-03,10.0
2023-01-04,12.0
2023-01-05,16.0
2023-01-06,46.0
2023-01-07,20.0
2023-01-08,58.0
2023-01-09,12.0
2023-01-10,10.0
2023-01-11,20.0
2023-01-12,36.0
2023-01-13,14.0
2023-01-14,50.0
2023-01-15,22.0
2023-01-16,14.0
2023-01-17,12.0
2023-01-18,16.0
2023-01-19,24.0
2023-01-20,48.0
2023-01-21,24.0
2023-01-22,64.0
2023-01-23,20.0
2023-01-24,20.0
2023-01-25,22.0
2023-01-26,50.0
2023-01-27,32.0
2023-01-28,38.0
2023-01-29,78.0
2023-01-30,20.0
2023-01-31,24.0
2023-02-01,56.0
2023-02-02,20.0
2023-02-03,18.0
2023-02-04,112.0
2023-02-05,62.0
2023-02-06,24.0
2023-02-07,34.0
2023-02-08,58.0
2023-02-09,24.0
2023-02-10,34.0
2023-02-11,56.0
2023-02-12,68.0
2023-02-13,20.0
2023-02-14,28.0
2023-02-15,26.0
2023-02-16,68.0
2023-02-17,32.0
2023-02-18,78.0
2023-02-19,50.0
2023-02-20,22.0
2023-02-21,26.0
2023-02-22,66.0
2023-02-23,14.0
2023-02-24,20.0
2023-02-25,48.0
2023-02-26,120.0
2023-02-27,24.0
2023-02-28,30.0
2023-03-01,56.0
2023-03-02,16.0
2023-03-03,26.0
2023-03-04,52.0
2023-03-05,82.0
2023-03-06,36.0
2023-03-07,12.0
2023-03-08,14.0
2023-03-09,16.0
2023-03-10,32.0
2023-03-11,200.0
2023-03-12,38.0
2023-03-13,24.0
2023-03-14,14.0
2023-03-15,12.0
2023-03-16,20.0
2023-03-17,32.0
2023-03-18,168.0
2023-03-19,68.0
2023-03-20,110.0
2023-03-21,44.0
2023-03-22,6.0
2023-03-23,8.0
2023-03-24,8.0
2023-03-25,6.0
2023-03-26,8.0
2023-03-27,6.0
2023-03-28,4.0
2023-03-29,6.0
2023-03-30,6.0
2023-03-31,6.0
2023-04-01,6.0
2023-04-02,8.0
2023-04-03,6.0
2023-04-04,6.0
2023-04-05,4.0
2023-04-06,4.0
2023-04-07,6.0
2023-04-08,6.0
2023-04-09,6.0
2023-04-10,6.0
2023-04-11,8.0
2023-04-12,8.0
2023-04-13,6.0
2023-04-14,4.0
2023-04-15,4.0
2023-04-16,4.0
2023-04-17,4.0
2023-04-18,4.0
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,4.0
2023-04-22,4.0
2023-04-23,4.0
2023-04-24,4.0
2023-04-25,4.0
2023-04-26,3.935483870967742
2023-04-27,3.935483870967742
2023-04-28,4.32258064516129
2023-04-29,6.096774193548388
2023-04-30,4.32258064516129
2023-05-01,4.32258064516129
2023-05-02,3.935483870967742
2023-05-03,3.935483870967742
2023-05-04,2.548387096774194
2023-05-05,3.548387096774194
2023-05-06,3.935483870967742
2023-05-07,4.32258064516129
2023-05-08,3.935483870967742
2023-05-09,4.32258064516129
2023-05-10,3.935483870967742
2023-05-11,3.935483870967742
2023-05-12,10.03225806451613
2023-05-13,8.64516129032258
2023-05-14,6.096774193548388
2023-05-15,4.32258064516129
2023-05-16,4.32258064516129
2023-05-17,4.32258064516129
2023-05-18,4.32258064516129
2023-05-19,4.32258064516129
2023-05-20,4.32258064516129
2023-05-21,3.548387096774194
2023-05-22,3.935483870967742
2023-05-23,3.935483870967742
2023-05-24,3.935483870967742
2023-05-25,3.935483870967742
2023-05-26,3.0967741935483875
2023-05-27,3.8709677419354844
2023-05-28,3.8709677419354844
2023-05-29,3.8709677419354844
2023-05-30,3.0967741935483875
2023-05-31,3.8709677419354844
2023-06-01,4.645161290322581
2023-06-02,3.0967741935483875
2023-06-03,3.8709677419354844
2023-06-04,3.0967741935483875
2023-06-05,3.0967741935483875
2023-06-06,3.0967741935483875
2023-06-07,4.645161290322581
2023-06-08,3.8709677419354844
2023-06-09,3.0967741935483875
2023-06-10,3.0967741935483875
2023-06-11,4.645161290322581
2023-06-12,3.8709677419354844
2023-06-13,3.0967741935483875
2023-06-14,3.0967741935483875
2023-06-15,3.8709677419354844
2023-06-16,3.0967741935483875
2023-06-17,3.0967741935483875
2023-06-18,3.0967741935483875
2023-06-19,3.0967741935483875
2023-06-20,2.3225806451612905
2023-06-21,3.0967741935483875
2023-06-22,3.0967741935483875
2023-06-23,6.967741935483872
2023-06-24,3.8709677419354844
2023-06-25,3.8709677419354844
2023-06-26,3.0967741935483875
2023-06-27,3.0967741935483875
2023-06-28,3.0967741935483875
2023-06-29,3.0967741935483875
2023-06-30,2.3225806451612905
2023-07-01,3.0967741935483875
2023-07-02,3.0967741935483875
2023-07-03,3.0967741935483875
2023-07-04,2.3225806451612905
2023-07-05,2.3225806451612905
2023-07-06,2.3225806451612905
2023-07-07,3.0967741935483875
2023-07-08,2.3225806451612905
2023-07-09,1.5483870967741937
2023-07-10,3.0967741935483875
2023-07-11,2.3225806451612905
2023-07-12,2.3225806451612905
2023-07-13,2.3225806451612905
2023-07-14,1.5483870967741937
2023-07-15,3.0967741935483875
2023-07-16,2.3225806451612905
2023-07-17,2.3225806451612905
2023-07-18,2.3225806451612905
2023-07-19,2.3225806451612905
2023-07-20,3.0967741935483875
2023-07-21,3.0967741935483875
2023-07-22,2.3225806451612905
2023-07-23,3.0967741935483875
2023-07-24,3.0967741935483875
2023-07-25,2.3225806451612905
2023-07-26,2.3225806451612905
2023-07-27,3.0967741935483875
2023-07-28,2.3225806451612905
2023-07-29,2.3225806451612905
2023-07-30,2.3225806451612905
2023-07-31,2.3225806451612905
2023-08-01,2.3225806451612905
2023-08-02,2.3225806451612905
2023-08-03,3.0967741935483875
2023-08-04,3.0967741935483875
2023-08-05,3.0967741935483875
2023-08-06,2.3225806451612905
2023-08-07,1.5483870967741937
2023-08-08,2.3225806451612905
2023-08-09,2.3225806451612905
2023-08-10,2.3225806451612905
2023-08-11,2.3225806451612905
2023-08-12,2.3225806451612905
2023-08-13,2.3225806451612905
2023-08-14,3.8709677419354844
2023-08-15,3.0967741935483875
2023-08-16,2.3225806451612905
2023-08-17,2.3225806451612905
2023-08-18,2.3225806451612905
2023-08-19,3.0967741935483875
2023-08-20,3.8709677419354844
2023-08-21,3.0967741935483875
2023-08-22,2.3225806451612905
2023-08-23,3.0967741935483875
2023-08-24,2.3225806451612905
2023-08-25,2.3225806451612905
2023-08-26,2.3225806451612905
2023-08-27,2.3225806451612905
2023-08-28,3.0967741935483875
2023-08-29,2.3225806451612905
2023-08-30,2.3225806451612905
2023-08-31,2.3225806451612905
2023-09-01,3.0967741935483875
2023-09-02,3.8709677419354844
2023-09-03,3.8709677419354844
2023-09-04,3.0967741935483875
2023-09-05,3.0967741935483875
2023-09-06,2.3225806451612905
2023-09-07,2.3225806451612905
2023-09-08,2.3225806451612905
2023-09-09,2.3225806451612905
2023-09-10,3.0967741935483875
2023-09-11,3.0967741935483875
2023-09-12,2.3225806451612905
2023-09-13,2.3225806451612905
2023-09-14,2.3225806451612905
2023-09-15,1.5483870967741937
2023-09-16,3.8709677419354844
2023-09-17,3.0967741935483875
2023-09-18,3.0967741935483875
2023-09-19,3.8709677419354844
2023-09-20,3.8709677419354844
2023-09-21,3.8709677419354844
2023-09-22,3.0967741935483875
2023-09-23,3.8709677419354844
2023-09-24,4.645161290322581
2023-09-25,2.3225806451612905
2023-09-26,3.8709677419354844
2023-09-27,3.0967741935483875
2023-09-28,3.8709677419354844
2023-09-29,3.0967741935483875
2023-09-30,3.8709677419354844
2023-10-01,1.5483870967741937
2023-10-02,3.0967741935483875
2023-10-03,3.0967741935483875
2023-10-04,3.8709677419354844
2023-10-05,3.8709677419354844
2023-10-06,3.0967741935483875
2023-10-07,3.8709677419354844
2023-10-08,3.8709677419354844
2023-10-09,3.8709677419354844
2023-10-10,3.8709677419354844
2023-10-11,3.8709677419354844
2023-10-12,4.645161290322581
2023-10-13,3.8709677419354844
2023-10-14,5.419354838709678
2023-10-15,9.290322580645162
2023-10-16,6.193548387096775
2023-10-17,5.419354838709678
2023-10-18,5.419354838709678
2023-10-19,5.419354838709678
2023-10-20,8.516129032258066
2023-10-21,7.741935483870969
2023-10-22,8.516129032258066
2023-10-23,11.612903225806454
2023-10-24,6.967741935483872
2023-10-25,6.193548387096775
2023-10-26,6.193548387096775
2023-10-27,6.193548387096775
2023-10-28,10.838709677419356
2023-10-29,27.09677419354839
2023-10-30,10.06451612903226
2023-10-31,7.741935483870969
2023-11-01,10.838709677419356
2023-11-02,14.70967741935484
2023-11-03,20.12903225806452
2023-11-04,20.12903225806452
2023-11-05,9.290322580645162
2023-11-06,12.38709677419355
2023-11-07,26.322580645161292
2023-11-08,41.032258064516135
2023-11-09,13.935483870967744
2023-11-10,16.258064516129036
2023-11-11,17.03225806451613
2023-11-12,25.548387096774196
2023-11-13,38.70967741935484
2023-11-14,14.70967741935484
2023-11-15,15.483870967741938
2023-11-16,17.806451612903228
2023-11-17,36.38709677419355
2023-11-18,20.12903225806452
2023-11-19,54.19354838709678
2023-11-20,34.83870967741936
2023-11-21,23.225806451612907
2023-11-22,15.483870967741938
2023-11-23,15.483870967741938
2023-11-24,19.35483870967742
2023-11-25,21.67741935483871
2023-11-26,41.80645161290323
2023-11-27,17.806451612903228
2023-11-28,12.38709677419355
2023-11-29,13.161290322580646
2023-11-30,12.38709677419355
2023-12-01,24.000000000000004
2023-12-02,45.67741935483871
2023-12-03,19.35483870967742
2023-12-04,13.935483870967744
2023-12-05,22.451612903225808
2023-12-06,65.80645161290323
2023-12-07,15.483870967741938
2023-12-08,15.483870967741938
2023-12-09,60.38709677419356
2023-12-10,20.12903225806452
2023-12-11,10.838709677419356
2023-12-12,10.838709677419356
2023-12-13,11.612903225806454
2023-12-14,10.838709677419356
2023-12-15,10.06451612903226
2023-12-16,72.00000000000001
2023-12-17,14.70967741935484
2023-12-18,11.612903225806454
2023-12-19,22.451612903225808
2023-12-20,34.06451612903226
2023-12-21,20.12903225806452
2023-12-22,40.93186859248651
2023-12-23,18.456572995441608
2023-12-24,10.835775538362123
2023-12-25,7.620797457079485
2023-12-26,11.639520058682784
2023-12-27,10.032031018041463
2023-12-28,12.443264579003442
2023-12-29,41.73561311280717
2023-12-30,49.77305831601377
2023-12-31,17.2657317009274
2024-01-01,13.247009099324101
2024-01-02,14.85449813996542
2024-01-03,21.671551076724246
2024-01-04,40.544771818292965
2024-01-05,16.84908395480029
2024-01-06,30.89983757444505
2024-01-07,66.62214227081407
2024-01-08,15.658242660286081
2024-01-09,21.671551076724246
2024-01-10,50.963899610527974
2024-01-11,20.064062036082927
2024-01-12,25.690273678327543
2024-01-13,44.56349441989626
2024-01-14,30.09609305412439
2024-01-15,14.85449813996542
2024-01-16,38.937282777651646
2024-01-17,77.45791780917617
2024-01-18,17.2657317009274
2024-01-19,18.456572995441608
2024-01-20,54.982622212131275
2024-01-21,22.498978290864002
2024-01-22,13.332727876067556
2024-01-23,12.499432383813334
2024-01-24,12.499432383813334
2024-01-25,10.83284139930489
2024-01-26,10.83284139930489
2024-01-27,54.16420699652445
2024-01-28,23.332273783118225
2024-01-29,12.499432383813334
2024-01-30,20.832387306355557
2024-01-31,42.498070104965336
2024-02-01,18.33250082959289
2024-02-02,14.16602336832178
2024-02-03,57.49738896554134
2024-02-04,24.165569275372444
2024-02-05,9.999545907050667
2024-02-06,18.33250082959289
2024-02-07,51.66432051976178
2024-02-08,14.16602336832178
2024-02-09,18.33250082959289
2024-02-10,34.99841067467734
2024-02-11,83.32954922542223
2024-02-12,9.999545907050667
2024-02-13,12.499432383813334
2024-02-14,12.499432383813334
2024-02-15,14.16602336832178
2024-02-16,12.499432383813334
2024-02-17,22.498978290864002
2024-02-18,57.49738896554134
2024-02-19,19.999091814101334
2024-02-20,11.666136891559113
2024-02-21,18.33250082959289
2024-02-22,45.83125207398223
2024-02-23,39.99818362820267
2024-02-24,44.997956581728005
2024-02-25,14.999318860576
2024-02-26,9.166250414796446
2024-02-27,18.33250082959289
2024-02-28,54.99750248877867
2024-02-29,10.83284139930489
2024-03-01,11.666136891559113
2024-03-02,23.332273783118225
2024-03-03,57.49738896554134
2024-03-04,14.16602336832178
2024-03-05,14.16602336832178
2024-03-06,16.665909845084446
2024-03-07,37.49829715144
2024-03-08,20.832387306355557
2024-03-09,34.165115182423115
2024-03-10,65.83034388808356
2024-03-11,19.999091814101334
2024-03-12,10.83284139930489
2024-03-13,12.499432383813334
2024-03-14,20.832387306355557
2024-03-15,64.16375290357512
2024-03-16,77.49648077964267
2024-03-17,13.332727876067556
2024-03-18,17.49920533733867
2024-03-19,10.83284139930489
2024-03-20,9.999545907050667
2024-03-21,9.999545907050667
2024-03-22,14.16602336832178
2024-03-23,29.16534222889778
2024-03-24,17.49920533733867
2024-03-25,19.16579632184711
2024-03-26,23.332273783118225
2024-03-27,9.999545907050667
2024-03-28,10.83284139930489
2024-03-29,30.831933213406224
2024-03-30,19.16579632184711
2024-03-31,10.83284139930489
2024-04-01,6.666363938033778
2024-04-02,6.666363938033778
2024-04-03,6.666363938033778
2024-04-04,5.833068445779556
2024-04-05,5.833068445779556
2024-04-06,6.666363938033778
2024-04-07,6.666363938033778
2024-04-08,5.833068445779556
2024-04-09,9.166250414796446
2024-04-10,6.666363938033778
2024-04-11,4.9997729535253335
2024-04-12,5.833068445779556
2024-04-13,8.332954922542223
2024-04-14,9.999545907050667
2024-04-15,8.332954922542223
2024-04-16,10.83284139930489
2024-04-17,9.166250414796446
2024-04-18,8.332954922542223
2024-04-19,6.666363938033778
2024-04-20,8.332954922542223
2024-04-21,9.166250414796446
2024-04-22,9.166250414796446
2024-04-23,6.666363938033778
2024-04-24,7.499659430288
2024-04-25,6.666363938033778
2024-04-26,7.499659430288
2024-04-27,6.666363938033778
2024-04-28,5.833068445779556
2024-04-29,5.833068445779556
2024-04-30,4.9997729535253335
2024-05-01,4.9997729535253335
2024-05-02,4.9997729535253335
2024-05-03,4.9997729535253335
2024-05-04,4.9997729535253335
2024-05-05,4.1664774612711115
2024-05-06,4.9997729535253335
2024-05-07,4.1664774612711115
2024-05-08,3.333181969016889
2024-05-09,4.1664774612711115
2024-05-10,4.1664774612711115
2024-05-11,3.333181969016889
2024-05-12,3.333181969016889
2024-05-13,4.1664774612711115
2024-05-14,4.1664774612711115
2024-05-15,4.1664774612711115
2024-05-16,4.1664774612711115
2024-05-17,3.333181969016889
2024-05-18,3.333181969016889
2024-05-19,3.333181969016889
2024-05-20,2.4998864767626667
2024-05-21,3.333181969016889
2024-05-22,2.4998864767626667
2024-05-23,2.4998864767626667
2024-05-24,2.4998864767626667
2024-05-25,2.4998864767626667
2024-05-26,2.4998864767626667
2024-05-27,2.4998864767626667
2024-05-28,2.4998864767626667
2024-05-29,2.4998864767626667
2024-05-30,3.333181969016889
2024-05-31,2.4998864767626667
2024-06-01,2.4998864767626667
2024-06-02,2.4998864767626667
2024-06-03,2.4998864767626667
2024-06-04,2.4998864767626667
2024-06-05,2.4998864767626667
2024-06-06,3.333181969016889
2024-06-07,2.4998864767626667
2024-06-08,2.4998864767626667
2024-06-09,2.4998864767626667
2024-06-10,3.333181969016889
2024-06-11,2.4998864767626667
2024-06-12,1.6665909845084446
2024-06-13,2.4998864767626667
2024-06-14,2.4998864767626667
2024-06-15,2.4998864767626667
2024-06-16,1.6665909845084446
2024-06-17,2.4998864767626667
2024-06-18,2.4998864767626667
2024-06-19,2.4998864767626667
2024-06-20,1.6665909845084446
2024-06-21,2.4998864767626667
2024-06-22,2.4998864767626667
2024-06-23,3.333181969016889
2024-06-24,1.6665909845084446
2024-06-25,2.4998864767626667
2024-06-26,2.4998864767626667
2024-06-27,3.333181969016889
2024-06-28,2.4998864767626667
2024-06-29,2.4998864767626667
2024-06-30,1.6665909845084446
2024-07-01,1.6665909845084446
2024-07-02,2.4998864767626667
2024-07-03,1.6665909845084446
2024-07-04,1.6665909845084446
2024-07-05,2.4998864767626667
2024-07-06,1.6665909845084446
2024-07-07,2.4998864767626667
2024-07-08,2.4998864767626667
2024-07-09,2.4998864767626667
2024-07-10,2.4998864767626667
2024-07-11,2.4998864767626667
2024-07-12,2.4998864767626667
2024-07-13,2.4998864767626667
2024-07-14,2.4998864767626667
2024-07-15,1.6665909845084446
2024-07-16,1.6665909845084446
2024-07-17,1.6665909845084446
2024-07-18,1.6665909845084446
2024-07-19,2.4998864767626667
2024-07-20,2.4998864767626667
2024-07-21,2.4998864767626667
2024-07-22,2.4998864767626667
2024-07-23,2.4998864767626667
2024-07-24,1.6665909845084446
2024-07-25,1.6665909845084446
2024-07-26,2.4998864767626667
2024-07-27,2.4998864767626667
2024-07-28,2.4998864767626667
2024-07-29,2.4998864767626667
2024-07-30,1.6665909845084446
2024-07-31,0.8332954922542223
2024-08-01,2.4998864767626667
2024-08-02,3.333181969016889
2024-08-03,1.6665909845084446
2024-08-04,1.6665909845084446
2024-08-05,2.4998864767626667
2024-08-06,2.4998864767626667
2024-08-07,2.4998864767626667
2024-08-08,2.4998864767626667
2024-08-09,1.6665909845084446
2024-08-10,1.6665909845084446
2024-08-11,1.6665909845084446
2024-08-12,1.6665909845084446
2024-08-13,1.6665909845084446
2024-08-14,1.6665909845084446
2024-08-15,1.6665909845084446
2024-08-16,2.4998864767626667
2024-08-17,1.6665909845084446
2024-08-18,2.4998864767626667
2024-08-19,2.4998864767626667
2024-08-20,3.333181969016889
2024-08-21,2.4998864767626667
2024-08-22,3.333181969016889
2024-08-23,2.4998864767626667
2024-08-24,2.4998864767626667
2024-08-25,1.6665909845084446
2024-08-26,1.6665909845084446
2024-08-27,2.4998864767626667
2024-08-28,1.6665909845084446
2024-08-29,2.4998864767626667
2024-08-30,2.4998864767626667
2024-08-31,2.4998864767626667
2024-09-01,2.4998864767626667
2024-09-02,2.4998864767626667
2024-09-03,2.4998864767626667
2024-09-04,2.916534222889778
2024-09-05,3.333181969016889
2024-09-06,2.4998864767626667
2024-09-07,3.333181969016889
2024-09-08,1.6665909845084446
2024-09-09,2.4998864767626667
2024-09-10,1.6665909845084446
2024-09-11,1.6665909845084446
2024-09-12,2.4998864767626667
2024-09-13,1.6665909845084446
2024-09-14,2.4998864767626667
2024-09-15,3.333181969016889
2024-09-16,2.4998864767626667
2024-09-17,2.4998864767626667
2024-09-18,2.4998864767626667
2024-09-19,3.333181969016889
2024-09-20,3.333181969016889
2024-09-21,4.1664774612711115
2024-09-22,4.1664774612711115
2024-09-23,4.1664774612711115
2024-09-24,4.1664774612711115
2024-09-25,4.9997729535253335
2024-09-26,3.333181969016889
2024-09-27,3.333181969016889
2024-09-28,4.1664774612711115
2024-09-29,2.4998864767626667
2024-09-30,3.333181969016889
2024-10-01,3.333181969016889
2024-10-02,3.333181969016889
2024-10-03,3.333181969016889
2024-10-04,3.333181969016889
2024-10-05,4.1664774612711115
2024-10-06,3.333181969016889
2024-10-07,2.4998864767626667
2024-10-08,3.333181969016889
2024-10-09,3.333181969016889
2024-10-10,3.333181969016889
2024-10-11,2.4998864767626667
2024-10-12,3.333181969016889
2024-10-13,3.333181969016889
2024-10-14,4.1664774612711115
2024-10-15,4.9997729535253335
2024-10-16,4.9997729535253335
2024-10-17,4.9997729535253335
2024-10-18,4.9997729535253335
2024-10-19,8.332954922542223
2024-10-20,4.1664774612711115
2024-10-21,4.1664774612711115
2024-10-22,4.9997729535253335
2024-10-23,4.9997729535253335
2024-10-24,4.1664774612711115
2024-10-25,4.9997729535253335
2024-10-26,8.332954922542223
2024-10-27,28.33204673664356
2024-10-28,11.666136891559113
2024-10-29,6.666363938033778
2024-10-30,7.499659430288
2024-10-31,8.332954922542223
2024-11-01,14.16602336832178
2024-11-02,19.16579632184711
2024-11-03,9.166250414796446
2024-11-04,14.999318860576
2024-11-05,14.16602336832178
2024-11-06,10.83284139930489
