Time,electoral_college
2022-09-07,52.829305135951664
2022-09-08,57.8368580060423
2022-09-09,58.3368580060423
2022-09-10,24.537764350453173
2022-09-11,27.29154078549849
2022-09-12,60.090634441087616
2022-09-13,57.3368580060423
2022-09-14,62.84441087613293
2022-09-15,70.60574018126889
2022-09-16,65.09818731117825
2022-09-17,22.783987915407856
2022-09-18,25.037764350453173
2022-09-19,65.09818731117825
2022-09-20,87.8821752265861
2022-09-21,87.8821752265861
2022-09-22,84.62839879154079
2022-09-23,72.35951661631421
2022-09-24,28.29154078549849
2022-09-25,35.05287009063444
2022-09-26,75.11329305135952
2022-09-27,82.87462235649548
2022-09-28,87.76435045317221
2022-09-29,85.25679758308158
2022-09-30,70.21148036253777
2022-10-01,22.567975830815712
2022-10-02,37.61329305135952
2022-10-03,87.76435045317221
2022-10-04,85.25679758308158
2022-10-05,82.74924471299094
2022-10-06,92.77945619335348
2022-10-07,72.7190332326284
2022-10-08,25.075528700906347
2022-10-09,32.59818731117825
2022-10-10,75.22658610271904
2022-10-11,87.76435045317221
2022-10-12,75.22658610271904
2022-10-13,110.33232628398792
2022-10-14,95.28700906344412
2022-10-15,32.59818731117825
2022-10-16,40.120845921450154
2022-10-17,110.33232628398792
2022-10-18,117.85498489425983
2022-10-19,115.3474320241692
2022-10-20,122.8700906344411
2022-10-21,90.27190332326285
2022-10-22,25.075528700906347
2022-10-23,37.61329305135952
2022-10-24,112.83987915407856
2022-10-25,115.3474320241692
2022-10-26,127.88519637462237
2022-10-27,122.8700906344411
2022-10-28,107.82477341389729
2022-10-29,32.59818731117825
2022-10-30,45.135951661631424
2022-10-31,120.36253776435046
2022-11-01,120.36253776435046
2022-11-02,137.9154078549849
2022-11-03,130.392749244713
2022-11-04,137.9154078549849
2022-11-05,47.64350453172206
2022-11-06,55.16616314199396
2022-11-07,135.40785498489427
2022-11-08,152.96072507552873
2022-11-09,250.75528700906347
2022-11-10,165.4984894259819
2022-11-11,92.77945619335348
2022-11-12,65.1963746223565
2022-11-13,65.1963746223565
2022-11-14,150.45317220543808
2022-11-15,147.94561933534743
2022-11-16,145.4380664652568
2022-11-17,142.9305135951662
2022-11-18,122.8700906344411
2022-11-19,42.62839879154079
2022-11-20,32.59818731117825
2022-11-21,85.25679758308158
2022-11-22,72.7190332326284
2022-11-23,30.090634441087616
2022-11-24,25.075528700906347
2022-11-25,22.567975830815712
2022-11-26,17.552870090634443
2022-11-27,25.075528700906347
2022-11-28,90.27190332326285
2022-11-29,107.82477341389729
2022-11-30,107.82477341389729
2022-12-01,107.82477341389729
2022-12-02,107.82477341389729
2022-12-03,35.105740181268885
2022-12-04,32.59818731117825
2022-12-05,115.3474320241692
2022-12-06,115.3474320241692
2022-12-07,135.40785498489427
2022-12-08,132.90030211480365
2022-12-09,112.83987915407856
2022-12-10,25.075528700906347
2022-12-11,37.61329305135952
2022-12-12,117.85498489425983
2022-12-13,112.83987915407856
2022-12-14,117.85498489425983
2022-12-15,107.82477341389729
2022-12-16,87.76435045317221
2022-12-17,25.075528700906347
2022-12-18,25.075528700906347
2022-12-19,67.70392749244714
2022-12-20,65.1963746223565
2022-12-21,45.135951661631424
2022-12-22,27.58308157099698
2022-12-23,20.060422960725077
2022-12-24,17.552870090634443
2022-12-25,30.090634441087616
2022-12-26,30.090634441087616
2022-12-27,22.567975830815712
2022-12-28,15.045317220543808
2022-12-29,17.552870090634443
2022-12-30,10.030211480362539
2022-12-31,10.030211480362539
2023-01-01,12.537764350453173
2023-01-02,12.537764350453173
2023-01-03,40.120845921450154
2023-01-04,42.62839879154079
2023-01-05,65.1963746223565
2023-01-06,57.6737160120846
2023-01-07,12.537764350453173
2023-01-08,20.060422960725077
2023-01-09,60.18126888217523
2023-01-10,70.21148036253777
2023-01-11,62.688821752265866
2023-01-12,67.70392749244714
2023-01-13,62.688821752265866
2023-01-14,20.060422960725077
2023-01-15,15.045317220543808
2023-01-16,25.075528700906347
2023-01-17,72.7190332326284
2023-01-18,77.73413897280967
2023-01-19,75.22658610271904
2023-01-20,67.70392749244714
2023-01-21,20.060422960725077
2023-01-22,20.060422960725077
2023-01-23,60.18126888217523
2023-01-24,77.73413897280967
2023-01-25,70.21148036253777
2023-01-26,70.21148036253777
2023-01-27,55.16616314199396
2023-01-28,17.552870090634443
2023-01-29,25.075528700906347
2023-01-30,67.70392749244714
2023-01-31,67.70392749244714
2023-02-01,65.1963746223565
2023-02-02,65.1963746223565
2023-02-03,62.688821752265866
2023-02-04,17.552870090634443
2023-02-05,25.075528700906347
2023-02-06,67.70392749244714
2023-02-07,67.70392749244714
2023-02-08,70.21148036253777
2023-02-09,72.7190332326284
2023-02-10,62.688821752265866
2023-02-11,20.060422960725077
2023-02-12,20.060422960725077
2023-02-13,62.688821752265866
2023-02-14,75.22658610271904
2023-02-15,75.22658610271904
2023-02-16,75.22658610271904
2023-02-17,60.18126888217523
2023-02-18,27.58308157099698
2023-02-19,20.060422960725077
2023-02-20,32.59818731117825
2023-02-21,60.18126888217523
2023-02-22,62.688821752265866
2023-02-23,62.688821752265866
2023-02-24,57.6737160120846
2023-02-25,20.060422960725077
2023-02-26,20.060422960725077
2023-02-27,80.24169184290031
2023-02-28,80.24169184290031
2023-03-01,75.22658610271904
2023-03-02,77.73413897280967
2023-03-03,70.21148036253777
2023-03-04,17.552870090634443
2023-03-05,25.075528700906347
2023-03-06,77.73413897280967
2023-03-07,77.73413897280967
2023-03-08,80.24169184290031
2023-03-09,75.22658610271904
2023-03-10,57.6737160120846
2023-03-11,22.567975830815712
2023-03-12,27.58308157099698
2023-03-13,57.6737160120846
2023-03-14,60.18126888217523
2023-03-15,62.688821752265866
2023-03-16,55.16616314199396
2023-03-17,52.65861027190333
2023-03-18,22.567975830815712
2023-03-19,20.060422960725077
2023-03-20,72.7190332326284
2023-03-21,77.73413897280967
2023-03-22,80.24169184290031
2023-03-23,80.24169184290031
2023-03-24,62.688821752265866
2023-03-25,20.060422960725077
2023-03-26,17.552870090634443
2023-03-27,75.22658610271904
2023-03-28,75.22658610271904
2023-03-29,72.7190332326284
2023-03-30,72.7190332326284
2023-03-31,62.688821752265866
2023-04-01,22.567975830815712
2023-04-02,30.090634441087616
2023-04-03,70.21148036253777
2023-04-04,65.1963746223565
2023-04-05,65.1963746223565
2023-04-06,62.688821752265866
2023-04-07,27.58308157099698
2023-04-08,22.567975830815712
2023-04-09,25.075528700906347
2023-04-10,62.688821752265866
2023-04-11,70.21148036253777
2023-04-12,62.688821752265866
2023-04-13,75.22658610271904
2023-04-14,62.688821752265866
2023-04-15,22.567975830815712
2023-04-16,27.58308157099698
2023-04-17,75.22658610271904
2023-04-18,77.73413897280967
2023-04-19,77.73413897280967
2023-04-20,77.73413897280967
2023-04-21,72.7190332326284
2023-04-22,22.567975830815712
2023-04-23,27.58308157099698
2023-04-24,80.24169184290031
2023-04-25,80.24169184290031
2023-04-26,77.67443533304561
2023-04-27,74.92806790389872
2023-04-28,62.688821752265866
2023-04-29,25.224787800316506
2023-04-30,34.717666522802475
2023-05-01,70.18162854265574
2023-05-02,70.18162854265574
2023-05-03,65.43518918141275
2023-05-04,68.18155661055964
2023-05-05,52.44964753272911
2023-05-06,25.224787800316506
2023-05-07,19.732052942022733
2023-05-08,74.92806790389872
2023-05-09,68.18155661055964
2023-05-10,62.688821752265866
2023-05-11,53.1959430297799
2023-05-12,53.1959430297799
2023-05-13,19.732052942022733
2023-05-14,25.224787800316506
2023-05-15,57.196086893972094
2023-05-16,62.688821752265866
2023-05-17,53.1959430297799
2023-05-18,49.70328010358222
2023-05-19,42.95676881024313
2023-05-20,15.73190907783053
2023-05-21,17.73198100992663
2023-05-22,35.46396201985326
2023-05-23,44.95684074233924
2023-05-24,39.464105884045466
2023-05-25,37.46403395194936
2023-05-26,32.8370018702345
2023-05-27,16.41850093511725
2023-05-28,17.91109192921882
2023-05-29,13.433318946914115
2023-05-30,35.82218385843764
2023-05-31,38.80736584664078
2023-06-01,29.851819882031364
2023-06-02,29.851819882031364
2023-06-03,14.925909941015682
2023-06-04,10.448136958710977
2023-06-05,34.32959286433607
2023-06-06,26.86663789382823
2023-06-07,31.344410876132933
2023-06-08,25.37404689972666
2023-06-09,23.881455905625092
2023-06-10,13.433318946914115
2023-06-11,19.40368292332039
2023-06-12,28.359228887929795
2023-06-13,25.37404689972666
2023-06-14,26.86663789382823
2023-06-15,20.896273917421954
2023-06-16,16.41850093511725
2023-06-17,19.40368292332039
2023-06-18,11.940727952812546
2023-06-19,16.41850093511725
2023-06-20,16.41850093511725
2023-06-21,17.91109192921882
2023-06-22,16.41850093511725
2023-06-23,14.925909941015682
2023-06-24,14.925909941015682
2023-06-25,14.925909941015682
2023-06-26,19.40368292332039
2023-06-27,22.388864911523523
2023-06-28,16.41850093511725
2023-06-29,17.91109192921882
2023-06-30,20.896273917421954
2023-07-01,17.91109192921882
2023-07-02,14.925909941015682
2023-07-03,17.91109192921882
2023-07-04,19.40368292332039
2023-07-05,19.40368292332039
2023-07-06,13.433318946914115
2023-07-07,23.881455905625092
2023-07-08,14.925909941015682
2023-07-09,19.40368292332039
2023-07-10,20.896273917421954
2023-07-11,16.41850093511725
2023-07-12,17.91109192921882
2023-07-13,17.91109192921882
2023-07-14,19.40368292332039
2023-07-15,17.91109192921882
2023-07-16,13.433318946914115
2023-07-17,19.40368292332039
2023-07-18,20.896273917421954
2023-07-19,26.86663789382823
2023-07-20,25.37404689972666
2023-07-21,16.41850093511725
2023-07-22,16.41850093511725
2023-07-23,19.40368292332039
2023-07-24,19.40368292332039
2023-07-25,16.41850093511725
2023-07-26,22.388864911523523
2023-07-27,16.41850093511725
2023-07-28,17.91109192921882
2023-07-29,16.41850093511725
2023-07-30,14.925909941015682
2023-07-31,19.40368292332039
2023-08-01,16.41850093511725
2023-08-02,26.86663789382823
2023-08-03,28.359228887929795
2023-08-04,26.86663789382823
2023-08-05,23.881455905625092
2023-08-06,25.37404689972666
2023-08-07,16.41850093511725
2023-08-08,23.881455905625092
2023-08-09,22.388864911523523
2023-08-10,25.37404689972666
2023-08-11,25.37404689972666
2023-08-12,13.433318946914115
2023-08-13,16.41850093511725
2023-08-14,23.881455905625092
2023-08-15,29.851819882031364
2023-08-16,31.344410876132933
2023-08-17,32.8370018702345
2023-08-18,37.31477485253921
2023-08-19,19.40368292332039
2023-08-20,20.896273917421954
2023-08-21,35.82218385843764
2023-08-22,40.29995684074234
2023-08-23,41.79254783484391
2023-08-24,55.22586678175803
2023-08-25,41.79254783484391
2023-08-26,25.37404689972666
2023-08-27,25.37404689972666
2023-08-28,40.29995684074234
2023-08-29,49.25550280535175
2023-08-30,46.270320817148615
2023-08-31,47.762911811250184
2023-09-01,44.777729823047046
2023-09-02,19.40368292332039
2023-09-03,17.91109192921882
2023-09-04,34.32959286433607
2023-09-05,59.70363976406273
2023-09-06,58.21104876996116
2023-09-07,64.18141274636743
2023-09-08,58.21104876996116
2023-09-09,22.388864911523523
2023-09-10,23.881455905625092
2023-09-11,61.1962307581643
2023-09-12,70.1517767227737
2023-09-13,71.64436771687528
2023-09-14,71.64436771687528
2023-09-15,70.1517767227737
2023-09-16,25.37404689972666
2023-09-17,34.32959286433607
2023-09-18,86.57027765789095
2023-09-19,82.09250467558626
2023-09-20,85.0776866637894
2023-09-21,95.52582362250037
2023-09-22,76.12214069917998
2023-09-23,20.896273917421954
2023-09-24,32.8370018702345
2023-09-25,79.10732268738312
2023-09-26,85.0776866637894
2023-09-27,101.49618759890664
2023-09-28,102.9887785930082
2023-09-29,79.10732268738312
2023-09-30,25.37404689972666
2023-10-01,37.31477485253921
2023-10-02,102.9887785930082
2023-10-03,100.00359660480507
2023-10-04,95.52582362250037
2023-10-05,89.55545964609409
2023-10-06,67.16659473457057
2023-10-07,26.86663789382823
2023-10-08,31.344410876132933
2023-10-09,76.12214069917998
2023-10-10,92.54064163429723
2023-10-11,95.52582362250037
2023-10-12,95.52582362250037
2023-10-13,83.58509566968782
2023-10-14,23.881455905625092
2023-10-15,32.8370018702345
2023-10-16,107.46655157531292
2023-10-17,108.95914256941448
2023-10-18,116.42209753992232
2023-10-19,108.95914256941448
2023-10-20,110.45173356351606
2023-10-21,23.881455905625092
2023-10-22,40.29995684074234
2023-10-23,123.88505251043017
2023-10-24,123.88505251043017
2023-10-25,122.3924615163286
2023-10-26,117.9146885340239
2023-10-27,100.00359660480507
2023-10-28,28.359228887929795
2023-10-29,41.79254783484391
2023-10-30,119.40727952812546
2023-10-31,119.40727952812546
2023-11-01,116.42209753992232
2023-11-02,134.33318946914113
2023-11-03,111.94432455761762
2023-11-04,29.851819882031364
2023-11-05,40.29995684074234
2023-11-06,129.85541648683645
2023-11-07,131.348007480938
2023-11-08,134.33318946914113
2023-11-09,126.87023449863331
2023-11-10,85.0776866637894
2023-11-11,37.31477485253921
2023-11-12,43.28513882894548
2023-11-13,132.84059847503957
2023-11-14,129.85541648683645
2023-11-15,134.33318946914113
2023-11-16,126.87023449863331
2023-11-17,107.46655157531292
2023-11-18,28.359228887929795
2023-11-19,34.32959286433607
2023-11-20,71.64436771687528
2023-11-21,77.61473169328156
2023-11-22,29.851819882031364
2023-11-23,22.388864911523523
2023-11-24,19.40368292332039
2023-11-25,17.91109192921882
2023-11-26,23.881455905625092
2023-11-27,101.49618759890664
2023-11-28,113.43691555171918
2023-11-29,120.89987052222703
2023-11-30,119.40727952812546
2023-12-01,104.48136958710978
2023-12-02,29.851819882031364
2023-12-03,38.80736584664078
2023-12-04,114.92950654582076
2023-12-05,120.89987052222703
2023-12-06,123.88505251043017
2023-12-07,122.3924615163286
2023-12-08,123.88505251043017
2023-12-09,31.344410876132933
2023-12-10,41.79254783484391
2023-12-11,113.43691555171918
2023-12-12,120.89987052222703
2023-12-13,110.45173356351606
2023-12-14,122.3924615163286
2023-12-15,100.00359660480507
2023-12-16,23.881455905625092
2023-12-17,32.8370018702345
2023-12-18,92.54064163429723
2023-12-19,108.95914256941448
2023-12-20,149.25909941015684
2023-12-21,71.64436771687528
2023-12-22,41.792547834843916
2023-12-23,26.866637893828234
2023-12-24,12.687023449863332
2023-12-25,17.91109192921882
2023-12-26,11.940727952812548
2023-12-27,26.120342396777446
2023-12-28,20.149978420371173
2023-12-29,71.64436771687528
2023-12-30,32.8370018702345
2023-12-31,20.896273917421958
2024-01-01,26.866637893828234
2024-01-02,41.792547834843916
2024-01-03,53.73327578765647
2024-01-04,62.688821752265866
2024-01-05,66.4202992375198
2024-01-06,30.598115379082152
2024-01-07,36.56847935548842
2024-01-08,68.65918572867216
2024-01-09,61.942526255215085
2024-01-10,75.3758452021292
2024-01-11,84.33139116673861
2024-01-12,68.65918572867216
2024-01-13,26.866637893828234
2024-01-14,32.8370018702345
2024-01-15,36.56847935548842
2024-01-16,104.48136958710978
2024-01-17,79.85361818443391
2024-01-18,83.58509566968783
2024-01-19,81.34620917853547
2024-01-20,33.58329736728529
2024-01-21,41.792547834843916
2024-01-22,92.54064163429724
2024-01-23,95.52582362250038
2024-01-24,131.34800748093804
2024-01-25,101.49618759890666
2024-01-26,89.5554596460941
2024-01-27,35.82218385843764
2024-01-28,38.80736584664078
2024-01-29,86.57027765789097
2024-01-30,89.5554596460941
2024-01-31,92.54064163429724
2024-02-01,92.54064163429724
2024-02-02,80.5999136814847
2024-02-03,32.83700187023451
2024-02-04,44.77772982304705
2024-02-05,86.57027765789097
2024-02-06,83.58509566968783
2024-02-07,80.5999136814847
2024-02-08,95.52582362250038
2024-02-09,83.58509566968783
2024-02-10,41.792547834843916
2024-02-11,35.82218385843764
2024-02-12,80.5999136814847
2024-02-13,83.58509566968783
2024-02-14,86.57027765789097
2024-02-15,83.58509566968783
2024-02-16,68.65918572867216
2024-02-17,26.866637893828234
2024-02-18,38.80736584664078
2024-02-19,50.74809379945333
2024-02-20,77.61473169328156
2024-02-21,83.58509566968783
2024-02-22,92.54064163429724
2024-02-23,83.58509566968783
2024-02-24,35.82218385843764
2024-02-25,47.76291181125019
2024-02-26,101.49618759890666
2024-02-27,107.46655157531293
2024-02-28,104.4813695871098
2024-02-29,110.45173356351607
2024-03-01,89.5554596460941
2024-03-02,38.80736584664078
2024-03-03,50.74809379945333
2024-03-04,119.40727952812549
2024-03-05,113.43691555171921
2024-03-06,152.24428139836
2024-03-07,119.40727952812549
2024-03-08,101.49618759890666
2024-03-09,44.77772982304705
2024-03-10,47.76291181125019
2024-03-11,98.51100561070352
2024-03-12,86.57027765789097
2024-03-13,89.5554596460941
2024-03-14,95.52582362250038
2024-03-15,77.61473169328156
2024-03-16,38.80736584664078
2024-03-17,38.80736584664078
2024-03-18,107.46655157531293
2024-03-19,107.46655157531293
2024-03-20,98.51100561070352
2024-03-21,92.54064163429724
2024-03-22,80.5999136814847
2024-03-23,47.76291181125019
2024-03-24,35.82218385843764
2024-03-25,80.5999136814847
2024-03-26,92.54064163429724
2024-03-27,89.5554596460941
2024-03-28,77.61473169328156
2024-03-29,47.76291181125019
2024-03-30,38.80736584664078
2024-03-31,35.82218385843764
2024-04-01,50.74809379945333
2024-04-02,74.62954970507842
2024-04-03,89.5554596460941
2024-04-04,92.54064163429724
2024-04-05,77.61473169328156
2024-04-06,38.80736584664078
2024-04-07,47.76291181125019
2024-04-08,80.5999136814847
2024-04-09,92.54064163429724
2024-04-10,86.57027765789097
2024-04-11,101.49618759890666
2024-04-12,86.57027765789097
2024-04-13,38.80736584664078
2024-04-14,32.83700187023451
2024-04-15,92.54064163429724
2024-04-16,104.4813695871098
2024-04-17,95.52582362250038
2024-04-18,98.51100561070352
2024-04-19,92.54064163429724
2024-04-20,41.792547834843916
2024-04-21,35.82218385843764
2024-04-22,74.62954970507842
2024-04-23,89.5554596460941
2024-04-24,95.52582362250038
2024-04-25,101.49618759890666
2024-04-26,71.64436771687528
2024-04-27,29.85181988203137
2024-04-28,44.77772982304705
2024-04-29,86.57027765789097
2024-04-30,89.5554596460941
2024-05-01,83.58509566968783
2024-05-02,83.58509566968783
2024-05-03,77.61473169328156
2024-05-04,41.792547834843916
2024-05-05,56.718457775859605
2024-05-06,92.54064163429724
2024-05-07,71.64436771687528
2024-05-08,89.5554596460941
2024-05-09,74.62954970507842
2024-05-10,74.62954970507842
2024-05-11,29.85181988203137
2024-05-12,23.881455905625096
2024-05-13,74.62954970507842
2024-05-14,80.5999136814847
2024-05-15,68.65918572867216
2024-05-16,65.67400374046902
2024-05-17,50.74809379945333
2024-05-18,26.866637893828234
2024-05-19,26.866637893828234
2024-05-20,59.70363976406274
2024-05-21,62.68882175226587
2024-05-22,53.73327578765647
2024-05-23,56.718457775859605
2024-05-24,47.76291181125019
2024-05-25,26.866637893828234
2024-05-26,26.866637893828234
2024-05-27,26.866637893828234
2024-05-28,38.80736584664078
2024-05-29,44.77772982304705
2024-05-30,59.70363976406274
2024-05-31,62.68882175226587
2024-06-01,38.80736584664078
2024-06-02,44.77772982304705
2024-06-03,53.73327578765647
2024-06-04,47.76291181125019
2024-06-05,44.77772982304705
2024-06-06,35.82218385843764
2024-06-07,47.76291181125019
2024-06-08,41.792547834843916
2024-06-09,32.83700187023451
2024-06-10,44.77772982304705
2024-06-11,41.792547834843916
2024-06-12,35.82218385843764
2024-06-13,41.792547834843916
2024-06-14,26.866637893828234
2024-06-15,32.83700187023451
2024-06-16,38.80736584664078
2024-06-17,41.792547834843916
2024-06-18,38.80736584664078
2024-06-19,32.83700187023451
2024-06-20,38.80736584664078
2024-06-21,35.82218385843764
2024-06-22,23.881455905625096
2024-06-23,44.77772982304705
2024-06-24,38.80736584664078
2024-06-25,35.82218385843764
2024-06-26,35.82218385843764
2024-06-27,47.76291181125019
2024-06-28,116.42209753992235
2024-06-29,56.718457775859605
2024-06-30,50.74809379945333
2024-07-01,59.70363976406274
2024-07-02,68.65918572867216
2024-07-03,65.67400374046902
2024-07-04,71.64436771687528
2024-07-05,56.718457775859605
2024-07-06,56.718457775859605
2024-07-07,47.76291181125019
2024-07-08,56.718457775859605
2024-07-09,59.70363976406274
2024-07-10,53.73327578765647
2024-07-11,59.70363976406274
2024-07-12,68.65918572867216
2024-07-13,62.68882175226587
2024-07-14,95.52582362250038
2024-07-15,128.36282549273488
2024-07-16,122.39246151632861
2024-07-17,107.46655157531293
2024-07-18,110.45173356351607
2024-07-19,107.46655157531293
2024-07-20,77.61473169328156
2024-07-21,197.02201122140704
2024-07-22,250.7552870090635
2024-07-23,208.9627391742196
2024-07-24,191.05164724500077
2024-07-25,179.1109192921882
2024-07-26,161.1998273629694
2024-07-27,149.25909941015684
2024-07-28,134.33318946914116
2024-07-29,131.34800748093804
2024-07-30,122.39246151632861
2024-07-31,149.25909941015684
2024-08-01,125.37764350453175
2024-08-02,122.39246151632861
2024-08-03,116.42209753992235
2024-08-04,104.4813695871098
2024-08-05,113.43691555171921
2024-08-06,182.09610128039137
2024-08-07,149.25909941015684
2024-08-08,125.37764350453175
2024-08-09,110.45173356351607
2024-08-10,128.36282549273488
2024-08-11,116.42209753992235
2024-08-12,113.43691555171921
2024-08-13,113.43691555171921
2024-08-14,113.43691555171921
2024-08-15,110.45173356351607
2024-08-16,101.49618759890666
2024-08-17,101.49618759890666
2024-08-18,133.57964838474038
2024-08-19,142.5351943493498
2024-08-20,149.99814931985765
2024-08-21,167.90924124907644
2024-08-22,155.9685132962639
2024-08-23,164.92405926087332
2024-08-24,148.50555832575606
2024-08-25,142.5351943493498
2024-08-26,154.47592230216233
2024-08-27,149.99814931985765
2024-08-28,152.98333130806077
2024-08-29,148.50555832575606
2024-08-30,136.5648303729435
2024-08-31,139.55001236114666
2024-09-01,132.08705739063882
2024-09-02,132.08705739063882
2024-09-03,154.47592230216233
2024-09-04,167.90924124907644
2024-09-05,163.43146826677173
2024-09-06,154.47592230216233
2024-09-07,129.10187540243567
2024-09-08,130.59446639653726
2024-09-09,175.37219621958428
2024-09-10,178.35737820778743
2024-09-11,226.1202900190376
2024-09-12,190.29810616059999
2024-09-13,185.82033317829527
2024-09-14,164.92405926087332
2024-09-15,154.47592230216233
2024-09-16,173.87960522548272
2024-09-17,153.72238121776155
2024-09-18,153.72238121776155
2024-09-19,153.72238121776155
2024-09-20,153.72238121776155
2024-09-21,153.72238121776155
2024-09-22,153.72238121776155
