Time,email
2022-01-01,40.0
2022-01-02,44.0
2022-01-03,77.0
2022-01-04,99.0
2022-01-05,92.0
2022-01-06,74.0
2022-01-07,82.0
2022-01-08,55.0
2022-01-09,48.0
2022-01-10,83.0
2022-01-11,92.0
2022-01-12,91.0
2022-01-13,85.0
2022-01-14,66.0
2022-01-15,52.0
2022-01-16,41.0
2022-01-17,61.0
2022-01-18,84.0
2022-01-19,85.0
2022-01-20,85.0
2022-01-21,82.0
2022-01-22,55.0
2022-01-23,49.0
2022-01-24,100.0
2022-01-25,80.0
2022-01-26,78.0
2022-01-27,82.0
2022-01-28,86.0
2022-01-29,55.0
2022-01-30,47.0
2022-01-31,85.0
2022-02-01,90.0
2022-02-02,89.0
2022-02-03,87.0
2022-02-04,85.0
2022-02-05,53.0
2022-02-06,49.0
2022-02-07,86.0
2022-02-08,90.0
2022-02-09,85.0
2022-02-10,77.0
2022-02-11,81.0
2022-02-12,58.0
2022-02-13,45.0
2022-02-14,74.0
2022-02-15,88.0
2022-02-16,87.0
2022-02-17,88.0
2022-02-18,78.0
2022-02-19,50.0
2022-02-20,46.0
2022-02-21,75.0
2022-02-22,84.0
2022-02-23,86.0
2022-02-24,80.0
2022-02-25,80.0
2022-02-26,52.0
2022-02-27,46.0
2022-02-28,87.0
2022-03-01,87.0
2022-03-02,86.0
2022-03-03,86.0
2022-03-04,78.0
2022-03-05,52.0
2022-03-06,45.0
2022-03-07,82.0
2022-03-08,84.0
2022-03-09,84.0
2022-03-10,86.0
2022-03-11,76.0
2022-03-12,50.0
2022-03-13,48.0
2022-03-14,81.0
2022-03-15,84.0
2022-03-16,84.0
2022-03-17,81.0
2022-03-18,78.0
2022-03-19,49.0
2022-03-20,46.0
2022-03-21,82.0
2022-03-22,81.0
2022-03-23,83.0
2022-03-24,86.0
2022-03-25,78.0
2022-03-26,49.0
2022-03-27,49.0
2022-03-28,79.0
2022-03-29,85.0
2022-03-30,85.0
2022-03-31,86.0
2022-04-01,77.0
2022-04-02,53.0
2022-04-03,48.0
2022-04-04,83.0
2022-04-05,87.0
2022-04-06,87.0
2022-04-07,84.0
2022-04-08,76.0
2022-04-09,52.0
2022-04-10,48.0
2022-04-11,84.0
2022-04-12,86.0
2022-04-13,88.0
2022-04-14,84.0
2022-04-15,72.0
2022-04-16,48.0
2022-04-17,43.0
2022-04-18,83.0
2022-04-19,85.0
2022-04-20,84.0
2022-04-21,80.0
2022-04-22,78.0
2022-04-23,50.0
2022-04-24,47.0
2022-04-25,84.0
2022-04-26,88.0
2022-04-27,86.0
2022-04-28,85.0
2022-04-29,77.0
2022-04-30,49.0
2022-05-01,45.0
2022-05-02,87.0
2022-05-03,88.0
2022-05-04,86.0
2022-05-05,83.0
2022-05-06,78.0
2022-05-07,51.0
2022-05-08,44.0
2022-05-09,84.0
2022-05-10,88.0
2022-05-11,88.0
2022-05-12,86.0
2022-05-13,77.0
2022-05-14,47.0
2022-05-15,45.0
2022-05-16,83.0
2022-05-17,85.0
2022-05-18,84.0
2022-05-19,85.0
2022-05-20,77.0
2022-05-21,48.0
2022-05-22,43.0
2022-05-23,84.0
2022-05-24,84.0
2022-05-25,84.0
2022-05-26,85.0
2022-05-27,75.0
2022-05-28,45.0
2022-05-29,41.0
2022-05-30,48.0
2022-05-31,85.0
2022-06-01,88.0
2022-06-02,84.0
2022-06-03,79.0
2022-06-04,49.0
2022-06-05,44.0
2022-06-06,82.0
2022-06-07,88.0
2022-06-08,89.0
2022-06-09,87.0
2022-06-10,79.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,81.0
2022-06-14,85.0
2022-06-15,84.0
2022-06-16,84.0
2022-06-17,76.0
2022-06-18,48.0
2022-06-19,42.0
2022-06-20,73.0
2022-06-21,85.0
2022-06-22,83.0
2022-06-23,87.0
2022-06-24,74.0
2022-06-25,50.0
2022-06-26,45.0
2022-06-27,85.0
2022-06-28,86.0
2022-06-29,85.0
2022-06-30,85.0
2022-07-01,77.0
2022-07-02,48.0
2022-07-03,41.0
2022-07-04,45.0
2022-07-05,77.0
2022-07-06,87.0
2022-07-07,83.0
2022-07-08,77.0
2022-07-09,49.0
2022-07-10,46.0
2022-07-11,86.0
2022-07-12,84.0
2022-07-13,87.0
2022-07-14,85.0
2022-07-15,75.0
2022-07-16,48.0
2022-07-17,46.0
2022-07-18,85.0
2022-07-19,85.0
2022-07-20,87.0
2022-07-21,83.0
2022-07-22,78.0
2022-07-23,49.0
2022-07-24,46.0
2022-07-25,89.0
2022-07-26,87.0
2022-07-27,87.0
2022-07-28,84.0
2022-07-29,81.0
2022-07-30,49.0
2022-07-31,49.0
2022-08-01,84.0
2022-08-02,90.0
2022-08-03,90.0
2022-08-04,84.0
2022-08-05,81.0
2022-08-06,50.0
2022-08-07,49.0
2022-08-08,87.0
2022-08-09,93.0
2022-08-10,93.0
2022-08-11,88.0
2022-08-12,82.0
2022-08-13,50.0
2022-08-14,50.0
2022-08-15,89.0
2022-08-16,91.0
2022-08-17,89.0
2022-08-18,92.0
2022-08-19,85.0
2022-08-20,54.0
2022-08-21,52.0
2022-08-22,94.0
2022-08-23,98.0
2022-08-24,98.0
2022-08-25,95.0
2022-08-26,88.0
2022-08-27,55.0
2022-08-28,52.0
2022-08-29,97.38888888888889
2022-08-30,95.41111111111111
2022-08-31,91.95555555555555
2022-09-01,91.95555555555555
2022-09-02,84.04444444444445
2022-09-03,46.96666666666667
2022-09-04,46.46666666666667
2022-09-05,55.86666666666667
2022-09-06,92.44444444444444
2022-09-07,96.4
2022-09-08,88.98888888888888
2022-09-09,83.05555555555556
2022-09-10,49.93333333333334
2022-09-11,46.96666666666667
2022-09-12,89.97777777777777
2022-09-13,92.94444444444444
2022-09-14,92.44444444444444
2022-09-15,90.46666666666667
2022-09-16,87.5
2022-09-17,48.94444444444444
2022-09-18,47.955555555555556
2022-09-19,88.0
2022-09-20,91.45555555555555
2022-09-21,89.97777777777777
2022-09-22,87.5
2022-09-23,83.05555555555556
2022-09-24,46.96666666666667
2022-09-25,44.0
2022-09-26,82.06666666666666
2022-09-27,84.53333333333333
2022-09-28,85.06666666666666
2022-09-29,82.13333333333333
2022-09-30,78.22222222222221
2022-10-01,48.888888888888886
2022-10-02,44.977777777777774
2022-10-03,85.06666666666666
2022-10-04,85.06666666666666
2022-10-05,90.93333333333334
2022-10-06,90.93333333333334
2022-10-07,81.15555555555555
2022-10-08,49.86666666666667
2022-10-09,45.955555555555556
2022-10-10,78.22222222222221
2022-10-11,90.93333333333334
2022-10-12,88.97777777777777
2022-10-13,86.04444444444444
2022-10-14,75.28888888888889
2022-10-15,48.888888888888886
2022-10-16,47.91111111111111
2022-10-17,86.04444444444444
2022-10-18,89.95555555555555
2022-10-19,93.86666666666666
2022-10-20,88.97777777777777
2022-10-21,81.15555555555555
2022-10-22,49.86666666666667
2022-10-23,45.955555555555556
2022-10-24,86.04444444444444
2022-10-25,90.93333333333334
2022-10-26,89.95555555555555
2022-10-27,90.93333333333334
2022-10-28,80.17777777777778
2022-10-29,47.91111111111111
2022-10-30,46.93333333333333
2022-10-31,86.04444444444444
2022-11-01,87.02222222222223
2022-11-02,88.0
2022-11-03,90.93333333333334
2022-11-04,82.13333333333333
2022-11-05,50.84444444444444
2022-11-06,45.955555555555556
2022-11-07,85.06666666666666
2022-11-08,79.2
2022-11-09,77.24444444444444
2022-11-10,83.11111111111111
2022-11-11,73.33333333333333
2022-11-12,47.91111111111111
2022-11-13,45.955555555555556
2022-11-14,84.08888888888889
2022-11-15,89.95555555555555
2022-11-16,89.95555555555555
2022-11-17,88.0
2022-11-18,79.2
2022-11-19,49.86666666666667
2022-11-20,44.977777777777774
2022-11-21,80.17777777777778
2022-11-22,80.17777777777778
2022-11-23,71.37777777777778
2022-11-24,38.13333333333333
2022-11-25,47.91111111111111
2022-11-26,44.0
2022-11-27,46.93333333333333
2022-11-28,83.11111111111111
2022-11-29,87.02222222222223
2022-11-30,86.04444444444444
2022-12-01,86.04444444444444
2022-12-02,78.22222222222221
2022-12-03,52.8
2022-12-04,48.888888888888886
2022-12-05,85.06666666666666
