Time,jimmy_garoppolo
2023-01-29,22.193548387096772
2023-01-30,9.29032258064516
2023-01-31,4.64516129032258
2023-02-01,4.64516129032258
2023-02-02,5.67741935483871
2023-02-03,4.129032258064516
2023-02-04,3.096774193548387
2023-02-05,2.5806451612903225
2023-02-06,2.064516129032258
2023-02-07,1.5483870967741935
2023-02-08,2.064516129032258
2023-02-09,2.064516129032258
2023-02-10,2.064516129032258
2023-02-11,1.5483870967741935
2023-02-12,3.096774193548387
2023-02-13,4.129032258064516
2023-02-14,2.064516129032258
2023-02-15,1.5483870967741935
2023-02-16,2.064516129032258
2023-02-17,1.5483870967741935
2023-02-18,1.5483870967741935
2023-02-19,1.032258064516129
2023-02-20,1.032258064516129
2023-02-21,1.5483870967741935
2023-02-22,1.032258064516129
2023-02-23,1.032258064516129
2023-02-24,1.032258064516129
2023-02-25,1.032258064516129
2023-02-26,2.064516129032258
2023-02-27,2.5806451612903225
2023-02-28,1.5483870967741935
2023-03-01,1.5483870967741935
2023-03-02,1.032258064516129
2023-03-03,1.032258064516129
2023-03-04,1.032258064516129
2023-03-05,1.032258064516129
2023-03-06,3.096774193548387
2023-03-07,3.6129032258064515
2023-03-08,3.096774193548387
2023-03-09,2.064516129032258
2023-03-10,3.096774193548387
2023-03-11,2.064516129032258
2023-03-12,2.064516129032258
2023-03-13,33.54838709677419
2023-03-14,23.225806451612904
2023-03-15,7.741935483870968
2023-03-16,5.67741935483871
2023-03-17,12.903225806451612
2023-03-18,10.32258064516129
2023-03-19,6.193548387096774
2023-03-20,6.193548387096774
2023-03-21,8.774193548387096
2023-03-22,9.806451612903226
2023-03-23,6.709677419354838
2023-03-24,3.096774193548387
2023-03-25,2.064516129032258
2023-03-26,2.064516129032258
2023-03-27,1.5483870967741935
2023-03-28,1.5483870967741935
2023-03-29,1.5483870967741935
2023-03-30,1.032258064516129
2023-03-31,1.032258064516129
2023-04-01,1.032258064516129
2023-04-02,1.032258064516129
2023-04-03,0.5161290322580645
2023-04-04,1.032258064516129
2023-04-05,1.032258064516129
2023-04-06,0.5161290322580645
2023-04-07,1.032258064516129
2023-04-08,1.032258064516129
2023-04-09,1.032258064516129
2023-04-10,1.032258064516129
2023-04-11,1.032258064516129
2023-04-12,0.5161290322580645
2023-04-13,0.5161290322580645
2023-04-14,1.032258064516129
2023-04-15,1.032258064516129
2023-04-16,0.5161290322580645
2023-04-17,0.5161290322580645
2023-04-18,0.5161290322580645
2023-04-19,1.032258064516129
2023-04-20,0.5161290322580645
2023-04-21,1.032258064516129
2023-04-22,1.032258064516129
2023-04-23,1.032258064516129
2023-04-24,1.032258064516129
2023-04-25,1.032258064516129
2023-04-26,1.032258064516129
2023-04-27,1.2903225806451613
2023-04-28,2.838709677419355
2023-04-29,1.8064516129032258
2023-04-30,1.032258064516129
2023-05-01,1.032258064516129
2023-05-02,0.5161290322580645
2023-05-03,0.7741935483870968
2023-05-04,0.7741935483870968
2023-05-05,1.032258064516129
2023-05-06,0.7741935483870968
2023-05-07,0.5161290322580645
2023-05-08,0.5161290322580645
2023-05-09,0.5161290322580645
2023-05-10,0.5161290322580645
2023-05-11,0.7741935483870968
2023-05-12,1.2903225806451613
2023-05-13,1.032258064516129
2023-05-14,0.7741935483870968
2023-05-15,0.5161290322580645
2023-05-16,0.7741935483870968
2023-05-17,1.032258064516129
2023-05-18,1.032258064516129
2023-05-19,0.5161290322580645
2023-05-20,1.032258064516129
2023-05-21,0.5161290322580645
2023-05-22,0.5161290322580645
2023-05-23,0.7741935483870968
2023-05-24,1.032258064516129
2023-05-25,1.8064516129032258
2023-05-26,3.096774193548387
2023-05-27,1.032258064516129
2023-05-28,5.161290322580645
2023-05-29,8.774193548387096
2023-05-30,5.161290322580645
2023-05-31,6.193548387096774
2023-06-01,5.67741935483871
2023-06-02,1.5483870967741935
2023-06-03,1.5483870967741935
2023-06-04,1.032258064516129
2023-06-05,1.032258064516129
2023-06-06,2.064516129032258
2023-06-07,1.5483870967741935
2023-06-08,1.5483870967741935
2023-06-09,1.032258064516129
2023-06-10,1.032258064516129
2023-06-11,1.032258064516129
2023-06-12,0.5161290322580645
2023-06-13,1.032258064516129
2023-06-14,1.032258064516129
2023-06-15,1.032258064516129
2023-06-16,1.032258064516129
2023-06-17,0.5161290322580645
2023-06-18,1.032258064516129
2023-06-19,1.032258064516129
2023-06-20,1.032258064516129
2023-06-21,0.5161290322580645
2023-06-22,0.5161290322580645
2023-06-23,0.5161290322580645
2023-06-24,0.5161290322580645
2023-06-25,0.5161290322580645
2023-06-26,1.032258064516129
2023-06-27,1.032258064516129
2023-06-28,1.032258064516129
2023-06-29,1.032258064516129
2023-06-30,0.5161290322580645
2023-07-01,1.032258064516129
2023-07-02,0.5161290322580645
2023-07-03,0.5161290322580645
2023-07-04,0.5161290322580645
2023-07-05,0.5161290322580645
2023-07-06,0.5161290322580645
2023-07-07,0.5161290322580645
2023-07-08,0.5161290322580645
2023-07-09,1.032258064516129
2023-07-10,1.032258064516129
2023-07-11,0.5161290322580645
2023-07-12,0.5161290322580645
2023-07-13,1.032258064516129
2023-07-14,1.032258064516129
2023-07-15,1.032258064516129
2023-07-16,1.032258064516129
2023-07-17,1.032258064516129
2023-07-18,1.032258064516129
2023-07-19,1.032258064516129
2023-07-20,1.032258064516129
2023-07-21,1.032258064516129
2023-07-22,1.5483870967741935
2023-07-23,4.64516129032258
2023-07-24,2.5806451612903225
2023-07-25,1.5483870967741935
2023-07-26,1.5483870967741935
2023-07-27,1.5483870967741935
2023-07-28,1.032258064516129
2023-07-29,1.5483870967741935
2023-07-30,1.5483870967741935
2023-07-31,1.032258064516129
2023-08-01,1.032258064516129
2023-08-02,1.5483870967741935
2023-08-03,1.5483870967741935
2023-08-04,1.5483870967741935
2023-08-05,2.064516129032258
2023-08-06,9.29032258064516
2023-08-07,4.129032258064516
2023-08-08,1.5483870967741935
2023-08-09,1.5483870967741935
2023-08-10,2.064516129032258
2023-08-11,2.5806451612903225
2023-08-12,2.5806451612903225
2023-08-13,6.709677419354838
2023-08-14,3.096774193548387
2023-08-15,1.5483870967741935
2023-08-16,1.5483870967741935
2023-08-17,1.5483870967741935
2023-08-18,1.5483870967741935
2023-08-19,2.064516129032258
2023-08-20,4.64516129032258
2023-08-21,2.5806451612903225
2023-08-22,1.5483870967741935
2023-08-23,1.5483870967741935
2023-08-24,2.064516129032258
2023-08-25,2.064516129032258
2023-08-26,4.64516129032258
2023-08-27,4.129032258064516
2023-08-28,3.6129032258064515
2023-08-29,2.5806451612903225
2023-08-30,2.5806451612903225
2023-08-31,3.6129032258064515
2023-09-01,8.774193548387096
2023-09-02,3.6129032258064515
2023-09-03,2.064516129032258
2023-09-04,2.064516129032258
2023-09-05,1.5483870967741935
2023-09-06,2.5806451612903225
2023-09-07,2.5806451612903225
2023-09-08,3.096774193548387
2023-09-09,2.5806451612903225
2023-09-10,20.129032258064516
2023-09-11,7.741935483870968
2023-09-12,5.161290322580645
2023-09-13,3.096774193548387
2023-09-14,3.096774193548387
2023-09-15,2.5806451612903225
2023-09-16,2.5806451612903225
2023-09-17,11.870967741935484
2023-09-18,4.64516129032258
2023-09-19,9.806451612903226
2023-09-20,7.225806451612903
2023-09-21,6.193548387096774
2023-09-22,6.193548387096774
2023-09-23,2.5806451612903225
2023-09-24,8.258064516129032
2023-09-25,51.61290322580645
2023-09-26,19.612903225806452
2023-09-27,15.483870967741936
2023-09-28,5.67741935483871
2023-09-29,5.161290322580645
2023-09-30,7.225806451612903
2023-10-01,16.516129032258064
2023-10-02,4.64516129032258
2023-10-03,3.6129032258064515
2023-10-04,3.6129032258064515
2023-10-05,4.64516129032258
2023-10-06,3.6129032258064515
2023-10-07,2.5806451612903225
2023-10-08,5.161290322580645
2023-10-09,23.225806451612904
2023-10-10,24.774193548387096
2023-10-11,2.5806451612903225
2023-10-12,2.064516129032258
2023-10-13,3.096774193548387
2023-10-14,3.096774193548387
2023-10-15,23.741935483870968
2023-10-16,25.29032258064516
2023-10-17,9.806451612903226
2023-10-18,5.67741935483871
2023-10-19,5.161290322580645
2023-10-20,4.129032258064516
2023-10-21,3.6129032258064515
2023-10-22,8.258064516129032
2023-10-23,3.096774193548387
2023-10-24,3.6129032258064515
2023-10-25,2.5806451612903225
2023-10-26,2.5806451612903225
2023-10-27,2.064516129032258
2023-10-28,2.064516129032258
2023-10-29,4.64516129032258
2023-10-30,10.32258064516129
2023-10-31,19.096774193548388
2023-11-01,11.870967741935484
2023-11-02,7.225806451612903
2023-11-03,5.67741935483871
2023-11-04,3.096774193548387
2023-11-05,6.709677419354838
2023-11-06,6.193548387096774
2023-11-07,2.5806451612903225
2023-11-08,2.064516129032258
2023-11-09,1.5483870967741935
2023-11-10,2.064516129032258
2023-11-11,1.5483870967741935
2023-11-12,3.096774193548387
2023-11-13,22.70967741935484
2023-11-14,3.096774193548387
2023-11-15,2.064516129032258
2023-11-16,1.5483870967741935
2023-11-17,2.064516129032258
2023-11-18,2.064516129032258
2023-11-19,4.64516129032258
2023-11-20,3.096774193548387
2023-11-21,1.5483870967741935
2023-11-22,1.5483870967741935
2023-11-23,2.064516129032258
2023-11-24,3.6129032258064515
2023-11-25,1.5483870967741935
2023-11-26,5.161290322580645
2023-11-27,3.096774193548387
2023-11-28,2.064516129032258
2023-11-29,1.032258064516129
2023-11-30,1.032258064516129
2023-12-01,1.032258064516129
2023-12-02,1.032258064516129
2023-12-03,2.5806451612903225
2023-12-04,2.5806451612903225
2023-12-05,1.032258064516129
2023-12-06,1.032258064516129
2023-12-07,1.032258064516129
2023-12-08,1.5483870967741935
2023-12-09,1.032258064516129
2023-12-10,2.5806451612903225
2023-12-11,2.5806451612903225
2023-12-12,1.5483870967741935
2023-12-13,1.5483870967741935
2023-12-14,2.064516129032258
2023-12-15,8.774193548387096
2023-12-16,1.5483870967741935
2023-12-17,2.064516129032258
2023-12-18,2.064516129032258
2023-12-19,1.032258064516129
2023-12-20,1.032258064516129
2023-12-21,1.032258064516129
2023-12-22,1.5483870967741935
2023-12-23,1.5483870967741935
2023-12-24,1.5483870967741935
2023-12-25,8.688172043010752
2023-12-26,4.731182795698924
2023-12-27,1.4623655913978495
2023-12-28,0.946236559139785
2023-12-29,1.6344086021505377
2023-12-30,1.978494623655914
2023-12-31,3.096774193548387
2024-01-01,2.150537634408602
2024-01-02,1.6344086021505377
2024-01-03,0.946236559139785
2024-01-04,0.946236559139785
2024-01-05,1.6344086021505377
2024-01-06,3.096774193548387
2024-01-07,3.612903225806452
2024-01-08,2.064516129032258
2024-01-09,1.4623655913978495
2024-01-10,1.032258064516129
2024-01-11,1.032258064516129
2024-01-12,1.032258064516129
2024-01-13,1.032258064516129
2024-01-14,1.6344086021505377
2024-01-15,1.4623655913978495
2024-01-16,1.4623655913978495
2024-01-17,1.118279569892473
2024-01-18,1.032258064516129
2024-01-19,0.946236559139785
2024-01-20,1.978494623655914
2024-01-21,6.193548387096775
2024-01-22,1.89247311827957
2024-01-23,1.3763440860215055
2024-01-24,2.2365591397849465
2024-01-25,1.5483870967741937
2024-01-26,1.2043010752688172
2024-01-27,1.3763440860215055
2024-01-28,3.0967741935483875
2024-01-29,9.290322580645162
2024-01-30,2.752688172043011
2024-01-31,2.064516129032258
2024-02-01,1.89247311827957
2024-02-02,1.89247311827957
2024-02-03,1.720430107526882
2024-02-04,1.5483870967741937
2024-02-05,1.2043010752688172
2024-02-06,1.3763440860215055
2024-02-07,1.3763440860215055
2024-02-08,1.3763440860215055
2024-02-09,1.5483870967741937
2024-02-10,2.752688172043011
2024-02-11,8.946236559139786
2024-02-12,9.806451612903226
2024-02-13,2.580645161290323
2024-02-14,1.3763440860215055
2024-02-15,1.2043010752688172
2024-02-16,17.20430107526882
2024-02-17,14.967741935483872
2024-02-18,4.645161290322581
2024-02-19,2.2365591397849465
2024-02-20,1.720430107526882
2024-02-21,1.2043010752688172
2024-02-22,1.2043010752688172
2024-02-23,1.032258064516129
2024-02-24,0.6881720430107527
2024-02-25,0.860215053763441
2024-02-26,0.860215053763441
2024-02-27,0.6881720430107527
2024-02-28,0.5161290322580645
2024-02-29,0.5161290322580645
2024-03-01,0.6881720430107527
2024-03-02,0.6881720430107527
2024-03-03,0.6881720430107527
2024-03-04,0.6881720430107527
2024-03-05,0.860215053763441
2024-03-06,0.6881720430107527
2024-03-07,0.6881720430107527
2024-03-08,1.032258064516129
2024-03-09,1.89247311827957
2024-03-10,1.5483870967741937
2024-03-11,2.580645161290323
2024-03-12,3.440860215053764
2024-03-13,4.301075268817205
2024-03-14,3.78494623655914
2024-03-15,7.397849462365592
2024-03-16,8.774193548387098
2024-03-17,4.301075268817205
2024-03-18,2.580645161290323
2024-03-19,2.580645161290323
2024-03-20,4.817204301075269
2024-03-21,1.2043010752688172
2024-03-22,1.032258064516129
2024-03-23,1.2043010752688172
2024-03-24,0.860215053763441
2024-03-25,0.6881720430107527
2024-03-26,0.860215053763441
2024-03-27,0.5161290322580645
2024-03-28,0.5161290322580645
2024-03-29,0.6881720430107527
2024-03-30,0.6881720430107527
2024-03-31,0.860215053763441
2024-04-01,0.34408602150537637
2024-04-02,0.6881720430107527
2024-04-03,0.860215053763441
2024-04-04,0.6881720430107527
2024-04-05,0.6881720430107527
2024-04-06,0.5161290322580645
2024-04-07,0.5161290322580645
2024-04-08,0.34408602150537637
2024-04-09,0.34408602150537637
2024-04-10,0.5161290322580645
2024-04-11,0.5161290322580645
2024-04-12,0.34408602150537637
2024-04-13,0.6881720430107527
2024-04-14,0.5161290322580645
2024-04-15,0.34408602150537637
2024-04-16,0.5161290322580645
2024-04-17,0.34408602150537637
2024-04-18,0.34408602150537637
2024-04-19,0.5161290322580645
2024-04-20,0.34408602150537637
2024-04-21,0.5161290322580645
2024-04-22,0.5161290322580645
2024-04-23,0.5161290322580645
2024-04-24,0.6881720430107527
2024-04-25,0.6881720430107527
2024-04-26,2.924731182795699
2024-04-27,1.5483870967741937
2024-04-28,1.032258064516129
2024-04-29,1.032258064516129
2024-04-30,1.032258064516129
2024-05-01,0.6881720430107527
2024-05-02,0.6881720430107527
2024-05-03,0.6881720430107527
2024-05-04,0.6881720430107527
2024-05-05,0.5161290322580645
2024-05-06,1.3763440860215055
2024-05-07,1.032258064516129
2024-05-08,0.6881720430107527
2024-05-09,0.860215053763441
2024-05-10,0.6881720430107527
2024-05-11,0.860215053763441
2024-05-12,0.6881720430107527
2024-05-13,0.6881720430107527
2024-05-14,0.5161290322580645
2024-05-15,0.5161290322580645
2024-05-16,0.6881720430107527
2024-05-17,0.34408602150537637
2024-05-18,0.6881720430107527
2024-05-19,0.5161290322580645
2024-05-20,0.34408602150537637
2024-05-21,0.5161290322580645
2024-05-22,0.5161290322580645
2024-05-23,0.5161290322580645
2024-05-24,0.5161290322580645
2024-05-25,0.6881720430107527
2024-05-26,0.5161290322580645
2024-05-27,0.34408602150537637
2024-05-28,0.860215053763441
2024-05-29,0.860215053763441
2024-05-30,0.5161290322580645
2024-05-31,0.5161290322580645
2024-06-01,0.5161290322580645
2024-06-02,0.860215053763441
2024-06-03,0.860215053763441
2024-06-04,0.34408602150537637
2024-06-05,0.5161290322580645
2024-06-06,0.6881720430107527
2024-06-07,0.34408602150537637
2024-06-08,0.5161290322580645
2024-06-09,0.17204301075268819
2024-06-10,0.34408602150537637
2024-06-11,0.5161290322580645
2024-06-12,0.5161290322580645
2024-06-13,0.5161290322580645
2024-06-14,0.34408602150537637
2024-06-15,0.34408602150537637
2024-06-16,0.6881720430107527
2024-06-17,0.34408602150537637
2024-06-18,0.34408602150537637
2024-06-19,0.34408602150537637
2024-06-20,0.5161290322580645
2024-06-21,0.5161290322580645
2024-06-22,0.5161290322580645
2024-06-23,0.6881720430107527
2024-06-24,0.5161290322580645
2024-06-25,0.5161290322580645
2024-06-26,0.5161290322580645
2024-06-27,0.34408602150537637
2024-06-28,0.17204301075268819
2024-06-29,0.34408602150537637
2024-06-30,0.6881720430107527
2024-07-01,0.0
2024-07-02,0.5161290322580645
2024-07-03,0.5161290322580645
2024-07-04,0.5161290322580645
2024-07-05,0.34408602150537637
2024-07-06,0.5161290322580645
2024-07-07,0.34408602150537637
2024-07-08,0.34408602150537637
2024-07-09,0.34408602150537637
2024-07-10,0.860215053763441
2024-07-11,2.2365591397849465
2024-07-12,2.4086021505376345
2024-07-13,3.440860215053764
2024-07-14,2.2365591397849465
2024-07-15,1.720430107526882
2024-07-16,1.2043010752688172
2024-07-17,1.5483870967741937
2024-07-18,1.2043010752688172
2024-07-19,1.032258064516129
2024-07-20,0.860215053763441
2024-07-21,0.860215053763441
2024-07-22,1.032258064516129
2024-07-23,0.860215053763441
2024-07-24,0.860215053763441
2024-07-25,0.860215053763441
2024-07-26,1.2043010752688172
2024-07-27,1.032258064516129
2024-07-28,0.860215053763441
2024-07-29,0.6881720430107527
2024-07-30,1.032258064516129
2024-07-31,0.860215053763441
2024-08-01,0.860215053763441
2024-08-02,0.860215053763441
2024-08-03,1.032258064516129
2024-08-04,1.032258064516129
2024-08-05,0.6881720430107527
2024-08-06,1.2043010752688172
2024-08-07,1.3763440860215055
2024-08-08,0.860215053763441
2024-08-09,1.032258064516129
2024-08-10,1.720430107526882
2024-08-11,4.473118279569893
2024-08-12,2.2365591397849465
2024-08-13,1.2043010752688172
2024-08-14,1.5483870967741937
2024-08-15,1.3763440860215055
2024-08-16,1.032258064516129
2024-08-17,1.032258064516129
2024-08-18,5.505376344086022
2024-08-19,2.858656693158797
2024-08-20,0.8290478416705627
2024-08-21,1.0347514414835595
2024-08-22,0.9948574100046752
2024-08-23,1.0347514414835595
2024-08-24,4.842138070749572
2024-08-25,2.069502882967119
2024-08-26,1.6979897148200096
2024-08-27,1.1606669783387877
2024-08-28,1.532180146485897
2024-08-29,1.200561009817672
2024-08-30,1.0347514414835595
2024-08-31,1.0746454729624437
