Time,google_finance
2022-08-25,78.0
2022-08-26,78.0
2022-08-27,27.0
2022-08-28,20.0
2022-08-29,71.94375
2022-08-30,71.0
2022-08-31,69.1125
2022-09-01,71.44375
2022-09-02,66.28125
2022-09-03,23.48125
2022-09-04,16.93125
2022-09-05,21.15
2022-09-06,66.78125
2022-09-07,69.1125
2022-09-08,69.1125
2022-09-09,66.28125
2022-09-10,23.98125
2022-09-11,16.93125
2022-09-12,65.3375
2022-09-13,78.05
2022-09-14,79.9375
2022-09-15,72.88749999999999
2022-09-16,71.0
2022-09-17,23.0375
2022-09-18,19.2625
2022-09-19,67.725
2022-09-20,71.0
2022-09-21,74.275
2022-09-22,73.83125
2022-09-23,75.71875
2022-09-24,23.0375
2022-09-25,16.93125
2022-09-26,69.6125
2022-09-27,71.0
2022-09-28,71.0
2022-09-29,72.77499999999999
2022-09-30,73.6625
2022-10-01,23.9625
2022-10-02,16.8625
2022-10-03,68.33749999999999
2022-10-04,78.9875
2022-10-05,76.325
2022-10-06,71.8875
2022-10-07,71.8875
2022-10-08,23.9625
2022-10-09,17.75
2022-10-10,67.45
2022-10-11,68.33749999999999
2022-10-12,69.225
2022-10-13,75.4375
2022-10-14,71.8875
2022-10-15,24.849999999999998
2022-10-16,18.6375
2022-10-17,66.5625
2022-10-18,71.8875
2022-10-19,86.08749999999999
2022-10-20,71.8875
2022-10-21,68.33749999999999
2022-10-22,24.849999999999998
2022-10-23,17.75
2022-10-24,64.7875
2022-10-25,73.6625
2022-10-26,74.55
2022-10-27,86.08749999999999
2022-10-28,83.425
2022-10-29,26.625
2022-10-30,18.6375
2022-10-31,70.1125
2022-11-01,71.8875
2022-11-02,74.55
2022-11-03,76.325
2022-11-04,75.4375
2022-11-05,25.737499999999997
2022-11-06,18.6375
2022-11-07,69.225
2022-11-08,71.0
2022-11-09,70.1125
2022-11-10,81.64999999999999
2022-11-11,79.875
2022-11-12,30.174999999999997
2022-11-13,20.412499999999998
2022-11-14,67.45
2022-11-15,74.55
2022-11-16,75.4375
2022-11-17,71.0
2022-11-18,71.0
2022-11-19,26.625
2022-11-20,17.75
2022-11-21,63.012499999999996
2022-11-22,70.1125
2022-11-23,71.0
2022-11-24,25.737499999999997
2022-11-25,49.699999999999996
2022-11-26,22.1875
2022-11-27,17.75
2022-11-28,55.912499999999994
2022-11-29,63.012499999999996
2022-11-30,67.45
2022-12-01,71.0
2022-12-02,69.225
2022-12-03,25.737499999999997
2022-12-04,15.975
2022-12-05,57.6875
2022-12-06,65.675
2022-12-07,66.5625
2022-12-08,63.9
2022-12-09,57.6875
2022-12-10,22.1875
2022-12-11,16.8625
2022-12-12,60.349999999999994
2022-12-13,68.33749999999999
2022-12-14,67.45
2022-12-15,69.225
2022-12-16,68.33749999999999
2022-12-17,21.299999999999997
2022-12-18,14.2
2022-12-19,57.6875
2022-12-20,64.7875
2022-12-21,65.675
2022-12-22,69.225
2022-12-23,62.125
2022-12-24,24.849999999999998
2022-12-25,16.8625
2022-12-26,31.0625
2022-12-27,63.012499999999996
2022-12-28,65.675
2022-12-29,66.5625
2022-12-30,62.125
2022-12-31,24.849999999999998
2023-01-01,15.087499999999999
2023-01-02,31.0625
2023-01-03,55.025
2023-01-04,63.9
2023-01-05,60.349999999999994
2023-01-06,67.45
2023-01-07,24.849999999999998
2023-01-08,16.8625
2023-01-09,62.125
2023-01-10,66.5625
2023-01-11,63.012499999999996
2023-01-12,69.225
2023-01-13,70.1125
2023-01-14,26.625
2023-01-15,16.8625
2023-01-16,31.95
2023-01-17,63.9
2023-01-18,65.675
2023-01-19,63.9
2023-01-20,63.9
2023-01-21,23.075
2023-01-22,15.975
2023-01-23,60.349999999999994
2023-01-24,68.33749999999999
2023-01-25,70.1125
2023-01-26,72.77499999999999
2023-01-27,71.0
2023-01-28,24.849999999999998
2023-01-29,15.975
2023-01-30,60.349999999999994
2023-01-31,67.45
2023-02-01,73.6625
2023-02-02,88.75
2023-02-03,76.325
2023-02-04,24.849999999999998
2023-02-05,17.75
2023-02-06,65.675
2023-02-07,73.6625
2023-02-08,70.1125
2023-02-09,71.0
2023-02-10,68.33749999999999
2023-02-11,24.849999999999998
2023-02-12,15.975
2023-02-13,56.8
2023-02-14,68.33749999999999
2023-02-15,71.0
2023-02-16,67.45
2023-02-17,67.45
2023-02-18,24.849999999999998
2023-02-19,14.2
2023-02-20,32.8375
2023-02-21,60.349999999999994
2023-02-22,63.9
2023-02-23,61.2375
2023-02-24,65.675
2023-02-25,23.075
2023-02-26,15.975
2023-02-27,56.8
2023-02-28,59.4625
2023-03-01,59.4625
2023-03-02,59.4625
2023-03-03,56.8
2023-03-04,22.1875
2023-03-05,15.087499999999999
2023-03-06,55.912499999999994
2023-03-07,60.349999999999994
2023-03-08,58.574999999999996
2023-03-09,63.012499999999996
2023-03-10,67.45
2023-03-11,25.737499999999997
2023-03-12,18.6375
2023-03-13,80.7625
2023-03-14,79.875
2023-03-15,78.9875
2023-03-16,73.6625
2023-03-17,70.1125
2023-03-18,22.1875
2023-03-19,16.8625
2023-03-20,68.33749999999999
2023-03-21,70.1125
2023-03-22,75.4375
2023-03-23,70.1125
2023-03-24,69.225
2023-03-25,22.1875
2023-03-26,16.8625
2023-03-27,61.2375
2023-03-28,59.4625
2023-03-29,63.012499999999996
2023-03-30,65.675
2023-03-31,63.9
2023-04-01,21.299999999999997
2023-04-02,15.975
2023-04-03,59.4625
2023-04-04,61.2375
2023-04-05,61.2375
2023-04-06,60.349999999999994
2023-04-07,44.375
2023-04-08,15.975
2023-04-09,15.087499999999999
2023-04-10,59.4625
2023-04-11,63.012499999999996
2023-04-12,58.574999999999996
2023-04-13,59.4625
2023-04-14,62.125
2023-04-15,23.075
2023-04-16,13.3125
2023-04-17,57.6875
2023-04-18,58.574999999999996
2023-04-19,59.4625
2023-04-20,61.2375
2023-04-21,56.8
2023-04-22,20.412499999999998
2023-04-23,16.8625
2023-04-24,55.912499999999994
2023-04-25,59.4625
2023-04-26,63.9
2023-04-27,63.08473837209302
2023-04-28,62.26947674418604
2023-04-29,21.052325581395348
2023-04-30,14.158720930232558
2023-05-01,57.82165697674418
2023-05-02,64.71526162790697
2023-05-03,64.71526162790697
2023-05-04,63.08473837209302
2023-05-05,65.08677325581395
2023-05-06,19.421802325581396
2023-05-07,14.973982558139534
2023-05-08,59.452180232558135
2023-05-09,56.191133720930225
2023-05-10,64.71526162790697
2023-05-11,62.26947674418604
2023-05-12,61.89796511627907
2023-05-13,20.23706395348837
2023-05-14,13.34345930232558
2023-05-15,57.82165697674418
2023-05-16,59.452180232558135
2023-05-17,59.452180232558135
2023-05-18,63.08473837209302
2023-05-19,63.9
2023-05-20,19.793313953488372
2023-05-21,12.528197674418603
2023-05-22,57.45014534883721
2023-05-23,60.63895348837209
2023-05-24,58.63691860465116
2023-05-25,63.9
2023-05-26,65.38604651162791
2023-05-27,20.804651162790698
2023-05-28,14.86046511627907
2023-05-29,20.061627906976742
2023-05-30,62.41395348837209
2023-05-31,62.41395348837209
2023-06-01,67.61511627906977
2023-06-02,70.58720930232558
2023-06-03,22.290697674418603
2023-06-04,15.603488372093022
2023-06-05,63.156976744186046
2023-06-06,65.38604651162791
2023-06-07,64.64302325581394
2023-06-08,63.9
2023-06-09,64.64302325581394
2023-06-10,21.54767441860465
2023-06-11,16.346511627906978
2023-06-12,63.156976744186046
2023-06-13,70.58720930232558
2023-06-14,70.58720930232558
2023-06-15,69.10116279069767
2023-06-16,64.64302325581394
2023-06-17,21.54767441860465
2023-06-18,14.117441860465116
2023-06-19,35.665116279069764
2023-06-20,57.95581395348837
2023-06-21,60.92790697674418
2023-06-22,57.212790697674414
2023-06-23,59.44186046511628
2023-06-24,19.31860465116279
2023-06-25,14.117441860465116
2023-06-26,55.72674418604651
2023-06-27,60.92790697674418
2023-06-28,58.698837209302326
2023-06-29,59.44186046511628
2023-06-30,60.18488372093023
2023-07-01,21.54767441860465
2023-07-02,15.603488372093022
2023-07-03,53.497674418604646
2023-07-04,23.03372093023256
2023-07-05,61.670930232558135
2023-07-06,60.92790697674418
2023-07-07,60.92790697674418
2023-07-08,19.31860465116279
2023-07-09,14.86046511627907
2023-07-10,60.92790697674418
2023-07-11,63.156976744186046
2023-07-12,66.12906976744186
2023-07-13,69.10116279069767
2023-07-14,66.87209302325581
2023-07-15,23.03372093023256
2023-07-16,17.832558139534882
2023-07-17,66.87209302325581
2023-07-18,69.10116279069767
2023-07-19,74.30232558139535
2023-07-20,69.10116279069767
2023-07-21,67.61511627906977
2023-07-22,21.54767441860465
2023-07-23,15.603488372093022
2023-07-24,62.41395348837209
2023-07-25,72.07325581395348
2023-07-26,73.5593023255814
2023-07-27,68.35813953488372
2023-07-28,69.10116279069767
2023-07-29,22.290697674418603
2023-07-30,16.346511627906978
2023-07-31,60.92790697674418
2023-08-01,64.64302325581394
2023-08-02,64.64302325581394
2023-08-03,68.35813953488372
2023-08-04,65.38604651162791
2023-08-05,22.290697674418603
2023-08-06,14.117441860465116
2023-08-07,61.670930232558135
2023-08-08,66.12906976744186
2023-08-09,66.12906976744186
2023-08-10,64.64302325581394
2023-08-11,57.212790697674414
2023-08-12,19.31860465116279
2023-08-13,14.86046511627907
2023-08-14,58.698837209302326
2023-08-15,59.44186046511628
2023-08-16,56.46976744186046
2023-08-17,59.44186046511628
2023-08-18,58.698837209302326
2023-08-19,19.31860465116279
2023-08-20,12.63139534883721
2023-08-21,54.240697674418605
2023-08-22,60.92790697674418
2023-08-23,60.18488372093023
2023-08-24,58.698837209302326
2023-08-25,55.72674418604651
2023-08-26,20.804651162790698
2023-08-27,13.374418604651162
2023-08-28,49.782558139534885
2023-08-29,57.95581395348837
2023-08-30,60.92790697674418
2023-08-31,59.44186046511628
2023-09-01,57.95581395348837
2023-09-02,17.832558139534882
2023-09-03,12.63139534883721
2023-09-04,17.832558139534882
2023-09-05,53.497674418604646
2023-09-06,52.754651162790694
2023-09-07,50.52558139534884
2023-09-08,50.52558139534884
2023-09-09,17.08953488372093
2023-09-10,11.888372093023255
2023-09-11,53.497674418604646
2023-09-12,53.497674418604646
2023-09-13,54.240697674418605
2023-09-14,53.497674418604646
2023-09-15,49.782558139534885
2023-09-16,17.832558139534882
2023-09-17,12.63139534883721
2023-09-18,47.55348837209302
2023-09-19,51.26860465116279
2023-09-20,49.782558139534885
2023-09-21,53.497674418604646
2023-09-22,49.782558139534885
2023-09-23,17.08953488372093
2023-09-24,11.888372093023255
2023-09-25,48.29651162790697
2023-09-26,52.01162790697674
2023-09-27,49.039534883720926
2023-09-28,49.782558139534885
2023-09-29,51.26860465116279
2023-09-30,17.08953488372093
2023-10-01,11.888372093023255
2023-10-02,49.039534883720926
2023-10-03,51.26860465116279
2023-10-04,52.01162790697674
2023-10-05,50.52558139534884
2023-10-06,55.72674418604651
2023-10-07,17.832558139534882
2023-10-08,11.145348837209301
2023-10-09,49.039534883720926
2023-10-10,54.98372093023256
2023-10-11,57.212790697674414
2023-10-12,49.782558139534885
2023-10-13,48.29651162790697
2023-10-14,16.346511627906978
2023-10-15,11.888372093023255
2023-10-16,45.32441860465116
2023-10-17,54.240697674418605
2023-10-18,49.782558139534885
2023-10-19,52.754651162790694
2023-10-20,46.81046511627907
2023-10-21,15.603488372093022
2023-10-22,12.63139534883721
2023-10-23,48.29651162790697
2023-10-24,51.26860465116279
2023-10-25,54.98372093023256
2023-10-26,52.01162790697674
2023-10-27,52.754651162790694
2023-10-28,16.346511627906978
2023-10-29,11.145348837209301
2023-10-30,48.29651162790697
2023-10-31,52.754651162790694
2023-11-01,56.46976744186046
2023-11-02,59.44186046511628
2023-11-03,56.46976744186046
2023-11-04,18.575581395348838
2023-11-05,13.374418604651162
2023-11-06,48.29651162790697
2023-11-07,57.212790697674414
2023-11-08,55.72674418604651
2023-11-09,54.98372093023256
2023-11-10,51.26860465116279
2023-11-11,18.575581395348838
2023-11-12,13.374418604651162
2023-11-13,46.81046511627907
2023-11-14,56.46976744186046
2023-11-15,60.92790697674418
2023-11-16,58.698837209302326
2023-11-17,54.240697674418605
2023-11-18,20.804651162790698
2023-11-19,12.63139534883721
2023-11-20,51.26860465116279
2023-11-21,57.95581395348837
2023-11-22,54.240697674418605
2023-11-23,18.575581395348838
2023-11-24,38.63720930232558
2023-11-25,17.08953488372093
2023-11-26,13.374418604651162
2023-11-27,46.06744186046512
2023-11-28,51.26860465116279
2023-11-29,54.98372093023256
2023-11-30,54.98372093023256
2023-12-01,52.754651162790694
2023-12-02,20.804651162790698
2023-12-03,11.888372093023255
2023-12-04,52.01162790697674
2023-12-05,54.98372093023256
2023-12-06,55.72674418604651
2023-12-07,52.01162790697674
2023-12-08,53.497674418604646
2023-12-09,19.31860465116279
2023-12-10,11.888372093023255
2023-12-11,50.52558139534884
2023-12-12,53.497674418604646
2023-12-13,57.212790697674414
2023-12-14,63.156976744186046
2023-12-15,63.9
2023-12-16,22.290697674418603
2023-12-17,14.86046511627907
2023-12-18,53.497674418604646
2023-12-19,63.156976744186046
2023-12-20,62.41395348837209
2023-12-21,66.87209302325581
2023-12-22,61.7713387806411
2023-12-23,22.250534255185418
2023-12-24,14.19776869893149
2023-12-25,14.19776869893149
2023-12-26,57.16258642363293
2023-12-27,62.142850408548085
2023-12-28,61.7713387806411
2023-12-29,58.698837209302326
2023-12-30,20.714283469516026
2023-12-31,13.033029541169075
2024-01-01,15.734019484600879
2024-01-02,55.62633563796355
2024-01-03,54.85821024512885
2024-01-04,60.23508799497172
2024-01-05,53.32195945945946
2024-01-06,18.806521055939662
2024-01-07,12.661517913262099
2024-01-08,50.646071653048395
2024-01-09,58.302223444374604
2024-01-10,58.698837209302326
2024-01-11,59.46696260213702
2024-01-12,55.62633563796355
2024-01-13,20.714283469516026
2024-01-14,11.893392520427405
2024-01-15,23.390171275927088
2024-01-16,49.10982086737901
2024-01-17,50.646071653048395
2024-01-18,50.646071653048395
2024-01-19,56.39446103079824
2024-01-20,20.714283469516026
2024-01-21,13.484868007542428
2024-01-22,54.73269956002515
2024-01-23,57.90560967944689
2024-01-24,60.285292269013205
2024-01-25,59.49206473915777
2024-01-26,58.698837209302326
2024-01-27,20.623915776241358
2024-01-28,13.484868007542428
2024-01-29,50.76656191074796
2024-01-30,59.49206473915777
2024-01-31,58.698837209302326
2024-02-01,58.698837209302326
2024-02-02,61.07851979886864
2024-02-03,23.00359836580767
2024-02-04,14.278095537397864
2024-02-05,50.76656191074796
2024-02-06,56.31915461973602
2024-02-07,58.698837209302326
2024-02-08,58.698837209302326
2024-02-09,61.07851979886864
2024-02-10,19.83068824638592
2024-02-11,14.278095537397864
2024-02-12,46.80042426147077
2024-02-13,58.698837209302326
2024-02-14,57.90560967944689
2024-02-15,63.45820238843495
2024-02-16,60.285292269013205
2024-02-17,19.83068824638592
2024-02-18,15.071323067253301
2024-02-19,30.142646134506602
2024-02-20,53.93947203016971
2024-02-21,55.52592708988058
2024-02-22,61.87174732872408
2024-02-23,64.25142991829038
2024-02-24,20.623915776241358
2024-02-25,14.278095537397864
2024-02-26,56.31915461973602
2024-02-27,55.52592708988058
2024-02-28,57.112382149591454
2024-02-29,57.90560967944689
2024-03-01,58.698837209302326
2024-03-02,21.417143306096797
2024-03-03,14.278095537397864
2024-03-04,53.93947203016971
2024-03-05,57.112382149591454
2024-03-06,58.698837209302326
2024-03-07,58.698837209302326
2024-03-08,60.285292269013205
2024-03-09,21.417143306096797
2024-03-10,18.244233186675046
2024-03-11,52.35301697045883
2024-03-12,60.285292269013205
2024-03-13,57.90560967944689
2024-03-14,57.112382149591454
2024-03-15,48.38687932118165
2024-03-16,16.657778126964175
2024-03-17,12.69164047768699
2024-03-18,52.35301697045883
2024-03-19,57.90560967944689
2024-03-20,60.285292269013205
2024-03-21,60.285292269013205
2024-03-22,57.90560967944689
2024-03-23,21.417143306096797
2024-03-24,13.484868007542428
2024-03-25,52.35301697045883
2024-03-26,57.90560967944689
2024-03-27,57.112382149591454
2024-03-28,59.49206473915777
2024-03-29,38.07492143306097
2024-03-30,18.244233186675046
2024-03-31,11.898412947831552
2024-04-01,51.559789440603396
2024-04-02,56.31915461973602
2024-04-03,56.31915461973602
2024-04-04,57.112382149591454
2024-04-05,57.112382149591454
2024-04-06,18.244233186675046
2024-04-07,13.484868007542428
2024-04-08,47.59365179132621
2024-04-09,52.35301697045883
2024-04-10,53.14624450031427
2024-04-11,53.93947203016971
2024-04-12,53.14624450031427
2024-04-13,19.83068824638592
2024-04-14,12.69164047768699
2024-04-15,53.93947203016971
2024-04-16,54.73269956002515
2024-04-17,52.35301697045883
2024-04-18,50.76656191074796
2024-04-19,54.73269956002515
2024-04-20,18.244233186675046
2024-04-21,15.071323067253301
2024-04-22,51.559789440603396
2024-04-23,54.73269956002515
2024-04-24,53.93947203016971
2024-04-25,57.90560967944689
2024-04-26,53.93947203016971
2024-04-27,17.45100565681961
2024-04-28,13.484868007542428
2024-04-29,49.973334380892524
2024-04-30,54.73269956002515
2024-05-01,57.112382149591454
2024-05-02,53.93947203016971
2024-05-03,54.73269956002515
2024-05-04,18.244233186675046
2024-05-05,11.898412947831552
2024-05-06,49.973334380892524
2024-05-07,53.93947203016971
2024-05-08,49.973334380892524
2024-05-09,53.14624450031427
2024-05-10,53.14624450031427
2024-05-11,17.45100565681961
2024-05-12,12.69164047768699
2024-05-13,52.35301697045883
2024-05-14,58.698837209302326
2024-05-15,57.112382149591454
2024-05-16,57.90560967944689
2024-05-17,55.52592708988058
2024-05-18,19.037460716530486
2024-05-19,13.484868007542428
2024-05-20,54.73269956002515
2024-05-21,53.93947203016971
2024-05-22,55.52592708988058
2024-05-23,62.66497485857951
2024-05-24,51.559789440603396
2024-05-25,19.83068824638592
2024-05-26,11.898412947831552
2024-05-27,15.071323067253301
2024-05-28,51.559789440603396
2024-05-29,52.35301697045883
2024-05-30,55.52592708988058
2024-05-31,55.52592708988058
2024-06-01,17.45100565681961
2024-06-02,13.484868007542428
2024-06-03,51.559789440603396
2024-06-04,52.35301697045883
2024-06-05,54.73269956002515
2024-06-06,57.90560967944689
2024-06-07,56.31915461973602
2024-06-08,19.037460716530486
2024-06-09,14.278095537397864
2024-06-10,52.35301697045883
2024-06-11,56.31915461973602
2024-06-12,61.07851979886864
2024-06-13,60.285292269013205
2024-06-14,53.93947203016971
2024-06-15,15.864550597108737
2024-06-16,15.071323067253301
2024-06-17,49.973334380892524
2024-06-18,54.73269956002515
2024-06-19,38.86814896291641
2024-06-20,53.93947203016971
2024-06-21,53.14624450031427
2024-06-22,15.864550597108737
2024-06-23,12.69164047768699
2024-06-24,53.93947203016971
2024-06-25,51.559789440603396
2024-06-26,55.52592708988058
2024-06-27,53.93947203016971
2024-06-28,52.35301697045883
2024-06-29,16.657778126964175
2024-06-30,11.105185417976116
2024-07-01,49.973334380892524
2024-07-02,49.973334380892524
2024-07-03,51.559789440603396
2024-07-04,20.623915776241358
2024-07-05,46.80042426147077
2024-07-06,17.45100565681961
2024-07-07,13.484868007542428
2024-07-08,48.38687932118165
2024-07-09,53.14624450031427
2024-07-10,52.35301697045883
2024-07-11,56.31915461973602
2024-07-12,55.52592708988058
2024-07-13,17.45100565681961
2024-07-14,12.69164047768699
2024-07-15,55.52592708988058
2024-07-16,57.90560967944689
2024-07-17,59.49206473915777
2024-07-18,56.31915461973602
2024-07-19,55.52592708988058
2024-07-20,18.244233186675046
2024-07-21,12.69164047768699
2024-07-22,53.14624450031427
2024-07-23,56.31915461973602
2024-07-24,56.31915461973602
2024-07-25,59.49206473915777
2024-07-26,55.52592708988058
2024-07-27,16.657778126964175
2024-07-28,12.69164047768699
2024-07-29,50.76656191074796
2024-07-30,51.559789440603396
2024-07-31,58.698837209302326
2024-08-01,57.90560967944689
2024-08-02,57.90560967944689
2024-08-03,19.83068824638592
2024-08-04,12.69164047768699
2024-08-05,79.32275298554369
2024-08-06,72.18370521684476
2024-08-07,65.04465744814583
2024-08-08,60.285292269013205
2024-08-09,56.31915461973602
2024-08-10,17.45100565681961
2024-08-11,11.898412947831552
2024-08-12,49.18010685103709
2024-08-13,56.31915461973602
2024-08-14,58.698837209302326
2024-08-15,56.31915461973602
2024-08-16,56.31915461973602
2024-08-17,17.45100565681961
2024-08-18,15.117983510185974
2024-08-19,52.461891337301736
2024-08-20,53.36399323400008
2024-08-21,52.85850510222946
2024-08-22,51.559789440603396
2024-08-23,53.36399323400008
2024-08-24,17.31880106851037
2024-08-25,12.917165951861575
2024-08-26,51.559789440603396
2024-08-27,50.26107377897734
2024-08-28,55.56481079232448
2024-08-29,53.7606069989278
2024-08-30,51.559789440603396
2024-08-31,16.416699171812034
2024-09-01,12.015064055163235
2024-09-02,15.117983510185974
2024-09-03,46.65266619218398
2024-09-04,51.559789440603396
2024-09-05,47.55476808888232
2024-09-06,51.559789440603396
2024-09-07,16.416699171812034
2024-09-08,12.015064055163235
2024-09-09,46.65266619218398
2024-09-10,49.755585647206715
2024-09-11,47.55476808888232
2024-09-12,49.358971882279
2024-09-13,46.256052427256265
2024-09-14,18.220902965208712
2024-09-15,11.112962158464896
2024-09-16,44.45184863385958
2024-09-17,48.52686064997967
2024-09-18,57.62564702185086
2024-09-19,59.64759954893334
2024-09-20,53.581741967685886
2024-09-21,17.186596480201132
2024-09-22,11.120738898953675
2024-09-23,47.51588438643843
2024-09-24,47.51588438643843
2024-09-25,48.52686064997967
2024-09-26,54.59271823122713
2024-09-27,49.53783691352091
2024-09-28,18.197572743742377
2024-09-29,13.14269142603616
2024-09-30,44.4829555958147
2024-10-01,48.52686064997967
2024-10-02,45.49393185935594
2024-10-03,47.51588438643843
2024-10-04,47.51588438643843
2024-10-05,15.164643953118647
2024-10-06,13.14269142603616
2024-10-07,44.4829555958147
2024-10-08,47.51588438643843
2024-10-09,46.504908122897184
2024-10-10,45.49393185935594
2024-10-11,49.53783691352091
2024-10-12,16.17562021665989
2024-10-13,12.131715162494917
2024-10-14,44.4829555958147
2024-10-15,48.52686064997967
2024-10-16,46.504908122897184
2024-10-17,50.54881317706216
2024-10-18,47.51588438643843
2024-10-19,16.17562021665989
2024-10-20,11.120738898953675
2024-10-21,46.504908122897184
2024-10-22,49.53783691352091
2024-10-23,48.52686064997967
2024-10-24,47.51588438643843
2024-10-25,49.53783691352091
2024-10-26,14.153667689577404
2024-10-27,13.14269142603616
2024-10-28,44.4829555958147
2024-10-29,49.53783691352091
2024-10-30,52.57076570414464
2024-10-31,51.5597894406034
2024-11-01,51.5597894406034
2024-11-02,15.164643953118647
2024-11-03,11.120738898953675
2024-11-04,45.49393185935594
2024-11-05,47.51588438643843
