Time,geico
2022-04-23,48.0
2022-04-24,45.0
2022-04-25,64.0
2022-04-26,56.0
2022-04-27,57.0
2022-04-28,56.0
2022-04-29,60.0
2022-04-30,46.0
2022-05-01,38.0
2022-05-02,61.0
2022-05-03,60.0
2022-05-04,59.0
2022-05-05,57.0
2022-05-06,57.0
2022-05-07,43.0
2022-05-08,33.0
2022-05-09,57.0
2022-05-10,64.0
2022-05-11,57.0
2022-05-12,60.0
2022-05-13,60.0
2022-05-14,50.0
2022-05-15,38.0
2022-05-16,66.0
2022-05-17,60.0
2022-05-18,60.0
2022-05-19,59.0
2022-05-20,58.0
2022-05-21,48.0
2022-05-22,35.0
2022-05-23,62.0
2022-05-24,62.0
2022-05-25,58.0
2022-05-26,63.0
2022-05-27,59.0
2022-05-28,48.0
2022-05-29,33.0
2022-05-30,41.0
2022-05-31,66.0
2022-06-01,68.0
2022-06-02,63.0
2022-06-03,66.0
2022-06-04,49.0
2022-06-05,37.0
2022-06-06,63.0
2022-06-07,62.0
2022-06-08,60.0
2022-06-09,76.0
2022-06-10,100.0
2022-06-11,67.0
2022-06-12,48.0
2022-06-13,74.0
2022-06-14,76.0
2022-06-15,63.0
2022-06-16,65.0
2022-06-17,65.0
2022-06-18,52.0
2022-06-19,36.0
2022-06-20,62.0
2022-06-21,66.0
2022-06-22,64.0
2022-06-23,65.0
2022-06-24,67.0
2022-06-25,50.0
2022-06-26,37.0
2022-06-27,69.0
2022-06-28,67.0
2022-06-29,67.0
2022-06-30,66.0
2022-07-01,68.0
2022-07-02,51.0
2022-07-03,36.0
2022-07-04,34.0
2022-07-05,70.0
2022-07-06,69.0
2022-07-07,68.0
2022-07-08,72.0
2022-07-09,51.0
2022-07-10,38.0
2022-07-11,70.0
2022-07-12,65.0
2022-07-13,64.0
2022-07-14,64.0
2022-07-15,69.0
2022-07-16,52.0
2022-07-17,40.0
2022-07-18,68.0
2022-07-19,67.0
2022-07-20,66.0
2022-07-21,64.0
2022-07-22,67.0
2022-07-23,48.0
2022-07-24,37.0
2022-07-25,67.0
2022-07-26,66.0
2022-07-27,66.0
2022-07-28,64.0
2022-07-29,68.0
2022-07-30,49.0
2022-07-31,40.0
2022-08-01,76.0
2022-08-02,81.0
2022-08-03,79.0
2022-08-04,70.0
2022-08-05,72.0
2022-08-06,52.0
2022-08-07,39.0
2022-08-08,67.0
2022-08-09,60.0
2022-08-10,62.0
2022-08-11,64.0
2022-08-12,62.0
2022-08-13,49.0
2022-08-14,39.0
2022-08-15,69.0
2022-08-16,66.0
2022-08-17,62.0
2022-08-18,58.0
2022-08-19,66.0
2022-08-20,50.0
2022-08-21,38.0
2022-08-22,62.0
2022-08-23,67.0
2022-08-24,59.0
2022-08-25,64.0
2022-08-26,60.0
2022-08-27,48.0
2022-08-28,37.0
2022-08-29,66.05494505494505
2022-08-30,63.14835164835165
2022-08-31,64.0
2022-09-01,63.14835164835165
2022-09-02,66.9065934065934
2022-09-03,46.70879120879121
2022-09-04,35.934065934065934
2022-09-05,40.895604395604394
2022-09-06,64.0
2022-09-07,61.0934065934066
2022-09-08,53.22527472527473
2022-09-09,61.0934065934066
2022-09-10,47.06043956043956
2022-09-11,35.082417582417584
2022-09-12,64.0
2022-09-13,57.83516483516483
2022-09-14,60.24175824175825
2022-09-15,64.85164835164835
2022-09-16,62.7967032967033
2022-09-17,48.26373626373626
2022-09-18,35.934065934065934
2022-09-19,66.4065934065934
2022-09-20,62.7967032967033
2022-09-21,62.7967032967033
2022-09-22,56.13186813186813
2022-09-23,57.83516483516483
2022-09-24,45.85714285714286
2022-09-25,33.879120879120876
2022-09-26,55.78021978021978
2022-09-27,59.03846153846154
2022-09-28,54.15384615384616
2022-09-29,57.67032967032967
2022-09-30,65.40659340659342
2022-10-01,51.34065934065934
2022-10-02,38.681318681318686
2022-10-03,67.51648351648352
2022-10-04,64.0
2022-10-05,61.18681318681319
2022-10-06,59.07692307692308
2022-10-07,60.48351648351649
2022-10-08,49.23076923076923
2022-10-09,40.08791208791209
2022-10-10,62.5934065934066
2022-10-11,58.37362637362638
2022-10-12,59.78021978021979
2022-10-13,59.78021978021979
2022-10-14,64.70329670329672
2022-10-15,47.824175824175825
2022-10-16,38.681318681318686
2022-10-17,70.32967032967034
2022-10-18,56.96703296703297
2022-10-19,64.0
2022-10-20,64.0
2022-10-21,60.48351648351649
2022-10-22,45.714285714285715
2022-10-23,35.86813186813187
2022-10-24,64.0
2022-10-25,58.37362637362638
2022-10-26,55.56043956043956
2022-10-27,56.26373626373627
2022-10-28,62.5934065934066
2022-10-29,47.824175824175825
2022-10-30,35.16483516483517
2022-10-31,64.0
2022-11-01,62.5934065934066
2022-11-02,55.56043956043956
2022-11-03,59.07692307692308
2022-11-04,61.8901098901099
2022-11-05,43.604395604395606
2022-11-06,32.35164835164836
2022-11-07,57.67032967032967
2022-11-08,53.45054945054945
2022-11-09,49.93406593406594
2022-11-10,51.34065934065934
2022-11-11,54.15384615384616
2022-11-12,40.791208791208796
2022-11-13,30.94505494505495
2022-11-14,56.96703296703297
2022-11-15,53.45054945054945
2022-11-16,53.45054945054945
2022-11-17,54.85714285714286
2022-11-18,55.56043956043956
2022-11-19,46.41758241758242
2022-11-20,32.35164835164836
2022-11-21,52.04395604395605
2022-11-22,54.85714285714286
2022-11-23,51.34065934065934
2022-11-24,26.021978021978025
2022-11-25,44.307692307692314
2022-11-26,36.57142857142858
2022-11-27,29.53846153846154
2022-11-28,56.26373626373627
2022-11-29,55.56043956043956
2022-11-30,52.04395604395605
2022-12-01,59.07692307692308
2022-12-02,56.96703296703297
2022-12-03,42.197802197802204
2022-12-04,31.64835164835165
2022-12-05,57.67032967032967
2022-12-06,57.67032967032967
2022-12-07,53.45054945054945
2022-12-08,57.67032967032967
2022-12-09,51.34065934065934
2022-12-10,41.494505494505496
2022-12-11,33.05494505494506
2022-12-12,56.26373626373627
2022-12-13,56.96703296703297
2022-12-14,54.85714285714286
2022-12-15,51.34065934065934
2022-12-16,54.85714285714286
2022-12-17,45.010989010989015
2022-12-18,31.64835164835165
2022-12-19,56.26373626373627
2022-12-20,55.56043956043956
2022-12-21,55.56043956043956
2022-12-22,63.2967032967033
2022-12-23,51.34065934065934
2022-12-24,32.35164835164836
2022-12-25,21.802197802197803
2022-12-26,47.120879120879124
2022-12-27,60.48351648351649
2022-12-28,59.78021978021979
2022-12-29,61.18681318681319
2022-12-30,64.70329670329672
2022-12-31,37.97802197802198
2023-01-01,30.94505494505495
2023-01-02,54.85714285714286
2023-01-03,61.8901098901099
2023-01-04,61.8901098901099
2023-01-05,64.0
2023-01-06,65.40659340659342
2023-01-07,47.120879120879124
2023-01-08,35.16483516483517
2023-01-09,59.78021978021979
2023-01-10,56.26373626373627
2023-01-11,59.07692307692308
2023-01-12,58.37362637362638
2023-01-13,55.56043956043956
2023-01-14,45.714285714285715
2023-01-15,35.16483516483517
2023-01-16,55.56043956043956
2023-01-17,59.07692307692308
2023-01-18,58.37362637362638
2023-01-19,57.67032967032967
2023-01-20,68.21978021978022
2023-01-21,51.34065934065934
2023-01-22,33.05494505494506
2023-01-23,57.67032967032967
2023-01-24,63.2967032967033
2023-01-25,54.85714285714286
2023-01-26,52.74725274725275
2023-01-27,60.48351648351649
2023-01-28,45.714285714285715
2023-01-29,34.46153846153847
2023-01-30,53.45054945054945
2023-01-31,62.5934065934066
2023-02-01,57.67032967032967
2023-02-02,54.15384615384616
2023-02-03,59.78021978021979
2023-02-04,45.714285714285715
2023-02-05,33.75824175824176
2023-02-06,54.15384615384616
2023-02-07,56.96703296703297
2023-02-08,59.07692307692308
2023-02-09,50.63736263736264
2023-02-10,56.96703296703297
2023-02-11,45.010989010989015
2023-02-12,30.241758241758244
2023-02-13,52.04395604395605
2023-02-14,52.74725274725275
2023-02-15,56.26373626373627
2023-02-16,54.85714285714286
2023-02-17,61.18681318681319
2023-02-18,45.010989010989015
2023-02-19,33.05494505494506
2023-02-20,54.85714285714286
2023-02-21,57.67032967032967
2023-02-22,57.67032967032967
2023-02-23,59.07692307692308
2023-02-24,57.67032967032967
2023-02-25,49.23076923076923
2023-02-26,37.27472527472528
2023-02-27,64.70329670329672
2023-02-28,61.18681318681319
2023-03-01,68.92307692307693
2023-03-02,56.96703296703297
2023-03-03,53.45054945054945
2023-03-04,45.010989010989015
2023-03-05,34.46153846153847
2023-03-06,59.07692307692308
2023-03-07,56.96703296703297
2023-03-08,52.74725274725275
2023-03-09,54.15384615384616
2023-03-10,54.85714285714286
2023-03-11,45.714285714285715
2023-03-12,30.94505494505495
2023-03-13,56.26373626373627
2023-03-14,55.56043956043956
2023-03-15,56.26373626373627
2023-03-16,54.15384615384616
2023-03-17,54.15384615384616
2023-03-18,43.604395604395606
2023-03-19,35.86813186813187
2023-03-20,59.07692307692308
2023-03-21,56.96703296703297
2023-03-22,50.63736263736264
2023-03-23,53.45054945054945
2023-03-24,54.15384615384616
2023-03-25,40.791208791208796
2023-03-26,34.46153846153847
2023-03-27,55.56043956043956
2023-03-28,54.15384615384616
2023-03-29,53.45054945054945
2023-03-30,56.96703296703297
2023-03-31,58.37362637362638
2023-04-01,47.120879120879124
2023-04-02,34.46153846153847
2023-04-03,58.37362637362638
2023-04-04,57.67032967032967
2023-04-05,51.34065934065934
2023-04-06,56.26373626373627
2023-04-07,59.07692307692308
2023-04-08,39.38461538461539
2023-04-09,26.021978021978025
2023-04-10,58.37362637362638
2023-04-11,52.04395604395605
2023-04-12,54.15384615384616
2023-04-13,54.15384615384616
2023-04-14,53.45054945054945
2023-04-15,45.010989010989015
2023-04-16,32.35164835164836
2023-04-17,54.85714285714286
2023-04-18,62.5934065934066
2023-04-19,55.56043956043956
2023-04-20,55.56043956043956
2023-04-21,56.26373626373627
2023-04-22,42.901098901098905
2023-04-23,40.08791208791209
2023-04-24,58.37362637362638
2023-04-25,53.45054945054945
2023-04-26,55.36555161866218
2023-04-27,52.79338081044445
2023-04-28,55.01390326701383
2023-04-29,44.29981678470836
2023-04-30,35.06607860678248
2023-05-01,57.23442572358321
2023-05-02,59.454948180152584
2023-05-03,57.23442572358321
2023-05-04,52.05320665825465
2023-05-05,53.53355496263424
2023-05-06,42.079294328138985
2023-05-07,31.013559494185163
2023-05-08,56.105725770851976
2023-05-09,57.974599875773
2023-05-10,55.36555161866218
2023-05-11,55.01390326701383
2023-05-12,54.273729114824036
2023-05-13,39.8587718715696
2023-05-14,28.79303703761578
2023-05-15,56.84589992304177
2023-05-16,55.36555161866218
2023-05-17,57.58607407523156
2023-05-18,55.01390326701383
2023-05-19,59.06642237961115
2023-05-20,41.33912017594918
2023-05-21,32.8455561502131
2023-05-22,56.49425157139342
2023-05-23,59.80659653180094
2023-05-24,55.75407741920362
2023-05-25,55.75407741920362
2023-05-26,55.947715277967674
2023-05-27,41.18373485739287
2023-05-28,30.305012442232492
2023-05-29,38.07552845306134
2023-05-30,66.82643769312806
2023-05-31,60.610024884464984
2023-06-01,61.387076485547865
2023-06-02,59.055921682299214
2023-06-03,45.06899286280729
2023-06-04,34.9673220487298
2023-06-05,59.832973283382096
2023-06-06,59.055921682299214
2023-06-07,53.61656047471902
2023-06-08,55.17066367688479
2023-06-09,61.387076485547865
2023-06-10,44.29194126172441
2023-06-11,34.9673220487298
2023-06-12,62.941179687713635
2023-06-13,55.947715277967674
2023-06-14,62.164128086630754
2023-06-15,61.387076485547865
2023-06-16,62.941179687713635
2023-06-17,43.51488966064153
2023-06-18,31.082064043315377
2023-06-19,53.61656047471902
2023-06-20,59.832973283382096
2023-06-21,59.832973283382096
2023-06-22,59.832973283382096
2023-06-23,63.718231288796524
2023-06-24,44.29194126172441
2023-06-25,32.63616724548115
2023-06-26,62.941179687713635
2023-06-27,58.27887008121633
2023-06-28,60.610024884464984
2023-06-29,59.055921682299214
2023-06-30,61.387076485547865
2023-07-01,48.17719926713883
2023-07-02,35.74437364981268
2023-07-03,57.501818480133444
2023-07-04,35.74437364981268
2023-07-05,62.164128086630754
2023-07-06,62.164128086630754
2023-07-07,61.387076485547865
2023-07-08,45.84604446389018
2023-07-09,31.859115644398262
2023-07-10,62.164128086630754
2023-07-11,61.387076485547865
2023-07-12,60.610024884464984
2023-07-13,66.82643769312806
2023-07-14,67.60348929421095
2023-07-15,44.29194126172441
2023-07-16,34.19027044764692
2023-07-17,63.718231288796524
2023-07-18,59.832973283382096
2023-07-19,59.832973283382096
2023-07-20,59.832973283382096
2023-07-21,60.610024884464984
2023-07-22,45.06899286280729
2023-07-23,34.19027044764692
2023-07-24,66.04938609204517
2023-07-25,61.387076485547865
2023-07-26,58.27887008121633
2023-07-27,61.387076485547865
2023-07-28,61.387076485547865
2023-07-29,46.62309606497306
2023-07-30,34.19027044764692
2023-07-31,64.4952828898794
2023-08-01,63.718231288796524
2023-08-02,61.387076485547865
2023-08-03,62.941179687713635
2023-08-04,59.832973283382096
2023-08-05,45.06899286280729
2023-08-06,34.19027044764692
2023-08-07,77.70516010828844
2023-08-08,59.055921682299214
2023-08-09,57.501818480133444
2023-08-10,59.832973283382096
2023-08-11,59.832973283382096
2023-08-12,45.06899286280729
2023-08-13,34.19027044764692
2023-08-14,61.387076485547865
2023-08-15,62.164128086630754
2023-08-16,63.718231288796524
2023-08-17,66.04938609204517
2023-08-18,69.9346440974596
2023-08-19,45.84604446389018
2023-08-20,37.29847685197845
2023-08-21,75.37400530503979
2023-08-22,62.164128086630754
2023-08-23,64.4952828898794
2023-08-24,60.610024884464984
2023-08-25,55.947715277967674
2023-08-26,42.73783805955864
2023-08-27,32.63616724548115
2023-08-28,58.27887008121633
2023-08-29,59.055921682299214
2023-08-30,58.27887008121633
2023-08-31,59.055921682299214
2023-09-01,62.941179687713635
2023-09-02,42.73783805955864
2023-09-03,31.859115644398262
2023-09-04,37.29847685197845
2023-09-05,64.4952828898794
2023-09-06,61.387076485547865
2023-09-07,57.501818480133444
2023-09-08,55.17066367688479
2023-09-09,43.51488966064153
2023-09-10,32.63616724548115
2023-09-11,55.17066367688479
2023-09-12,55.947715277967674
2023-09-13,55.947715277967674
2023-09-14,55.17066367688479
2023-09-15,55.17066367688479
2023-09-16,43.51488966064153
2023-09-17,31.082064043315377
2023-09-18,59.832973283382096
2023-09-19,55.17066367688479
2023-09-20,55.17066367688479
2023-09-21,55.17066367688479
2023-09-22,52.06245727255325
2023-09-23,41.18373485739287
2023-09-24,31.859115644398262
2023-09-25,62.941179687713635
2023-09-26,55.17066367688479
2023-09-27,56.72476687905056
2023-09-28,56.72476687905056
2023-09-29,59.832973283382096
2023-09-30,47.40014766605595
2023-10-01,34.9673220487298
2023-10-02,61.387076485547865
2023-10-03,55.947715277967674
2023-10-04,53.61656047471902
2023-10-05,55.947715277967674
2023-10-06,56.72476687905056
2023-10-07,40.40668325630999
2023-10-08,29.527960841149607
2023-10-09,53.61656047471902
2023-10-10,56.72476687905056
2023-10-11,52.83950887363614
2023-10-12,57.501818480133444
2023-10-13,55.17066367688479
2023-10-14,41.18373485739287
2023-10-15,32.63616724548115
2023-10-16,61.387076485547865
2023-10-17,56.72476687905056
2023-10-18,55.17066367688479
2023-10-19,67.60348929421095
2023-10-20,68.38054089529383
2023-10-21,47.40014766605595
2023-10-22,34.9673220487298
2023-10-23,55.947715277967674
2023-10-24,57.501818480133444
2023-10-25,52.83950887363614
2023-10-26,52.83950887363614
2023-10-27,55.17066367688479
2023-10-28,41.18373485739287
2023-10-29,31.859115644398262
2023-10-30,58.27887008121633
2023-10-31,55.947715277967674
2023-11-01,56.72476687905056
2023-11-02,53.61656047471902
2023-11-03,53.61656047471902
2023-11-04,42.73783805955864
2023-11-05,31.859115644398262
2023-11-06,55.17066367688479
2023-11-07,55.947715277967674
2023-11-08,50.50835407038748
2023-11-09,49.7313024693046
2023-11-10,53.61656047471902
2023-11-11,39.62963165522711
2023-11-12,29.527960841149607
2023-11-13,52.06245727255325
2023-11-14,51.28540567147037
2023-11-15,55.17066367688479
2023-11-16,50.50835407038748
2023-11-17,54.39361207580191
2023-11-18,41.18373485739287
2023-11-19,31.082064043315377
2023-11-20,54.39361207580191
2023-11-21,53.61656047471902
2023-11-22,49.7313024693046
2023-11-23,25.642702835735186
2023-11-24,42.73783805955864
2023-11-25,36.52142525089557
2023-11-26,28.750909240066722
2023-11-27,52.06245727255325
2023-11-28,56.72476687905056
2023-11-29,55.947715277967674
2023-11-30,53.61656047471902
2023-12-01,61.387076485547865
2023-12-02,41.96078645847576
2023-12-03,30.305012442232492
2023-12-04,52.83950887363614
2023-12-05,55.17066367688479
2023-12-06,52.83950887363614
2023-12-07,49.7313024693046
2023-12-08,52.83950887363614
2023-12-09,41.18373485739287
2023-12-10,30.305012442232492
2023-12-11,51.28540567147037
2023-12-12,50.50835407038748
2023-12-13,48.95425086822172
2023-12-14,59.055921682299214
2023-12-15,58.27887008121633
2023-12-16,41.18373485739287
2023-12-17,27.973857638983837
2023-12-18,52.06245727255325
2023-12-19,53.61656047471902
2023-12-20,54.39361207580191
2023-12-21,54.39361207580191
2023-12-22,59.81354699335503
2023-12-23,39.377089884875176
2023-12-24,24.982208974814732
2023-12-25,18.552106975853867
2023-12-26,56.02542043807597
2023-12-27,57.929196860729036
2023-12-28,61.328797615466655
2023-12-29,65.11692417074572
2023-12-30,43.5343159506686
2023-12-31,29.527960841149607
2024-01-01,31.043211463261233
2024-01-02,63.601673548634096
2024-01-03,63.21314774809265
2024-01-04,62.84404823757828
2024-01-05,59.055921682299214
2024-01-06,43.5343159506686
2024-01-07,31.800836774317048
2024-01-08,58.29829637124341
2024-01-09,55.26779512702015
2024-01-10,54.510169815964346
2024-01-11,56.78304574913178
2024-01-12,57.54067106018759
2024-01-13,44.29194126172442
2024-01-14,40.13471519593098
2024-01-15,55.26779512702015
2024-01-16,58.29829637124341
2024-01-17,59.055921682299214
2024-01-18,55.656320927561595
2024-01-19,54.89869561650579
2024-01-20,45.04956657278022
2024-01-21,36.17175203040827
2024-01-22,56.841324619213
2024-01-23,55.364926577155515
2024-01-24,53.88852853509804
2024-01-25,52.41213049304056
2024-01-26,56.841324619213
2024-01-27,43.55374224069568
2024-01-28,33.957154967322055
2024-01-29,55.364926577155515
2024-01-30,63.48511580847166
2024-01-31,59.79412070332796
2024-02-01,57.57952364024174
2024-02-02,54.62672755612678
2024-02-03,44.29194126172442
2024-02-04,33.21895594629331
2024-02-05,53.88852853509804
2024-02-06,57.57952364024174
2024-02-07,59.79412070332796
2024-02-08,54.62672755612678
2024-02-09,54.62672755612678
2024-02-10,42.077344198638194
2024-02-11,34.69535398835079
2024-02-12,48.72113538789686
2024-02-13,56.103125598184256
2024-02-14,50.935732450983075
2024-02-15,52.41213049304056
2024-02-16,66.43791189258663
2024-02-17,45.03014028275315
2024-02-18,34.69535398835079
2024-02-19,57.57952364024174
2024-02-20,55.364926577155515
2024-02-21,58.31772266127048
2024-02-22,62.74691678744292
2024-02-23,56.841324619213
2024-02-24,47.244737345839376
2024-02-25,35.43355300937953
2024-02-26,56.841324619213
2024-02-27,58.31772266127048
2024-02-28,57.57952364024174
2024-02-29,59.05592168229922
2024-03-01,63.48511580847166
2024-03-02,47.244737345839376
2024-03-03,37.648150072465754
2024-03-04,58.31772266127048
2024-03-05,57.57952364024174
2024-03-06,53.88852853509804
2024-03-07,53.1503295140693
2024-03-08,58.31772266127048
2024-03-09,42.815543219666935
2024-03-10,33.21895594629331
2024-03-11,64.96151385052914
2024-03-12,56.103125598184256
2024-03-13,57.57952364024174
2024-03-14,57.57952364024174
2024-03-15,58.31772266127048
2024-03-16,44.29194126172442
2024-03-17,31.74255790423583
2024-03-18,55.364926577155515
2024-03-19,59.05592168229922
2024-03-20,56.103125598184256
2024-03-21,54.62672755612678
2024-03-22,59.79412070332796
2024-03-23,44.29194126172442
2024-03-24,33.957154967322055
2024-03-25,55.364926577155515
2024-03-26,53.88852853509804
2024-03-27,56.103125598184256
2024-03-28,55.364926577155515
2024-03-29,59.79412070332796
2024-03-30,42.815543219666935
2024-03-31,32.48075692526457
2024-04-01,63.48511580847166
2024-04-02,58.31772266127048
2024-04-03,54.62672755612678
2024-04-04,53.88852853509804
2024-04-05,56.103125598184256
2024-04-06,39.86274713555197
2024-04-07,30.26615986217835
2024-04-08,61.27051874538544
2024-04-09,56.103125598184256
2024-04-10,56.103125598184256
2024-04-11,52.41213049304056
2024-04-12,53.88852853509804
2024-04-13,42.815543219666935
2024-04-14,31.74255790423583
2024-04-15,56.841324619213
2024-04-16,59.05592168229922
2024-04-17,54.62672755612678
2024-04-18,54.62672755612678
2024-04-19,56.841324619213
2024-04-20,41.33914517760945
2024-04-21,39.86274713555197
2024-04-22,59.05592168229922
2024-04-23,53.88852853509804
2024-04-24,53.88852853509804
2024-04-25,56.841324619213
2024-04-26,53.88852853509804
2024-04-27,41.33914517760945
2024-04-28,31.74255790423583
2024-04-29,56.841324619213
2024-04-30,56.841324619213
2024-05-01,59.05592168229922
2024-05-02,54.62672755612678
2024-05-03,59.79412070332796
2024-05-04,42.815543219666935
2024-05-05,31.74255790423583
2024-05-06,56.841324619213
2024-05-07,56.841324619213
2024-05-08,55.364926577155515
2024-05-09,57.57952364024174
2024-05-10,56.103125598184256
2024-05-11,40.60094615658071
2024-05-12,28.78976182012087
2024-05-13,56.841324619213
2024-05-14,57.57952364024174
2024-05-15,56.103125598184256
2024-05-16,55.364926577155515
2024-05-17,59.79412070332796
2024-05-18,42.815543219666935
2024-05-19,31.00435888320709
2024-05-20,59.05592168229922
2024-05-21,59.79412070332796
2024-05-22,54.62672755612678
2024-05-23,55.364926577155515
2024-05-24,61.27051874538544
2024-05-25,42.077344198638194
2024-05-26,28.051562799092128
2024-05-27,33.957154967322055
2024-05-28,62.00871776641418
2024-05-29,62.00871776641418
2024-05-30,73.81990210287402
2024-05-31,67.91430993464411
2024-06-01,46.506538324810634
2024-06-02,35.43355300937953
2024-06-03,63.48511580847166
2024-06-04,58.31772266127048
2024-06-05,58.31772266127048
2024-06-06,57.57952364024174
2024-06-07,56.841324619213
2024-06-08,39.86274713555197
2024-06-09,34.69535398835079
2024-06-10,59.79412070332796
2024-06-11,59.05592168229922
2024-06-12,62.74691678744292
2024-06-13,57.57952364024174
2024-06-14,58.31772266127048
2024-06-15,42.815543219666935
2024-06-16,31.00435888320709
2024-06-17,62.74691678744292
2024-06-18,59.05592168229922
2024-06-19,56.841324619213
2024-06-20,56.103125598184256
2024-06-21,61.27051874538544
2024-06-22,44.29194126172442
2024-06-23,34.69535398835079
2024-06-24,60.5323197243567
2024-06-25,59.79412070332796
2024-06-26,54.62672755612678
2024-06-27,57.57952364024174
2024-06-28,57.57952364024174
2024-06-29,44.29194126172442
2024-06-30,33.21895594629331
2024-07-01,66.43791189258663
2024-07-02,67.91430993464411
2024-07-03,59.79412070332796
2024-07-04,36.90995105143701
2024-07-05,57.57952364024174
2024-07-06,44.29194126172442
2024-07-07,35.43355300937953
2024-07-08,61.27051874538544
2024-07-09,62.74691678744292
2024-07-10,60.5323197243567
2024-07-11,59.79412070332796
2024-07-12,60.5323197243567
2024-07-13,42.815543219666935
2024-07-14,31.74255790423583
2024-07-15,65.69971287155788
2024-07-16,60.5323197243567
2024-07-17,56.841324619213
2024-07-18,59.05592168229922
2024-07-19,61.27051874538544
2024-07-20,45.03014028275315
2024-07-21,32.48075692526457
2024-07-22,58.31772266127048
2024-07-23,58.31772266127048
2024-07-24,59.79412070332796
2024-07-25,58.31772266127048
2024-07-26,58.31772266127048
2024-07-27,39.86274713555197
2024-07-28,31.74255790423583
2024-07-29,60.5323197243567
2024-07-30,58.31772266127048
2024-07-31,58.31772266127048
2024-08-01,62.00871776641418
2024-08-02,64.2233148295004
2024-08-03,45.76833930378189
2024-08-04,35.43355300937953
2024-08-05,59.05592168229922
2024-08-06,55.364926577155515
2024-08-07,59.79412070332796
2024-08-08,57.57952364024174
2024-08-09,55.364926577155515
2024-08-10,41.33914517760945
2024-08-11,33.957154967322055
2024-08-12,62.00871776641418
2024-08-13,59.05592168229922
2024-08-14,60.5323197243567
2024-08-15,62.74691678744292
2024-08-16,63.48511580847166
2024-08-17,43.55374224069568
2024-08-18,32.462968997047014
2024-08-19,61.39058726085396
2024-08-20,61.39058726085396
2024-08-21,54.688985304888234
2024-08-22,56.103125598184256
2024-08-23,61.05261662472033
2024-08-24,45.52820227284484
2024-08-25,34.92215007312468
2024-08-26,58.9314061847763
2024-08-27,56.103125598184256
2024-08-28,56.103125598184256
2024-08-29,57.51726589148028
2024-08-30,61.05261662472033
2024-08-31,43.4069918329008
2024-09-01,34.215079926476676
2024-09-02,39.16457095301274
2024-09-03,63.511797700798
2024-09-04,56.103125598184256
2024-09-05,56.103125598184256
2024-09-06,54.688985304888234
2024-09-07,43.4069918329008
2024-09-08,31.755898850399
2024-09-09,58.9314061847763
2024-09-10,53.98191515824023
2024-09-11,52.567774864944205
2024-09-12,53.98191515824023
2024-09-13,53.27484501159222
2024-09-14,43.4069918329008
2024-09-15,31.04882870375099
2024-09-16,58.224336038128286
2024-09-17,56.103125598184256
2024-09-18,53.399360509115134
2024-09-19,56.103125598184256
2024-09-20,54.075301781382414
2024-09-21,41.90835888057137
2024-09-22,31.769239796562168
2024-09-23,58.1309494149861
2024-09-24,52.72341923684785
2024-09-25,50.01965414777873
2024-09-26,47.315889058709615
