Time,jason_alexander
2022-07-10,1.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,2.0
2022-08-13,4.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,2.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,3.0
2022-08-25,1.0
2022-08-26,2.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,0.94
2022-08-30,1.1
2022-08-31,1.1600000000000001
2022-09-01,0.98
2022-09-02,1.05
2022-09-03,1.0
2022-09-04,1.76
2022-09-05,1.06
2022-09-06,1.12
2022-09-07,1.02
2022-09-08,0.86
2022-09-09,0.97
2022-09-10,1.04
2022-09-11,0.88
2022-09-12,0.19
2022-09-13,1.06
2022-09-14,2.0
2022-09-15,1.13
2022-09-16,1.13
2022-09-17,0.89
2022-09-18,1.87
2022-09-19,1.03
2022-09-20,0.8500000000000001
2022-09-21,0.91
2022-09-22,1.0899999999999999
2022-09-23,1.1
2022-09-24,1.1600000000000001
2022-09-25,0.96
2022-09-26,0.89
2022-09-27,0.8
2022-09-28,0.9
2022-09-29,0.56
2022-09-30,1.08
2022-10-01,0.7000000000000001
2022-10-02,0.72
2022-10-03,0.76
2022-10-04,0.88
2022-10-05,0.44
2022-10-06,0.76
2022-10-07,0.74
2022-10-08,1.12
2022-10-09,0.7000000000000001
2022-10-10,0.74
2022-10-11,0.84
2022-10-12,0.68
2022-10-13,0.76
2022-10-14,0.86
2022-10-15,0.9
2022-10-16,0.92
2022-10-17,0.56
2022-10-18,0.7000000000000001
2022-10-19,0.8
2022-10-20,0.72
2022-10-21,0.44
2022-10-22,0.7000000000000001
2022-10-23,0.66
2022-10-24,0.96
2022-10-25,0.98
2022-10-26,1.02
2022-10-27,1.18
2022-10-28,0.76
2022-10-29,1.34
2022-10-30,1.08
2022-10-31,0.86
2022-11-01,0.84
2022-11-02,0.74
2022-11-03,0.84
2022-11-04,0.72
2022-11-05,0.78
2022-11-06,0.88
2022-11-07,0.5
2022-11-08,0.7000000000000001
2022-11-09,0.7000000000000001
2022-11-10,0.84
2022-11-11,0.72
2022-11-12,0.6
2022-11-13,0.84
2022-11-14,0.7000000000000001
2022-11-15,0.72
2022-11-16,0.78
2022-11-17,0.84
2022-11-18,0.88
2022-11-19,0.88
2022-11-20,0.78
2022-11-21,0.74
2022-11-22,0.74
2022-11-23,0.76
2022-11-24,0.76
2022-11-25,1.12
2022-11-26,1.6400000000000001
2022-11-27,0.86
2022-11-28,0.68
2022-11-29,0.84
2022-11-30,0.72
2022-12-01,0.92
2022-12-02,0.72
2022-12-03,0.92
2022-12-04,0.8
2022-12-05,0.6
2022-12-06,0.84
2022-12-07,1.72
2022-12-08,1.02
2022-12-09,0.76
2022-12-10,1.02
2022-12-11,1.04
2022-12-12,0.8
2022-12-13,1.1400000000000001
2022-12-14,0.86
2022-12-15,0.9400000000000001
2022-12-16,1.1
2022-12-17,1.28
2022-12-18,1.0
2022-12-19,0.8200000000000001
2022-12-20,1.28
2022-12-21,1.18
2022-12-22,1.3800000000000001
2022-12-23,1.2
2022-12-24,1.6400000000000001
2022-12-25,1.08
2022-12-26,1.08
2022-12-27,1.1400000000000001
2022-12-28,0.88
2022-12-29,1.16
2022-12-30,1.18
2022-12-31,1.18
2023-01-01,1.1
2023-01-02,0.92
2023-01-03,0.92
2023-01-04,0.96
2023-01-05,1.22
2023-01-06,1.3
2023-01-07,0.98
2023-01-08,1.1
2023-01-09,0.86
2023-01-10,0.86
2023-01-11,1.06
2023-01-12,0.9
2023-01-13,0.96
2023-01-14,1.36
2023-01-15,1.02
2023-01-16,0.88
2023-01-17,0.72
2023-01-18,0.68
2023-01-19,0.8
2023-01-20,0.8
2023-01-21,0.92
2023-01-22,0.9
2023-01-23,1.0
2023-01-24,1.02
2023-01-25,1.08
2023-01-26,1.1
2023-01-27,0.96
2023-01-28,1.36
2023-01-29,1.02
2023-01-30,0.9400000000000001
2023-01-31,1.16
2023-02-01,0.78
2023-02-02,0.76
2023-02-03,1.0
2023-02-04,1.0
2023-02-05,1.12
2023-02-06,0.74
2023-02-07,0.96
2023-02-08,0.9
2023-02-09,0.86
2023-02-10,1.1
2023-02-11,1.24
2023-02-12,1.72
2023-02-13,0.78
2023-02-14,0.96
2023-02-15,0.9400000000000001
2023-02-16,1.42
2023-02-17,1.06
2023-02-18,1.12
2023-02-19,0.88
2023-02-20,1.18
2023-02-21,1.08
2023-02-22,1.16
2023-02-23,1.22
2023-02-24,1.08
2023-02-25,1.1
2023-02-26,1.42
2023-02-27,1.28
2023-02-28,1.18
2023-03-01,1.04
2023-03-02,0.8
2023-03-03,0.66
2023-03-04,1.1400000000000001
2023-03-05,0.76
2023-03-06,0.84
2023-03-07,0.8
2023-03-08,0.92
2023-03-09,0.8200000000000001
2023-03-10,0.72
2023-03-11,1.06
2023-03-12,1.08
2023-03-13,0.96
2023-03-14,0.8
2023-03-15,0.8200000000000001
2023-03-16,0.7000000000000001
2023-03-17,0.64
2023-03-18,0.74
2023-03-19,0.92
2023-03-20,0.9400000000000001
2023-03-21,0.8
2023-03-22,0.54
2023-03-23,0.86
2023-03-24,0.88
2023-03-25,0.86
2023-03-26,1.04
2023-03-27,0.76
2023-03-28,0.66
2023-03-29,0.98
2023-03-30,0.98
2023-03-31,1.1400000000000001
2023-04-01,1.16
2023-04-02,1.06
2023-04-03,0.98
2023-04-04,0.86
2023-04-05,0.68
2023-04-06,0.72
2023-04-07,0.58
2023-04-08,0.8200000000000001
2023-04-09,0.8200000000000001
2023-04-10,0.64
2023-04-11,0.84
2023-04-12,0.46
2023-04-13,0.54
2023-04-14,0.84
2023-04-15,0.7000000000000001
2023-04-16,0.86
2023-04-17,0.84
2023-04-18,0.68
2023-04-19,0.66
2023-04-20,0.9400000000000001
2023-04-21,1.32
2023-04-22,1.32
2023-04-23,1.18
2023-04-24,0.8200000000000001
2023-04-25,0.88
2023-04-26,0.7687459807073955
2023-04-27,0.6409967845659164
2023-04-28,0.5032475884244373
2023-04-29,0.9164951768488746
2023-04-30,0.8087459807073956
2023-05-01,0.47324758842443726
2023-05-02,0.9664951768488745
2023-05-03,0.9464951768488745
2023-05-04,0.7687459807073955
2023-05-05,0.8087459807073956
2023-05-06,0.6409967845659164
2023-05-07,0.6209967845659163
2023-05-08,0.6309967845659163
2023-05-09,1.271993569131833
2023-05-10,1.0642443729903537
2023-05-11,0.8964951768488746
2023-05-12,0.7487459807073955
2023-05-13,1.0542443729903537
2023-05-14,0.9264951768488746
2023-05-15,1.1042443729903537
2023-05-16,0.9064951768488746
2023-05-17,0.7687459807073955
2023-05-18,0.7687459807073955
2023-05-19,0.7687459807073955
2023-05-20,0.7787459807073955
2023-05-21,0.9264951768488746
2023-05-22,0.7787459807073955
2023-05-23,0.6509967845659164
2023-05-24,0.8964951768488746
2023-05-25,0.6609967845659164
2023-05-26,1.0884887459807073
2023-05-27,1.0884887459807073
2023-05-28,0.9329903536977492
2023-05-29,1.0884887459807073
2023-05-30,0.9329903536977492
2023-05-31,0.777491961414791
2023-06-01,0.9329903536977492
2023-06-02,0.4664951768488746
2023-06-03,0.777491961414791
2023-06-04,0.9329903536977492
2023-06-05,0.4664951768488746
2023-06-06,0.777491961414791
2023-06-07,0.9329903536977492
2023-06-08,0.777491961414791
2023-06-09,0.777491961414791
2023-06-10,0.9329903536977492
2023-06-11,0.6219935691318328
2023-06-12,0.777491961414791
2023-06-13,6.375434083601286
2023-06-14,1.7104823151125401
2023-06-15,1.554983922829582
2023-06-16,1.0884887459807073
2023-06-17,0.9329903536977492
2023-06-18,0.777491961414791
2023-06-19,1.0884887459807073
2023-06-20,0.777491961414791
2023-06-21,0.9329903536977492
2023-06-22,1.2439871382636656
2023-06-23,0.777491961414791
2023-06-24,0.9329903536977492
2023-06-25,0.9329903536977492
2023-06-26,0.777491961414791
2023-06-27,2.332475884244373
2023-06-28,1.0884887459807073
2023-06-29,0.9329903536977492
2023-06-30,0.9329903536977492
2023-07-01,0.9329903536977492
2023-07-02,0.9329903536977492
2023-07-03,0.9329903536977492
2023-07-04,0.777491961414791
2023-07-05,1.0884887459807073
2023-07-06,1.0884887459807073
2023-07-07,0.9329903536977492
2023-07-08,1.0884887459807073
2023-07-09,1.2439871382636656
2023-07-10,0.9329903536977492
2023-07-11,1.2439871382636656
2023-07-12,0.6219935691318328
2023-07-13,1.2439871382636656
2023-07-14,0.9329903536977492
2023-07-15,0.777491961414791
2023-07-16,0.9329903536977492
2023-07-17,1.0884887459807073
2023-07-18,1.2439871382636656
2023-07-19,3.4209646302250802
2023-07-20,2.1769774919614147
2023-07-21,1.554983922829582
2023-07-22,1.7104823151125401
2023-07-23,1.2439871382636656
2023-07-24,2.0214790996784564
2023-07-25,1.3994855305466238
2023-07-26,1.2439871382636656
2023-07-27,1.554983922829582
2023-07-28,1.2439871382636656
2023-07-29,1.0884887459807073
2023-07-30,1.0884887459807073
2023-07-31,1.2439871382636656
2023-08-01,1.3994855305466238
2023-08-02,1.0884887459807073
2023-08-03,1.7104823151125401
2023-08-04,1.0884887459807073
2023-08-05,1.2439871382636656
2023-08-06,1.0884887459807073
2023-08-07,0.777491961414791
2023-08-08,0.9329903536977492
2023-08-09,0.9329903536977492
2023-08-10,1.0884887459807073
2023-08-11,0.9329903536977492
2023-08-12,0.6219935691318328
2023-08-13,0.777491961414791
2023-08-14,1.2439871382636656
2023-08-15,0.9329903536977492
2023-08-16,2.0214790996784564
2023-08-17,3.887459807073955
2023-08-18,2.954469453376206
2023-08-19,2.0214790996784564
2023-08-20,1.7104823151125401
2023-08-21,1.0884887459807073
2023-08-22,1.0884887459807073
2023-08-23,1.0884887459807073
2023-08-24,0.9329903536977492
2023-08-25,0.777491961414791
2023-08-26,0.9329903536977492
2023-08-27,1.2439871382636656
2023-08-28,1.0884887459807073
2023-08-29,0.777491961414791
2023-08-30,0.4664951768488746
2023-08-31,0.9329903536977492
2023-09-01,0.777491961414791
2023-09-02,0.6219935691318328
2023-09-03,0.777491961414791
2023-09-04,0.9329903536977492
2023-09-05,0.9329903536977492
2023-09-06,1.0884887459807073
2023-09-07,1.0884887459807073
2023-09-08,1.0884887459807073
2023-09-09,0.9329903536977492
2023-09-10,0.777491961414791
2023-09-11,0.6219935691318328
2023-09-12,0.6219935691318328
2023-09-13,0.777491961414791
2023-09-14,0.9329903536977492
2023-09-15,0.777491961414791
2023-09-16,1.0884887459807073
2023-09-17,0.777491961414791
2023-09-18,0.6219935691318328
2023-09-19,0.6219935691318328
2023-09-20,0.777491961414791
2023-09-21,0.777491961414791
2023-09-22,0.777491961414791
2023-09-23,1.3994855305466238
2023-09-24,1.3994855305466238
2023-09-25,1.0884887459807073
2023-09-26,1.0884887459807073
2023-09-27,0.777491961414791
2023-09-28,0.9329903536977492
2023-09-29,1.0884887459807073
2023-09-30,0.9329903536977492
2023-10-01,0.6219935691318328
2023-10-02,0.6219935691318328
2023-10-03,1.0884887459807073
2023-10-04,1.554983922829582
2023-10-05,2.954469453376206
2023-10-06,2.0214790996784564
2023-10-07,2.0214790996784564
2023-10-08,2.0214790996784564
2023-10-09,1.0884887459807073
2023-10-10,1.7104823151125401
2023-10-11,1.8659807073954984
2023-10-12,1.0884887459807073
2023-10-13,2.1769774919614147
2023-10-14,1.8659807073954984
2023-10-15,2.6434726688102894
2023-10-16,1.7104823151125401
2023-10-17,1.554983922829582
2023-10-18,1.554983922829582
2023-10-19,2.1769774919614147
2023-10-20,2.954469453376206
2023-10-21,2.0214790996784564
2023-10-22,5.286945337620579
2023-10-23,1.2439871382636656
2023-10-24,1.3994855305466238
2023-10-25,2.954469453376206
2023-10-26,15.238842443729903
2023-10-27,15.54983922829582
2023-10-28,4.353954983922829
2023-10-29,1.8659807073954984
2023-10-30,1.2439871382636656
2023-10-31,2.0214790996784564
2023-11-01,2.7989710610932477
2023-11-02,2.1769774919614147
2023-11-03,2.332475884244373
2023-11-04,3.5764630225080385
2023-11-05,2.6434726688102894
2023-11-06,1.2439871382636656
2023-11-07,1.3994855305466238
2023-11-08,1.2439871382636656
2023-11-09,1.2439871382636656
2023-11-10,2.0214790996784564
2023-11-11,1.3994855305466238
2023-11-12,2.954469453376206
2023-11-13,1.554983922829582
2023-11-14,1.554983922829582
2023-11-15,1.554983922829582
2023-11-16,2.6434726688102894
2023-11-17,3.265466237942122
2023-11-18,2.332475884244373
2023-11-19,3.265466237942122
2023-11-20,1.554983922829582
2023-11-21,1.2439871382636656
2023-11-22,1.7104823151125401
2023-11-23,1.8659807073954984
2023-11-24,2.0214790996784564
2023-11-25,2.7989710610932477
2023-11-26,2.6434726688102894
2023-11-27,3.109967845659164
2023-11-28,1.2439871382636656
2023-11-29,1.554983922829582
2023-11-30,2.1769774919614147
2023-12-01,1.3994855305466238
2023-12-02,1.554983922829582
2023-12-03,1.3994855305466238
2023-12-04,1.3994855305466238
2023-12-05,1.3994855305466238
2023-12-06,1.2439871382636656
2023-12-07,1.0884887459807073
2023-12-08,1.0884887459807073
2023-12-09,1.2439871382636656
2023-12-10,1.3994855305466238
2023-12-11,0.9329903536977492
2023-12-12,1.0884887459807073
2023-12-13,1.0884887459807073
2023-12-14,1.0884887459807073
2023-12-15,1.2439871382636656
2023-12-16,1.3994855305466238
2023-12-17,1.2439871382636656
2023-12-18,1.0884887459807073
2023-12-19,1.0884887459807073
2023-12-20,1.0884887459807073
2023-12-21,1.2439871382636656
2023-12-22,5.157363344051447
2023-12-23,2.669389067524116
2023-12-24,2.332475884244373
2023-12-25,1.7363987138263663
2023-12-26,1.4254019292604503
2023-12-27,3.8615434083601285
2023-12-28,2.1769774919614147
2023-12-29,1.8918971061093246
2023-12-30,1.8400643086816721
2023-12-31,1.7104823151125401
2024-01-01,2.773054662379421
2024-01-02,1.8400643086816721
2024-01-03,1.3994855305466238
2024-01-04,1.4254019292604503
2024-01-05,1.2180707395498391
2024-01-06,1.7363987138263663
2024-01-07,1.3994855305466238
2024-01-08,0.7515755627009646
2024-01-09,1.269903536977492
2024-01-10,1.0884887459807073
2024-01-11,1.1403215434083602
2024-01-12,0.9070739549839228
2024-01-13,1.3735691318327974
2024-01-14,1.8400643086816721
2024-01-15,1.269903536977492
2024-01-16,0.8034083601286174
2024-01-17,0.777491961414791
2024-01-18,1.0884887459807073
2024-01-19,0.7515755627009646
2024-01-20,1.0625723472668809
2024-01-21,0.8293247588424437
2024-01-22,1.0884887459807073
2024-01-23,1.0366559485530547
2024-01-24,1.0366559485530547
2024-01-25,0.9329903536977492
2024-01-26,1.0884887459807073
2024-01-27,1.0366559485530547
2024-01-28,0.777491961414791
2024-01-29,1.0884887459807073
2024-01-30,0.777491961414791
2024-01-31,0.984823151125402
2024-02-01,1.2439871382636656
2024-02-02,1.0366559485530547
2024-02-03,1.2439871382636656
2024-02-04,1.3994855305466238
2024-02-05,1.1403215434083602
2024-02-06,1.192154340836013
2024-02-07,0.8293247588424437
2024-02-08,1.4513183279742765
2024-02-09,1.2958199356913183
2024-02-10,1.0366559485530547
2024-02-11,0.984823151125402
2024-02-12,0.6738263665594855
2024-02-13,0.8293247588424437
2024-02-14,0.6738263665594855
2024-02-15,1.1403215434083602
2024-02-16,0.8293247588424437
2024-02-17,1.0366559485530547
2024-02-18,1.5031511254019292
2024-02-19,1.192154340836013
2024-02-20,1.0884887459807073
2024-02-21,0.8293247588424437
2024-02-22,1.192154340836013
2024-02-23,0.984823151125402
2024-02-24,0.7256591639871383
2024-02-25,1.0884887459807073
2024-02-26,0.984823151125402
2024-02-27,0.9329903536977492
2024-02-28,0.984823151125402
2024-02-29,0.984823151125402
2024-03-01,0.8293247588424437
2024-03-02,1.2958199356913183
2024-03-03,1.347652733118971
2024-03-04,0.8811575562700964
2024-03-05,0.8811575562700964
2024-03-06,0.8293247588424437
2024-03-07,0.984823151125402
2024-03-08,0.777491961414791
2024-03-09,0.8811575562700964
2024-03-10,1.2439871382636656
2024-03-11,0.984823151125402
2024-03-12,0.777491961414791
2024-03-13,0.8293247588424437
2024-03-14,0.984823151125402
2024-03-15,0.9329903536977492
2024-03-16,1.347652733118971
2024-03-17,0.984823151125402
2024-03-18,0.984823151125402
2024-03-19,0.9329903536977492
2024-03-20,0.8293247588424437
2024-03-21,1.0884887459807073
2024-03-22,0.8293247588424437
2024-03-23,0.8293247588424437
2024-03-24,1.1403215434083602
2024-03-25,1.0366559485530547
2024-03-26,0.8811575562700964
2024-03-27,0.9329903536977492
2024-03-28,1.347652733118971
2024-03-29,1.0884887459807073
2024-03-30,0.8293247588424437
2024-03-31,1.347652733118971
2024-04-01,1.1403215434083602
2024-04-02,0.8811575562700964
2024-04-03,0.984823151125402
2024-04-04,1.347652733118971
2024-04-05,1.0366559485530547
2024-04-06,1.0884887459807073
2024-04-07,0.7256591639871383
2024-04-08,0.777491961414791
2024-04-09,1.2958199356913183
2024-04-10,1.1403215434083602
2024-04-11,1.0884887459807073
2024-04-12,0.8811575562700964
2024-04-13,1.2958199356913183
2024-04-14,1.6586495176848874
2024-04-15,1.2439871382636656
2024-04-16,0.984823151125402
2024-04-17,1.347652733118971
2024-04-18,0.984823151125402
2024-04-19,1.2439871382636656
2024-04-20,0.9329903536977492
2024-04-21,1.1403215434083602
2024-04-22,1.0884887459807073
2024-04-23,1.0366559485530547
2024-04-24,1.1403215434083602
2024-04-25,1.0884887459807073
2024-04-26,0.777491961414791
2024-04-27,0.9329903536977492
2024-04-28,1.0884887459807073
2024-04-29,1.1403215434083602
2024-04-30,1.5031511254019292
2024-05-01,1.917813504823151
2024-05-02,1.554983922829582
2024-05-03,1.6068167202572348
2024-05-04,1.1403215434083602
2024-05-05,1.347652733118971
2024-05-06,1.2439871382636656
2024-05-07,0.9329903536977492
2024-05-08,0.8293247588424437
2024-05-09,0.984823151125402
2024-05-10,0.8811575562700964
2024-05-11,0.9329903536977492
2024-05-12,1.2958199356913183
2024-05-13,1.1403215434083602
2024-05-14,0.777491961414791
2024-05-15,1.192154340836013
2024-05-16,1.2958199356913183
2024-05-17,0.8293247588424437
2024-05-18,0.9329903536977492
2024-05-19,1.917813504823151
2024-05-20,1.192154340836013
2024-05-21,1.0366559485530547
2024-05-22,1.2958199356913183
2024-05-23,0.984823151125402
2024-05-24,1.2958199356913183
2024-05-25,1.1403215434083602
2024-05-26,1.7104823151125401
2024-05-27,1.3994855305466238
2024-05-28,1.1403215434083602
2024-05-29,1.192154340836013
2024-05-30,1.1403215434083602
2024-05-31,2.125144694533762
2024-06-01,1.5031511254019292
2024-06-02,1.2958199356913183
2024-06-03,3.0063022508038584
2024-06-04,1.2439871382636656
2024-06-05,1.192154340836013
2024-06-06,1.1403215434083602
2024-06-07,0.984823151125402
2024-06-08,0.9329903536977492
2024-06-09,1.2439871382636656
2024-06-10,1.0884887459807073
2024-06-11,0.9329903536977492
2024-06-12,0.777491961414791
2024-06-13,1.2439871382636656
2024-06-14,1.0366559485530547
2024-06-15,0.8811575562700964
2024-06-16,0.8811575562700964
2024-06-17,0.984823151125402
2024-06-18,0.8811575562700964
2024-06-19,1.0884887459807073
2024-06-20,1.192154340836013
2024-06-21,0.7256591639871383
2024-06-22,0.5183279742765273
2024-06-23,1.2958199356913183
2024-06-24,0.4664951768488746
2024-06-25,0.6738263665594855
2024-06-26,0.8293247588424437
2024-06-27,0.984823151125402
2024-06-28,0.777491961414791
2024-06-29,1.0366559485530547
2024-06-30,1.0366559485530547
2024-07-01,0.8811575562700964
2024-07-02,0.777491961414791
2024-07-03,0.7256591639871383
2024-07-04,1.192154340836013
2024-07-05,1.0366559485530547
2024-07-06,0.777491961414791
2024-07-07,1.3994855305466238
2024-07-08,1.1403215434083602
2024-07-09,1.192154340836013
2024-07-10,0.8811575562700964
2024-07-11,0.5701607717041801
2024-07-12,1.347652733118971
2024-07-13,1.1403215434083602
2024-07-14,1.1403215434083602
2024-07-15,0.777491961414791
2024-07-16,0.984823151125402
2024-07-17,0.5183279742765273
2024-07-18,0.777491961414791
2024-07-19,0.8811575562700964
2024-07-20,1.0366559485530547
2024-07-21,1.2439871382636656
2024-07-22,1.0366559485530547
2024-07-23,0.6738263665594855
2024-07-24,0.8293247588424437
2024-07-25,0.6738263665594855
2024-07-26,0.777491961414791
2024-07-27,0.777491961414791
2024-07-28,0.6738263665594855
2024-07-29,0.6219935691318328
2024-07-30,0.777491961414791
2024-07-31,0.777491961414791
2024-08-01,0.41466237942122186
2024-08-02,0.7256591639871383
2024-08-03,0.8811575562700964
2024-08-04,0.9329903536977492
2024-08-05,0.777491961414791
2024-08-06,0.6738263665594855
2024-08-07,0.8811575562700964
2024-08-08,0.7256591639871383
2024-08-09,0.6738263665594855
2024-08-10,0.6738263665594855
2024-08-11,0.777491961414791
2024-08-12,1.554983922829582
2024-08-13,1.192154340836013
2024-08-14,1.1403215434083602
2024-08-15,1.347652733118971
2024-08-16,0.8811575562700964
2024-08-17,1.3994855305466238
2024-08-18,1.2297754551765192
2024-08-19,1.149452881840522
2024-08-20,0.9767377660045606
2024-08-21,0.8774220087296667
2024-08-22,0.8230158341074956
2024-08-23,0.7686096594853247
2024-08-24,1.1943624644932447
2024-08-25,1.0311439406267315
2024-08-26,0.7142034848631535
2024-08-27,0.7686096594853247
2024-08-28,0.5604815529660887
2024-08-29,0.7781062514547727
2024-08-30,0.7781062514547727
2024-08-31,0.8869186006991149
2024-09-01,0.842009018046392
2024-09-02,0.8679254167602184
2024-09-03,0.8325124260769439
2024-09-04,0.6243843195577079
2024-09-05,0.6787904941798789
2024-09-06,0.7686096594853247
2024-09-07,0.787602843424221
2024-09-08,1.2297754551765192
2024-09-09,0.6243843195577079
2024-09-10,0.7142034848631535
2024-09-11,1.1399562898710738
2024-09-12,1.3480843963903095
2024-09-13,0.47066238766064294
2024-09-14,0.9767377660045606
2024-09-15,0.8325124260769439
2024-09-16,0.6787904941798789
2024-09-17,0.9306660130059262
2024-09-18,0.797713725433651
2024-09-19,0.9686523808837192
2024-09-20,0.6077818860446865
2024-09-21,1.1205978523948907
2024-09-22,1.1965705881504767
2024-09-23,1.386502427539441
2024-09-24,1.044625116639305
2024-09-25,1.4054956114783377
2024-09-26,1.8993183938896454
2024-09-27,1.1965705881504767
2024-09-28,0.9306660130059262
2024-09-29,0.7787205414947546
2024-09-30,0.797713725433651
2024-10-01,0.8546932772503404
2024-10-02,0.5318091502891007
2024-10-03,0.8926796451281334
2024-10-04,1.0636183005782014
2024-10-05,0.9116728290670297
2024-10-06,0.835700093311444
2024-10-07,0.45583641453351487
2024-10-08,0.7027478057391688
2024-10-09,0.626775069983583
2024-10-10,0.58878870210579
2024-10-11,0.7217409896780652
2024-10-12,0.6837546218002724
2024-10-13,0.6647614378613759
2024-10-14,0.7597273575558582
2024-10-15,0.6077818860446865
2024-10-16,0.8546932772503404
2024-10-17,0.4938227824113078
2024-10-18,0.7217409896780652
