Time,jason_alexander
2022-07-10,1.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,2.0
2022-08-13,4.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,2.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,3.0
2022-08-25,1.0
2022-08-26,2.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,0.9230769230769231
2022-08-30,1.076923076923077
2022-08-31,1.1346153846153846
2022-09-01,0.9615384615384616
2022-09-02,1.0288461538461537
2022-09-03,0.9807692307692308
2022-09-04,1.7307692307692308
2022-09-05,1.0384615384615385
2022-09-06,1.0961538461538463
2022-09-07,1.0
2022-09-08,0.8461538461538461
2022-09-09,0.9519230769230769
2022-09-10,1.0192307692307692
2022-09-11,0.8653846153846154
2022-09-12,0.1826923076923077
2022-09-13,1.0384615384615385
2022-09-14,1.9615384615384617
2022-09-15,1.1057692307692308
2022-09-16,1.1057692307692308
2022-09-17,0.875
2022-09-18,1.8365384615384617
2022-09-19,1.0096153846153846
2022-09-20,0.8365384615384616
2022-09-21,0.8942307692307693
2022-09-22,1.0673076923076923
2022-09-23,1.076923076923077
2022-09-24,1.1346153846153846
2022-09-25,0.9423076923076923
2022-09-26,0.875
2022-09-27,0.7884615384615385
2022-09-28,0.8653846153846154
2022-09-29,0.5384615384615385
2022-09-30,1.0384615384615385
2022-10-01,0.6730769230769231
2022-10-02,0.6923076923076923
2022-10-03,0.7307692307692308
2022-10-04,0.8461538461538463
2022-10-05,0.42307692307692313
2022-10-06,0.7307692307692308
2022-10-07,0.7115384615384616
2022-10-08,1.076923076923077
2022-10-09,0.6730769230769231
2022-10-10,0.7115384615384616
2022-10-11,0.8076923076923077
2022-10-12,0.6538461538461539
2022-10-13,0.7307692307692308
2022-10-14,0.826923076923077
2022-10-15,0.8653846153846154
2022-10-16,0.8846153846153847
2022-10-17,0.5384615384615385
2022-10-18,0.6730769230769231
2022-10-19,0.7692307692307693
2022-10-20,0.6923076923076923
2022-10-21,0.42307692307692313
2022-10-22,0.6730769230769231
2022-10-23,0.6346153846153847
2022-10-24,0.9230769230769231
2022-10-25,0.9423076923076924
2022-10-26,0.9807692307692308
2022-10-27,1.1346153846153846
2022-10-28,0.7307692307692308
2022-10-29,1.2884615384615385
2022-10-30,1.0384615384615385
2022-10-31,0.826923076923077
2022-11-01,0.8076923076923077
2022-11-02,0.7115384615384616
2022-11-03,0.8076923076923077
2022-11-04,0.6923076923076923
2022-11-05,0.75
2022-11-06,0.8461538461538463
2022-11-07,0.4807692307692308
2022-11-08,0.6730769230769231
2022-11-09,0.6730769230769231
2022-11-10,0.8076923076923077
2022-11-11,0.6923076923076923
2022-11-12,0.576923076923077
2022-11-13,0.8076923076923077
2022-11-14,0.6730769230769231
2022-11-15,0.6923076923076923
2022-11-16,0.75
2022-11-17,0.8076923076923077
2022-11-18,0.8461538461538463
2022-11-19,0.8461538461538463
2022-11-20,0.75
2022-11-21,0.7115384615384616
2022-11-22,0.7115384615384616
2022-11-23,0.7307692307692308
2022-11-24,0.7307692307692308
2022-11-25,1.076923076923077
2022-11-26,1.576923076923077
2022-11-27,0.826923076923077
2022-11-28,0.6538461538461539
2022-11-29,0.8076923076923077
2022-11-30,0.6923076923076923
2022-12-01,0.8846153846153847
2022-12-02,0.6923076923076923
2022-12-03,0.8846153846153847
2022-12-04,0.7692307692307693
2022-12-05,0.576923076923077
2022-12-06,0.8076923076923077
2022-12-07,1.653846153846154
2022-12-08,0.9807692307692308
2022-12-09,0.7307692307692308
2022-12-10,0.9807692307692308
2022-12-11,1.0
2022-12-12,0.7692307692307693
2022-12-13,1.0961538461538463
2022-12-14,0.826923076923077
2022-12-15,0.9038461538461539
2022-12-16,1.0576923076923077
2022-12-17,1.2307692307692308
2022-12-18,0.9615384615384616
2022-12-19,0.7884615384615385
2022-12-20,1.2307692307692308
2022-12-21,1.1346153846153846
2022-12-22,1.326923076923077
2022-12-23,1.153846153846154
2022-12-24,1.576923076923077
2022-12-25,1.0384615384615385
2022-12-26,1.0384615384615385
2022-12-27,1.0961538461538463
2022-12-28,0.8461538461538463
2022-12-29,1.1153846153846154
2022-12-30,1.1346153846153846
2022-12-31,1.1346153846153846
2023-01-01,1.0576923076923077
2023-01-02,0.8846153846153847
2023-01-03,0.8846153846153847
2023-01-04,0.9230769230769231
2023-01-05,1.1730769230769231
2023-01-06,1.25
2023-01-07,0.9423076923076924
2023-01-08,1.0576923076923077
2023-01-09,0.826923076923077
2023-01-10,0.826923076923077
2023-01-11,1.0192307692307694
2023-01-12,0.8653846153846154
2023-01-13,0.9230769230769231
2023-01-14,1.3076923076923077
2023-01-15,0.9807692307692308
2023-01-16,0.8461538461538463
2023-01-17,0.6923076923076923
2023-01-18,0.6538461538461539
2023-01-19,0.7692307692307693
2023-01-20,0.7692307692307693
2023-01-21,0.8846153846153847
2023-01-22,0.8653846153846154
2023-01-23,0.9615384615384616
2023-01-24,0.9807692307692308
2023-01-25,1.0384615384615385
2023-01-26,1.0576923076923077
2023-01-27,0.9230769230769231
2023-01-28,1.3076923076923077
2023-01-29,0.9807692307692308
2023-01-30,0.9038461538461539
2023-01-31,1.1153846153846154
2023-02-01,0.75
2023-02-02,0.7307692307692308
2023-02-03,0.9615384615384616
2023-02-04,0.9615384615384616
2023-02-05,1.076923076923077
2023-02-06,0.7115384615384616
2023-02-07,0.9230769230769231
2023-02-08,0.8653846153846154
2023-02-09,0.826923076923077
2023-02-10,1.0576923076923077
2023-02-11,1.1923076923076923
2023-02-12,1.653846153846154
2023-02-13,0.75
2023-02-14,0.9230769230769231
2023-02-15,0.9038461538461539
2023-02-16,1.3653846153846154
2023-02-17,1.0192307692307694
2023-02-18,1.076923076923077
2023-02-19,0.8461538461538463
2023-02-20,1.1346153846153846
2023-02-21,1.0384615384615385
2023-02-22,1.1153846153846154
2023-02-23,1.1730769230769231
2023-02-24,1.0384615384615385
2023-02-25,1.0576923076923077
2023-02-26,1.3653846153846154
2023-02-27,1.2307692307692308
2023-02-28,1.1346153846153846
2023-03-01,1.0
2023-03-02,0.7692307692307693
2023-03-03,0.6346153846153847
2023-03-04,1.0961538461538463
2023-03-05,0.7307692307692308
2023-03-06,0.8076923076923077
2023-03-07,0.7692307692307693
2023-03-08,0.8846153846153847
2023-03-09,0.7884615384615385
2023-03-10,0.6923076923076923
2023-03-11,1.0192307692307694
2023-03-12,1.0384615384615385
2023-03-13,0.9230769230769231
2023-03-14,0.7692307692307693
2023-03-15,0.7884615384615385
2023-03-16,0.6730769230769231
2023-03-17,0.6153846153846154
2023-03-18,0.7115384615384616
2023-03-19,0.8846153846153847
2023-03-20,0.9038461538461539
2023-03-21,0.7692307692307693
2023-03-22,0.5192307692307693
2023-03-23,0.826923076923077
2023-03-24,0.8461538461538463
2023-03-25,0.826923076923077
2023-03-26,1.0
2023-03-27,0.7307692307692308
2023-03-28,0.6346153846153847
2023-03-29,0.9423076923076924
2023-03-30,0.9423076923076924
2023-03-31,1.0961538461538463
2023-04-01,1.1153846153846154
2023-04-02,1.0192307692307694
2023-04-03,0.9423076923076924
2023-04-04,0.826923076923077
2023-04-05,0.6538461538461539
2023-04-06,0.6923076923076923
2023-04-07,0.5576923076923077
2023-04-08,0.7884615384615385
2023-04-09,0.7884615384615385
2023-04-10,0.6153846153846154
2023-04-11,0.8076923076923077
2023-04-12,0.44230769230769235
2023-04-13,0.5192307692307693
2023-04-14,0.8076923076923077
2023-04-15,0.6730769230769231
2023-04-16,0.826923076923077
2023-04-17,0.8076923076923077
2023-04-18,0.6538461538461539
2023-04-19,0.6346153846153847
2023-04-20,0.9038461538461539
2023-04-21,1.2692307692307694
2023-04-22,1.2692307692307694
2023-04-23,1.1346153846153846
2023-04-24,0.7884615384615385
2023-04-25,0.8461538461538463
2023-04-26,0.735966735966736
2023-04-27,0.6137733887733888
2023-04-28,0.481964656964657
2023-04-29,0.8773908523908525
2023-04-30,0.7744282744282744
2023-05-01,0.45311850311850316
2023-05-02,0.9254677754677756
2023-05-03,0.9062370062370063
2023-05-04,0.735966735966736
2023-05-05,0.7744282744282744
2023-05-06,0.6137733887733888
2023-05-07,0.5945426195426196
2023-05-08,0.6041580041580041
2023-05-09,1.2179313929313929
2023-05-10,1.0188149688149688
2023-05-11,0.8581600831600833
2023-05-12,0.7167359667359667
2023-05-13,1.0091995841995842
2023-05-14,0.887006237006237
2023-05-15,1.0572765072765073
2023-05-16,0.8677754677754679
2023-05-17,0.735966735966736
2023-05-18,0.735966735966736
2023-05-19,0.735966735966736
2023-05-20,0.7455821205821206
2023-05-21,0.887006237006237
2023-05-22,0.7455821205821206
2023-05-23,0.6233887733887734
2023-05-24,0.8581600831600833
2023-05-25,0.6330041580041581
2023-05-26,1.0376299376299376
2023-05-27,1.0376299376299376
2023-05-28,0.8893970893970895
2023-05-29,1.0376299376299376
2023-05-30,0.8893970893970895
2023-05-31,0.7411642411642412
2023-06-01,0.8893970893970895
2023-06-02,0.44469854469854475
2023-06-03,0.7411642411642412
2023-06-04,0.8893970893970895
2023-06-05,0.44469854469854475
2023-06-06,0.7411642411642412
2023-06-07,0.8893970893970895
2023-06-08,0.7411642411642412
2023-06-09,0.7411642411642412
2023-06-10,0.8893970893970895
2023-06-11,0.592931392931393
2023-06-12,0.7411642411642412
2023-06-13,6.077546777546778
2023-06-14,1.6305613305613307
2023-06-15,1.4823284823284824
2023-06-16,1.0376299376299376
2023-06-17,0.8893970893970895
2023-06-18,0.7411642411642412
2023-06-19,1.0376299376299376
2023-06-20,0.7411642411642412
2023-06-21,0.8893970893970895
2023-06-22,1.185862785862786
2023-06-23,0.7411642411642412
2023-06-24,0.8893970893970895
2023-06-25,0.8893970893970895
2023-06-26,0.7411642411642412
2023-06-27,2.2234927234927238
2023-06-28,1.0376299376299376
2023-06-29,0.8893970893970895
2023-06-30,0.8893970893970895
2023-07-01,0.8893970893970895
2023-07-02,0.8893970893970895
2023-07-03,0.8893970893970895
2023-07-04,0.7411642411642412
2023-07-05,1.0376299376299376
2023-07-06,1.0376299376299376
2023-07-07,0.8893970893970895
2023-07-08,1.0376299376299376
2023-07-09,1.185862785862786
2023-07-10,0.8893970893970895
2023-07-11,1.185862785862786
2023-07-12,0.592931392931393
2023-07-13,1.185862785862786
2023-07-14,0.8893970893970895
2023-07-15,0.7411642411642412
2023-07-16,0.8893970893970895
2023-07-17,1.0376299376299376
2023-07-18,1.185862785862786
2023-07-19,3.2611226611226614
2023-07-20,2.075259875259875
2023-07-21,1.4823284823284824
2023-07-22,1.6305613305613307
2023-07-23,1.185862785862786
2023-07-24,1.927027027027027
2023-07-25,1.3340956340956343
2023-07-26,1.185862785862786
2023-07-27,1.4823284823284824
2023-07-28,1.185862785862786
2023-07-29,1.0376299376299376
2023-07-30,1.0376299376299376
2023-07-31,1.185862785862786
2023-08-01,1.3340956340956343
2023-08-02,1.0376299376299376
2023-08-03,1.6305613305613307
2023-08-04,1.0376299376299376
2023-08-05,1.185862785862786
2023-08-06,1.0376299376299376
2023-08-07,0.7411642411642412
2023-08-08,0.8893970893970895
2023-08-09,0.8893970893970895
2023-08-10,1.0376299376299376
2023-08-11,0.8893970893970895
2023-08-12,0.592931392931393
2023-08-13,0.7411642411642412
2023-08-14,1.185862785862786
2023-08-15,0.8893970893970895
2023-08-16,1.927027027027027
2023-08-17,3.705821205821206
2023-08-18,2.8164241164241166
2023-08-19,1.927027027027027
2023-08-20,1.6305613305613307
2023-08-21,1.0376299376299376
2023-08-22,1.0376299376299376
2023-08-23,1.0376299376299376
2023-08-24,0.8893970893970895
2023-08-25,0.7411642411642412
2023-08-26,0.8893970893970895
2023-08-27,1.185862785862786
2023-08-28,1.0376299376299376
2023-08-29,0.7411642411642412
2023-08-30,0.44469854469854475
2023-08-31,0.8893970893970895
2023-09-01,0.7411642411642412
2023-09-02,0.592931392931393
2023-09-03,0.7411642411642412
2023-09-04,0.8893970893970895
2023-09-05,0.8893970893970895
2023-09-06,1.0376299376299376
2023-09-07,1.0376299376299376
2023-09-08,1.0376299376299376
2023-09-09,0.8893970893970895
2023-09-10,0.7411642411642412
2023-09-11,0.592931392931393
2023-09-12,0.592931392931393
2023-09-13,0.7411642411642412
2023-09-14,0.8893970893970895
2023-09-15,0.7411642411642412
2023-09-16,1.0376299376299376
2023-09-17,0.7411642411642412
2023-09-18,0.592931392931393
2023-09-19,0.592931392931393
2023-09-20,0.7411642411642412
2023-09-21,0.7411642411642412
2023-09-22,0.7411642411642412
2023-09-23,1.3340956340956343
2023-09-24,1.3340956340956343
2023-09-25,1.0376299376299376
2023-09-26,1.0376299376299376
2023-09-27,0.7411642411642412
2023-09-28,0.8893970893970895
2023-09-29,1.0376299376299376
2023-09-30,0.8893970893970895
2023-10-01,0.592931392931393
2023-10-02,0.592931392931393
2023-10-03,1.0376299376299376
2023-10-04,1.4823284823284824
2023-10-05,2.8164241164241166
2023-10-06,1.927027027027027
2023-10-07,1.927027027027027
2023-10-08,1.927027027027027
2023-10-09,1.0376299376299376
2023-10-10,1.6305613305613307
2023-10-11,1.778794178794179
2023-10-12,1.0376299376299376
2023-10-13,2.075259875259875
2023-10-14,1.778794178794179
2023-10-15,2.51995841995842
2023-10-16,1.6305613305613307
2023-10-17,1.4823284823284824
2023-10-18,1.4823284823284824
2023-10-19,2.075259875259875
2023-10-20,2.8164241164241166
2023-10-21,1.927027027027027
2023-10-22,5.03991683991684
2023-10-23,1.185862785862786
2023-10-24,1.3340956340956343
2023-10-25,2.8164241164241166
2023-10-26,14.526819126819127
2023-10-27,14.823284823284824
2023-10-28,4.15051975051975
2023-10-29,1.778794178794179
2023-10-30,1.185862785862786
2023-10-31,1.927027027027027
2023-11-01,2.6681912681912685
2023-11-02,2.075259875259875
2023-11-03,2.2234927234927238
2023-11-04,3.4093555093555095
2023-11-05,2.51995841995842
2023-11-06,1.185862785862786
2023-11-07,1.3340956340956343
2023-11-08,1.185862785862786
2023-11-09,1.185862785862786
2023-11-10,1.927027027027027
2023-11-11,1.3340956340956343
2023-11-12,2.8164241164241166
2023-11-13,1.4823284823284824
2023-11-14,1.4823284823284824
2023-11-15,1.4823284823284824
2023-11-16,2.51995841995842
2023-11-17,3.1128898128898133
2023-11-18,2.2234927234927238
2023-11-19,3.1128898128898133
2023-11-20,1.4823284823284824
2023-11-21,1.185862785862786
2023-11-22,1.6305613305613307
2023-11-23,1.778794178794179
2023-11-24,1.927027027027027
2023-11-25,2.6681912681912685
2023-11-26,2.51995841995842
2023-11-27,2.9646569646569647
2023-11-28,1.185862785862786
2023-11-29,1.4823284823284824
2023-11-30,2.075259875259875
2023-12-01,1.3340956340956343
2023-12-02,1.4823284823284824
2023-12-03,1.3340956340956343
2023-12-04,1.3340956340956343
2023-12-05,1.3340956340956343
2023-12-06,1.185862785862786
2023-12-07,1.0376299376299376
2023-12-08,1.0376299376299376
2023-12-09,1.185862785862786
2023-12-10,1.3340956340956343
2023-12-11,0.8893970893970895
2023-12-12,1.0376299376299376
2023-12-13,1.0376299376299376
2023-12-14,1.0376299376299376
2023-12-15,1.185862785862786
2023-12-16,1.3340956340956343
2023-12-17,1.185862785862786
2023-12-18,1.0376299376299376
2023-12-19,1.0376299376299376
2023-12-20,1.0376299376299376
2023-12-21,1.185862785862786
2023-12-22,4.916389466389466
2023-12-23,2.544663894663895
2023-12-24,2.2234927234927238
2023-12-25,1.6552668052668054
2023-12-26,1.358801108801109
2023-12-27,3.6811157311157316
2023-12-28,2.075259875259875
2023-12-29,1.8034996534996537
2023-12-30,1.7540887040887043
2023-12-31,1.6305613305613307
2024-01-01,2.6434857934857936
2024-01-02,1.7540887040887043
2024-01-03,1.3340956340956343
2024-01-04,1.358801108801109
2024-01-05,1.1611573111573112
2024-01-06,1.6552668052668054
2024-01-07,1.3340956340956343
2024-01-08,0.7164587664587665
2024-01-09,1.2105682605682606
2024-01-10,1.0376299376299376
2024-01-11,1.087040887040887
2024-01-12,0.8646916146916148
2024-01-13,1.3093901593901596
2024-01-14,1.7540887040887043
2024-01-15,1.2105682605682606
2024-01-16,0.7658697158697159
2024-01-17,0.7411642411642412
2024-01-18,1.0376299376299376
2024-01-19,0.7164587664587665
2024-01-20,1.012924462924463
2024-01-21,0.7905751905751907
2024-01-22,1.0376299376299378
2024-01-23,0.9882189882189883
2024-01-24,0.9882189882189883
2024-01-25,0.8893970893970895
2024-01-26,1.0376299376299378
2024-01-27,0.9882189882189883
2024-01-28,0.7411642411642413
2024-01-29,1.0376299376299378
2024-01-30,0.7411642411642413
2024-01-31,0.9388080388080389
2024-02-01,1.185862785862786
2024-02-02,0.9882189882189883
2024-02-03,1.185862785862786
2024-02-04,1.3340956340956343
2024-02-05,1.0870408870408872
2024-02-06,1.1364518364518366
2024-02-07,0.7905751905751907
2024-02-08,1.3835065835065836
2024-02-09,1.2352737352737353
2024-02-10,0.9882189882189883
2024-02-11,0.9388080388080389
2024-02-12,0.6423423423423424
2024-02-13,0.7905751905751907
2024-02-14,0.6423423423423424
2024-02-15,1.0870408870408872
2024-02-16,0.7905751905751907
2024-02-17,0.9882189882189883
2024-02-18,1.432917532917533
2024-02-19,1.1364518364518366
2024-02-20,1.0376299376299378
2024-02-21,0.7905751905751907
2024-02-22,1.1364518364518366
2024-02-23,0.9388080388080389
2024-02-24,0.6917532917532918
2024-02-25,1.0376299376299378
2024-02-26,0.9388080388080389
2024-02-27,0.8893970893970895
2024-02-28,0.9388080388080389
2024-02-29,0.9388080388080389
2024-03-01,0.7905751905751907
2024-03-02,1.2352737352737353
2024-03-03,1.2846846846846849
2024-03-04,0.83998613998614
2024-03-05,0.83998613998614
2024-03-06,0.7905751905751907
2024-03-07,0.9388080388080389
2024-03-08,0.7411642411642413
2024-03-09,0.83998613998614
2024-03-10,1.185862785862786
2024-03-11,0.9388080388080389
2024-03-12,0.7411642411642413
2024-03-13,0.7905751905751907
2024-03-14,0.9388080388080389
2024-03-15,0.8893970893970895
2024-03-16,1.2846846846846849
2024-03-17,0.9388080388080389
2024-03-18,0.9388080388080389
2024-03-19,0.8893970893970895
2024-03-20,0.7905751905751907
2024-03-21,1.0376299376299378
2024-03-22,0.7905751905751907
2024-03-23,0.7905751905751907
2024-03-24,1.0870408870408872
2024-03-25,0.9882189882189883
2024-03-26,0.83998613998614
2024-03-27,0.8893970893970895
2024-03-28,1.2846846846846849
2024-03-29,1.0376299376299378
2024-03-30,0.7905751905751907
2024-03-31,1.2846846846846849
2024-04-01,1.0870408870408872
2024-04-02,0.83998613998614
2024-04-03,0.9388080388080389
2024-04-04,1.2846846846846849
2024-04-05,0.9882189882189883
2024-04-06,1.0376299376299378
2024-04-07,0.6917532917532918
2024-04-08,0.7411642411642413
2024-04-09,1.2352737352737353
2024-04-10,1.0870408870408872
2024-04-11,1.0376299376299378
2024-04-12,0.83998613998614
2024-04-13,1.2352737352737353
2024-04-14,1.5811503811503813
2024-04-15,1.185862785862786
2024-04-16,0.9388080388080389
2024-04-17,1.2846846846846849
2024-04-18,0.9388080388080389
2024-04-19,1.185862785862786
2024-04-20,0.8893970893970895
2024-04-21,1.0870408870408872
2024-04-22,1.0376299376299378
2024-04-23,0.9882189882189883
2024-04-24,1.0870408870408872
2024-04-25,1.0376299376299378
2024-04-26,0.7411642411642413
2024-04-27,0.8893970893970895
2024-04-28,1.0376299376299378
2024-04-29,1.0870408870408872
2024-04-30,1.432917532917533
2024-05-01,1.8282051282051284
2024-05-02,1.4823284823284826
2024-05-03,1.531739431739432
2024-05-04,1.0870408870408872
2024-05-05,1.2846846846846849
2024-05-06,1.185862785862786
2024-05-07,0.8893970893970895
2024-05-08,0.7905751905751907
2024-05-09,0.9388080388080389
2024-05-10,0.83998613998614
2024-05-11,0.8893970893970895
2024-05-12,1.2352737352737353
2024-05-13,1.0870408870408872
2024-05-14,0.7411642411642413
2024-05-15,1.1364518364518366
2024-05-16,1.2352737352737353
2024-05-17,0.7905751905751907
2024-05-18,0.8893970893970895
2024-05-19,1.8282051282051284
2024-05-20,1.1364518364518366
2024-05-21,0.9882189882189883
2024-05-22,1.2352737352737353
2024-05-23,0.9388080388080389
2024-05-24,1.2352737352737353
2024-05-25,1.0870408870408872
2024-05-26,1.6305613305613307
2024-05-27,1.3340956340956343
2024-05-28,1.0870408870408872
2024-05-29,1.1364518364518366
2024-05-30,1.0870408870408872
2024-05-31,2.025848925848926
2024-06-01,1.432917532917533
2024-06-02,1.2352737352737353
2024-06-03,2.865835065835066
2024-06-04,1.185862785862786
2024-06-05,1.1364518364518366
2024-06-06,1.0870408870408872
2024-06-07,0.9388080388080389
2024-06-08,0.8893970893970895
2024-06-09,1.185862785862786
2024-06-10,1.0376299376299378
2024-06-11,0.8893970893970895
2024-06-12,0.7411642411642413
2024-06-13,1.185862785862786
2024-06-14,0.9882189882189883
2024-06-15,0.83998613998614
2024-06-16,0.83998613998614
2024-06-17,0.9388080388080389
2024-06-18,0.83998613998614
2024-06-19,1.0376299376299378
2024-06-20,1.1364518364518366
2024-06-21,0.6917532917532918
2024-06-22,0.4941094941094942
2024-06-23,1.2352737352737353
2024-06-24,0.44469854469854475
2024-06-25,0.6423423423423424
2024-06-26,0.7905751905751907
2024-06-27,0.9388080388080389
2024-06-28,0.7411642411642413
2024-06-29,0.9882189882189883
2024-06-30,0.9882189882189883
2024-07-01,0.83998613998614
2024-07-02,0.7411642411642413
2024-07-03,0.6917532917532918
2024-07-04,1.1364518364518366
2024-07-05,0.9882189882189883
2024-07-06,0.7411642411642413
2024-07-07,1.3340956340956343
2024-07-08,1.0870408870408872
2024-07-09,1.1364518364518366
2024-07-10,0.83998613998614
2024-07-11,0.5435204435204436
2024-07-12,1.2846846846846849
2024-07-13,1.0870408870408872
2024-07-14,1.0870408870408872
2024-07-15,0.7411642411642413
2024-07-16,0.9388080388080389
2024-07-17,0.4941094941094942
2024-07-18,0.7411642411642413
2024-07-19,0.83998613998614
2024-07-20,0.9882189882189883
2024-07-21,1.185862785862786
2024-07-22,0.9882189882189883
2024-07-23,0.6423423423423424
2024-07-24,0.7905751905751907
2024-07-25,0.6423423423423424
2024-07-26,0.7411642411642413
2024-07-27,0.7411642411642413
2024-07-28,0.6423423423423424
2024-07-29,0.592931392931393
2024-07-30,0.7411642411642413
2024-07-31,0.7411642411642413
2024-08-01,0.39528759528759533
2024-08-02,0.6917532917532918
2024-08-03,0.83998613998614
2024-08-04,0.8893970893970895
2024-08-05,0.7411642411642413
2024-08-06,0.6423423423423424
2024-08-07,0.83998613998614
2024-08-08,0.6917532917532918
2024-08-09,0.6423423423423424
2024-08-10,0.6423423423423424
2024-08-11,0.7411642411642413
2024-08-12,1.4823284823284826
2024-08-13,1.1364518364518366
2024-08-14,1.0870408870408872
2024-08-15,1.2846846846846849
2024-08-16,0.83998613998614
2024-08-17,1.3340956340956343
2024-08-18,1.1726865326865328
