Time,chase_bank
2022-12-17,61.3539771627637
2022-12-18,32.33520418037546
2022-12-19,54.72111476678924
2022-12-20,58.03754596477647
2022-12-21,56.379330365782856
2022-12-22,60.52486936326689
2022-12-23,74.6197019547126
2022-12-24,57.20843816527966
2022-12-25,24.8732339849042
2022-12-26,63.841300561254116
2022-12-27,61.3539771627637
2022-12-28,62.1830849622605
2022-12-29,62.1830849622605
2022-12-30,81.25256435068705
2022-12-31,67.98683955873815
2023-01-01,37.3098509773563
2023-01-02,73.7905941552158
2023-01-03,68.81594735823495
2023-01-04,67.98683955873815
2023-01-05,56.379330365782856
2023-01-06,61.3539771627637
2023-01-07,61.3539771627637
2023-01-08,35.651635378362684
2023-01-09,55.550222566286045
2023-01-10,53.89200696729243
2023-01-11,54.72111476678924
2023-01-12,51.404683568802014
2023-01-13,65.49951616024772
2023-01-14,62.1830849622605
2023-01-15,36.480743177859495
2023-01-16,48.917360170311596
2023-01-17,62.1830849622605
2023-01-18,57.20843816527966
2023-01-19,55.550222566286045
2023-01-20,62.1830849622605
2023-01-21,63.841300561254116
2023-01-22,36.480743177859495
2023-01-23,55.550222566286045
2023-01-24,54.72111476678924
2023-01-25,53.89200696729243
2023-01-26,51.404683568802014
2023-01-27,67.98683955873815
2023-01-28,61.3539771627637
2023-01-29,35.651635378362684
2023-01-30,53.06289916779563
2023-01-31,56.379330365782856
2023-02-01,63.841300561254116
2023-02-02,62.1830849622605
2023-02-03,70.47416295722857
2023-02-04,74.6197019547126
2023-02-05,38.96806657634991
2023-02-06,56.379330365782856
2023-02-07,53.89200696729243
2023-02-08,48.917360170311596
2023-02-09,54.72111476678924
2023-02-10,61.3539771627637
2023-02-11,60.52486936326689
2023-02-12,34.82252757886588
2023-02-13,49.7464679698084
2023-02-14,50.57557576930521
2023-02-15,55.550222566286045
2023-02-16,54.72111476678924
2023-02-17,64.67040836075093
2023-02-18,62.1830849622605
2023-02-19,36.480743177859495
2023-02-20,57.20843816527966
2023-02-21,63.012192761757305
2023-02-22,58.03754596477647
2023-02-23,60.52486936326689
2023-02-24,64.67040836075093
2023-02-25,63.012192761757305
2023-02-26,37.3098509773563
2023-02-27,58.03754596477647
2023-02-28,63.841300561254116
2023-03-01,64.67040836075093
2023-03-02,63.012192761757305
2023-03-03,68.81594735823495
2023-03-04,63.841300561254116
2023-03-05,38.13895877685311
2023-03-06,58.03754596477647
2023-03-07,57.20843816527966
2023-03-08,57.20843816527966
2023-03-09,55.550222566286045
2023-03-10,72.13237855622218
2023-03-11,75.4488097542094
2023-03-12,46.43003677182117
2023-03-13,77.93613315269982
2023-03-14,76.27791755370622
2023-03-15,72.13237855622218
2023-03-16,70.47416295722857
2023-03-17,70.47416295722857
2023-03-18,61.3539771627637
2023-03-19,39.79717437584672
2023-03-20,63.012192761757305
2023-03-21,62.1830849622605
2023-03-22,55.550222566286045
2023-03-23,57.20843816527966
2023-03-24,67.15773175924134
2023-03-25,60.52486936326689
2023-03-26,40.626282175343526
2023-03-27,56.379330365782856
2023-03-28,58.03754596477647
2023-03-29,53.89200696729243
2023-03-30,58.03754596477647
2023-03-31,71.30327075672537
2023-04-01,68.81594735823495
2023-04-02,41.45538997484034
2023-04-03,66.32862395974453
2023-04-04,62.1830849622605
2023-04-05,63.841300561254116
2023-04-06,64.67040836075093
2023-04-07,82.91077994968067
2023-04-08,59.695761563770084
2023-04-09,33.99341977936908
2023-04-10,63.841300561254116
2023-04-11,58.86665376427327
2023-04-12,53.06289916779563
2023-04-13,56.379330365782856
2023-04-14,68.81594735823495
2023-04-15,58.86665376427327
2023-04-16,37.3098509773563
2023-04-17,64.67040836075093
2023-04-18,61.3539771627637
2023-04-19,56.379330365782856
2023-04-20,56.379330365782856
2023-04-21,61.3539771627637
2023-04-22,56.379330365782856
2023-04-23,37.3098509773563
2023-04-24,57.20843816527966
2023-04-25,53.89200696729243
2023-04-26,54.86194050554258
2023-04-27,53.11611993530751
2023-04-28,62.67433058597967
2023-04-29,67.9117922966849
2023-04-30,37.44753728881258
2023-05-01,75.76798486274271
2023-05-02,69.65761286691995
2023-05-03,66.62432811181895
2023-05-04,62.25977668623126
2023-05-05,67.03888201156735
2023-05-06,58.768135545761126
2023-05-07,36.989180903443454
2023-05-08,57.02231497552605
2023-05-09,54.86194050554258
2023-05-10,53.989030220425036
2023-05-11,53.11611993530751
2023-05-12,60.513956115996194
2023-05-13,59.226491931130255
2023-05-14,33.082985863224906
2023-05-15,60.513956115996194
2023-05-16,58.768135545761126
2023-05-17,53.11611993530751
2023-05-18,55.73485079066011
2023-05-19,65.29306144133227
2023-05-20,61.386866401113735
2023-05-21,36.989180903443454
2023-05-22,56.14940469040852
2023-05-23,55.73485079066011
2023-05-24,57.895225260643585
2023-05-25,58.768135545761126
2023-05-26,77.00387274201428
2023-05-27,60.5030428687255
2023-05-28,34.835085288054074
2023-05-29,43.085500224698464
2023-05-30,64.16989395167856
2023-05-31,67.83674503463162
2023-06-01,77.92058551275254
2023-06-02,91.67127707382652
2023-06-03,74.25373442979948
2023-06-04,40.33536191248367
2023-06-05,68.75345780536989
2023-06-06,65.08660672241683
2023-06-07,63.253181180940295
2023-06-08,60.5030428687255
2023-06-09,74.25373442979948
2023-06-10,68.75345780536989
2023-06-11,37.585223600268876
2023-06-12,60.5030428687255
2023-06-13,57.75290455651071
2023-06-14,56.83619178577244
2023-06-15,65.08660672241683
2023-06-16,71.50359611758468
2023-06-17,63.253181180940295
2023-06-18,37.585223600268876
2023-06-19,73.33702165906121
2023-06-20,69.67017057610815
2023-06-21,65.08660672241683
2023-06-22,58.66961732724897
2023-06-23,71.50359611758468
2023-06-24,57.75290455651071
2023-06-25,37.585223600268876
2023-06-26,60.5030428687255
2023-06-27,64.16989395167856
2023-06-28,61.419755639463766
2023-06-29,60.5030428687255
2023-06-30,84.3375749079204
2023-07-01,82.50414936644387
2023-07-02,46.75235130765152
2023-07-03,89.83785153234999
2023-07-04,47.66906407838979
2023-07-05,68.75345780536989
2023-07-06,68.75345780536989
2023-07-07,74.25373442979948
2023-07-08,70.58688334684642
2023-07-09,37.585223600268876
2023-07-10,61.419755639463766
2023-07-11,60.5030428687255
2023-07-12,59.586330097987236
2023-07-13,61.419755639463766
2023-07-14,70.58688334684642
2023-07-15,60.5030428687255
2023-07-16,37.585223600268876
2023-07-17,61.419755639463766
2023-07-18,58.66961732724897
2023-07-19,58.66961732724897
2023-07-20,58.66961732724897
2023-07-21,67.83674503463162
2023-07-22,59.586330097987236
2023-07-23,37.585223600268876
2023-07-24,58.66961732724897
2023-07-25,77.00387274201428
2023-07-26,66.92003226389336
2023-07-27,57.75290455651071
2023-07-28,64.16989395167856
2023-07-29,58.66961732724897
2023-07-30,37.585223600268876
2023-07-31,63.253181180940295
2023-08-01,74.25373442979948
2023-08-02,61.419755639463766
2023-08-03,61.419755639463766
2023-08-04,77.92058551275254
2023-08-05,62.33646841020203
2023-08-06,42.1687874539602
2023-08-07,63.253181180940295
2023-08-08,63.253181180940295
2023-08-09,56.83619178577244
2023-08-10,56.83619178577244
2023-08-11,63.253181180940295
2023-08-12,61.419755639463766
2023-08-13,36.668510829530604
2023-08-14,60.5030428687255
2023-08-15,60.5030428687255
2023-08-16,58.66961732724897
2023-08-17,58.66961732724897
2023-08-18,65.08660672241683
2023-08-19,58.66961732724897
2023-08-20,37.585223600268876
2023-08-21,61.419755639463766
2023-08-22,54.08605347355765
2023-08-23,55.00276624429591
2023-08-24,52.25262793208112
2023-08-25,61.419755639463766
2023-08-26,57.75290455651071
2023-08-27,35.75179805879234
2023-08-28,55.91947901503418
2023-08-29,56.83619178577244
2023-08-30,50.41920239060458
2023-08-31,59.586330097987236
2023-09-01,77.00387274201428
2023-09-02,66.00331949315509
2023-09-03,44.91892576617499
2023-09-04,44.00221299543673
2023-09-05,65.08660672241683
2023-09-06,61.419755639463766
2023-09-07,54.08605347355765
2023-09-08,64.16989395167856
2023-09-09,57.75290455651071
2023-09-10,35.75179805879234
2023-09-11,56.83619178577244
2023-09-12,54.08605347355765
2023-09-13,49.50248961986632
2023-09-14,52.25262793208112
2023-09-15,61.419755639463766
2023-09-16,58.66961732724897
2023-09-17,33.91837251731581
2023-09-18,51.335915161342854
2023-09-19,56.83619178577244
2023-09-20,54.08605347355765
2023-09-21,52.25262793208112
2023-09-22,56.83619178577244
2023-09-23,52.25262793208112
2023-09-24,33.91837251731581
2023-09-25,53.16934070281938
2023-09-26,51.335915161342854
2023-09-27,49.50248961986632
2023-09-28,49.50248961986632
2023-09-29,64.16989395167856
2023-09-30,62.33646841020203
2023-10-01,37.585223600268876
2023-10-02,67.83674503463162
2023-10-03,63.253181180940295
2023-10-04,59.586330097987236
2023-10-05,54.08605347355765
2023-10-06,60.5030428687255
2023-10-07,61.419755639463766
2023-10-08,36.668510829530604
2023-10-09,62.33646841020203
2023-10-10,55.00276624429591
2023-10-11,50.41920239060458
2023-10-12,51.335915161342854
2023-10-13,58.66961732724897
2023-10-14,55.00276624429591
2023-10-15,36.668510829530604
2023-10-16,56.83619178577244
2023-10-17,52.25262793208112
2023-10-18,48.58577684912805
2023-10-19,55.91947901503418
2023-10-20,60.5030428687255
2023-10-21,54.08605347355765
2023-10-22,33.91837251731581
2023-10-23,49.50248961986632
2023-10-24,49.50248961986632
2023-10-25,49.50248961986632
2023-10-26,47.66906407838979
2023-10-27,55.00276624429591
2023-10-28,47.66906407838979
2023-10-29,30.25152143436275
2023-10-30,46.75235130765152
2023-10-31,50.41920239060458
2023-11-01,57.75290455651071
2023-11-02,53.16934070281938
2023-11-03,67.83674503463162
2023-11-04,59.586330097987236
2023-11-05,35.75179805879234
2023-11-06,54.08605347355765
2023-11-07,54.08605347355765
2023-11-08,54.08605347355765
2023-11-09,51.335915161342854
2023-11-10,71.50359611758468
2023-11-11,57.75290455651071
2023-11-12,32.08494697583928
2023-11-13,48.58577684912805
2023-11-14,45.83563853691326
2023-11-15,51.335915161342854
2023-11-16,46.75235130765152
2023-11-17,51.335915161342854
2023-11-18,50.41920239060458
2023-11-19,29.334808663624486
2023-11-20,47.66906407838979
2023-11-21,49.50248961986632
2023-11-22,54.08605347355765
2023-11-23,33.91837251731581
2023-11-24,57.75290455651071
2023-11-25,47.66906407838979
2023-11-26,32.08494697583928
2023-11-27,52.25262793208112
2023-11-28,53.16934070281938
2023-11-29,53.16934070281938
2023-11-30,55.00276624429591
2023-12-01,63.253181180940295
2023-12-02,63.253181180940295
2023-12-03,34.835085288054074
2023-12-04,52.25262793208112
2023-12-05,55.00276624429591
2023-12-06,50.41920239060458
2023-12-07,49.50248961986632
2023-12-08,55.00276624429591
2023-12-09,55.91947901503418
2023-12-10,33.91837251731581
2023-12-11,49.50248961986632
2023-12-12,48.58577684912805
2023-12-13,49.50248961986632
2023-12-14,48.58577684912805
2023-12-15,55.91947901503418
2023-12-16,58.66961732724897
2023-12-17,32.08494697583928
2023-12-18,48.58577684912805
2023-12-19,52.25262793208112
2023-12-20,56.83619178577244
2023-12-21,53.16934070281938
2023-12-22,62.4315371768533
2023-12-23,58.48572629944756
2023-12-24,31.21576858842665
2023-12-25,24.627457353355986
2023-12-26,55.843225941782634
2023-12-27,58.48572629944756
2023-12-28,58.9082033666334
2023-12-29,69.47820479729309
2023-12-30,62.4315371768533
2023-12-31,33.85826894609157
2024-01-01,40.44658018116223
2024-01-02,59.789036819188375
2024-01-03,65.07403753451823
2024-01-04,56.724059394337615
2024-01-05,61.12822665711248
2024-01-06,53.20072558411772
2024-01-07,32.55495842635075
2024-01-08,47.91572486878787
2024-01-09,48.79655832134284
2024-01-10,51.43905867900777
2024-01-11,50.13574815926695
2024-01-12,55.843225941782634
2024-01-13,53.20072558411772
2024-01-14,31.21576858842665
2024-01-15,43.08908053882716
2024-01-16,48.79655832134284
2024-01-17,46.61241434904706
2024-01-18,49.25491470671197
2024-01-19,52.31989213156274
2024-01-20,54.08155903667269
2024-01-21,31.26330297175228
2024-01-22,47.31743152481427
2024-01-23,48.16238565918595
2024-01-24,50.697248062301
2024-01-25,50.697248062301
2024-01-26,55.7669728685311
2024-01-27,51.54220219667268
2024-01-28,29.573394703008915
2024-01-29,46.472477390442585
2024-01-30,48.16238565918595
2024-01-31,51.54220219667268
2024-02-01,54.922018734159415
2024-02-02,68.44128488410635
2024-02-03,57.456881137274465
2024-02-04,35.4880736436107
2024-02-05,46.472477390442585
2024-02-06,49.007339793557634
2024-02-07,45.6275232560709
2024-02-08,45.6275232560709
2024-02-09,52.387156331044366
2024-02-10,54.922018734159415
2024-02-11,32.95321124049565
2024-02-12,44.78256912169922
2024-02-13,46.472477390442585
2024-02-14,46.472477390442585
2024-02-15,48.16238565918595
2024-02-16,55.7669728685311
2024-02-17,54.07706459978773
2024-02-18,33.79816537486733
2024-02-19,50.697248062301
2024-02-20,52.387156331044366
2024-02-21,53.23211046541605
2024-02-22,49.85229392792932
2024-02-23,53.23211046541605
2024-02-24,55.7669728685311
2024-02-25,32.108257106123965
2024-02-26,48.16238565918595
2024-02-27,47.31743152481427
2024-02-28,47.31743152481427
2024-02-29,54.922018734159415
2024-03-01,60.8366976747612
2024-03-02,60.8366976747612
2024-03-03,34.643119509239014
2024-03-04,53.23211046541605
2024-03-05,51.54220219667268
2024-03-06,51.54220219667268
2024-03-07,49.85229392792932
2024-03-08,56.61192700290278
2024-03-09,49.007339793557634
2024-03-10,32.108257106123965
2024-03-11,49.007339793557634
2024-03-12,49.007339793557634
2024-03-13,49.007339793557634
2024-03-14,43.09266085295585
2024-03-15,50.697248062301
2024-03-16,50.697248062301
2024-03-17,33.79816537486733
2024-03-18,48.16238565918595
2024-03-19,49.007339793557634
2024-03-20,45.6275232560709
2024-03-21,49.85229392792932
2024-03-22,49.85229392792932
2024-03-23,49.007339793557634
2024-03-24,31.26330297175228
2024-03-25,48.16238565918595
2024-03-26,44.78256912169922
2024-03-27,48.16238565918595
2024-03-28,53.23211046541605
2024-03-29,66.75137661536299
2024-03-30,57.456881137274465
2024-03-31,28.728440568637232
2024-04-01,59.991743540389514
2024-04-02,52.387156331044366
2024-04-03,48.16238565918595
2024-04-04,53.23211046541605
2024-04-05,54.922018734159415
2024-04-06,51.54220219667268
2024-04-07,31.26330297175228
2024-04-08,44.78256912169922
2024-04-09,49.85229392792932
2024-04-10,49.85229392792932
2024-04-11,43.937614987327535
2024-04-12,52.387156331044366
2024-04-13,53.23211046541605
2024-04-14,32.95321124049565
2024-04-15,49.007339793557634
2024-04-16,52.387156331044366
2024-04-17,49.85229392792932
2024-04-18,49.007339793557634
2024-04-19,57.456881137274465
2024-04-20,48.16238565918595
2024-04-21,30.4183488373806
2024-04-22,48.16238565918595
2024-04-23,43.937614987327535
2024-04-24,70.9761472872214
2024-04-25,59.991743540389514
2024-04-26,63.37156007787625
2024-04-27,53.23211046541605
2024-04-28,29.573394703008915
2024-04-29,50.697248062301
2024-04-30,50.697248062301
2024-05-01,50.697248062301
2024-05-02,49.007339793557634
2024-05-03,56.61192700290278
2024-05-04,53.23211046541605
2024-05-05,31.26330297175228
2024-05-06,48.16238565918595
2024-05-07,43.937614987327535
2024-05-08,47.31743152481427
2024-05-09,47.31743152481427
2024-05-10,50.697248062301
2024-05-11,52.387156331044366
2024-05-12,26.193578165522183
2024-05-13,47.31743152481427
2024-05-14,50.697248062301
2024-05-15,47.31743152481427
2024-05-16,49.85229392792932
2024-05-17,58.30183527164615
2024-05-18,51.54220219667268
2024-05-19,28.728440568637232
2024-05-20,50.697248062301
2024-05-21,49.85229392792932
2024-05-22,49.85229392792932
2024-05-23,44.78256912169922
2024-05-24,51.54220219667268
2024-05-25,54.07706459978773
2024-05-26,27.88348643426555
2024-05-27,33.79816537486733
2024-05-28,56.61192700290278
2024-05-29,60.8366976747612
2024-05-30,54.922018734159415
2024-05-31,59.14678940601783
2024-06-01,63.37156007787625
2024-06-02,36.33302777798238
2024-06-03,55.7669728685311
2024-06-04,54.922018734159415
2024-06-05,53.23211046541605
2024-06-06,54.07706459978773
2024-06-07,59.991743540389514
2024-06-08,53.23211046541605
2024-06-09,31.26330297175228
2024-06-10,54.07706459978773
2024-06-11,52.387156331044366
2024-06-12,49.007339793557634
2024-06-13,49.007339793557634
2024-06-14,59.14678940601783
2024-06-15,57.456881137274465
2024-06-16,30.4183488373806
2024-06-17,53.23211046541605
2024-06-18,52.387156331044366
2024-06-19,59.991743540389514
2024-06-20,54.07706459978773
2024-06-21,59.14678940601783
2024-06-22,54.07706459978773
2024-06-23,30.4183488373806
2024-06-24,51.54220219667268
2024-06-25,51.54220219667268
2024-06-26,49.007339793557634
2024-06-27,49.007339793557634
2024-06-28,56.61192700290278
2024-06-29,54.07706459978773
2024-06-30,33.79816537486733
2024-07-01,65.9064224809913
2024-07-02,57.456881137274465
2024-07-03,60.8366976747612
2024-07-04,42.24770671858417
2024-07-05,63.37156007787625
2024-07-06,59.991743540389514
2024-07-07,54.922018734159415
2024-07-08,65.06146834661962
2024-07-09,52.387156331044366
2024-07-10,49.007339793557634
2024-07-11,53.23211046541605
2024-07-12,57.456881137274465
2024-07-13,52.387156331044366
2024-07-14,28.728440568637232
2024-07-15,53.23211046541605
2024-07-16,51.54220219667268
2024-07-17,50.697248062301
2024-07-18,53.23211046541605
2024-07-19,62.52660594350456
2024-07-20,64.21651421224793
2024-07-21,32.108257106123965
2024-07-22,52.387156331044366
2024-07-23,51.54220219667268
2024-07-24,52.387156331044366
2024-07-25,50.697248062301
2024-07-26,54.07706459978773
2024-07-27,52.387156331044366
2024-07-28,31.26330297175228
2024-07-29,54.07706459978773
2024-07-30,54.07706459978773
2024-07-31,52.387156331044366
2024-08-01,54.07706459978773
2024-08-02,59.14678940601783
2024-08-03,58.30183527164615
2024-08-04,32.108257106123965
2024-08-05,58.30183527164615
2024-08-06,50.697248062301
2024-08-07,50.697248062301
2024-08-08,50.697248062301
2024-08-09,56.61192700290278
2024-08-10,51.54220219667268
2024-08-11,32.108257106123965
2024-08-12,55.7669728685311
2024-08-13,54.07706459978773
2024-08-14,49.85229392792932
2024-08-15,53.23211046541605
2024-08-16,55.7669728685311
2024-08-17,50.697248062301
2024-08-18,32.95321124049565
2024-08-19,49.85229392792932
2024-08-20,47.31743152481427
2024-08-21,49.007339793557634
2024-08-22,50.697248062301
2024-08-23,53.23211046541605
2024-08-24,51.54220219667268
2024-08-25,32.108257106123965
2024-08-26,49.85229392792932
2024-08-27,50.697248062301
2024-08-28,46.472477390442585
2024-08-29,45.6275232560709
2024-08-30,77.73578036219486
2024-08-31,84.49541343716834
2024-09-01,68.44128488410635
2024-09-02,58.30183527164615
2024-09-03,71.82110142159308
2024-09-04,69.28623901847803
2024-09-05,59.14678940601783
2024-09-06,55.7669728685311
2024-09-07,55.7669728685311
2024-09-08,34.643119509239014
2024-09-09,50.697248062301
2024-09-10,50.697248062301
2024-09-11,54.07706459978773
2024-09-12,52.387156331044366
2024-09-13,57.456881137274465
2024-09-14,54.07706459978773
2024-09-15,31.26330297175228
2024-09-16,46.472477390442585
2024-09-17,51.54220219667268
2024-09-18,50.697248062301
2024-09-19,46.472477390442585
2024-09-20,51.54220219667268
2024-09-21,51.54220219667268
2024-09-22,28.728440568637232
2024-09-23,48.16238565918595
