Time,us_election_2024
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,83.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,73.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,80.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,58.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,100.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,93.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,28.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,20.0
2022-10-20,31.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,24.0
2022-10-26,0.0
2022-10-27,18.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,18.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,20.0
2022-11-08,30.0
2022-11-09,100.0
2022-11-10,40.0
2022-11-11,32.0
2022-11-12,37.0
2022-11-13,38.0
2022-11-14,28.0
2022-11-15,43.0
2022-11-16,68.0
2022-11-17,35.0
2022-11-18,0.0
2022-11-19,27.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,20.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,21.0
2022-12-08,23.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,22.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,18.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,21.0
2023-01-31,17.0
2023-02-01,19.0
2023-02-02,0.0
2023-02-03,26.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,20.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,22.0
2023-02-13,0.0
2023-02-14,19.0
2023-02-15,21.0
2023-02-16,18.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,19.0
2023-02-21,0.0
2023-02-22,22.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,71.0
2023-02-27,23.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,24.0
2023-03-07,0.0
2023-03-08,26.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,25.0
2023-03-14,0.0
2023-03-15,22.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,22.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,20.0
2023-03-26,0.0
2023-03-27,22.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,24.0
2023-04-01,0.0
2023-04-02,25.0
2023-04-03,0.0
2023-04-04,19.0
2023-04-05,34.0
2023-04-06,23.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,21.0
2023-04-11,20.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,20.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,17.0
2023-04-20,0.0
2023-04-21,24.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,20.0
2023-04-25,44.0
2023-04-26,24.745681381957773
2023-04-27,37.42514395393474
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,24.245681381957773
2023-05-01,20.51919385796545
2023-05-02,0.0
2023-05-03,35.31190019193858
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,24.745681381957773
2023-05-07,0.0
2023-05-08,28.4721689059501
2023-05-09,28.9721689059501
2023-05-10,0.0
2023-05-11,22.132437619961614
2023-05-12,18.40595009596929
2023-05-13,0.0
2023-05-14,29.4721689059501
2023-05-15,22.632437619961614
2023-05-16,24.745681381957773
2023-05-17,0.0
2023-05-18,20.01919385796545
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,26.358925143953936
2023-05-23,0.0
2023-05-24,33.19865642994242
2023-05-25,39.5383877159309
2023-05-26,28.944337811900194
2023-05-27,22.264875239923224
2023-05-28,0.0
2023-05-29,26.717850287907872
2023-05-30,17.81190019193858
2023-05-31,26.717850287907872
2023-06-01,20.038387715930902
2023-06-02,26.717850287907872
2023-06-03,0.0
2023-06-04,37.850287907869486
2023-06-05,24.491362763915546
2023-06-06,20.038387715930902
2023-06-07,20.038387715930902
2023-06-08,20.038387715930902
2023-06-09,40.076775431861805
2023-06-10,31.170825335892516
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,24.491362763915546
2023-06-14,31.170825335892516
2023-06-15,0.0
2023-06-16,17.81190019193858
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,20.038387715930902
2023-06-20,0.0
2023-06-21,31.170825335892516
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,22.264875239923224
2023-06-25,0.0
2023-06-26,22.264875239923224
2023-06-27,24.491362763915546
2023-06-28,0.0
2023-06-29,26.717850287907872
2023-06-30,0.0
2023-07-01,22.264875239923224
2023-07-02,31.170825335892516
2023-07-03,24.491362763915546
2023-07-04,0.0
2023-07-05,26.717850287907872
2023-07-06,0.0
2023-07-07,24.491362763915546
2023-07-08,22.264875239923224
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,24.491362763915546
2023-07-12,0.0
2023-07-13,31.170825335892516
2023-07-14,24.491362763915546
2023-07-15,22.264875239923224
2023-07-16,24.491362763915546
2023-07-17,26.717850287907872
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,35.62380038387716
2023-07-21,31.170825335892516
2023-07-22,31.170825335892516
2023-07-23,0.0
2023-07-24,24.491362763915546
2023-07-25,0.0
2023-07-26,31.170825335892516
2023-07-27,20.038387715930902
2023-07-28,0.0
2023-07-29,28.944337811900194
2023-07-30,0.0
2023-07-31,24.491362763915546
2023-08-01,31.170825335892516
2023-08-02,28.944337811900194
2023-08-03,28.944337811900194
2023-08-04,24.491362763915546
2023-08-05,24.491362763915546
2023-08-06,22.264875239923224
2023-08-07,33.397312859884835
2023-08-08,24.491362763915546
2023-08-09,24.491362763915546
2023-08-10,0.0
2023-08-11,26.717850287907872
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,24.491362763915546
2023-08-15,33.397312859884835
2023-08-16,31.170825335892516
2023-08-17,20.038387715930902
2023-08-18,31.170825335892516
2023-08-19,0.0
2023-08-20,22.264875239923224
2023-08-21,24.491362763915546
2023-08-22,24.491362763915546
2023-08-23,24.491362763915546
2023-08-24,55.66218809980806
2023-08-25,44.52975047984645
2023-08-26,35.62380038387716
2023-08-27,46.756238003838774
2023-08-28,35.62380038387716
2023-08-29,31.170825335892516
2023-08-30,20.038387715930902
2023-08-31,24.491362763915546
2023-09-01,22.264875239923224
2023-09-02,0.0
2023-09-03,24.491362763915546
2023-09-04,22.264875239923224
2023-09-05,24.491362763915546
2023-09-06,33.397312859884835
2023-09-07,37.850287907869486
2023-09-08,0.0
2023-09-09,28.944337811900194
2023-09-10,44.52975047984645
2023-09-11,48.98272552783109
2023-09-12,22.264875239923224
2023-09-13,24.491362763915546
2023-09-14,0.0
2023-09-15,22.264875239923224
2023-09-16,22.264875239923224
2023-09-17,31.170825335892516
2023-09-18,31.170825335892516
2023-09-19,28.944337811900194
2023-09-20,48.98272552783109
2023-09-21,48.98272552783109
2023-09-22,44.52975047984645
2023-09-23,0.0
2023-09-24,26.717850287907872
2023-09-25,57.88867562380039
2023-09-26,46.756238003838774
2023-09-27,40.076775431861805
2023-09-28,73.47408829174664
2023-09-29,37.850287907869486
2023-09-30,40.076775431861805
2023-10-01,42.30326295585413
2023-10-02,40.076775431861805
2023-10-03,46.756238003838774
2023-10-04,53.435700575815744
2023-10-05,42.30326295585413
2023-10-06,26.717850287907872
2023-10-07,57.88867562380039
2023-10-08,35.62380038387716
2023-10-09,51.20921305182342
2023-10-10,42.30326295585413
2023-10-11,53.435700575815744
2023-10-12,42.30326295585413
2023-10-13,28.944337811900194
2023-10-14,24.491362763915546
2023-10-15,40.076775431861805
2023-10-16,35.62380038387716
2023-10-17,46.756238003838774
2023-10-18,44.52975047984645
2023-10-19,42.30326295585413
2023-10-20,31.170825335892516
2023-10-21,31.170825335892516
2023-10-22,35.62380038387716
2023-10-23,42.30326295585413
2023-10-24,37.850287907869486
2023-10-25,31.170825335892516
2023-10-26,44.52975047984645
2023-10-27,44.52975047984645
2023-10-28,31.170825335892516
2023-10-29,24.491362763915546
2023-10-30,33.397312859884835
2023-10-31,40.076775431861805
2023-11-01,48.98272552783109
2023-11-02,55.66218809980806
2023-11-03,48.98272552783109
2023-11-04,62.34165067178503
2023-11-05,64.56813819577735
2023-11-06,95.73896353166987
2023-11-07,120.23032629558541
2023-11-08,106.87140115163149
2023-11-09,69.021113243762
2023-11-10,40.076775431861805
2023-11-11,28.944337811900194
2023-11-12,31.170825335892516
2023-11-13,64.56813819577735
2023-11-14,42.30326295585413
2023-11-15,40.076775431861805
2023-11-16,42.30326295585413
2023-11-17,24.491362763915546
2023-11-18,42.30326295585413
2023-11-19,48.98272552783109
2023-11-20,37.850287907869486
2023-11-21,44.52975047984645
2023-11-22,44.52975047984645
2023-11-23,22.264875239923224
2023-11-24,0.0
2023-11-25,37.850287907869486
2023-11-26,48.98272552783109
2023-11-27,48.98272552783109
2023-11-28,33.397312859884835
2023-11-29,35.62380038387716
2023-11-30,33.397312859884835
2023-12-01,35.62380038387716
2023-12-02,33.397312859884835
2023-12-03,37.850287907869486
2023-12-04,44.52975047984645
2023-12-05,33.397312859884835
2023-12-06,33.397312859884835
2023-12-07,31.170825335892516
2023-12-08,57.88867562380039
2023-12-09,35.62380038387716
2023-12-10,46.756238003838774
2023-12-11,33.397312859884835
2023-12-12,33.397312859884835
2023-12-13,57.88867562380039
2023-12-14,66.79462571976967
2023-12-15,75.70057581573897
2023-12-16,37.850287907869486
2023-12-17,48.98272552783109
2023-12-18,51.20921305182342
2023-12-19,42.30326295585413
2023-12-20,82.38003838771593
2023-12-21,46.756238003838774
2023-12-22,45.06501858024358
2023-12-23,0.0
2023-12-24,38.69305044892029
2023-12-25,0.0
2023-12-26,32.167335097270154
2023-12-27,63.375173652870984
2023-12-28,62.261929890874825
2023-12-29,61.14868612887866
2023-12-30,50.47749016989755
2023-12-31,53.66347423555921
2024-01-01,86.9440530948255
2024-01-02,86.9440530948255
2024-01-03,99.84173657779894
2024-01-04,99.84173657779894
