Time,wordle_hint
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,1.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,1.0
2022-01-19,1.0
2022-01-20,2.0
2022-01-21,2.0
2022-01-22,3.0
2022-01-23,2.0
2022-01-24,7.0
2022-01-25,5.0
2022-01-26,4.0
2022-01-27,3.0
2022-01-28,5.0
2022-01-29,4.0
2022-01-30,4.0
2022-01-31,4.0
2022-02-01,4.0
2022-02-02,4.0
2022-02-03,4.0
2022-02-04,5.0
2022-02-05,7.0
2022-02-06,6.0
2022-02-07,11.0
2022-02-08,10.0
2022-02-09,10.0
2022-02-10,8.0
2022-02-11,12.0
2022-02-12,20.0
2022-02-13,15.0
2022-02-14,25.0
2022-02-15,20.0
2022-02-16,17.0
2022-02-17,11.0
2022-02-18,23.0
2022-02-19,23.0
2022-02-20,32.0
2022-02-21,23.0
2022-02-22,13.0
2022-02-23,15.0
2022-02-24,16.0
2022-02-25,38.0
2022-02-26,19.0
2022-02-27,16.0
2022-02-28,14.0
2022-03-01,29.0
2022-03-02,21.0
2022-03-03,18.0
2022-03-04,36.0
2022-03-05,24.0
2022-03-06,21.0
2022-03-07,17.0
2022-03-08,16.0
2022-03-09,20.0
2022-03-10,19.0
2022-03-11,26.0
2022-03-12,26.0
2022-03-13,32.0
2022-03-14,22.0
2022-03-15,19.0
2022-03-16,19.0
2022-03-17,30.0
2022-03-18,23.0
2022-03-19,37.0
2022-03-20,36.0
2022-03-21,22.0
2022-03-22,26.0
2022-03-23,27.0
2022-03-24,18.0
2022-03-25,32.0
2022-03-26,57.0
2022-03-27,69.0
2022-03-28,33.0
2022-03-29,24.0
2022-03-30,21.0
2022-03-31,43.0
2022-04-01,27.0
2022-04-02,18.0
2022-04-03,34.0
2022-04-04,24.0
2022-04-05,41.0
2022-04-06,50.0
2022-04-07,55.0
2022-04-08,24.0
2022-04-09,16.0
2022-04-10,18.0
2022-04-11,53.0
2022-04-12,40.0
2022-04-13,23.0
2022-04-14,29.0
2022-04-15,20.0
2022-04-16,22.0
2022-04-17,25.0
2022-04-18,24.0
2022-04-19,42.0
2022-04-20,35.0
2022-04-21,62.0
2022-04-22,28.0
2022-04-23,35.0
2022-04-24,44.0
2022-04-25,55.0
2022-04-26,37.0
2022-04-27,21.0
2022-04-28,37.0
2022-04-29,19.0
2022-04-30,54.0
2022-05-01,67.0
2022-05-02,26.0
2022-05-03,23.0
2022-05-04,14.0
2022-05-05,28.0
2022-05-06,48.0
2022-05-07,51.0
2022-05-08,52.0
2022-05-09,25.0
2022-05-10,51.0
2022-05-11,45.0
2022-05-12,32.0
2022-05-13,27.0
2022-05-14,22.0
2022-05-15,39.0
2022-05-16,60.0
2022-05-17,46.0
2022-05-18,29.0
2022-05-19,28.0
2022-05-20,30.0
2022-05-21,27.0
2022-05-22,22.0
2022-05-23,32.0
2022-05-24,49.0
2022-05-25,38.0
2022-05-26,37.0
2022-05-27,37.0
2022-05-28,29.0
2022-05-29,67.0
2022-05-30,64.0
2022-05-31,36.0
2022-06-01,22.0
2022-06-02,24.0
2022-06-03,17.0
2022-06-04,21.0
2022-06-05,36.0
2022-06-06,33.0
2022-06-07,27.0
2022-06-08,25.0
2022-06-09,25.0
2022-06-10,45.0
2022-06-11,42.0
2022-06-12,28.0
2022-06-13,32.0
2022-06-14,30.0
2022-06-15,32.0
2022-06-16,33.0
2022-06-17,24.0
2022-06-18,78.0
2022-06-19,38.0
2022-06-20,44.0
2022-06-21,28.0
2022-06-22,56.0
2022-06-23,28.0
2022-06-24,20.0
2022-06-25,29.0
2022-06-26,20.0
2022-06-27,34.0
2022-06-28,36.0
2022-06-29,61.0
2022-06-30,45.0
2022-07-01,30.0
2022-07-02,50.0
2022-07-03,62.0
2022-07-04,41.0
2022-07-05,29.0
2022-07-06,48.0
2022-07-07,50.0
2022-07-08,43.0
2022-07-09,30.0
2022-07-10,40.0
2022-07-11,62.0
2022-07-12,40.0
2022-07-13,22.0
2022-07-14,28.0
2022-07-15,51.0
2022-07-16,41.0
2022-07-17,37.0
2022-07-18,23.0
2022-07-19,45.0
2022-07-20,42.0
2022-07-21,60.0
2022-07-22,40.0
2022-07-23,54.0
2022-07-24,33.0
2022-07-25,35.0
2022-07-26,44.0
2022-07-27,45.0
2022-07-28,27.0
2022-07-29,38.0
2022-07-30,34.0
2022-07-31,29.0
2022-08-01,48.0
2022-08-02,71.0
2022-08-03,39.0
2022-08-04,49.0
2022-08-05,44.0
2022-08-06,42.0
2022-08-07,34.0
2022-08-08,41.0
2022-08-09,41.0
2022-08-10,27.0
2022-08-11,28.0
2022-08-12,43.0
2022-08-13,50.0
2022-08-14,100.0
2022-08-15,49.0
2022-08-16,44.0
2022-08-17,35.0
2022-08-18,46.0
2022-08-19,38.0
2022-08-20,26.0
2022-08-21,33.0
2022-08-22,34.0
2022-08-23,38.0
2022-08-24,38.0
2022-08-25,27.0
2022-08-26,34.0
2022-08-27,53.0
2022-08-28,63.0
2022-08-29,38.788139429606154
2022-08-30,45.341217745586235
2022-08-31,34.757808963331826
2022-09-01,57.432209144409235
2022-09-02,29.21989588048891
2022-09-03,43.82605251244907
2022-09-04,39.29572204617474
2022-09-05,44.83363512901765
2022-09-06,42.31846989588049
2022-09-07,45.841217745586235
2022-09-08,30.72747849705749
2022-09-09,27.70473064735174
2022-09-10,41.810887279311906
2022-09-11,69.01561792666365
2022-09-12,72.0383657763694
2022-09-13,68.51561792666365
2022-09-14,38.788139429606154
2022-09-15,31.735061113626074
2022-09-16,64.98528746038932
2022-09-17,32.24264373019466
2022-09-18,21.159234947940245
2022-09-19,35.76539157990041
2022-09-20,33.25022634676324
2022-09-21,33.25022634676324
2022-09-22,25.189565414214577
2022-09-23,29.71989588048891
2022-09-24,24.181982797645993
2022-09-25,48.86396559529199
2022-09-26,31.235061113626074
2022-09-27,34.757808963331826
2022-09-28,55.834087822544134
2022-09-29,33.50045269352648
2022-09-30,24.363965595291987
2022-10-01,37.56111362607515
2022-10-02,28.42462652784065
2022-10-03,23.34880036215482
2022-10-04,35.53078315980081
2022-10-05,31.470122227252148
2022-10-06,22.333635129017654
2022-10-07,43.65210502489814
2022-10-08,53.803757356269806
2022-10-09,48.72793119058397
2022-10-10,58.87958352195564
2022-10-11,50.75826165685831
2022-10-12,62.940244454504295
2022-10-13,76.13739248528746
2022-10-14,44.66727025803531
2022-10-15,51.77342688999547
2022-10-16,28.42462652784065
2022-10-17,28.42462652784065
2022-10-18,40.606609325486644
2022-10-19,57.86441828881847
2022-10-20,50.75826165685831
2022-10-21,37.56111362607515
2022-10-22,34.51561792666365
2022-10-23,63.95540968764146
2022-10-24,36.54594839293798
2022-10-25,44.66727025803531
2022-10-26,36.54594839293798
2022-10-27,40.606609325486644
2022-10-28,31.470122227252148
2022-10-29,59.8947487550928
2022-10-30,82.22838388411046
2022-10-31,62.940244454504295
2022-11-01,48.72793119058397
2022-11-02,47.712765957446805
2022-11-03,38.57627885921231
2022-11-04,35.53078315980081
2022-11-05,23.34880036215482
2022-11-06,22.333635129017654
2022-11-07,43.65210502489814
2022-11-08,31.470122227252148
2022-11-09,24.363965595291987
2022-11-10,30.454956994114983
2022-11-11,33.50045269352648
2022-11-12,40.606609325486644
2022-11-13,76.13739248528746
2022-11-14,45.68243549117248
2022-11-15,36.54594839293798
2022-11-16,43.65210502489814
2022-11-17,30.454956994114983
2022-11-18,74.10706201901313
2022-11-19,51.77342688999547
2022-11-20,36.54594839293798
2022-11-21,70.04640108646446
2022-11-22,36.54594839293798
2022-11-23,23.34880036215482
2022-11-24,25.379130828429155
2022-11-25,47.712765957446805
2022-11-26,27.409461294703483
2022-11-27,34.51561792666365
2022-11-28,30.454956994114983
2022-11-29,52.78859212313264
2022-11-30,35.53078315980081
2022-12-01,55.834087822544134
2022-12-02,41.62177455862381
2022-12-03,36.54594839293798
2022-12-04,34.51561792666365
2022-12-05,44.66727025803531
2022-12-06,51.77342688999547
2022-12-07,42.63693979176098
2022-12-08,39.59144409234948
2022-12-09,25.379130828429155
2022-12-10,58.87958352195564
2022-12-11,61.925079221367135
2022-12-12,44.66727025803531
2022-12-13,26.39429606156632
2022-12-14,65.9857401539158
2022-12-15,54.81892258940697
2022-12-16,31.470122227252148
2022-12-17,30.454956994114983
2022-12-18,31.470122227252148
2022-12-19,19.288139429606154
2022-12-20,25.379130828429155
2022-12-21,41.62177455862381
2022-12-22,71.06156631960162
2022-12-23,65.9857401539158
2022-12-24,41.62177455862381
2022-12-25,60.90991398822997
2022-12-26,77.15255771842462
2022-12-27,64.97057492077863
2022-12-28,73.09189678587596
2022-12-29,84.25871435038479
2022-12-30,45.68243549117248
2022-12-31,43.65210502489814
2023-01-01,30.454956994114983
2023-01-02,26.39429606156632
2023-01-03,39.59144409234948
2023-01-04,47.712765957446805
2023-01-05,31.470122227252148
2023-01-06,76.13739248528746
2023-01-07,52.78859212313264
2023-01-08,64.97057492077863
2023-01-09,84.25871435038479
2023-01-10,55.834087822544134
2023-01-11,41.62177455862381
2023-01-12,38.57627885921231
2023-01-13,50.75826165685831
2023-01-14,82.22838388411046
2023-01-15,39.59144409234948
2023-01-16,34.51561792666365
2023-01-17,45.68243549117248
2023-01-18,36.54594839293798
2023-01-19,40.606609325486644
2023-01-20,32.485287460389316
2023-01-21,55.834087822544134
2023-01-22,57.86441828881847
2023-01-23,53.803757356269806
2023-01-24,32.485287460389316
2023-01-25,60.90991398822997
2023-01-26,65.9857401539158
2023-01-27,52.78859212313264
2023-01-28,31.470122227252148
2023-01-29,40.606609325486644
2023-01-30,33.50045269352648
2023-01-31,34.51561792666365
2023-02-01,33.50045269352648
2023-02-02,31.470122227252148
2023-02-03,39.59144409234948
2023-02-04,46.69760072430964
2023-02-05,44.66727025803531
2023-02-06,55.834087822544134
2023-02-07,40.606609325486644
2023-02-08,61.925079221367135
2023-02-09,40.606609325486644
2023-02-10,35.53078315980081
2023-02-11,86.28904481665911
2023-02-12,55.834087822544134
2023-02-13,54.81892258940697
2023-02-14,41.62177455862381
2023-02-15,52.78859212313264
2023-02-16,51.77342688999547
2023-02-17,70.04640108646446
2023-02-18,79.18288818469895
2023-02-19,101.51652331371662
2023-02-20,44.66727025803531
2023-02-21,53.803757356269806
2023-02-22,62.940244454504295
2023-02-23,62.940244454504295
2023-02-24,61.925079221367135
2023-02-25,62.940244454504295
2023-02-26,50.75826165685831
2023-02-27,40.606609325486644
2023-02-28,53.803757356269806
2023-03-01,51.77342688999547
2023-03-02,54.81892258940697
2023-03-03,71.06156631960162
2023-03-04,47.712765957446805
2023-03-05,49.74309642372114
2023-03-06,41.62177455862381
2023-03-07,29.43979176097782
2023-03-08,36.54594839293798
2023-03-09,44.66727025803531
2023-03-10,47.712765957446805
2023-03-11,71.06156631960162
2023-03-12,47.712765957446805
2023-03-13,27.409461294703483
2023-03-14,37.56111362607515
2023-03-15,31.470122227252148
2023-03-16,39.59144409234948
2023-03-17,38.57627885921231
2023-03-18,68.01607062019013
2023-03-19,69.0312358533273
2023-03-20,41.62177455862381
2023-03-21,29.43979176097782
2023-03-22,58.87958352195564
2023-03-23,47.712765957446805
2023-03-24,34.51561792666365
2023-03-25,44.66727025803531
2023-03-26,50.75826165685831
2023-03-27,92.38003621548212
2023-03-28,57.86441828881847
2023-03-29,64.97057492077863
2023-03-30,37.56111362607515
2023-03-31,57.86441828881847
2023-04-01,43.65210502489814
2023-04-02,31.470122227252148
2023-04-03,45.68243549117248
2023-04-04,53.803757356269806
2023-04-05,51.77342688999547
2023-04-06,47.712765957446805
2023-04-07,54.81892258940697
2023-04-08,70.04640108646446
2023-04-09,87.30421004979628
2023-04-10,45.68243549117248
2023-04-11,76.13739248528746
2023-04-12,79.18288818469895
2023-04-13,69.0312358533273
2023-04-14,47.712765957446805
2023-04-15,56.8492530556813
2023-04-16,94.41036668175644
2023-04-17,72.07673155273879
2023-04-18,59.8947487550928
2023-04-19,34.51561792666365
2023-04-20,25.379130828429155
2023-04-21,85.27387958352196
2023-04-22,53.803757356269806
2023-04-23,77.15255771842462
2023-04-24,61.925079221367135
2023-04-25,71.06156631960162
2023-04-26,55.312002845502164
2023-04-27,55.81958546207075
2023-04-28,71.72867490137747
2023-04-29,58.342996184440274
2023-04-30,80.06753217357561
2023-05-01,51.52688676194787
2023-05-02,43.69561210631831
2023-05-03,54.0502974843174
2023-05-04,55.312002845502164
2023-05-05,57.58887343982409
2023-05-06,57.08129082325551
2023-05-07,61.373989523378384
2023-05-08,74.00554549569941
2023-05-09,89.16051219038997
2023-05-10,77.03653883463751
2023-05-11,52.78859212313263
2023-05-12,30.3099333893811
2023-05-13,64.91256547888509
2023-05-14,52.78859212313263
2023-05-15,55.81958546207075
2023-05-16,57.08129082325551
2023-05-17,32.83334411175063
2023-05-18,35.86433745068874
2023-05-19,42.43390674513354
2023-05-20,33.34092672831921
2023-05-21,34.60263208950398
2023-05-22,72.74384013451464
2023-05-23,58.342996184440274
2023-05-24,51.019304145379294
2023-05-25,52.78859212313263
2023-05-26,36.19789174157666
2023-05-27,51.28034663390027
2023-05-28,52.78859212313263
2023-05-29,43.73911918773847
2023-05-30,69.3792925046886
2023-05-31,49.77210114466791
2023-06-01,101.05244777856818
2023-06-02,70.88753799392096
2023-06-03,92.00297484317402
2023-06-04,43.73911918773847
2023-06-05,113.11841169242707
2023-06-06,55.805083101597354
2023-06-07,57.31332859082971
2023-06-08,36.19789174157666
2023-06-09,76.9205199508504
2023-06-10,76.9205199508504
2023-06-11,66.36280152622388
2023-06-12,36.19789174157666
2023-06-13,33.18140076311194
2023-06-14,31.67315527387958
2023-06-15,75.41227446161804
2023-06-16,43.73911918773847
2023-06-17,46.75561016620319
2023-06-18,88.9864838647093
2023-06-19,150.82454892323608
2023-06-20,49.77210114466791
2023-06-21,31.67315527387958
2023-06-22,45.247364676970825
2023-06-23,52.78859212313263
2023-06-24,33.18140076311194
2023-06-25,45.247364676970825
2023-06-26,48.26385565543555
2023-06-27,46.75561016620319
2023-06-28,40.72262820927374
2023-06-29,36.19789174157666
2023-06-30,34.6896462523443
2023-07-01,43.73911918773847
2023-07-02,58.82157408006208
2023-07-03,43.73911918773847
2023-07-04,55.805083101597354
2023-07-05,69.3792925046886
2023-07-06,45.247364676970825
2023-07-07,36.19789174157666
2023-07-08,66.36280152622388
2023-07-09,52.78859212313263
2023-07-10,58.82157408006208
2023-07-11,37.70613723080902
2023-07-12,42.2308736985061
2023-07-13,46.75561016620319
2023-07-14,48.26385565543555
2023-07-15,48.26385565543555
2023-07-16,81.44525641854749
2023-07-17,40.72262820927374
2023-07-18,55.805083101597354
2023-07-19,40.72262820927374
2023-07-20,34.6896462523443
2023-07-21,40.72262820927374
2023-07-22,70.88753799392096
2023-07-23,39.214382720041385
2023-07-24,58.82157408006208
2023-07-25,45.247364676970825
2023-07-26,27.148418806182498
2023-07-27,58.82157408006208
2023-07-28,75.41227446161804
2023-07-29,43.73911918773847
2023-07-30,52.78859212313263
2023-07-31,37.70613723080902
2023-08-01,46.75561016620319
2023-08-02,76.9205199508504
2023-08-03,39.214382720041385
2023-08-04,27.148418806182498
2023-08-05,63.34631054775916
2023-08-06,85.96999288624457
2023-08-07,51.28034663390027
2023-08-08,40.72262820927374
2023-08-09,42.2308736985061
2023-08-10,60.329819569294436
2023-08-11,52.78859212313263
2023-08-12,54.296837612364996
2023-08-13,40.72262820927374
2023-08-14,46.75561016620319
2023-08-15,64.85455603699153
2023-08-16,48.26385565543555
2023-08-17,73.90402897238569
2023-08-18,55.805083101597354
2023-08-19,96.5277113108711
2023-08-20,60.329819569294436
2023-08-21,33.18140076311194
2023-08-22,33.18140076311194
2023-08-23,87.47823837547693
2023-08-24,43.73911918773847
2023-08-25,55.805083101597354
2023-08-26,43.73911918773847
2023-08-27,52.78859212313263
2023-08-28,28.656664295414856
2023-08-29,37.70613723080902
2023-08-30,69.3792925046886
2023-08-31,34.6896462523443
2023-09-01,25.640173316950136
2023-09-02,70.88753799392096
2023-09-03,93.51122033240638
2023-09-04,64.85455603699153
2023-09-05,43.73911918773847
2023-09-06,81.44525641854749
2023-09-07,79.93701092931512
2023-09-08,46.75561016620319
2023-09-09,34.6896462523443
2023-09-10,58.82157408006208
2023-09-11,51.28034663390027
2023-09-12,42.2308736985061
2023-09-13,30.164909784647218
2023-09-14,51.28034663390027
2023-09-15,70.88753799392096
2023-09-16,66.36280152622388
2023-09-17,55.805083101597354
2023-09-18,43.73911918773847
2023-09-19,27.148418806182498
2023-09-20,37.70613723080902
2023-09-21,28.656664295414856
2023-09-22,28.656664295414856
2023-09-23,45.247364676970825
2023-09-24,45.247364676970825
2023-09-25,39.214382720041385
2023-09-26,69.3792925046886
2023-09-27,34.6896462523443
2023-09-28,45.247364676970825
2023-09-29,69.3792925046886
2023-09-30,84.4617473970122
2023-10-01,64.85455603699153
2023-10-02,54.296837612364996
2023-10-03,37.70613723080902
2023-10-04,33.18140076311194
2023-10-05,46.75561016620319
2023-10-06,31.67315527387958
2023-10-07,88.9864838647093
2023-10-08,66.36280152622388
2023-10-09,52.78859212313263
2023-10-10,34.6896462523443
2023-10-11,39.214382720041385
2023-10-12,81.44525641854749
2023-10-13,66.36280152622388
2023-10-14,67.87104701545624
2023-10-15,51.28034663390027
2023-10-16,54.296837612364996
2023-10-17,60.329819569294436
2023-10-18,57.31332859082971
2023-10-19,60.329819569294436
2023-10-20,78.42876544008277
