Time,roblox
2022-06-19,75.0
2022-06-20,75.0
2022-06-21,78.0
2022-06-22,78.0
2022-06-23,78.0
2022-06-24,76.0
2022-06-25,79.0
2022-06-26,77.0
2022-06-27,76.0
2022-06-28,76.0
2022-06-29,76.0
2022-06-30,81.0
2022-07-01,74.0
2022-07-02,79.0
2022-07-03,76.0
2022-07-04,79.0
2022-07-05,75.0
2022-07-06,72.0
2022-07-07,75.0
2022-07-08,79.0
2022-07-09,82.0
2022-07-10,82.0
2022-07-11,75.0
2022-07-12,81.0
2022-07-13,79.0
2022-07-14,78.0
2022-07-15,76.0
2022-07-16,83.0
2022-07-17,81.0
2022-07-18,80.0
2022-07-19,84.0
2022-07-20,84.0
2022-07-21,82.0
2022-07-22,80.0
2022-07-23,82.0
2022-07-24,80.0
2022-07-25,79.0
2022-07-26,81.0
2022-07-27,82.0
2022-07-28,83.0
2022-07-29,86.0
2022-07-30,86.0
2022-07-31,86.0
2022-08-01,77.0
2022-08-02,81.0
2022-08-03,79.0
2022-08-04,79.0
2022-08-05,80.0
2022-08-06,83.0
2022-08-07,85.0
2022-08-08,79.0
2022-08-09,74.0
2022-08-10,74.0
2022-08-11,74.0
2022-08-12,71.0
2022-08-13,86.0
2022-08-14,91.0
2022-08-15,72.0
2022-08-16,70.0
2022-08-17,69.0
2022-08-18,68.0
2022-08-19,70.0
2022-08-20,87.0
2022-08-21,93.0
2022-08-22,64.0
2022-08-23,66.0
2022-08-24,61.0
2022-08-25,60.0
2022-08-26,65.0
2022-08-27,87.0
2022-08-28,90.0
2022-08-29,64.06797510770704
2022-08-30,59.27740545715653
2022-08-31,56.7503590234562
2022-09-01,58.013882240306366
2022-09-02,65.8314983245572
2022-09-03,93.57491622786023
2022-09-04,90.54786979415988
2022-09-05,90.04786979415988
2022-09-06,59.77740545715653
2022-09-07,53.723312589755864
2022-09-08,50.69626615605553
2022-09-09,50.69626615605553
2022-09-10,82.23025370990905
2022-09-11,87.02082336045956
2022-09-12,56.2503590234562
2022-09-13,56.2503590234562
2022-09-14,54.48683580660603
2022-09-15,56.7503590234562
2022-09-16,56.2503590234562
2022-09-17,80.96673049305889
2022-09-18,80.46673049305889
2022-09-19,53.723312589755864
2022-09-20,50.69626615605553
2022-09-21,51.959789372905696
2022-09-22,66.59502154140736
2022-09-23,56.7503590234562
2022-09-24,77.93968405935854
2022-09-25,80.46673049305889
2022-09-26,58.013882240306366
2022-09-27,54.98683580660603
2022-09-28,58.02776448061273
2022-09-29,54.97367161321206
2022-09-30,59.554810914313066
2022-10-01,82.4605074198181
2022-10-02,79.40641455241743
2022-10-03,59.554810914313066
2022-10-04,58.02776448061273
2022-10-05,58.02776448061273
2022-10-06,56.5007180469124
2022-10-07,67.19004308281474
2022-10-08,80.93346098611777
2022-10-09,82.4605074198181
2022-10-10,70.24413595021541
2022-10-11,54.97367161321206
2022-10-12,53.44662517951173
2022-10-13,58.02776448061273
2022-10-14,61.0818573480134
2022-10-15,79.40641455241743
2022-10-16,82.4605074198181
2022-10-17,59.554810914313066
2022-10-18,56.5007180469124
2022-10-19,56.5007180469124
2022-10-20,56.5007180469124
2022-10-21,59.554810914313066
2022-10-22,77.8793681187171
2022-10-23,82.4605074198181
2022-10-24,59.554810914313066
2022-10-25,51.91957874581139
2022-10-26,48.86548587841072
2022-10-27,53.44662517951173
2022-10-28,56.5007180469124
2022-10-29,73.29822881761609
2022-10-30,74.82527525131643
2022-10-31,48.86548587841072
2022-11-01,47.33843944471039
2022-11-02,50.39253231211106
2022-11-03,48.86548587841072
2022-11-04,54.97367161321206
2022-11-05,94.67687888942078
2022-11-06,74.82527525131643
2022-11-07,51.91957874581139
2022-11-08,59.554810914313066
2022-11-09,50.39253231211106
2022-11-10,53.44662517951173
2022-11-11,64.13595021541407
2022-11-12,80.93346098611777
2022-11-13,77.8793681187171
2022-11-14,51.91957874581139
2022-11-15,50.39253231211106
2022-11-16,51.91957874581139
2022-11-17,53.44662517951173
2022-11-18,59.554810914313066
2022-11-19,76.35232168501676
2022-11-20,76.35232168501676
2022-11-21,61.0818573480134
2022-11-22,65.6629966491144
2022-11-23,74.82527525131643
2022-11-24,76.35232168501676
2022-11-25,76.35232168501676
2022-11-26,77.8793681187171
2022-11-27,76.35232168501676
2022-11-28,51.91957874581139
2022-11-29,51.91957874581139
2022-11-30,51.91957874581139
2022-12-01,51.91957874581139
2022-12-02,54.97367161321206
2022-12-03,76.35232168501676
2022-12-04,76.35232168501676
2022-12-05,50.39253231211106
2022-12-06,51.91957874581139
2022-12-07,56.5007180469124
2022-12-08,53.44662517951173
2022-12-09,56.5007180469124
2022-12-10,80.93346098611777
2022-12-11,79.40641455241743
2022-12-12,54.97367161321206
2022-12-13,56.5007180469124
2022-12-14,56.5007180469124
2022-12-15,61.0818573480134
2022-12-16,61.0818573480134
2022-12-17,77.8793681187171
2022-12-18,79.40641455241743
2022-12-19,65.6629966491144
2022-12-20,67.19004308281474
2022-12-21,73.29822881761609
2022-12-22,76.35232168501676
2022-12-23,80.93346098611777
2022-12-24,91.62278602202011
2022-12-25,152.70464337003352
2022-12-26,114.52848252752513
2022-12-27,93.14983245572044
2022-12-28,87.0416467209191
2022-12-29,82.4605074198181
2022-12-30,82.4605074198181
2022-12-31,88.56869315461944
2023-01-01,83.98755385351843
2023-01-02,90.09573958831977
2023-01-03,67.19004308281474
2023-01-04,61.0818573480134
2023-01-05,61.0818573480134
2023-01-06,64.13595021541407
2023-01-07,80.93346098611777
2023-01-08,83.98755385351843
2023-01-09,58.02776448061273
2023-01-10,54.97367161321206
2023-01-11,56.5007180469124
2023-01-12,53.44662517951173
2023-01-13,61.0818573480134
2023-01-14,80.93346098611777
2023-01-15,82.4605074198181
2023-01-16,82.4605074198181
2023-01-17,58.02776448061273
2023-01-18,58.02776448061273
2023-01-19,53.44662517951173
2023-01-20,59.554810914313066
2023-01-21,87.0416467209191
2023-01-22,80.93346098611777
2023-01-23,64.13595021541407
2023-01-24,58.02776448061273
2023-01-25,56.5007180469124
2023-01-26,56.5007180469124
2023-01-27,61.0818573480134
2023-01-28,103.83915749162279
2023-01-29,80.93346098611777
2023-01-30,62.60890378171374
2023-01-31,62.60890378171374
2023-02-01,61.0818573480134
2023-02-02,62.60890378171374
2023-02-03,64.13595021541407
2023-02-04,105.36620392532312
2023-02-05,88.56869315461944
2023-02-06,58.02776448061273
2023-02-07,54.97367161321206
2023-02-08,53.44662517951173
2023-02-09,54.97367161321206
2023-02-10,59.554810914313066
2023-02-11,82.4605074198181
2023-02-12,82.4605074198181
2023-02-13,51.91957874581139
2023-02-14,53.44662517951173
2023-02-15,56.5007180469124
2023-02-16,56.5007180469124
2023-02-17,65.6629966491144
2023-02-18,82.4605074198181
2023-02-19,83.98755385351843
2023-02-20,79.40641455241743
2023-02-21,59.554810914313066
2023-02-22,62.60890378171374
2023-02-23,59.554810914313066
2023-02-24,65.6629966491144
2023-02-25,85.51460028721877
2023-02-26,87.0416467209191
2023-02-27,58.02776448061273
2023-02-28,53.44662517951173
2023-03-01,53.44662517951173
2023-03-02,53.44662517951173
2023-03-03,61.0818573480134
2023-03-04,82.4605074198181
2023-03-05,82.4605074198181
2023-03-06,54.97367161321206
2023-03-07,53.44662517951173
2023-03-08,54.97367161321206
2023-03-09,54.97367161321206
2023-03-10,59.554810914313066
2023-03-11,80.93346098611777
2023-03-12,83.98755385351843
2023-03-13,61.0818573480134
2023-03-14,61.0818573480134
2023-03-15,56.5007180469124
2023-03-16,59.554810914313066
2023-03-17,61.0818573480134
2023-03-18,79.40641455241743
2023-03-19,83.98755385351843
2023-03-20,61.0818573480134
2023-03-21,59.554810914313066
2023-03-22,58.02776448061273
2023-03-23,56.5007180469124
2023-03-24,59.554810914313066
2023-03-25,77.8793681187171
2023-03-26,80.93346098611777
2023-03-27,56.5007180469124
2023-03-28,56.5007180469124
2023-03-29,53.44662517951173
2023-03-30,56.5007180469124
2023-03-31,56.5007180469124
2023-04-01,77.8793681187171
2023-04-02,77.8793681187171
2023-04-03,61.0818573480134
2023-04-04,56.5007180469124
2023-04-05,56.5007180469124
2023-04-06,62.60890378171374
2023-04-07,73.29822881761609
2023-04-08,82.4605074198181
2023-04-09,88.56869315461944
2023-04-10,70.24413595021541
2023-04-11,59.554810914313066
2023-04-12,59.554810914313066
2023-04-13,56.5007180469124
2023-04-14,58.02776448061273
2023-04-15,79.40641455241743
2023-04-16,80.93346098611777
2023-04-17,53.44662517951173
2023-04-18,48.86548587841072
2023-04-19,53.44662517951173
2023-04-20,48.86548587841072
2023-04-21,56.5007180469124
2023-04-22,74.82527525131643
2023-04-23,80.93346098611777
2023-04-24,53.44662517951173
2023-04-25,50.39253231211106
2023-04-26,48.909115776516444
2023-04-27,48.189222457772004
2023-04-28,53.35936538330028
2023-04-29,71.88025712918005
2023-04-30,77.81392327155851
2023-05-01,51.875948847705665
2023-05-02,50.39253231211106
2023-05-03,48.909115776516444
2023-05-04,53.35936538330028
2023-05-05,50.39253231211106
2023-05-06,73.36367366477467
2023-05-07,74.84709020036928
2023-05-08,48.909115776516444
2023-05-09,47.42569924092183
2023-05-10,46.70580592217739
2023-05-11,47.42569924092183
2023-05-12,50.39253231211106
2023-05-13,69.676947274841
2023-05-14,72.64378034603023
2023-05-15,51.875948847705665
2023-05-16,48.909115776516444
2023-05-17,50.39253231211106
2023-05-18,48.189222457772004
2023-05-19,51.875948847705665
2023-05-20,74.84709020036928
2023-05-21,74.84709020036928
2023-05-22,51.875948847705665
2023-05-23,48.909115776516444
2023-05-24,50.39253231211106
2023-05-25,51.875948847705665
2023-05-26,60.47103877453326
2023-05-27,71.98933187444436
2023-05-28,69.10975859946659
2023-05-29,71.98933187444436
2023-05-30,57.59146549955549
2023-05-31,61.91082541202215
2023-06-01,59.031252137044376
2023-06-02,64.79039868699992
2023-06-03,73.42911851193325
2023-06-04,77.7484784243999
2023-06-05,63.35061204951104
2023-06-06,64.79039868699992
2023-06-07,61.91082541202215
2023-06-08,66.23018532448882
2023-06-09,64.79039868699992
2023-06-10,74.86890514942213
2023-06-11,70.54954523695548
2023-06-12,66.23018532448882
2023-06-13,66.23018532448882
2023-06-14,67.6699719619777
2023-06-15,70.54954523695548
2023-06-16,71.98933187444436
2023-06-17,74.86890514942213
2023-06-18,73.42911851193325
2023-06-19,73.42911851193325
2023-06-20,71.98933187444436
2023-06-21,70.54954523695548
2023-06-22,70.54954523695548
2023-06-23,73.42911851193325
2023-06-24,79.1882650618888
2023-06-25,79.1882650618888
2023-06-26,74.86890514942213
2023-06-27,71.98933187444436
2023-06-28,71.98933187444436
2023-06-29,70.54954523695548
2023-06-30,70.54954523695548
2023-07-01,73.42911851193325
2023-07-02,74.86890514942213
2023-07-03,71.98933187444436
2023-07-04,71.98933187444436
2023-07-05,69.10975859946659
2023-07-06,73.42911851193325
2023-07-07,74.86890514942213
2023-07-08,82.06783833686657
2023-07-09,80.62805169937769
2023-07-10,69.10975859946659
2023-07-11,73.42911851193325
2023-07-12,74.86890514942213
2023-07-13,76.30869178691103
2023-07-14,73.42911851193325
2023-07-15,79.1882650618888
2023-07-16,79.1882650618888
2023-07-17,71.98933187444436
2023-07-18,71.98933187444436
2023-07-19,73.42911851193325
2023-07-20,95.02591807426656
2023-07-21,74.86890514942213
2023-07-22,76.30869178691103
2023-07-23,82.06783833686657
2023-07-24,77.7484784243999
2023-07-25,74.86890514942213
2023-07-26,83.50762497435547
2023-07-27,74.86890514942213
2023-07-28,79.1882650618888
2023-07-29,83.50762497435547
2023-07-30,80.62805169937769
2023-07-31,76.30869178691103
2023-08-01,76.30869178691103
2023-08-02,76.30869178691103
2023-08-03,74.86890514942213
2023-08-04,79.1882650618888
2023-08-05,86.38719824933324
2023-08-06,84.94741161184434
2023-08-07,76.30869178691103
2023-08-08,70.54954523695548
2023-08-09,70.54954523695548
2023-08-10,73.42911851193325
2023-08-11,71.98933187444436
2023-08-12,79.1882650618888
2023-08-13,82.06783833686657
2023-08-14,67.6699719619777
2023-08-15,67.6699719619777
2023-08-16,63.35061204951104
2023-08-17,69.10975859946659
2023-08-18,63.35061204951104
2023-08-19,86.38719824933324
2023-08-20,83.50762497435547
2023-08-21,66.23018532448882
2023-08-22,61.91082541202215
2023-08-23,63.35061204951104
2023-08-24,60.47103877453326
2023-08-25,61.91082541202215
2023-08-26,76.30869178691103
2023-08-27,77.7484784243999
2023-08-28,56.1516788620666
2023-08-29,57.59146549955549
2023-08-30,57.59146549955549
2023-08-31,60.47103877453326
2023-09-01,61.91082541202215
2023-09-02,77.7484784243999
2023-09-03,79.1882650618888
2023-09-04,80.62805169937769
2023-09-05,53.27210558708883
2023-09-06,50.39253231211105
2023-09-07,47.51295903713328
2023-09-08,50.39253231211105
2023-09-09,76.30869178691103
2023-09-10,79.1882650618888
2023-09-11,51.83231894959994
2023-09-12,48.952745674622165
2023-09-13,48.952745674622165
2023-09-14,48.952745674622165
2023-09-15,53.27210558708883
2023-09-16,77.7484784243999
2023-09-17,80.62805169937769
2023-09-18,51.83231894959994
2023-09-19,48.952745674622165
2023-09-20,48.952745674622165
2023-09-21,48.952745674622165
2023-09-22,53.27210558708883
2023-09-23,77.7484784243999
2023-09-24,80.62805169937769
2023-09-25,56.1516788620666
2023-09-26,48.952745674622165
2023-09-27,48.952745674622165
2023-09-28,59.031252137044376
2023-09-29,53.27210558708883
2023-09-30,74.86890514942213
2023-10-01,73.42911851193325
2023-10-02,50.39253231211105
2023-10-03,47.51295903713328
2023-10-04,48.952745674622165
2023-10-05,51.83231894959994
2023-10-06,56.1516788620666
2023-10-07,74.86890514942213
2023-10-08,69.10975859946659
2023-10-09,61.91082541202215
2023-10-10,73.42911851193325
2023-10-11,64.79039868699992
2023-10-12,61.91082541202215
2023-10-13,63.35061204951104
2023-10-14,84.94741161184434
2023-10-15,84.94741161184434
2023-10-16,60.47103877453326
2023-10-17,51.83231894959994
2023-10-18,53.27210558708883
2023-10-19,54.71189222457772
2023-10-20,57.59146549955549
2023-10-21,116.62271763659987
2023-10-22,110.86357108664431
2023-10-23,56.1516788620666
2023-10-24,50.39253231211105
2023-10-25,50.39253231211105
2023-10-26,48.952745674622165
2023-10-27,51.83231894959994
2023-10-28,70.54954523695548
2023-10-29,73.42911851193325
2023-10-30,48.952745674622165
2023-10-31,43.19359912466662
2023-11-01,46.07317239964439
2023-11-02,46.07317239964439
2023-11-03,51.83231894959994
2023-11-04,67.6699719619777
2023-11-05,70.54954523695548
2023-11-06,47.51295903713328
2023-11-07,50.39253231211105
2023-11-08,48.952745674622165
2023-11-09,53.27210558708883
2023-11-10,63.35061204951104
2023-11-11,74.86890514942213
2023-11-12,71.98933187444436
2023-11-13,50.39253231211105
2023-11-14,47.51295903713328
2023-11-15,48.952745674622165
2023-11-16,60.47103877453326
2023-11-17,53.27210558708883
2023-11-18,70.54954523695548
2023-11-19,71.98933187444436
2023-11-20,60.47103877453326
2023-11-21,61.91082541202215
2023-11-22,70.54954523695548
2023-11-23,71.98933187444436
2023-11-24,71.98933187444436
2023-11-25,74.86890514942213
2023-11-26,76.30869178691103
2023-11-27,51.83231894959994
2023-11-28,50.39253231211105
2023-11-29,48.952745674622165
2023-11-30,48.952745674622165
2023-12-01,50.39253231211105
2023-12-02,71.98933187444436
2023-12-03,70.54954523695548
2023-12-04,50.39253231211105
2023-12-05,48.952745674622165
2023-12-06,48.952745674622165
2023-12-07,50.39253231211105
2023-12-08,51.83231894959994
2023-12-09,67.6699719619777
2023-12-10,73.42911851193325
2023-12-11,48.952745674622165
2023-12-12,47.51295903713328
2023-12-13,47.51295903713328
2023-12-14,50.39253231211105
2023-12-15,57.59146549955549
2023-12-16,70.54954523695548
2023-12-17,76.30869178691103
2023-12-18,54.71189222457772
2023-12-19,57.59146549955549
2023-12-20,63.35061204951104
2023-12-21,67.6699719619777
2023-12-22,71.98933187444436
2023-12-23,77.7484784243999
2023-12-24,82.06783833686657
2023-12-25,143.97866374888872
2023-12-26,95.02591807426654
2023-12-27,76.30869178691103
2023-12-28,74.86890514942212
2023-12-29,71.98933187444436
2023-12-30,77.7484784243999
2023-12-31,79.18826506188879
2024-01-01,74.86890514942212
2024-01-02,70.54954523695548
2024-01-03,61.91082541202215
2024-01-04,59.031252137044376
2024-01-05,60.471038774533255
2024-01-06,73.42911851193324
2024-01-07,73.42911851193324
2024-01-08,51.83231894959994
2024-01-09,51.83231894959994
2024-01-10,50.392532312111044
2024-01-11,48.952745674622165
2024-01-12,59.031252137044376
2024-01-13,70.54954523695548
2024-01-14,73.42911851193324
2024-01-15,73.42911851193324
2024-01-16,60.471038774533255
2024-01-17,59.031252137044376
2024-01-18,53.272105587088824
2024-01-19,59.031252137044376
2024-01-20,71.98933187444436
2024-01-21,67.6699719619777
2024-01-22,57.59146549955548
2024-01-23,51.83231894959993
2024-01-24,48.95274567462216
2024-01-25,48.95274567462216
2024-01-26,53.27210558708882
2024-01-27,74.86890514942212
2024-01-28,69.10975859946657
2024-01-29,50.392532312111044
2024-01-30,48.95274567462216
2024-01-31,47.51295903713327
2024-02-01,50.392532312111044
2024-02-02,51.83231894959993
2024-02-03,70.54954523695547
2024-02-04,71.98933187444435
2024-02-05,46.073172399644385
2024-02-06,46.073172399644385
2024-02-07,46.073172399644385
2024-02-08,46.073172399644385
2024-02-09,47.51295903713327
2024-02-10,64.79039868699992
2024-02-11,70.54954523695547
2024-02-12,46.073172399644385
2024-02-13,50.392532312111044
2024-02-14,44.6333857621555
2024-02-15,47.51295903713327
2024-02-16,53.27210558708882
2024-02-17,66.2301853244888
2024-02-18,70.54954523695547
2024-02-19,66.2301853244888
2024-02-20,48.95274567462216
2024-02-21,50.392532312111044
2024-02-22,50.392532312111044
2024-02-23,51.83231894959993
2024-02-24,80.62805169937768
2024-02-25,69.10975859946657
2024-02-26,46.073172399644385
2024-02-27,46.073172399644385
2024-02-28,46.073172399644385
2024-02-29,44.6333857621555
2024-03-01,50.392532312111044
2024-03-02,66.2301853244888
2024-03-03,71.98933187444435
2024-03-04,48.95274567462216
2024-03-05,47.51295903713327
2024-03-06,46.073172399644385
2024-03-07,46.073172399644385
2024-03-08,51.83231894959993
2024-03-09,67.6699719619777
2024-03-10,67.6699719619777
2024-03-11,48.95274567462216
2024-03-12,48.95274567462216
2024-03-13,50.392532312111044
2024-03-14,48.95274567462216
2024-03-15,59.03125213704437
2024-03-16,73.42911851193324
2024-03-17,76.30869178691101
2024-03-18,50.392532312111044
2024-03-19,48.95274567462216
2024-03-20,47.51295903713327
2024-03-21,47.51295903713327
2024-03-22,50.392532312111044
2024-03-23,69.10975859946657
2024-03-24,71.98933187444435
2024-03-25,56.151678862066596
2024-03-26,51.83231894959993
2024-03-27,51.83231894959993
2024-03-28,53.27210558708882
2024-03-29,64.79039868699992
2024-03-30,69.10975859946657
2024-03-31,76.30869178691101
2024-04-01,61.91082541202214
2024-04-02,57.59146549955548
2024-04-03,51.83231894959993
2024-04-04,48.95274567462216
2024-04-05,56.151678862066596
2024-04-06,69.10975859946657
2024-04-07,76.30869178691101
2024-04-08,51.83231894959993
2024-04-09,47.51295903713327
2024-04-10,48.95274567462216
2024-04-11,44.6333857621555
2024-04-12,50.392532312111044
2024-04-13,67.6699719619777
2024-04-14,70.54954523695547
2024-04-15,48.95274567462216
2024-04-16,47.51295903713327
2024-04-17,47.51295903713327
2024-04-18,46.073172399644385
2024-04-19,51.83231894959993
2024-04-20,71.98933187444435
2024-04-21,74.86890514942212
2024-04-22,53.27210558708882
2024-04-23,46.073172399644385
2024-04-24,48.95274567462216
2024-04-25,47.51295903713327
2024-04-26,53.27210558708882
2024-04-27,67.6699719619777
2024-04-28,73.42911851193324
2024-04-29,50.392532312111044
2024-04-30,46.073172399644385
2024-05-01,46.073172399644385
2024-05-02,44.6333857621555
2024-05-03,48.95274567462216
2024-05-04,63.35061204951103
2024-05-05,71.98933187444435
2024-05-06,47.51295903713327
2024-05-07,46.073172399644385
2024-05-08,46.073172399644385
2024-05-09,47.51295903713327
2024-05-10,48.95274567462216
2024-05-11,67.6699719619777
2024-05-12,69.10975859946657
2024-05-13,53.27210558708882
2024-05-14,48.95274567462216
2024-05-15,50.392532312111044
2024-05-16,48.95274567462216
2024-05-17,50.392532312111044
2024-05-18,83.50762497435545
2024-05-19,73.42911851193324
2024-05-20,53.27210558708882
2024-05-21,53.27210558708882
2024-05-22,51.83231894959993
2024-05-23,61.91082541202214
2024-05-24,64.79039868699992
2024-05-25,74.86890514942212
2024-05-26,71.98933187444435
2024-05-27,74.86890514942212
2024-05-28,63.35061204951103
2024-05-29,59.03125213704437
2024-05-30,59.03125213704437
2024-05-31,60.471038774533255
2024-06-01,69.10975859946657
2024-06-02,70.54954523695547
2024-06-03,57.59146549955548
2024-06-04,61.91082541202214
2024-06-05,67.6699719619777
2024-06-06,70.54954523695547
2024-06-07,63.35061204951103
2024-06-08,71.98933187444435
2024-06-09,73.42911851193324
2024-06-10,67.6699719619777
2024-06-11,66.2301853244888
2024-06-12,63.35061204951103
2024-06-13,64.79039868699992
2024-06-14,66.2301853244888
2024-06-15,70.54954523695547
2024-06-16,71.98933187444435
2024-06-17,70.54954523695547
2024-06-18,66.2301853244888
2024-06-19,70.54954523695547
2024-06-20,96.46570471175544
2024-06-21,70.54954523695547
2024-06-22,73.42911851193324
2024-06-23,73.42911851193324
2024-06-24,67.6699719619777
2024-06-25,66.2301853244888
2024-06-26,67.6699719619777
2024-06-27,70.54954523695547
2024-06-28,71.98933187444435
2024-06-29,71.98933187444435
2024-06-30,74.86890514942212
2024-07-01,76.30869178691101
2024-07-02,71.98933187444435
2024-07-03,70.54954523695547
2024-07-04,71.98933187444435
2024-07-05,66.2301853244888
2024-07-06,73.42911851193324
2024-07-07,74.86890514942212
2024-07-08,73.42911851193324
2024-07-09,70.54954523695547
2024-07-10,71.98933187444435
2024-07-11,69.10975859946657
2024-07-12,71.98933187444435
2024-07-13,71.98933187444435
2024-07-14,73.42911851193324
2024-07-15,74.86890514942212
2024-07-16,74.86890514942212
2024-07-17,74.86890514942212
2024-07-18,73.42911851193324
2024-07-19,74.86890514942212
2024-07-20,80.62805169937768
2024-07-21,84.94741161184433
2024-07-22,74.86890514942212
2024-07-23,74.86890514942212
2024-07-24,73.42911851193324
2024-07-25,76.30869178691101
2024-07-26,74.86890514942212
2024-07-27,76.30869178691101
2024-07-28,77.7484784243999
2024-07-29,71.98933187444435
2024-07-30,73.42911851193324
2024-07-31,73.42911851193324
2024-08-01,76.30869178691101
2024-08-02,77.7484784243999
2024-08-03,83.50762497435545
2024-08-04,82.06783833686656
2024-08-05,71.98933187444435
2024-08-06,73.42911851193324
2024-08-07,74.86890514942212
2024-08-08,71.98933187444435
2024-08-09,74.86890514942212
2024-08-10,80.62805169937768
2024-08-11,82.06783833686656
2024-08-12,69.10975859946657
2024-08-13,66.2301853244888
2024-08-14,66.2301853244888
2024-08-15,64.79039868699992
2024-08-16,66.2301853244888
2024-08-17,80.62805169937768
2024-08-18,82.06783833686656
2024-08-19,65.38325200831886
2024-08-20,60.80981210100123
2024-08-21,57.76085216278947
2024-08-22,56.236372193683586
2024-08-23,60.80981210100123
2024-08-24,77.49439842954892
2024-08-25,81.34794501812212
2024-08-26,53.991998905833256
2024-08-27,54.71189222457771
2024-08-28,52.46751893672738
2024-08-29,54.71189222457771
2024-08-30,60.00522545063979
2024-08-31,72.20106520348683
2024-09-01,83.59231830597244
2024-09-02,82.87242498722799
2024-09-03,54.71189222457771
2024-09-04,51.662932286365944
2024-09-05,50.943038967621504
2024-09-06,54.71189222457771
2024-09-07,74.44543849133716
2024-09-08,80.54335836776067
2024-09-09,50.13845231726006
2024-09-10,50.13845231726006
2024-09-11,48.613972348154185
2024-09-12,49.41855899851562
2024-09-13,53.991998905833256
2024-09-14,72.92095852223127
2024-09-15,67.62762529616919
2024-09-16,58.480745481533916
2024-09-17,48.27519902168621
2024-09-18,49.884372322409085
2024-09-19,48.27519902168621
2024-09-20,53.10271892385483
2024-09-21,69.19445193108356
2024-09-22,74.0219718332522
