Time,bills
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,2.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,8.0
2022-08-14,5.0
2022-08-15,3.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,3.0
2022-08-20,8.0
2022-08-21,4.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,7.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,4.5
2022-08-30,5.0
2022-08-31,4.5
2022-09-01,4.5
2022-09-02,2.75
2022-09-03,2.75
2022-09-04,3.25
2022-09-05,4.5
2022-09-06,5.0
2022-09-07,5.5
2022-09-08,18.25
2022-09-09,53.25
2022-09-10,5.0
2022-09-11,5.5
2022-09-12,5.0
2022-09-13,4.5
2022-09-14,3.25
2022-09-15,3.25
2022-09-16,4.5
2022-09-17,2.75
2022-09-18,7.25
2022-09-19,15.5
2022-09-20,37.75
2022-09-21,5.5
2022-09-22,5.0
2022-09-23,5.0
2022-09-24,5.0
2022-09-25,31.0
2022-09-26,7.75
2022-09-27,5.0
2022-09-28,2.5
2022-09-29,5.0
2022-09-30,5.0
2022-10-01,2.5
2022-10-02,22.5
2022-10-03,5.0
2022-10-04,5.0
2022-10-05,2.5
2022-10-06,2.5
2022-10-07,5.0
2022-10-08,5.0
2022-10-09,22.5
2022-10-10,7.5
2022-10-11,5.0
2022-10-12,5.0
2022-10-13,5.0
2022-10-14,5.0
2022-10-15,5.0
2022-10-16,30.0
2022-10-17,12.5
2022-10-18,5.0
2022-10-19,5.0
2022-10-20,2.5
2022-10-21,2.5
2022-10-22,2.5
2022-10-23,7.5
2022-10-24,5.0
2022-10-25,5.0
2022-10-26,2.5
2022-10-27,5.0
2022-10-28,5.0
2022-10-29,2.5
2022-10-30,12.5
2022-10-31,30.0
2022-11-01,5.0
2022-11-02,5.0
2022-11-03,5.0
2022-11-04,5.0
2022-11-05,5.0
2022-11-06,22.5
2022-11-07,7.5
2022-11-08,5.0
2022-11-09,5.0
2022-11-10,5.0
2022-11-11,5.0
2022-11-12,5.0
2022-11-13,32.5
2022-11-14,7.5
2022-11-15,5.0
2022-11-16,5.0
2022-11-17,7.5
2022-11-18,10.0
2022-11-19,10.0
2022-11-20,25.0
2022-11-21,7.5
2022-11-22,5.0
2022-11-23,5.0
2022-11-24,32.5
2022-11-25,7.5
2022-11-26,2.5
2022-11-27,5.0
2022-11-28,5.0
2022-11-29,2.5
2022-11-30,5.0
2022-12-01,7.5
2022-12-02,30.0
2022-12-03,5.0
2022-12-04,5.0
2022-12-05,5.0
2022-12-06,5.0
2022-12-07,5.0
2022-12-08,5.0
2022-12-09,5.0
2022-12-10,2.5
2022-12-11,17.5
2022-12-12,7.5
2022-12-13,5.0
2022-12-14,5.0
2022-12-15,5.0
2022-12-16,5.0
2022-12-17,12.5
2022-12-18,50.0
2022-12-19,5.0
2022-12-20,5.0
2022-12-21,2.5
2022-12-22,2.5
2022-12-23,5.0
2022-12-24,20.0
2022-12-25,7.5
2022-12-26,5.0
2022-12-27,5.0
2022-12-28,2.5
2022-12-29,2.5
2022-12-30,5.0
2022-12-31,2.5
2023-01-01,7.5
2023-01-02,10.0
2023-01-03,250.0
2023-01-04,37.5
2023-01-05,22.5
2023-01-06,17.5
2023-01-07,12.5
2023-01-08,47.5
2023-01-09,15.0
2023-01-10,5.0
2023-01-11,5.0
2023-01-12,5.0
2023-01-13,5.0
2023-01-14,7.5
2023-01-15,77.5
2023-01-16,15.0
2023-01-17,7.5
2023-01-18,5.0
2023-01-19,5.0
2023-01-20,7.5
2023-01-21,10.0
2023-01-22,87.5
2023-01-23,17.5
2023-01-24,5.0
2023-01-25,5.0
2023-01-26,2.5
2023-01-27,2.5
2023-01-28,2.5
2023-01-29,2.5
2023-01-30,2.5
2023-01-31,2.5
2023-02-01,2.5
2023-02-02,2.5
2023-02-03,2.5
2023-02-04,2.5
2023-02-05,2.5
2023-02-06,2.5
2023-02-07,2.5
2023-02-08,2.5
2023-02-09,2.5
2023-02-10,2.5
2023-02-11,2.5
2023-02-12,2.5
2023-02-13,2.5
2023-02-14,2.5
2023-02-15,2.5
2023-02-16,2.5
2023-02-17,2.5
2023-02-18,2.5
2023-02-19,2.5
2023-02-20,2.5
2023-02-21,2.5
2023-02-22,2.5
2023-02-23,2.5
2023-02-24,2.5
2023-02-25,2.5
2023-02-26,2.5
2023-02-27,2.5
2023-02-28,2.5
2023-03-01,2.5
2023-03-02,2.5
2023-03-03,2.5
2023-03-04,2.5
2023-03-05,2.5
2023-03-06,2.5
2023-03-07,2.5
2023-03-08,2.5
2023-03-09,2.5
2023-03-10,2.5
2023-03-11,2.5
2023-03-12,2.5
2023-03-13,2.5
2023-03-14,2.5
2023-03-15,5.0
2023-03-16,2.5
2023-03-17,2.5
2023-03-18,2.5
2023-03-19,2.5
2023-03-20,2.5
2023-03-21,2.5
2023-03-22,2.5
2023-03-23,2.5
2023-03-24,2.5
2023-03-25,2.5
2023-03-26,2.5
2023-03-27,2.5
2023-03-28,2.5
2023-03-29,2.5
2023-03-30,2.5
2023-03-31,2.5
2023-04-01,2.5
2023-04-02,2.5
2023-04-03,2.5
2023-04-04,2.5
2023-04-05,2.5
2023-04-06,2.5
2023-04-07,2.5
2023-04-08,2.5
2023-04-09,2.5
2023-04-10,2.5
2023-04-11,2.5
2023-04-12,2.5
2023-04-13,2.5
2023-04-14,2.5
2023-04-15,2.5
2023-04-16,2.5
2023-04-17,2.5
2023-04-18,2.5
2023-04-19,2.5
2023-04-20,2.5
2023-04-21,2.5
2023-04-22,2.5
2023-04-23,2.5
2023-04-24,2.5
2023-04-25,2.5
2023-04-26,2.5
2023-04-27,2.916666666666667
2023-04-28,5.416666666666667
2023-04-29,5.416666666666667
2023-04-30,2.916666666666667
2023-05-01,2.916666666666667
2023-05-02,2.916666666666667
2023-05-03,2.5
2023-05-04,2.916666666666667
2023-05-05,2.5
2023-05-06,2.5
2023-05-07,2.5
2023-05-08,2.5
2023-05-09,2.916666666666667
2023-05-10,2.916666666666667
2023-05-11,3.3333333333333335
2023-05-12,5.0
2023-05-13,2.5
2023-05-14,2.5
2023-05-15,2.916666666666667
2023-05-16,2.5
2023-05-17,2.5
2023-05-18,2.5
2023-05-19,2.5
2023-05-20,2.5
2023-05-21,2.5
2023-05-22,2.5
2023-05-23,2.5
2023-05-24,2.5
2023-05-25,2.5
2023-05-26,2.5
2023-05-27,2.5
2023-05-28,2.5
2023-05-29,2.5
2023-05-30,2.5
2023-05-31,2.5
2023-06-01,3.3333333333333335
2023-06-02,2.5
2023-06-03,2.5
2023-06-04,2.5
2023-06-05,2.5
2023-06-06,2.5
2023-06-07,2.5
2023-06-08,2.5
2023-06-09,2.5
2023-06-10,2.5
2023-06-11,2.5
2023-06-12,2.5
2023-06-13,2.5
2023-06-14,3.3333333333333335
2023-06-15,2.5
2023-06-16,2.5
2023-06-17,2.5
2023-06-18,2.5
2023-06-19,2.5
2023-06-20,2.5
2023-06-21,2.5
2023-06-22,2.5
2023-06-23,2.5
2023-06-24,2.5
2023-06-25,2.5
2023-06-26,2.5
2023-06-27,2.5
2023-06-28,2.5
2023-06-29,2.5
2023-06-30,2.5
2023-07-01,2.5
2023-07-02,2.5
2023-07-03,2.5
2023-07-04,2.5
2023-07-05,2.5
2023-07-06,2.5
2023-07-07,2.5
2023-07-08,2.5
2023-07-09,2.5
2023-07-10,2.5
2023-07-11,2.5
2023-07-12,2.5
2023-07-13,3.3333333333333335
2023-07-14,2.5
2023-07-15,2.5
2023-07-16,2.5
2023-07-17,2.5
2023-07-18,2.5
2023-07-19,2.5
2023-07-20,2.5
2023-07-21,2.5
2023-07-22,2.5
2023-07-23,2.5
2023-07-24,3.3333333333333335
2023-07-25,3.3333333333333335
2023-07-26,3.3333333333333335
2023-07-27,3.3333333333333335
2023-07-28,3.3333333333333335
2023-07-29,3.3333333333333335
2023-07-30,3.3333333333333335
2023-07-31,3.3333333333333335
2023-08-01,3.3333333333333335
2023-08-02,3.3333333333333335
2023-08-03,3.3333333333333335
2023-08-04,3.3333333333333335
2023-08-05,3.3333333333333335
2023-08-06,3.3333333333333335
2023-08-07,3.3333333333333335
2023-08-08,3.3333333333333335
2023-08-09,3.3333333333333335
2023-08-10,3.3333333333333335
2023-08-11,3.3333333333333335
2023-08-12,10.0
2023-08-13,4.166666666666667
2023-08-14,3.3333333333333335
2023-08-15,3.3333333333333335
2023-08-16,3.3333333333333335
2023-08-17,3.3333333333333335
2023-08-18,3.3333333333333335
2023-08-19,7.5
2023-08-20,7.5
2023-08-21,3.3333333333333335
2023-08-22,3.3333333333333335
2023-08-23,3.3333333333333335
2023-08-24,3.3333333333333335
2023-08-25,3.3333333333333335
2023-08-26,7.5
2023-08-27,5.0
2023-08-28,4.166666666666667
2023-08-29,5.0
2023-08-30,4.166666666666667
2023-08-31,3.3333333333333335
2023-09-01,3.3333333333333335
2023-09-02,3.3333333333333335
2023-09-03,4.166666666666667
2023-09-04,4.166666666666667
2023-09-05,4.166666666666667
2023-09-06,5.833333333333334
2023-09-07,5.0
2023-09-08,4.166666666666667
2023-09-09,3.3333333333333335
2023-09-10,7.5
2023-09-11,17.5
2023-09-12,56.66666666666667
2023-09-13,5.833333333333334
2023-09-14,5.0
2023-09-15,5.0
2023-09-16,4.166666666666667
2023-09-17,22.5
2023-09-18,6.666666666666667
2023-09-19,5.0
2023-09-20,4.166666666666667
2023-09-21,4.166666666666667
2023-09-22,4.166666666666667
2023-09-23,4.166666666666667
2023-09-24,21.666666666666668
2023-09-25,6.666666666666667
2023-09-26,5.0
2023-09-27,4.166666666666667
2023-09-28,4.166666666666667
2023-09-29,5.0
2023-09-30,5.0
2023-10-01,30.0
2023-10-02,8.333333333333334
2023-10-03,5.833333333333334
2023-10-04,5.0
2023-10-05,5.0
2023-10-06,5.0
2023-10-07,5.833333333333334
2023-10-08,43.333333333333336
2023-10-09,6.666666666666667
2023-10-10,4.166666666666667
2023-10-11,4.166666666666667
2023-10-12,4.166666666666667
2023-10-13,4.166666666666667
2023-10-14,3.3333333333333335
2023-10-15,11.666666666666668
2023-10-16,42.5
2023-10-17,5.833333333333334
2023-10-18,4.166666666666667
2023-10-19,4.166666666666667
2023-10-20,4.166666666666667
2023-10-21,4.166666666666667
2023-10-22,27.5
2023-10-23,6.666666666666667
2023-10-24,4.166666666666667
2023-10-25,5.0
2023-10-26,10.833333333333334
2023-10-27,34.16666666666667
2023-10-28,4.166666666666667
2023-10-29,5.833333333333334
2023-10-30,5.0
2023-10-31,5.833333333333334
2023-11-01,5.0
2023-11-02,4.166666666666667
2023-11-03,4.166666666666667
2023-11-04,4.166666666666667
2023-11-05,10.833333333333334
2023-11-06,30.0
2023-11-07,5.0
2023-11-08,9.166666666666668
2023-11-09,10.833333333333334
2023-11-10,8.333333333333334
2023-11-11,5.0
2023-11-12,7.5
2023-11-13,10.833333333333334
2023-11-14,44.16666666666667
2023-11-15,6.666666666666667
2023-11-16,5.0
2023-11-17,5.0
2023-11-18,4.166666666666667
2023-11-19,18.333333333333336
2023-11-20,13.333333333333334
2023-11-21,5.0
2023-11-22,3.3333333333333335
2023-11-23,4.166666666666667
2023-11-24,4.166666666666667
2023-11-25,4.166666666666667
2023-11-26,22.5
2023-11-27,25.0
2023-11-28,5.0
2023-11-29,3.3333333333333335
2023-11-30,4.166666666666667
2023-12-01,4.166666666666667
2023-12-02,3.3333333333333335
2023-12-03,5.833333333333334
2023-12-04,5.0
2023-12-05,4.166666666666667
2023-12-06,3.3333333333333335
2023-12-07,4.166666666666667
2023-12-08,4.166666666666667
2023-12-09,4.166666666666667
2023-12-10,21.666666666666668
2023-12-11,20.833333333333336
2023-12-12,6.666666666666667
2023-12-13,5.0
2023-12-14,4.166666666666667
2023-12-15,5.0
2023-12-16,5.0
2023-12-17,30.833333333333336
2023-12-18,19.166666666666668
2023-12-19,5.833333333333334
2023-12-20,5.0
2023-12-21,4.166666666666667
2023-12-22,4.861111111111112
2023-12-23,11.736111111111112
2023-12-24,59.09722222222223
2023-12-25,7.291666666666668
2023-12-26,5.868055555555556
2023-12-27,4.444444444444445
2023-12-28,4.444444444444445
2023-12-29,4.861111111111112
2023-12-30,4.861111111111112
2023-12-31,26.909722222222225
2024-01-01,10.729166666666668
2024-01-02,4.861111111111112
2024-01-03,4.861111111111112
2024-01-04,4.861111111111112
2024-01-05,4.861111111111112
2024-01-06,6.875000000000001
2024-01-07,21.458333333333336
2024-01-08,56.66666666666667
2024-01-09,6.875000000000001
2024-01-10,5.868055555555556
2024-01-11,5.868055555555556
2024-01-12,8.298611111111112
2024-01-13,24.895833333333336
2024-01-14,23.472222222222225
2024-01-15,83.5763888888889
2024-01-16,54.236111111111114
2024-01-17,9.305555555555557
2024-01-18,8.298611111111112
2024-01-19,9.305555555555557
2024-01-20,14.166666666666668
2024-01-21,61.3888888888889
2024-01-22,118.05555555555559
2024-01-23,8.263888888888891
2024-01-24,5.902777777777779
2024-01-25,4.722222222222223
2024-01-26,4.722222222222223
2024-01-27,3.5416666666666674
2024-01-28,4.722222222222223
2024-01-29,3.5416666666666674
2024-01-30,3.5416666666666674
2024-01-31,3.5416666666666674
2024-02-01,3.5416666666666674
2024-02-02,2.3611111111111116
2024-02-03,2.3611111111111116
2024-02-04,2.3611111111111116
2024-02-05,3.5416666666666674
2024-02-06,2.3611111111111116
2024-02-07,2.3611111111111116
2024-02-08,2.3611111111111116
2024-02-09,2.3611111111111116
2024-02-10,2.3611111111111116
2024-02-11,2.3611111111111116
2024-02-12,3.5416666666666674
2024-02-13,2.3611111111111116
2024-02-14,2.3611111111111116
2024-02-15,2.3611111111111116
2024-02-16,2.3611111111111116
2024-02-17,2.3611111111111116
2024-02-18,2.3611111111111116
2024-02-19,2.3611111111111116
2024-02-20,2.3611111111111116
2024-02-21,2.3611111111111116
2024-02-22,2.3611111111111116
2024-02-23,2.3611111111111116
2024-02-24,2.3611111111111116
2024-02-25,2.3611111111111116
2024-02-26,2.3611111111111116
2024-02-27,2.3611111111111116
2024-02-28,2.3611111111111116
2024-02-29,3.5416666666666674
2024-03-01,2.3611111111111116
2024-03-02,2.3611111111111116
2024-03-03,2.3611111111111116
2024-03-04,2.3611111111111116
2024-03-05,2.3611111111111116
2024-03-06,3.5416666666666674
2024-03-07,4.722222222222223
2024-03-08,3.5416666666666674
2024-03-09,2.3611111111111116
2024-03-10,2.3611111111111116
2024-03-11,3.5416666666666674
2024-03-12,3.5416666666666674
2024-03-13,3.5416666666666674
2024-03-14,3.5416666666666674
2024-03-15,3.5416666666666674
2024-03-16,2.3611111111111116
2024-03-17,2.3611111111111116
2024-03-18,2.3611111111111116
2024-03-19,2.3611111111111116
2024-03-20,3.5416666666666674
2024-03-21,2.3611111111111116
2024-03-22,2.3611111111111116
2024-03-23,2.3611111111111116
2024-03-24,2.3611111111111116
2024-03-25,3.5416666666666674
2024-03-26,2.3611111111111116
2024-03-27,2.3611111111111116
2024-03-28,2.3611111111111116
2024-03-29,2.3611111111111116
2024-03-30,2.3611111111111116
2024-03-31,2.3611111111111116
2024-04-01,2.3611111111111116
2024-04-02,2.3611111111111116
2024-04-03,7.083333333333335
2024-04-04,4.722222222222223
2024-04-05,3.5416666666666674
2024-04-06,2.3611111111111116
2024-04-07,2.3611111111111116
2024-04-08,2.3611111111111116
2024-04-09,2.3611111111111116
2024-04-10,2.3611111111111116
2024-04-11,3.5416666666666674
2024-04-12,2.3611111111111116
2024-04-13,2.3611111111111116
2024-04-14,2.3611111111111116
2024-04-15,2.3611111111111116
2024-04-16,2.3611111111111116
2024-04-17,2.3611111111111116
2024-04-18,2.3611111111111116
2024-04-19,2.3611111111111116
2024-04-20,2.3611111111111116
2024-04-21,2.3611111111111116
2024-04-22,2.3611111111111116
2024-04-23,2.3611111111111116
2024-04-24,2.3611111111111116
2024-04-25,3.5416666666666674
2024-04-26,9.444444444444446
2024-04-27,8.263888888888891
2024-04-28,7.083333333333335
2024-04-29,4.722222222222223
2024-04-30,3.5416666666666674
2024-05-01,3.5416666666666674
2024-05-02,2.3611111111111116
2024-05-03,3.5416666666666674
2024-05-04,2.3611111111111116
2024-05-05,2.3611111111111116
2024-05-06,2.3611111111111116
2024-05-07,2.3611111111111116
2024-05-08,2.3611111111111116
2024-05-09,2.3611111111111116
2024-05-10,2.3611111111111116
2024-05-11,2.3611111111111116
2024-05-12,2.3611111111111116
2024-05-13,2.3611111111111116
2024-05-14,3.5416666666666674
2024-05-15,3.5416666666666674
2024-05-16,4.722222222222223
2024-05-17,3.5416666666666674
2024-05-18,2.3611111111111116
2024-05-19,2.3611111111111116
2024-05-20,2.3611111111111116
2024-05-21,2.3611111111111116
2024-05-22,2.3611111111111116
2024-05-23,2.3611111111111116
2024-05-24,2.3611111111111116
2024-05-25,2.3611111111111116
2024-05-26,2.3611111111111116
2024-05-27,2.3611111111111116
2024-05-28,2.3611111111111116
2024-05-29,2.3611111111111116
2024-05-30,2.3611111111111116
2024-05-31,2.3611111111111116
2024-06-01,3.5416666666666674
2024-06-02,2.3611111111111116
2024-06-03,2.3611111111111116
2024-06-04,2.3611111111111116
2024-06-05,2.3611111111111116
2024-06-06,2.3611111111111116
2024-06-07,2.3611111111111116
2024-06-08,2.3611111111111116
2024-06-09,2.3611111111111116
2024-06-10,2.3611111111111116
2024-06-11,2.3611111111111116
2024-06-12,2.3611111111111116
2024-06-13,2.3611111111111116
2024-06-14,2.3611111111111116
2024-06-15,2.3611111111111116
2024-06-16,2.3611111111111116
2024-06-17,2.3611111111111116
2024-06-18,2.3611111111111116
2024-06-19,2.3611111111111116
2024-06-20,2.3611111111111116
2024-06-21,2.3611111111111116
2024-06-22,2.3611111111111116
2024-06-23,2.3611111111111116
2024-06-24,2.3611111111111116
2024-06-25,2.3611111111111116
2024-06-26,2.3611111111111116
2024-06-27,2.3611111111111116
2024-06-28,2.3611111111111116
2024-06-29,2.3611111111111116
2024-06-30,2.3611111111111116
2024-07-01,2.3611111111111116
2024-07-02,2.3611111111111116
2024-07-03,2.3611111111111116
2024-07-04,2.3611111111111116
2024-07-05,2.3611111111111116
2024-07-06,2.3611111111111116
2024-07-07,2.3611111111111116
2024-07-08,2.3611111111111116
2024-07-09,2.3611111111111116
2024-07-10,2.3611111111111116
2024-07-11,2.3611111111111116
2024-07-12,2.3611111111111116
2024-07-13,2.3611111111111116
2024-07-14,2.3611111111111116
2024-07-15,2.3611111111111116
2024-07-16,2.3611111111111116
2024-07-17,2.3611111111111116
2024-07-18,2.3611111111111116
2024-07-19,2.3611111111111116
2024-07-20,2.3611111111111116
2024-07-21,2.3611111111111116
2024-07-22,2.3611111111111116
2024-07-23,3.5416666666666674
2024-07-24,2.3611111111111116
2024-07-25,2.3611111111111116
2024-07-26,2.3611111111111116
2024-07-27,2.3611111111111116
2024-07-28,3.5416666666666674
2024-07-29,2.3611111111111116
2024-07-30,2.3611111111111116
2024-07-31,2.3611111111111116
2024-08-01,3.5416666666666674
2024-08-02,3.5416666666666674
2024-08-03,3.5416666666666674
2024-08-04,2.3611111111111116
2024-08-05,2.3611111111111116
2024-08-06,2.3611111111111116
2024-08-07,3.5416666666666674
2024-08-08,3.5416666666666674
2024-08-09,3.5416666666666674
2024-08-10,10.625000000000002
2024-08-11,4.722222222222223
2024-08-12,3.5416666666666674
2024-08-13,3.5416666666666674
2024-08-14,3.5416666666666674
2024-08-15,3.5416666666666674
2024-08-16,3.5416666666666674
2024-08-17,5.902777777777779
2024-08-18,8.067129629629632
2024-08-19,3.7384259259259265
2024-08-20,3.7384259259259265
2024-08-21,3.7384259259259265
2024-08-22,3.7384259259259265
2024-08-23,3.7384259259259265
2024-08-24,8.067129629629632
2024-08-25,4.328703703703704
2024-08-26,3.7384259259259265
2024-08-27,5.312500000000001
2024-08-28,4.328703703703704
2024-08-29,3.7384259259259265
2024-08-30,3.7384259259259265
2024-08-31,3.7384259259259265
2024-09-01,4.328703703703704
2024-09-02,3.7384259259259265
2024-09-03,3.7384259259259265
2024-09-04,4.328703703703704
2024-09-05,4.328703703703704
2024-09-06,5.902777777777779
2024-09-07,5.902777777777779
2024-09-08,33.842592592592595
2024-09-09,8.067129629629632
2024-09-10,5.902777777777779
2024-09-11,5.902777777777779
2024-09-12,20.462962962962965
2024-09-13,55.28935185185186
2024-09-14,5.902777777777779
2024-09-15,5.902777777777779
2024-09-16,5.312500000000001
2024-09-17,3.9351851851851856
2024-09-18,3.9351851851851856
2024-09-19,3.9351851851851856
2024-09-20,3.9351851851851856
2024-09-21,3.9351851851851856
2024-09-22,7.870370370370371
2024-09-23,19.675925925925927
2024-09-24,33.449074074074076
2024-09-25,5.902777777777779
2024-09-26,3.9351851851851856
2024-09-27,3.9351851851851856
2024-09-28,3.9351851851851856
2024-09-29,15.740740740740742
2024-09-30,39.351851851851855
2024-10-01,5.902777777777779
2024-10-02,3.9351851851851856
2024-10-03,3.9351851851851856
2024-10-04,3.9351851851851856
2024-10-05,3.9351851851851856
2024-10-06,27.546296296296298
2024-10-07,5.902777777777779
2024-10-08,3.9351851851851856
2024-10-09,3.9351851851851856
2024-10-10,3.9351851851851856
2024-10-11,3.9351851851851856
2024-10-12,3.9351851851851856
2024-10-13,7.870370370370371
2024-10-14,15.740740740740742
2024-10-15,51.15740740740741
2024-10-16,5.902777777777779
2024-10-17,3.9351851851851856
2024-10-18,3.9351851851851856
2024-10-19,3.9351851851851856
2024-10-20,23.611111111111114
2024-10-21,7.870370370370371
2024-10-22,3.9351851851851856
2024-10-23,3.9351851851851856
2024-10-24,3.9351851851851856
2024-10-25,3.9351851851851856
2024-10-26,3.9351851851851856
2024-10-27,21.64351851851852
2024-10-28,7.870370370370371
2024-10-29,3.9351851851851856
2024-10-30,3.9351851851851856
2024-10-31,3.9351851851851856
2024-11-01,3.9351851851851856
2024-11-02,3.9351851851851856
2024-11-03,25.578703703703706
2024-11-04,7.870370370370371
2024-11-05,3.9351851851851856
2024-11-06,3.9351851851851856
2024-11-07,3.9351851851851856
2024-11-08,3.9351851851851856
2024-11-09,3.9351851851851856
2024-11-10,21.64351851851852
2024-11-11,5.902777777777779
2024-11-12,3.9351851851851856
2024-11-13,3.9351851851851856
2024-11-14,3.9351851851851856
2024-11-15,5.902777777777779
2024-11-16,3.9351851851851856
2024-11-17,33.449074074074076
2024-11-18,29.513888888888893
2024-11-19,5.902777777777779
2024-11-20,3.9351851851851856
2024-11-21,3.9351851851851856
2024-11-22,3.9351851851851856
2024-11-23,3.9351851851851856
2024-11-24,7.870370370370371
2024-11-25,3.9351851851851856
2024-11-26,3.9351851851851856
2024-11-27,3.9351851851851856
2024-11-28,3.9351851851851856
2024-11-29,5.902777777777779
2024-11-30,5.902777777777779
2024-12-01,17.708333333333336
2024-12-02,47.22222222222223
2024-12-03,5.902777777777779
2024-12-04,3.9351851851851856
2024-12-05,3.9351851851851856
2024-12-06,5.902777777777779
