Time,pizza_hut
2023-02-25,68.92307692307693
2023-02-26,65.96923076923078
2023-02-27,39.38461538461539
2023-02-28,33.47692307692308
2023-03-01,38.400000000000006
2023-03-02,41.353846153846156
2023-03-03,51.2
2023-03-04,64.0
2023-03-05,62.03076923076924
2023-03-06,35.44615384615385
2023-03-07,33.47692307692308
2023-03-08,37.41538461538462
2023-03-09,38.400000000000006
2023-03-10,50.21538461538462
2023-03-11,61.04615384615385
2023-03-12,63.01538461538462
2023-03-13,37.41538461538462
2023-03-14,40.36923076923077
2023-03-15,37.41538461538462
2023-03-16,40.36923076923077
2023-03-17,52.184615384615384
2023-03-18,62.03076923076924
2023-03-19,59.07692307692308
2023-03-20,34.46153846153847
2023-03-21,31.50769230769231
2023-03-22,32.49230769230769
2023-03-23,36.43076923076923
2023-03-24,51.2
2023-03-25,60.06153846153846
2023-03-26,58.0923076923077
2023-03-27,34.46153846153847
2023-03-28,32.49230769230769
2023-03-29,35.44615384615385
2023-03-30,37.41538461538462
2023-03-31,51.2
2023-04-01,65.96923076923078
2023-04-02,60.06153846153846
2023-04-03,34.46153846153847
2023-04-04,30.523076923076925
2023-04-05,35.44615384615385
2023-04-06,40.36923076923077
2023-04-07,51.2
2023-04-08,56.12307692307692
2023-04-09,54.15384615384616
2023-04-10,33.47692307692308
2023-04-11,32.49230769230769
2023-04-12,37.41538461538462
2023-04-13,36.43076923076923
2023-04-14,47.261538461538464
2023-04-15,58.0923076923077
2023-04-16,57.10769230769231
2023-04-17,31.50769230769231
2023-04-18,29.53846153846154
2023-04-19,32.49230769230769
2023-04-20,35.44615384615385
2023-04-21,49.23076923076923
2023-04-22,60.06153846153846
2023-04-23,57.10769230769231
2023-04-24,29.53846153846154
2023-04-25,31.50769230769231
2023-04-26,33.69399119860714
2023-04-27,36.58387508054234
2023-04-28,48.143410608283176
2023-04-29,60.056186337277055
2023-04-30,56.813062254088806
2023-05-01,33.3407509973541
2023-05-02,32.49520310379337
2023-05-03,30.450867115418887
2023-05-04,36.58387508054234
2023-05-05,43.209190737973486
2023-05-06,55.12196646696736
2023-05-07,54.76872626571432
2023-05-08,31.296415008979615
2023-05-09,26.715435339922955
2023-05-10,32.49520310379337
2023-05-11,33.69399119860714
2023-05-12,46.944622513469426
2023-05-13,57.16630245534184
2023-05-14,51.386534691471425
2023-05-15,32.49520310379337
2023-05-16,30.450867115418887
2023-05-17,31.64965521023265
2023-05-18,38.2749708676638
2023-05-19,48.98895850184391
2023-05-20,59.21063844371633
2023-05-21,62.59283001795923
2023-05-22,36.58387508054234
2023-05-23,32.49520310379337
2023-05-24,37.42942297410307
2023-05-25,42.01040264315973
2023-05-26,50.160108577930714
2023-05-27,57.93139300549744
2023-05-28,58.63787340800351
2023-05-29,51.57306938294285
2023-05-30,31.791618112772987
2023-05-31,35.32402012530332
2023-06-01,40.97586334535185
2023-06-02,50.86658898043678
2023-06-03,59.344353810509574
2023-06-04,55.105471395473174
2023-06-05,38.14994173532758
2023-06-06,34.617539722797254
2023-06-07,36.736980930315454
2023-06-08,40.26938294284578
2023-06-09,48.74714777291858
2023-06-10,57.93139300549744
2023-06-11,52.986030187954974
2023-06-12,36.03050052780939
2023-06-13,33.91105932029119
2023-06-14,32.498098515279054
2023-06-15,37.44346133282152
2023-06-16,46.62770656540038
2023-06-17,55.81195179797924
2023-06-18,55.105471395473174
2023-06-19,40.97586334535185
2023-06-20,32.498098515279054
2023-06-21,36.03050052780939
2023-06-22,36.736980930315454
2023-06-23,48.040667370412514
2023-06-24,55.81195179797924
2023-06-25,55.81195179797924
2023-06-26,38.85642213783365
2023-06-27,36.736980930315454
2023-06-28,38.14994173532758
2023-06-29,39.562902540339714
2023-06-30,49.45362817542465
2023-07-01,57.93139300549744
2023-07-02,55.105471395473174
2023-07-03,45.21474576038825
2023-07-04,54.39899099296711
2023-07-05,39.562902540339714
2023-07-06,37.44346133282152
2023-07-07,50.160108577930714
2023-07-08,52.986030187954974
2023-07-09,53.69251059046104
2023-07-10,35.32402012530332
2023-07-11,31.791618112772987
2023-07-12,33.20457891778512
2023-07-13,36.736980930315454
2023-07-14,47.33418696790645
2023-07-15,56.51843220048531
2023-07-16,51.57306938294285
2023-07-17,34.617539722797254
2023-07-18,31.791618112772987
2023-07-19,34.617539722797254
2023-07-20,35.32402012530332
2023-07-21,48.74714777291858
2023-07-22,53.69251059046104
2023-07-23,52.986030187954974
2023-07-24,36.03050052780939
2023-07-25,34.617539722797254
2023-07-26,31.791618112772987
2023-07-27,36.736980930315454
2023-07-28,48.74714777291858
2023-07-29,59.344353810509574
2023-07-30,55.105471395473174
2023-07-31,36.736980930315454
2023-08-01,34.617539722797254
2023-08-02,36.03050052780939
2023-08-03,36.736980930315454
2023-08-04,49.45362817542465
2023-08-05,57.224912602991374
2023-08-06,53.69251059046104
2023-08-07,35.32402012530332
2023-08-08,32.498098515279054
2023-08-09,49.45362817542465
2023-08-10,41.682343747857914
2023-08-11,50.86658898043678
2023-08-12,55.105471395473174
2023-08-13,52.279549785448914
2023-08-14,30.378657307760854
2023-08-15,30.378657307760854
2023-08-16,28.96569650274872
2023-08-17,34.617539722797254
2023-08-18,43.801784955376114
2023-08-19,53.69251059046104
2023-08-20,51.57306938294285
2023-08-21,31.791618112772987
2023-08-22,28.96569650274872
2023-08-23,30.378657307760854
2023-08-24,32.498098515279054
2023-08-25,44.50826535788218
2023-08-26,55.105471395473174
2023-08-27,51.57306938294285
2023-08-28,28.96569650274872
2023-08-29,28.96569650274872
2023-08-30,32.498098515279054
2023-08-31,34.617539722797254
2023-09-01,46.62770656540038
2023-09-02,55.105471395473174
2023-09-03,52.986030187954974
2023-09-04,48.74714777291858
2023-09-05,26.84625529523052
2023-09-06,27.552735697736587
2023-09-07,33.20457891778512
2023-09-08,43.09530455287005
2023-09-09,54.39899099296711
2023-09-10,52.279549785448914
2023-09-11,27.552735697736587
2023-09-12,26.139774892724457
2023-09-13,25.43329449021839
2023-09-14,30.378657307760854
2023-09-15,40.26938294284578
2023-09-16,55.105471395473174
2023-09-17,52.279549785448914
2023-09-18,26.84625529523052
2023-09-19,25.43329449021839
2023-09-20,28.259216100242654
2023-09-21,28.96569650274872
2023-09-22,44.50826535788218
2023-09-23,57.224912602991374
2023-09-24,54.39899099296711
2023-09-25,28.259216100242654
2023-09-26,25.43329449021839
2023-09-27,27.552735697736587
2023-09-28,29.672176905254787
2023-09-29,42.38882415036398
2023-09-30,57.224912602991374
2023-10-01,57.224912602991374
2023-10-02,28.96569650274872
2023-10-03,27.552735697736587
2023-10-04,27.552735697736587
2023-10-05,30.378657307760854
2023-10-06,43.09530455287005
2023-10-07,51.57306938294285
2023-10-08,51.57306938294285
2023-10-09,30.378657307760854
2023-10-10,26.139774892724457
2023-10-11,28.96569650274872
2023-10-12,31.08513771026692
2023-10-13,41.682343747857914
2023-10-14,54.39899099296711
2023-10-15,52.986030187954974
2023-10-16,28.259216100242654
2023-10-17,25.43329449021839
2023-10-18,26.84625529523052
2023-10-19,30.378657307760854
2023-10-20,43.09530455287005
2023-10-21,52.279549785448914
2023-10-22,51.57306938294285
2023-10-23,27.552735697736587
2023-10-24,26.84625529523052
2023-10-25,29.672176905254787
2023-10-26,31.791618112772987
2023-10-27,43.801784955376114
2023-10-28,57.224912602991374
2023-10-29,55.105471395473174
2023-10-30,29.672176905254787
2023-10-31,43.801784955376114
2023-11-01,39.562902540339714
2023-11-02,33.20457891778512
2023-11-03,43.801784955376114
2023-11-04,57.93139300549744
2023-11-05,55.105471395473174
2023-11-06,27.552735697736587
2023-11-07,28.259216100242654
2023-11-08,27.552735697736587
2023-11-09,31.08513771026692
2023-11-10,48.74714777291858
2023-11-11,56.51843220048531
2023-11-12,53.69251059046104
2023-11-13,28.259216100242654
2023-11-14,26.84625529523052
2023-11-15,28.259216100242654
2023-11-16,29.672176905254787
2023-11-17,40.97586334535185
2023-11-18,55.81195179797924
2023-11-19,52.986030187954974
2023-11-20,32.498098515279054
2023-11-21,32.498098515279054
2023-11-22,45.21474576038825
2023-11-23,38.14994173532758
2023-11-24,33.20457891778512
2023-11-25,49.45362817542465
2023-11-26,54.39899099296711
2023-11-27,29.672176905254787
2023-11-28,26.139774892724457
2023-11-29,27.552735697736587
2023-11-30,33.20457891778512
2023-12-01,43.09530455287005
2023-12-02,60.05083421301564
2023-12-03,52.986030187954974
2023-12-04,30.378657307760854
2023-12-05,27.552735697736587
2023-12-06,28.96569650274872
2023-12-07,30.378657307760854
2023-12-08,41.682343747857914
2023-12-09,56.51843220048531
2023-12-10,56.51843220048531
2023-12-11,28.96569650274872
2023-12-12,26.84625529523052
2023-12-13,30.378657307760854
2023-12-14,33.20457891778512
2023-12-15,44.50826535788218
2023-12-16,55.105471395473174
2023-12-17,52.986030187954974
2023-12-18,32.498098515279054
2023-12-19,30.378657307760854
2023-12-20,33.91105932029119
2023-12-21,41.682343747857914
2023-12-22,51.00115667615222
2023-12-23,58.060160369501006
2023-12-24,70.59003693348791
2023-12-25,67.06053508681352
2023-12-26,55.67796413543499
2023-12-27,50.56033146604992
2023-12-28,47.47165482947783
2023-12-29,55.324723934181954
2023-12-30,54.88389872407964
2023-12-31,62.736967828783776
2024-01-01,62.736967828783776
2024-01-02,34.147712854135584
2024-01-03,30.618211007461184
2024-01-04,33.70688764403327
2024-01-05,42.35402216009275
2024-01-06,51.35439687740525
2024-01-07,49.41302585344154
2024-01-08,29.824145596105843
2024-01-09,30.97145120871422
2024-01-10,47.82489503073086
2024-01-11,45.0894585954118
2024-01-12,46.67758941812248
2024-01-13,54.53065852282661
2024-01-14,53.73659311147127
2024-01-15,40.765891337382065
2024-01-16,29.824145596105843
2024-01-17,29.824145596105843
2024-01-18,29.824145596105843
2024-01-19,39.618585724773695
2024-01-20,58.060160369501006
2024-01-21,52.89902521227689
2024-01-22,30.857764707161518
2024-01-23,25.56786218593383
2024-01-24,27.33116302634306
2024-01-25,29.09446386675229
2024-01-26,38.792618489003054
2024-01-27,53.780675632481504
2024-01-28,53.780675632481504
2024-01-29,26.449512606138445
2024-01-30,26.449512606138445
2024-01-31,27.33116302634306
2024-02-01,31.739415127366133
2024-02-02,42.31922016982151
2024-02-03,59.95222857391381
2024-02-04,53.780675632481504
2024-02-05,26.449512606138445
2024-02-06,24.686211765729215
2024-02-07,31.739415127366133
2024-02-08,30.857764707161518
2024-02-09,47.6091226910492
2024-02-10,59.95222857391381
2024-02-11,88.16504202046148
2024-02-12,32.62106554757075
2024-02-13,27.33116302634306
2024-02-14,44.08252101023074
2024-02-15,33.502715967775366
2024-02-16,41.4375697496169
2024-02-17,52.017374792072275
2024-02-18,50.254073951663045
2024-02-19,33.502715967775366
2024-02-20,24.686211765729215
2024-02-21,27.33116302634306
2024-02-22,30.857764707161518
2024-02-23,39.67426890920767
2024-02-24,57.30727731329996
2024-02-25,53.780675632481504
2024-02-26,29.09446386675229
2024-02-27,28.212813446547674
2024-02-28,29.976114286956903
2024-02-29,31.739415127366133
2024-03-01,44.08252101023074
2024-03-02,55.54397647289073
2024-03-03,50.254073951663045
2024-03-04,26.449512606138445
2024-03-05,26.449512606138445
2024-03-06,26.449512606138445
2024-03-07,27.33116302634306
2024-03-08,42.31922016982151
2024-03-09,52.017374792072275
2024-03-10,52.89902521227689
2024-03-11,27.33116302634306
2024-03-12,27.33116302634306
2024-03-13,32.62106554757075
2024-03-14,53.780675632481504
2024-03-15,47.6091226910492
2024-03-16,52.017374792072275
2024-03-17,47.6091226910492
2024-03-18,27.33116302634306
2024-03-19,26.449512606138445
2024-03-20,26.449512606138445
2024-03-21,29.09446386675229
2024-03-22,41.4375697496169
2024-03-23,50.254073951663045
2024-03-24,51.13572437186766
2024-03-25,29.09446386675229
2024-03-26,28.212813446547674
2024-03-27,29.976114286956903
2024-03-28,31.739415127366133
2024-03-29,44.08252101023074
2024-03-30,51.13572437186766
2024-03-31,52.89902521227689
2024-04-01,33.502715967775366
2024-04-02,29.09446386675229
2024-04-03,29.976114286956903
2024-04-04,31.739415127366133
2024-04-05,44.08252101023074
2024-04-06,53.780675632481504
2024-04-07,49.37242353145843
2024-04-08,31.739415127366133
2024-04-09,29.976114286956903
2024-04-10,28.212813446547674
2024-04-11,29.09446386675229
2024-04-12,38.792618489003054
2024-04-13,48.490773111253816
2024-04-14,50.254073951663045
2024-04-15,25.56786218593383
2024-04-16,26.449512606138445
2024-04-17,27.33116302634306
2024-04-18,28.212813446547674
2024-04-19,42.31922016982151
2024-04-20,54.66232605268612
2024-04-21,48.490773111253816
2024-04-22,26.449512606138445
2024-04-23,26.449512606138445
2024-04-24,29.976114286956903
2024-04-25,30.857764707161518
2024-04-26,43.20087059002613
2024-04-27,53.780675632481504
2024-04-28,49.37242353145843
2024-04-29,28.212813446547674
2024-04-30,25.56786218593383
2024-05-01,27.33116302634306
2024-05-02,29.976114286956903
2024-05-03,42.31922016982151
2024-05-04,52.89902521227689
2024-05-05,48.490773111253816
2024-05-06,26.449512606138445
2024-05-07,27.33116302634306
2024-05-08,29.976114286956903
2024-05-09,34.38436638797998
2024-05-10,44.08252101023074
2024-05-11,56.42562689309535
2024-05-12,49.37242353145843
2024-05-13,31.739415127366133
2024-05-14,33.502715967775366
2024-05-15,33.502715967775366
2024-05-16,35.266016808184595
2024-05-17,50.254073951663045
2024-05-18,57.30727731329996
2024-05-19,53.780675632481504
2024-05-20,29.09446386675229
2024-05-21,34.38436638797998
2024-05-22,35.266016808184595
2024-05-23,39.67426890920767
2024-05-24,49.37242353145843
2024-05-25,57.30727731329996
2024-05-26,54.66232605268612
2024-05-27,52.89902521227689
2024-05-28,35.266016808184595
2024-05-29,37.91096806879844
2024-05-30,39.67426890920767
2024-05-31,52.017374792072275
2024-06-01,59.95222857391381
2024-06-02,53.780675632481504
2024-06-03,34.38436638797998
2024-06-04,32.62106554757075
2024-06-05,40.55591932941228
2024-06-06,36.14766722838921
2024-06-07,46.727472270844586
2024-06-08,48.490773111253816
2024-06-09,49.37242353145843
2024-06-10,32.62106554757075
2024-06-11,30.857764707161518
2024-06-12,29.976114286956903
2024-06-13,37.91096806879844
2024-06-14,46.727472270844586
2024-06-15,51.13572437186766
2024-06-16,52.017374792072275
2024-06-17,34.38436638797998
2024-06-18,34.38436638797998
2024-06-19,38.792618489003054
2024-06-20,37.029317648593825
2024-06-21,47.6091226910492
2024-06-22,55.54397647289073
2024-06-23,48.490773111253816
2024-06-24,34.38436638797998
2024-06-25,29.976114286956903
2024-06-26,31.739415127366133
2024-06-27,38.792618489003054
2024-06-28,48.490773111253816
2024-06-29,54.66232605268612
2024-06-30,55.54397647289073
2024-07-01,34.38436638797998
2024-07-02,37.029317648593825
2024-07-03,37.029317648593825
2024-07-04,52.89902521227689
2024-07-05,47.6091226910492
2024-07-06,51.13572437186766
2024-07-07,52.89902521227689
2024-07-08,32.62106554757075
2024-07-09,31.739415127366133
2024-07-10,30.857764707161518
2024-07-11,35.266016808184595
2024-07-12,44.08252101023074
2024-07-13,48.490773111253816
2024-07-14,49.37242353145843
2024-07-15,29.976114286956903
2024-07-16,31.739415127366133
2024-07-17,33.502715967775366
2024-07-18,32.62106554757075
2024-07-19,44.08252101023074
2024-07-20,50.254073951663045
2024-07-21,46.727472270844586
2024-07-22,32.62106554757075
2024-07-23,31.739415127366133
2024-07-24,29.976114286956903
2024-07-25,34.38436638797998
2024-07-26,44.96417143043536
2024-07-27,49.37242353145843
2024-07-28,46.727472270844586
2024-07-29,29.976114286956903
2024-07-30,29.09446386675229
2024-07-31,31.739415127366133
2024-08-01,34.38436638797998
2024-08-02,45.84582185063997
2024-08-03,50.254073951663045
2024-08-04,45.84582185063997
2024-08-05,29.09446386675229
2024-08-06,27.33116302634306
2024-08-07,27.33116302634306
2024-08-08,30.857764707161518
2024-08-09,38.792618489003054
2024-08-10,45.84582185063997
2024-08-11,45.84582185063997
2024-08-12,29.09446386675229
2024-08-13,27.33116302634306
2024-08-14,29.09446386675229
2024-08-15,31.739415127366133
2024-08-16,40.55591932941228
2024-08-17,47.6091226910492
2024-08-18,44.02374431555043
2024-08-19,27.321366910563007
2024-08-20,25.773580617314906
2024-08-21,24.99968747069086
2024-08-22,29.976114286956903
2024-08-23,39.48814270938669
2024-08-24,46.67849169194433
2024-08-25,47.011559628466074
2024-08-26,26.54747376393896
2024-08-27,24.666619534169115
2024-08-28,27.321366910563007
2024-08-29,29.976114286956903
2024-08-30,43.58291910544813
2024-08-31,53.09494752787792
2024-09-01,49.66630700485997
2024-09-02,45.57153060879854
2024-09-03,27.321366910563007
2024-09-04,25.773580617314906
2024-09-05,30.309182223478647
2024-09-06,38.714249562762646
2024-09-07,48.559345921714176
2024-09-08,50.881025361586325
2024-09-09,26.214405827417217
2024-09-10,23.89272638754506
2024-09-11,24.99968747069086
2024-09-12,28.09526005718706
2024-09-13,36.833395332992794
2024-09-14,48.559345921714176
2024-09-15,43.249851168926384
2024-09-16,24.666619534169115
2024-09-17,23.314755556522037
2024-09-18,23.980891429565524
2024-09-19,24.64702730260901
2024-09-20,33.97292952521782
2024-09-21,45.2972393669571
2024-09-22,41.30042412869618
2024-09-23,23.314755556522037
2024-09-24,22.64861968347855
2024-09-25,23.314755556522037
2024-09-26,27.977706667826443
