Time,facebook_marketplace
2022-06-30,71.0
2022-07-01,72.0
2022-07-02,76.0
2022-07-03,81.0
2022-07-04,78.0
2022-07-05,80.0
2022-07-06,78.0
2022-07-07,76.0
2022-07-08,74.0
2022-07-09,80.0
2022-07-10,85.0
2022-07-11,80.0
2022-07-12,80.0
2022-07-13,71.0
2022-07-14,73.0
2022-07-15,73.0
2022-07-16,84.0
2022-07-17,87.0
2022-07-18,88.0
2022-07-19,79.0
2022-07-20,74.0
2022-07-21,74.0
2022-07-22,67.0
2022-07-23,75.0
2022-07-24,85.0
2022-07-25,76.0
2022-07-26,75.0
2022-07-27,74.0
2022-07-28,77.0
2022-07-29,74.0
2022-07-30,76.0
2022-07-31,86.0
2022-08-01,79.0
2022-08-02,76.0
2022-08-03,74.0
2022-08-04,73.0
2022-08-05,72.0
2022-08-06,82.0
2022-08-07,87.0
2022-08-08,77.0
2022-08-09,78.0
2022-08-10,74.0
2022-08-11,80.0
2022-08-12,72.0
2022-08-13,80.0
2022-08-14,88.0
2022-08-15,80.0
2022-08-16,76.0
2022-08-17,79.0
2022-08-18,81.0
2022-08-19,77.0
2022-08-20,86.0
2022-08-21,86.0
2022-08-22,75.0
2022-08-23,78.0
2022-08-24,75.0
2022-08-25,72.0
2022-08-26,68.0
2022-08-27,83.0
2022-08-28,83.0
2022-08-29,72.96130189646335
2022-08-30,76.88031778575089
2022-08-31,69.0422860071758
2022-09-01,70.18195797027165
2022-09-02,67.90261404407997
2022-09-03,78.01998974884674
2022-09-04,79.15966171194259
2022-09-05,88.13736545361354
2022-09-06,72.96130189646335
2022-09-07,71.3216299333675
2022-09-08,65.12327011788827
2022-09-09,65.12327011788827
2022-09-10,70.68195797027165
2022-09-11,78.51998974884674
2022-09-12,63.98359815479242
2022-09-13,66.76294208098412
2022-09-14,67.90261404407997
2022-09-15,67.90261404407997
2022-09-16,69.0422860071758
2022-09-17,70.18195797027165
2022-09-18,74.1009738595592
2022-09-19,67.90261404407997
2022-09-20,69.0422860071758
2022-09-21,64.48359815479242
2022-09-22,65.62327011788827
2022-09-23,61.20425422860072
2022-09-24,70.18195797027165
2022-09-25,80.29933367503844
2022-09-26,67.90261404407997
2022-09-27,67.90261404407997
2022-09-28,65.24654023577652
2022-09-29,58.84982060481804
2022-09-30,69.08457201435161
2022-10-01,66.52588416196822
2022-10-02,74.20194771911841
2022-10-03,63.96719630958483
2022-10-04,63.96719630958483
2022-10-05,67.80522808815992
2022-10-06,65.24654023577652
2022-10-07,69.08457201435161
2022-10-08,70.36391594054331
2022-10-09,71.64325986673501
2022-10-10,70.36391594054331
2022-10-11,62.687852383393135
2022-10-12,65.24654023577652
2022-10-13,63.96719630958483
2022-10-14,63.96719630958483
2022-10-15,66.52588416196822
2022-10-16,72.92260379292671
2022-10-17,63.96719630958483
2022-10-18,63.96719630958483
2022-10-19,63.96719630958483
2022-10-20,63.96719630958483
2022-10-21,63.96719630958483
2022-10-22,70.36391594054331
2022-10-23,78.0399794976935
2022-10-24,63.96719630958483
2022-10-25,65.24654023577652
2022-10-26,65.24654023577652
2022-10-27,63.96719630958483
2022-10-28,60.129164531009735
2022-10-29,69.08457201435161
2022-10-30,69.08457201435161
2022-10-31,63.96719630958483
2022-11-01,61.408508457201435
2022-11-02,60.129164531009735
2022-11-03,65.24654023577652
2022-11-04,65.24654023577652
2022-11-05,72.92260379292671
2022-11-06,72.92260379292671
2022-11-07,61.408508457201435
2022-11-08,62.687852383393135
2022-11-09,57.57047667862635
2022-11-10,62.687852383393135
2022-11-11,72.92260379292671
2022-11-12,79.31932342388518
2022-11-13,80.59866735007688
2022-11-14,70.36391594054331
2022-11-15,69.08457201435161
2022-11-16,69.08457201435161
2022-11-17,66.52588416196822
2022-11-18,66.52588416196822
2022-11-19,72.92260379292671
2022-11-20,74.20194771911841
2022-11-21,67.80522808815992
2022-11-22,63.96719630958483
2022-11-23,62.687852383393135
2022-11-24,63.96719630958483
2022-11-25,71.64325986673501
2022-11-26,69.08457201435161
2022-11-27,72.92260379292671
2022-11-28,62.687852383393135
2022-11-29,66.52588416196822
2022-11-30,65.24654023577652
2022-12-01,60.129164531009735
2022-12-02,61.408508457201435
2022-12-03,66.52588416196822
2022-12-04,70.36391594054331
2022-12-05,62.687852383393135
2022-12-06,71.64325986673501
2022-12-07,67.80522808815992
2022-12-08,70.36391594054331
2022-12-09,67.80522808815992
2022-12-10,76.7606355715018
2022-12-11,81.87801127626858
2022-12-12,67.80522808815992
2022-12-13,70.36391594054331
2022-12-14,67.80522808815992
2022-12-15,69.08457201435161
2022-12-16,74.20194771911841
2022-12-17,75.4812916453101
2022-12-18,78.0399794976935
2022-12-19,72.92260379292671
2022-12-20,71.64325986673501
2022-12-21,70.36391594054331
2022-12-22,75.4812916453101
2022-12-23,74.20194771911841
2022-12-24,62.687852383393135
2022-12-25,65.24654023577652
2022-12-26,75.4812916453101
2022-12-27,75.4812916453101
2022-12-28,81.87801127626858
2022-12-29,76.7606355715018
2022-12-30,78.0399794976935
2022-12-31,81.87801127626858
2023-01-01,80.59866735007688
2023-01-02,92.11276268580215
2023-01-03,75.4812916453101
2023-01-04,89.55407483341875
2023-01-05,83.15735520246028
2023-01-06,75.4812916453101
2023-01-07,94.67145053818555
2023-01-08,95.95079446437724
2023-01-09,84.43669912865198
2023-01-10,80.59866735007688
2023-01-11,83.15735520246028
2023-01-12,83.15735520246028
2023-01-13,78.0399794976935
2023-01-14,92.11276268580215
2023-01-15,95.95079446437724
2023-01-16,95.95079446437724
2023-01-17,84.43669912865198
2023-01-18,84.43669912865198
2023-01-19,84.43669912865198
2023-01-20,78.0399794976935
2023-01-21,90.83341875961045
2023-01-22,97.23013839056894
2023-01-23,83.15735520246028
2023-01-24,85.71604305484367
2023-01-25,86.99538698103537
2023-01-26,80.59866735007688
2023-01-27,84.43669912865198
2023-01-28,90.83341875961045
2023-01-29,95.95079446437724
2023-01-30,86.99538698103537
2023-01-31,89.55407483341875
2023-02-01,84.43669912865198
2023-02-02,83.15735520246028
2023-02-03,88.27473090722707
2023-02-04,99.78882624295233
2023-02-05,104.90620194771913
2023-02-06,88.27473090722707
2023-02-07,85.71604305484367
2023-02-08,89.55407483341875
2023-02-09,84.43669912865198
2023-02-10,83.15735520246028
2023-02-11,103.62685802152743
2023-02-12,97.23013839056894
2023-02-13,79.31932342388518
2023-02-14,79.31932342388518
2023-02-15,81.87801127626858
2023-02-16,86.99538698103537
2023-02-17,90.83341875961045
2023-02-18,104.90620194771913
2023-02-19,102.34751409533573
2023-02-20,102.34751409533573
2023-02-21,93.39210661199385
2023-02-22,92.11276268580215
2023-02-23,90.83341875961045
2023-02-24,92.11276268580215
2023-02-25,116.42029728344438
2023-02-26,108.74423372629421
2023-02-27,95.95079446437724
2023-02-28,88.27473090722707
2023-03-01,85.71604305484367
2023-03-02,88.27473090722707
2023-03-03,98.50948231676064
2023-03-04,102.34751409533573
2023-03-05,113.861609431061
2023-03-06,97.23013839056894
2023-03-07,93.39210661199385
2023-03-08,97.23013839056894
2023-03-09,90.83341875961045
2023-03-10,92.11276268580215
2023-03-11,103.62685802152743
2023-03-12,108.74423372629421
2023-03-13,92.11276268580215
2023-03-14,89.55407483341875
2023-03-15,89.55407483341875
2023-03-16,90.83341875961045
2023-03-17,92.11276268580215
2023-03-18,102.34751409533573
2023-03-19,110.0235776524859
2023-03-20,95.95079446437724
2023-03-21,94.67145053818555
2023-03-22,93.39210661199385
2023-03-23,99.78882624295233
2023-03-24,94.67145053818555
2023-03-25,107.46488980010251
2023-03-26,115.1409533572527
2023-03-27,97.23013839056894
2023-03-28,92.11276268580215
2023-03-29,95.95079446437724
2023-03-30,88.27473090722707
2023-03-31,90.83341875961045
2023-04-01,106.18554587391081
2023-04-02,113.861609431061
2023-04-03,90.83341875961045
2023-04-04,94.67145053818555
2023-04-05,92.11276268580215
2023-04-06,97.23013839056894
2023-04-07,103.62685802152743
2023-04-08,107.46488980010251
2023-04-09,104.90620194771913
2023-04-10,98.50948231676064
2023-04-11,101.06817016914403
2023-04-12,101.06817016914403
2023-04-13,102.34751409533573
2023-04-14,95.95079446437724
2023-04-15,107.46488980010251
2023-04-16,118.97898513582778
2023-04-17,101.06817016914403
2023-04-18,94.67145053818555
2023-04-19,95.95079446437724
2023-04-20,98.50948231676064
2023-04-21,97.23013839056894
2023-04-22,116.42029728344438
2023-04-23,127.93439261916966
2023-04-24,98.50948231676064
2023-04-25,99.78882624295233
2023-04-26,98.32644001254094
2023-04-27,97.68676804944509
2023-04-28,96.94325746074568
2023-04-29,112.7979374935893
2023-04-30,120.3535222156614
2023-05-01,100.34929452743204
2023-05-02,107.2652072864083
2023-05-03,96.94325746074568
2023-05-04,89.38767273867359
2023-05-05,94.92040294585459
2023-05-06,101.09280511613144
2023-05-07,120.3535222156614
2023-05-08,103.85917021972195
2023-05-09,102.47598766792669
2023-05-10,101.09280511613144
2023-05-11,101.09280511613144
2023-05-12,99.70962256433619
2023-05-13,108.64838983820354
2023-05-14,120.3535222156614
2023-05-15,101.09280511613144
2023-05-16,103.11565963102254
2023-05-17,104.4988421828178
2023-05-18,101.09280511613144
2023-05-19,98.32644001254094
2023-05-20,117.58715711207091
2023-05-21,118.97033966386616
2023-05-22,108.64838983820354
2023-05-23,110.03157238999879
2023-05-24,104.4988421828178
2023-05-25,105.2423527715172
2023-05-26,105.57850359531527
2023-05-27,117.47467301450573
2023-05-28,123.42275772410096
2023-05-29,123.42275772410096
2023-05-30,111.5265883049105
2023-05-31,110.03956712751169
2023-06-01,111.5265883049105
2023-06-02,111.5265883049105
2023-06-03,118.96169419190454
2023-06-04,127.88382125629738
2023-06-05,114.50063065970811
2023-06-06,113.0136094823093
2023-06-07,107.06552477271408
2023-06-08,108.55254595011289
2023-06-09,107.06552477271408
2023-06-10,121.93573654670215
2023-06-11,127.88382125629738
2023-06-12,115.98765183710692
2023-06-13,117.47467301450573
2023-06-14,110.03956712751169
2023-06-15,115.98765183710692
2023-06-16,117.47467301450573
2023-06-17,120.44871536930334
2023-06-18,121.93573654670215
2023-06-19,127.88382125629738
2023-06-20,121.93573654670215
2023-06-21,117.47467301450573
2023-06-22,107.06552477271408
2023-06-23,114.50063065970811
2023-06-24,121.93573654670215
2023-06-25,129.37084243369617
2023-06-26,120.44871536930334
2023-06-27,114.50063065970811
2023-06-28,115.98765183710692
2023-06-29,115.98765183710692
2023-06-30,117.47467301450573
2023-07-01,118.96169419190454
2023-07-02,124.90977890149976
2023-07-03,120.44871536930334
2023-07-04,127.88382125629738
2023-07-05,117.47467301450573
2023-07-06,120.44871536930334
2023-07-07,115.98765183710692
2023-07-08,133.8319059658926
2023-07-09,133.8319059658926
2023-07-10,118.96169419190454
2023-07-11,117.47467301450573
2023-07-12,110.03956712751169
2023-07-13,117.47467301450573
2023-07-14,117.47467301450573
2023-07-15,132.3448847884938
2023-07-16,132.3448847884938
2023-07-17,118.96169419190454
2023-07-18,117.47467301450573
2023-07-19,118.96169419190454
2023-07-20,114.50063065970811
2023-07-21,117.47467301450573
2023-07-22,123.42275772410096
2023-07-23,127.88382125629738
2023-07-24,118.96169419190454
2023-07-25,118.96169419190454
2023-07-26,118.96169419190454
2023-07-27,120.44871536930334
2023-07-28,117.47467301450573
2023-07-29,129.37084243369617
2023-07-30,124.90977890149976
2023-07-31,117.47467301450573
2023-08-01,115.98765183710692
2023-08-02,111.5265883049105
2023-08-03,118.96169419190454
2023-08-04,120.44871536930334
2023-08-05,123.42275772410096
2023-08-06,135.3189271432914
2023-08-07,121.93573654670215
2023-08-08,120.44871536930334
2023-08-09,118.96169419190454
2023-08-10,115.98765183710692
2023-08-11,118.96169419190454
2023-08-12,129.37084243369617
2023-08-13,133.8319059658926
2023-08-14,121.93573654670215
2023-08-15,117.47467301450573
2023-08-16,124.90977890149976
2023-08-17,127.88382125629738
2023-08-18,113.0136094823093
2023-08-19,132.3448847884938
2023-08-20,135.3189271432914
2023-08-21,123.42275772410096
2023-08-22,120.44871536930334
2023-08-23,117.47467301450573
2023-08-24,114.50063065970811
2023-08-25,114.50063065970811
2023-08-26,123.42275772410096
2023-08-27,133.8319059658926
2023-08-28,115.98765183710692
2023-08-29,117.47467301450573
2023-08-30,114.50063065970811
2023-08-31,113.0136094823093
2023-09-01,113.0136094823093
2023-09-02,123.42275772410096
2023-09-03,129.37084243369617
2023-09-04,136.80594832069022
2023-09-05,114.50063065970811
2023-09-06,115.98765183710692
2023-09-07,111.5265883049105
2023-09-08,108.55254595011289
2023-09-09,124.90977890149976
2023-09-10,124.90977890149976
2023-09-11,111.5265883049105
2023-09-12,108.55254595011289
2023-09-13,108.55254595011289
2023-09-14,108.55254595011289
2023-09-15,110.03956712751169
2023-09-16,123.42275772410096
2023-09-17,123.42275772410096
2023-09-18,117.47467301450573
2023-09-19,113.0136094823093
2023-09-20,111.5265883049105
2023-09-21,110.03956712751169
2023-09-22,107.06552477271408
2023-09-23,133.8319059658926
2023-09-24,129.37084243369617
2023-09-25,118.96169419190454
2023-09-26,115.98765183710692
2023-09-27,115.98765183710692
2023-09-28,111.5265883049105
2023-09-29,110.03956712751169
2023-09-30,121.93573654670215
2023-10-01,124.90977890149976
2023-10-02,102.60446124051767
2023-10-03,110.03956712751169
2023-10-04,111.5265883049105
2023-10-05,110.03956712751169
2023-10-06,111.5265883049105
2023-10-07,126.39680007889856
2023-10-08,121.93573654670215
2023-10-09,118.96169419190454
2023-10-10,113.0136094823093
2023-10-11,110.03956712751169
2023-10-12,108.55254595011289
2023-10-13,104.09148241791647
2023-10-14,123.42275772410096
2023-10-15,138.292969498089
2023-10-16,111.5265883049105
2023-10-17,108.55254595011289
2023-10-18,113.0136094823093
2023-10-19,115.98765183710692
2023-10-20,118.96169419190454
2023-10-21,123.42275772410096
2023-10-22,121.93573654670215
2023-10-23,118.96169419190454
2023-10-24,113.0136094823093
2023-10-25,110.03956712751169
2023-10-26,107.06552477271408
2023-10-27,108.55254595011289
2023-10-28,121.93573654670215
2023-10-29,120.44871536930334
2023-10-30,105.57850359531527
2023-10-31,107.06552477271408
2023-11-01,105.57850359531527
2023-11-02,108.55254595011289
2023-11-03,107.06552477271408
2023-11-04,118.96169419190454
2023-11-05,126.39680007889856
2023-11-06,110.03956712751169
2023-11-07,111.5265883049105
2023-11-08,110.03956712751169
2023-11-09,108.55254595011289
2023-11-10,111.5265883049105
2023-11-11,120.44871536930334
2023-11-12,124.90977890149976
2023-11-13,108.55254595011289
2023-11-14,107.06552477271408
2023-11-15,110.03956712751169
2023-11-16,107.06552477271408
2023-11-17,105.57850359531527
2023-11-18,120.44871536930334
2023-11-19,115.98765183710692
2023-11-20,114.50063065970811
2023-11-21,111.5265883049105
2023-11-22,113.0136094823093
2023-11-23,113.0136094823093
2023-11-24,110.03956712751169
2023-11-25,120.44871536930334
2023-11-26,123.42275772410096
2023-11-27,105.57850359531527
2023-11-28,108.55254595011289
2023-11-29,107.06552477271408
2023-11-30,105.57850359531527
2023-12-01,101.11744006311885
2023-12-02,120.44871536930334
2023-12-03,117.47467301450573
2023-12-04,107.06552477271408
2023-12-05,107.06552477271408
2023-12-06,111.5265883049105
2023-12-07,104.09148241791647
2023-12-08,102.60446124051767
2023-12-09,117.47467301450573
2023-12-10,129.37084243369617
2023-12-11,108.55254595011289
2023-12-12,107.06552477271408
2023-12-13,105.57850359531527
2023-12-14,107.06552477271408
2023-12-15,104.09148241791647
2023-12-16,123.42275772410096
2023-12-17,124.90977890149976
2023-12-18,110.03956712751169
2023-12-19,111.5265883049105
2023-12-20,113.0136094823093
2023-12-21,110.03956712751169
2023-12-22,108.55254595011289
2023-12-23,117.47467301450573
2023-12-24,104.09148241791647
2023-12-25,101.11744006311885
2023-12-26,117.47467301450573
2023-12-27,114.50063065970811
2023-12-28,114.50063065970811
2023-12-29,123.42275772410096
2023-12-30,127.88382125629738
2023-12-31,118.96169419190454
2024-01-01,120.44871536930334
2024-01-02,118.96169419190454
2024-01-03,113.0136094823093
2024-01-04,111.5265883049105
2024-01-05,111.5265883049105
2024-01-06,130.85786361109498
2024-01-07,126.39680007889856
2024-01-08,110.03956712751169
2024-01-09,113.0136094823093
2024-01-10,111.5265883049105
2024-01-11,111.5265883049105
2024-01-12,110.03956712751169
2024-01-13,123.42275772410096
2024-01-14,127.88382125629738
2024-01-15,115.98765183710692
2024-01-16,108.55254595011289
2024-01-17,114.50063065970811
2024-01-18,117.47467301450573
2024-01-19,136.80594832069022
2024-01-20,148.70211773988066
2024-01-21,138.292969498089
2024-01-22,121.93573654670215
2024-01-23,113.0136094823093
2024-01-24,120.44871536930334
2024-01-25,111.5265883049105
2024-01-26,104.09148241791647
2024-01-27,118.96169419190454
2024-01-28,121.93573654670215
2024-01-29,101.11744006311885
2024-01-30,105.57850359531527
2024-01-31,107.06552477271408
2024-02-01,98.14339770832125
2024-02-02,101.11744006311885
2024-02-03,120.44871536930334
2024-02-04,124.90977890149976
2024-02-05,101.11744006311885
2024-02-06,101.11744006311885
2024-02-07,99.63041888572005
2024-02-08,99.63041888572005
2024-02-09,104.09148241791647
2024-02-10,120.44871536930334
2024-02-11,123.42275772410096
2024-02-12,95.16935535352363
2024-02-13,99.63041888572005
2024-02-14,99.63041888572005
2024-02-15,104.09148241791647
2024-02-16,107.06552477271408
2024-02-17,121.93573654670215
2024-02-18,127.88382125629738
2024-02-19,113.0136094823093
2024-02-20,107.06552477271408
2024-02-21,107.06552477271408
2024-02-22,104.09148241791647
2024-02-23,104.09148241791647
2024-02-24,123.42275772410096
2024-02-25,123.42275772410096
2024-02-26,107.06552477271408
2024-02-27,108.55254595011289
2024-02-28,102.60446124051767
2024-02-29,104.09148241791647
2024-03-01,105.57850359531527
2024-03-02,123.42275772410096
2024-03-03,127.88382125629738
2024-03-04,111.5265883049105
2024-03-05,124.90977890149976
2024-03-06,108.55254595011289
2024-03-07,101.11744006311885
2024-03-08,107.06552477271408
2024-03-09,124.90977890149976
2024-03-10,129.37084243369617
2024-03-11,107.06552477271408
2024-03-12,101.11744006311885
2024-03-13,104.09148241791647
2024-03-14,108.55254595011289
2024-03-15,104.09148241791647
2024-03-16,120.44871536930334
2024-03-17,126.39680007889856
2024-03-18,121.93573654670215
2024-03-19,110.03956712751169
2024-03-20,115.98765183710692
2024-03-21,108.55254595011289
2024-03-22,102.60446124051767
2024-03-23,126.39680007889856
2024-03-24,124.90977890149976
2024-03-25,108.55254595011289
2024-03-26,102.60446124051767
2024-03-27,105.57850359531527
2024-03-28,108.55254595011289
2024-03-29,111.5265883049105
2024-03-30,120.44871536930334
2024-03-31,111.5265883049105
2024-04-01,110.03956712751169
2024-04-02,108.55254595011289
2024-04-03,110.03956712751169
2024-04-04,102.60446124051767
2024-04-05,107.06552477271408
2024-04-06,118.96169419190454
2024-04-07,120.44871536930334
2024-04-08,99.63041888572005
2024-04-09,105.57850359531527
2024-04-10,110.03956712751169
2024-04-11,107.06552477271408
2024-04-12,110.03956712751169
2024-04-13,114.50063065970811
2024-04-14,124.90977890149976
2024-04-15,107.06552477271408
2024-04-16,113.0136094823093
2024-04-17,108.55254595011289
2024-04-18,108.55254595011289
2024-04-19,105.57850359531527
2024-04-20,121.93573654670215
2024-04-21,132.3448847884938
2024-04-22,111.5265883049105
2024-04-23,110.03956712751169
2024-04-24,104.09148241791647
2024-04-25,110.03956712751169
2024-04-26,105.57850359531527
2024-04-27,120.44871536930334
2024-04-28,130.85786361109498
2024-04-29,110.03956712751169
2024-04-30,108.55254595011289
2024-05-01,107.06552477271408
2024-05-02,105.57850359531527
2024-05-03,108.55254595011289
2024-05-04,114.50063065970811
2024-05-05,124.90977890149976
2024-05-06,107.06552477271408
2024-05-07,110.03956712751169
2024-05-08,104.09148241791647
2024-05-09,113.0136094823093
2024-05-10,105.57850359531527
2024-05-11,115.98765183710692
2024-05-12,127.88382125629738
2024-05-13,111.5265883049105
2024-05-14,111.5265883049105
2024-05-15,110.03956712751169
2024-05-16,104.09148241791647
2024-05-17,110.03956712751169
2024-05-18,126.39680007889856
2024-05-19,129.37084243369617
2024-05-20,110.03956712751169
2024-05-21,113.0136094823093
2024-05-22,110.03956712751169
2024-05-23,113.0136094823093
2024-05-24,110.03956712751169
2024-05-25,124.90977890149976
2024-05-26,121.93573654670215
2024-05-27,133.8319059658926
2024-05-28,111.5265883049105
2024-05-29,113.0136094823093
2024-05-30,114.50063065970811
2024-05-31,113.0136094823093
2024-06-01,121.93573654670215
2024-06-02,127.88382125629738
2024-06-03,113.0136094823093
2024-06-04,117.47467301450573
2024-06-05,115.98765183710692
2024-06-06,120.44871536930334
2024-06-07,111.5265883049105
2024-06-08,121.93573654670215
2024-06-09,126.39680007889856
2024-06-10,115.98765183710692
2024-06-11,118.96169419190454
2024-06-12,110.03956712751169
2024-06-13,114.50063065970811
2024-06-14,113.0136094823093
2024-06-15,117.47467301450573
2024-06-16,127.88382125629738
2024-06-17,114.50063065970811
2024-06-18,113.0136094823093
2024-06-19,120.44871536930334
2024-06-20,115.98765183710692
2024-06-21,121.93573654670215
2024-06-22,126.39680007889856
2024-06-23,129.37084243369617
2024-06-24,117.47467301450573
2024-06-25,118.96169419190454
2024-06-26,113.0136094823093
2024-06-27,111.5265883049105
2024-06-28,114.50063065970811
2024-06-29,127.88382125629738
2024-06-30,127.88382125629738
2024-07-01,111.5265883049105
2024-07-02,117.47467301450573
2024-07-03,113.0136094823093
2024-07-04,114.50063065970811
2024-07-05,114.50063065970811
2024-07-06,126.39680007889856
2024-07-07,130.85786361109498
2024-07-08,115.98765183710692
2024-07-09,114.50063065970811
2024-07-10,115.98765183710692
2024-07-11,114.50063065970811
2024-07-12,111.5265883049105
2024-07-13,118.96169419190454
2024-07-14,115.98765183710692
2024-07-15,114.50063065970811
2024-07-16,111.5265883049105
2024-07-17,117.47467301450573
2024-07-18,115.98765183710692
2024-07-19,113.0136094823093
2024-07-20,110.03956712751169
2024-07-21,126.39680007889856
2024-07-22,114.50063065970811
2024-07-23,113.0136094823093
2024-07-24,113.0136094823093
2024-07-25,110.03956712751169
2024-07-26,114.50063065970811
2024-07-27,118.96169419190454
2024-07-28,113.0136094823093
2024-07-29,113.0136094823093
2024-07-30,117.47467301450573
2024-07-31,115.98765183710692
2024-08-01,108.55254595011289
2024-08-02,121.93573654670215
2024-08-03,120.44871536930334
2024-08-04,126.39680007889856
2024-08-05,113.0136094823093
2024-08-06,111.5265883049105
2024-08-07,110.03956712751169
2024-08-08,108.55254595011289
2024-08-09,108.55254595011289
2024-08-10,127.88382125629738
2024-08-11,126.39680007889856
2024-08-12,117.47467301450573
2024-08-13,117.47467301450573
2024-08-14,113.0136094823093
2024-08-15,120.44871536930334
2024-08-16,114.50063065970811
2024-08-17,126.39680007889856
2024-08-18,136.9658080419754
2024-08-19,116.27223471793921
2024-08-20,120.55965150048632
2024-08-21,107.01177281402866
2024-08-22,111.29918959657579
2024-08-23,113.4139568629078
2024-08-24,123.41792935551774
2024-08-25,133.42190184812767
2024-08-26,119.87402316167002
2024-08-27,116.27223471793921
2024-08-28,111.29918959657579
2024-08-29,105.58263388651295
2024-08-30,105.58263388651295
2024-08-31,115.58660637912291
2024-09-01,126.27620721054916
2024-09-02,124.84706828303345
2024-09-03,105.58263388651295
2024-09-04,104.15349495899726
2024-09-05,102.72435603148155
2024-09-06,102.03872769266525
2024-09-07,115.58660637912291
2024-09-08,120.55965150048632
2024-09-09,104.89700554769666
2024-09-10,101.29521710396584
2024-09-11,100.60958876514954
2024-09-12,104.15349495899726
2024-09-13,97.75131091011812
2024-09-14,116.27223471793921
2024-09-15,114.1574674516072
2024-09-16,101.29521710396584
2024-09-17,111.07179088824107
2024-09-18,104.21550750007805
2024-09-19,101.47299414481283
2024-09-20,91.87419740138459
2024-09-21,100.10173746718023
2024-09-22,116.5568175987715
