Time,connections
2023-08-07,472.73206056616203
2023-08-08,542.2514812376564
2023-08-09,528.3475971033575
2023-08-10,486.6359447004609
2023-08-11,556.1553653719553
2023-08-12,611.7709019091509
2023-08-13,625.6747860434497
2023-08-14,542.2514812376564
2023-08-15,570.0592495062542
2023-08-16,611.7709019091509
2023-08-17,570.0592495062542
2023-08-18,597.867017774852
2023-08-19,556.1553653719553
2023-08-20,570.0592495062542
2023-08-21,597.867017774852
2023-08-22,570.0592495062542
2023-08-23,583.9631336405531
2023-08-24,556.1553653719553
2023-08-25,556.1553653719553
2023-08-26,611.7709019091509
2023-08-27,625.6747860434497
2023-08-28,542.2514812376564
2023-08-29,681.2903225806452
2023-08-30,667.3864384463463
2023-08-31,611.7709019091509
2023-09-01,653.4825543120475
2023-09-02,570.0592495062542
2023-09-03,611.7709019091509
2023-09-04,597.867017774852
2023-09-05,570.0592495062542
2023-09-06,597.867017774852
2023-09-07,611.7709019091509
2023-09-08,667.3864384463463
2023-09-09,639.5786701777486
2023-09-10,653.4825543120475
2023-09-11,764.7136273864386
2023-09-12,695.1942067149441
2023-09-13,667.3864384463463
2023-09-14,611.7709019091509
2023-09-15,639.5786701777486
2023-09-16,667.3864384463463
2023-09-17,723.0019749835419
2023-09-18,709.098090849243
2023-09-19,723.0019749835419
2023-09-20,709.098090849243
2023-09-21,736.9058591178408
2023-09-22,792.5213956550364
2023-09-23,681.2903225806452
2023-09-24,709.098090849243
2023-09-25,792.5213956550364
2023-09-26,736.9058591178408
2023-09-27,736.9058591178408
2023-09-28,750.8097432521397
2023-09-29,681.2903225806452
2023-09-30,667.3864384463463
2023-10-01,695.1942067149441
2023-10-02,736.9058591178408
2023-10-03,709.098090849243
2023-10-04,695.1942067149441
2023-10-05,764.7136273864386
2023-10-06,806.4252797893351
2023-10-07,806.4252797893351
2023-10-08,834.2330480579329
2023-10-09,862.0408163265307
2023-10-10,931.5602369980252
2023-10-11,750.8097432521397
2023-10-12,889.8485845951285
2023-10-13,834.2330480579329
2023-10-14,681.2903225806452
2023-10-15,695.1942067149441
2023-10-16,792.5213956550364
2023-10-17,889.8485845951285
2023-10-18,848.1369321922318
2023-10-19,917.6563528637263
2023-10-20,862.0408163265307
2023-10-21,848.1369321922318
2023-10-22,875.9447004608296
2023-10-23,862.0408163265307
2023-10-24,848.1369321922318
2023-10-25,862.0408163265307
2023-10-26,917.6563528637263
2023-10-27,917.6563528637263
2023-10-28,695.1942067149441
2023-10-29,764.7136273864386
2023-10-30,931.5602369980252
2023-10-31,987.1757735352206
2023-11-01,889.8485845951285
2023-11-02,848.1369321922318
2023-11-03,1014.9835418038184
2023-11-04,862.0408163265307
2023-11-05,848.1369321922318
2023-11-06,1042.7913100724163
2023-11-07,931.5602369980252
2023-11-08,973.2718894009219
2023-11-09,973.2718894009219
2023-11-10,792.5213956550364
2023-11-11,959.368005266623
2023-11-12,862.0408163265307
2023-11-13,903.7524687294274
2023-11-14,834.2330480579329
2023-11-15,987.1757735352206
2023-11-16,1028.8874259381173
2023-11-17,903.7524687294274
2023-11-18,806.4252797893351
2023-11-19,778.6175115207375
2023-11-20,889.8485845951285
2023-11-21,889.8485845951285
2023-11-22,1014.9835418038184
2023-11-23,1028.8874259381173
2023-11-24,1028.8874259381173
2023-11-25,917.6563528637263
2023-11-26,834.2330480579329
2023-11-27,820.329163923634
2023-11-28,973.2718894009219
2023-11-29,1042.7913100724163
2023-11-30,1154.0223831468072
2023-12-01,931.5602369980252
2023-12-02,903.7524687294274
2023-12-03,875.9447004608296
2023-12-04,903.7524687294274
2023-12-05,1042.7913100724163
2023-12-06,1140.1184990125084
2023-12-07,1126.2146148782094
2023-12-08,1181.830151415405
2023-12-09,945.4641211323241
2023-12-10,1028.8874259381173
2023-12-11,1056.695194206715
2023-12-12,1112.3107307439107
2023-12-13,1098.4068466096116
2023-12-14,903.7524687294274
2023-12-15,917.6563528637263
2023-12-16,806.4252797893351
2023-12-17,987.1757735352206
2023-12-18,959.368005266623
2023-12-19,987.1757735352206
2023-12-20,959.368005266623
2023-12-21,1056.695194206715
2023-12-22,1024.2527978933508
2023-12-23,1017.3008558262015
2023-12-24,1156.3396971691905
2023-12-25,1188.7820934825545
2023-12-26,1163.29163923634
2023-12-27,1093.7722185648454
2023-12-28,991.8104015799868
2023-12-29,1086.8202764976959
2023-12-30,1130.8492429229757
2023-12-31,1086.8202764976959
2024-01-01,885.2139565503621
2024-01-02,954.7333772218566
2024-01-03,1068.2817643186306
2024-01-04,1086.8202764976959
2024-01-05,1112.3107307439104
2024-01-06,1086.8202764976959
2024-01-07,1112.3107307439104
2024-01-08,1024.2527978933508
2024-01-09,1061.3298222514813
2024-01-10,1005.7142857142858
2024-01-11,947.7814351547072
2024-01-12,1130.8492429229757
2024-01-13,1112.3107307439104
2024-01-14,966.3199473337722
2024-01-15,1017.3008558262015
2024-01-16,1137.8011849901252
2024-01-17,1390.3884134298883
2024-01-18,1244.3976300197498
2024-01-19,1181.830151415405
2024-01-20,1112.3107307439104
2024-01-21,1089.137590520079
2024-01-22,1042.791310072416
2024-01-23,1251.3495720868991
2024-01-24,1135.483870967742
2024-01-25,1274.5227123107306
2024-01-26,1181.8301514154048
2024-01-27,1181.8301514154048
2024-01-28,1089.137590520079
2024-01-29,1251.3495720868991
2024-01-30,1205.0032916392363
2024-01-31,1228.1764318630678
2024-02-01,1390.388413429888
2024-02-02,1135.483870967742
2024-02-03,1042.791310072416
2024-02-04,1205.0032916392363
2024-02-05,1320.8689927583937
2024-02-06,1344.0421329822252
2024-02-07,1320.8689927583937
2024-02-08,1529.427254772877
2024-02-09,1506.2541145490454
2024-02-10,1367.2152732060565
2024-02-11,1344.0421329822252
2024-02-12,1367.2152732060565
2024-02-13,1390.388413429888
2024-02-14,1552.6003949967082
2024-02-15,1552.6003949967082
2024-02-16,1529.427254772877
2024-02-17,1344.0421329822252
2024-02-18,1158.6570111915735
2024-02-19,1297.6958525345622
2024-02-20,1529.427254772877
2024-02-21,1598.9466754443713
2024-02-22,1575.7735352205398
2024-02-23,1598.9466754443713
2024-02-24,1251.3495720868991
2024-02-25,1297.6958525345622
2024-02-26,1297.6958525345622
2024-02-27,1413.5615536537196
2024-02-28,1483.080974325214
2024-02-29,1297.6958525345622
2024-03-01,1344.0421329822252
2024-03-02,1413.5615536537196
2024-03-03,1413.5615536537196
2024-03-04,1297.6958525345622
2024-03-05,1691.6392363396972
2024-03-06,1552.6003949967082
2024-03-07,1552.6003949967082
2024-03-08,1622.1198156682026
2024-03-09,1436.7346938775509
2024-03-10,1344.0421329822252
2024-03-11,1390.388413429888
2024-03-12,1344.0421329822252
2024-03-13,1529.427254772877
2024-03-14,1622.1198156682026
2024-03-15,1575.7735352205398
2024-03-16,1251.3495720868991
2024-03-17,1181.8301514154048
2024-03-18,1459.9078341013824
2024-03-19,1761.1586570111915
2024-03-20,1761.1586570111915
2024-03-21,1668.4660961158656
2024-03-22,1784.331797235023
2024-03-23,1320.8689927583937
2024-03-24,1274.5227123107306
2024-03-25,1529.427254772877
2024-03-26,1413.5615536537196
2024-03-27,1622.1198156682026
2024-03-28,1668.4660961158656
2024-03-29,1575.7735352205398
2024-03-30,1552.6003949967082
2024-03-31,1413.5615536537196
2024-04-01,2317.314022383147
2024-04-02,1714.8123765635287
2024-04-03,1807.5049374588543
2024-04-04,1459.9078341013824
2024-04-05,1645.2929558920341
2024-04-06,1459.9078341013824
2024-04-07,1320.8689927583937
2024-04-08,1529.427254772877
2024-04-09,1645.2929558920341
2024-04-10,1691.6392363396972
2024-04-11,1691.6392363396972
2024-04-12,1529.427254772877
2024-04-13,1181.8301514154048
2024-04-14,1228.1764318630678
2024-04-15,1436.7346938775509
2024-04-16,1575.7735352205398
2024-04-17,1506.2541145490454
2024-04-18,1506.2541145490454
2024-04-19,1506.2541145490454
2024-04-20,1390.388413429888
2024-04-21,1483.080974325214
2024-04-22,1413.5615536537196
2024-04-23,1483.080974325214
2024-04-24,1691.6392363396972
2024-04-25,1645.2929558920341
2024-04-26,1459.9078341013824
2024-04-27,1297.6958525345622
2024-04-28,1228.1764318630678
2024-04-29,1506.2541145490454
2024-04-30,1320.8689927583937
2024-05-01,1761.1586570111915
2024-05-02,1761.1586570111915
2024-05-03,1529.427254772877
2024-05-04,1344.0421329822252
2024-05-05,1344.0421329822252
2024-05-06,1506.2541145490454
2024-05-07,1691.6392363396972
2024-05-08,1529.427254772877
2024-05-09,1529.427254772877
2024-05-10,1575.7735352205398
2024-05-11,1483.080974325214
2024-05-12,1436.7346938775509
2024-05-13,1645.2929558920341
2024-05-14,1459.9078341013824
2024-05-15,1459.9078341013824
2024-05-16,1529.427254772877
2024-05-17,1645.2929558920341
2024-05-18,1506.2541145490454
2024-05-19,1297.6958525345622
2024-05-20,1297.6958525345622
2024-05-21,1436.7346938775509
2024-05-22,1344.0421329822252
2024-05-23,1529.427254772877
2024-05-24,1529.427254772877
2024-05-25,1089.137590520079
2024-05-26,1065.9644502962474
2024-05-27,1413.5615536537196
2024-05-28,1413.5615536537196
2024-05-29,1274.5227123107306
2024-05-30,1205.0032916392363
2024-05-31,1344.0421329822252
2024-06-01,1181.8301514154048
2024-06-02,1228.1764318630678
2024-06-03,1297.6958525345622
2024-06-04,1228.1764318630678
2024-06-05,1297.6958525345622
2024-06-06,1135.483870967742
2024-06-07,1019.6181698485846
2024-06-08,1112.3107307439104
2024-06-09,1158.6570111915735
2024-06-10,1112.3107307439104
2024-06-11,1112.3107307439104
2024-06-12,1413.5615536537196
2024-06-13,1297.6958525345622
2024-06-14,1228.1764318630678
2024-06-15,1274.5227123107306
2024-06-16,1158.6570111915735
2024-06-17,1181.8301514154048
2024-06-18,1158.6570111915735
2024-06-19,1158.6570111915735
2024-06-20,1251.3495720868991
2024-06-21,1112.3107307439104
2024-06-22,1065.9644502962474
2024-06-23,1274.5227123107306
2024-06-24,1228.1764318630678
2024-06-25,1112.3107307439104
2024-06-26,1089.137590520079
2024-06-27,1135.483870967742
2024-06-28,1019.6181698485846
2024-06-29,857.4061882817643
2024-06-30,1158.6570111915735
2024-07-01,1181.8301514154048
2024-07-02,1112.3107307439104
2024-07-03,1112.3107307439104
2024-07-04,1019.6181698485846
2024-07-05,1367.2152732060565
2024-07-06,1135.483870967742
2024-07-07,1228.1764318630678
2024-07-08,996.445029624753
2024-07-09,1205.0032916392363
2024-07-10,996.445029624753
2024-07-11,973.2718894009216
2024-07-12,1181.8301514154048
2024-07-13,996.445029624753
2024-07-14,926.9256089532587
2024-07-15,880.5793285055958
2024-07-16,973.2718894009216
2024-07-17,1042.791310072416
2024-07-18,1019.6181698485846
2024-07-19,834.2330480579328
2024-07-20,880.5793285055958
2024-07-21,996.445029624753
2024-07-22,1065.9644502962474
2024-07-23,1065.9644502962474
2024-07-24,926.9256089532587
2024-07-25,1019.6181698485846
2024-07-26,1042.791310072416
2024-07-27,1019.6181698485846
2024-07-28,1019.6181698485846
2024-07-29,1042.791310072416
2024-07-30,903.7524687294272
2024-07-31,926.9256089532587
2024-08-01,857.4061882817643
2024-08-02,1112.3107307439104
2024-08-03,1019.6181698485846
2024-08-04,950.0987491770902
2024-08-05,764.7136273864385
2024-08-06,834.2330480579328
2024-08-07,950.0987491770902
2024-08-08,787.8867676102699
2024-08-09,996.445029624753
2024-08-10,1065.9644502962474
2024-08-11,903.7524687294272
2024-08-12,880.5793285055958
2024-08-13,926.9256089532587
2024-08-14,926.9256089532587
2024-08-15,1042.791310072416
2024-08-16,834.2330480579328
2024-08-17,764.7136273864385
2024-08-18,928.9075222618758
2024-08-19,1063.9825369876303
2024-08-20,1088.680225910398
2024-08-21,1113.3779148331657
2024-08-22,1088.680225910398
2024-08-23,1088.680225910398
2024-08-24,947.0496517792176
2024-08-25,922.3519628564497
2024-08-26,935.4630816673018
2024-08-27,996.445029624753
2024-08-28,1095.235785315824
2024-08-29,1223.7552406361524
2024-08-30,1070.538096393056
2024-08-31,953.6052111846436
2024-09-01,1014.5871591420948
2024-09-02,1003.0005890301791
2024-09-03,1088.680225910398
2024-09-04,1131.5200443505075
2024-09-05,1070.538096393056
2024-09-06,996.445029624753
2024-09-07,836.6723259762308
2024-09-08,922.3519628564497
2024-09-09,1021.1427185475208
2024-09-10,1156.2177332732754
2024-09-11,1063.9825369876303
