Time,yahoo_mail
2022-07-08,84.0
2022-07-09,66.0
2022-07-10,59.0
2022-07-11,84.0
2022-07-12,84.0
2022-07-13,84.0
2022-07-14,85.0
2022-07-15,82.0
2022-07-16,66.0
2022-07-17,59.0
2022-07-18,83.0
2022-07-19,89.0
2022-07-20,85.0
2022-07-21,83.0
2022-07-22,82.0
2022-07-23,63.0
2022-07-24,58.0
2022-07-25,83.0
2022-07-26,85.0
2022-07-27,85.0
2022-07-28,85.0
2022-07-29,84.0
2022-07-30,60.0
2022-07-31,59.0
2022-08-01,81.0
2022-08-02,85.0
2022-08-03,85.0
2022-08-04,86.0
2022-08-05,81.0
2022-08-06,61.0
2022-08-07,61.0
2022-08-08,83.0
2022-08-09,87.0
2022-08-10,84.0
2022-08-11,95.0
2022-08-12,82.0
2022-08-13,65.0
2022-08-14,61.0
2022-08-15,84.0
2022-08-16,90.0
2022-08-17,90.0
2022-08-18,86.0
2022-08-19,80.0
2022-08-20,65.0
2022-08-21,59.0
2022-08-22,79.0
2022-08-23,84.0
2022-08-24,86.0
2022-08-25,83.0
2022-08-26,81.0
2022-08-27,67.0
2022-08-28,61.0
2022-08-29,83.92079586761048
2022-08-30,87.16749569542759
2022-08-31,80.17409603979338
2022-09-01,81.11077099674765
2022-09-02,78.80074612588483
2022-09-03,62.94059690070786
2022-09-04,56.88387220202793
2022-09-05,62.94059690070786
2022-09-06,75.49072125502201
2022-09-07,82.9841209106562
2022-09-08,78.30074612588483
2022-09-09,74.11737134111345
2022-09-10,61.50392194375359
2022-09-11,55.010522288119375
2022-09-12,77.86407116893055
2022-09-13,82.9841209106562
2022-09-14,87.16749569542759
2022-09-15,82.9841209106562
2022-09-16,78.30074612588483
2022-09-17,63.37727185766214
2022-09-18,55.010522288119375
2022-09-19,78.80074612588483
2022-09-20,78.80074612588483
2022-09-21,77.36407116893055
2022-09-22,77.86407116893055
2022-09-23,72.7440214272049
2022-09-24,58.257222115936486
2022-09-25,54.073847331165105
2022-09-26,75.49072125502201
2022-09-27,76.92739621197629
2022-09-28,77.7281423378611
2022-09-29,72.4880428544098
2022-09-30,73.36139276831835
2022-10-01,60.261144059690075
2022-10-02,54.14769466233021
2022-10-03,75.981442510044
2022-10-04,75.981442510044
2022-10-05,82.09489190740386
2022-10-06,75.981442510044
2022-10-07,75.981442510044
2022-10-08,61.13449397359862
2022-10-09,54.14769466233021
2022-10-10,75.981442510044
2022-10-11,81.22154199349531
2022-10-12,79.47484216567821
2022-10-13,77.7281423378611
2022-10-14,75.981442510044
2022-10-15,61.13449397359862
2022-10-16,54.14769466233021
2022-10-17,77.7281423378611
2022-10-18,77.7281423378611
2022-10-19,80.34819207958677
2022-10-20,76.85479242395256
2022-10-21,73.36139276831835
2022-10-22,59.38779414578152
2022-10-23,53.274344748421655
2022-10-24,75.981442510044
2022-10-25,75.981442510044
2022-10-26,81.22154199349531
2022-10-27,75.981442510044
2022-10-28,72.4880428544098
2022-10-29,58.51444423187297
2022-10-30,52.40099483451311
2022-10-31,74.2347426822269
2022-11-01,75.10809259613545
2022-11-02,72.4880428544098
2022-11-03,77.7281423378611
2022-11-04,73.36139276831835
2022-11-05,59.38779414578152
2022-11-06,51.52764492060455
2022-11-07,73.36139276831835
2022-11-08,73.36139276831835
2022-11-09,70.74134302659269
2022-11-10,76.85479242395256
2022-11-11,68.99464319877559
2022-11-12,60.261144059690075
2022-11-13,55.02104457623876
2022-11-14,76.85479242395256
2022-11-15,79.47484216567821
2022-11-16,75.10809259613545
2022-11-17,79.47484216567821
2022-11-18,76.85479242395256
2022-11-19,64.62789362923283
2022-11-20,55.02104457623876
2022-11-21,75.10809259613545
2022-11-22,76.85479242395256
2022-11-23,69.86799311268415
2022-11-24,50.654295006696
2022-11-25,62.00784388750718
2022-11-26,55.89439449014731
2022-11-27,58.51444423187297
2022-11-28,73.36139276831835
2022-11-29,75.981442510044
2022-11-30,75.981442510044
2022-12-01,75.10809259613545
2022-12-02,74.2347426822269
2022-12-03,63.75454371532428
2022-12-04,56.76774440405587
2022-12-05,73.36139276831835
2022-12-06,78.60149225176966
2022-12-07,80.34819207958677
2022-12-08,77.7281423378611
2022-12-09,73.36139276831835
2022-12-10,62.881193801415726
2022-12-11,57.641094317964416
2022-12-12,75.981442510044
2022-12-13,75.981442510044
2022-12-14,77.7281423378611
2022-12-15,82.09489190740386
2022-12-16,78.60149225176966
2022-12-17,63.75454371532428
2022-12-18,54.14769466233021
2022-12-19,75.981442510044
2022-12-20,79.47484216567821
2022-12-21,79.47484216567821
2022-12-22,74.2347426822269
2022-12-23,68.99464319877559
2022-12-24,55.89439449014731
2022-12-25,53.274344748421655
2022-12-26,64.62789362923283
2022-12-27,74.2347426822269
2022-12-28,74.2347426822269
2022-12-29,74.2347426822269
2022-12-30,70.74134302659269
2022-12-31,56.76774440405587
2023-01-01,50.654295006696
2023-01-02,65.50124354314138
2023-01-03,75.981442510044
2023-01-04,75.10809259613545
2023-01-05,79.47484216567821
2023-01-06,75.10809259613545
2023-01-07,60.261144059690075
2023-01-08,56.76774440405587
2023-01-09,71.61469294050124
2023-01-10,77.7281423378611
2023-01-11,78.60149225176966
2023-01-12,77.7281423378611
2023-01-13,75.981442510044
2023-01-14,59.38779414578152
2023-01-15,54.14769466233021
2023-01-16,68.12129328486704
2023-01-17,78.60149225176966
2023-01-18,76.85479242395256
2023-01-19,79.47484216567821
2023-01-20,73.36139276831835
2023-01-21,59.38779414578152
2023-01-22,54.14769466233021
2023-01-23,75.981442510044
2023-01-24,78.60149225176966
2023-01-25,78.60149225176966
2023-01-26,77.7281423378611
2023-01-27,75.10809259613545
2023-01-28,59.38779414578152
2023-01-29,52.40099483451311
2023-01-30,73.36139276831835
2023-01-31,77.7281423378611
2023-02-01,78.60149225176966
2023-02-02,76.85479242395256
2023-02-03,76.85479242395256
2023-02-04,62.00784388750718
2023-02-05,58.51444423187297
2023-02-06,75.10809259613545
2023-02-07,77.7281423378611
2023-02-08,80.34819207958677
2023-02-09,75.981442510044
2023-02-10,74.2347426822269
2023-02-11,62.00784388750718
2023-02-12,56.76774440405587
2023-02-13,70.74134302659269
2023-02-14,79.47484216567821
2023-02-15,81.22154199349531
2023-02-16,78.60149225176966
2023-02-17,82.09489190740386
2023-02-18,63.75454371532428
2023-02-19,56.76774440405587
2023-02-20,73.36139276831835
2023-02-21,75.10809259613545
2023-02-22,77.7281423378611
2023-02-23,75.10809259613545
2023-02-24,75.10809259613545
2023-02-25,62.00784388750718
2023-02-26,61.13449397359862
2023-02-27,75.10809259613545
2023-02-28,77.7281423378611
2023-03-01,78.60149225176966
2023-03-02,76.85479242395256
2023-03-03,75.10809259613545
2023-03-04,59.38779414578152
2023-03-05,55.89439449014731
2023-03-06,75.10809259613545
2023-03-07,76.85479242395256
2023-03-08,78.60149225176966
2023-03-09,79.47484216567821
2023-03-10,75.981442510044
2023-03-11,61.13449397359862
2023-03-12,57.641094317964416
2023-03-13,73.36139276831835
2023-03-14,82.96824182131242
2023-03-15,77.7281423378611
2023-03-16,78.60149225176966
2023-03-17,73.36139276831835
2023-03-18,59.38779414578152
2023-03-19,55.02104457623876
2023-03-20,78.60149225176966
2023-03-21,81.22154199349531
2023-03-22,75.10809259613545
2023-03-23,75.981442510044
2023-03-24,75.10809259613545
2023-03-25,59.38779414578152
2023-03-26,56.76774440405587
2023-03-27,73.36139276831835
2023-03-28,77.7281423378611
2023-03-29,79.47484216567821
2023-03-30,78.60149225176966
2023-03-31,72.4880428544098
2023-04-01,62.00784388750718
2023-04-02,55.02104457623876
2023-04-03,74.2347426822269
2023-04-04,75.10809259613545
2023-04-05,72.4880428544098
2023-04-06,75.981442510044
2023-04-07,72.4880428544098
2023-04-08,59.38779414578152
2023-04-09,49.78094509278745
2023-04-10,75.981442510044
2023-04-11,79.47484216567821
2023-04-12,78.60149225176966
2023-04-13,83.84159173522097
2023-04-14,75.981442510044
2023-04-15,61.13449397359862
2023-04-16,56.76774440405587
2023-04-17,80.34819207958677
2023-04-18,84.71494164912953
2023-04-19,78.60149225176966
2023-04-20,75.981442510044
2023-04-21,70.74134302659269
2023-04-22,60.261144059690075
2023-04-23,53.274344748421655
2023-04-24,73.36139276831835
2023-04-25,74.2347426822269
2023-04-26,74.23800116447964
2023-04-27,72.53047979386623
2023-04-28,71.67671910855952
2023-04-29,61.43159088487907
2023-04-30,53.330658988766295
2023-05-01,75.09176184978635
2023-05-02,75.09176184978635
2023-05-03,77.65304390570647
2023-05-04,78.9238903193656
2023-05-05,70.82295842325283
2023-05-06,55.89194104468641
2023-05-07,52.47689830345959
2023-05-08,75.94552253509306
2023-05-09,78.50680459101318
2023-05-10,75.94552253509306
2023-05-11,71.67671910855952
2023-05-12,72.53047979386623
2023-05-13,56.745701729993115
2023-05-14,52.47689830345959
2023-05-15,76.79928322039976
2023-05-16,76.79928322039976
2023-05-17,75.09176184978635
2023-05-18,75.09176184978635
2023-05-19,75.09176184978635
2023-05-20,55.03818035937971
2023-05-21,54.184419674073
2023-05-22,75.09176184978635
2023-05-23,74.23800116447964
2023-05-24,78.0701296340589
2023-05-25,75.09176184978635
2023-05-26,73.40708819002754
2023-05-27,58.392001969340086
2023-05-28,50.88445885899636
2023-05-29,55.88948759922551
2023-05-30,72.57291673332267
2023-05-31,77.57794547355184
2023-06-01,80.91463130037127
2023-06-02,76.74377401684697
2023-06-03,60.0603448827498
2023-06-04,56.72365905593037
2023-06-05,75.07543110343725
2023-06-06,71.73874527661782
2023-06-07,75.07543110343725
2023-06-08,74.2412596467324
2023-06-09,72.57291673332267
2023-06-10,55.05531614252065
2023-06-11,55.88948759922551
2023-06-12,77.57794547355184
2023-06-13,80.0804598436664
2023-06-14,83.41714567048584
2023-06-15,76.74377401684697
2023-06-16,73.40708819002754
2023-06-17,59.226173426044944
2023-06-18,52.55280177240608
2023-06-19,69.23623090650324
2023-06-20,75.9096025601421
2023-06-21,75.9096025601421
2023-06-22,70.90457381991297
2023-06-23,73.40708819002754
2023-06-24,55.88948759922551
2023-06-25,54.221144685815794
2023-06-26,77.57794547355184
2023-06-27,77.57794547355184
2023-06-28,75.9096025601421
2023-06-29,72.57291673332267
2023-06-30,70.90457381991297
2023-07-01,61.72868779615952
2023-07-02,53.386973229110936
2023-07-03,67.56788799309354
2023-07-04,55.88948759922551
2023-07-05,75.07543110343725
2023-07-06,77.57794547355184
2023-07-07,73.40708819002754
2023-07-08,60.0603448827498
2023-07-09,55.05531614252065
2023-07-10,75.07543110343725
2023-07-11,78.41211693025669
2023-07-12,80.91463130037127
2023-07-13,76.74377401684697
2023-07-14,76.74377401684697
2023-07-15,59.226173426044944
2023-07-16,54.221144685815794
2023-07-17,76.74377401684697
2023-07-18,74.2412596467324
2023-07-19,76.74377401684697
2023-07-20,74.2412596467324
2023-07-21,71.73874527661782
2023-07-22,56.72365905593037
2023-07-23,55.05531614252065
2023-07-24,75.07543110343725
2023-07-25,75.9096025601421
2023-07-26,72.57291673332267
2023-07-27,73.40708819002754
2023-07-28,70.90457381991297
2023-07-29,57.55783051263523
2023-07-30,52.55280177240608
2023-07-31,73.40708819002754
2023-08-01,76.74377401684697
2023-08-02,76.74377401684697
2023-08-03,74.2412596467324
2023-08-04,70.90457381991297
2023-08-05,53.386973229110936
2023-08-06,52.55280177240608
2023-08-07,77.57794547355184
2023-08-08,73.40708819002754
2023-08-09,74.2412596467324
2023-08-10,74.2412596467324
2023-08-11,73.40708819002754
2023-08-12,55.88948759922551
2023-08-13,50.88445885899636
2023-08-14,72.57291673332267
2023-08-15,76.74377401684697
2023-08-16,74.2412596467324
2023-08-17,72.57291673332267
2023-08-18,71.73874527661782
2023-08-19,55.05531614252065
2023-08-20,51.71863031570122
2023-08-21,72.57291673332267
2023-08-22,74.2412596467324
2023-08-23,75.07543110343725
2023-08-24,74.2412596467324
2023-08-25,65.8995450796838
2023-08-26,54.221144685815794
2023-08-27,51.71863031570122
2023-08-28,70.0704023632081
2023-08-29,70.90457381991297
2023-08-30,70.0704023632081
2023-08-31,69.23623090650324
2023-09-01,68.40205944979839
2023-09-02,51.71863031570122
2023-09-03,47.54777303217693
2023-09-04,54.221144685815794
2023-09-05,65.8995450796838
2023-09-06,71.73874527661782
2023-09-07,70.90457381991297
2023-09-08,67.56788799309354
2023-09-09,52.55280177240608
2023-09-10,48.381944488881786
2023-09-11,69.23623090650324
2023-09-12,68.40205944979839
2023-09-13,70.0704023632081
2023-09-14,68.40205944979839
2023-09-15,65.06537362297895
2023-09-16,52.55280177240608
2023-09-17,50.0502874022915
2023-09-18,66.73371653638867
2023-09-19,70.0704023632081
2023-09-20,68.40205944979839
2023-09-21,67.56788799309354
2023-09-22,64.2312021662741
2023-09-23,54.221144685815794
2023-09-24,50.0502874022915
2023-09-25,67.56788799309354
2023-09-26,67.56788799309354
2023-09-27,67.56788799309354
2023-09-28,68.40205944979839
2023-09-29,70.90457381991297
2023-09-30,52.55280177240608
2023-10-01,50.0502874022915
2023-10-02,66.73371653638867
2023-10-03,70.0704023632081
2023-10-04,69.23623090650324
2023-10-05,67.56788799309354
2023-10-06,63.397030709569236
2023-10-07,51.71863031570122
2023-10-08,49.216115945586644
2023-10-09,64.2312021662741
2023-10-10,68.40205944979839
2023-10-11,69.23623090650324
2023-10-12,68.40205944979839
2023-10-13,66.73371653638867
2023-10-14,54.221144685815794
2023-10-15,48.381944488881786
2023-10-16,67.56788799309354
2023-10-17,65.8995450796838
2023-10-18,68.40205944979839
2023-10-19,67.56788799309354
2023-10-20,67.56788799309354
2023-10-21,50.88445885899636
2023-10-22,51.71863031570122
2023-10-23,66.73371653638867
2023-10-24,69.23623090650324
2023-10-25,69.23623090650324
2023-10-26,67.56788799309354
2023-10-27,67.56788799309354
2023-10-28,47.54777303217693
2023-10-29,47.54777303217693
2023-10-30,68.40205944979839
2023-10-31,66.73371653638867
2023-11-01,70.0704023632081
2023-11-02,69.23623090650324
2023-11-03,63.397030709569236
2023-11-04,51.71863031570122
2023-11-05,48.381944488881786
2023-11-06,68.40205944979839
2023-11-07,70.0704023632081
2023-11-08,70.90457381991297
2023-11-09,68.40205944979839
2023-11-10,64.2312021662741
2023-11-11,50.88445885899636
2023-11-12,49.216115945586644
2023-11-13,66.73371653638867
2023-11-14,68.40205944979839
2023-11-15,70.90457381991297
2023-11-16,69.23623090650324
2023-11-17,63.397030709569236
2023-11-18,54.221144685815794
2023-11-19,49.216115945586644
2023-11-20,65.8995450796838
2023-11-21,65.8995450796838
2023-11-22,64.2312021662741
2023-11-23,45.87943011876721
2023-11-24,53.386973229110936
2023-11-25,51.71863031570122
2023-11-26,50.88445885899636
2023-11-27,69.23623090650324
2023-11-28,71.73874527661782
2023-11-29,71.73874527661782
2023-11-30,67.56788799309354
2023-12-01,65.8995450796838
2023-12-02,57.55783051263523
2023-12-03,49.216115945586644
2023-12-04,69.23623090650324
2023-12-05,70.90457381991297
2023-12-06,70.90457381991297
2023-12-07,67.56788799309354
2023-12-08,68.40205944979839
2023-12-09,55.05531614252065
2023-12-10,52.55280177240608
2023-12-11,70.0704023632081
2023-12-12,67.56788799309354
2023-12-13,70.90457381991297
2023-12-14,69.23623090650324
2023-12-15,65.06537362297895
2023-12-16,55.88948759922551
2023-12-17,49.216115945586644
2023-12-18,65.8995450796838
2023-12-19,68.40205944979839
2023-12-20,69.23623090650324
2023-12-21,68.40205944979839
2023-12-22,66.73371653638867
2023-12-23,51.85034159833883
2023-12-24,46.537986531955255
2023-12-25,44.233039085797095
2023-12-26,61.00427574165267
2023-12-27,66.73371653638867
2023-12-28,64.07753900319689
2023-12-29,64.4287690902305
2023-12-30,51.85034159833883
2023-12-31,45.7696707165692
2024-01-01,48.42584824976099
2024-01-02,64.84585481858294
2024-01-03,70.15820988496651
2024-01-04,68.6215782541944
2024-01-05,64.07753900319689
2024-01-06,53.386973229110936
2024-01-07,48.77707833679462
2024-01-08,65.96540072100261
2024-01-09,66.73371653638867
2024-01-10,69.03866398254684
2024-01-11,67.50203235177473
2024-01-12,65.19708490561656
2024-01-13,49.19416406514704
2024-01-14,46.537986531955255
2024-01-15,54.92360485988304
2024-01-16,63.66045327484446
2024-01-17,69.03866398254684
2024-01-18,63.66045327484446
2024-01-19,64.4287690902305
2024-01-20,52.61865741372488
2024-01-21,47.06483166250569
2024-01-22,63.92387584011967
2024-01-23,68.84109705859042
2024-01-24,68.84109705859042
2024-01-25,66.03125636232141
2024-01-26,56.19681392537993
2024-01-27,43.55253079216945
2024-01-28,38.635309573698706
2024-01-29,50.57713253284194
2024-01-30,58.30419444758168
2024-01-31,56.89927409944718
2024-02-01,55.49435375131268
2024-02-02,53.386973229110936
2024-02-03,40.0402299218332
2024-02-04,37.2303892255642
2024-02-05,51.98205288097644
2024-02-06,54.79189357724543
2024-02-07,56.19681392537993
2024-02-08,53.386973229110936
2024-02-09,51.279592706909185
2024-02-10,41.4451502699677
2024-02-11,36.527929051496955
2024-02-12,47.767291836572944
2024-02-13,55.49435375131268
2024-02-14,54.089433403178184
2024-02-15,54.089433403178184
2024-02-16,54.089433403178184
2024-02-17,39.337769747765954
2024-02-18,37.93284939963145
2024-02-19,50.57713253284194
2024-02-20,56.19681392537993
2024-02-21,53.386973229110936
2024-02-22,54.089433403178184
2024-02-23,51.98205288097644
2024-02-24,40.74269009590045
2024-02-25,37.2303892255642
2024-02-26,53.386973229110936
2024-02-27,52.68451305504369
2024-02-28,51.98205288097644
2024-02-29,53.386973229110936
2024-03-01,54.79189357724543
2024-03-02,41.4451502699677
2024-03-03,37.93284939963145
2024-03-04,49.87467235877469
2024-03-05,62.518955491985174
2024-03-06,56.19681392537993
2024-03-07,51.98205288097644
2024-03-08,50.57713253284194
2024-03-09,39.337769747765954
2024-03-10,39.337769747765954
2024-03-11,51.98205288097644
2024-03-12,51.279592706909185
2024-03-13,52.68451305504369
2024-03-14,50.57713253284194
2024-03-15,47.767291836572944
2024-03-16,41.4451502699677
2024-03-17,38.635309573698706
2024-03-18,52.68451305504369
2024-03-19,51.98205288097644
2024-03-20,54.79189357724543
2024-03-21,53.386973229110936
2024-03-22,49.17221218470744
2024-03-23,38.635309573698706
2024-03-24,37.93284939963145
2024-03-25,53.386973229110936
2024-03-26,53.386973229110936
2024-03-27,53.386973229110936
2024-03-28,53.386973229110936
2024-03-29,46.36237148843844
2024-03-30,37.2303892255642
2024-03-31,35.12300870336246
2024-04-01,53.386973229110936
2024-04-02,53.386973229110936
2024-04-03,53.386973229110936
2024-04-04,50.57713253284194
2024-04-05,51.279592706909185
2024-04-06,37.93284939963145
2024-04-07,35.82546887742971
2024-04-08,47.767291836572944
2024-04-09,49.87467235877469
2024-04-10,54.089433403178184
2024-04-11,51.279592706909185
2024-04-12,51.279592706909185
2024-04-13,39.337769747765954
2024-04-14,35.82546887742971
2024-04-15,51.98205288097644
2024-04-16,53.386973229110936
2024-04-17,52.68451305504369
2024-04-18,49.87467235877469
2024-04-19,47.767291836572944
2024-04-20,39.337769747765954
2024-04-21,37.93284939963145
2024-04-22,51.279592706909185
2024-04-23,50.57713253284194
2024-04-24,50.57713253284194
2024-04-25,51.98205288097644
2024-04-26,48.46975201064019
2024-04-27,37.93284939963145
2024-04-28,37.93284939963145
2024-04-29,51.279592706909185
2024-04-30,51.279592706909185
2024-05-01,52.68451305504369
2024-05-02,50.57713253284194
2024-05-03,49.87467235877469
2024-05-04,37.2303892255642
2024-05-05,35.82546887742971
2024-05-06,51.279592706909185
2024-05-07,52.68451305504369
2024-05-08,52.68451305504369
2024-05-09,50.57713253284194
2024-05-10,47.767291836572944
2024-05-11,37.93284939963145
2024-05-12,34.42054852929521
2024-05-13,49.87467235877469
2024-05-14,52.68451305504369
2024-05-15,51.279592706909185
2024-05-16,49.87467235877469
2024-05-17,48.46975201064019
2024-05-18,39.337769747765954
2024-05-19,35.12300870336246
2024-05-20,49.87467235877469
2024-05-21,53.386973229110936
2024-05-22,51.98205288097644
2024-05-23,50.57713253284194
2024-05-24,48.46975201064019
2024-05-25,36.527929051496955
2024-05-26,34.42054852929521
2024-05-27,40.0402299218332
2024-05-28,51.98205288097644
2024-05-29,52.68451305504369
2024-05-30,52.68451305504369
2024-05-31,50.57713253284194
2024-06-01,40.0402299218332
2024-06-02,37.2303892255642
2024-06-03,49.17221218470744
2024-06-04,51.279592706909185
2024-06-05,54.089433403178184
2024-06-06,52.68451305504369
2024-06-07,50.57713253284194
2024-06-08,37.93284939963145
2024-06-09,36.527929051496955
2024-06-10,56.19681392537993
2024-06-11,53.386973229110936
2024-06-12,52.68451305504369
2024-06-13,53.386973229110936
2024-06-14,51.279592706909185
2024-06-15,37.93284939963145
2024-06-16,35.82546887742971
2024-06-17,51.98205288097644
2024-06-18,51.279592706909185
2024-06-19,48.46975201064019
2024-06-20,51.279592706909185
2024-06-21,49.17221218470744
2024-06-22,37.2303892255642
2024-06-23,33.71808835522796
2024-06-24,51.279592706909185
2024-06-25,51.279592706909185
2024-06-26,51.98205288097644
2024-06-27,51.98205288097644
2024-06-28,49.17221218470744
2024-06-29,39.337769747765954
2024-06-30,35.82546887742971
2024-07-01,52.68451305504369
2024-07-02,51.98205288097644
2024-07-03,48.46975201064019
2024-07-04,37.2303892255642
2024-07-05,44.957451140303945
2024-07-06,36.527929051496955
2024-07-07,35.12300870336246
2024-07-08,49.87467235877469
2024-07-09,50.57713253284194
2024-07-10,49.87467235877469
2024-07-11,51.98205288097644
2024-07-12,50.57713253284194
2024-07-13,36.527929051496955
2024-07-14,33.71808835522796
2024-07-15,49.87467235877469
2024-07-16,51.98205288097644
2024-07-17,48.46975201064019
2024-07-18,52.68451305504369
2024-07-19,47.767291836572944
2024-07-20,37.93284939963145
2024-07-21,35.82546887742971
2024-07-22,50.57713253284194
2024-07-23,52.68451305504369
2024-07-24,50.57713253284194
2024-07-25,51.98205288097644
2024-07-26,48.46975201064019
2024-07-27,37.2303892255642
2024-07-28,35.12300870336246
2024-07-29,48.46975201064019
2024-07-30,49.87467235877469
2024-07-31,51.279592706909185
2024-08-01,51.98205288097644
2024-08-02,48.46975201064019
2024-08-03,37.93284939963145
2024-08-04,35.82546887742971
2024-08-05,47.767291836572944
2024-08-06,49.17221218470744
2024-08-07,52.68451305504369
2024-08-08,51.98205288097644
2024-08-09,49.87467235877469
2024-08-10,37.93284939963145
2024-08-11,35.12300870336246
2024-08-12,54.089433403178184
2024-08-13,54.79189357724543
2024-08-14,51.279592706909185
2024-08-15,51.98205288097644
2024-08-16,49.87467235877469
2024-08-17,38.635309573698706
2024-08-18,35.172796857623226
2024-08-19,51.3793777082929
2024-08-20,54.139012864576785
2024-08-21,50.486261697999524
2024-08-22,50.135031610965896
2024-08-23,50.757204659629394
2024-08-24,38.82554802420049
2024-08-25,36.41714295495023
2024-08-26,54.139012864576785
2024-08-27,52.6237238056199
2024-08-28,48.348799590379144
2024-08-29,50.486261697999524
2024-08-30,47.99756950334552
2024-08-31,36.06591286791661
2024-09-01,34.55062380895973
2024-09-02,37.039316003613735
2024-09-03,49.86408864933602
2024-09-04,49.24191560067252
2024-09-05,49.24191560067252
2024-09-06,48.348799590379144
2024-09-07,36.68808591658011
2024-09-08,33.657507798666344
2024-09-09,45.58916443409525
2024-09-10,48.348799590379144
2024-09-11,45.58916443409525
2024-09-12,44.966991385431754
2024-09-13,44.344818336768256
2024-09-14,33.92845076029623
2024-09-15,30.897872642382467
2024-09-16,43.45170232647487
2024-09-17,46.60218940033883
2024-09-18,46.060303477079074
2024-09-19,46.060303477079074
2024-09-20,44.97653163055957
2024-09-21,35.222585011884
2024-09-22,32.51315539558523
2024-09-23,44.97653163055957
