Time,kyrie_irving
2022-11-03,116.0
2022-11-04,364.0
2022-11-05,252.0
2022-11-06,140.0
2022-11-07,136.0
2022-11-08,76.0
2022-11-09,56.0
2022-11-10,64.0
2022-11-11,64.0
2022-11-12,44.0
2022-11-13,40.0
2022-11-14,32.0
2022-11-15,24.0
2022-11-16,28.0
2022-11-17,24.0
2022-11-18,16.0
2022-11-19,24.0
2022-11-20,28.0
2022-11-21,32.0
2022-11-22,24.0
2022-11-23,24.0
2022-11-24,24.0
2022-11-25,16.0
2022-11-26,16.0
2022-11-27,12.0
2022-11-28,12.0
2022-11-29,8.0
2022-11-30,8.0
2022-12-01,16.0
2022-12-02,16.0
2022-12-03,16.0
2022-12-04,16.0
2022-12-05,16.0
2022-12-06,24.0
2022-12-07,16.0
2022-12-08,16.0
2022-12-09,12.0
2022-12-10,12.0
2022-12-11,12.0
2022-12-12,12.0
2022-12-13,12.0
2022-12-14,8.0
2022-12-15,8.0
2022-12-16,8.0
2022-12-17,12.0
2022-12-18,12.0
2022-12-19,8.0
2022-12-20,8.0
2022-12-21,8.0
2022-12-22,12.0
2022-12-23,8.0
2022-12-24,12.0
2022-12-25,8.0
2022-12-26,16.0
2022-12-27,12.0
2022-12-28,12.0
2022-12-29,12.0
2022-12-30,8.0
2022-12-31,12.0
2023-01-01,12.0
2023-01-02,12.0
2023-01-03,16.0
2023-01-04,12.0
2023-01-05,12.0
2023-01-06,12.0
2023-01-07,16.0
2023-01-08,12.0
2023-01-09,8.0
2023-01-10,4.0
2023-01-11,4.0
2023-01-12,12.0
2023-01-13,12.0
2023-01-14,8.0
2023-01-15,8.0
2023-01-16,8.0
2023-01-17,12.0
2023-01-18,12.0
2023-01-19,12.0
2023-01-20,16.0
2023-01-21,12.0
2023-01-22,8.0
2023-01-23,12.0
2023-01-24,8.0
2023-01-25,12.0
2023-01-26,20.0
2023-01-27,12.0
2023-01-28,16.0
2023-01-29,16.0
2023-01-30,12.0
2023-01-31,20.0
2023-02-01,16.0
2023-02-02,12.0
2023-02-03,108.0
2023-02-04,116.0
2023-02-05,400.0
2023-02-06,212.0
2023-02-07,76.0
2023-02-08,48.0
2023-02-09,104.0
2023-02-10,32.0
2023-02-11,40.0
2023-02-12,32.0
2023-02-13,16.0
2023-02-14,28.0
2023-02-15,16.0
2023-02-16,24.0
2023-02-17,12.0
2023-02-18,8.0
2023-02-19,12.0
2023-02-20,20.0
2023-02-21,12.0
2023-02-22,12.0
2023-02-23,12.0
2023-02-24,16.0
2023-02-25,8.0
2023-02-26,20.0
2023-02-27,12.0
2023-02-28,12.0
2023-03-01,16.0
2023-03-02,16.0
2023-03-03,20.0
2023-03-04,8.0
2023-03-05,28.0
2023-03-06,12.0
2023-03-07,12.0
2023-03-08,16.0
2023-03-09,12.0
2023-03-10,8.0
2023-03-11,12.0
2023-03-12,12.0
2023-03-13,12.0
2023-03-14,12.0
2023-03-15,8.0
2023-03-16,8.0
2023-03-17,8.0
2023-03-18,12.0
2023-03-19,8.0
2023-03-20,8.0
2023-03-21,12.0
2023-03-22,8.0
2023-03-23,16.0
2023-03-24,8.0
2023-03-25,12.0
2023-03-26,20.0
2023-03-27,16.0
2023-03-28,8.0
2023-03-29,12.0
2023-03-30,12.0
2023-03-31,4.0
2023-04-01,12.0
2023-04-02,12.0
2023-04-03,12.0
2023-04-04,8.0
2023-04-05,8.0
2023-04-06,12.0
2023-04-07,8.0
2023-04-08,12.0
2023-04-09,8.0
2023-04-10,8.0
2023-04-11,8.0
2023-04-12,4.0
2023-04-13,4.0
2023-04-14,4.0
2023-04-15,8.0
2023-04-16,4.0
2023-04-17,4.0
2023-04-18,4.0
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,4.0
2023-04-22,4.0
2023-04-23,4.0
2023-04-24,4.0
2023-04-25,4.0
2023-04-26,4.08
2023-04-27,3.76
2023-04-28,3.44
2023-04-29,11.120000000000001
2023-04-30,6.720000000000001
2023-05-01,4.5600000000000005
2023-05-02,6.720000000000001
2023-05-03,4.4
2023-05-04,4.08
2023-05-05,3.92
2023-05-06,4.24
2023-05-07,4.08
2023-05-08,3.92
2023-05-09,4.08
2023-05-10,3.92
2023-05-11,3.76
2023-05-12,4.24
2023-05-13,4.24
2023-05-14,4.24
2023-05-15,4.08
2023-05-16,4.08
2023-05-17,4.24
2023-05-18,3.92
2023-05-19,4.24
2023-05-20,4.08
2023-05-21,7.04
2023-05-22,7.52
2023-05-23,14.56
2023-05-24,7.52
2023-05-25,7.68
2023-05-26,6.08
2023-05-27,5.76
2023-05-28,6.08
2023-05-29,8.0
2023-05-30,6.08
2023-05-31,4.16
2023-06-01,4.48
2023-06-02,3.84
2023-06-03,4.16
2023-06-04,3.84
2023-06-05,7.36
2023-06-06,5.76
2023-06-07,4.8
2023-06-08,5.12
2023-06-09,3.52
2023-06-10,4.16
2023-06-11,3.52
2023-06-12,6.08
2023-06-13,4.8
2023-06-14,3.84
2023-06-15,3.84
2023-06-16,4.8
2023-06-17,5.12
2023-06-18,5.44
2023-06-19,5.44
2023-06-20,4.48
2023-06-21,5.12
2023-06-22,5.12
2023-06-23,5.76
2023-06-24,3.84
2023-06-25,4.48
2023-06-26,5.76
2023-06-27,6.08
2023-06-28,5.44
2023-06-29,16.64
2023-06-30,32.0
2023-07-01,26.560000000000002
2023-07-02,9.92
2023-07-03,8.0
2023-07-04,7.04
2023-07-05,5.44
2023-07-06,4.8
2023-07-07,3.84
2023-07-08,4.8
2023-07-09,4.16
2023-07-10,3.2
2023-07-11,3.2
2023-07-12,7.36
2023-07-13,7.04
2023-07-14,4.48
2023-07-15,4.16
2023-07-16,4.16
2023-07-17,3.52
2023-07-18,3.2
2023-07-19,2.88
2023-07-20,2.88
2023-07-21,2.88
2023-07-22,3.84
2023-07-23,4.8
2023-07-24,3.84
2023-07-25,3.52
2023-07-26,2.88
2023-07-27,3.2
2023-07-28,2.88
2023-07-29,2.56
2023-07-30,2.88
2023-07-31,2.56
2023-08-01,2.88
2023-08-02,2.88
2023-08-03,4.48
2023-08-04,3.2
2023-08-05,4.16
2023-08-06,3.52
2023-08-07,2.88
2023-08-08,2.88
2023-08-09,2.24
2023-08-10,3.2
2023-08-11,3.52
2023-08-12,3.2
2023-08-13,4.48
2023-08-14,4.16
2023-08-15,3.52
2023-08-16,2.88
2023-08-17,3.2
2023-08-18,2.56
2023-08-19,2.56
2023-08-20,2.88
2023-08-21,2.24
2023-08-22,2.88
2023-08-23,2.24
2023-08-24,2.56
2023-08-25,2.24
2023-08-26,2.24
2023-08-27,3.2
2023-08-28,2.88
2023-08-29,2.56
2023-08-30,2.24
2023-08-31,2.88
2023-09-01,2.56
2023-09-02,2.56
2023-09-03,2.24
2023-09-04,1.92
2023-09-05,1.92
2023-09-06,2.88
2023-09-07,1.92
2023-09-08,2.56
2023-09-09,2.88
2023-09-10,2.24
2023-09-11,2.56
2023-09-12,2.56
2023-09-13,2.24
2023-09-14,2.88
2023-09-15,2.24
2023-09-16,2.56
2023-09-17,2.24
2023-09-18,2.24
2023-09-19,2.24
2023-09-20,2.24
2023-09-21,2.56
2023-09-22,2.56
2023-09-23,3.2
2023-09-24,2.56
2023-09-25,2.24
2023-09-26,2.56
2023-09-27,3.52
2023-09-28,3.2
2023-09-29,3.2
2023-09-30,4.48
2023-10-01,6.72
2023-10-02,5.76
2023-10-03,4.48
2023-10-04,4.16
2023-10-05,5.12
2023-10-06,4.8
2023-10-07,6.08
2023-10-08,4.48
2023-10-09,3.52
2023-10-10,4.48
2023-10-11,5.12
2023-10-12,4.16
2023-10-13,3.84
2023-10-14,3.52
2023-10-15,3.2
2023-10-16,2.88
2023-10-17,2.88
2023-10-18,3.2
2023-10-19,2.88
2023-10-20,3.2
2023-10-21,3.84
2023-10-22,3.52
2023-10-23,3.2
2023-10-24,3.52
2023-10-25,6.08
2023-10-26,12.8
2023-10-27,6.72
2023-10-28,8.96
2023-10-29,3.52
2023-10-30,6.72
2023-10-31,11.200000000000001
2023-11-01,5.44
2023-11-02,9.92
2023-11-03,8.64
2023-11-04,11.84
2023-11-05,8.96
2023-11-06,10.56
2023-11-07,7.36
2023-11-08,6.08
2023-11-09,6.08
2023-11-10,7.04
2023-11-11,9.28
2023-11-12,6.08
2023-11-13,7.04
2023-11-14,7.68
2023-11-15,12.48
2023-11-16,8.32
2023-11-17,3.52
2023-11-18,7.68
2023-11-19,16.0
2023-11-20,10.24
2023-11-21,4.48
2023-11-22,5.44
2023-11-23,10.88
2023-11-24,3.84
2023-11-25,6.72
2023-11-26,10.24
2023-11-27,3.2
2023-11-28,5.44
2023-11-29,7.68
2023-11-30,3.52
2023-12-01,8.96
2023-12-02,8.96
2023-12-03,6.08
2023-12-04,3.2
2023-12-05,2.56
2023-12-06,5.12
2023-12-07,6.4
2023-12-08,5.44
2023-12-09,20.16
2023-12-10,8.0
2023-12-11,5.44
2023-12-12,6.72
2023-12-13,11.52
2023-12-14,4.48
2023-12-15,5.44
2023-12-16,4.8
2023-12-17,5.44
2023-12-18,4.16
2023-12-19,5.12
2023-12-20,4.16
2023-12-21,5.76
2023-12-22,4.111503579952267
2023-12-23,5.724105011933174
2023-12-24,5.564105011933174
2023-12-25,5.724105011933174
2023-12-26,9.83560859188544
2023-12-27,4.83780429594272
2023-12-28,6.610405727923627
2023-12-29,4.9978042959427205
2023-12-30,4.111503579952267
2023-12-31,5.564105011933174
2024-01-01,5.404105011933174
2024-01-02,6.610405727923627
2024-01-03,7.903007159904534
2024-01-04,7.176706443914081
2024-01-05,5.564105011933174
2024-01-06,6.610405727923627
2024-01-07,4.83780429594272
2024-01-08,7.176706443914081
2024-01-09,7.903007159904534
2024-01-10,8.223007159904533
2024-01-11,8.949307875894988
2024-01-12,12.174510739856801
2024-01-13,5.564105011933174
2024-01-14,4.9978042959427205
2024-01-15,8.949307875894988
2024-01-16,5.404105011933174
2024-01-17,5.884105011933174
2024-01-18,12.014510739856801
2024-01-19,3.951503579952267
2024-01-20,4.111503579952267
2024-01-21,3.2504057279236274
2024-01-22,6.500811455847255
2024-01-23,8.126014319809068
2024-01-24,5.688210023866348
2024-01-25,8.126014319809068
2024-01-26,7.313412887828162
2024-01-27,9.751217183770882
2024-01-28,6.500811455847255
2024-01-29,3.2504057279236274
2024-01-30,5.688210023866348
2024-01-31,4.875608591885441
2024-02-01,4.875608591885441
2024-02-02,4.063007159904534
2024-02-03,4.875608591885441
2024-02-04,6.500811455847255
2024-02-05,10.563818615751789
2024-02-06,11.376420047732696
2024-02-07,16.252028639618135
2024-02-08,9.751217183770882
2024-02-09,8.126014319809068
2024-02-10,11.376420047732696
2024-02-11,5.688210023866348
2024-02-12,10.563818615751789
2024-02-13,8.938615751789975
2024-02-14,4.875608591885441
2024-02-15,8.126014319809068
2024-02-16,4.063007159904534
2024-02-17,4.063007159904534
2024-02-18,3.2504057279236274
2024-02-19,4.875608591885441
2024-02-20,3.2504057279236274
2024-02-21,4.063007159904534
2024-02-22,7.313412887828162
2024-02-23,10.563818615751789
2024-02-24,4.063007159904534
2024-02-25,11.376420047732696
2024-02-26,4.063007159904534
2024-02-27,11.376420047732696
2024-02-28,13.814224343675416
2024-02-29,8.938615751789975
2024-03-01,8.126014319809068
2024-03-02,11.376420047732696
2024-03-03,16.252028639618135
2024-03-04,4.875608591885441
2024-03-05,6.500811455847255
2024-03-06,8.126014319809068
2024-03-07,8.938615751789975
2024-03-08,8.126014319809068
2024-03-09,8.126014319809068
2024-03-10,6.500811455847255
2024-03-11,7.313412887828162
2024-03-12,6.500811455847255
2024-03-13,5.688210023866348
2024-03-14,8.938615751789975
2024-03-15,10.563818615751789
2024-03-16,3.2504057279236274
2024-03-17,18.689832935560858
2024-03-18,18.689832935560858
2024-03-19,16.252028639618135
2024-03-20,10.563818615751789
2024-03-21,8.126014319809068
2024-03-22,9.751217183770882
2024-03-23,8.938615751789975
2024-03-24,6.500811455847255
2024-03-25,7.313412887828162
2024-03-26,11.376420047732696
2024-03-27,11.376420047732696
2024-03-28,4.063007159904534
2024-03-29,4.875608591885441
2024-03-30,8.938615751789975
2024-03-31,7.313412887828162
2024-04-01,5.688210023866348
2024-04-02,6.500811455847255
2024-04-03,8.126014319809068
2024-04-04,8.938615751789975
2024-04-05,7.313412887828162
2024-04-06,7.313412887828162
2024-04-07,10.563818615751789
2024-04-08,8.126014319809068
2024-04-09,8.126014319809068
2024-04-10,9.751217183770882
2024-04-11,8.126014319809068
2024-04-12,4.875608591885441
2024-04-13,4.063007159904534
2024-04-14,4.063007159904534
2024-04-15,4.063007159904534
2024-04-16,4.875608591885441
2024-04-17,4.875608591885441
2024-04-18,4.875608591885441
2024-04-19,5.688210023866348
2024-04-20,5.688210023866348
2024-04-21,21.940238663484486
2024-04-22,5.688210023866348
2024-04-23,9.751217183770882
2024-04-24,15.43942720763723
2024-04-25,4.063007159904534
2024-04-26,11.376420047732696
2024-04-27,17.064630071599044
2024-04-28,26.815847255369924
2024-04-29,10.563818615751789
2024-04-30,6.500811455847255
2024-05-01,13.00162291169451
2024-05-02,24.378042959427205
2024-05-03,16.252028639618135
2024-05-04,46.31828162291169
2024-05-05,9.751217183770882
2024-05-06,8.126014319809068
2024-05-07,13.814224343675416
2024-05-08,21.127637231503577
2024-05-09,13.00162291169451
2024-05-10,30.066252983293552
2024-05-11,28.441050119331738
2024-05-12,11.376420047732696
2024-05-13,14.626825775656323
2024-05-14,26.00324582338902
2024-05-15,13.00162291169451
2024-05-16,21.940238663484486
2024-05-17,6.500811455847255
2024-05-18,18.689832935560858
2024-05-19,42.255274463007154
2024-05-20,15.43942720763723
2024-05-21,9.751217183770882
2024-05-22,21.940238663484486
2024-05-23,69.883723150358
2024-05-24,30.066252983293552
2024-05-25,64.19551312649165
2024-05-26,32.50405727923627
2024-05-27,81.26014319809069
2024-05-28,39.817470167064435
2024-05-29,47.9434844868735
2024-05-30,24.378042959427205
2024-05-31,74.75933174224343
2024-06-01,22.75284009546539
2024-06-02,13.00162291169451
2024-06-03,13.814224343675416
2024-06-04,16.252028639618135
2024-06-05,18.689832935560858
2024-06-06,34.12926014319809
2024-06-07,54.44429594272076
2024-06-08,11.376420047732696
2024-06-09,24.378042959427205
2024-06-10,63.38291169451073
2024-06-11,13.814224343675416
2024-06-12,21.127637231503577
2024-06-13,48.75608591885441
2024-06-14,20.315035799522672
2024-06-15,32.50405727923627
2024-06-16,8.126014319809068
2024-06-17,17.87723150357995
2024-06-18,54.44429594272076
2024-06-19,10.563818615751789
2024-06-20,5.688210023866348
2024-06-21,5.688210023866348
2024-06-22,4.875608591885441
2024-06-23,4.875608591885441
2024-06-24,3.2504057279236274
2024-06-25,3.2504057279236274
2024-06-26,3.2504057279236274
2024-06-27,4.063007159904534
2024-06-28,4.063007159904534
2024-06-29,4.063007159904534
2024-06-30,3.2504057279236274
2024-07-01,6.500811455847255
2024-07-02,5.688210023866348
2024-07-03,4.063007159904534
2024-07-04,4.063007159904534
2024-07-05,3.2504057279236274
2024-07-06,4.063007159904534
2024-07-07,4.063007159904534
2024-07-08,4.063007159904534
2024-07-09,4.875608591885441
2024-07-10,4.875608591885441
2024-07-11,4.063007159904534
2024-07-12,3.2504057279236274
2024-07-13,3.2504057279236274
2024-07-14,2.4378042959427204
2024-07-15,2.4378042959427204
2024-07-16,2.4378042959427204
2024-07-17,4.875608591885441
2024-07-18,3.2504057279236274
2024-07-19,3.2504057279236274
2024-07-20,3.2504057279236274
2024-07-21,3.2504057279236274
2024-07-22,2.4378042959427204
2024-07-23,1.6252028639618137
2024-07-24,2.4378042959427204
2024-07-25,1.6252028639618137
2024-07-26,2.4378042959427204
2024-07-27,3.2504057279236274
2024-07-28,3.2504057279236274
2024-07-29,2.4378042959427204
2024-07-30,2.4378042959427204
2024-07-31,2.4378042959427204
2024-08-01,2.4378042959427204
2024-08-02,2.4378042959427204
2024-08-03,2.4378042959427204
2024-08-04,3.2504057279236274
2024-08-05,2.4378042959427204
2024-08-06,2.4378042959427204
2024-08-07,2.4378042959427204
2024-08-08,2.4378042959427204
2024-08-09,2.4378042959427204
2024-08-10,3.2504057279236274
2024-08-11,3.2504057279236274
2024-08-12,2.4378042959427204
2024-08-13,2.4378042959427204
2024-08-14,2.4378042959427204
2024-08-15,2.4378042959427204
2024-08-16,2.4378042959427204
2024-08-17,2.4378042959427204
2024-08-18,2.4378042959427204
2024-08-19,2.4378042959427204
2024-08-20,1.422052505966587
2024-08-21,2.4378042959427204
2024-08-22,2.4378042959427204
2024-08-23,2.4378042959427204
2024-08-24,2.031503579952267
2024-08-25,2.4378042959427204
2024-08-26,1.422052505966587
2024-08-27,2.4378042959427204
2024-08-28,2.4378042959427204
2024-08-29,2.4378042959427204
2024-08-30,2.4378042959427204
2024-08-31,2.4378042959427204
2024-09-01,2.4378042959427204
2024-09-02,1.422052505966587
2024-09-03,2.031503579952267
2024-09-04,2.4378042959427204
2024-09-05,3.453556085918854
2024-09-06,3.453556085918854
2024-09-07,2.4378042959427204
2024-09-08,2.4378042959427204
2024-09-09,2.4378042959427204
2024-09-10,2.4378042959427204
2024-09-11,2.031503579952267
2024-09-12,2.4378042959427204
2024-09-13,1.422052505966587
2024-09-14,2.4378042959427204
2024-09-15,2.4378042959427204
2024-09-16,1.422052505966587
2024-09-17,1.2189021479713602
2024-09-18,2.4378042959427204
2024-09-19,2.4378042959427204
2024-09-20,2.4378042959427204
2024-09-21,2.4378042959427204
2024-09-22,2.4378042959427204
2024-09-23,2.4378042959427204
2024-09-24,1.2189021479713602
2024-09-25,2.4378042959427204
2024-09-26,2.4378042959427204
2024-09-27,2.4378042959427204
2024-09-28,2.4378042959427204
2024-09-29,2.4378042959427204
2024-09-30,2.4378042959427204
2024-10-01,2.4378042959427204
2024-10-02,2.4378042959427204
2024-10-03,3.6567064439140804
2024-10-04,3.6567064439140804
2024-10-05,2.4378042959427204
2024-10-06,2.4378042959427204
2024-10-07,2.4378042959427204
2024-10-08,2.4378042959427204
2024-10-09,2.4378042959427204
2024-10-10,2.4378042959427204
2024-10-11,2.4378042959427204
2024-10-12,2.4378042959427204
2024-10-13,2.4378042959427204
2024-10-14,2.4378042959427204
2024-10-15,2.4378042959427204
2024-10-16,2.4378042959427204
2024-10-17,2.4378042959427204
2024-10-18,2.4378042959427204
2024-10-19,2.4378042959427204
2024-10-20,2.4378042959427204
2024-10-21,2.4378042959427204
2024-10-22,3.6567064439140804
2024-10-23,3.6567064439140804
2024-10-24,6.094510739856801
2024-10-25,8.532315035799522
2024-10-26,4.875608591885441
2024-10-27,7.313412887828161
2024-10-28,4.875608591885441
2024-10-29,14.626825775656322
2024-10-30,8.532315035799522
2024-10-31,9.751217183770882
2024-11-01,6.094510739856801
2024-11-02,2.4378042959427204
2024-11-03,8.532315035799522
2024-11-04,7.313412887828161
2024-11-05,4.875608591885441
2024-11-06,3.6567064439140804
2024-11-07,4.875608591885441
2024-11-08,6.094510739856801
2024-11-09,6.094510739856801
2024-11-10,4.875608591885441
2024-11-11,7.313412887828161
2024-11-12,7.313412887828161
2024-11-13,13.407923627684962
2024-11-14,10.970119331742241
2024-11-15,10.970119331742241
2024-11-16,7.313412887828161
2024-11-17,8.532315035799522
2024-11-18,4.875608591885441
2024-11-19,4.875608591885441
2024-11-20,6.094510739856801
2024-11-21,3.6567064439140804
2024-11-22,6.094510739856801
2024-11-23,12.189021479713603
2024-11-24,7.313412887828161
2024-11-25,8.532315035799522
2024-11-26,6.094510739856801
2024-11-27,7.313412887828161
2024-11-28,8.532315035799522
2024-11-29,29.253651551312643
2024-11-30,17.064630071599044
2024-12-01,12.189021479713603
2024-12-02,7.313412887828161
2024-12-03,7.313412887828161
2024-12-04,9.751217183770882
2024-12-05,7.313412887828161
2024-12-06,4.875608591885441
2024-12-07,7.313412887828161
2024-12-08,6.094510739856801
2024-12-09,3.6567064439140804
2024-12-10,14.626825775656322
2024-12-11,14.626825775656322
2024-12-12,3.6567064439140804
2024-12-13,3.6567064439140804
2024-12-14,3.6567064439140804
2024-12-15,4.875608591885441
2024-12-16,6.094510739856801
2024-12-17,2.4378042959427204
2024-12-18,3.6567064439140804
2024-12-19,6.094510739856801
2024-12-20,4.875608591885441
2024-12-21,4.875608591885441
2024-12-22,4.875608591885441
2024-12-23,3.6567064439140804
2024-12-24,6.094510739856801
2024-12-25,18.283532219570404
2024-12-26,4.875608591885441
2024-12-27,7.313412887828161
2024-12-28,9.751217183770882
2024-12-29,9.751217183770882
2024-12-30,7.313412887828161
2024-12-31,7.313412887828161
2025-01-01,7.313412887828161
2025-01-02,7.313412887828161
2025-01-03,7.313412887828161
2025-01-04,6.094510739856801
2025-01-05,3.6567064439140804
2025-01-06,3.6567064439140804
2025-01-07,4.875608591885441
2025-01-08,4.875608591885441
2025-01-09,3.6567064439140804
2025-01-10,3.6567064439140804
2025-01-11,2.4378042959427204
2025-01-12,3.6567064439140804
2025-01-13,2.4378042959427204
2025-01-14,6.094510739856801
2025-01-15,9.751217183770882
2025-01-16,3.6567064439140804
2025-01-17,4.875608591885441
2025-01-18,8.532315035799522
