Time,indeed
2022-06-12,55.0
2022-06-13,87.0
2022-06-14,90.0
2022-06-15,91.0
2022-06-16,84.0
2022-06-17,74.0
2022-06-18,54.0
2022-06-19,50.0
2022-06-20,89.0
2022-06-21,93.0
2022-06-22,92.0
2022-06-23,89.0
2022-06-24,76.0
2022-06-25,53.0
2022-06-26,58.0
2022-06-27,92.0
2022-06-28,92.0
2022-06-29,93.0
2022-06-30,84.0
2022-07-01,73.0
2022-07-02,50.0
2022-07-03,48.0
2022-07-04,51.0
2022-07-05,88.0
2022-07-06,94.0
2022-07-07,88.0
2022-07-08,77.0
2022-07-09,56.0
2022-07-10,57.0
2022-07-11,93.0
2022-07-12,97.0
2022-07-13,94.0
2022-07-14,87.0
2022-07-15,78.0
2022-07-16,53.0
2022-07-17,56.0
2022-07-18,93.0
2022-07-19,97.0
2022-07-20,94.0
2022-07-21,85.0
2022-07-22,76.0
2022-07-23,51.0
2022-07-24,56.0
2022-07-25,93.0
2022-07-26,100.0
2022-07-27,89.0
2022-07-28,93.0
2022-07-29,77.0
2022-07-30,53.0
2022-07-31,56.0
2022-08-01,91.0
2022-08-02,97.0
2022-08-03,95.0
2022-08-04,90.0
2022-08-05,80.0
2022-08-06,53.0
2022-08-07,59.0
2022-08-08,95.0
2022-08-09,97.0
2022-08-10,95.0
2022-08-11,90.0
2022-08-12,77.0
2022-08-13,54.0
2022-08-14,57.0
2022-08-15,93.0
2022-08-16,97.0
2022-08-17,93.0
2022-08-18,88.0
2022-08-19,79.0
2022-08-20,54.0
2022-08-21,59.0
2022-08-22,93.0
2022-08-23,97.0
2022-08-24,96.0
2022-08-25,89.0
2022-08-26,74.0
2022-08-27,57.0
2022-08-28,56.0
2022-08-29,87.2307935171543
2022-08-30,91.8903388760261
2022-08-31,89.3105661965902
2022-09-01,80.99147547884657
2022-09-02,71.13249842138498
2022-09-03,48.294885287307935
2022-09-04,48.294885287307935
2022-09-05,60.233635024205434
2022-09-06,87.2307935171543
2022-09-07,90.85045253630815
2022-09-08,84.11113449800042
2022-09-09,72.67238476110293
2022-09-10,50.87465796674385
2022-09-11,53.99431698589771
2022-09-12,90.35045253630815
2022-09-13,90.85045253630815
2022-09-14,93.97011155546201
2022-09-15,84.61113449800042
2022-09-16,74.75215744053884
2022-09-17,51.9145443064618
2022-09-18,51.9145443064618
2022-09-19,90.85045253630815
2022-09-20,91.3903388760261
2022-09-21,95.00999789517996
2022-09-22,84.11113449800042
2022-09-23,71.13249842138498
2022-09-24,48.294885287307935
2022-09-25,51.9145443064618
2022-09-26,85.65102083771839
2022-09-27,85.15102083771839
2022-09-28,80.98295095769313
2022-09-29,75.58408756051358
2022-09-30,69.10545148389814
2022-10-01,48.589770574615876
2022-10-02,52.90886129235951
2022-10-03,84.22226899600085
2022-10-04,88.54135971374448
2022-10-05,85.30204167543677
2022-10-06,80.98295095769313
2022-10-07,74.50431488107768
2022-10-08,50.74931593348769
2022-10-09,50.74931593348769
2022-10-10,84.22226899600085
2022-10-11,85.30204167543677
2022-10-12,85.30204167543677
2022-10-13,83.14249631656494
2022-10-14,71.26499684276995
2022-10-15,47.50999789517997
2022-10-16,51.8290886129236
2022-10-17,88.54135971374448
2022-10-18,85.30204167543677
2022-10-19,88.54135971374448
2022-10-20,78.82340559882131
2022-10-21,69.10545148389814
2022-10-22,48.589770574615876
2022-10-23,49.66954325405179
2022-10-24,85.30204167543677
2022-10-25,85.30204167543677
2022-10-26,83.14249631656494
2022-10-27,78.82340559882131
2022-10-28,65.8661334455904
2022-10-29,46.43022521574406
2022-10-30,47.50999789517997
2022-10-31,76.6638602399495
2022-11-01,84.22226899600085
2022-11-02,85.30204167543677
2022-11-03,79.90317827825722
2022-11-04,72.34476952220587
2022-11-05,48.589770574615876
2022-11-06,50.74931593348769
2022-11-07,80.98295095769313
2022-11-08,82.06272363712904
2022-11-09,78.82340559882131
2022-11-10,75.58408756051358
2022-11-11,65.8661334455904
2022-11-12,50.74931593348769
2022-11-13,50.74931593348769
2022-11-14,84.22226899600085
2022-11-15,86.38181435487267
2022-11-16,80.98295095769313
2022-11-17,82.06272363712904
2022-11-18,69.10545148389814
2022-11-19,49.66954325405179
2022-11-20,46.43022521574406
2022-11-21,70.18522416333404
2022-11-22,75.58408756051358
2022-11-23,59.38749736897496
2022-11-24,32.39318038307725
2022-11-25,45.350452536308154
2022-11-26,42.111134498000425
2022-11-27,49.66954325405179
2022-11-28,78.82340559882131
2022-11-29,82.06272363712904
2022-11-30,78.82340559882131
2022-12-01,78.82340559882131
2022-12-02,68.02567880446223
2022-12-03,49.66954325405179
2022-12-04,48.589770574615876
2022-12-05,80.98295095769313
2022-12-06,83.14249631656494
2022-12-07,80.98295095769313
2022-12-08,75.58408756051358
2022-12-09,65.8661334455904
2022-12-10,49.66954325405179
2022-12-11,48.589770574615876
2022-12-12,77.7436329193854
2022-12-13,78.82340559882131
2022-12-14,73.42454220164177
2022-12-15,71.26499684276995
2022-12-16,62.626815407282685
2022-12-17,47.50999789517997
2022-12-18,42.111134498000425
2022-12-19,68.02567880446223
2022-12-20,72.34476952220587
2022-12-21,66.94590612502633
2022-12-22,58.30772468953905
2022-12-23,48.589770574615876
2022-12-24,31.313407703641342
2022-12-25,29.153862344769525
2022-12-26,58.30772468953905
2022-12-27,79.90317827825722
2022-12-28,83.14249631656494
2022-12-29,78.82340559882131
2022-12-30,64.7863607661545
2022-12-31,45.350452536308154
2023-01-01,47.50999789517997
2023-01-02,87.46158703430858
2023-01-03,93.94022311092402
2023-01-04,97.17954114923175
2023-01-05,90.70090507261631
2023-01-06,85.30204167543677
2023-01-07,60.46727004841087
2023-01-08,59.38749736897496
2023-01-09,92.86045043148812
2023-01-10,99.33908650810358
2023-01-11,97.17954114923175
2023-01-12,91.78067775205221
2023-01-13,83.14249631656494
2023-01-14,57.227952010103145
2023-01-15,56.14817933066723
2023-01-16,93.94022311092402
2023-01-17,97.17954114923175
2023-01-18,96.09976846979585
2023-01-19,91.78067775205221
2023-01-20,79.90317827825722
2023-01-21,59.38749736897496
2023-01-22,56.14817933066723
2023-01-23,96.09976846979585
2023-01-24,99.33908650810358
2023-01-25,90.70090507261631
2023-01-26,86.38181435487267
2023-01-27,80.98295095769313
2023-01-28,58.30772468953905
2023-01-29,56.14817933066723
2023-01-30,88.54135971374448
2023-01-31,95.01999579035994
2023-02-01,93.94022311092402
2023-02-02,85.30204167543677
2023-02-03,79.90317827825722
2023-02-04,57.227952010103145
2023-02-05,57.227952010103145
2023-02-06,89.62113239318039
2023-02-07,97.17954114923175
2023-02-08,88.54135971374448
2023-02-09,84.22226899600085
2023-02-10,77.7436329193854
2023-02-11,58.30772468953905
2023-02-12,50.74931593348769
2023-02-13,77.7436329193854
2023-02-14,83.14249631656494
2023-02-15,87.46158703430858
2023-02-16,92.86045043148812
2023-02-17,80.98295095769313
2023-02-18,57.227952010103145
2023-02-19,58.30772468953905
2023-02-20,95.01999579035994
2023-02-21,91.78067775205221
2023-02-22,91.78067775205221
2023-02-23,84.22226899600085
2023-02-24,76.6638602399495
2023-02-25,55.06840665123133
2023-02-26,55.06840665123133
2023-02-27,88.54135971374448
2023-02-28,85.30204167543677
2023-03-01,88.54135971374448
2023-03-02,90.70090507261631
2023-03-03,76.6638602399495
2023-03-04,57.227952010103145
2023-03-05,58.30772468953905
2023-03-06,91.78067775205221
2023-03-07,92.86045043148812
2023-03-08,90.70090507261631
2023-03-09,87.46158703430858
2023-03-10,77.7436329193854
2023-03-11,55.06840665123133
2023-03-12,53.988633971795416
2023-03-13,88.54135971374448
2023-03-14,95.01999579035994
2023-03-15,87.46158703430858
2023-03-16,85.30204167543677
2023-03-17,71.26499684276995
2023-03-18,52.90886129235951
2023-03-19,58.30772468953905
2023-03-20,90.70090507261631
2023-03-21,96.09976846979585
2023-03-22,96.09976846979585
2023-03-23,90.70090507261631
2023-03-24,74.50431488107768
2023-03-25,56.14817933066723
2023-03-26,59.38749736897496
2023-03-27,91.78067775205221
2023-03-28,89.62113239318039
2023-03-29,88.54135971374448
2023-03-30,85.30204167543677
2023-03-31,75.58408756051358
2023-04-01,51.8290886129236
2023-04-02,57.227952010103145
2023-04-03,97.17954114923175
2023-04-04,90.70090507261631
2023-04-05,87.46158703430858
2023-04-06,87.46158703430858
2023-04-07,72.34476952220587
2023-04-08,51.8290886129236
2023-04-09,56.14817933066723
2023-04-10,97.17954114923175
2023-04-11,97.17954114923175
2023-04-12,95.01999579035994
2023-04-13,87.46158703430858
2023-04-14,77.7436329193854
2023-04-15,58.30772468953905
2023-04-16,59.38749736897496
2023-04-17,93.94022311092402
2023-04-18,99.33908650810358
2023-04-19,98.25931382866766
2023-04-20,87.46158703430858
2023-04-21,77.7436329193854
2023-04-22,58.30772468953905
2023-04-23,58.30772468953905
2023-04-24,98.25931382866766
2023-04-25,93.94022311092402
2023-04-26,91.86500725266583
2023-04-27,86.39601721813392
2023-04-28,77.64563316288283
2023-04-29,57.417382698849956
2023-04-30,57.95726903856791
2023-05-01,94.0526032664786
2023-05-02,98.42779529410413
2023-05-03,94.59248960619655
2023-05-04,90.77120924575945
2023-05-05,76.55183515597645
2023-05-06,55.22978668503718
2023-05-07,57.417382698849956
2023-05-08,97.8738836269157
2023-05-09,96.24019928029136
2023-05-10,93.49869159929017
2023-05-11,88.58361323194669
2023-05-12,78.73943116978921
2023-05-13,56.863471031661526
2023-05-14,49.76079665050526
2023-05-15,101.70918931482329
2023-05-16,107.71806568907317
2023-05-17,100.61539130791691
2023-05-18,97.33399728719775
2023-05-19,84.20842120432114
2023-05-20,61.23866305928706
2023-05-21,60.14486505238068
2023-05-22,98.9676816338221
2023-05-23,103.34287366144763
2023-05-24,101.70918931482329
2023-05-25,91.3110955854774
2023-05-26,81.9789267438877
2023-05-27,57.606813387596766
2023-05-28,54.283343384466185
2023-05-29,66.46940006261165
2023-05-30,104.13539343142492
2023-05-31,101.9197467626712
2023-06-01,95.27280675641003
2023-06-02,86.41022008139515
2023-06-03,59.82246005635049
2023-06-04,64.25375339385793
2023-06-05,104.13539343142492
2023-06-06,104.13539343142492
2023-06-07,99.70410009391748
2023-06-08,95.27280675641003
2023-06-09,78.65545674075712
2023-06-10,59.82246005635049
2023-06-11,59.82246005635049
2023-06-12,106.35104010017864
2023-06-13,105.24321676580178
2023-06-14,106.35104010017864
2023-06-15,99.70410009391748
2023-06-16,84.19457341264143
2023-06-17,57.606813387596766
2023-06-18,54.283343384466185
2023-06-19,98.59627675954061
2023-06-20,103.02757009704806
2023-06-21,100.81192342829434
2023-06-22,97.48845342516375
2023-06-23,88.62586675014887
2023-06-24,60.93028339072735
2023-06-25,62.03810672510421
2023-06-26,104.13539343142492
2023-06-27,105.24321676580178
2023-06-28,99.70410009391748
2023-06-29,95.27280675641003
2023-06-30,84.19457341264143
2023-07-01,58.714636721973626
2023-07-02,57.606813387596766
2023-07-03,84.19457341264143
2023-07-04,64.25375339385793
2023-07-05,105.24321676580178
2023-07-06,105.24321676580178
2023-07-07,89.73369008452573
2023-07-08,65.3615767282348
2023-07-09,59.82246005635049
2023-07-10,103.02757009704806
2023-07-11,98.59627675954061
2023-07-12,96.3806300907869
2023-07-13,95.27280675641003
2023-07-14,84.19457341264143
2023-07-15,57.606813387596766
2023-07-16,59.82246005635049
2023-07-17,97.48845342516375
2023-07-18,110.78233343768609
2023-07-19,94.16498342203317
2023-07-20,90.8415134189026
2023-07-21,76.4398100720034
2023-07-22,55.391166718843046
2023-07-23,59.82246005635049
2023-07-24,95.27280675641003
2023-07-25,99.70410009391748
2023-07-26,98.59627675954061
2023-07-27,89.73369008452573
2023-07-28,79.76328007513398
2023-07-29,57.606813387596766
2023-07-30,58.714636721973626
2023-07-31,89.73369008452573
2023-08-01,94.16498342203317
2023-08-02,98.59627675954061
2023-08-03,90.8415134189026
2023-08-04,81.9789267438877
2023-08-05,57.606813387596766
2023-08-06,59.82246005635049
2023-08-07,97.48845342516375
2023-08-08,98.59627675954061
2023-08-09,98.59627675954061
2023-08-10,90.8415134189026
2023-08-11,80.87110340951084
2023-08-12,56.498990053219906
2023-08-13,59.82246005635049
2023-08-14,94.16498342203317
2023-08-15,101.9197467626712
2023-08-16,105.24321676580178
2023-08-17,89.73369008452573
2023-08-18,80.87110340951084
2023-08-19,57.606813387596766
2023-08-20,58.714636721973626
2023-08-21,95.27280675641003
2023-08-22,100.81192342829434
2023-08-23,98.59627675954061
2023-08-24,87.51804341577201
2023-08-25,78.65545674075712
2023-08-26,54.283343384466185
2023-08-27,58.714636721973626
2023-08-28,91.94933675327945
2023-08-29,90.8415134189026
2023-08-30,89.73369008452573
2023-08-31,86.41022008139515
2023-09-01,72.00851673449596
2023-09-02,49.85205004695874
2023-09-03,49.85205004695874
2023-09-04,64.25375339385793
2023-09-05,93.05716008765631
2023-09-06,95.27280675641003
2023-09-07,87.51804341577201
2023-09-08,73.11634006887282
2023-09-09,54.283343384466185
2023-09-10,52.06769671571246
2023-09-11,89.73369008452573
2023-09-12,95.27280675641003
2023-09-13,91.94933675327945
2023-09-14,85.30239674701829
2023-09-15,74.22416340324968
2023-09-16,53.17552005008932
2023-09-17,53.17552005008932
2023-09-18,88.62586675014887
2023-09-19,95.27280675641003
2023-09-20,88.62586675014887
2023-09-21,88.62586675014887
2023-09-22,74.22416340324968
2023-09-23,56.498990053219906
2023-09-24,53.17552005008932
2023-09-25,90.8415134189026
2023-09-26,93.05716008765631
2023-09-27,90.8415134189026
2023-09-28,84.19457341264143
2023-09-29,70.9006934001191
2023-09-30,53.17552005008932
2023-10-01,52.06769671571246
2023-10-02,89.73369008452573
2023-10-03,89.73369008452573
2023-10-04,88.62586675014887
2023-10-05,84.19457341264143
2023-10-06,72.00851673449596
2023-10-07,52.06769671571246
2023-10-08,48.74422671258188
2023-10-09,84.19457341264143
2023-10-10,89.73369008452573
2023-10-11,89.73369008452573
2023-10-12,79.76328007513398
2023-10-13,67.57722339698851
2023-10-14,52.06769671571246
2023-10-15,52.06769671571246
2023-10-16,85.30239674701829
2023-10-17,93.05716008765631
2023-10-18,83.08675007826457
2023-10-19,81.9789267438877
2023-10-20,70.9006934001191
2023-10-21,50.9598733813356
2023-10-22,49.85205004695874
2023-10-23,81.9789267438877
2023-10-24,90.8415134189026
2023-10-25,87.51804341577201
2023-10-26,83.08675007826457
2023-10-27,70.9006934001191
2023-10-28,47.63640337820502
2023-10-29,45.4207567094513
2023-10-30,86.41022008139515
2023-10-31,80.87110340951084
2023-11-01,87.51804341577201
2023-11-02,83.08675007826457
2023-11-03,73.11634006887282
2023-11-04,52.06769671571246
2023-11-05,54.283343384466185
2023-11-06,86.41022008139515
2023-11-07,89.73369008452573
2023-11-08,84.19457341264143
2023-11-09,78.65545674075712
2023-11-10,65.3615767282348
2023-11-11,48.74422671258188
2023-11-12,50.9598733813356
2023-11-13,79.76328007513398
2023-11-14,83.08675007826457
2023-11-15,84.19457341264143
2023-11-16,78.65545674075712
2023-11-17,66.46940006261165
2023-11-18,47.63640337820502
2023-11-19,45.4207567094513
2023-11-20,69.79287006574224
2023-11-21,69.79287006574224
2023-11-22,55.391166718843046
2023-11-23,34.34252336568269
2023-11-24,45.4207567094513
2023-11-25,44.31293337507444
2023-11-26,50.9598733813356
2023-11-27,78.65545674075712
2023-11-28,85.30239674701829
2023-11-29,80.87110340951084
2023-11-30,79.76328007513398
2023-12-01,67.57722339698851
2023-12-02,52.06769671571246
2023-12-03,49.85205004695874
2023-12-04,79.76328007513398
2023-12-05,81.9789267438877
2023-12-06,75.33198673762654
2023-12-07,74.22416340324968
2023-12-08,69.79287006574224
2023-12-09,49.85205004695874
2023-12-10,49.85205004695874
2023-12-11,79.76328007513398
2023-12-12,78.65545674075712
2023-12-13,78.65545674075712
2023-12-14,67.57722339698851
2023-12-15,60.93028339072735
2023-12-16,46.52858004382816
2023-12-17,45.4207567094513
2023-12-18,67.57722339698851
2023-12-19,70.9006934001191
2023-12-20,67.57722339698851
2023-12-21,60.93028339072735
2023-12-22,53.00934654993279
2023-12-23,41.98650437288303
2023-12-24,28.858797860517228
2023-12-25,29.911230028175247
2023-12-26,66.1370530622986
2023-12-27,75.55355140450192
2023-12-28,69.79287006574225
2023-12-29,65.58314139511018
2023-12-30,48.799617879300726
2023-12-31,41.98650437288303
2024-01-01,48.799617879300726
2024-01-02,84.47152924623565
2024-01-03,99.70410009391748
2024-01-04,91.83855441984177
2024-01-05,79.76328007513399
2024-01-06,58.77002788869247
2024-01-07,55.61273138571842
2024-01-08,89.73369008452573
2024-01-09,87.62882574920971
2024-01-10,89.73369008452573
2024-01-11,83.97300874576607
2024-01-12,74.00259873637431
2024-01-13,54.06177871759081
2024-01-14,51.956914382274775
2024-01-15,73.44868706918588
2024-01-16,80.815712242792
2024-01-17,86.57639358155168
2024-01-18,85.02544091342408
2024-01-19,73.44868706918588
2024-01-20,57.21907522056487
2024-01-21,55.83429605259379
2024-01-22,89.73369008452575
2024-01-23,88.73664908358657
2024-01-24,86.74256708170822
2024-01-25,85.74552608076904
2024-01-26,69.79287006574225
2024-01-27,49.852050046958745
2024-01-28,47.8579680450804
2024-01-29,76.77215707231647
2024-01-30,81.75736207701235
2024-01-31,78.76623907419481
2024-02-01,73.78103406949894
2024-02-02,65.80470606198554
2024-02-03,50.84909104789792
2024-02-04,50.84909104789792
2024-02-05,74.77807507043812
2024-02-06,79.76328007513399
2024-02-07,77.76919807325564
2024-02-08,71.78695206762059
2024-02-09,63.810624060107195
2024-02-10,48.85500904601957
2024-02-11,40.87868103850617
2024-02-12,63.810624060107195
2024-02-13,73.78103406949894
2024-02-14,66.80174706292472
2024-02-15,71.78695206762059
2024-02-16,64.80766506104636
2024-02-17,47.8579680450804
2024-02-18,47.8579680450804
2024-02-19,72.78399306855977
2024-02-20,77.76919807325564
2024-02-21,77.76919807325564
2024-02-22,67.7987880638639
2024-02-23,61.81654205822885
2024-02-24,44.866845042262874
2024-02-25,43.8698040413237
2024-02-26,71.78695206762059
2024-02-27,74.77807507043812
2024-02-28,71.78695206762059
2024-02-29,69.79287006574225
2024-03-01,59.822460056350494
2024-03-02,50.84909104789792
2024-03-03,44.866845042262874
2024-03-04,69.79287006574225
2024-03-05,73.78103406949894
2024-03-06,74.77807507043812
2024-03-07,66.80174706292472
2024-03-08,60.81950105728967
2024-03-09,44.866845042262874
2024-03-10,42.87276304038452
2024-03-11,69.79287006574225
2024-03-12,71.78695206762059
2024-03-13,64.80766506104636
2024-03-14,66.80174706292472
2024-03-15,56.83133705353297
2024-03-16,42.87276304038452
2024-03-17,43.8698040413237
2024-03-18,70.78991106668141
2024-03-19,71.78695206762059
2024-03-20,70.78991106668141
2024-03-21,64.80766506104636
2024-03-22,57.82837805447215
2024-03-23,42.87276304038452
2024-03-24,43.8698040413237
2024-03-25,67.7987880638639
2024-03-26,69.79287006574225
2024-03-27,70.78991106668141
2024-03-28,63.810624060107195
2024-03-29,55.83429605259379
2024-03-30,42.87276304038452
2024-03-31,42.87276304038452
2024-04-01,70.78991106668141
2024-04-02,77.76919807325564
2024-04-03,71.78695206762059
2024-04-04,67.7987880638639
2024-04-05,60.81950105728967
2024-04-06,43.8698040413237
2024-04-07,43.8698040413237
2024-04-08,62.81358305916802
2024-04-09,74.77807507043812
2024-04-10,74.77807507043812
2024-04-11,67.7987880638639
2024-04-12,61.81654205822885
2024-04-13,41.87572203944535
2024-04-14,44.866845042262874
2024-04-15,71.78695206762059
2024-04-16,75.7751160713773
2024-04-17,73.78103406949894
2024-04-18,69.79287006574225
2024-04-19,60.81950105728967
2024-04-20,43.8698040413237
2024-04-21,46.86092704414122
2024-04-22,73.78103406949894
2024-04-23,76.77215707231647
2024-04-24,73.78103406949894
2024-04-25,68.79582906480307
2024-04-26,58.82541905541132
2024-04-27,41.87572203944535
2024-04-28,44.866845042262874
2024-04-29,75.7751160713773
2024-04-30,73.78103406949894
2024-05-01,70.78991106668141
2024-05-02,67.7987880638639
2024-05-03,59.822460056350494
2024-05-04,42.87276304038452
2024-05-05,43.8698040413237
2024-05-06,70.78991106668141
2024-05-07,72.78399306855977
2024-05-08,68.79582906480307
2024-05-09,66.80174706292472
2024-05-10,59.822460056350494
2024-05-11,42.87276304038452
2024-05-12,39.881640037566996
2024-05-13,79.76328007513399
2024-05-14,78.76623907419481
2024-05-15,74.77807507043812
2024-05-16,70.78991106668141
2024-05-17,61.81654205822885
2024-05-18,45.863886043202044
2024-05-19,47.8579680450804
2024-05-20,74.77807507043812
2024-05-21,76.77215707231647
2024-05-22,74.77807507043812
2024-05-23,70.78991106668141
2024-05-24,61.81654205822885
2024-05-25,43.8698040413237
2024-05-26,40.87868103850617
2024-05-27,50.84909104789792
2024-05-28,75.7751160713773
2024-05-29,81.75736207701235
2024-05-30,76.77215707231647
2024-05-31,62.81358305916802
2024-06-01,45.863886043202044
2024-06-02,48.85500904601957
2024-06-03,78.76623907419481
2024-06-04,79.76328007513399
2024-06-05,74.77807507043812
2024-06-06,70.78991106668141
2024-06-07,60.81950105728967
2024-06-08,44.866845042262874
2024-06-09,47.8579680450804
2024-06-10,77.76919807325564
2024-06-11,80.76032107607317
2024-06-12,76.77215707231647
2024-06-13,70.78991106668141
2024-06-14,62.81358305916802
2024-06-15,42.87276304038452
2024-06-16,41.87572203944535
2024-06-17,73.78103406949894
2024-06-18,73.78103406949894
2024-06-19,71.78695206762059
2024-06-20,66.80174706292472
2024-06-21,65.80470606198554
2024-06-22,45.863886043202044
2024-06-23,44.866845042262874
2024-06-24,74.77807507043812
2024-06-25,76.77215707231647
2024-06-26,70.78991106668141
2024-06-27,69.79287006574225
2024-06-28,60.81950105728967
2024-06-29,43.8698040413237
2024-06-30,43.8698040413237
2024-07-01,73.78103406949894
2024-07-02,71.78695206762059
2024-07-03,59.822460056350494
2024-07-04,42.87276304038452
2024-07-05,50.84909104789792
2024-07-06,42.87276304038452
2024-07-07,45.863886043202044
2024-07-08,72.78399306855977
2024-07-09,74.77807507043812
2024-07-10,71.78695206762059
2024-07-11,71.78695206762059
2024-07-12,60.81950105728967
2024-07-13,47.8579680450804
2024-07-14,38.88459903662782
2024-07-15,68.79582906480307
2024-07-16,71.78695206762059
2024-07-17,70.78991106668141
2024-07-18,70.78991106668141
2024-07-19,58.82541905541132
2024-07-20,44.866845042262874
2024-07-21,43.8698040413237
2024-07-22,70.78991106668141
2024-07-23,75.7751160713773
2024-07-24,72.78399306855977
2024-07-25,71.78695206762059
2024-07-26,59.822460056350494
2024-07-27,40.87868103850617
2024-07-28,43.8698040413237
2024-07-29,74.77807507043812
2024-07-30,78.76623907419481
2024-07-31,74.77807507043812
2024-08-01,69.79287006574225
2024-08-02,59.822460056350494
2024-08-03,43.8698040413237
2024-08-04,45.863886043202044
2024-08-05,70.78991106668141
2024-08-06,72.78399306855977
2024-08-07,71.78695206762059
2024-08-08,67.7987880638639
2024-08-09,59.822460056350494
2024-08-10,41.87572203944535
2024-08-11,45.863886043202044
2024-08-12,73.78103406949894
2024-08-13,74.77807507043812
2024-08-14,75.7751160713773
2024-08-15,67.7987880638639
2024-08-16,60.81950105728967
2024-08-17,42.87276304038452
2024-08-18,46.046039817843536
2024-08-19,69.5675802272349
2024-08-20,76.90957319656243
2024-08-21,71.72032606798619
2024-08-22,66.916313886014
2024-08-23,60.4580763637601
2024-08-24,43.89329397709224
2024-08-25,45.66080487123949
2024-08-26,69.5675802272349
2024-08-27,69.95281517383893
2024-08-28,69.95281517383893
2024-08-29,64.7635680452627
2024-08-30,54.770308734714284
2024-08-31,38.704046848516
2024-09-01,39.089281795120044
2024-09-02,47.8135507119908
2024-09-03,66.916313886014
2024-09-04,69.95281517383893
2024-09-05,64.7635680452627
2024-09-06,54.770308734714284
2024-09-07,39.089281795120044
2024-09-08,41.24202763587135
2024-09-09,65.14880299186675
2024-09-10,66.916313886014
2024-09-11,63.49457765158503
2024-09-12,62.11230170404182
2024-09-13,54.770308734714284
2024-09-14,40.85679268926731
2024-09-15,36.93653595436875
2024-09-16,65.64732349233634
2024-09-17,68.57182049551946
2024-09-18,67.03088070910329
2024-09-19,59.326181777022455
2024-09-20,54.703362417773945
2024-09-21,38.52349466040419
2024-09-22,40.06443444682036
