Time,champions_league
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,2.0
2022-08-24,4.0
2022-08-25,16.0
2022-08-26,6.0
2022-08-27,4.0
2022-08-28,3.0
2022-08-29,1.967032967032967
2022-08-30,1.967032967032967
2022-08-31,1.967032967032967
2022-09-01,1.7252747252747251
2022-09-02,1.7252747252747251
2022-09-03,2.208791208791209
2022-09-04,2.208791208791209
2022-09-05,5.159340659340659
2022-09-06,44.72527472527472
2022-09-07,43.74175824175824
2022-09-08,10.318681318681318
2022-09-09,3.934065934065934
2022-09-10,2.9505494505494503
2022-09-11,2.708791208791209
2022-09-12,4.917582417582418
2022-09-13,38.824175824175825
2022-09-14,41.77472527472527
2022-09-15,9.335164835164836
2022-09-16,3.192307692307692
2022-09-17,2.9505494505494503
2022-09-18,2.208791208791209
2022-09-19,2.9505494505494503
2022-09-20,4.917582417582418
2022-09-21,2.9505494505494503
2022-09-22,1.967032967032967
2022-09-23,1.2252747252747251
2022-09-24,1.2252747252747251
2022-09-25,1.2252747252747251
2022-09-26,1.2252747252747251
2022-09-27,1.967032967032967
2022-09-28,1.4505494505494503
2022-09-29,1.4505494505494503
2022-09-30,1.4505494505494503
2022-10-01,1.9340659340659339
2022-10-02,1.9340659340659339
2022-10-03,3.384615384615384
2022-10-04,31.428571428571423
2022-10-05,37.230769230769226
2022-10-06,8.219780219780219
2022-10-07,2.9010989010989006
2022-10-08,2.9010989010989006
2022-10-09,2.4175824175824174
2022-10-10,3.8681318681318677
2022-10-11,37.230769230769226
2022-10-12,43.99999999999999
2022-10-13,12.57142857142857
2022-10-14,4.351648351648351
2022-10-15,2.9010989010989006
2022-10-16,2.9010989010989006
2022-10-17,2.9010989010989006
2022-10-18,4.835164835164835
2022-10-19,3.384615384615384
2022-10-20,2.9010989010989006
2022-10-21,1.9340659340659339
2022-10-22,1.9340659340659339
2022-10-23,2.4175824175824174
2022-10-24,4.351648351648351
2022-10-25,39.64835164835164
2022-10-26,48.35164835164834
2022-10-27,13.054945054945053
2022-10-28,3.8681318681318677
2022-10-29,2.9010989010989006
2022-10-30,2.4175824175824174
2022-10-31,3.8681318681318677
2022-11-01,37.71428571428571
2022-11-02,40.131868131868124
2022-11-03,11.12087912087912
2022-11-04,4.351648351648351
2022-11-05,2.9010989010989006
2022-11-06,2.9010989010989006
2022-11-07,12.087912087912086
2022-11-08,4.835164835164835
2022-11-09,2.4175824175824174
2022-11-10,1.9340659340659339
2022-11-11,1.4505494505494503
2022-11-12,1.4505494505494503
2022-11-13,1.4505494505494503
2022-11-14,1.4505494505494503
2022-11-15,0.9670329670329669
2022-11-16,0.9670329670329669
2022-11-17,0.9670329670329669
2022-11-18,0.9670329670329669
2022-11-19,0.9670329670329669
2022-11-20,0.9670329670329669
2022-11-21,0.9670329670329669
2022-11-22,0.9670329670329669
2022-11-23,0.9670329670329669
2022-11-24,1.4505494505494503
2022-11-25,0.9670329670329669
2022-11-26,0.9670329670329669
2022-11-27,1.4505494505494503
2022-11-28,0.9670329670329669
2022-11-29,0.9670329670329669
2022-11-30,0.9670329670329669
2022-12-01,0.9670329670329669
2022-12-02,0.9670329670329669
2022-12-03,0.9670329670329669
2022-12-04,1.4505494505494503
2022-12-05,0.9670329670329669
2022-12-06,0.9670329670329669
2022-12-07,0.9670329670329669
2022-12-08,0.9670329670329669
2022-12-09,0.9670329670329669
2022-12-10,1.4505494505494503
2022-12-11,1.4505494505494503
2022-12-12,1.4505494505494503
2022-12-13,1.4505494505494503
2022-12-14,1.4505494505494503
2022-12-15,1.4505494505494503
2022-12-16,1.4505494505494503
2022-12-17,1.4505494505494503
2022-12-18,3.384615384615384
2022-12-19,2.9010989010989006
2022-12-20,2.4175824175824174
2022-12-21,2.4175824175824174
2022-12-22,2.4175824175824174
2022-12-23,1.9340659340659339
2022-12-24,1.4505494505494503
2022-12-25,1.4505494505494503
2022-12-26,1.9340659340659339
2022-12-27,1.9340659340659339
2022-12-28,1.9340659340659339
2022-12-29,1.9340659340659339
2022-12-30,1.9340659340659339
2022-12-31,2.4175824175824174
2023-01-01,1.9340659340659339
2023-01-02,1.9340659340659339
2023-01-03,1.9340659340659339
2023-01-04,1.9340659340659339
2023-01-05,1.9340659340659339
2023-01-06,1.9340659340659339
2023-01-07,1.4505494505494503
2023-01-08,1.9340659340659339
2023-01-09,1.9340659340659339
2023-01-10,1.9340659340659339
2023-01-11,1.9340659340659339
2023-01-12,1.4505494505494503
2023-01-13,1.4505494505494503
2023-01-14,1.9340659340659339
2023-01-15,1.9340659340659339
2023-01-16,1.9340659340659339
2023-01-17,1.9340659340659339
2023-01-18,1.4505494505494503
2023-01-19,1.9340659340659339
2023-01-20,1.4505494505494503
2023-01-21,1.4505494505494503
2023-01-22,1.9340659340659339
2023-01-23,1.9340659340659339
2023-01-24,1.9340659340659339
2023-01-25,1.9340659340659339
2023-01-26,1.4505494505494503
2023-01-27,1.4505494505494503
2023-01-28,1.9340659340659339
2023-01-29,1.9340659340659339
2023-01-30,1.9340659340659339
2023-01-31,1.9340659340659339
2023-02-01,1.9340659340659339
2023-02-02,2.4175824175824174
2023-02-03,1.9340659340659339
2023-02-04,1.9340659340659339
2023-02-05,2.4175824175824174
2023-02-06,2.4175824175824174
2023-02-07,2.4175824175824174
2023-02-08,2.4175824175824174
2023-02-09,2.4175824175824174
2023-02-10,1.9340659340659339
2023-02-11,2.9010989010989006
2023-02-12,2.9010989010989006
2023-02-13,6.285714285714285
2023-02-14,43.03296703296703
2023-02-15,35.29670329670329
2023-02-16,13.054945054945053
2023-02-17,5.318681318681318
2023-02-18,4.835164835164835
2023-02-19,3.8681318681318677
2023-02-20,5.318681318681318
2023-02-21,36.26373626373626
2023-02-22,32.879120879120876
2023-02-23,12.57142857142857
2023-02-24,5.318681318681318
2023-02-25,3.8681318681318677
2023-02-26,3.8681318681318677
2023-02-27,4.835164835164835
2023-02-28,7.736263736263735
2023-03-01,4.835164835164835
2023-03-02,3.384615384615384
2023-03-03,2.9010989010989006
2023-03-04,2.9010989010989006
2023-03-05,3.8681318681318677
2023-03-06,5.802197802197801
2023-03-07,34.32967032967033
2023-03-08,43.99999999999999
2023-03-09,16.439560439560438
2023-03-10,6.285714285714285
2023-03-11,4.351648351648351
2023-03-12,3.8681318681318677
2023-03-13,5.802197802197801
2023-03-14,37.71428571428571
2023-03-15,42.06593406593406
2023-03-16,17.406593406593405
2023-03-17,17.890109890109887
2023-03-18,6.769230769230768
2023-03-19,5.318681318681318
2023-03-20,4.351648351648351
2023-03-21,4.835164835164835
2023-03-22,3.8681318681318677
2023-03-23,2.9010989010989006
2023-03-24,2.4175824175824174
2023-03-25,2.4175824175824174
2023-03-26,2.4175824175824174
2023-03-27,2.4175824175824174
2023-03-28,2.9010989010989006
2023-03-29,2.9010989010989006
2023-03-30,2.9010989010989006
2023-03-31,2.4175824175824174
2023-04-01,3.384615384615384
2023-04-02,3.384615384615384
2023-04-03,3.384615384615384
2023-04-04,4.835164835164835
2023-04-05,4.835164835164835
2023-04-06,4.351648351648351
2023-04-07,2.9010989010989006
2023-04-08,3.384615384615384
2023-04-09,3.384615384615384
2023-04-10,6.285714285714285
2023-04-11,40.131868131868124
2023-04-12,39.64835164835164
2023-04-13,13.538461538461537
2023-04-14,5.318681318681318
2023-04-15,3.8681318681318677
2023-04-16,3.384615384615384
2023-04-17,5.802197802197801
2023-04-18,38.68131868131868
2023-04-19,43.03296703296703
2023-04-20,14.02197802197802
2023-04-21,5.318681318681318
2023-04-22,4.835164835164835
2023-04-23,4.351648351648351
2023-04-24,4.351648351648351
2023-04-25,5.318681318681318
2023-04-26,5.5385488221072015
2023-04-27,5.12723337028341
2023-04-28,3.095811257844617
2023-04-29,3.337569499602859
2023-04-30,3.337569499602859
2023-05-01,4.232401434943134
2023-05-02,5.780307063865443
2023-05-03,5.5385488221072015
2023-05-04,4.885475128525168
2023-05-05,3.337569499602859
2023-05-06,3.5793277413611007
2023-05-07,3.9906431931848925
2023-05-08,6.022065305623684
2023-05-09,35.98798977035672
2023-05-10,27.111871448646664
2023-05-11,7.328212692787751
2023-05-12,3.9906431931848925
2023-05-13,3.9906431931848925
2023-05-14,4.232401434943134
2023-05-15,5.780307063865443
2023-05-16,30.449440948249524
2023-05-17,41.11522314064014
2023-05-18,11.560614127730886
2023-05-19,5.12723337028341
2023-05-20,5.5385488221072015
2023-05-21,5.5385488221072015
2023-05-22,4.885475128525168
2023-05-23,3.9906431931848925
2023-05-24,3.337569499602859
2023-05-25,3.337569499602859
2023-05-26,3.290523614590334
2023-05-27,4.113154518237917
2023-05-28,4.935785421885501
2023-05-29,4.113154518237917
2023-05-30,4.113154518237917
2023-05-31,5.7584163255330845
2023-06-01,5.7584163255330845
2023-06-02,4.113154518237917
2023-06-03,7.403678132828252
2023-06-04,5.7584163255330845
2023-06-05,6.581047229180668
2023-06-06,4.935785421885501
2023-06-07,5.7584163255330845
2023-06-08,5.7584163255330845
2023-06-09,9.871570843771002
2023-06-10,82.26309036475836
2023-06-11,11.516832651066169
2023-06-12,3.290523614590334
2023-06-13,2.4678927109427504
2023-06-14,1.645261807295167
2023-06-15,1.645261807295167
2023-06-16,1.645261807295167
2023-06-17,1.645261807295167
2023-06-18,1.645261807295167
2023-06-19,1.645261807295167
2023-06-20,0.8226309036475835
2023-06-21,1.645261807295167
2023-06-22,0.8226309036475835
2023-06-23,0.8226309036475835
2023-06-24,0.8226309036475835
2023-06-25,0.8226309036475835
2023-06-26,0.8226309036475835
2023-06-27,0.8226309036475835
2023-06-28,0.8226309036475835
2023-06-29,0.8226309036475835
2023-06-30,0.8226309036475835
2023-07-01,0.8226309036475835
2023-07-02,0.8226309036475835
2023-07-03,0.8226309036475835
2023-07-04,0.8226309036475835
2023-07-05,0.8226309036475835
2023-07-06,0.8226309036475835
2023-07-07,0.8226309036475835
2023-07-08,0.8226309036475835
2023-07-09,0.8226309036475835
2023-07-10,0.8226309036475835
2023-07-11,0.8226309036475835
2023-07-12,0.8226309036475835
2023-07-13,0.8226309036475835
2023-07-14,0.8226309036475835
2023-07-15,0.8226309036475835
2023-07-16,0.8226309036475835
2023-07-17,0.8226309036475835
2023-07-18,1.645261807295167
2023-07-19,1.645261807295167
2023-07-20,0.8226309036475835
2023-07-21,0.8226309036475835
2023-07-22,1.645261807295167
2023-07-23,0.8226309036475835
2023-07-24,0.8226309036475835
2023-07-25,1.645261807295167
2023-07-26,1.645261807295167
2023-07-27,0.8226309036475835
2023-07-28,0.8226309036475835
2023-07-29,0.8226309036475835
2023-07-30,0.8226309036475835
2023-07-31,0.8226309036475835
2023-08-01,0.8226309036475835
2023-08-02,1.645261807295167
2023-08-03,1.645261807295167
2023-08-04,0.8226309036475835
2023-08-05,0.8226309036475835
2023-08-06,0.8226309036475835
2023-08-07,1.645261807295167
2023-08-08,1.645261807295167
2023-08-09,1.645261807295167
2023-08-10,0.8226309036475835
2023-08-11,1.645261807295167
2023-08-12,1.645261807295167
2023-08-13,1.645261807295167
2023-08-14,1.645261807295167
2023-08-15,2.4678927109427504
2023-08-16,2.4678927109427504
2023-08-17,1.645261807295167
2023-08-18,1.645261807295167
2023-08-19,1.645261807295167
2023-08-20,1.645261807295167
2023-08-21,1.645261807295167
2023-08-22,3.290523614590334
2023-08-23,3.290523614590334
2023-08-24,2.4678927109427504
2023-08-25,1.645261807295167
2023-08-26,1.645261807295167
2023-08-27,1.645261807295167
2023-08-28,1.645261807295167
2023-08-29,2.4678927109427504
2023-08-30,4.113154518237917
2023-08-31,18.097879880246836
2023-09-01,5.7584163255330845
2023-09-02,3.290523614590334
2023-09-03,2.4678927109427504
2023-09-04,1.645261807295167
2023-09-05,2.4678927109427504
2023-09-06,1.645261807295167
2023-09-07,1.645261807295167
2023-09-08,1.645261807295167
2023-09-09,1.645261807295167
2023-09-10,1.645261807295167
2023-09-11,1.645261807295167
2023-09-12,1.645261807295167
2023-09-13,1.645261807295167
2023-09-14,1.645261807295167
2023-09-15,1.645261807295167
2023-09-16,2.4678927109427504
2023-09-17,2.4678927109427504
2023-09-18,5.7584163255330845
2023-09-19,50.180485122502596
2023-09-20,49.35785421885501
2023-09-21,10.694201747418585
2023-09-22,4.113154518237917
2023-09-23,3.290523614590334
2023-09-24,2.4678927109427504
2023-09-25,3.290523614590334
2023-09-26,4.935785421885501
2023-09-27,3.290523614590334
2023-09-28,2.4678927109427504
2023-09-29,1.645261807295167
2023-09-30,2.4678927109427504
2023-10-01,2.4678927109427504
2023-10-02,4.935785421885501
2023-10-03,40.30891427873159
2023-10-04,47.71259241155985
2023-10-05,10.694201747418585
2023-10-06,4.113154518237917
2023-10-07,3.290523614590334
2023-10-08,2.4678927109427504
2023-10-09,2.4678927109427504
2023-10-10,4.113154518237917
2023-10-11,3.290523614590334
2023-10-12,2.4678927109427504
2023-10-13,1.645261807295167
2023-10-14,1.645261807295167
2023-10-15,1.645261807295167
2023-10-16,1.645261807295167
2023-10-17,2.4678927109427504
2023-10-18,1.645261807295167
2023-10-19,1.645261807295167
2023-10-20,1.645261807295167
2023-10-21,1.645261807295167
2023-10-22,2.4678927109427504
2023-10-23,4.113154518237917
2023-10-24,37.84102156778884
2023-10-25,39.48628337508401
2023-10-26,9.048939940123418
2023-10-27,3.290523614590334
2023-10-28,3.290523614590334
2023-10-29,2.4678927109427504
2023-10-30,2.4678927109427504
2023-10-31,4.113154518237917
2023-11-01,3.290523614590334
2023-11-02,2.4678927109427504
2023-11-03,1.645261807295167
2023-11-04,2.4678927109427504
2023-11-05,2.4678927109427504
2023-11-06,4.113154518237917
2023-11-07,40.30891427873159
2023-11-08,42.77680698967434
2023-11-09,10.694201747418585
2023-11-10,3.290523614590334
2023-11-11,2.4678927109427504
2023-11-12,2.4678927109427504
2023-11-13,2.4678927109427504
2023-11-14,3.290523614590334
2023-11-15,3.290523614590334
2023-11-16,2.4678927109427504
2023-11-17,1.645261807295167
2023-11-18,1.645261807295167
2023-11-19,1.645261807295167
2023-11-20,1.645261807295167
2023-11-21,1.645261807295167
2023-11-22,1.645261807295167
2023-11-23,2.4678927109427504
2023-11-24,1.645261807295167
2023-11-25,1.645261807295167
2023-11-26,2.4678927109427504
2023-11-27,4.113154518237917
2023-11-28,39.48628337508401
2023-11-29,49.35785421885501
2023-11-30,12.339463554713753
2023-12-01,4.113154518237917
2023-12-02,3.290523614590334
2023-12-03,2.4678927109427504
2023-12-04,2.4678927109427504
2023-12-05,4.113154518237917
2023-12-06,3.290523614590334
2023-12-07,2.4678927109427504
2023-12-08,1.645261807295167
2023-12-09,1.645261807295167
2023-12-10,2.4678927109427504
2023-12-11,4.113154518237917
2023-12-12,37.84102156778884
2023-12-13,46.88996150791226
2023-12-14,13.98472536200892
2023-12-15,4.935785421885501
2023-12-16,3.290523614590334
2023-12-17,3.290523614590334
2023-12-18,8.226309036475834
2023-12-19,4.935785421885501
2023-12-20,3.290523614590334
2023-12-21,2.4678927109427504
2023-12-22,1.645261807295167
2023-12-23,2.4678927109427504
2023-12-24,1.645261807295167
2023-12-25,1.645261807295167
2023-12-26,1.645261807295167
2023-12-27,1.645261807295167
2023-12-28,1.645261807295167
2023-12-29,1.645261807295167
2023-12-30,1.645261807295167
2023-12-31,1.645261807295167
2024-01-01,1.645261807295167
2024-01-02,1.645261807295167
2024-01-03,1.645261807295167
2024-01-04,1.645261807295167
2024-01-05,1.645261807295167
2024-01-06,1.645261807295167
2024-01-07,1.645261807295167
2024-01-08,1.645261807295167
2024-01-09,1.645261807295167
2024-01-10,1.645261807295167
2024-01-11,1.645261807295167
2024-01-12,1.645261807295167
2024-01-13,1.645261807295167
2024-01-14,1.645261807295167
2024-01-15,0.8226309036475835
2024-01-16,1.645261807295167
2024-01-17,1.645261807295167
2024-01-18,1.645261807295167
2024-01-19,1.645261807295167
2024-01-20,1.2339463554713752
2024-01-21,1.645261807295167
2024-01-22,1.645261807295167
2024-01-23,1.645261807295167
2024-01-24,1.645261807295167
2024-01-25,1.645261807295167
2024-01-26,1.645261807295167
2024-01-27,1.645261807295167
2024-01-28,1.645261807295167
2024-01-29,1.645261807295167
2024-01-30,1.645261807295167
2024-01-31,1.645261807295167
2024-02-01,1.645261807295167
2024-02-02,1.645261807295167
2024-02-03,1.645261807295167
2024-02-04,2.4678927109427504
2024-02-05,2.4678927109427504
2024-02-06,3.290523614590334
2024-02-07,4.935785421885501
2024-02-08,4.113154518237917
2024-02-09,1.645261807295167
2024-02-10,2.4678927109427504
2024-02-11,2.4678927109427504
2024-02-12,5.7584163255330845
2024-02-13,31.259974338608174
2024-02-14,30.43734343496059
2024-02-15,13.162094458361336
2024-02-16,5.7584163255330845
2024-02-17,3.290523614590334
2024-02-18,2.4678927109427504
2024-02-19,4.113154518237917
2024-02-20,22.211034398484756
2024-02-21,27.146819820370254
2024-02-22,8.226309036475834
2024-02-23,3.290523614590334
2024-02-24,3.290523614590334
2024-02-25,2.4678927109427504
2024-02-26,3.290523614590334
2024-02-27,5.7584163255330845
2024-02-28,4.113154518237917
2024-02-29,2.4678927109427504
2024-03-01,2.4678927109427504
2024-03-02,2.4678927109427504
2024-03-03,2.4678927109427504
2024-03-04,4.935785421885501
2024-03-05,26.324188916722672
2024-03-06,31.259974338608174
2024-03-07,11.516832651066169
2024-03-08,4.935785421885501
2024-03-09,3.290523614590334
2024-03-10,3.290523614590334
2024-03-11,4.935785421885501
2024-03-12,37.01839066414126
2024-03-13,40.30891427873159
2024-03-14,15.629987169304087
2024-03-15,21.38840349483717
2024-03-16,7.403678132828252
2024-03-17,4.935785421885501
2024-03-18,4.113154518237917
2024-03-19,4.113154518237917
2024-03-20,3.290523614590334
2024-03-21,2.4678927109427504
2024-03-22,2.4678927109427504
2024-03-23,2.4678927109427504
2024-03-24,2.4678927109427504
2024-03-25,2.4678927109427504
2024-03-26,2.4678927109427504
2024-03-27,2.4678927109427504
2024-03-28,2.4678927109427504
2024-03-29,2.4678927109427504
2024-03-30,2.4678927109427504
2024-03-31,3.290523614590334
2024-04-01,3.290523614590334
2024-04-02,4.935785421885501
2024-04-03,4.935785421885501
2024-04-04,4.113154518237917
2024-04-05,2.4678927109427504
2024-04-06,3.290523614590334
2024-04-07,4.113154518237917
2024-04-08,7.403678132828252
2024-04-09,55.116270544388094
2024-04-10,46.88996150791226
2024-04-11,13.162094458361336
2024-04-12,4.935785421885501
2024-04-13,4.113154518237917
2024-04-14,4.113154518237917
2024-04-15,6.581047229180668
2024-04-16,53.47100873709293
2024-04-17,67.45573409910185
2024-04-18,16.45261807295167
2024-04-19,6.581047229180668
2024-04-20,5.7584163255330845
2024-04-21,5.7584163255330845
2024-04-22,4.935785421885501
2024-04-23,6.581047229180668
2024-04-24,5.7584163255330845
2024-04-25,4.113154518237917
2024-04-26,3.290523614590334
2024-04-27,4.113154518237917
2024-04-28,4.113154518237917
2024-04-29,6.581047229180668
2024-04-30,33.72786704955092
2024-05-01,27.146819820370254
2024-05-02,8.226309036475834
2024-05-03,4.113154518237917
2024-05-04,4.935785421885501
2024-05-05,4.113154518237917
2024-05-06,5.7584163255330845
2024-05-07,34.55049795319851
2024-05-08,41.954176086026756
2024-05-09,12.339463554713753
2024-05-10,4.935785421885501
2024-05-11,4.935785421885501
2024-05-12,4.935785421885501
2024-05-13,4.113154518237917
2024-05-14,4.113154518237917
2024-05-15,3.290523614590334
2024-05-16,3.290523614590334
2024-05-17,3.290523614590334
2024-05-18,4.113154518237917
2024-05-19,4.935785421885501
2024-05-20,4.113154518237917
2024-05-21,4.113154518237917
2024-05-22,4.935785421885501
2024-05-23,4.113154518237917
2024-05-24,4.113154518237917
2024-05-25,7.403678132828252
2024-05-26,4.935785421885501
2024-05-27,4.113154518237917
2024-05-28,4.113154518237917
2024-05-29,4.935785421885501
2024-05-30,5.7584163255330845
2024-05-31,9.048939940123418
2024-06-01,82.26309036475836
2024-06-02,11.516832651066169
2024-06-03,4.113154518237917
2024-06-04,2.4678927109427504
2024-06-05,1.645261807295167
2024-06-06,1.645261807295167
2024-06-07,1.645261807295167
2024-06-08,1.645261807295167
2024-06-09,1.645261807295167
2024-06-10,0.8226309036475835
2024-06-11,0.8226309036475835
2024-06-12,0.8226309036475835
2024-06-13,0.8226309036475835
2024-06-14,0.8226309036475835
2024-06-15,0.8226309036475835
2024-06-16,0.8226309036475835
2024-06-17,0.8226309036475835
2024-06-18,0.8226309036475835
2024-06-19,0.8226309036475835
2024-06-20,0.8226309036475835
2024-06-21,0.8226309036475835
2024-06-22,0.8226309036475835
2024-06-23,0.8226309036475835
2024-06-24,0.8226309036475835
2024-06-25,0.8226309036475835
2024-06-26,0.8226309036475835
2024-06-27,0.8226309036475835
2024-06-28,0.8226309036475835
2024-06-29,0.8226309036475835
2024-06-30,0.8226309036475835
2024-07-01,0.8226309036475835
2024-07-02,0.8226309036475835
2024-07-03,0.8226309036475835
2024-07-04,0.8226309036475835
2024-07-05,1.645261807295167
2024-07-06,1.645261807295167
2024-07-07,1.645261807295167
2024-07-08,0.8226309036475835
2024-07-09,1.645261807295167
2024-07-10,1.645261807295167
2024-07-11,0.8226309036475835
2024-07-12,0.8226309036475835
2024-07-13,1.645261807295167
2024-07-14,1.645261807295167
2024-07-15,1.645261807295167
2024-07-16,0.8226309036475835
2024-07-17,0.8226309036475835
2024-07-18,0.8226309036475835
2024-07-19,0.8226309036475835
2024-07-20,0.8226309036475835
2024-07-21,0.8226309036475835
2024-07-22,0.8226309036475835
2024-07-23,1.645261807295167
2024-07-24,0.8226309036475835
2024-07-25,0.8226309036475835
2024-07-26,0.8226309036475835
2024-07-27,0.8226309036475835
2024-07-28,0.8226309036475835
2024-07-29,0.8226309036475835
2024-07-30,0.8226309036475835
2024-07-31,0.8226309036475835
2024-08-01,0.8226309036475835
2024-08-02,0.8226309036475835
2024-08-03,0.8226309036475835
2024-08-04,0.8226309036475835
2024-08-05,0.8226309036475835
2024-08-06,0.8226309036475835
2024-08-07,0.8226309036475835
2024-08-08,0.8226309036475835
2024-08-09,0.8226309036475835
2024-08-10,0.8226309036475835
2024-08-11,0.8226309036475835
2024-08-12,0.8226309036475835
2024-08-13,1.645261807295167
2024-08-14,1.645261807295167
2024-08-15,1.645261807295167
2024-08-16,1.645261807295167
2024-08-17,1.645261807295167
2024-08-18,1.645261807295167
2024-08-19,1.2339463554713752
2024-08-20,2.0565772591189586
2024-08-21,2.0565772591189586
2024-08-22,1.645261807295167
2024-08-23,1.645261807295167
2024-08-24,1.645261807295167
2024-08-25,1.645261807295167
2024-08-26,1.645261807295167
2024-08-27,2.4678927109427504
2024-08-28,3.290523614590334
2024-08-29,14.396040813832713
2024-08-30,6.169731777356876
2024-08-31,3.7018390664141254
