Time,fidelity login
2022-10-03,56.0
2022-10-04,71.0
2022-10-05,65.0
2022-10-06,53.0
2022-10-07,47.0
2022-10-08,27.0
2022-10-09,20.0
2022-10-10,46.0
2022-10-11,49.0
2022-10-12,50.0
2022-10-13,57.0
2022-10-14,50.0
2022-10-15,28.0
2022-10-16,22.0
2022-10-17,60.0
2022-10-18,65.0
2022-10-19,62.0
2022-10-20,57.0
2022-10-21,60.0
2022-10-22,36.0
2022-10-23,22.0
2022-10-24,59.0
2022-10-25,74.0
2022-10-26,68.0
2022-10-27,66.0
2022-10-28,77.0
2022-10-29,42.0
2022-10-30,23.0
2022-10-31,50.0
2022-11-01,59.0
2022-11-02,56.0
2022-11-03,53.0
2022-11-04,58.0
2022-11-05,32.0
2022-11-06,24.0
2022-11-07,53.0
2022-11-08,60.0
2022-11-09,49.0
2022-11-10,65.0
2022-11-11,74.0
2022-11-12,43.0
2022-11-13,25.0
2022-11-14,57.0
2022-11-15,76.0
2022-11-16,65.0
2022-11-17,60.0
2022-11-18,57.0
2022-11-19,34.0
2022-11-20,23.0
2022-11-21,45.0
2022-11-22,58.0
2022-11-23,60.0
2022-11-24,26.0
2022-11-25,36.0
2022-11-26,28.0
2022-11-27,23.0
2022-11-28,49.0
2022-11-29,52.0
2022-11-30,59.0
2022-12-01,74.0
2022-12-02,62.0
2022-12-03,41.0
2022-12-04,25.0
2022-12-05,52.0
2022-12-06,57.0
2022-12-07,56.0
2022-12-08,64.0
2022-12-09,58.0
2022-12-10,33.0
2022-12-11,22.0
2022-12-12,56.0
2022-12-13,69.0
2022-12-14,62.0
2022-12-15,59.0
2022-12-16,57.0
2022-12-17,29.0
2022-12-18,20.0
2022-12-19,51.0
2022-12-20,58.0
2022-12-21,59.0
2022-12-22,53.0
2022-12-23,48.0
2022-12-24,25.0
2022-12-25,16.0
2022-12-26,28.0
2022-12-27,55.0
2022-12-28,64.0
2022-12-29,66.0
2022-12-30,64.0
2022-12-31,42.0
2023-01-01,32.0
2023-01-02,44.0
2023-01-03,67.0
2023-01-04,77.0
2023-01-05,71.0
2023-01-06,71.0
2023-01-07,49.0
2023-01-08,29.0
2023-01-09,63.0
2023-01-10,72.0
2023-01-11,72.0
2023-01-12,75.0
2023-01-13,74.0
2023-01-14,50.0
2023-01-15,26.0
2023-01-16,39.0
2023-01-17,63.0
2023-01-18,71.0
2023-01-19,61.0
2023-01-20,71.0
2023-01-21,50.0
2023-01-22,31.0
2023-01-23,74.0
2023-01-24,90.0
2023-01-25,70.0
2023-01-26,74.0
2023-01-27,79.0
2023-01-28,52.0
2023-01-29,35.0
2023-01-30,64.0
2023-01-31,78.0
2023-02-01,100.0
2023-02-02,89.0
2023-02-03,83.0
2023-02-04,51.0
2023-02-05,36.0
2023-02-06,64.0
2023-02-07,77.0
2023-02-08,70.0
2023-02-09,65.0
2023-02-10,65.0
2023-02-11,48.0
2023-02-12,34.0
2023-02-13,62.0
2023-02-14,75.0
2023-02-15,76.0
2023-02-16,70.0
2023-02-17,69.0
2023-02-18,45.0
2023-02-19,33.0
2023-02-20,47.0
2023-02-21,63.0
2023-02-22,66.0
2023-02-23,66.0
2023-02-24,63.0
2023-02-25,45.0
2023-02-26,35.0
2023-02-27,66.0
2023-02-28,72.0
2023-03-01,72.0
2023-03-02,66.0
2023-03-03,70.0
2023-03-04,53.0
2023-03-05,38.0
2023-03-06,66.0
2023-03-07,68.0
2023-03-08,64.0
2023-03-09,63.0
2023-03-10,66.0
2023-03-11,46.0
2023-03-12,37.0
2023-03-13,70.0
2023-03-14,78.0
2023-03-15,74.0
2023-03-16,73.0
2023-03-17,63.0
2023-03-18,38.0
2023-03-19,35.0
2023-03-20,71.0
2023-03-21,75.0
2023-03-22,69.0
2023-03-23,65.0
2023-03-24,65.0
2023-03-25,43.0
2023-03-26,35.0
2023-03-27,63.0
2023-03-28,64.0
2023-03-29,71.0
2023-03-30,71.0
2023-03-31,79.0
2023-04-01,57.0
2023-04-02,37.0
2023-04-03,73.0
2023-04-04,76.0
2023-04-05,71.0
2023-04-06,65.0
2023-04-07,58.0
2023-04-08,40.0
2023-04-09,30.0
2023-04-10,70.0
2023-04-11,76.0
2023-04-12,71.0
2023-04-13,72.0
2023-04-14,74.0
2023-04-15,43.0
2023-04-16,37.0
2023-04-17,71.0
2023-04-18,75.0
2023-04-19,68.0
2023-04-20,58.0
2023-04-21,57.0
2023-04-22,34.0
2023-04-23,25.0
2023-04-24,58.0
2023-04-25,56.0
2023-04-26,56.5
2023-04-27,59.5
2023-04-28,68.0
2023-04-29,42.5
2023-04-30,27.0
2023-05-01,59.5
2023-05-02,58.5
2023-05-03,57.0
2023-05-04,58.0
2023-05-05,61.0
2023-05-06,41.5
2023-05-07,25.0
2023-05-08,57.5
2023-05-09,57.5
2023-05-10,58.0
2023-05-11,55.5
2023-05-12,53.5
2023-05-13,32.5
2023-05-14,21.0
2023-05-15,60.5
2023-05-16,65.0
2023-05-17,59.5
2023-05-18,68.0
2023-05-19,62.5
2023-05-20,36.0
2023-05-21,26.0
2023-05-22,57.0
2023-05-23,64.0
2023-05-24,58.5
2023-05-25,61.5
2023-05-26,67.0
2023-05-27,37.0
2023-05-28,22.0
2023-05-29,25.0
2023-05-30,64.0
2023-05-31,68.0
2023-06-01,72.0
2023-06-02,83.0
2023-06-03,52.0
2023-06-04,33.0
2023-06-05,65.0
2023-06-06,73.0
2023-06-07,73.0
2023-06-08,69.0
2023-06-09,74.0
2023-06-10,38.0
2023-06-11,24.0
2023-06-12,72.0
2023-06-13,84.0
2023-06-14,79.0
2023-06-15,83.0
2023-06-16,81.0
2023-06-17,40.0
2023-06-18,25.0
2023-06-19,39.0
2023-06-20,67.0
2023-06-21,71.0
2023-06-22,62.0
2023-06-23,61.0
2023-06-24,34.0
2023-06-25,25.0
2023-06-26,62.0
2023-06-27,73.0
2023-06-28,72.0
2023-06-29,70.0
2023-06-30,77.0
2023-07-01,55.0
2023-07-02,31.0
2023-07-03,65.0
2023-07-04,44.0
2023-07-05,71.0
2023-07-06,72.0
2023-07-07,68.0
2023-07-08,39.0
2023-07-09,27.0
2023-07-10,68.0
2023-07-11,78.0
2023-07-12,80.0
2023-07-13,84.0
2023-07-14,85.0
2023-07-15,43.0
2023-07-16,29.0
2023-07-17,73.0
2023-07-18,86.0
2023-07-19,81.0
2023-07-20,69.0
2023-07-21,64.0
2023-07-22,35.0
2023-07-23,25.0
2023-07-24,67.0
2023-07-25,69.0
2023-07-26,69.0
2023-07-27,67.0
2023-07-28,67.0
2023-07-29,42.0
2023-07-30,27.0
2023-07-31,70.0
2023-08-01,72.0
2023-08-02,64.0
2023-08-03,62.0
2023-08-04,63.0
2023-08-05,31.0
2023-08-06,25.0
2023-08-07,66.0
2023-08-08,63.0
2023-08-09,54.0
2023-08-10,53.0
2023-08-11,55.0
2023-08-12,29.0
2023-08-13,24.0
2023-08-14,53.0
2023-08-15,61.0
2023-08-16,57.0
2023-08-17,53.0
2023-08-18,52.0
2023-08-19,29.0
2023-08-20,22.0
2023-08-21,56.0
2023-08-22,55.0
2023-08-23,54.0
2023-08-24,52.0
2023-08-25,47.0
2023-08-26,30.0
2023-08-27,21.0
2023-08-28,49.0
2023-08-29,62.0
2023-08-30,62.0
2023-08-31,58.0
2023-09-01,61.0
2023-09-02,32.0
2023-09-03,23.0
2023-09-04,26.0
2023-09-05,55.0
2023-09-06,55.0
2023-09-07,50.0
2023-09-08,49.0
2023-09-09,29.0
2023-09-10,21.0
2023-09-11,54.0
2023-09-12,58.0
2023-09-13,51.0
2023-09-14,53.0
2023-09-15,52.0
2023-09-16,26.0
2023-09-17,21.0
2023-09-18,50.0
2023-09-19,55.0
2023-09-20,51.0
2023-09-21,45.0
2023-09-22,46.0
2023-09-23,25.0
2023-09-24,23.0
2023-09-25,48.0
2023-09-26,47.0
2023-09-27,47.0
2023-09-28,47.0
2023-09-29,47.0
2023-09-30,30.0
2023-10-01,26.0
2023-10-02,52.0
2023-10-03,54.0
2023-10-04,57.0
2023-10-05,48.0
2023-10-06,50.0
2023-10-07,30.0
2023-10-08,20.0
2023-10-09,47.0
2023-10-10,57.0
2023-10-11,55.0
2023-10-12,50.0
2023-10-13,50.0
2023-10-14,27.0
2023-10-15,21.0
2023-10-16,56.0
2023-10-17,56.0
2023-10-18,48.0
2023-10-19,45.0
2023-10-20,46.0
2023-10-21,26.0
2023-10-22,18.0
2023-10-23,45.0
2023-10-24,52.0
2023-10-25,48.0
2023-10-26,44.0
2023-10-27,46.0
2023-10-28,22.0
2023-10-29,17.0
2023-10-30,44.0
2023-10-31,53.0
2023-11-01,55.0
2023-11-02,61.0
2023-11-03,61.0
2023-11-04,36.0
2023-11-05,23.0
2023-11-06,52.0
2023-11-07,59.0
2023-11-08,52.0
2023-11-09,47.0
2023-11-10,50.0
2023-11-11,33.0
2023-11-12,21.0
2023-11-13,44.0
2023-11-14,61.0
2023-11-15,70.0
2023-11-16,56.0
2023-11-17,55.0
2023-11-18,34.0
2023-11-19,22.0
2023-11-20,55.0
2023-11-21,61.0
2023-11-22,54.0
2023-11-23,27.0
2023-11-24,36.0
2023-11-25,28.0
2023-11-26,23.0
2023-11-27,51.0
2023-11-28,58.0
2023-11-29,61.0
2023-11-30,61.0
2023-12-01,73.0
2023-12-02,49.0
2023-12-03,27.0
2023-12-04,58.0
2023-12-05,67.0
2023-12-06,63.0
2023-12-07,62.0
2023-12-08,70.0
2023-12-09,43.0
2023-12-10,25.0
2023-12-11,64.0
2023-12-12,76.0
2023-12-13,80.0
2023-12-14,100.0
2023-12-15,84.0
2023-12-16,45.0
2023-12-17,28.0
2023-12-18,67.0
2023-12-19,83.0
2023-12-20,79.0
2023-12-21,72.0
2023-12-22,76.0
2023-12-23,43.0
2023-12-24,22.5
2023-12-25,19.0
2023-12-26,67.5
2023-12-27,88.5
2023-12-28,87.5
2023-12-29,82.0
2023-12-30,47.5
2023-12-31,33.0
2024-01-01,43.0
2024-01-02,86.5
2024-01-03,85.5
2024-01-04,79.0
2024-01-05,71.5
2024-01-06,44.0
2024-01-07,29.0
2024-01-08,69.5
2024-01-09,79.0
2024-01-10,75.0
2024-01-11,69.5
2024-01-12,70.5
2024-01-13,39.5
2024-01-14,29.0
2024-01-15,39.5
2024-01-16,65.0
2024-01-17,69.5
2024-01-18,67.0
2024-01-19,82.0
2024-01-20,61.0
2024-01-21,33.0
2024-01-22,83.0
2024-01-23,91.0
2024-01-24,87.0
2024-01-25,83.0
2024-01-26,80.0
2024-01-27,53.0
2024-01-28,36.0
2024-01-29,77.0
2024-01-30,96.0
2024-01-31,86.0
2024-02-01,86.0
2024-02-02,96.0
2024-02-03,68.0
2024-02-04,46.0
2024-02-05,78.0
2024-02-06,85.0
2024-02-07,86.0
2024-02-08,86.0
2024-02-09,88.0
2024-02-10,66.0
2024-02-11,42.0
2024-02-12,71.0
2024-02-13,89.0
2024-02-14,84.0
2024-02-15,91.0
2024-02-16,91.0
2024-02-17,51.0
2024-02-18,38.0
2024-02-19,56.0
2024-02-20,74.0
2024-02-21,78.0
2024-02-22,94.0
2024-02-23,100.0
2024-02-24,67.0
2024-02-25,43.0
2024-02-26,78.0
2024-02-27,84.0
2024-02-28,78.0
2024-02-29,84.0
2024-03-01,97.0
2024-03-02,70.0
2024-03-03,42.0
2024-03-04,79.0
2024-03-05,89.0
2024-03-06,87.0
2024-03-07,88.0
2024-03-08,86.0
2024-03-09,53.0
2024-03-10,35.0
2024-03-11,73.0
2024-03-12,86.0
2024-03-13,85.0
2024-03-14,78.0
2024-03-15,74.0
2024-03-16,48.0
2024-03-17,35.0
2024-03-18,81.0
2024-03-19,84.0
2024-03-20,87.0
2024-03-21,89.0
2024-03-22,84.0
2024-03-23,56.0
2024-03-24,41.0
2024-03-25,77.0
2024-03-26,77.0
2024-03-27,82.0
2024-03-28,82.0
2024-03-29,67.0
2024-03-30,42.0
2024-03-31,35.0
2024-04-01,84.0
2024-04-02,76.0
2024-04-03,78.0
2024-04-04,78.0
2024-04-05,79.0
2024-04-06,50.0
2024-04-07,39.0
2024-04-08,66.0
2024-04-09,74.0
2024-04-10,75.0
2024-04-11,75.0
2024-04-12,74.0
2024-04-13,46.0
2024-04-14,37.0
2024-04-15,74.0
2024-04-16,68.0
2024-04-17,59.0
2024-04-18,54.0
2024-04-19,56.0
2024-04-20,31.0
2024-04-21,25.0
2024-04-22,58.0
2024-04-23,64.0
2024-04-24,63.0
2024-04-25,59.0
2024-04-26,62.0
2024-04-27,36.0
2024-04-28,24.0
2024-04-29,60.0
2024-04-30,59.0
2024-05-01,63.0
2024-05-02,66.0
2024-05-03,66.0
2024-05-04,42.0
2024-05-05,26.0
2024-05-06,64.0
2024-05-07,65.0
2024-05-08,62.0
2024-05-09,66.0
2024-05-10,62.0
2024-05-11,37.0
2024-05-12,24.0
2024-05-13,58.0
2024-05-14,70.0
2024-05-15,78.0
2024-05-16,80.0
2024-05-17,68.0
2024-05-18,44.0
2024-05-19,28.0
2024-05-20,62.0
2024-05-21,69.0
2024-05-22,65.0
2024-05-23,68.0
2024-05-24,62.0
2024-05-25,39.0
2024-05-26,24.0
2024-05-27,29.0
2024-05-28,65.0
2024-05-29,67.0
2024-05-30,63.0
2024-05-31,65.0
2024-06-01,45.0
2024-06-02,31.0
2024-06-03,65.0
2024-06-04,68.0
2024-06-05,79.0
2024-06-06,78.0
2024-06-07,68.0
2024-06-08,40.0
2024-06-09,26.0
2024-06-10,71.0
2024-06-11,74.0
2024-06-12,82.0
2024-06-13,80.0
2024-06-14,71.0
2024-06-15,39.0
2024-06-16,26.0
2024-06-17,71.0
2024-06-18,79.0
2024-06-19,57.0
2024-06-20,68.0
2024-06-21,69.0
2024-06-22,36.0
2024-06-23,26.0
2024-06-24,67.0
2024-06-25,74.0
2024-06-26,71.0
2024-06-27,70.0
2024-06-28,70.0
2024-06-29,37.0
2024-06-30,30.0
2024-07-01,75.0
2024-07-02,79.0
2024-07-03,74.0
2024-07-04,44.0
2024-07-05,65.0
2024-07-06,42.0
2024-07-07,27.0
2024-07-08,66.0
2024-07-09,78.0
2024-07-10,86.0
2024-07-11,82.0
2024-07-12,83.0
2024-07-13,46.0
2024-07-14,30.0
2024-07-15,76.0
2024-07-16,95.0
2024-07-17,85.0
2024-07-18,74.0
2024-07-19,65.0
2024-07-20,35.0
2024-07-21,25.0
2024-07-22,69.0
2024-07-23,74.0
2024-07-24,69.0
2024-07-25,65.0
2024-07-26,67.0
2024-07-27,41.0
2024-07-28,27.0
2024-07-29,58.0
2024-07-30,71.0
2024-07-31,73.0
2024-08-01,75.0
2024-08-02,69.0
2024-08-03,39.0
2024-08-04,24.0
2024-08-05,87.0
2024-08-06,81.0
2024-08-07,71.0
2024-08-08,71.0
2024-08-09,64.0
2024-08-10,34.0
2024-08-11,24.0
2024-08-12,57.0
2024-08-13,73.0
2024-08-14,73.0
2024-08-15,79.0
2024-08-16,77.0
2024-08-17,45.0
2024-08-18,26.5
2024-08-19,67.5
2024-08-20,77.0
2024-08-21,65.5
2024-08-22,60.5
2024-08-23,70.5
2024-08-24,51.5
2024-08-25,28.5
2024-08-26,62.5
2024-08-27,66.5
2024-08-28,59.0
2024-08-29,67.5
2024-08-30,63.5
2024-08-31,42.0
2024-09-01,29.0
2024-09-02,32.5
2024-09-03,56.5
2024-09-04,68.5
2024-09-05,62.5
2024-09-06,57.5
2024-09-07,28.5
2024-09-08,23.5
2024-09-09,55.5
2024-09-10,69.5
2024-09-11,61.5
2024-09-12,62.5
2024-09-13,64.5
2024-09-14,42.0
2024-09-15,24.5
2024-09-16,58.0
2024-09-17,65.0
2024-09-18,63.0
2024-09-19,77.0
2024-09-20,72.0
2024-09-21,35.0
2024-09-22,25.0
2024-09-23,60.0
2024-09-24,68.0
2024-09-25,64.0
2024-09-26,63.0
2024-09-27,67.0
2024-09-28,41.0
2024-09-29,26.0
2024-09-30,61.0
2024-10-01,68.0
2024-10-02,59.0
2024-10-03,58.0
2024-10-04,68.0
2024-10-05,40.0
2024-10-06,25.0
2024-10-07,54.0
2024-10-08,61.0
2024-10-09,61.0
2024-10-10,60.0
2024-10-11,63.0
2024-10-12,40.0
2024-10-13,25.0
2024-10-14,61.0
2024-10-15,71.0
2024-10-16,65.0
2024-10-17,61.0
2024-10-18,62.0
2024-10-19,41.0
2024-10-20,22.0
2024-10-21,58.0
2024-10-22,60.0
2024-10-23,52.0
2024-10-24,55.0
2024-10-25,55.0
2024-10-26,30.0
2024-10-27,23.0
2024-10-28,57.0
2024-10-29,62.0
2024-10-30,56.0
2024-10-31,52.0
2024-11-01,67.0
2024-11-02,34.0
2024-11-03,25.0
2024-11-04,52.0
2024-11-05,53.0
2024-11-06,80.0
2024-11-07,100.0
2024-11-08,86.0
2024-11-09,52.0
2024-11-10,30.0
2024-11-11,73.0
2024-11-12,77.0
2024-11-13,68.0
2024-11-14,62.0
2024-11-15,61.0
2024-11-16,32.0
2024-11-17,25.0
2024-11-18,54.0
2024-11-19,63.0
2024-11-20,59.0
2024-11-21,67.0
2024-11-22,67.0
2024-11-23,43.0
2024-11-24,24.0
2024-11-25,65.0
2024-11-26,68.0
2024-11-27,65.0
2024-11-28,31.0
2024-11-29,44.0
2024-11-30,39.0
2024-12-01,32.0
2024-12-02,67.0
2024-12-03,71.0
2024-12-04,70.0
2024-12-05,69.0
2024-12-06,68.0
2024-12-07,43.0
2024-12-08,26.0
2024-12-09,57.0
2024-12-10,66.0
2024-12-11,67.0
2024-12-12,65.0
2024-12-13,59.0
2024-12-14,37.0
2024-12-15,26.0
2024-12-16,67.0
2024-12-17,71.0
2024-12-18,66.0
2024-12-19,68.0
2024-12-20,65.0
2024-12-21,35.0
2024-12-22,24.0
2024-12-23,57.0
2024-12-24,53.0
2024-12-25,29.0
2024-12-26,59.0
2024-12-27,66.0
2024-12-28,36.0
2024-12-29,28.0
2024-12-30,61.0
2024-12-31,69.0
2025-01-01,54.0
2025-01-02,79.0
2025-01-03,84.0
2025-01-04,52.0
2025-01-05,32.0
2025-01-06,73.0
2025-01-07,76.0
2025-01-08,60.0
2025-01-09,52.0
2025-01-10,57.0
2025-01-11,38.0
2025-01-12,27.0
2025-01-13,58.0
2025-01-14,71.0
2025-01-15,72.0
2025-01-16,68.0
2025-01-17,71.0
2025-01-18,42.0
2025-01-19,27.0
2025-01-20,40.0
2025-01-21,74.0
2025-01-22,87.0
2025-01-23,76.0
2025-01-24,75.0
2025-01-25,41.0
2025-01-26,30.0
2025-01-27,71.0
2025-01-28,85.0
2025-01-29,77.0
2025-01-30,67.0
2025-01-31,76.0
2025-02-01,50.0
2025-02-02,36.0
2025-02-03,70.0
2025-02-04,74.0
2025-02-05,74.0
2025-02-06,72.0
2025-02-07,70.0
2025-02-08,45.0
2025-02-09,31.0
2025-02-10,64.0
2025-02-11,68.0
2025-02-12,63.0
2025-02-13,66.0
2025-02-14,73.0
2025-02-15,47.0
2025-02-16,35.0
2025-02-17,44.0
2025-02-18,69.0
2025-02-19,78.0
2025-02-20,70.0
2025-02-21,66.0
2025-02-22,43.0
2025-02-23,31.0
2025-02-24,65.0
2025-02-25,65.0
2025-02-26,65.0
2025-02-27,60.0
2025-02-28,68.0
2025-03-01,55.0
2025-03-02,40.0
2025-03-03,70.0
2025-03-04,76.0
2025-03-05,68.0
2025-03-06,64.0
2025-03-07,65.0
2025-03-08,44.0
2025-03-09,34.0
2025-03-10,68.0
2025-03-11,83.0
2025-03-12,68.0
2025-03-13,63.0
2025-03-14,65.0
2025-03-15,44.0
2025-03-16,34.0
2025-03-17,65.0
2025-03-18,61.0
2025-03-19,59.0
2025-03-20,56.0
2025-03-21,54.0
2025-03-22,35.0
2025-03-23,30.0
2025-03-24,59.0
2025-03-25,64.0
2025-03-26,53.0
2025-03-27,56.0
2025-03-28,54.0
2025-03-29,35.0
2025-03-30,33.0
2025-03-31,61.0
2025-04-01,62.0
2025-04-02,59.0
2025-04-03,81.0
2025-04-04,92.0
2025-04-05,61.0
2025-04-06,45.0
2025-04-07,94.0
2025-04-08,80.0
2025-04-09,97.0
2025-04-10,84.0
2025-04-11,73.0
2025-04-12,46.0
2025-04-13,34.0
2025-04-14,75.0
2025-04-15,74.5
2025-04-16,60.0
2025-04-17,47.0
2025-04-18,35.0
2025-04-19,21.0
2025-04-20,16.5
2025-04-21,50.0
2025-04-22,53.0
2025-04-23,56.0
2025-04-24,52.0
2025-04-25,50.0
2025-04-26,26.0
2025-04-27,20.0
2025-04-28,45.0
2025-04-29,52.0
2025-04-30,50.5
2025-05-01,59.0
2025-05-02,62.0
2025-05-03,35.0
2025-05-04,24.0
2025-05-05,49.0
2025-05-06,50.0
2025-05-07,48.0
2025-05-08,52.5
2025-05-09,50.0
2025-05-10,29.0
2025-05-11,18.5
2025-05-12,78.0
2025-05-13,73.0
2025-05-14,64.5
2025-05-15,58.0
2025-05-16,60.0
2025-05-17,34.0
2025-05-18,21.0
2025-05-19,52.0
2025-05-20,57.0
2025-05-21,51.0
2025-05-22,45.0
2025-05-23,46.0
2025-05-24,26.0
2025-05-25,20.0
2025-05-26,21.0
2025-05-27,58.0
2025-05-28,60.0
2025-05-29,61.0
2025-05-30,57.0
2025-05-31,32.0
2025-06-01,27.0
2025-06-02,57.0
2025-06-03,69.0
2025-06-04,61.0
2025-06-05,59.0
2025-06-06,61.0
2025-06-07,36.0
2025-06-08,23.0
2025-06-09,57.0
2025-06-10,67.0
2025-06-11,63.0
2025-06-12,58.0
2025-06-13,54.0
2025-06-14,29.0
2025-06-15,20.0
2025-06-16,56.0
2025-06-17,56.0
2025-06-18,55.0
2025-06-19,38.0
2025-06-20,44.0
2025-06-21,28.0
2025-06-22,21.0
2025-06-23,54.0
2025-06-24,68.0
