Time,southwest
2022-04-27,61.0
2022-04-28,61.0
2022-04-29,59.0
2022-04-30,51.0
2022-05-01,53.0
2022-05-02,63.0
2022-05-03,63.0
2022-05-04,64.0
2022-05-05,58.0
2022-05-06,54.0
2022-05-07,49.0
2022-05-08,49.0
2022-05-09,61.0
2022-05-10,60.0
2022-05-11,60.0
2022-05-12,61.0
2022-05-13,59.0
2022-05-14,50.0
2022-05-15,51.0
2022-05-16,59.0
2022-05-17,64.0
2022-05-18,61.0
2022-05-19,58.0
2022-05-20,59.0
2022-05-21,56.0
2022-05-22,58.0
2022-05-23,63.0
2022-05-24,68.0
2022-05-25,59.0
2022-05-26,60.0
2022-05-27,56.0
2022-05-28,60.0
2022-05-29,56.0
2022-05-30,57.0
2022-05-31,62.0
2022-06-01,62.0
2022-06-02,60.0
2022-06-03,62.0
2022-06-04,54.0
2022-06-05,55.0
2022-06-06,60.0
2022-06-07,80.0
2022-06-08,100.0
2022-06-09,88.0
2022-06-10,76.0
2022-06-11,60.0
2022-06-12,60.0
2022-06-13,71.0
2022-06-14,69.0
2022-06-15,68.0
2022-06-16,76.0
2022-06-17,69.0
2022-06-18,60.0
2022-06-19,59.0
2022-06-20,76.0
2022-06-21,72.0
2022-06-22,68.0
2022-06-23,68.0
2022-06-24,62.0
2022-06-25,55.0
2022-06-26,55.0
2022-06-27,67.0
2022-06-28,69.0
2022-06-29,65.0
2022-06-30,63.0
2022-07-01,64.0
2022-07-02,55.0
2022-07-03,49.0
2022-07-04,48.0
2022-07-05,65.0
2022-07-06,66.0
2022-07-07,63.0
2022-07-08,59.0
2022-07-09,55.0
2022-07-10,57.0
2022-07-11,64.0
2022-07-12,66.0
2022-07-13,63.0
2022-07-14,63.0
2022-07-15,63.0
2022-07-16,54.0
2022-07-17,56.0
2022-07-18,65.0
2022-07-19,65.0
2022-07-20,63.0
2022-07-21,64.0
2022-07-22,62.0
2022-07-23,54.0
2022-07-24,60.0
2022-07-25,67.0
2022-07-26,65.0
2022-07-27,62.0
2022-07-28,62.0
2022-07-29,62.0
2022-07-30,51.0
2022-07-31,52.0
2022-08-01,63.0
2022-08-02,63.0
2022-08-03,61.0
2022-08-04,64.0
2022-08-05,62.0
2022-08-06,53.0
2022-08-07,55.0
2022-08-08,65.0
2022-08-09,66.0
2022-08-10,68.0
2022-08-11,64.0
2022-08-12,55.0
2022-08-13,50.0
2022-08-14,54.0
2022-08-15,60.0
2022-08-16,64.0
2022-08-17,62.0
2022-08-18,60.0
2022-08-19,58.0
2022-08-20,51.0
2022-08-21,53.0
2022-08-22,63.0
2022-08-23,62.0
2022-08-24,57.0
2022-08-25,61.0
2022-08-26,52.0
2022-08-27,49.0
2022-08-28,51.0
2022-08-29,58.146987951807226
2022-08-30,53.71807228915662
2022-08-31,56.43253012048193
2022-09-01,58.146987951807226
2022-09-02,56.43253012048193
2022-09-03,48.78915662650603
2022-09-04,44.36024096385542
2022-09-05,55.93253012048193
2022-09-06,63.07590361445783
2022-09-07,68.00481927710842
2022-09-08,65.29036144578313
2022-09-09,60.861445783132524
2022-09-10,46.07469879518072
2022-09-11,46.57469879518072
2022-09-12,58.146987951807226
2022-09-13,58.646987951807226
2022-09-14,58.646987951807226
2022-09-15,58.146987951807226
2022-09-16,55.43253012048193
2022-09-17,48.28915662650603
2022-09-18,46.07469879518072
2022-09-19,58.646987951807226
2022-09-20,58.146987951807226
2022-09-21,55.93253012048193
2022-09-22,54.21807228915662
2022-09-23,53.21807228915662
2022-09-24,48.28915662650603
2022-09-25,48.28915662650603
2022-09-26,58.146987951807226
2022-09-27,58.646987951807226
2022-09-28,55.86506024096386
2022-09-29,55.86506024096386
2022-09-30,58.29397590361445
2022-10-01,46.149397590361446
2022-10-02,46.149397590361446
2022-10-03,55.86506024096386
2022-10-04,65.58072289156627
2022-10-05,72.86746987951807
2022-10-06,72.86746987951807
2022-10-07,60.722891566265055
2022-10-08,46.149397590361446
2022-10-09,46.149397590361446
2022-10-10,58.29397590361445
2022-10-11,53.436144578313254
2022-10-12,55.86506024096386
2022-10-13,55.86506024096386
2022-10-14,53.436144578313254
2022-10-15,43.72048192771084
2022-10-16,46.149397590361446
2022-10-17,58.29397590361445
2022-10-18,55.86506024096386
2022-10-19,53.436144578313254
2022-10-20,51.00722891566265
2022-10-21,51.00722891566265
2022-10-22,46.149397590361446
2022-10-23,46.149397590361446
2022-10-24,53.436144578313254
2022-10-25,55.86506024096386
2022-10-26,55.86506024096386
2022-10-27,60.722891566265055
2022-10-28,53.436144578313254
2022-10-29,43.72048192771084
2022-10-30,41.29156626506024
2022-10-31,48.57831325301205
2022-11-01,51.00722891566265
2022-11-02,55.86506024096386
2022-11-03,51.00722891566265
2022-11-04,55.86506024096386
2022-11-05,48.57831325301205
2022-11-06,41.29156626506024
2022-11-07,53.436144578313254
2022-11-08,51.00722891566265
2022-11-09,51.00722891566265
2022-11-10,53.436144578313254
2022-11-11,48.57831325301205
2022-11-12,41.29156626506024
2022-11-13,43.72048192771084
2022-11-14,51.00722891566265
2022-11-15,53.436144578313254
2022-11-16,48.57831325301205
2022-11-17,53.436144578313254
2022-11-18,53.436144578313254
2022-11-19,46.149397590361446
2022-11-20,43.72048192771084
2022-11-21,46.149397590361446
2022-11-22,53.436144578313254
2022-11-23,48.57831325301205
2022-11-24,34.00481927710843
2022-11-25,41.29156626506024
2022-11-26,41.29156626506024
2022-11-27,48.57831325301205
2022-11-28,58.29397590361445
2022-11-29,63.15180722891566
2022-11-30,55.86506024096386
2022-12-01,55.86506024096386
2022-12-02,48.57831325301205
2022-12-03,38.86265060240964
2022-12-04,41.29156626506024
2022-12-05,48.57831325301205
2022-12-06,48.57831325301205
2022-12-07,48.57831325301205
2022-12-08,48.57831325301205
2022-12-09,46.149397590361446
2022-12-10,41.29156626506024
2022-12-11,41.29156626506024
2022-12-12,46.149397590361446
2022-12-13,46.149397590361446
2022-12-14,46.149397590361446
2022-12-15,48.57831325301205
2022-12-16,51.00722891566265
2022-12-17,48.57831325301205
2022-12-18,43.72048192771084
2022-12-19,51.00722891566265
2022-12-20,53.436144578313254
2022-12-21,63.15180722891566
2022-12-22,68.00963855421686
2022-12-23,72.86746987951807
2022-12-24,80.15421686746987
2022-12-25,75.29638554216868
2022-12-26,128.73253012048193
2022-12-27,242.89156626506022
2022-12-28,196.74216867469877
2022-12-29,157.87951807228916
2022-12-30,106.87228915662651
2022-12-31,70.43855421686747
2023-01-01,58.29397590361445
2023-01-02,72.86746987951807
2023-01-03,72.86746987951807
2023-01-04,82.58313253012048
2023-01-05,70.43855421686747
2023-01-06,65.58072289156627
2023-01-07,55.86506024096386
2023-01-08,53.436144578313254
2023-01-09,60.722891566265055
2023-01-10,70.43855421686747
2023-01-11,82.58313253012048
2023-01-12,75.29638554216868
2023-01-13,63.15180722891566
2023-01-14,53.436144578313254
2023-01-15,48.57831325301205
2023-01-16,58.29397590361445
2023-01-17,60.722891566265055
2023-01-18,60.722891566265055
2023-01-19,55.86506024096386
2023-01-20,53.436144578313254
2023-01-21,46.149397590361446
2023-01-22,46.149397590361446
2023-01-23,58.29397590361445
2023-01-24,55.86506024096386
2023-01-25,55.86506024096386
2023-01-26,58.29397590361445
2023-01-27,53.436144578313254
2023-01-28,48.57831325301205
2023-01-29,53.436144578313254
2023-01-30,58.29397590361445
2023-01-31,63.15180722891566
2023-02-01,58.29397590361445
2023-02-02,60.722891566265055
2023-02-03,55.86506024096386
2023-02-04,51.00722891566265
2023-02-05,51.00722891566265
2023-02-06,60.722891566265055
2023-02-07,60.722891566265055
2023-02-08,58.29397590361445
2023-02-09,58.29397590361445
2023-02-10,58.29397590361445
2023-02-11,51.00722891566265
2023-02-12,46.149397590361446
2023-02-13,48.57831325301205
2023-02-14,55.86506024096386
2023-02-15,60.722891566265055
2023-02-16,60.722891566265055
2023-02-17,58.29397590361445
2023-02-18,51.00722891566265
2023-02-19,48.57831325301205
2023-02-20,58.29397590361445
2023-02-21,60.722891566265055
2023-02-22,63.15180722891566
2023-02-23,63.15180722891566
2023-02-24,58.29397590361445
2023-02-25,53.436144578313254
2023-02-26,48.57831325301205
2023-02-27,58.29397590361445
2023-02-28,60.722891566265055
2023-03-01,60.722891566265055
2023-03-02,58.29397590361445
2023-03-03,55.86506024096386
2023-03-04,51.00722891566265
2023-03-05,53.436144578313254
2023-03-06,63.15180722891566
2023-03-07,60.722891566265055
2023-03-08,60.722891566265055
2023-03-09,63.15180722891566
2023-03-10,60.722891566265055
2023-03-11,55.86506024096386
2023-03-12,55.86506024096386
2023-03-13,60.722891566265055
2023-03-14,60.722891566265055
2023-03-15,58.29397590361445
2023-03-16,58.29397590361445
2023-03-17,53.436144578313254
2023-03-18,48.57831325301205
2023-03-19,51.00722891566265
2023-03-20,58.29397590361445
2023-03-21,60.722891566265055
2023-03-22,58.29397590361445
2023-03-23,60.722891566265055
2023-03-24,55.86506024096386
2023-03-25,51.00722891566265
2023-03-26,55.86506024096386
2023-03-27,58.29397590361445
2023-03-28,55.86506024096386
2023-03-29,55.86506024096386
2023-03-30,58.29397590361445
2023-03-31,53.436144578313254
2023-04-01,58.29397590361445
2023-04-02,55.86506024096386
2023-04-03,58.29397590361445
2023-04-04,60.722891566265055
2023-04-05,60.722891566265055
2023-04-06,58.29397590361445
2023-04-07,51.00722891566265
2023-04-08,41.29156626506024
2023-04-09,43.72048192771084
2023-04-10,55.86506024096386
2023-04-11,55.86506024096386
2023-04-12,58.29397590361445
2023-04-13,55.86506024096386
2023-04-14,55.86506024096386
2023-04-15,48.57831325301205
2023-04-16,51.00722891566265
2023-04-17,58.29397590361445
2023-04-18,89.86987951807228
2023-04-19,65.58072289156627
2023-04-20,63.15180722891566
2023-04-21,60.722891566265055
2023-04-22,55.86506024096386
2023-04-23,48.57831325301205
2023-04-24,55.86506024096386
2023-04-25,53.436144578313254
2023-04-26,53.98141135972462
2023-04-27,55.195869191049916
2023-04-28,51.27986230636833
2023-04-29,46.37246127366609
2023-04-30,52.99001721170396
2023-05-01,57.40172117039587
2023-05-02,57.40172117039587
2023-05-03,51.27986230636833
2023-05-04,53.98141135972462
2023-05-05,49.07401032702238
2023-05-06,44.16660929432014
2023-05-07,46.37246127366609
2023-05-08,57.8974182444062
2023-05-09,53.48571428571429
2023-05-10,55.691566265060246
2023-05-11,53.48571428571429
2023-05-12,53.48571428571429
2023-05-13,48.08261617900172
2023-05-14,48.08261617900172
2023-05-15,62.804819277108436
2023-05-16,57.8974182444062
2023-05-17,55.691566265060246
2023-05-18,56.18726333907057
2023-05-19,56.18726333907057
2023-05-20,48.57831325301205
2023-05-21,48.57831325301205
2023-05-22,55.195869191049916
2023-05-23,56.18726333907057
2023-05-24,55.195869191049916
2023-05-25,55.691566265060246
2023-05-26,51.55249569707401
2023-05-27,45.60413080895009
2023-05-28,42.62994836488812
2023-05-29,46.59552495697074
2023-05-30,57.500860585197934
2023-05-31,57.500860585197934
2023-06-01,54.526678141135974
2023-06-02,55.51807228915663
2023-06-03,46.59552495697074
2023-06-04,46.59552495697074
2023-06-05,55.51807228915663
2023-06-06,59.48364888123925
2023-06-07,60.4750430292599
2023-06-08,62.45783132530121
2023-06-09,54.526678141135974
2023-06-10,49.5697074010327
2023-06-11,49.5697074010327
2023-06-12,60.4750430292599
2023-06-13,79.31153184165233
2023-06-14,98.14802065404476
2023-06-15,99.1394148020654
2023-06-16,76.33734939759036
2023-06-17,50.561101549053355
2023-06-18,52.54388984509467
2023-06-19,58.49225473321859
2023-06-20,58.49225473321859
2023-06-21,55.51807228915663
2023-06-22,56.50946643717728
2023-06-23,53.53528399311532
2023-06-24,48.57831325301205
2023-06-25,52.54388984509467
2023-06-26,64.44061962134252
2023-06-27,65.43201376936317
2023-06-28,64.44061962134252
2023-06-29,62.45783132530121
2023-06-30,62.45783132530121
2023-07-01,50.561101549053355
2023-07-02,49.5697074010327
2023-07-03,51.55249569707401
2023-07-04,50.561101549053355
2023-07-05,56.50946643717728
2023-07-06,59.48364888123925
2023-07-07,56.50946643717728
2023-07-08,49.5697074010327
2023-07-09,53.53528399311532
2023-07-10,56.50946643717728
2023-07-11,58.49225473321859
2023-07-12,58.49225473321859
2023-07-13,56.50946643717728
2023-07-14,56.50946643717728
2023-07-15,49.5697074010327
2023-07-16,54.526678141135974
2023-07-17,58.49225473321859
2023-07-18,58.49225473321859
2023-07-19,56.50946643717728
2023-07-20,56.50946643717728
2023-07-21,53.53528399311532
2023-07-22,47.586919104991395
2023-07-23,50.561101549053355
2023-07-24,56.50946643717728
2023-07-25,57.500860585197934
2023-07-26,58.49225473321859
2023-07-27,56.50946643717728
2023-07-28,51.55249569707401
2023-07-29,48.57831325301205
2023-07-30,47.586919104991395
2023-07-31,53.53528399311532
2023-08-01,55.51807228915663
2023-08-02,53.53528399311532
2023-08-03,57.500860585197934
2023-08-04,52.54388984509467
2023-08-05,47.586919104991395
2023-08-06,49.5697074010327
2023-08-07,60.4750430292599
2023-08-08,56.50946643717728
2023-08-09,53.53528399311532
2023-08-10,55.51807228915663
2023-08-11,53.53528399311532
2023-08-12,46.59552495697074
2023-08-13,49.5697074010327
2023-08-14,54.526678141135974
2023-08-15,54.526678141135974
2023-08-16,54.526678141135974
2023-08-17,55.51807228915663
2023-08-18,53.53528399311532
2023-08-19,49.5697074010327
2023-08-20,50.561101549053355
2023-08-21,56.50946643717728
2023-08-22,58.49225473321859
2023-08-23,54.526678141135974
2023-08-24,50.561101549053355
2023-08-25,47.586919104991395
2023-08-26,41.63855421686747
2023-08-27,44.612736660929436
2023-08-28,52.54388984509467
2023-08-29,52.54388984509467
2023-08-30,53.53528399311532
2023-08-31,50.561101549053355
2023-09-01,49.5697074010327
2023-09-02,42.62994836488812
2023-09-03,38.66437177280551
2023-09-04,45.60413080895009
2023-09-05,53.53528399311532
2023-09-06,51.55249569707401
2023-09-07,51.55249569707401
2023-09-08,48.57831325301205
2023-09-09,43.62134251290878
2023-09-10,44.612736660929436
2023-09-11,51.55249569707401
2023-09-12,47.586919104991395
2023-09-13,48.57831325301205
2023-09-14,49.5697074010327
2023-09-15,48.57831325301205
2023-09-16,42.62994836488812
2023-09-17,42.62994836488812
2023-09-18,49.5697074010327
2023-09-19,49.5697074010327
2023-09-20,46.59552495697074
2023-09-21,51.55249569707401
2023-09-22,49.5697074010327
2023-09-23,41.63855421686747
2023-09-24,40.647160068846816
2023-09-25,50.561101549053355
2023-09-26,73.3631669535284
2023-09-27,71.38037865748709
2023-09-28,73.3631669535284
2023-09-29,65.43201376936317
2023-09-30,49.5697074010327
2023-10-01,42.62994836488812
2023-10-02,49.5697074010327
2023-10-03,48.57831325301205
2023-10-04,47.586919104991395
2023-10-05,49.5697074010327
2023-10-06,46.59552495697074
2023-10-07,42.62994836488812
2023-10-08,39.65576592082616
2023-10-09,49.5697074010327
2023-10-10,49.5697074010327
2023-10-11,47.586919104991395
2023-10-12,49.5697074010327
2023-10-13,47.586919104991395
2023-10-14,40.647160068846816
2023-10-15,41.63855421686747
2023-10-16,49.5697074010327
2023-10-17,50.561101549053355
2023-10-18,51.55249569707401
2023-10-19,54.526678141135974
2023-10-20,50.561101549053355
2023-10-21,41.63855421686747
2023-10-22,42.62994836488812
2023-10-23,46.59552495697074
2023-10-24,48.57831325301205
2023-10-25,48.57831325301205
2023-10-26,48.57831325301205
2023-10-27,46.59552495697074
2023-10-28,37.672977624784856
2023-10-29,36.6815834767642
2023-10-30,46.59552495697074
2023-10-31,46.59552495697074
2023-11-01,48.57831325301205
2023-11-02,49.5697074010327
2023-11-03,46.59552495697074
2023-11-04,41.63855421686747
2023-11-05,41.63855421686747
2023-11-06,47.586919104991395
2023-11-07,48.57831325301205
2023-11-08,46.59552495697074
2023-11-09,47.586919104991395
2023-11-10,46.59552495697074
2023-11-11,39.65576592082616
2023-11-12,40.647160068846816
2023-11-13,47.586919104991395
2023-11-14,49.5697074010327
2023-11-15,47.586919104991395
2023-11-16,47.586919104991395
2023-11-17,45.60413080895009
2023-11-18,43.62134251290878
2023-11-19,38.66437177280551
2023-11-20,48.57831325301205
2023-11-21,49.5697074010327
2023-11-22,48.57831325301205
2023-11-23,36.6815834767642
2023-11-24,41.63855421686747
2023-11-25,44.612736660929436
2023-11-26,47.586919104991395
2023-11-27,58.49225473321859
2023-11-28,63.44922547332186
2023-11-29,53.53528399311532
2023-11-30,46.59552495697074
2023-12-01,43.62134251290878
2023-12-02,37.672977624784856
2023-12-03,38.66437177280551
2023-12-04,45.60413080895009
2023-12-05,46.59552495697074
2023-12-06,43.62134251290878
2023-12-07,44.612736660929436
2023-12-08,44.612736660929436
2023-12-09,39.65576592082616
2023-12-10,39.65576592082616
2023-12-11,44.612736660929436
2023-12-12,46.59552495697074
2023-12-13,45.60413080895009
2023-12-14,48.57831325301205
2023-12-15,50.561101549053355
2023-12-16,46.59552495697074
2023-12-17,43.62134251290878
2023-12-18,50.561101549053355
2023-12-19,51.55249569707401
2023-12-20,49.5697074010327
2023-12-21,48.57831325301205
2023-12-22,46.83259747062786
2023-12-23,46.38000449000973
2023-12-24,41.638554216867476
2023-12-25,47.780887525256304
2023-12-26,66.25099154381502
2023-12-27,62.457831325301214
2023-12-28,55.36720796228393
2023-12-29,51.574047743770116
2023-12-30,44.48342438075283
2023-12-31,39.741974107610574
2024-01-01,42.58684427149592
2024-01-02,54.8715108882736
2024-01-03,59.61296116141585
2024-01-04,58.212078126169274
2024-01-05,52.52233779839857
2024-01-06,52.52233779839857
2024-01-07,52.974930779016695
2024-01-08,59.61296116141585
2024-01-09,66.70358452443315
2024-01-10,64.35441143455812
2024-01-11,63.40612137992966
2024-01-12,64.80700441517624
2024-01-13,45.8843074159994
2024-01-14,49.677467634513214
2024-01-15,55.36720796228393
2024-01-16,62.910424305919335
2024-01-17,61.509541270672756
2024-01-18,52.52233779839857
2024-01-19,53.470627853027025
2024-01-20,45.43171443538128
2024-01-21,43.448926139339974
2024-01-22,52.50078575170247
2024-01-23,54.31115767417497
2024-01-24,54.31115767417497
2024-01-25,53.40597171293872
2024-01-26,48.88004190675748
2024-01-27,43.448926139339974
2024-01-28,44.354112100576224
2024-01-29,48.88004190675748
2024-01-30,50.690413829229975
2024-01-31,47.97485594552122
2024-02-01,51.595599790466224
2024-02-02,52.50078575170247
2024-02-03,45.25929806181247
2024-02-04,50.690413829229975
2024-02-05,51.595599790466224
2024-02-06,53.40597171293872
2024-02-07,53.40597171293872
2024-02-08,54.31115767417497
2024-02-09,51.595599790466224
2024-02-10,46.16448402304872
2024-02-11,43.448926139339974
2024-02-12,45.25929806181247
2024-02-13,55.21634363541122
2024-02-14,48.88004190675748
2024-02-15,53.40597171293872
2024-02-16,50.690413829229975
2024-02-17,49.785227867993726
2024-02-18,48.88004190675748
2024-02-19,57.02671555788372
2024-02-20,56.12152959664747
2024-02-21,57.93190151911997
2024-02-22,52.50078575170247
2024-02-23,51.595599790466224
2024-02-24,46.16448402304872
2024-02-25,44.354112100576224
2024-02-26,54.31115767417497
2024-02-27,57.93190151911997
2024-02-28,56.12152959664747
2024-02-29,58.83708748035622
2024-03-01,54.31115767417497
2024-03-02,50.690413829229975
2024-03-03,50.690413829229975
2024-03-04,56.12152959664747
2024-03-05,53.40597171293872
2024-03-06,55.21634363541122
2024-03-07,56.12152959664747
2024-03-08,57.02671555788372
2024-03-09,57.02671555788372
2024-03-10,69.69931901519121
2024-03-11,63.36301728653746
2024-03-12,66.98376113148247
2024-03-13,64.26820324777371
2024-03-14,60.647459402828716
2024-03-15,56.12152959664747
2024-03-16,51.595599790466224
2024-03-17,53.40597171293872
2024-03-18,54.31115767417497
2024-03-19,56.12152959664747
2024-03-20,54.31115767417497
2024-03-21,55.21634363541122
2024-03-22,54.31115767417497
2024-03-23,48.88004190675748
2024-03-24,50.690413829229975
2024-03-25,56.12152959664747
2024-03-26,56.12152959664747
2024-03-27,57.02671555788372
2024-03-28,55.21634363541122
2024-03-29,48.88004190675748
2024-03-30,41.638554216867476
2024-03-31,41.638554216867476
2024-04-01,55.21634363541122
2024-04-02,56.12152959664747
2024-04-03,56.12152959664747
2024-04-04,57.93190151911997
2024-04-05,51.595599790466224
2024-04-06,42.543740178103725
2024-04-07,49.785227867993726
2024-04-08,56.12152959664747
2024-04-09,57.93190151911997
2024-04-10,59.74227344159247
2024-04-11,57.93190151911997
2024-04-12,55.21634363541122
2024-04-13,43.448926139339974
2024-04-14,45.25929806181247
2024-04-15,49.785227867993726
2024-04-16,55.21634363541122
2024-04-17,51.595599790466224
2024-04-18,52.50078575170247
2024-04-19,48.88004190675748
2024-04-20,42.543740178103725
2024-04-21,52.50078575170247
2024-04-22,53.40597171293872
2024-04-23,51.595599790466224
2024-04-24,50.690413829229975
2024-04-25,58.83708748035622
2024-04-26,54.31115767417497
2024-04-27,47.97485594552122
2024-04-28,48.88004190675748
2024-04-29,55.21634363541122
2024-04-30,54.31115767417497
2024-05-01,51.595599790466224
2024-05-02,53.40597171293872
2024-05-03,51.595599790466224
2024-05-04,44.354112100576224
2024-05-05,46.16448402304872
2024-05-06,53.40597171293872
2024-05-07,55.21634363541122
2024-05-08,49.785227867993726
2024-05-09,52.50078575170247
2024-05-10,54.31115767417497
2024-05-11,42.543740178103725
2024-05-12,43.448926139339974
2024-05-13,53.40597171293872
2024-05-14,55.21634363541122
2024-05-15,54.31115767417497
2024-05-16,55.21634363541122
2024-05-17,52.50078575170247
2024-05-18,46.16448402304872
2024-05-19,45.25929806181247
2024-05-20,52.50078575170247
2024-05-21,55.21634363541122
2024-05-22,54.31115767417497
2024-05-23,51.595599790466224
2024-05-24,51.595599790466224
2024-05-25,47.06966998428497
2024-05-26,42.543740178103725
2024-05-27,49.785227867993726
2024-05-28,57.02671555788372
2024-05-29,57.02671555788372
2024-05-30,57.02671555788372
2024-05-31,57.02671555788372
2024-06-01,48.88004190675748
2024-06-02,51.595599790466224
2024-06-03,53.40597171293872
2024-06-04,53.40597171293872
2024-06-05,56.12152959664747
2024-06-06,54.31115767417497
2024-06-07,56.12152959664747
2024-06-08,48.88004190675748
2024-06-09,48.88004190675748
2024-06-10,57.93190151911997
2024-06-11,75.1304347826087
2024-06-12,69.69931901519121
2024-06-13,70.60450497642746
2024-06-14,64.26820324777371
2024-06-15,60.647459402828716
2024-06-16,57.93190151911997
2024-06-17,64.26820324777371
2024-06-18,62.457831325301214
2024-06-19,65.17338920900997
2024-06-20,61.552645364064965
2024-06-21,60.647459402828716
2024-06-22,50.690413829229975
2024-06-23,50.690413829229975
2024-06-24,54.31115767417497
2024-06-25,55.21634363541122
2024-06-26,53.40597171293872
2024-06-27,56.12152959664747
2024-06-28,47.97485594552122
2024-06-29,47.06966998428497
2024-06-30,46.16448402304872
2024-07-01,51.595599790466224
2024-07-02,48.88004190675748
2024-07-03,53.40597171293872
2024-07-04,45.25929806181247
2024-07-05,45.25929806181247
2024-07-06,44.354112100576224
2024-07-07,49.785227867993726
2024-07-08,53.40597171293872
2024-07-09,55.21634363541122
2024-07-10,52.50078575170247
2024-07-11,55.21634363541122
2024-07-12,51.595599790466224
2024-07-13,43.448926139339974
2024-07-14,45.25929806181247
2024-07-15,51.595599790466224
2024-07-16,53.40597171293872
2024-07-17,55.21634363541122
2024-07-18,55.21634363541122
2024-07-19,75.1304347826087
2024-07-20,62.457831325301214
2024-07-21,55.21634363541122
2024-07-22,64.26820324777371
2024-07-23,61.552645364064965
2024-07-24,57.02671555788372
2024-07-25,90.51859612362495
2024-07-26,58.83708748035622
2024-07-27,47.06966998428497
2024-07-28,46.16448402304872
2024-07-29,54.31115767417497
2024-07-30,51.595599790466224
2024-07-31,49.785227867993726
2024-08-01,48.88004190675748
2024-08-02,47.97485594552122
2024-08-03,46.16448402304872
2024-08-04,51.595599790466224
2024-08-05,51.595599790466224
2024-08-06,49.785227867993726
2024-08-07,52.50078575170247
2024-08-08,48.88004190675748
2024-08-09,49.785227867993726
2024-08-10,38.92299633315873
2024-08-11,44.354112100576224
2024-08-12,51.595599790466224
2024-08-13,48.88004190675748
2024-08-14,50.690413829229975
2024-08-15,49.785227867993726
2024-08-16,45.25929806181247
2024-08-17,40.73336825563123
2024-08-18,43.67060433392845
2024-08-19,47.47608000769717
2024-08-20,48.880041906757484
2024-08-21,46.52471108925499
2024-08-22,48.880041906757484
2024-08-23,46.977304069873114
2024-08-24,41.26909055922003
2024-08-25,44.12319731454657
2024-08-26,49.83141082519966
2024-08-27,48.880041906757484
2024-08-28,46.02593515143093
2024-08-29,45.07456623298876
2024-08-30,47.47608000769717
2024-08-31,40.81649757860191
2024-09-01,34.655691087330695
2024-09-02,42.71923541548627
2024-09-03,46.977304069873114
2024-09-04,49.83141082519966
2024-09-05,48.880041906757484
2024-09-06,45.07456623298876
2024-09-07,37.011021904833186
2024-09-08,38.91375974171754
2024-09-09,48.880041906757484
2024-09-10,46.02593515143093
2024-09-11,41.76786649704409
2024-09-12,45.57334217081281
2024-09-13,44.62197325237063
2024-09-14,37.011021904833186
2024-09-15,38.91375974171754
2024-09-16,46.52471108925499
2024-09-17,45.88738627981314
2024-09-18,44.889834404165036
2024-09-19,45.88738627981314
2024-09-20,43.89228252851692
2024-09-21,39.902075025924475
2024-09-22,38.90452315027636
