Time,disney_world
2022-05-04,56.0
2022-05-05,49.0
2022-05-06,50.0
2022-05-07,59.0
2022-05-08,63.0
2022-05-09,59.0
2022-05-10,53.0
2022-05-11,52.0
2022-05-12,55.0
2022-05-13,54.0
2022-05-14,58.0
2022-05-15,67.0
2022-05-16,55.0
2022-05-17,57.0
2022-05-18,54.0
2022-05-19,52.0
2022-05-20,56.0
2022-05-21,60.0
2022-05-22,59.0
2022-05-23,57.0
2022-05-24,53.0
2022-05-25,51.0
2022-05-26,52.0
2022-05-27,49.0
2022-05-28,64.0
2022-05-29,63.0
2022-05-30,65.0
2022-05-31,56.0
2022-06-01,54.0
2022-06-02,54.0
2022-06-03,57.0
2022-06-04,62.0
2022-06-05,62.0
2022-06-06,59.0
2022-06-07,61.0
2022-06-08,68.0
2022-06-09,61.0
2022-06-10,57.0
2022-06-11,67.0
2022-06-12,70.0
2022-06-13,61.0
2022-06-14,60.0
2022-06-15,56.0
2022-06-16,59.0
2022-06-17,60.0
2022-06-18,61.0
2022-06-19,63.0
2022-06-20,62.0
2022-06-21,60.0
2022-06-22,58.0
2022-06-23,62.0
2022-06-24,56.0
2022-06-25,57.0
2022-06-26,65.0
2022-06-27,62.0
2022-06-28,56.0
2022-06-29,56.0
2022-06-30,56.0
2022-07-01,57.0
2022-07-02,61.0
2022-07-03,64.0
2022-07-04,65.0
2022-07-05,59.0
2022-07-06,56.0
2022-07-07,57.0
2022-07-08,54.0
2022-07-09,58.0
2022-07-10,70.0
2022-07-11,56.0
2022-07-12,53.0
2022-07-13,57.0
2022-07-14,56.0
2022-07-15,62.0
2022-07-16,66.0
2022-07-17,68.0
2022-07-18,60.0
2022-07-19,58.0
2022-07-20,59.0
2022-07-21,71.0
2022-07-22,72.0
2022-07-23,70.0
2022-07-24,69.0
2022-07-25,63.0
2022-07-26,60.0
2022-07-27,59.0
2022-07-28,57.0
2022-07-29,53.0
2022-07-30,66.0
2022-07-31,66.0
2022-08-01,56.0
2022-08-02,53.0
2022-08-03,54.0
2022-08-04,52.0
2022-08-05,53.0
2022-08-06,69.0
2022-08-07,70.0
2022-08-08,58.0
2022-08-09,52.0
2022-08-10,51.0
2022-08-11,57.0
2022-08-12,56.0
2022-08-13,57.0
2022-08-14,62.0
2022-08-15,54.0
2022-08-16,53.0
2022-08-17,53.0
2022-08-18,49.0
2022-08-19,48.0
2022-08-20,54.0
2022-08-21,60.0
2022-08-22,48.0
2022-08-23,55.0
2022-08-24,55.0
2022-08-25,56.0
2022-08-26,46.0
2022-08-27,58.0
2022-08-28,66.0
2022-08-29,51.348837209302324
2022-08-30,47.36046511627907
2022-08-31,52.51162790697674
2022-09-01,48.52325581395348
2022-09-02,51.848837209302324
2022-09-03,53.01162790697674
2022-09-04,57.0
2022-09-05,60.98837209302326
2022-09-06,50.68604651162791
2022-09-07,51.848837209302324
2022-09-08,55.837209302325576
2022-09-09,46.69767441860465
2022-09-10,54.674418604651166
2022-09-11,58.16279069767442
2022-09-12,55.837209302325576
2022-09-13,51.348837209302324
2022-09-14,49.02325581395348
2022-09-15,46.69767441860465
2022-09-16,62.15116279069767
2022-09-17,60.48837209302326
2022-09-18,62.15116279069767
2022-09-19,50.68604651162791
2022-09-20,53.01162790697674
2022-09-21,51.848837209302324
2022-09-22,47.86046511627907
2022-09-23,46.19767441860465
2022-09-24,57.0
2022-09-25,60.98837209302326
2022-09-26,58.66279069767442
2022-09-27,84.41860465116278
2022-09-28,96.76744186046511
2022-09-29,132.5581395348837
2022-09-30,106.04651162790697
2022-10-01,70.25581395348837
2022-10-02,66.27906976744185
2022-10-03,59.65116279069767
2022-10-04,54.348837209302324
2022-10-05,56.99999999999999
2022-10-06,50.37209302325581
2022-10-07,49.04651162790697
2022-10-08,53.02325581395348
2022-10-09,56.99999999999999
2022-10-10,51.69767441860465
2022-10-11,51.69767441860465
2022-10-12,47.72093023255814
2022-10-13,50.37209302325581
2022-10-14,49.04651162790697
2022-10-15,50.37209302325581
2022-10-16,55.67441860465116
2022-10-17,50.37209302325581
2022-10-18,49.04651162790697
2022-10-19,51.69767441860465
2022-10-20,49.04651162790697
2022-10-21,47.72093023255814
2022-10-22,50.37209302325581
2022-10-23,54.348837209302324
2022-10-24,50.37209302325581
2022-10-25,51.69767441860465
2022-10-26,49.04651162790697
2022-10-27,47.72093023255814
2022-10-28,47.72093023255814
2022-10-29,50.37209302325581
2022-10-30,54.348837209302324
2022-10-31,45.06976744186046
2022-11-01,46.3953488372093
2022-11-02,49.04651162790697
2022-11-03,53.02325581395348
2022-11-04,47.72093023255814
2022-11-05,55.67441860465116
2022-11-06,60.97674418604651
2022-11-07,53.02325581395348
2022-11-08,53.02325581395348
2022-11-09,54.348837209302324
2022-11-10,56.99999999999999
2022-11-11,47.72093023255814
2022-11-12,51.69767441860465
2022-11-13,54.348837209302324
2022-11-14,49.04651162790697
2022-11-15,47.72093023255814
2022-11-16,53.02325581395348
2022-11-17,53.02325581395348
2022-11-18,54.348837209302324
2022-11-19,55.67441860465116
2022-11-20,62.302325581395344
2022-11-21,60.97674418604651
2022-11-22,54.348837209302324
2022-11-23,55.67441860465116
2022-11-24,59.65116279069767
2022-11-25,62.302325581395344
2022-11-26,62.302325581395344
2022-11-27,66.27906976744185
2022-11-28,59.65116279069767
2022-11-29,54.348837209302324
2022-11-30,53.02325581395348
2022-12-01,53.02325581395348
2022-12-02,53.02325581395348
2022-12-03,63.627906976744185
2022-12-04,66.27906976744185
2022-12-05,53.02325581395348
2022-12-06,54.348837209302324
2022-12-07,47.72093023255814
2022-12-08,51.69767441860465
2022-12-09,50.37209302325581
2022-12-10,56.99999999999999
2022-12-11,54.348837209302324
2022-12-12,47.72093023255814
2022-12-13,46.3953488372093
2022-12-14,47.72093023255814
2022-12-15,45.06976744186046
2022-12-16,47.72093023255814
2022-12-17,53.02325581395348
2022-12-18,58.325581395348834
2022-12-19,51.69767441860465
2022-12-20,53.02325581395348
2022-12-21,47.72093023255814
2022-12-22,46.3953488372093
2022-12-23,53.02325581395348
2022-12-24,62.302325581395344
2022-12-25,76.88372093023256
2022-12-26,72.90697674418604
2022-12-27,72.90697674418604
2022-12-28,70.25581395348837
2022-12-29,76.88372093023256
2022-12-30,68.93023255813954
2022-12-31,66.27906976744185
2023-01-01,78.20930232558139
2023-01-02,87.48837209302324
2023-01-03,68.93023255813954
2023-01-04,75.55813953488372
2023-01-05,78.20930232558139
2023-01-06,71.5813953488372
2023-01-07,84.83720930232558
2023-01-08,86.16279069767441
2023-01-09,67.60465116279069
2023-01-10,71.5813953488372
2023-01-11,74.23255813953487
2023-01-12,67.60465116279069
2023-01-13,59.65116279069767
2023-01-14,66.27906976744185
2023-01-15,71.5813953488372
2023-01-16,72.90697674418604
2023-01-17,56.99999999999999
2023-01-18,56.99999999999999
2023-01-19,54.348837209302324
2023-01-20,54.348837209302324
2023-01-21,67.60465116279069
2023-01-22,68.93023255813954
2023-01-23,75.55813953488372
2023-01-24,70.25581395348837
2023-01-25,59.65116279069767
2023-01-26,64.95348837209302
2023-01-27,59.65116279069767
2023-01-28,67.60465116279069
2023-01-29,68.93023255813954
2023-01-30,59.65116279069767
2023-01-31,59.65116279069767
2023-02-01,54.348837209302324
2023-02-02,53.02325581395348
2023-02-03,54.348837209302324
2023-02-04,68.93023255813954
2023-02-05,75.55813953488372
2023-02-06,56.99999999999999
2023-02-07,55.67441860465116
2023-02-08,54.348837209302324
2023-02-09,53.02325581395348
2023-02-10,58.325581395348834
2023-02-11,67.60465116279069
2023-02-12,70.25581395348837
2023-02-13,55.67441860465116
2023-02-14,54.348837209302324
2023-02-15,50.37209302325581
2023-02-16,62.302325581395344
2023-02-17,58.325581395348834
2023-02-18,60.97674418604651
2023-02-19,71.5813953488372
2023-02-20,68.93023255813954
2023-02-21,58.325581395348834
2023-02-22,55.67441860465116
2023-02-23,56.99999999999999
2023-02-24,51.69767441860465
2023-02-25,62.302325581395344
2023-02-26,66.27906976744185
2023-02-27,62.302325581395344
2023-02-28,62.302325581395344
2023-03-01,51.69767441860465
2023-03-02,51.69767441860465
2023-03-03,55.67441860465116
2023-03-04,60.97674418604651
2023-03-05,68.93023255813954
2023-03-06,56.99999999999999
2023-03-07,56.99999999999999
2023-03-08,54.348837209302324
2023-03-09,55.67441860465116
2023-03-10,55.67441860465116
2023-03-11,62.302325581395344
2023-03-12,70.25581395348837
2023-03-13,64.95348837209302
2023-03-14,55.67441860465116
2023-03-15,56.99999999999999
2023-03-16,54.348837209302324
2023-03-17,53.02325581395348
2023-03-18,56.99999999999999
2023-03-19,67.60465116279069
2023-03-20,54.348837209302324
2023-03-21,55.67441860465116
2023-03-22,58.325581395348834
2023-03-23,54.348837209302324
2023-03-24,54.348837209302324
2023-03-25,59.65116279069767
2023-03-26,67.60465116279069
2023-03-27,58.325581395348834
2023-03-28,56.99999999999999
2023-03-29,55.67441860465116
2023-03-30,58.325581395348834
2023-03-31,51.69767441860465
2023-04-01,64.95348837209302
2023-04-02,68.93023255813954
2023-04-03,56.99999999999999
2023-04-04,56.99999999999999
2023-04-05,53.02325581395348
2023-04-06,56.99999999999999
2023-04-07,63.627906976744185
2023-04-08,71.5813953488372
2023-04-09,68.93023255813954
2023-04-10,59.65116279069767
2023-04-11,54.348837209302324
2023-04-12,55.67441860465116
2023-04-13,51.69767441860465
2023-04-14,50.37209302325581
2023-04-15,54.348837209302324
2023-04-16,59.65116279069767
2023-04-17,55.67441860465116
2023-04-18,55.67441860465116
2023-04-19,66.27906976744185
2023-04-20,78.20930232558139
2023-04-21,60.97674418604651
2023-04-22,71.5813953488372
2023-04-23,79.53488372093022
2023-04-24,62.302325581395344
2023-04-25,64.95348837209302
2023-04-26,64.91207343493002
2023-04-27,59.91618804792752
2023-04-28,54.138728462156735
2023-04-29,59.52540094854338
2023-04-30,71.35232371837523
2023-05-01,57.02745825504212
2023-05-02,57.02745825504212
2023-05-03,59.91618804792752
2023-05-04,63.46770853848733
2023-05-05,54.529515561540876
2023-05-06,55.58309335859943
2023-05-07,60.96976584498608
2023-05-08,57.02745825504212
2023-05-09,59.52540094854338
2023-05-10,58.47182315148483
2023-05-11,49.53363017453837
2023-05-12,50.587207971596925
2023-05-13,62.02334364204464
2023-05-14,61.36055294437021
2023-05-15,63.85849563787147
2023-05-16,63.46770853848733
2023-05-17,67.41001612843127
2023-05-18,64.91207343493002
2023-05-19,59.52540094854338
2023-05-20,78.18336110120457
2023-05-21,74.24105351126062
2023-05-22,54.529515561540876
2023-05-23,55.97388045798357
2023-05-24,54.138728462156735
2023-05-25,55.97388045798357
2023-05-26,52.365471317474594
2023-05-27,60.181213305157364
2023-05-28,59.39963910638909
2023-05-29,64.08908429899876
2023-05-30,60.181213305157364
2023-05-31,72.68640048544981
2023-06-01,60.96278750392565
2023-06-02,59.39963910638909
2023-06-03,61.74436170269392
2023-06-04,63.30751010023048
2023-06-05,58.61806490762081
2023-06-06,54.71019391377943
2023-06-07,53.928619715011145
2023-06-08,53.928619715011145
2023-06-09,50.802322919938035
2023-06-10,54.71019391377943
2023-06-11,63.30751010023048
2023-06-12,58.61806490762081
2023-06-13,56.27334231131598
2023-06-14,53.928619715011145
2023-06-15,58.61806490762081
2023-06-16,54.71019391377943
2023-06-17,55.4917681125477
2023-06-18,64.08908429899876
2023-06-19,60.96278750392565
2023-06-20,53.928619715011145
2023-06-21,53.928619715011145
2023-06-22,51.58389711870632
2023-06-23,52.365471317474594
2023-06-24,54.71019391377943
2023-06-25,59.39963910638909
2023-06-26,53.928619715011145
2023-06-27,53.14704551624287
2023-06-28,53.14704551624287
2023-06-29,50.02074872116976
2023-06-30,48.4576003236332
2023-07-01,50.802322919938035
2023-07-02,59.39963910638909
2023-07-03,50.02074872116976
2023-07-04,60.181213305157364
2023-07-05,60.181213305157364
2023-07-06,53.14704551624287
2023-07-07,51.58389711870632
2023-07-08,60.181213305157364
2023-07-09,66.43380689530359
2023-07-10,57.83649070885254
2023-07-11,55.4917681125477
2023-07-12,53.14704551624287
2023-07-13,51.58389711870632
2023-07-14,51.58389711870632
2023-07-15,57.054916510084254
2023-07-16,65.65223269653531
2023-07-17,55.4917681125477
2023-07-18,54.71019391377943
2023-07-19,51.58389711870632
2023-07-20,56.27334231131598
2023-07-21,53.14704551624287
2023-07-22,54.71019391377943
2023-07-23,60.181213305157364
2023-07-24,52.365471317474594
2023-07-25,49.239174522401484
2023-07-26,49.239174522401484
2023-07-27,49.239174522401484
2023-07-28,46.89445192609665
2023-07-29,55.4917681125477
2023-07-30,62.5259359014622
2023-07-31,51.58389711870632
2023-08-01,52.365471317474594
2023-08-02,46.89445192609665
2023-08-03,50.802322919938035
2023-08-04,48.4576003236332
2023-08-05,51.58389711870632
2023-08-06,60.181213305157364
2023-08-07,50.802322919938035
2023-08-08,47.676026124864926
2023-08-09,45.33130352856009
2023-08-10,44.549729329791816
2023-08-11,45.33130352856009
2023-08-12,50.02074872116976
2023-08-13,58.61806490762081
2023-08-14,50.02074872116976
2023-08-15,46.112877727328375
2023-08-16,51.58389711870632
2023-08-17,44.549729329791816
2023-08-18,43.76815513102354
2023-08-19,49.239174522401484
2023-08-20,60.181213305157364
2023-08-21,45.33130352856009
2023-08-22,47.676026124864926
2023-08-23,42.986580932255265
2023-08-24,42.20500673348698
2023-08-25,41.42343253471871
2023-08-26,47.676026124864926
2023-08-27,54.71019391377943
2023-08-28,47.676026124864926
2023-08-29,51.58389711870632
2023-08-30,55.4917681125477
2023-08-31,42.20500673348698
2023-09-01,42.986580932255265
2023-09-02,46.112877727328375
2023-09-03,53.928619715011145
2023-09-04,64.08908429899876
2023-09-05,46.89445192609665
2023-09-06,44.549729329791816
2023-09-07,42.20500673348698
2023-09-08,42.20500673348698
2023-09-09,50.02074872116976
2023-09-10,63.30751010023048
2023-09-11,50.02074872116976
2023-09-12,49.239174522401484
2023-09-13,46.89445192609665
2023-09-14,43.76815513102354
2023-09-15,46.89445192609665
2023-09-16,49.239174522401484
2023-09-17,54.71019391377943
2023-09-18,57.054916510084254
2023-09-19,55.4917681125477
2023-09-20,47.676026124864926
2023-09-21,47.676026124864926
2023-09-22,42.986580932255265
2023-09-23,52.365471317474594
2023-09-24,56.27334231131598
2023-09-25,49.239174522401484
2023-09-26,50.802322919938035
2023-09-27,50.802322919938035
2023-09-28,45.33130352856009
2023-09-29,46.89445192609665
2023-09-30,48.4576003236332
2023-10-01,56.27334231131598
2023-10-02,47.676026124864926
2023-10-03,47.676026124864926
2023-10-04,48.4576003236332
2023-10-05,50.02074872116976
2023-10-06,47.676026124864926
2023-10-07,50.802322919938035
2023-10-08,57.054916510084254
2023-10-09,50.02074872116976
2023-10-10,46.89445192609665
2023-10-11,54.71019391377943
2023-10-12,47.676026124864926
2023-10-13,43.76815513102354
2023-10-14,56.27334231131598
2023-10-15,58.61806490762081
2023-10-16,53.14704551624287
2023-10-17,46.89445192609665
2023-10-18,46.112877727328375
2023-10-19,45.33130352856009
2023-10-20,47.676026124864926
2023-10-21,53.928619715011145
2023-10-22,60.181213305157364
2023-10-23,46.89445192609665
2023-10-24,45.33130352856009
2023-10-25,44.549729329791816
2023-10-26,48.4576003236332
2023-10-27,46.89445192609665
2023-10-28,46.89445192609665
2023-10-29,53.14704551624287
2023-10-30,46.112877727328375
2023-10-31,42.20500673348698
2023-11-01,41.42343253471871
2023-11-02,44.549729329791816
2023-11-03,46.112877727328375
2023-11-04,55.4917681125477
2023-11-05,54.71019391377943
2023-11-06,75.81269728052291
2023-11-07,60.96278750392565
2023-11-08,53.14704551624287
2023-11-09,53.928619715011145
2023-11-10,50.02074872116976
2023-11-11,55.4917681125477
2023-11-12,57.83649070885254
2023-11-13,46.89445192609665
2023-11-14,47.676026124864926
2023-11-15,47.676026124864926
2023-11-16,47.676026124864926
2023-11-17,45.33130352856009
2023-11-18,51.58389711870632
2023-11-19,53.14704551624287
2023-11-20,46.89445192609665
2023-11-21,43.76815513102354
2023-11-22,42.20500673348698
2023-11-23,48.4576003236332
2023-11-24,50.02074872116976
2023-11-25,49.239174522401484
2023-11-26,53.14704551624287
2023-11-27,51.58389711870632
2023-11-28,46.89445192609665
2023-11-29,46.112877727328375
2023-11-30,42.20500673348698
2023-12-01,40.64185833595043
2023-12-02,46.89445192609665
2023-12-03,48.4576003236332
2023-12-04,45.33130352856009
2023-12-05,46.89445192609665
2023-12-06,43.76815513102354
2023-12-07,44.549729329791816
2023-12-08,40.64185833595043
2023-12-09,47.676026124864926
2023-12-10,52.365471317474594
2023-12-11,42.20500673348698
2023-12-12,43.76815513102354
2023-12-13,42.20500673348698
2023-12-14,41.42343253471871
2023-12-15,49.239174522401484
2023-12-16,47.676026124864926
2023-12-17,53.14704551624287
2023-12-18,45.33130352856009
2023-12-19,46.89445192609665
2023-12-20,46.112877727328375
2023-12-21,46.112877727328375
2023-12-22,47.069825428388526
2023-12-23,51.68595181943762
2023-12-24,48.759961145054504
2023-12-25,62.608340318201755
2023-12-26,68.06953456758383
2023-12-27,69.30538952530095
2023-12-28,67.22446670925083
2023-12-29,67.67874746819969
2023-12-30,66.37939885091785
2023-12-31,60.91820460153578
2024-01-01,68.46032166696797
2024-01-02,65.53433099258487
2024-01-03,78.14685520801498
2024-01-04,65.53433099258487
2024-01-05,60.91820460153578
2024-01-06,68.06953456758383
2024-01-07,66.37939885091785
2024-01-08,60.07313674320279
2024-01-09,56.3020782104867
2024-01-10,57.14714606881968
2024-01-11,57.992213927152676
2024-01-12,51.68595181943762
2024-01-13,60.91820460153578
2024-01-14,63.45340817653475
2024-01-15,57.14714606881968
2024-01-16,53.766874635487724
2024-01-17,54.61194249382072
2024-01-18,49.99581610277164
2024-01-19,50.84088396110462
2024-01-20,60.91820460153578
2024-01-21,65.41642928863442
2024-01-22,55.422252591759715
2024-01-23,49.970883484373516
2024-01-24,54.51369107386201
2024-01-25,51.78800652016891
2024-01-26,50.87944500227121
2024-01-27,74.50204446761141
2024-01-28,68.14211384232752
2024-01-29,55.422252591759715
2024-01-30,54.51369107386201
2024-01-31,56.33081410965742
2024-02-01,50.87944500227121
2024-02-02,48.15376044857811
2024-02-03,62.69074473494132
2024-02-04,66.32499080653211
2024-02-05,50.87944500227121
2024-02-06,54.51369107386201
2024-02-07,52.696568038066616
2024-02-08,49.970883484373516
2024-02-09,51.78800652016891
2024-02-10,57.23937562755511
2024-02-11,59.96506018124821
2024-02-12,49.970883484373516
2024-02-13,54.51369107386201
2024-02-14,47.24519893068041
2024-02-15,51.78800652016891
2024-02-16,55.422252591759715
2024-02-17,63.599306252839014
2024-02-18,74.50204446761141
2024-02-19,62.69074473494132
2024-02-20,58.147937145452815
2024-02-21,53.60512955596431
2024-02-22,51.78800652016891
2024-02-23,53.60512955596431
2024-02-24,66.32499080653211
2024-02-25,90.85615178977002
2024-02-26,66.32499080653211
2024-02-27,73.59348294971372
2024-02-28,61.78218321704362
2024-02-29,78.13629053920222
2024-03-01,52.696568038066616
2024-03-02,62.69074473494132
2024-03-03,68.14211384232752
2024-03-04,58.147937145452815
2024-03-05,55.422252591759715
2024-03-06,53.60512955596431
2024-03-07,50.87944500227121
2024-03-08,60.873621699145914
2024-03-09,59.05649866335052
2024-03-10,69.95923687812292
2024-03-11,70.86779839602062
2024-03-12,62.69074473494132
2024-03-13,53.60512955596431
2024-03-14,55.422252591759715
2024-03-15,56.33081410965742
2024-03-16,59.96506018124821
2024-03-17,60.873621699145914
2024-03-18,53.60512955596431
2024-03-19,52.696568038066616
2024-03-20,49.062321966475814
2024-03-21,49.970883484373516
2024-03-22,47.24519893068041
2024-03-23,59.96506018124821
2024-03-24,72.68492143181602
2024-03-25,52.696568038066616
2024-03-26,51.78800652016891
2024-03-27,52.696568038066616
2024-03-28,51.78800652016891
2024-03-29,53.60512955596431
2024-03-30,58.147937145452815
2024-03-31,58.147937145452815
2024-04-01,52.696568038066616
2024-04-02,54.51369107386201
2024-04-03,51.78800652016891
2024-04-04,49.970883484373516
2024-04-05,49.062321966475814
2024-04-06,55.422252591759715
2024-04-07,59.96506018124821
2024-04-08,49.062321966475814
2024-04-09,53.60512955596431
2024-04-10,55.422252591759715
2024-04-11,60.873621699145914
2024-04-12,49.970883484373516
2024-04-13,56.33081410965742
2024-04-14,62.69074473494132
2024-04-15,50.87944500227121
2024-04-16,46.336637412782714
2024-04-17,49.062321966475814
2024-04-18,47.24519893068041
2024-04-19,46.336637412782714
2024-04-20,56.33081410965742
2024-04-21,62.69074473494132
2024-04-22,51.78800652016891
2024-04-23,50.87944500227121
2024-04-24,52.696568038066616
2024-04-25,48.15376044857811
2024-04-26,47.24519893068041
2024-04-27,50.87944500227121
2024-04-28,57.23937562755511
2024-04-29,66.32499080653211
2024-04-30,52.696568038066616
2024-05-01,47.24519893068041
2024-05-02,48.15376044857811
2024-05-03,49.062321966475814
2024-05-04,56.33081410965742
2024-05-05,59.05649866335052
2024-05-06,53.60512955596431
2024-05-07,53.60512955596431
2024-05-08,56.33081410965742
2024-05-09,49.062321966475814
2024-05-10,48.15376044857811
2024-05-11,52.696568038066616
2024-05-12,59.05649866335052
2024-05-13,58.147937145452815
2024-05-14,52.696568038066616
2024-05-15,59.05649866335052
2024-05-16,53.60512955596431
2024-05-17,56.33081410965742
2024-05-18,55.422252591759715
2024-05-19,59.05649866335052
2024-05-20,50.87944500227121
2024-05-21,53.60512955596431
2024-05-22,50.87944500227121
2024-05-23,48.15376044857811
2024-05-24,48.15376044857811
2024-05-25,53.60512955596431
2024-05-26,59.05649866335052
2024-05-27,65.41642928863442
2024-05-28,53.60512955596431
2024-05-29,51.78800652016891
2024-05-30,52.696568038066616
2024-05-31,49.062321966475814
2024-06-01,59.96506018124821
2024-06-02,67.23355232442982
2024-06-03,50.87944500227121
2024-06-04,54.51369107386201
2024-06-05,55.422252591759715
2024-06-06,52.696568038066616
2024-06-07,52.696568038066616
2024-06-08,55.422252591759715
2024-06-09,60.873621699145914
2024-06-10,56.33081410965742
2024-06-11,52.696568038066616
2024-06-12,56.33081410965742
2024-06-13,51.78800652016891
2024-06-14,49.062321966475814
2024-06-15,52.696568038066616
2024-06-16,60.873621699145914
2024-06-17,59.05649866335052
2024-06-18,51.78800652016891
2024-06-19,59.96506018124821
2024-06-20,51.78800652016891
2024-06-21,50.87944500227121
2024-06-22,59.05649866335052
2024-06-23,67.23355232442982
2024-06-24,54.51369107386201
2024-06-25,57.23937562755511
2024-06-26,53.60512955596431
2024-06-27,57.23937562755511
2024-06-28,50.87944500227121
2024-06-29,56.33081410965742
2024-06-30,60.873621699145914
2024-07-01,52.696568038066616
2024-07-02,54.51369107386201
2024-07-03,50.87944500227121
2024-07-04,61.78218321704362
2024-07-05,58.147937145452815
2024-07-06,57.23937562755511
2024-07-07,63.599306252839014
2024-07-08,53.60512955596431
2024-07-09,53.60512955596431
2024-07-10,50.87944500227121
2024-07-11,51.78800652016891
2024-07-12,49.970883484373516
2024-07-13,53.60512955596431
2024-07-14,56.33081410965742
2024-07-15,48.15376044857811
2024-07-16,49.062321966475814
2024-07-17,56.33081410965742
2024-07-18,49.970883484373516
2024-07-19,49.970883484373516
2024-07-20,54.51369107386201
2024-07-21,59.05649866335052
2024-07-22,49.062321966475814
2024-07-23,54.51369107386201
2024-07-24,55.422252591759715
2024-07-25,52.696568038066616
2024-07-26,46.336637412782714
2024-07-27,53.60512955596431
2024-07-28,55.422252591759715
2024-07-29,58.147937145452815
2024-07-30,50.87944500227121
2024-07-31,49.970883484373516
2024-08-01,44.51951437698731
2024-08-02,45.42807589488501
2024-08-03,54.51369107386201
2024-08-04,60.873621699145914
2024-08-05,52.696568038066616
2024-08-06,47.24519893068041
2024-08-07,50.87944500227121
2024-08-08,46.336637412782714
2024-08-09,50.87944500227121
2024-08-10,52.696568038066616
2024-08-11,82.67909812869073
2024-08-12,61.78218321704362
2024-08-13,56.33081410965742
2024-08-14,52.696568038066616
2024-08-15,51.78800652016891
2024-08-16,51.78800652016891
2024-08-17,57.23937562755511
2024-08-18,60.91147842905832
2024-08-19,50.69016135270918
2024-08-20,48.9108950468262
2024-08-21,50.69016135270918
2024-08-22,45.3523624350602
2024-08-23,45.806643194009055
2024-08-24,53.340132446577485
2024-08-25,59.13221212317532
2024-08-26,52.015146899643334
2024-08-27,46.677347981994345
2024-08-28,45.3523624350602
2024-08-29,42.24811058224306
2024-08-30,54.24869396447518
2024-08-31,52.46942765859218
2024-09-01,59.13221212317532
2024-09-02,59.58649288212417
2024-09-03,45.806643194009055
2024-09-04,46.677347981994345
2024-09-05,41.7938298232942
2024-09-06,41.7938298232942
2024-09-07,48.45661428787734
2024-09-08,56.898665058343475
2024-09-09,50.23588059376034
2024-09-10,44.898081676111346
2024-09-11,41.7938298232942
2024-09-12,45.3523624350602
2024-09-13,46.677347981994345
2024-09-14,53.794413205526325
2024-09-15,55.573679511409324
2024-09-16,52.46942765859218
2024-09-17,53.98369685508835
2024-09-18,45.27664897523539
2024-09-19,45.27664897523539
2024-09-20,43.535239399264796
2024-09-21,52.242287279117754
2024-09-22,60.94933515897072
