Time,lightyear
2022-04-27,2.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,4.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,2.0
2022-05-05,3.0
2022-05-06,4.0
2022-05-07,5.0
2022-05-08,5.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,3.0
2022-05-12,3.0
2022-05-13,3.0
2022-05-14,4.0
2022-05-15,4.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,4.0
2022-05-19,5.0
2022-05-20,4.0
2022-05-21,5.0
2022-05-22,7.0
2022-05-23,6.0
2022-05-24,5.0
2022-05-25,5.0
2022-05-26,6.0
2022-05-27,5.0
2022-05-28,6.0
2022-05-29,7.0
2022-05-30,8.0
2022-05-31,6.0
2022-06-01,6.0
2022-06-02,5.0
2022-06-03,7.0
2022-06-04,8.0
2022-06-05,8.0
2022-06-06,8.0
2022-06-07,11.0
2022-06-08,12.0
2022-06-09,14.0
2022-06-10,18.0
2022-06-11,21.0
2022-06-12,24.0
2022-06-13,25.0
2022-06-14,32.0
2022-06-15,38.0
2022-06-16,51.0
2022-06-17,86.0
2022-06-18,100.0
2022-06-19,92.0
2022-06-20,71.0
2022-06-21,62.0
2022-06-22,45.0
2022-06-23,40.0
2022-06-24,36.0
2022-06-25,46.0
2022-06-26,41.0
2022-06-27,25.0
2022-06-28,19.0
2022-06-29,19.0
2022-06-30,18.0
2022-07-01,19.0
2022-07-02,20.0
2022-07-03,22.0
2022-07-04,21.0
2022-07-05,17.0
2022-07-06,14.0
2022-07-07,12.0
2022-07-08,13.0
2022-07-09,14.0
2022-07-10,18.0
2022-07-11,9.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,8.0
2022-07-15,10.0
2022-07-16,13.0
2022-07-17,13.0
2022-07-18,9.0
2022-07-19,8.0
2022-07-20,7.0
2022-07-21,7.0
2022-07-22,7.0
2022-07-23,8.0
2022-07-24,8.0
2022-07-25,6.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,6.0
2022-07-30,7.0
2022-07-31,7.0
2022-08-01,5.0
2022-08-02,6.0
2022-08-03,17.0
2022-08-04,34.0
2022-08-05,28.0
2022-08-06,35.0
2022-08-07,39.0
2022-08-08,19.0
2022-08-09,13.0
2022-08-10,11.0
2022-08-11,10.0
2022-08-12,9.0
2022-08-13,13.0
2022-08-14,15.0
2022-08-15,9.0
2022-08-16,6.0
2022-08-17,6.0
2022-08-18,5.0
2022-08-19,6.0
2022-08-20,8.0
2022-08-21,9.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,6.0
2022-08-28,7.0
2022-08-29,37.0
2022-08-30,31.0
2022-08-31,29.0
2022-09-01,30.5
2022-09-02,32.0
2022-09-03,46.0
2022-09-04,52.0
2022-09-05,53.0
2022-09-06,31.0
2022-09-07,27.5
2022-09-08,24.5
2022-09-09,26.5
2022-09-10,35.0
2022-09-11,39.5
2022-09-12,27.5
2022-09-13,26.0
2022-09-14,27.0
2022-09-15,28.5
2022-09-16,30.5
2022-09-17,42.5
2022-09-18,37.5
2022-09-19,29.5
2022-09-20,28.5
2022-09-21,28.5
2022-09-22,25.5
2022-09-23,26.5
2022-09-24,34.0
2022-09-25,35.5
2022-09-26,23.0
2022-09-27,22.5
2022-09-28,43.0
2022-09-29,43.0
2022-09-30,50.0
2022-10-01,56.0
2022-10-02,59.0
2022-10-03,50.0
2022-10-04,48.0
2022-10-05,43.0
2022-10-06,46.0
2022-10-07,49.0
2022-10-08,59.0
2022-10-09,54.0
2022-10-10,51.0
2022-10-11,48.0
2022-10-12,44.0
2022-10-13,46.0
2022-10-14,47.0
2022-10-15,53.0
2022-10-16,60.0
2022-10-17,45.0
2022-10-18,42.0
2022-10-19,46.0
2022-10-20,47.0
2022-10-21,50.0
2022-10-22,56.0
2022-10-23,57.0
2022-10-24,47.0
2022-10-25,44.0
2022-10-26,44.0
2022-10-27,46.0
2022-10-28,49.0
2022-10-29,58.0
2022-10-30,60.0
2022-10-31,53.0
2022-11-01,39.0
2022-11-02,32.0
2022-11-03,30.0
2022-11-04,33.0
2022-11-05,38.0
2022-11-06,41.0
2022-11-07,34.0
2022-11-08,32.0
2022-11-09,31.0
2022-11-10,30.0
2022-11-11,34.0
2022-11-12,41.0
2022-11-13,45.0
2022-11-14,33.0
2022-11-15,34.0
2022-11-16,35.0
2022-11-17,33.0
2022-11-18,35.0
2022-11-19,36.0
2022-11-20,40.0
2022-11-21,36.0
2022-11-22,34.0
2022-11-23,34.0
2022-11-24,39.0
2022-11-25,42.0
2022-11-26,39.0
2022-11-27,46.0
2022-11-28,32.0
2022-11-29,37.0
2022-11-30,33.0
2022-12-01,30.0
2022-12-02,35.0
2022-12-03,40.0
2022-12-04,37.0
2022-12-05,31.0
2022-12-06,31.0
2022-12-07,26.0
2022-12-08,29.0
2022-12-09,33.0
2022-12-10,35.0
2022-12-11,36.0
2022-12-12,33.0
2022-12-13,30.0
2022-12-14,31.0
2022-12-15,32.0
2022-12-16,31.0
2022-12-17,39.0
2022-12-18,34.0
2022-12-19,30.0
2022-12-20,33.0
2022-12-21,29.0
2022-12-22,28.0
2022-12-23,35.0
2022-12-24,32.0
2022-12-25,46.0
2022-12-26,41.0
2022-12-27,33.0
2022-12-28,33.0
2022-12-29,33.0
2022-12-30,34.0
2022-12-31,34.0
2023-01-01,42.0
2023-01-02,37.0
2023-01-03,31.0
2023-01-04,34.0
2023-01-05,34.0
2023-01-06,38.0
2023-01-07,50.0
2023-01-08,45.0
2023-01-09,32.0
2023-01-10,30.0
2023-01-11,29.0
2023-01-12,27.0
2023-01-13,30.0
2023-01-14,34.0
2023-01-15,35.0
2023-01-16,28.0
2023-01-17,26.0
2023-01-18,27.0
2023-01-19,28.0
2023-01-20,27.0
2023-01-21,31.0
2023-01-22,33.0
2023-01-23,31.0
2023-01-24,29.0
2023-01-25,28.0
2023-01-26,27.0
2023-01-27,26.0
2023-01-28,28.0
2023-01-29,30.0
2023-01-30,22.0
2023-01-31,23.0
2023-02-01,24.0
2023-02-02,25.0
2023-02-03,25.0
2023-02-04,33.0
2023-02-05,32.0
2023-02-06,25.0
2023-02-07,22.0
2023-02-08,23.0
2023-02-09,29.0
2023-02-10,27.0
2023-02-11,33.0
2023-02-12,33.0
2023-02-13,23.0
2023-02-14,24.0
2023-02-15,23.0
2023-02-16,21.0
2023-02-17,27.0
2023-02-18,28.0
2023-02-19,27.0
2023-02-20,25.0
2023-02-21,25.0
2023-02-22,29.0
2023-02-23,25.0
2023-02-24,27.0
2023-02-25,30.0
2023-02-26,31.0
2023-02-27,22.0
2023-02-28,24.0
2023-03-01,23.0
2023-03-02,20.0
2023-03-03,22.0
2023-03-04,27.0
2023-03-05,29.0
2023-03-06,25.0
2023-03-07,20.0
2023-03-08,24.0
2023-03-09,23.0
2023-03-10,21.0
2023-03-11,24.0
2023-03-12,30.0
2023-03-13,23.0
2023-03-14,24.0
2023-03-15,21.0
2023-03-16,27.0
2023-03-17,22.0
2023-03-18,29.0
2023-03-19,29.0
2023-03-20,22.0
2023-03-21,20.0
2023-03-22,23.0
2023-03-23,24.0
2023-03-24,26.0
2023-03-25,29.0
2023-03-26,26.0
2023-03-27,25.0
2023-03-28,21.0
2023-03-29,23.0
2023-03-30,21.0
2023-03-31,24.0
2023-04-01,26.0
2023-04-02,26.0
2023-04-03,24.0
2023-04-04,22.0
2023-04-05,20.0
2023-04-06,25.0
2023-04-07,25.0
2023-04-08,27.0
2023-04-09,28.0
2023-04-10,25.0
2023-04-11,23.0
2023-04-12,24.0
2023-04-13,25.0
2023-04-14,23.0
2023-04-15,29.0
2023-04-16,29.0
2023-04-17,26.0
2023-04-18,23.0
2023-04-19,25.0
2023-04-20,23.0
2023-04-21,26.0
2023-04-22,27.0
2023-04-23,29.0
2023-04-24,21.0
2023-04-25,20.0
2023-04-26,35.5
2023-04-27,37.0
2023-04-28,35.5
2023-04-29,40.0
2023-04-30,42.0
2023-05-01,38.0
2023-05-02,35.5
2023-05-03,29.0
2023-05-04,35.5
2023-05-05,38.0
2023-05-06,38.0
2023-05-07,40.0
2023-05-08,37.0
2023-05-09,34.0
2023-05-10,38.0
2023-05-11,32.0
2023-05-12,44.0
2023-05-13,44.5
2023-05-14,49.0
2023-05-15,40.0
2023-05-16,43.5
2023-05-17,38.5
2023-05-18,37.0
2023-05-19,38.5
2023-05-20,38.5
2023-05-21,42.5
2023-05-22,39.5
2023-05-23,35.5
2023-05-24,35.0
2023-05-25,37.5
2023-05-26,44.0
2023-05-27,47.0
2023-05-28,66.0
2023-05-29,77.0
2023-05-30,57.0
2023-05-31,55.0
2023-06-01,50.0
2023-06-02,54.0
2023-06-03,69.0
2023-06-04,73.0
2023-06-05,55.0
2023-06-06,53.0
2023-06-07,56.0
2023-06-08,59.0
2023-06-09,59.0
2023-06-10,62.0
2023-06-11,59.0
2023-06-12,50.0
2023-06-13,53.0
2023-06-14,49.0
2023-06-15,56.0
2023-06-16,47.0
2023-06-17,63.0
2023-06-18,61.0
2023-06-19,70.0
2023-06-20,59.0
2023-06-21,52.0
2023-06-22,61.0
2023-06-23,57.0
2023-06-24,61.0
2023-06-25,63.0
2023-06-26,45.0
2023-06-27,63.0
2023-06-28,46.0
2023-06-29,58.0
2023-06-30,52.0
2023-07-01,63.0
2023-07-02,72.0
2023-07-03,70.0
2023-07-04,58.0
2023-07-05,46.0
2023-07-06,44.0
2023-07-07,53.0
2023-07-08,65.0
2023-07-09,65.0
2023-07-10,44.0
2023-07-11,50.0
2023-07-12,52.0
2023-07-13,52.0
2023-07-14,58.0
2023-07-15,62.0
2023-07-16,60.0
2023-07-17,40.0
2023-07-18,47.0
2023-07-19,51.0
2023-07-20,55.0
2023-07-21,52.0
2023-07-22,54.0
2023-07-23,71.0
2023-07-24,55.0
2023-07-25,45.0
2023-07-26,42.0
2023-07-27,51.0
2023-07-28,50.0
2023-07-29,53.0
2023-07-30,61.0
2023-07-31,46.0
2023-08-01,50.0
2023-08-02,46.0
2023-08-03,49.0
2023-08-04,58.0
2023-08-05,62.0
2023-08-06,61.0
2023-08-07,52.0
2023-08-08,53.0
2023-08-09,49.0
2023-08-10,42.0
2023-08-11,50.0
2023-08-12,54.0
2023-08-13,65.0
2023-08-14,51.0
2023-08-15,51.0
2023-08-16,51.0
2023-08-17,55.0
2023-08-18,50.0
2023-08-19,57.0
2023-08-20,61.0
2023-08-21,46.0
2023-08-22,46.0
2023-08-23,48.0
2023-08-24,50.0
2023-08-25,50.0
2023-08-26,56.0
2023-08-27,52.0
2023-08-28,40.0
2023-08-29,44.0
2023-08-30,48.0
2023-08-31,50.0
2023-09-01,50.0
2023-09-02,63.0
2023-09-03,71.0
2023-09-04,65.0
2023-09-05,56.0
2023-09-06,56.0
2023-09-07,59.0
2023-09-08,54.0
2023-09-09,55.0
2023-09-10,55.0
2023-09-11,54.0
2023-09-12,51.0
2023-09-13,60.0
2023-09-14,55.0
2023-09-15,59.0
2023-09-16,61.0
2023-09-17,67.0
2023-09-18,56.0
2023-09-19,59.0
2023-09-20,58.0
2023-09-21,67.0
2023-09-22,62.0
2023-09-23,71.0
2023-09-24,69.0
2023-09-25,53.0
2023-09-26,57.0
2023-09-27,60.0
2023-09-28,58.0
2023-09-29,59.0
2023-09-30,69.0
2023-10-01,87.0
2023-10-02,63.0
2023-10-03,64.0
2023-10-04,63.0
2023-10-05,71.0
2023-10-06,63.0
2023-10-07,74.0
2023-10-08,74.0
2023-10-09,65.0
2023-10-10,66.0
2023-10-11,80.0
2023-10-12,65.0
2023-10-13,61.0
2023-10-14,79.0
2023-10-15,85.0
2023-10-16,76.0
2023-10-17,73.0
2023-10-18,73.0
2023-10-19,76.0
2023-10-20,70.0
2023-10-21,81.0
2023-10-22,82.0
2023-10-23,74.0
2023-10-24,76.0
2023-10-25,77.0
2023-10-26,83.0
2023-10-27,81.0
2023-10-28,100.0
2023-10-29,82.0
2023-10-30,70.0
2023-10-31,97.0
2023-11-01,70.0
2023-11-02,47.0
2023-11-03,49.0
2023-11-04,56.0
2023-11-05,60.0
2023-11-06,45.0
2023-11-07,51.0
2023-11-08,49.0
2023-11-09,44.0
2023-11-10,57.0
2023-11-11,62.0
2023-11-12,62.0
2023-11-13,48.0
2023-11-14,46.0
2023-11-15,50.0
2023-11-16,46.0
2023-11-17,48.0
2023-11-18,59.0
2023-11-19,57.0
2023-11-20,52.0
2023-11-21,50.0
2023-11-22,47.0
2023-11-23,56.0
2023-11-24,66.0
2023-11-25,68.0
2023-11-26,65.0
2023-11-27,56.0
2023-11-28,54.0
2023-11-29,46.0
2023-11-30,51.0
2023-12-01,45.0
2023-12-02,54.0
2023-12-03,53.0
2023-12-04,55.0
2023-12-05,59.0
2023-12-06,64.0
2023-12-07,54.0
2023-12-08,49.0
2023-12-09,60.0
2023-12-10,64.0
2023-12-11,60.0
2023-12-12,54.0
2023-12-13,55.0
2023-12-14,53.0
2023-12-15,47.0
2023-12-16,61.0
2023-12-17,60.0
2023-12-18,47.0
2023-12-19,48.0
2023-12-20,55.0
2023-12-21,53.0
2023-12-22,47.0
2023-12-23,48.0
2023-12-24,51.5
2023-12-25,69.5
2023-12-26,53.0
2023-12-27,50.5
2023-12-28,48.0
2023-12-29,44.5
2023-12-30,43.0
2023-12-31,49.0
2024-01-01,48.0
2024-01-02,41.0
2024-01-03,37.5
2024-01-04,42.5
2024-01-05,42.0
2024-01-06,49.5
2024-01-07,48.0
2024-01-08,38.0
2024-01-09,37.5
2024-01-10,34.5
2024-01-11,35.0
2024-01-12,41.0
2024-01-13,47.0
2024-01-14,46.5
2024-01-15,34.0
2024-01-16,35.0
2024-01-17,39.0
2024-01-18,38.0
2024-01-19,39.0
2024-01-20,49.5
2024-01-21,38.0
2024-01-22,37.0
2024-01-23,34.0
2024-01-24,37.0
2024-01-25,33.0
2024-01-26,30.0
2024-01-27,44.0
2024-01-28,45.0
2024-01-29,40.0
2024-01-30,41.0
2024-01-31,37.0
2024-02-01,38.0
2024-02-02,45.0
2024-02-03,48.0
2024-02-04,50.0
2024-02-05,37.0
2024-02-06,37.0
2024-02-07,36.0
2024-02-08,39.0
2024-02-09,42.0
2024-02-10,42.0
2024-02-11,63.0
2024-02-12,31.0
2024-02-13,35.0
2024-02-14,31.0
2024-02-15,37.0
2024-02-16,41.0
2024-02-17,42.0
2024-02-18,45.0
2024-02-19,40.0
2024-02-20,38.0
2024-02-21,48.0
2024-02-22,53.0
2024-02-23,47.0
2024-02-24,55.0
2024-02-25,55.0
2024-02-26,37.0
2024-02-27,34.0
2024-02-28,37.0
2024-02-29,39.0
2024-03-01,43.0
2024-03-02,49.0
2024-03-03,47.0
2024-03-04,36.0
2024-03-05,38.0
2024-03-06,39.0
2024-03-07,38.0
2024-03-08,40.0
2024-03-09,40.0
2024-03-10,46.0
2024-03-11,33.0
2024-03-12,36.0
2024-03-13,40.0
2024-03-14,35.0
2024-03-15,40.0
2024-03-16,49.0
2024-03-17,50.0
2024-03-18,58.0
2024-03-19,73.0
2024-03-20,91.0
2024-03-21,74.0
2024-03-22,76.0
2024-03-23,92.0
2024-03-24,100.0
2024-03-25,73.0
2024-03-26,62.0
2024-03-27,69.0
2024-03-28,58.0
2024-03-29,56.0
2024-03-30,60.0
2024-03-31,62.0
2024-04-01,51.0
2024-04-02,49.0
2024-04-03,48.0
2024-04-04,41.0
2024-04-05,41.0
2024-04-06,49.0
2024-04-07,60.0
2024-04-08,38.0
2024-04-09,36.0
2024-04-10,38.0
2024-04-11,51.0
2024-04-12,43.0
2024-04-13,46.0
2024-04-14,46.0
2024-04-15,31.0
2024-04-16,36.0
2024-04-17,30.0
2024-04-18,39.0
2024-04-19,37.0
2024-04-20,42.0
2024-04-21,48.0
2024-04-22,42.0
2024-04-23,39.0
2024-04-24,37.0
2024-04-25,34.0
2024-04-26,42.0
2024-04-27,43.0
2024-04-28,41.0
2024-04-29,40.0
2024-04-30,32.0
2024-05-01,35.0
2024-05-02,36.0
2024-05-03,43.0
2024-05-04,39.0
2024-05-05,45.0
2024-05-06,36.0
2024-05-07,36.0
2024-05-08,33.0
2024-05-09,35.0
2024-05-10,37.0
2024-05-11,31.0
2024-05-12,40.0
2024-05-13,34.0
2024-05-14,41.0
2024-05-15,33.0
2024-05-16,32.0
2024-05-17,40.0
2024-05-18,39.0
2024-05-19,43.0
2024-05-20,33.0
2024-05-21,34.0
2024-05-22,35.0
2024-05-23,30.0
2024-05-24,39.0
2024-05-25,37.0
2024-05-26,44.0
2024-05-27,48.0
2024-05-28,37.0
2024-05-29,42.0
2024-05-30,36.0
2024-05-31,39.0
2024-06-01,39.0
2024-06-02,42.0
2024-06-03,36.0
2024-06-04,39.0
2024-06-05,41.0
2024-06-06,38.0
2024-06-07,33.0
2024-06-08,42.0
2024-06-09,43.0
2024-06-10,35.0
2024-06-11,33.0
2024-06-12,37.0
2024-06-13,35.0
2024-06-14,35.0
2024-06-15,47.0
2024-06-16,42.0
2024-06-17,36.0
2024-06-18,32.0
2024-06-19,36.0
2024-06-20,36.0
2024-06-21,35.0
2024-06-22,45.0
2024-06-23,49.0
2024-06-24,48.0
2024-06-25,35.0
2024-06-26,33.0
2024-06-27,37.0
2024-06-28,33.0
2024-06-29,42.0
2024-06-30,57.0
2024-07-01,35.0
2024-07-02,33.0
2024-07-03,33.0
2024-07-04,36.0
2024-07-05,39.0
2024-07-06,41.0
2024-07-07,45.0
2024-07-08,39.0
2024-07-09,37.0
2024-07-10,36.0
2024-07-11,35.0
2024-07-12,34.0
2024-07-13,46.0
2024-07-14,50.0
2024-07-15,28.0
2024-07-16,34.0
2024-07-17,34.0
2024-07-18,32.0
2024-07-19,36.0
2024-07-20,38.0
2024-07-21,47.0
2024-07-22,29.0
2024-07-23,34.0
2024-07-24,31.0
2024-07-25,30.0
2024-07-26,31.0
2024-07-27,37.0
2024-07-28,47.0
2024-07-29,30.0
2024-07-30,36.0
2024-07-31,33.0
2024-08-01,30.0
2024-08-02,43.0
2024-08-03,48.0
2024-08-04,47.0
2024-08-05,30.0
2024-08-06,34.0
2024-08-07,32.0
2024-08-08,32.0
2024-08-09,36.0
2024-08-10,41.0
2024-08-11,53.0
2024-08-12,35.0
2024-08-13,37.0
2024-08-14,47.0
2024-08-15,35.0
2024-08-16,41.0
2024-08-17,44.0
2024-08-18,46.0
2024-08-19,39.0
2024-08-20,41.5
2024-08-21,26.5
2024-08-22,37.0
2024-08-23,28.0
2024-08-24,45.0
2024-08-25,41.5
2024-08-26,33.0
2024-08-27,37.5
2024-08-28,38.5
2024-08-29,34.0
2024-08-30,35.5
2024-08-31,36.0
2024-09-01,47.0
2024-09-02,46.5
2024-09-03,34.0
2024-09-04,35.0
2024-09-05,29.5
2024-09-06,36.0
2024-09-07,48.0
2024-09-08,39.5
2024-09-09,32.0
2024-09-10,33.0
2024-09-11,34.0
2024-09-12,33.0
2024-09-13,43.5
2024-09-14,44.0
2024-09-15,45.0
2024-09-16,41.5
2024-09-17,47.0
2024-09-18,44.0
2024-09-19,42.0
2024-09-20,38.0
2024-09-21,45.0
2024-09-22,48.0
2024-09-23,39.0
2024-09-24,35.0
2024-09-25,36.0
2024-09-26,40.0
2024-09-27,36.0
2024-09-28,42.0
2024-09-29,38.0
2024-09-30,37.0
2024-10-01,41.0
2024-10-02,41.0
2024-10-03,39.0
2024-10-04,40.0
2024-10-05,50.0
2024-10-06,46.0
2024-10-07,39.0
2024-10-08,38.0
2024-10-09,42.0
2024-10-10,39.0
2024-10-11,45.0
2024-10-12,44.0
2024-10-13,49.0
2024-10-14,44.0
2024-10-15,45.0
2024-10-16,41.0
2024-10-17,43.0
2024-10-18,52.0
2024-10-19,68.0
2024-10-20,73.0
2024-10-21,56.0
2024-10-22,58.0
2024-10-23,53.0
2024-10-24,54.0
2024-10-25,54.0
2024-10-26,65.0
2024-10-27,62.0
2024-10-28,48.0
2024-10-29,42.0
2024-10-30,41.0
2024-10-31,71.0
2024-11-01,50.0
2024-11-02,45.0
2024-11-03,38.0
2024-11-04,39.0
2024-11-05,28.0
2024-11-06,21.0
2024-11-07,27.0
2024-11-08,32.0
2024-11-09,39.0
2024-11-10,42.0
2024-11-11,33.0
2024-11-12,36.0
2024-11-13,28.0
2024-11-14,31.0
2024-11-15,32.0
2024-11-16,27.0
2024-11-17,35.0
2024-11-18,31.0
2024-11-19,31.0
2024-11-20,32.0
2024-11-21,32.0
2024-11-22,29.0
2024-11-23,34.0
2024-11-24,38.0
2024-11-25,29.0
2024-11-26,29.0
2024-11-27,45.0
2024-11-28,35.0
2024-11-29,41.0
2024-11-30,33.0
2024-12-01,29.0
2024-12-02,31.0
2024-12-03,32.0
2024-12-04,31.0
2024-12-05,30.0
2024-12-06,54.0
2024-12-07,44.0
2024-12-08,42.0
2024-12-09,45.0
2024-12-10,56.0
2024-12-11,57.0
2024-12-12,100.0
2024-12-13,73.0
2024-12-14,61.0
2024-12-15,58.0
2024-12-16,40.0
2024-12-17,43.0
2024-12-18,39.0
2024-12-19,40.0
2024-12-20,44.0
2024-12-21,45.0
2024-12-22,40.0
2024-12-23,40.0
2024-12-24,43.0
2024-12-25,49.0
2024-12-26,44.0
2024-12-27,40.0
2024-12-28,46.0
2024-12-29,31.0
2024-12-30,36.0
2024-12-31,34.0
2025-01-01,46.0
2025-01-02,39.0
2025-01-03,38.0
2025-01-04,42.0
2025-01-05,38.0
2025-01-06,35.0
2025-01-07,34.0
2025-01-08,32.0
2025-01-09,33.0
2025-01-10,30.0
2025-01-11,34.0
2025-01-12,44.0
2025-01-13,36.0
2025-01-14,34.0
2025-01-15,28.0
2025-01-16,28.0
2025-01-17,31.0
2025-01-18,43.0
2025-01-19,39.0
2025-01-20,32.0
2025-01-21,31.0
2025-01-22,30.0
2025-01-23,32.0
2025-01-24,28.0
2025-01-25,42.0
2025-01-26,36.0
2025-01-27,30.0
2025-01-28,29.0
2025-01-29,30.0
2025-01-30,26.0
2025-01-31,28.0
2025-02-01,32.0
2025-02-02,37.0
2025-02-03,35.0
2025-02-04,42.0
2025-02-05,34.0
2025-02-06,33.0
2025-02-07,33.0
2025-02-08,36.0
2025-02-09,32.0
2025-02-10,27.0
2025-02-11,27.0
2025-02-12,32.0
2025-02-13,26.0
2025-02-14,23.0
2025-02-15,36.0
2025-02-16,33.0
2025-02-17,31.0
2025-02-18,32.0
2025-02-19,28.0
2025-02-20,29.0
2025-02-21,64.0
2025-02-22,49.0
2025-02-23,38.0
2025-02-24,26.0
2025-02-25,28.0
2025-02-26,31.0
2025-02-27,30.0
2025-02-28,29.0
2025-03-01,36.0
2025-03-02,35.0
2025-03-03,27.0
2025-03-04,27.0
2025-03-05,25.0
2025-03-06,31.0
2025-03-07,31.0
2025-03-08,37.0
2025-03-09,32.0
2025-03-10,36.0
2025-03-11,28.0
2025-03-12,31.0
2025-03-13,31.0
2025-03-14,30.0
2025-03-15,30.0
2025-03-16,33.0
2025-03-17,30.0
2025-03-18,26.0
2025-03-19,32.0
2025-03-20,33.0
2025-03-21,30.0
2025-03-22,36.0
2025-03-23,40.0
2025-03-24,34.0
2025-03-25,30.0
2025-03-26,34.0
2025-03-27,33.0
2025-03-28,29.0
2025-03-29,34.0
2025-03-30,39.0
2025-03-31,29.0
2025-04-01,29.0
2025-04-02,27.0
2025-04-03,33.0
2025-04-04,33.0
2025-04-05,30.0
2025-04-06,32.0
2025-04-07,25.0
2025-04-08,29.0
2025-04-09,23.0
2025-04-10,30.0
2025-04-11,28.0
2025-04-12,32.0
2025-04-13,34.0
2025-04-14,26.0
2025-04-15,33.0
2025-04-16,31.0
2025-04-17,35.5
2025-04-18,34.5
2025-04-19,36.5
2025-04-20,43.5
2025-04-21,30.0
2025-04-22,31.0
2025-04-23,31.0
2025-04-24,25.5
2025-04-25,31.0
2025-04-26,36.5
2025-04-27,32.5
2025-04-28,35.5
2025-04-29,45.0
2025-04-30,47.5
2025-05-01,42.0
2025-05-02,36.5
2025-05-03,39.5
2025-05-04,46.5
2025-05-05,37.5
2025-05-06,37.5
2025-05-07,33.0
2025-05-08,33.5
2025-05-09,38.0
2025-05-10,43.0
2025-05-11,43.0
2025-05-12,40.5
2025-05-13,38.5
2025-05-14,33.0
2025-05-15,36.0
2025-05-16,39.0
2025-05-17,40.0
2025-05-18,42.0
2025-05-19,41.0
2025-05-20,40.0
2025-05-21,41.0
2025-05-22,39.0
2025-05-23,35.0
2025-05-24,43.0
2025-05-25,50.0
2025-05-26,52.0
2025-05-27,35.0
2025-05-28,39.0
2025-05-29,38.0
2025-05-30,36.0
2025-05-31,44.0
2025-06-01,47.0
2025-06-02,34.0
2025-06-03,36.0
2025-06-04,41.0
2025-06-05,38.0
2025-06-06,42.0
2025-06-07,51.0
2025-06-08,48.0
2025-06-09,37.0
2025-06-10,45.0
2025-06-11,39.0
2025-06-12,40.0
2025-06-13,38.0
2025-06-14,46.0
2025-06-15,45.0
2025-06-16,39.0
2025-06-17,40.0
2025-06-18,42.0
2025-06-19,39.0
2025-06-20,39.0
2025-06-21,39.0
2025-06-22,41.0
2025-06-23,40.0
2025-06-24,43.0
