Time,bill_hader
2022-08-17,18.0
2022-08-18,20.0
2022-08-19,23.0
2022-08-20,12.0
2022-08-21,6.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,6.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,7.0
2022-08-28,5.0
2022-08-29,3.888888888888889
2022-08-30,3.0555555555555554
2022-08-31,5.888888888888889
2022-09-01,5.777777777777778
2022-09-02,4.222222222222222
2022-09-03,4.111111111111111
2022-09-04,4.944444444444445
2022-09-05,4.944444444444445
2022-09-06,4.111111111111111
2022-09-07,4.111111111111111
2022-09-08,4.833333333333333
2022-09-09,6.111111111111111
2022-09-10,6.222222222222221
2022-09-11,5.166666666666666
2022-09-12,4.722222222222222
2022-09-13,14.944444444444443
2022-09-14,17.77777777777778
2022-09-15,14.0
2022-09-16,6.833333333333333
2022-09-17,8.11111111111111
2022-09-18,5.777777777777778
2022-09-19,4.833333333333333
2022-09-20,3.2777777777777777
2022-09-21,4.0
2022-09-22,3.2777777777777777
2022-09-23,3.1666666666666665
2022-09-24,4.111111111111111
2022-09-25,5.055555555555555
2022-09-26,4.0
2022-09-27,2.9444444444444446
2022-09-28,3.333333333333333
2022-09-29,3.1111111111111107
2022-09-30,3.333333333333333
2022-10-01,4.444444444444445
2022-10-02,4.666666666666666
2022-10-03,2.888888888888889
2022-10-04,3.5555555555555554
2022-10-05,3.333333333333333
2022-10-06,2.888888888888889
2022-10-07,2.888888888888889
2022-10-08,4.444444444444445
2022-10-09,3.7777777777777777
2022-10-10,3.333333333333333
2022-10-11,3.1111111111111107
2022-10-12,2.2222222222222223
2022-10-13,3.5555555555555554
2022-10-14,2.444444444444444
2022-10-15,3.333333333333333
2022-10-16,2.888888888888889
2022-10-17,2.2222222222222223
2022-10-18,2.444444444444444
2022-10-19,3.333333333333333
2022-10-20,2.444444444444444
2022-10-21,2.0
2022-10-22,3.1111111111111107
2022-10-23,3.1111111111111107
2022-10-24,2.2222222222222223
2022-10-25,2.888888888888889
2022-10-26,3.333333333333333
2022-10-27,3.5555555555555554
2022-10-28,3.1111111111111107
2022-10-29,3.5555555555555554
2022-10-30,3.5555555555555554
2022-10-31,3.5555555555555554
2022-11-01,2.444444444444444
2022-11-02,3.333333333333333
2022-11-03,2.6666666666666665
2022-11-04,2.6666666666666665
2022-11-05,3.5555555555555554
2022-11-06,3.7777777777777777
2022-11-07,2.444444444444444
2022-11-08,2.444444444444444
2022-11-09,2.444444444444444
2022-11-10,2.444444444444444
2022-11-11,2.444444444444444
2022-11-12,4.222222222222222
2022-11-13,3.1111111111111107
2022-11-14,17.77777777777778
2022-11-15,4.444444444444445
2022-11-16,3.1111111111111107
2022-11-17,2.6666666666666665
2022-11-18,3.7777777777777777
2022-11-19,4.222222222222222
2022-11-20,3.7777777777777777
2022-11-21,2.888888888888889
2022-11-22,2.2222222222222223
2022-11-23,5.777777777777778
2022-11-24,4.888888888888888
2022-11-25,3.5555555555555554
2022-11-26,3.1111111111111107
2022-11-27,3.5555555555555554
2022-11-28,2.6666666666666665
2022-11-29,2.444444444444444
2022-11-30,2.2222222222222223
2022-12-01,2.444444444444444
2022-12-02,2.6666666666666665
2022-12-03,3.5555555555555554
2022-12-04,4.444444444444445
2022-12-05,2.888888888888889
2022-12-06,2.6666666666666665
2022-12-07,2.6666666666666665
2022-12-08,2.6666666666666665
2022-12-09,4.0
2022-12-10,5.777777777777778
2022-12-11,5.333333333333333
2022-12-12,4.222222222222222
2022-12-13,3.5555555555555554
2022-12-14,4.0
2022-12-15,3.1111111111111107
2022-12-16,3.5555555555555554
2022-12-17,3.5555555555555554
2022-12-18,4.222222222222222
2022-12-19,4.0
2022-12-20,5.111111111111111
2022-12-21,3.5555555555555554
2022-12-22,4.666666666666666
2022-12-23,5.333333333333333
2022-12-24,5.777777777777778
2022-12-25,6.222222222222221
2022-12-26,4.888888888888888
2022-12-27,3.7777777777777777
2022-12-28,4.444444444444445
2022-12-29,4.888888888888888
2022-12-30,4.666666666666666
2022-12-31,5.555555555555555
2023-01-01,4.222222222222222
2023-01-02,4.444444444444445
2023-01-03,4.222222222222222
2023-01-04,3.5555555555555554
2023-01-05,3.5555555555555554
2023-01-06,3.5555555555555554
2023-01-07,4.0
2023-01-08,4.666666666666666
2023-01-09,5.777777777777778
2023-01-10,8.444444444444445
2023-01-11,6.444444444444444
2023-01-12,5.333333333333333
2023-01-13,4.888888888888888
2023-01-14,5.777777777777778
2023-01-15,4.888888888888888
2023-01-16,4.888888888888888
2023-01-17,3.5555555555555554
2023-01-18,4.666666666666666
2023-01-19,5.111111111111111
2023-01-20,5.777777777777778
2023-01-21,7.111111111111111
2023-01-22,5.111111111111111
2023-01-23,3.7777777777777777
2023-01-24,4.666666666666666
2023-01-25,4.666666666666666
2023-01-26,4.888888888888888
2023-01-27,4.666666666666666
2023-01-28,4.666666666666666
2023-01-29,4.888888888888888
2023-01-30,2.6666666666666665
2023-01-31,3.333333333333333
2023-02-01,3.333333333333333
2023-02-02,2.444444444444444
2023-02-03,3.7777777777777777
2023-02-04,4.0
2023-02-05,6.444444444444444
2023-02-06,3.7777777777777777
2023-02-07,4.444444444444445
2023-02-08,3.1111111111111107
2023-02-09,3.5555555555555554
2023-02-10,3.7777777777777777
2023-02-11,4.444444444444445
2023-02-12,4.0
2023-02-13,3.333333333333333
2023-02-14,3.1111111111111107
2023-02-15,3.1111111111111107
2023-02-16,3.5555555555555554
2023-02-17,3.5555555555555554
2023-02-18,4.444444444444445
2023-02-19,4.0
2023-02-20,2.888888888888889
2023-02-21,4.0
2023-02-22,3.7777777777777777
2023-02-23,2.888888888888889
2023-02-24,5.111111111111111
2023-02-25,4.0
2023-02-26,4.888888888888888
2023-02-27,4.0
2023-02-28,2.6666666666666665
2023-03-01,3.1111111111111107
2023-03-02,3.1111111111111107
2023-03-03,3.333333333333333
2023-03-04,4.444444444444445
2023-03-05,4.222222222222222
2023-03-06,3.333333333333333
2023-03-07,3.7777777777777777
2023-03-08,7.333333333333333
2023-03-09,5.111111111111111
2023-03-10,3.1111111111111107
2023-03-11,4.888888888888888
2023-03-12,4.444444444444445
2023-03-13,8.444444444444445
2023-03-14,15.555555555555555
2023-03-15,6.0
2023-03-16,4.0
2023-03-17,4.666666666666666
2023-03-18,6.0
2023-03-19,5.111111111111111
2023-03-20,4.444444444444445
2023-03-21,3.7777777777777777
2023-03-22,4.222222222222222
2023-03-23,3.5555555555555554
2023-03-24,4.666666666666666
2023-03-25,4.222222222222222
2023-03-26,4.888888888888888
2023-03-27,4.666666666666666
2023-03-28,4.222222222222222
2023-03-29,3.7777777777777777
2023-03-30,3.333333333333333
2023-03-31,3.7777777777777777
2023-04-01,4.444444444444445
2023-04-02,5.333333333333333
2023-04-03,3.5555555555555554
2023-04-04,3.5555555555555554
2023-04-05,4.222222222222222
2023-04-06,2.888888888888889
2023-04-07,4.0
2023-04-08,4.666666666666666
2023-04-09,5.777777777777778
2023-04-10,4.0
2023-04-11,3.7777777777777777
2023-04-12,5.777777777777778
2023-04-13,5.111111111111111
2023-04-14,10.666666666666666
2023-04-15,10.666666666666666
2023-04-16,8.666666666666666
2023-04-17,10.666666666666666
2023-04-18,22.22222222222222
2023-04-19,20.444444444444443
2023-04-20,14.0
2023-04-21,17.555555555555554
2023-04-22,20.22222222222222
2023-04-23,14.888888888888888
2023-04-24,10.888888888888888
2023-04-25,9.333333333333332
2023-04-26,8.767653167185877
2023-04-27,10.891744548286605
2023-04-28,9.496365524402908
2023-04-29,10.669522326064381
2023-04-30,13.571391484942886
2023-05-01,14.855659397715472
2023-05-02,12.398234683281412
2023-05-03,10.780633437175494
2023-05-04,9.940809968847352
2023-05-05,7.594496365524403
2023-05-06,8.656542056074766
2023-05-07,7.483385254413292
2023-05-08,17.313084112149532
2023-05-09,12.509345794392523
2023-05-10,10.891744548286605
2023-05-11,9.71858774662513
2023-05-12,8.434319833852545
2023-05-13,8.656542056074766
2023-05-14,7.594496365524403
2023-05-15,7.594496365524403
2023-05-16,7.261163032191069
2023-05-17,6.088006230529595
2023-05-18,7.261163032191069
2023-05-19,8.767653167185877
2023-05-20,8.323208722741434
2023-05-21,7.594496365524403
2023-05-22,8.434319833852545
2023-05-23,8.434319833852545
2023-05-24,7.261163032191069
2023-05-25,7.483385254413292
2023-05-26,7.4112149532710285
2023-05-27,9.881619937694705
2023-05-28,9.881619937694705
2023-05-29,12.352024922118382
2023-05-30,9.881619937694705
2023-05-31,9.881619937694705
2023-06-01,7.4112149532710285
2023-06-02,8.646417445482866
2023-06-03,8.646417445482866
2023-06-04,8.646417445482866
2023-06-05,7.4112149532710285
2023-06-06,6.176012461059191
2023-06-07,8.646417445482866
2023-06-08,8.646417445482866
2023-06-09,7.4112149532710285
2023-06-10,7.4112149532710285
2023-06-11,7.4112149532710285
2023-06-12,7.4112149532710285
2023-06-13,7.4112149532710285
2023-06-14,7.4112149532710285
2023-06-15,7.4112149532710285
2023-06-16,8.646417445482866
2023-06-17,9.881619937694705
2023-06-18,9.881619937694705
2023-06-19,9.881619937694705
2023-06-20,23.468847352024923
2023-06-21,12.352024922118382
2023-06-22,14.822429906542057
2023-06-23,17.292834890965732
2023-06-24,18.528037383177573
2023-06-25,18.528037383177573
2023-06-26,13.587227414330219
2023-06-27,14.822429906542057
2023-06-28,16.057632398753896
2023-06-29,12.352024922118382
2023-06-30,13.587227414330219
2023-07-01,18.528037383177573
2023-07-02,13.587227414330219
2023-07-03,11.116822429906543
2023-07-04,12.352024922118382
2023-07-05,9.881619937694705
2023-07-06,11.116822429906543
2023-07-07,11.116822429906543
2023-07-08,11.116822429906543
2023-07-09,13.587227414330219
2023-07-10,8.646417445482866
2023-07-11,8.646417445482866
2023-07-12,9.881619937694705
2023-07-13,9.881619937694705
2023-07-14,9.881619937694705
2023-07-15,8.646417445482866
2023-07-16,9.881619937694705
2023-07-17,7.4112149532710285
2023-07-18,7.4112149532710285
2023-07-19,7.4112149532710285
2023-07-20,7.4112149532710285
2023-07-21,7.4112149532710285
2023-07-22,7.4112149532710285
2023-07-23,11.116822429906543
2023-07-24,4.940809968847352
2023-07-25,4.940809968847352
2023-07-26,6.176012461059191
2023-07-27,6.176012461059191
2023-07-28,6.176012461059191
2023-07-29,6.176012461059191
2023-07-30,6.176012461059191
2023-07-31,4.940809968847352
2023-08-01,4.940809968847352
2023-08-02,14.822429906542057
2023-08-03,4.940809968847352
2023-08-04,4.940809968847352
2023-08-05,7.4112149532710285
2023-08-06,7.4112149532710285
2023-08-07,6.176012461059191
2023-08-08,4.940809968847352
2023-08-09,4.940809968847352
2023-08-10,6.176012461059191
2023-08-11,6.176012461059191
2023-08-12,4.940809968847352
2023-08-13,6.176012461059191
2023-08-14,4.940809968847352
2023-08-15,3.7056074766355143
2023-08-16,4.940809968847352
2023-08-17,4.940809968847352
2023-08-18,6.176012461059191
2023-08-19,4.940809968847352
2023-08-20,4.940809968847352
2023-08-21,3.7056074766355143
2023-08-22,3.7056074766355143
2023-08-23,3.7056074766355143
2023-08-24,3.7056074766355143
2023-08-25,3.7056074766355143
2023-08-26,4.940809968847352
2023-08-27,6.176012461059191
2023-08-28,3.7056074766355143
2023-08-29,4.940809968847352
2023-08-30,8.646417445482866
2023-08-31,3.7056074766355143
2023-09-01,3.7056074766355143
2023-09-02,3.7056074766355143
2023-09-03,4.940809968847352
2023-09-04,6.176012461059191
2023-09-05,4.940809968847352
2023-09-06,3.7056074766355143
2023-09-07,3.7056074766355143
2023-09-08,4.940809968847352
2023-09-09,6.176012461059191
2023-09-10,6.176012461059191
2023-09-11,4.940809968847352
2023-09-12,4.940809968847352
2023-09-13,4.940809968847352
2023-09-14,4.940809968847352
2023-09-15,3.7056074766355143
2023-09-16,4.940809968847352
2023-09-17,4.940809968847352
2023-09-18,3.7056074766355143
2023-09-19,3.7056074766355143
2023-09-20,3.7056074766355143
2023-09-21,3.7056074766355143
2023-09-22,2.470404984423676
2023-09-23,3.7056074766355143
2023-09-24,4.940809968847352
2023-09-25,2.470404984423676
2023-09-26,3.7056074766355143
2023-09-27,2.470404984423676
2023-09-28,3.7056074766355143
2023-09-29,3.7056074766355143
2023-09-30,4.940809968847352
2023-10-01,4.940809968847352
2023-10-02,3.7056074766355143
2023-10-03,4.940809968847352
2023-10-04,4.940809968847352
2023-10-05,4.940809968847352
2023-10-06,4.940809968847352
2023-10-07,3.7056074766355143
2023-10-08,4.940809968847352
2023-10-09,2.470404984423676
2023-10-10,2.470404984423676
2023-10-11,3.7056074766355143
2023-10-12,3.7056074766355143
2023-10-13,2.470404984423676
2023-10-14,4.940809968847352
2023-10-15,4.940809968847352
2023-10-16,2.470404984423676
2023-10-17,2.470404984423676
2023-10-18,3.7056074766355143
2023-10-19,3.7056074766355143
2023-10-20,3.7056074766355143
2023-10-21,3.7056074766355143
2023-10-22,4.940809968847352
2023-10-23,2.470404984423676
2023-10-24,3.7056074766355143
2023-10-25,3.7056074766355143
2023-10-26,3.7056074766355143
2023-10-27,3.7056074766355143
2023-10-28,3.7056074766355143
2023-10-29,4.940809968847352
2023-10-30,3.7056074766355143
2023-10-31,3.7056074766355143
2023-11-01,3.7056074766355143
2023-11-02,2.470404984423676
2023-11-03,3.7056074766355143
2023-11-04,3.7056074766355143
2023-11-05,4.940809968847352
2023-11-06,3.7056074766355143
2023-11-07,3.7056074766355143
2023-11-08,3.7056074766355143
2023-11-09,6.176012461059191
2023-11-10,6.176012461059191
2023-11-11,4.940809968847352
2023-11-12,6.176012461059191
2023-11-13,4.940809968847352
2023-11-14,3.7056074766355143
2023-11-15,3.7056074766355143
2023-11-16,3.7056074766355143
2023-11-17,3.7056074766355143
2023-11-18,3.7056074766355143
2023-11-19,4.940809968847352
2023-11-20,3.7056074766355143
2023-11-21,3.7056074766355143
2023-11-22,3.7056074766355143
2023-11-23,4.940809968847352
2023-11-24,4.940809968847352
2023-11-25,4.940809968847352
2023-11-26,6.176012461059191
2023-11-27,4.940809968847352
2023-11-28,3.7056074766355143
2023-11-29,3.7056074766355143
2023-11-30,4.940809968847352
2023-12-01,3.7056074766355143
2023-12-02,4.940809968847352
2023-12-03,4.940809968847352
2023-12-04,3.7056074766355143
2023-12-05,3.7056074766355143
2023-12-06,3.7056074766355143
2023-12-07,2.470404984423676
2023-12-08,3.7056074766355143
2023-12-09,4.940809968847352
2023-12-10,4.940809968847352
2023-12-11,3.7056074766355143
2023-12-12,14.822429906542057
2023-12-13,9.881619937694705
2023-12-14,4.940809968847352
2023-12-15,4.940809968847352
2023-12-16,6.176012461059191
2023-12-17,6.176012461059191
2023-12-18,3.7056074766355143
2023-12-19,4.940809968847352
2023-12-20,6.176012461059191
2023-12-21,6.176012461059191
2023-12-22,6.176012461059191
2023-12-23,8.646417445482866
2023-12-24,7.4112149532710285
2023-12-25,6.176012461059191
2023-12-26,6.176012461059191
2023-12-27,4.940809968847352
2023-12-28,4.940809968847352
2023-12-29,4.940809968847352
2023-12-30,4.940809968847352
2023-12-31,7.4112149532710285
2024-01-01,6.176012461059191
2024-01-02,3.7056074766355143
2024-01-03,3.7056074766355143
2024-01-04,6.176012461059191
2024-01-05,4.940809968847352
2024-01-06,6.176012461059191
2024-01-07,6.176012461059191
2024-01-08,123.5202492211838
2024-01-09,44.46728971962617
2024-01-10,22.233644859813086
2024-01-11,12.352024922118382
2024-01-12,9.881619937694705
2024-01-13,11.116822429906543
2024-01-14,9.881619937694705
2024-01-15,12.352024922118382
2024-01-16,72.87694704049845
2024-01-17,24.704049844236764
2024-01-18,13.587227414330219
2024-01-19,8.646417445482866
2024-01-20,8.646417445482866
2024-01-21,8.646417445482866
2024-01-22,6.176012461059191
2024-01-23,4.940809968847352
2024-01-24,4.940809968847352
2024-01-25,4.940809968847352
2024-01-26,4.940809968847352
2024-01-27,7.4112149532710285
2024-01-28,6.176012461059191
2024-01-29,4.940809968847352
2024-01-30,4.940809968847352
2024-01-31,4.940809968847352
2024-02-01,4.940809968847352
2024-02-02,4.940809968847352
2024-02-03,4.940809968847352
2024-02-04,4.940809968847352
2024-02-05,3.7056074766355143
2024-02-06,4.940809968847352
2024-02-07,3.7056074766355143
2024-02-08,3.7056074766355143
2024-02-09,4.940809968847352
2024-02-10,4.940809968847352
2024-02-11,4.940809968847352
2024-02-12,2.470404984423676
2024-02-13,3.7056074766355143
2024-02-14,3.7056074766355143
2024-02-15,2.470404984423676
2024-02-16,3.7056074766355143
2024-02-17,4.940809968847352
2024-02-18,4.940809968847352
2024-02-19,3.7056074766355143
2024-02-20,3.7056074766355143
2024-02-21,3.7056074766355143
2024-02-22,4.940809968847352
2024-02-23,3.7056074766355143
2024-02-24,4.940809968847352
2024-02-25,7.4112149532710285
2024-02-26,2.470404984423676
2024-02-27,4.940809968847352
2024-02-28,3.7056074766355143
2024-02-29,3.7056074766355143
2024-03-01,4.940809968847352
2024-03-02,6.176012461059191
2024-03-03,6.176012461059191
2024-03-04,3.7056074766355143
2024-03-05,3.7056074766355143
2024-03-06,3.7056074766355143
2024-03-07,4.940809968847352
2024-03-08,6.176012461059191
2024-03-09,6.176012461059191
2024-03-10,6.176012461059191
2024-03-11,3.7056074766355143
2024-03-12,6.176012461059191
2024-03-13,4.940809968847352
2024-03-14,4.940809968847352
2024-03-15,6.176012461059191
2024-03-16,6.176012461059191
2024-03-17,6.176012461059191
2024-03-18,3.7056074766355143
2024-03-19,6.176012461059191
2024-03-20,3.7056074766355143
2024-03-21,3.7056074766355143
2024-03-22,3.7056074766355143
2024-03-23,4.940809968847352
2024-03-24,4.940809968847352
2024-03-25,3.7056074766355143
2024-03-26,4.940809968847352
2024-03-27,4.940809968847352
2024-03-28,4.940809968847352
2024-03-29,4.940809968847352
2024-03-30,4.940809968847352
2024-03-31,4.940809968847352
2024-04-01,3.7056074766355143
2024-04-02,3.7056074766355143
2024-04-03,3.7056074766355143
2024-04-04,3.7056074766355143
2024-04-05,3.7056074766355143
2024-04-06,4.940809968847352
2024-04-07,6.176012461059191
2024-04-08,3.7056074766355143
2024-04-09,3.7056074766355143
2024-04-10,3.7056074766355143
2024-04-11,3.7056074766355143
2024-04-12,3.7056074766355143
2024-04-13,3.7056074766355143
2024-04-14,4.940809968847352
2024-04-15,3.7056074766355143
2024-04-16,3.7056074766355143
2024-04-17,3.7056074766355143
2024-04-18,3.7056074766355143
2024-04-19,2.470404984423676
2024-04-20,3.7056074766355143
2024-04-21,4.940809968847352
2024-04-22,6.176012461059191
2024-04-23,2.470404984423676
2024-04-24,3.7056074766355143
2024-04-25,2.470404984423676
2024-04-26,3.7056074766355143
2024-04-27,2.470404984423676
2024-04-28,3.7056074766355143
2024-04-29,3.7056074766355143
2024-04-30,3.7056074766355143
2024-05-01,2.470404984423676
2024-05-02,2.470404984423676
2024-05-03,3.7056074766355143
2024-05-04,3.7056074766355143
2024-05-05,4.940809968847352
2024-05-06,3.7056074766355143
2024-05-07,2.470404984423676
2024-05-08,4.940809968847352
2024-05-09,2.470404984423676
2024-05-10,4.940809968847352
2024-05-11,4.940809968847352
2024-05-12,6.176012461059191
2024-05-13,3.7056074766355143
2024-05-14,4.940809968847352
2024-05-15,11.116822429906543
2024-05-16,17.292834890965732
2024-05-17,17.292834890965732
2024-05-18,11.116822429906543
2024-05-19,14.822429906542057
2024-05-20,9.881619937694705
2024-05-21,6.176012461059191
2024-05-22,4.940809968847352
2024-05-23,3.7056074766355143
2024-05-24,3.7056074766355143
2024-05-25,4.940809968847352
2024-05-26,4.940809968847352
2024-05-27,4.940809968847352
2024-05-28,3.7056074766355143
2024-05-29,3.7056074766355143
2024-05-30,3.7056074766355143
2024-05-31,3.7056074766355143
2024-06-01,4.940809968847352
2024-06-02,4.940809968847352
2024-06-03,3.7056074766355143
2024-06-04,3.7056074766355143
2024-06-05,3.7056074766355143
2024-06-06,3.7056074766355143
2024-06-07,4.940809968847352
2024-06-08,3.7056074766355143
2024-06-09,4.940809968847352
2024-06-10,4.940809968847352
2024-06-11,3.7056074766355143
2024-06-12,3.7056074766355143
2024-06-13,4.940809968847352
2024-06-14,7.4112149532710285
2024-06-15,9.881619937694705
2024-06-16,11.116822429906543
2024-06-17,8.646417445482866
2024-06-18,6.176012461059191
2024-06-19,7.4112149532710285
2024-06-20,6.176012461059191
2024-06-21,6.176012461059191
2024-06-22,7.4112149532710285
2024-06-23,7.4112149532710285
2024-06-24,4.940809968847352
2024-06-25,9.881619937694705
2024-06-26,8.646417445482866
2024-06-27,8.646417445482866
2024-06-28,7.4112149532710285
2024-06-29,8.646417445482866
2024-06-30,7.4112149532710285
2024-07-01,4.940809968847352
2024-07-02,6.176012461059191
2024-07-03,4.940809968847352
2024-07-04,7.4112149532710285
2024-07-05,6.176012461059191
2024-07-06,6.176012461059191
2024-07-07,6.176012461059191
2024-07-08,4.940809968847352
2024-07-09,4.940809968847352
2024-07-10,3.7056074766355143
2024-07-11,3.7056074766355143
2024-07-12,4.940809968847352
2024-07-13,4.940809968847352
2024-07-14,4.940809968847352
2024-07-15,2.470404984423676
2024-07-16,2.470404984423676
2024-07-17,3.7056074766355143
2024-07-18,3.7056074766355143
2024-07-19,3.7056074766355143
2024-07-20,3.7056074766355143
2024-07-21,3.7056074766355143
2024-07-22,3.7056074766355143
2024-07-23,3.7056074766355143
2024-07-24,4.940809968847352
2024-07-25,3.7056074766355143
2024-07-26,3.7056074766355143
2024-07-27,3.7056074766355143
2024-07-28,4.940809968847352
2024-07-29,2.470404984423676
2024-07-30,2.470404984423676
2024-07-31,3.7056074766355143
2024-08-01,2.470404984423676
2024-08-02,3.7056074766355143
2024-08-03,3.7056074766355143
2024-08-04,3.7056074766355143
2024-08-05,2.470404984423676
2024-08-06,2.470404984423676
2024-08-07,3.7056074766355143
2024-08-08,3.7056074766355143
2024-08-09,2.470404984423676
2024-08-10,3.7056074766355143
2024-08-11,4.940809968847352
2024-08-12,3.7056074766355143
2024-08-13,3.7056074766355143
2024-08-14,6.176012461059191
2024-08-15,3.7056074766355143
2024-08-16,3.7056074766355143
2024-08-17,3.7056074766355143
2024-08-18,4.940809968847352
2024-08-19,3.7056074766355143
2024-08-20,3.3968068535825546
2024-08-21,2.779205607476636
2024-08-22,3.7056074766355143
2024-08-23,4.014408099688474
2024-08-24,4.940809968847352
2024-08-25,4.940809968847352
2024-08-26,2.779205607476636
2024-08-27,4.632009345794392
2024-08-28,3.7056074766355143
2024-08-29,2.470404984423676
2024-08-30,3.7056074766355143
2024-08-31,4.014408099688474
2024-09-01,4.940809968847352
2024-09-02,4.014408099688474
2024-09-03,3.7056074766355143
2024-09-04,2.779205607476636
2024-09-05,2.470404984423676
2024-09-06,2.779205607476636
2024-09-07,3.7056074766355143
2024-09-08,3.7056074766355143
2024-09-09,2.470404984423676
2024-09-10,2.779205607476636
