Time,flag_day
2022-06-29,2.0
2022-06-30,1.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,4.0
2022-07-05,2.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,2.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,2.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.1111111111111112
2022-08-30,1.0555555555555556
2022-08-31,1.1666666666666665
2022-09-01,1.6666666666666665
2022-09-02,1.8333333333333333
2022-09-03,1.7777777777777777
2022-09-04,1.8333333333333333
2022-09-05,3.833333333333333
2022-09-06,1.6666666666666665
2022-09-07,1.0
2022-09-08,1.1111111111111112
2022-09-09,1.6666666666666665
2022-09-10,1.0
2022-09-11,1.1111111111111112
2022-09-12,1.1111111111111112
2022-09-13,1.0555555555555556
2022-09-14,1.7222222222222223
2022-09-15,2.0
2022-09-16,3.5555555555555554
2022-09-17,1.1666666666666665
2022-09-18,0.9444444444444444
2022-09-19,1.8333333333333333
2022-09-20,1.1111111111111112
2022-09-21,1.1666666666666665
2022-09-22,1.0555555555555556
2022-09-23,1.0555555555555556
2022-09-24,0.8333333333333333
2022-09-25,0.8333333333333333
2022-09-26,1.0
2022-09-27,1.0555555555555556
2022-09-28,1.0
2022-09-29,0.8888888888888888
2022-09-30,1.0
2022-10-01,0.7777777777777777
2022-10-02,0.6666666666666666
2022-10-03,0.8888888888888888
2022-10-04,0.8888888888888888
2022-10-05,1.0
2022-10-06,1.1111111111111112
2022-10-07,0.8888888888888888
2022-10-08,0.7777777777777777
2022-10-09,0.8888888888888888
2022-10-10,1.5555555555555554
2022-10-11,1.3333333333333333
2022-10-12,1.0
2022-10-13,1.1111111111111112
2022-10-14,0.8888888888888888
2022-10-15,0.5555555555555556
2022-10-16,0.5555555555555556
2022-10-17,0.7777777777777777
2022-10-18,0.8888888888888888
2022-10-19,0.6666666666666666
2022-10-20,0.7777777777777777
2022-10-21,0.8888888888888888
2022-10-22,0.5555555555555556
2022-10-23,0.6666666666666666
2022-10-24,0.7777777777777777
2022-10-25,1.0
2022-10-26,1.1111111111111112
2022-10-27,0.8888888888888888
2022-10-28,0.7777777777777777
2022-10-29,0.5555555555555556
2022-10-30,0.6666666666666666
2022-10-31,1.1111111111111112
2022-11-01,1.1111111111111112
2022-11-02,2.6666666666666665
2022-11-03,1.7777777777777777
2022-11-04,1.222222222222222
2022-11-05,0.7777777777777777
2022-11-06,0.7777777777777777
2022-11-07,1.7777777777777777
2022-11-08,1.7777777777777777
2022-11-09,1.6666666666666665
2022-11-10,3.222222222222222
2022-11-11,8.88888888888889
2022-11-12,1.4444444444444444
2022-11-13,0.7777777777777777
2022-11-14,1.222222222222222
2022-11-15,1.0
2022-11-16,1.0
2022-11-17,0.7777777777777777
2022-11-18,0.7777777777777777
2022-11-19,0.7777777777777777
2022-11-20,0.6666666666666666
2022-11-21,0.6666666666666666
2022-11-22,0.6666666666666666
2022-11-23,0.6666666666666666
2022-11-24,0.7777777777777777
2022-11-25,0.4444444444444444
2022-11-26,0.4444444444444444
2022-11-27,0.6666666666666666
2022-11-28,1.0
2022-11-29,1.1111111111111112
2022-11-30,0.8888888888888888
2022-12-01,0.8888888888888888
2022-12-02,1.0
2022-12-03,0.4444444444444444
2022-12-04,0.4444444444444444
2022-12-05,0.7777777777777777
2022-12-06,1.0
2022-12-07,1.5555555555555554
2022-12-08,1.0
2022-12-09,0.8888888888888888
2022-12-10,0.3333333333333333
2022-12-11,0.5555555555555556
2022-12-12,1.1111111111111112
2022-12-13,1.0
2022-12-14,1.0
2022-12-15,0.7777777777777777
2022-12-16,0.7777777777777777
2022-12-17,0.5555555555555556
2022-12-18,0.5555555555555556
2022-12-19,1.0
2022-12-20,0.7777777777777777
2022-12-21,0.5555555555555556
2022-12-22,0.5555555555555556
2022-12-23,0.4444444444444444
2022-12-24,0.3333333333333333
2022-12-25,0.6666666666666666
2022-12-26,0.5555555555555556
2022-12-27,0.4444444444444444
2022-12-28,3.222222222222222
2022-12-29,0.7777777777777777
2022-12-30,0.6666666666666666
2022-12-31,0.6666666666666666
2023-01-01,1.3333333333333333
2023-01-02,0.8888888888888888
2023-01-03,0.8888888888888888
2023-01-04,0.8888888888888888
2023-01-05,0.7777777777777777
2023-01-06,0.6666666666666666
2023-01-07,0.5555555555555556
2023-01-08,0.5555555555555556
2023-01-09,1.1111111111111112
2023-01-10,0.7777777777777777
2023-01-11,0.8888888888888888
2023-01-12,0.8888888888888888
2023-01-13,1.0
2023-01-14,0.6666666666666666
2023-01-15,0.5555555555555556
2023-01-16,1.4444444444444444
2023-01-17,1.1111111111111112
2023-01-18,1.0
2023-01-19,0.7777777777777777
2023-01-20,0.6666666666666666
2023-01-21,0.6666666666666666
2023-01-22,0.5555555555555556
2023-01-23,0.8888888888888888
2023-01-24,0.8888888888888888
2023-01-25,0.8888888888888888
2023-01-26,1.3333333333333333
2023-01-27,1.0
2023-01-28,0.5555555555555556
2023-01-29,0.5555555555555556
2023-01-30,1.0
2023-01-31,1.1111111111111112
2023-02-01,1.1111111111111112
2023-02-02,1.222222222222222
2023-02-03,1.1111111111111112
2023-02-04,0.6666666666666666
2023-02-05,0.7777777777777777
2023-02-06,1.222222222222222
2023-02-07,1.1111111111111112
2023-02-08,1.0
2023-02-09,0.8888888888888888
2023-02-10,0.8888888888888888
2023-02-11,0.6666666666666666
2023-02-12,0.8888888888888888
2023-02-13,1.0
2023-02-14,3.1111111111111107
2023-02-15,1.6666666666666665
2023-02-16,1.3333333333333333
2023-02-17,1.1111111111111112
2023-02-18,0.7777777777777777
2023-02-19,1.1111111111111112
2023-02-20,1.3333333333333333
2023-02-21,1.222222222222222
2023-02-22,1.1111111111111112
2023-02-23,0.8888888888888888
2023-02-24,1.5555555555555554
2023-02-25,1.0
2023-02-26,0.7777777777777777
2023-02-27,1.3333333333333333
2023-02-28,1.0
2023-03-01,1.222222222222222
2023-03-02,1.3333333333333333
2023-03-03,1.0
2023-03-04,0.6666666666666666
2023-03-05,0.8888888888888888
2023-03-06,1.1111111111111112
2023-03-07,1.222222222222222
2023-03-08,2.6666666666666665
2023-03-09,1.5555555555555554
2023-03-10,1.1111111111111112
2023-03-11,0.8888888888888888
2023-03-12,1.0
2023-03-13,1.3333333333333333
2023-03-14,1.222222222222222
2023-03-15,1.3333333333333333
2023-03-16,1.222222222222222
2023-03-17,4.0
2023-03-18,1.222222222222222
2023-03-19,1.0
2023-03-20,1.1111111111111112
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-24,0.8888888888888888
2023-03-25,0.8888888888888888
2023-03-26,0.6666666666666666
2023-03-27,0.8888888888888888
2023-03-28,1.0
2023-03-29,1.1111111111111112
2023-03-30,1.1111111111111112
2023-03-31,1.5555555555555554
2023-04-01,1.1111111111111112
2023-04-02,0.7777777777777777
2023-04-03,1.1111111111111112
2023-04-04,1.0
2023-04-05,1.1111111111111112
2023-04-06,0.8888888888888888
2023-04-07,0.8888888888888888
2023-04-08,1.1111111111111112
2023-04-09,0.8888888888888888
2023-04-10,1.222222222222222
2023-04-11,1.222222222222222
2023-04-12,1.222222222222222
2023-04-13,1.1111111111111112
2023-04-14,1.222222222222222
2023-04-15,1.0
2023-04-16,1.1111111111111112
2023-04-17,1.4444444444444444
2023-04-18,1.222222222222222
2023-04-19,1.222222222222222
2023-04-20,1.222222222222222
2023-04-21,1.3333333333333333
2023-04-22,1.1111111111111112
2023-04-23,1.222222222222222
2023-04-24,1.3333333333333333
2023-04-25,1.3333333333333333
2023-04-26,1.4814814814814814
2023-04-27,1.5925925925925926
2023-04-28,1.4814814814814814
2023-04-29,0.9074074074074074
2023-04-30,1.074074074074074
2023-05-01,2.3888888888888884
2023-05-02,1.8703703703703702
2023-05-03,1.7037037037037037
2023-05-04,1.759259259259259
2023-05-05,1.8148148148148149
2023-05-06,1.537037037037037
2023-05-07,1.5925925925925926
2023-05-08,2.3888888888888884
2023-05-09,2.333333333333333
2023-05-10,2.444444444444444
2023-05-11,1.8703703703703702
2023-05-12,2.333333333333333
2023-05-13,1.5925925925925926
2023-05-14,2.333333333333333
2023-05-15,2.444444444444444
2023-05-16,2.5555555555555554
2023-05-17,3.296296296296296
2023-05-18,10.851851851851851
2023-05-19,4.148148148148148
2023-05-20,2.5555555555555554
2023-05-21,2.333333333333333
2023-05-22,3.296296296296296
2023-05-23,3.185185185185185
2023-05-24,3.3518518518518516
2023-05-25,4.092592592592592
2023-05-26,5.703703703703703
2023-05-27,4.888888888888888
2023-05-28,5.703703703703703
2023-05-29,15.481481481481481
2023-05-30,4.888888888888888
2023-05-31,3.259259259259259
2023-06-01,4.0740740740740735
2023-06-02,3.259259259259259
2023-06-03,2.444444444444444
2023-06-04,3.259259259259259
2023-06-05,4.0740740740740735
2023-06-06,4.0740740740740735
2023-06-07,4.0740740740740735
2023-06-08,4.888888888888888
2023-06-09,4.888888888888888
2023-06-10,6.518518518518518
2023-06-11,6.518518518518518
2023-06-12,8.962962962962962
2023-06-13,17.11111111111111
2023-06-14,81.48148148148148
2023-06-15,14.666666666666666
2023-06-16,4.0740740740740735
2023-06-17,3.259259259259259
2023-06-18,2.444444444444444
2023-06-19,2.444444444444444
2023-06-20,1.6296296296296295
2023-06-21,0.8148148148148148
2023-06-22,0.8148148148148148
2023-06-23,0.8148148148148148
2023-06-24,0.8148148148148148
2023-06-25,0.8148148148148148
2023-06-26,0.8148148148148148
2023-06-27,0.8148148148148148
2023-06-28,0.8148148148148148
2023-06-29,0.8148148148148148
2023-06-30,0.8148148148148148
2023-07-01,1.6296296296296295
2023-07-02,0.8148148148148148
2023-07-03,1.6296296296296295
2023-07-04,3.259259259259259
2023-07-05,1.6296296296296295
2023-07-06,0.8148148148148148
2023-07-07,0.8148148148148148
2023-07-08,0.8148148148148148
2023-07-09,0.8148148148148148
2023-07-10,0.8148148148148148
2023-07-11,0.8148148148148148
2023-07-12,0.8148148148148148
2023-07-13,0.8148148148148148
2023-07-14,1.6296296296296295
2023-07-15,0.8148148148148148
2023-07-16,0.8148148148148148
2023-07-17,0.8148148148148148
2023-07-18,0.8148148148148148
2023-07-19,0.8148148148148148
2023-07-20,0.8148148148148148
2023-07-21,0.8148148148148148
2023-07-22,0.8148148148148148
2023-07-23,0.8148148148148148
2023-07-24,0.8148148148148148
2023-07-25,0.8148148148148148
2023-07-26,0.8148148148148148
2023-07-27,0.8148148148148148
2023-07-28,0.8148148148148148
2023-07-29,0.8148148148148148
2023-07-30,0.8148148148148148
2023-07-31,0.8148148148148148
2023-08-01,0.8148148148148148
2023-08-02,0.8148148148148148
2023-08-03,0.8148148148148148
2023-08-04,0.8148148148148148
2023-08-05,0.8148148148148148
2023-08-06,0.8148148148148148
2023-08-07,0.8148148148148148
2023-08-08,0.8148148148148148
2023-08-09,0.8148148148148148
2023-08-10,0.8148148148148148
2023-08-11,0.8148148148148148
2023-08-12,0.8148148148148148
2023-08-13,0.8148148148148148
2023-08-14,0.8148148148148148
2023-08-15,1.6296296296296295
2023-08-16,0.8148148148148148
2023-08-17,0.8148148148148148
2023-08-18,0.8148148148148148
2023-08-19,0.8148148148148148
2023-08-20,0.8148148148148148
2023-08-21,0.8148148148148148
2023-08-22,0.8148148148148148
2023-08-23,0.8148148148148148
2023-08-24,0.8148148148148148
2023-08-25,0.8148148148148148
2023-08-26,0.8148148148148148
2023-08-27,0.8148148148148148
2023-08-28,0.8148148148148148
2023-08-29,0.8148148148148148
2023-08-30,1.6296296296296295
2023-08-31,0.8148148148148148
2023-09-01,1.6296296296296295
2023-09-02,0.8148148148148148
2023-09-03,1.6296296296296295
2023-09-04,3.259259259259259
2023-09-05,1.6296296296296295
2023-09-06,0.8148148148148148
2023-09-07,0.8148148148148148
2023-09-08,0.8148148148148148
2023-09-09,0.8148148148148148
2023-09-10,0.8148148148148148
2023-09-11,1.6296296296296295
2023-09-12,0.8148148148148148
2023-09-13,0.8148148148148148
2023-09-14,1.6296296296296295
2023-09-15,2.444444444444444
2023-09-16,1.6296296296296295
2023-09-17,0.8148148148148148
2023-09-18,1.6296296296296295
2023-09-19,0.8148148148148148
2023-09-20,0.8148148148148148
2023-09-21,0.8148148148148148
2023-09-22,0.8148148148148148
2023-09-23,0.8148148148148148
2023-09-24,0.8148148148148148
2023-09-25,0.8148148148148148
2023-09-26,0.8148148148148148
2023-09-27,0.8148148148148148
2023-09-28,0.8148148148148148
2023-09-29,0.8148148148148148
2023-09-30,0.8148148148148148
2023-10-01,0.8148148148148148
2023-10-02,0.8148148148148148
2023-10-03,0.8148148148148148
2023-10-04,0.8148148148148148
2023-10-05,0.8148148148148148
2023-10-06,0.8148148148148148
2023-10-07,0.8148148148148148
2023-10-08,0.8148148148148148
2023-10-09,1.6296296296296295
2023-10-10,1.6296296296296295
2023-10-11,0.8148148148148148
2023-10-12,0.8148148148148148
2023-10-13,1.6296296296296295
2023-10-14,0.8148148148148148
2023-10-15,0.8148148148148148
2023-10-16,0.8148148148148148
2023-10-17,0.8148148148148148
2023-10-18,0.8148148148148148
2023-10-19,0.8148148148148148
2023-10-20,0.8148148148148148
2023-10-21,0.8148148148148148
2023-10-22,0.8148148148148148
2023-10-23,0.8148148148148148
2023-10-24,0.8148148148148148
2023-10-25,0.8148148148148148
2023-10-26,0.8148148148148148
2023-10-27,0.8148148148148148
2023-10-28,0.8148148148148148
2023-10-29,0.8148148148148148
2023-10-30,0.8148148148148148
2023-10-31,0.8148148148148148
2023-11-01,2.444444444444444
2023-11-02,1.6296296296296295
2023-11-03,0.8148148148148148
2023-11-04,0.8148148148148148
2023-11-05,0.8148148148148148
2023-11-06,1.6296296296296295
2023-11-07,1.6296296296296295
2023-11-08,2.444444444444444
2023-11-09,2.444444444444444
2023-11-10,4.0740740740740735
2023-11-11,4.888888888888888
2023-11-12,1.6296296296296295
2023-11-13,0.8148148148148148
2023-11-14,0.8148148148148148
2023-11-15,0.8148148148148148
2023-11-16,0.8148148148148148
2023-11-17,0.8148148148148148
2023-11-18,0.0
2023-11-19,0.8148148148148148
2023-11-20,0.8148148148148148
2023-11-21,0.8148148148148148
2023-11-22,0.8148148148148148
2023-11-23,1.6296296296296295
2023-11-24,0.8148148148148148
2023-11-25,0.0
2023-11-26,0.8148148148148148
2023-11-27,0.8148148148148148
2023-11-28,0.8148148148148148
2023-11-29,0.8148148148148148
2023-11-30,0.8148148148148148
2023-12-01,0.8148148148148148
2023-12-02,0.8148148148148148
2023-12-03,0.8148148148148148
2023-12-04,0.8148148148148148
2023-12-05,0.8148148148148148
2023-12-06,0.8148148148148148
2023-12-07,1.6296296296296295
2023-12-08,0.8148148148148148
2023-12-09,0.8148148148148148
2023-12-10,0.8148148148148148
2023-12-11,0.8148148148148148
2023-12-12,0.8148148148148148
2023-12-13,0.8148148148148148
2023-12-14,0.8148148148148148
2023-12-15,0.8148148148148148
2023-12-16,0.8148148148148148
2023-12-17,0.8148148148148148
2023-12-18,0.8148148148148148
2023-12-19,1.6296296296296295
2023-12-20,0.8148148148148148
2023-12-21,0.8148148148148148
2023-12-22,0.8148148148148148
2023-12-23,0.8148148148148148
2023-12-24,0.4074074074074074
2023-12-25,0.8148148148148148
2023-12-26,0.8148148148148148
2023-12-27,0.8148148148148148
2023-12-28,0.8148148148148148
2023-12-29,0.8148148148148148
2023-12-30,0.8148148148148148
2023-12-31,0.8148148148148148
2024-01-01,1.6296296296296295
2024-01-02,0.8148148148148148
2024-01-03,0.8148148148148148
2024-01-04,0.8148148148148148
2024-01-05,0.8148148148148148
2024-01-06,0.8148148148148148
2024-01-07,0.8148148148148148
2024-01-08,0.8148148148148148
2024-01-09,0.8148148148148148
2024-01-10,0.8148148148148148
2024-01-11,0.8148148148148148
2024-01-12,0.8148148148148148
2024-01-13,0.8148148148148148
2024-01-14,0.8148148148148148
2024-01-15,1.6296296296296295
2024-01-16,1.222222222222222
2024-01-17,0.8148148148148148
2024-01-18,0.8148148148148148
2024-01-19,0.8148148148148148
2024-01-20,0.8148148148148148
2024-01-21,0.8148148148148148
2024-01-22,0.8148148148148148
2024-01-23,0.8148148148148148
2024-01-24,0.8148148148148148
2024-01-25,0.8148148148148148
2024-01-26,0.8148148148148148
2024-01-27,0.8148148148148148
2024-01-28,0.8148148148148148
2024-01-29,0.8148148148148148
2024-01-30,0.8148148148148148
2024-01-31,0.8148148148148148
2024-02-01,1.6296296296296295
2024-02-02,1.6296296296296295
2024-02-03,0.8148148148148148
2024-02-04,0.8148148148148148
2024-02-05,0.8148148148148148
2024-02-06,0.8148148148148148
2024-02-07,1.6296296296296295
2024-02-08,0.8148148148148148
2024-02-09,0.8148148148148148
2024-02-10,0.8148148148148148
2024-02-11,0.8148148148148148
2024-02-12,0.8148148148148148
2024-02-13,1.6296296296296295
2024-02-14,1.6296296296296295
2024-02-15,1.6296296296296295
2024-02-16,1.6296296296296295
2024-02-17,0.8148148148148148
2024-02-18,0.8148148148148148
2024-02-19,1.6296296296296295
2024-02-20,1.6296296296296295
2024-02-21,1.6296296296296295
2024-02-22,0.8148148148148148
2024-02-23,1.6296296296296295
2024-02-24,1.6296296296296295
2024-02-25,0.8148148148148148
2024-02-26,1.6296296296296295
2024-02-27,1.6296296296296295
2024-02-28,0.8148148148148148
2024-02-29,3.259259259259259
2024-03-01,1.6296296296296295
2024-03-02,1.6296296296296295
2024-03-03,0.8148148148148148
2024-03-04,1.6296296296296295
2024-03-05,1.6296296296296295
2024-03-06,1.6296296296296295
2024-03-07,0.8148148148148148
2024-03-08,2.444444444444444
2024-03-09,1.6296296296296295
2024-03-10,0.8148148148148148
2024-03-11,1.6296296296296295
2024-03-12,1.6296296296296295
2024-03-13,1.6296296296296295
2024-03-14,1.6296296296296295
2024-03-15,1.6296296296296295
2024-03-16,1.6296296296296295
2024-03-17,3.259259259259259
2024-03-18,2.444444444444444
2024-03-19,1.6296296296296295
2024-03-20,1.6296296296296295
2024-03-21,1.6296296296296295
2024-03-22,1.6296296296296295
2024-03-23,0.8148148148148148
2024-03-24,0.8148148148148148
2024-03-25,0.8148148148148148
2024-03-26,0.8148148148148148
2024-03-27,0.8148148148148148
2024-03-28,1.6296296296296295
2024-03-29,0.8148148148148148
2024-03-30,0.8148148148148148
2024-03-31,1.6296296296296295
2024-04-01,1.6296296296296295
2024-04-02,1.6296296296296295
2024-04-03,1.6296296296296295
2024-04-04,0.8148148148148148
2024-04-05,0.8148148148148148
2024-04-06,0.8148148148148148
2024-04-07,0.8148148148148148
2024-04-08,1.6296296296296295
2024-04-09,1.6296296296296295
2024-04-10,0.8148148148148148
2024-04-11,0.8148148148148148
2024-04-12,1.6296296296296295
2024-04-13,0.8148148148148148
2024-04-14,0.8148148148148148
2024-04-15,1.6296296296296295
2024-04-16,1.6296296296296295
2024-04-17,1.6296296296296295
2024-04-18,1.6296296296296295
2024-04-19,1.6296296296296295
2024-04-20,0.8148148148148148
2024-04-21,0.8148148148148148
2024-04-22,1.6296296296296295
2024-04-23,1.6296296296296295
2024-04-24,1.6296296296296295
2024-04-25,1.6296296296296295
2024-04-26,1.6296296296296295
2024-04-27,0.8148148148148148
2024-04-28,0.8148148148148148
2024-04-29,1.6296296296296295
2024-04-30,1.6296296296296295
2024-05-01,1.6296296296296295
2024-05-02,2.444444444444444
2024-05-03,1.6296296296296295
2024-05-04,1.6296296296296295
2024-05-05,1.6296296296296295
2024-05-06,2.444444444444444
2024-05-07,1.6296296296296295
2024-05-08,2.444444444444444
2024-05-09,2.444444444444444
2024-05-10,2.444444444444444
2024-05-11,1.6296296296296295
2024-05-12,3.259259259259259
2024-05-13,2.444444444444444
2024-05-14,2.444444444444444
2024-05-15,3.259259259259259
2024-05-16,3.259259259259259
2024-05-17,4.0740740740740735
2024-05-18,9.777777777777777
2024-05-19,4.0740740740740735
2024-05-20,3.259259259259259
2024-05-21,3.259259259259259
2024-05-22,3.259259259259259
2024-05-23,4.0740740740740735
2024-05-24,6.518518518518518
2024-05-25,4.888888888888888
2024-05-26,5.703703703703703
2024-05-27,17.925925925925924
2024-05-28,4.888888888888888
2024-05-29,3.259259259259259
2024-05-30,3.259259259259259
2024-05-31,3.259259259259259
2024-06-01,3.259259259259259
2024-06-02,3.259259259259259
2024-06-03,4.0740740740740735
2024-06-04,4.0740740740740735
2024-06-05,4.888888888888888
2024-06-06,5.703703703703703
2024-06-07,5.703703703703703
2024-06-08,5.703703703703703
2024-06-09,5.703703703703703
2024-06-10,7.333333333333333
2024-06-11,7.333333333333333
2024-06-12,8.962962962962962
2024-06-13,17.925925925925924
2024-06-14,81.48148148148148
2024-06-15,18.74074074074074
2024-06-16,6.518518518518518
2024-06-17,4.0740740740740735
2024-06-18,2.444444444444444
2024-06-19,3.259259259259259
2024-06-20,1.6296296296296295
2024-06-21,1.6296296296296295
2024-06-22,0.8148148148148148
2024-06-23,0.8148148148148148
2024-06-24,1.6296296296296295
2024-06-25,0.8148148148148148
2024-06-26,0.8148148148148148
2024-06-27,0.8148148148148148
2024-06-28,0.8148148148148148
2024-06-29,1.6296296296296295
2024-06-30,0.8148148148148148
2024-07-01,1.6296296296296295
2024-07-02,1.6296296296296295
2024-07-03,1.6296296296296295
2024-07-04,3.259259259259259
2024-07-05,1.6296296296296295
2024-07-06,0.8148148148148148
2024-07-07,0.8148148148148148
2024-07-08,0.8148148148148148
2024-07-09,0.8148148148148148
2024-07-10,0.8148148148148148
2024-07-11,0.8148148148148148
2024-07-12,0.8148148148148148
2024-07-13,0.8148148148148148
2024-07-14,1.6296296296296295
2024-07-15,0.8148148148148148
2024-07-16,0.8148148148148148
2024-07-17,0.8148148148148148
2024-07-18,0.8148148148148148
2024-07-19,0.8148148148148148
2024-07-20,0.8148148148148148
2024-07-21,0.8148148148148148
2024-07-22,0.8148148148148148
2024-07-23,0.8148148148148148
2024-07-24,0.8148148148148148
2024-07-25,0.8148148148148148
2024-07-26,0.8148148148148148
2024-07-27,0.8148148148148148
2024-07-28,1.6296296296296295
2024-07-29,0.8148148148148148
2024-07-30,0.8148148148148148
2024-07-31,0.8148148148148148
2024-08-01,0.8148148148148148
2024-08-02,0.8148148148148148
2024-08-03,0.8148148148148148
2024-08-04,0.8148148148148148
2024-08-05,0.8148148148148148
2024-08-06,0.8148148148148148
2024-08-07,0.8148148148148148
2024-08-08,0.8148148148148148
2024-08-09,0.8148148148148148
2024-08-10,0.8148148148148148
2024-08-11,0.8148148148148148
2024-08-12,0.8148148148148148
2024-08-13,0.8148148148148148
2024-08-14,0.8148148148148148
2024-08-15,1.6296296296296295
2024-08-16,0.8148148148148148
2024-08-17,0.8148148148148148
2024-08-18,0.8518518518518519
2024-08-19,0.8518518518518519
2024-08-20,0.9074074074074074
2024-08-21,0.8518518518518519
2024-08-22,0.7962962962962963
2024-08-23,1.4814814814814814
2024-08-24,0.7962962962962963
