Time,local_guide_program
2022-08-12,72.0
2022-08-13,44.0
2022-08-14,44.0
2022-08-15,80.0
2022-08-16,80.0
2022-08-17,77.0
2022-08-18,78.0
2022-08-19,75.0
2022-08-20,46.0
2022-08-21,45.0
2022-08-22,75.0
2022-08-23,77.0
2022-08-24,74.0
2022-08-25,73.0
2022-08-26,69.0
2022-08-27,45.0
2022-08-28,43.0
2022-08-29,74.73636363636363
2022-08-30,74.23636363636363
2022-08-31,72.07272727272726
2022-09-01,67.24545454545455
2022-09-02,65.08181818181818
2022-09-03,41.445454545454545
2022-09-04,40.86363636363636
2022-09-05,43.02727272727273
2022-09-06,74.73636363636363
2022-09-07,67.74545454545455
2022-09-08,64.0
2022-09-09,64.0
2022-09-10,37.11818181818182
2022-09-11,39.28181818181818
2022-09-12,67.74545454545455
2022-09-13,70.9909090909091
2022-09-14,67.74545454545455
2022-09-15,67.74545454545455
2022-09-16,66.16363636363636
2022-09-17,39.28181818181818
2022-09-18,37.11818181818182
2022-09-19,70.9909090909091
2022-09-20,69.4090909090909
2022-09-21,67.74545454545455
2022-09-22,68.82727272727273
2022-09-23,61.836363636363636
2022-09-24,39.28181818181818
2022-09-25,36.03636363636363
2022-09-26,67.74545454545455
2022-09-27,62.91818181818182
2022-09-28,62.836363636363636
2022-09-29,61.67272727272727
2022-09-30,61.67272727272727
2022-10-01,33.74545454545454
2022-10-02,33.74545454545454
2022-10-03,66.32727272727273
2022-10-04,65.16363636363636
2022-10-05,61.67272727272727
2022-10-06,62.836363636363636
2022-10-07,60.50909090909091
2022-10-08,38.4
2022-10-09,36.07272727272727
2022-10-10,62.836363636363636
2022-10-11,67.49090909090908
2022-10-12,61.67272727272727
2022-10-13,62.836363636363636
2022-10-14,57.018181818181816
2022-10-15,34.90909090909091
2022-10-16,33.74545454545454
2022-10-17,64.0
2022-10-18,65.16363636363636
2022-10-19,65.16363636363636
2022-10-20,64.0
2022-10-21,58.18181818181818
2022-10-22,41.89090909090909
2022-10-23,39.56363636363636
2022-10-24,64.0
2022-10-25,72.14545454545454
2022-10-26,110.54545454545455
2022-10-27,116.36363636363636
2022-10-28,110.54545454545455
2022-10-29,103.56363636363636
2022-10-30,94.25454545454545
2022-10-31,107.05454545454545
2022-11-01,116.36363636363636
2022-11-02,109.38181818181818
2022-11-03,110.54545454545455
2022-11-04,111.7090909090909
2022-11-05,94.25454545454545
2022-11-06,96.58181818181818
2022-11-07,107.05454545454545
2022-11-08,107.05454545454545
2022-11-09,97.74545454545454
2022-11-10,97.74545454545454
2022-11-11,93.0909090909091
2022-11-12,83.78181818181818
2022-11-13,80.29090909090908
2022-11-14,93.0909090909091
2022-11-15,98.9090909090909
2022-11-16,94.25454545454545
2022-11-17,95.41818181818181
2022-11-18,95.41818181818181
2022-11-19,80.29090909090908
2022-11-20,77.96363636363635
2022-11-21,91.92727272727272
2022-11-22,96.58181818181818
2022-11-23,77.96363636363635
2022-11-24,41.89090909090909
2022-11-25,40.72727272727273
2022-11-26,38.4
2022-11-27,38.4
2022-11-28,62.836363636363636
2022-11-29,64.0
2022-11-30,60.50909090909091
2022-12-01,60.50909090909091
2022-12-02,58.18181818181818
2022-12-03,43.054545454545455
2022-12-04,38.4
2022-12-05,62.836363636363636
2022-12-06,64.0
2022-12-07,65.16363636363636
2022-12-08,66.32727272727273
2022-12-09,59.345454545454544
2022-12-10,39.56363636363636
2022-12-11,38.4
2022-12-12,60.50909090909091
2022-12-13,64.0
2022-12-14,58.18181818181818
2022-12-15,61.67272727272727
2022-12-16,59.345454545454544
2022-12-17,38.4
2022-12-18,36.07272727272727
2022-12-19,59.345454545454544
2022-12-20,60.50909090909091
2022-12-21,59.345454545454544
2022-12-22,50.03636363636363
2022-12-23,40.72727272727273
2022-12-24,31.418181818181818
2022-12-25,29.09090909090909
2022-12-26,38.4
2022-12-27,58.18181818181818
2022-12-28,62.836363636363636
2022-12-29,57.018181818181816
2022-12-30,51.199999999999996
2022-12-31,34.90909090909091
2023-01-01,34.90909090909091
2023-01-02,51.199999999999996
2023-01-03,67.49090909090908
2023-01-04,70.98181818181818
2023-01-05,66.32727272727273
2023-01-06,67.49090909090908
2023-01-07,41.89090909090909
2023-01-08,39.56363636363636
2023-01-09,69.81818181818181
2023-01-10,74.47272727272727
2023-01-11,69.81818181818181
2023-01-12,69.81818181818181
2023-01-13,66.32727272727273
2023-01-14,44.21818181818182
2023-01-15,39.56363636363636
2023-01-16,58.18181818181818
2023-01-17,72.14545454545454
2023-01-18,67.49090909090908
2023-01-19,68.65454545454546
2023-01-20,65.16363636363636
2023-01-21,41.89090909090909
2023-01-22,40.72727272727273
2023-01-23,67.49090909090908
2023-01-24,72.14545454545454
2023-01-25,68.65454545454546
2023-01-26,66.32727272727273
2023-01-27,61.67272727272727
2023-01-28,44.21818181818182
2023-01-29,41.89090909090909
2023-01-30,66.32727272727273
2023-01-31,70.98181818181818
2023-02-01,65.16363636363636
2023-02-02,66.32727272727273
2023-02-03,64.0
2023-02-04,40.72727272727273
2023-02-05,39.56363636363636
2023-02-06,69.81818181818181
2023-02-07,66.32727272727273
2023-02-08,66.32727272727273
2023-02-09,65.16363636363636
2023-02-10,72.14545454545454
2023-02-11,41.89090909090909
2023-02-12,37.236363636363635
2023-02-13,61.67272727272727
2023-02-14,68.65454545454546
2023-02-15,69.81818181818181
2023-02-16,68.65454545454546
2023-02-17,72.14545454545454
2023-02-18,45.38181818181818
2023-02-19,43.054545454545455
2023-02-20,66.32727272727273
2023-02-21,72.14545454545454
2023-02-22,68.65454545454546
2023-02-23,68.65454545454546
2023-02-24,65.16363636363636
2023-02-25,46.54545454545455
2023-02-26,43.054545454545455
2023-02-27,72.14545454545454
2023-02-28,69.81818181818181
2023-03-01,70.98181818181818
2023-03-02,70.98181818181818
2023-03-03,65.16363636363636
2023-03-04,46.54545454545455
2023-03-05,44.21818181818182
2023-03-06,72.14545454545454
2023-03-07,75.63636363636363
2023-03-08,73.30909090909091
2023-03-09,74.47272727272727
2023-03-10,67.49090909090908
2023-03-11,41.89090909090909
2023-03-12,41.89090909090909
2023-03-13,74.47272727272727
2023-03-14,73.30909090909091
2023-03-15,68.65454545454546
2023-03-16,69.81818181818181
2023-03-17,66.32727272727273
2023-03-18,44.21818181818182
2023-03-19,43.054545454545455
2023-03-20,77.96363636363635
2023-03-21,74.47272727272727
2023-03-22,74.47272727272727
2023-03-23,74.47272727272727
2023-03-24,67.49090909090908
2023-03-25,45.38181818181818
2023-03-26,46.54545454545455
2023-03-27,77.96363636363635
2023-03-28,75.63636363636363
2023-03-29,76.8
2023-03-30,73.30909090909091
2023-03-31,65.16363636363636
2023-04-01,43.054545454545455
2023-04-02,45.38181818181818
2023-04-03,73.30909090909091
2023-04-04,74.47272727272727
2023-04-05,72.14545454545454
2023-04-06,74.47272727272727
2023-04-07,67.49090909090908
2023-04-08,44.21818181818182
2023-04-09,39.56363636363636
2023-04-10,76.8
2023-04-11,80.29090909090908
2023-04-12,77.96363636363635
2023-04-13,77.96363636363635
2023-04-14,68.65454545454546
2023-04-15,46.54545454545455
2023-04-16,44.21818181818182
2023-04-17,74.47272727272727
2023-04-18,80.29090909090908
2023-04-19,76.8
2023-04-20,73.30909090909091
2023-04-21,72.14545454545454
2023-04-22,44.21818181818182
2023-04-23,46.54545454545455
2023-04-24,76.8
2023-04-25,79.12727272727273
2023-04-26,66.23850612300129
2023-04-27,59.31124692722311
2023-04-28,55.84761732933403
2023-04-29,41.993098937777674
2023-04-30,38.52946933988859
2023-05-01,61.33397081707675
2023-05-02,63.78623847003902
2023-05-03,64.21578223314765
2023-05-04,61.76351458018538
2023-05-05,59.31124692722311
2023-05-06,37.088563631853134
2023-05-07,36.077201686926315
2023-05-08,71.14304142892583
2023-05-09,68.26123001285492
2023-05-10,62.7748765251122
2023-05-11,61.33397081707675
2023-05-12,59.31124692722311
2023-05-13,34.63629597889087
2023-05-14,34.63629597889087
2023-05-15,68.69077377596355
2023-05-16,69.70213572089037
2023-05-17,65.22714417807447
2023-05-18,63.20442028822083
2023-05-19,61.76351458018538
2023-05-20,38.52946933988859
2023-05-21,36.077201686926315
2023-05-22,68.69077377596355
2023-05-23,67.67941183103673
2023-05-24,66.66804988610991
2023-05-25,64.79760041496583
2023-05-26,57.558864256557136
2023-05-27,37.79985115355991
2023-05-28,36.94076362734264
2023-05-29,44.672551363298076
2023-05-30,71.30426467603347
2023-05-31,67.86791457116439
2023-06-01,66.14973951872985
2023-06-02,62.71338941386076
2023-06-03,39.51802620599445
2023-06-04,40.377113732211726
2023-06-05,69.58608962359892
2023-06-06,68.72700209738166
2023-06-07,71.30426467603347
2023-06-08,64.4315644662953
2023-06-09,59.277039308991675
2023-06-10,36.08167610112537
2023-06-11,36.94076362734264
2023-06-12,73.02243972846802
2023-06-13,69.58608962359892
2023-06-14,69.58608962359892
2023-06-15,68.72700209738166
2023-06-16,63.57247694007803
2023-06-17,36.94076362734264
2023-06-18,37.79985115355991
2023-06-19,67.86791457116439
2023-06-20,73.02243972846802
2023-06-21,69.58608962359892
2023-06-22,64.4315644662953
2023-06-23,63.57247694007803
2023-06-24,42.095288784646264
2023-06-25,42.095288784646264
2023-06-26,73.02243972846802
2023-06-27,73.02243972846802
2023-06-28,67.00882704494711
2023-06-29,85.90875262172707
2023-06-30,85.90875262172707
2023-07-01,52.40433909925351
2023-07-02,49.8270765206017
2023-07-03,61.85430188764349
2023-07-04,41.23620125842899
2023-07-05,73.02243972846802
2023-07-06,73.88152725468528
2023-07-07,72.16335220225073
2023-07-08,40.377113732211726
2023-07-09,47.24981394194989
2023-07-10,79.89513993820617
2023-07-11,74.74061478090255
2023-07-12,72.16335220225073
2023-07-13,73.88152725468528
2023-07-14,68.72700209738166
2023-07-15,46.390726415732615
2023-07-16,42.95437631086354
2023-07-17,79.0360524119889
2023-07-18,80.75422746442345
2023-07-19,76.4587898333371
2023-07-20,73.88152725468528
2023-07-21,67.86791457116439
2023-07-22,42.095288784646264
2023-07-23,42.95437631086354
2023-07-24,77.31787735955436
2023-07-25,79.0360524119889
2023-07-26,79.89513993820617
2023-07-27,70.4451771498162
2023-07-28,67.00882704494711
2023-07-29,44.672551363298076
2023-07-30,46.390726415732615
2023-07-31,79.89513993820617
2023-08-01,78.17696488577164
2023-08-02,73.02243972846802
2023-08-03,72.16335220225073
2023-08-04,67.00882704494711
2023-08-05,40.377113732211726
2023-08-06,43.8134638370808
2023-08-07,78.17696488577164
2023-08-08,76.4587898333371
2023-08-09,74.74061478090255
2023-08-10,74.74061478090255
2023-08-11,73.02243972846802
2023-08-12,39.51802620599445
2023-08-13,42.95437631086354
2023-08-14,77.31787735955436
2023-08-15,73.88152725468528
2023-08-16,73.88152725468528
2023-08-17,73.02243972846802
2023-08-18,68.72700209738166
2023-08-19,39.51802620599445
2023-08-20,37.79985115355991
2023-08-21,74.74061478090255
2023-08-22,75.59970230711983
2023-08-23,71.30426467603347
2023-08-24,69.58608962359892
2023-08-25,61.85430188764349
2023-08-26,40.377113732211726
2023-08-27,40.377113732211726
2023-08-28,69.58608962359892
2023-08-29,70.4451771498162
2023-08-30,74.74061478090255
2023-08-31,71.30426467603347
2023-09-01,65.29065199251258
2023-09-02,39.51802620599445
2023-09-03,37.79985115355991
2023-09-04,42.095288784646264
2023-09-05,73.02243972846802
2023-09-06,76.4587898333371
2023-09-07,67.86791457116439
2023-09-08,66.14973951872985
2023-09-09,41.23620125842899
2023-09-10,41.23620125842899
2023-09-11,76.4587898333371
2023-09-12,74.74061478090255
2023-09-13,70.4451771498162
2023-09-14,70.4451771498162
2023-09-15,65.29065199251258
2023-09-16,40.377113732211726
2023-09-17,36.94076362734264
2023-09-18,70.4451771498162
2023-09-19,72.16335220225073
2023-09-20,68.72700209738166
2023-09-21,73.88152725468528
2023-09-22,64.4315644662953
2023-09-23,38.65893867977718
2023-09-24,38.65893867977718
2023-09-25,72.16335220225073
2023-09-26,74.74061478090255
2023-09-27,71.30426467603347
2023-09-28,65.29065199251258
2023-09-29,64.4315644662953
2023-09-30,38.65893867977718
2023-10-01,36.94076362734264
2023-10-02,67.86791457116439
2023-10-03,71.30426467603347
2023-10-04,70.4451771498162
2023-10-05,68.72700209738166
2023-10-06,67.00882704494711
2023-10-07,41.23620125842899
2023-10-08,35.2225885749081
2023-10-09,70.4451771498162
2023-10-10,70.4451771498162
2023-10-11,71.30426467603347
2023-10-12,67.00882704494711
2023-10-13,64.4315644662953
2023-10-14,38.65893867977718
2023-10-15,38.65893867977718
2023-10-16,68.72700209738166
2023-10-17,69.58608962359892
2023-10-18,70.4451771498162
2023-10-19,67.86791457116439
2023-10-20,61.85430188764349
2023-10-21,35.2225885749081
2023-10-22,36.94076362734264
2023-10-23,72.16335220225073
2023-10-24,69.58608962359892
2023-10-25,67.00882704494711
2023-10-26,67.00882704494711
2023-10-27,62.71338941386076
2023-10-28,36.08167610112537
2023-10-29,33.504413522473556
2023-10-30,69.58608962359892
2023-10-31,69.58608962359892
2023-11-01,67.86791457116439
2023-11-02,66.14973951872985
2023-11-03,58.41795178277441
2023-11-04,40.377113732211726
2023-11-05,36.94076362734264
2023-11-06,70.4451771498162
2023-11-07,67.86791457116439
2023-11-08,64.4315644662953
2023-11-09,66.14973951872985
2023-11-10,57.558864256557136
2023-11-11,38.65893867977718
2023-11-12,35.2225885749081
2023-11-13,66.14973951872985
2023-11-14,65.29065199251258
2023-11-15,70.4451771498162
2023-11-16,65.29065199251258
2023-11-17,62.71338941386076
2023-11-18,36.08167610112537
2023-11-19,35.2225885749081
2023-11-20,63.57247694007803
2023-11-21,57.558864256557136
2023-11-22,51.54525157303624
2023-11-23,27.490800838952662
2023-11-24,31.786238470039017
2023-11-25,34.36350104869083
2023-11-26,34.36350104869083
2023-11-27,63.57247694007803
2023-11-28,64.4315644662953
2023-11-29,66.14973951872985
2023-11-30,61.85430188764349
2023-12-01,58.41795178277441
2023-12-02,38.65893867977718
2023-12-03,35.2225885749081
2023-12-04,63.57247694007803
2023-12-05,66.14973951872985
2023-12-06,67.00882704494711
2023-12-07,61.85430188764349
2023-12-08,60.13612683520895
2023-12-09,35.2225885749081
2023-12-10,33.504413522473556
2023-12-11,58.41795178277441
2023-12-12,60.13612683520895
2023-12-13,54.981601677905324
2023-12-14,60.13612683520895
2023-12-15,54.981601677905324
2023-12-16,36.08167610112537
2023-12-17,34.36350104869083
2023-12-18,58.41795178277441
2023-12-19,61.85430188764349
2023-12-20,61.85430188764349
2023-12-21,54.12251415168805
2023-12-22,42.086336149855825
2023-12-23,33.31458112354975
2023-12-24,28.499159847288077
2023-12-25,24.99045783676565
2023-12-26,46.47221366300886
2023-12-27,55.67351245242358
2023-12-28,54.36679318668433
2023-12-29,52.61244218142312
2023-12-30,35.06893212881097
2023-12-31,33.762212863071724
2024-01-01,33.762212863071724
2024-01-02,66.6291622470995
2024-01-03,71.89221526288314
2024-01-04,69.70832049451329
2024-01-05,68.38351325236071
2024-01-06,40.33198514459461
2024-01-07,36.823283134072184
2024-01-08,69.70832049451329
2024-01-09,66.19961848399086
2024-01-10,69.26068875499132
2024-01-11,64.44526747872965
2024-01-12,61.81374097083783
2024-01-13,39.454809641964005
2024-01-14,37.27091487359415
2024-01-15,52.164810441901146
2024-01-16,60.93656546820722
2024-01-17,67.07679398662148
2024-01-18,66.19961848399086
2024-01-19,61.81374097083783
2024-01-20,42.96351165248643
2024-01-21,42.97264699410933
2024-01-22,64.458970491164
2024-01-23,68.04002440733977
2024-01-24,68.93528788638372
2024-01-25,66.24949744925189
2024-01-26,67.14476092829584
2024-01-27,43.86791047315328
2024-01-28,42.077383515065385
2024-01-29,73.41160528160344
2024-01-30,67.14476092829584
2024-01-31,70.72581484447161
2024-02-01,68.93528788638372
2024-02-02,63.563707012120055
2024-02-03,42.97264699410933
2024-02-04,42.97264699410933
2024-02-05,68.93528788638372
2024-02-06,69.83055136542767
2024-02-07,70.72581484447161
2024-02-08,66.24949744925189
2024-02-09,68.04002440733977
2024-02-10,42.97264699410933
2024-02-11,37.60106611984567
2024-02-12,62.66844353307611
2024-02-13,70.72581484447161
2024-02-14,68.04002440733977
2024-02-15,68.04002440733977
2024-02-16,69.83055136542767
2024-02-17,44.76317395219722
2024-02-18,44.76317395219722
2024-02-19,67.14476092829584
2024-02-20,76.09739571873527
2024-02-21,73.41160528160344
2024-02-22,69.83055136542767
2024-02-23,66.24949744925189
2024-02-24,44.76317395219722
2024-02-25,43.86791047315328
2024-02-26,74.30686876064739
2024-02-27,72.5163418025595
2024-02-28,68.93528788638372
2024-02-29,72.5163418025595
2024-03-01,59.08738961690033
2024-03-02,42.077383515065385
2024-03-03,42.077383515065385
2024-03-04,73.41160528160344
2024-03-05,78.78318615586711
2024-03-06,78.78318615586711
2024-03-07,72.5163418025595
2024-03-08,67.14476092829584
2024-03-09,43.86791047315328
2024-03-10,46.55370091028511
2024-03-11,75.20213223969134
2024-03-12,76.09739571873527
2024-03-13,72.5163418025595
2024-03-14,70.72581484447161
2024-03-15,68.04002440733977
2024-03-16,43.86791047315328
2024-03-17,43.86791047315328
2024-03-18,80.573713113955
2024-03-19,76.99265919777922
2024-03-20,75.20213223969134
2024-03-21,68.93528788638372
2024-03-22,67.14476092829584
2024-03-23,42.077383515065385
2024-03-24,42.077383515065385
2024-03-25,75.20213223969134
2024-03-26,77.88792267682317
2024-03-27,75.20213223969134
2024-03-28,75.20213223969134
2024-03-29,67.14476092829584
2024-03-30,41.182120036021445
2024-03-31,40.2868565569775
2024-04-01,76.99265919777922
2024-04-02,72.5163418025595
2024-04-03,73.41160528160344
2024-04-04,70.72581484447161
2024-04-05,68.04002440733977
2024-04-06,43.86791047315328
2024-04-07,44.76317395219722
2024-04-08,64.458970491164
2024-04-09,68.93528788638372
2024-04-10,74.30686876064739
2024-04-11,69.83055136542767
2024-04-12,68.93528788638372
2024-04-13,42.97264699410933
2024-04-14,40.2868565569775
2024-04-15,71.62107832351555
2024-04-16,75.20213223969134
2024-04-17,76.09739571873527
2024-04-18,74.30686876064739
2024-04-19,68.93528788638372
2024-04-20,39.39159307793356
2024-04-21,42.97264699410933
2024-04-22,77.88792267682317
2024-04-23,76.09739571873527
2024-04-24,76.09739571873527
2024-04-25,71.62107832351555
2024-04-26,66.24949744925189
2024-04-27,42.97264699410933
2024-04-28,43.86791047315328
2024-04-29,78.78318615586711
2024-04-30,71.62107832351555
2024-05-01,73.41160528160344
2024-05-02,68.93528788638372
2024-05-03,68.93528788638372
2024-05-04,42.077383515065385
2024-05-05,44.76317395219722
2024-05-06,76.09739571873527
2024-05-07,75.20213223969134
2024-05-08,72.5163418025595
2024-05-09,74.30686876064739
2024-05-10,71.62107832351555
2024-05-11,47.448964389329056
2024-05-12,41.182120036021445
2024-05-13,76.99265919777922
2024-05-14,78.78318615586711
2024-05-15,76.99265919777922
2024-05-16,73.41160528160344
2024-05-17,64.458970491164
2024-05-18,45.65843743124117
2024-05-19,45.65843743124117
2024-05-20,79.67844963491106
2024-05-21,78.78318615586711
2024-05-22,74.30686876064739
2024-05-23,75.20213223969134
2024-05-24,66.24949744925189
2024-05-25,42.077383515065385
2024-05-26,42.077383515065385
2024-05-27,47.448964389329056
2024-05-28,81.46897659299894
2024-05-29,79.67844963491106
2024-05-30,75.20213223969134
2024-05-31,73.41160528160344
2024-06-01,43.86791047315328
2024-06-02,40.2868565569775
2024-06-03,85.94529398821867
2024-06-04,81.46897659299894
2024-06-05,78.78318615586711
2024-06-06,76.99265919777922
2024-06-07,71.62107832351555
2024-06-08,44.76317395219722
2024-06-09,43.86791047315328
2024-06-10,84.15476703013077
2024-06-11,82.36424007204289
2024-06-12,76.99265919777922
2024-06-13,81.46897659299894
2024-06-14,69.83055136542767
2024-06-15,42.97264699410933
2024-06-16,44.76317395219722
2024-06-17,83.25950355108684
2024-06-18,87.73582094630656
2024-06-19,73.41160528160344
2024-06-20,76.99265919777922
2024-06-21,73.41160528160344
2024-06-22,44.76317395219722
2024-06-23,47.448964389329056
2024-06-24,86.84055746726261
2024-06-25,81.46897659299894
2024-06-26,76.99265919777922
2024-06-27,73.41160528160344
2024-06-28,64.458970491164
2024-06-29,45.65843743124117
2024-06-30,45.65843743124117
2024-07-01,77.88792267682317
2024-07-02,83.25950355108684
2024-07-03,71.62107832351555
2024-07-04,44.76317395219722
2024-07-05,53.71580874263667
2024-07-06,42.97264699410933
2024-07-07,44.76317395219722
2024-07-08,83.25950355108684
2024-07-09,80.573713113955
2024-07-10,80.573713113955
2024-07-11,78.78318615586711
2024-07-12,73.41160528160344
2024-07-13,42.97264699410933
2024-07-14,42.077383515065385
2024-07-15,74.30686876064739
2024-07-16,77.88792267682317
2024-07-17,79.67844963491106
2024-07-18,75.20213223969134
2024-07-19,64.458970491164
2024-07-20,42.077383515065385
2024-07-21,39.39159307793356
2024-07-22,74.30686876064739
2024-07-23,76.99265919777922
2024-07-24,77.88792267682317
2024-07-25,76.09739571873527
2024-07-26,70.72581484447161
2024-07-27,42.97264699410933
2024-07-28,42.97264699410933
2024-07-29,81.46897659299894
2024-07-30,80.573713113955
2024-07-31,76.99265919777922
2024-08-01,82.36424007204289
2024-08-02,75.20213223969134
2024-08-03,44.76317395219722
2024-08-04,47.448964389329056
2024-08-05,80.573713113955
2024-08-06,81.46897659299894
2024-08-07,85.05003050917472
2024-08-08,80.573713113955
2024-08-09,73.41160528160344
2024-08-10,42.97264699410933
2024-08-11,44.76317395219722
2024-08-12,85.05003050917472
2024-08-13,78.78318615586711
2024-08-14,82.36424007204289
2024-08-15,81.46897659299894
2024-08-16,70.72581484447161
2024-08-17,42.97264699410933
2024-08-18,45.36365555399499
2024-08-19,85.69418350019414
2024-08-20,85.69418350019414
2024-08-21,76.99265919777922
2024-08-22,76.99265919777922
2024-08-23,72.87663076363816
2024-08-24,45.36365555399499
2024-08-25,45.83312298812779
2024-08-26,89.36258019481323
2024-08-27,82.49525423970786
2024-08-28,80.66105589239831
2024-08-29,76.99265919777922
2024-08-30,71.49006415585058
2024-08-31,42.16472629350869
2024-09-01,42.612358033030674
2024-09-02,49.501519682746874
2024-09-03,81.57815506605309
2024-09-04,77.909758371434
2024-09-05,74.2413616768149
2024-09-06,67.8216674612315
2024-09-07,41.24762711985393
2024-09-08,41.24762711985393
2024-09-09,80.66105589239831
2024-09-10,74.2413616768149
2024-09-11,70.57296498219581
2024-09-12,76.99265919777922
2024-09-13,73.32426250316013
2024-09-14,46.75022216178256
2024-09-15,41.24762711985393
2024-09-16,78.82685754508876
2024-09-17,76.05372432951361
2024-09-18,76.05372432951361
2024-09-19,74.17585459298242
2024-09-20,71.35904998818562
2024-09-21,43.19100394021761
2024-09-22,40.37419933542081
2024-09-23,78.87052893431041
2024-09-24,76.05372432951361
2024-09-25,81.68733353910721
2024-09-26,75.11478946124802
2024-09-27,74.17585459298242
2024-09-28,44.12993880848321
