Time,macys
2022-04-17,75.0
2022-04-18,58.0
2022-04-19,59.0
2022-04-20,58.0
2022-04-21,63.0
2022-04-22,65.0
2022-04-23,79.0
2022-04-24,82.0
2022-04-25,64.0
2022-04-26,62.0
2022-04-27,61.0
2022-04-28,62.0
2022-04-29,65.0
2022-04-30,84.0
2022-05-01,89.0
2022-05-02,67.0
2022-05-03,63.0
2022-05-04,65.0
2022-05-05,66.0
2022-05-06,70.0
2022-05-07,89.0
2022-05-08,89.0
2022-05-09,62.0
2022-05-10,61.0
2022-05-11,59.0
2022-05-12,57.0
2022-05-13,65.0
2022-05-14,84.0
2022-05-15,83.0
2022-05-16,58.0
2022-05-17,58.0
2022-05-18,54.0
2022-05-19,59.0
2022-05-20,61.0
2022-05-21,72.0
2022-05-22,75.0
2022-05-23,57.0
2022-05-24,56.0
2022-05-25,58.0
2022-05-26,62.0
2022-05-27,63.0
2022-05-28,78.0
2022-05-29,85.0
2022-05-30,90.0
2022-05-31,62.0
2022-06-01,55.0
2022-06-02,60.0
2022-06-03,63.0
2022-06-04,80.0
2022-06-05,81.0
2022-06-06,64.0
2022-06-07,61.0
2022-06-08,65.0
2022-06-09,61.0
2022-06-10,63.0
2022-06-11,71.0
2022-06-12,78.0
2022-06-13,67.0
2022-06-14,60.0
2022-06-15,59.0
2022-06-16,60.0
2022-06-17,63.0
2022-06-18,74.0
2022-06-19,74.0
2022-06-20,64.0
2022-06-21,57.0
2022-06-22,56.0
2022-06-23,59.0
2022-06-24,56.0
2022-06-25,60.0
2022-06-26,65.0
2022-06-27,57.0
2022-06-28,53.0
2022-06-29,59.0
2022-06-30,56.0
2022-07-01,62.0
2022-07-02,72.0
2022-07-03,78.0
2022-07-04,88.0
2022-07-05,66.0
2022-07-06,57.0
2022-07-07,60.0
2022-07-08,62.0
2022-07-09,69.0
2022-07-10,71.0
2022-07-11,61.0
2022-07-12,59.0
2022-07-13,57.0
2022-07-14,56.0
2022-07-15,60.0
2022-07-16,68.0
2022-07-17,72.0
2022-07-18,56.0
2022-07-19,57.0
2022-07-20,54.0
2022-07-21,53.0
2022-07-22,53.0
2022-07-23,58.0
2022-07-24,64.0
2022-07-25,52.0
2022-07-26,51.0
2022-07-27,52.0
2022-07-28,49.0
2022-07-29,54.0
2022-07-30,58.0
2022-07-31,62.0
2022-08-01,54.0
2022-08-02,50.0
2022-08-03,53.0
2022-08-04,52.0
2022-08-05,57.0
2022-08-06,68.0
2022-08-07,74.0
2022-08-08,58.0
2022-08-09,52.0
2022-08-10,52.0
2022-08-11,55.0
2022-08-12,52.0
2022-08-13,59.0
2022-08-14,66.0
2022-08-15,55.0
2022-08-16,52.0
2022-08-17,52.0
2022-08-18,50.0
2022-08-19,52.0
2022-08-20,62.0
2022-08-21,64.0
2022-08-22,49.0
2022-08-23,49.0
2022-08-24,49.0
2022-08-25,55.0
2022-08-26,56.0
2022-08-27,66.0
2022-08-28,69.0
2022-08-29,50.05555555555556
2022-08-30,50.05555555555556
2022-08-31,49.55555555555556
2022-09-01,54.44444444444444
2022-09-02,60.33333333333333
2022-09-03,69.16666666666666
2022-09-04,76.05555555555556
2022-09-05,86.83333333333334
2022-09-06,54.44444444444444
2022-09-07,48.55555555555556
2022-09-08,45.611111111111114
2022-09-09,46.611111111111114
2022-09-10,60.83333333333333
2022-09-11,60.83333333333333
2022-09-12,52.0
2022-09-13,51.5
2022-09-14,49.55555555555556
2022-09-15,50.05555555555556
2022-09-16,58.388888888888886
2022-09-17,69.16666666666666
2022-09-18,75.05555555555556
2022-09-19,52.0
2022-09-20,49.05555555555556
2022-09-21,49.55555555555556
2022-09-22,51.5
2022-09-23,57.388888888888886
2022-09-24,72.11111111111111
2022-09-25,70.16666666666666
2022-09-26,55.44444444444444
2022-09-27,49.55555555555556
2022-09-28,52.0
2022-09-29,52.0
2022-09-30,54.888888888888886
2022-10-01,72.22222222222221
2022-10-02,72.22222222222221
2022-10-03,63.55555555555556
2022-10-04,57.77777777777778
2022-10-05,54.888888888888886
2022-10-06,54.888888888888886
2022-10-07,57.77777777777778
2022-10-08,63.55555555555556
2022-10-09,69.33333333333333
2022-10-10,57.77777777777778
2022-10-11,54.888888888888886
2022-10-12,57.77777777777778
2022-10-13,54.888888888888886
2022-10-14,60.666666666666664
2022-10-15,69.33333333333333
2022-10-16,72.22222222222221
2022-10-17,60.666666666666664
2022-10-18,57.77777777777778
2022-10-19,60.666666666666664
2022-10-20,60.666666666666664
2022-10-21,60.666666666666664
2022-10-22,72.22222222222221
2022-10-23,72.22222222222221
2022-10-24,60.666666666666664
2022-10-25,57.77777777777778
2022-10-26,57.77777777777778
2022-10-27,57.77777777777778
2022-10-28,60.666666666666664
2022-10-29,69.33333333333333
2022-10-30,72.22222222222221
2022-10-31,54.888888888888886
2022-11-01,57.77777777777778
2022-11-02,57.77777777777778
2022-11-03,57.77777777777778
2022-11-04,66.44444444444444
2022-11-05,80.88888888888889
2022-11-06,80.88888888888889
2022-11-07,69.33333333333333
2022-11-08,66.44444444444444
2022-11-09,63.55555555555556
2022-11-10,69.33333333333333
2022-11-11,80.88888888888889
2022-11-12,95.33333333333333
2022-11-13,104.0
2022-11-14,83.77777777777777
2022-11-15,86.66666666666667
2022-11-16,80.88888888888889
2022-11-17,89.55555555555556
2022-11-18,98.22222222222221
2022-11-19,115.55555555555556
2022-11-20,138.66666666666666
2022-11-21,112.66666666666667
2022-11-22,112.66666666666667
2022-11-23,135.77777777777777
2022-11-24,288.88888888888886
2022-11-25,277.3333333333333
2022-11-26,187.77777777777777
2022-11-27,158.88888888888889
2022-11-28,153.11111111111111
2022-11-29,121.33333333333333
2022-11-30,86.66666666666667
2022-12-01,92.44444444444444
2022-12-02,95.33333333333333
2022-12-03,115.55555555555556
2022-12-04,124.22222222222221
2022-12-05,95.33333333333333
2022-12-06,95.33333333333333
2022-12-07,98.22222222222221
2022-12-08,106.88888888888889
2022-12-09,104.0
2022-12-10,127.11111111111111
2022-12-11,132.88888888888889
2022-12-12,104.0
2022-12-13,101.11111111111111
2022-12-14,98.22222222222221
2022-12-15,101.11111111111111
2022-12-16,115.55555555555556
2022-12-17,138.66666666666666
2022-12-18,144.44444444444443
2022-12-19,124.22222222222221
2022-12-20,124.22222222222221
2022-12-21,118.44444444444444
2022-12-22,118.44444444444444
2022-12-23,130.0
2022-12-24,127.11111111111111
2022-12-25,92.44444444444444
2022-12-26,130.0
2022-12-27,109.77777777777777
2022-12-28,95.33333333333333
2022-12-29,86.66666666666667
2022-12-30,86.66666666666667
2022-12-31,89.55555555555556
2023-01-01,80.88888888888889
2023-01-02,83.77777777777777
2023-01-03,63.55555555555556
2023-01-04,57.77777777777778
2023-01-05,57.77777777777778
2023-01-06,66.44444444444444
2023-01-07,80.88888888888889
2023-01-08,83.77777777777777
2023-01-09,57.77777777777778
2023-01-10,54.888888888888886
2023-01-11,52.0
2023-01-12,49.11111111111111
2023-01-13,54.888888888888886
2023-01-14,66.44444444444444
2023-01-15,63.55555555555556
2023-01-16,63.55555555555556
2023-01-17,52.0
2023-01-18,46.22222222222222
2023-01-19,46.22222222222222
2023-01-20,52.0
2023-01-21,63.55555555555556
2023-01-22,66.44444444444444
2023-01-23,49.11111111111111
2023-01-24,46.22222222222222
2023-01-25,46.22222222222222
2023-01-26,46.22222222222222
2023-01-27,49.11111111111111
2023-01-28,60.666666666666664
2023-01-29,57.77777777777778
2023-01-30,46.22222222222222
2023-01-31,46.22222222222222
2023-02-01,52.0
2023-02-02,52.0
2023-02-03,57.77777777777778
2023-02-04,69.33333333333333
2023-02-05,72.22222222222221
2023-02-06,49.11111111111111
2023-02-07,49.11111111111111
2023-02-08,46.22222222222222
2023-02-09,49.11111111111111
2023-02-10,52.0
2023-02-11,63.55555555555556
2023-02-12,57.77777777777778
2023-02-13,49.11111111111111
2023-02-14,52.0
2023-02-15,46.22222222222222
2023-02-16,49.11111111111111
2023-02-17,52.0
2023-02-18,66.44444444444444
2023-02-19,66.44444444444444
2023-02-20,60.666666666666664
2023-02-21,49.11111111111111
2023-02-22,46.22222222222222
2023-02-23,46.22222222222222
2023-02-24,49.11111111111111
2023-02-25,60.666666666666664
2023-02-26,63.55555555555556
2023-02-27,49.11111111111111
2023-02-28,43.333333333333336
2023-03-01,46.22222222222222
2023-03-02,49.11111111111111
2023-03-03,49.11111111111111
2023-03-04,57.77777777777778
2023-03-05,63.55555555555556
2023-03-06,49.11111111111111
2023-03-07,46.22222222222222
2023-03-08,46.22222222222222
2023-03-09,43.333333333333336
2023-03-10,54.888888888888886
2023-03-11,66.44444444444444
2023-03-12,69.33333333333333
2023-03-13,52.0
2023-03-14,43.333333333333336
2023-03-15,49.11111111111111
2023-03-16,46.22222222222222
2023-03-17,52.0
2023-03-18,57.77777777777778
2023-03-19,63.55555555555556
2023-03-20,49.11111111111111
2023-03-21,46.22222222222222
2023-03-22,46.22222222222222
2023-03-23,52.0
2023-03-24,54.888888888888886
2023-03-25,63.55555555555556
2023-03-26,69.33333333333333
2023-03-27,52.0
2023-03-28,49.11111111111111
2023-03-29,49.11111111111111
2023-03-30,49.11111111111111
2023-03-31,52.0
2023-04-01,60.666666666666664
2023-04-02,69.33333333333333
2023-04-03,52.0
2023-04-04,46.22222222222222
2023-04-05,46.22222222222222
2023-04-06,46.22222222222222
2023-04-07,54.888888888888886
2023-04-08,60.666666666666664
2023-04-09,63.55555555555556
2023-04-10,46.22222222222222
2023-04-11,52.0
2023-04-12,52.0
2023-04-13,52.0
2023-04-14,52.0
2023-04-15,63.55555555555556
2023-04-16,69.33333333333333
2023-04-17,49.11111111111111
2023-04-18,46.22222222222222
2023-04-19,46.22222222222222
2023-04-20,52.0
2023-04-21,54.888888888888886
2023-04-22,63.55555555555556
2023-04-23,69.33333333333333
2023-04-24,54.888888888888886
2023-04-25,52.0
2023-04-26,51.86387434554973
2023-04-27,51.86387434554973
2023-04-28,50.41942990110529
2023-04-29,69.15183246073298
2023-04-30,72.32053519488073
2023-05-01,55.03257707969749
2023-05-02,48.695171611401975
2023-05-03,50.41942990110529
2023-05-04,51.86387434554973
2023-05-05,58.201279813845254
2023-05-06,64.53868528214078
2023-05-07,69.15183246073298
2023-05-08,55.03257707969749
2023-05-09,51.86387434554973
2023-05-10,55.03257707969749
2023-05-11,51.86387434554973
2023-05-12,58.201279813845254
2023-05-13,72.32053519488073
2023-05-14,69.15183246073298
2023-05-15,53.58813263525305
2023-05-16,51.86387434554973
2023-05-17,50.41942990110529
2023-05-18,48.695171611401975
2023-05-19,48.695171611401975
2023-05-20,64.53868528214078
2023-05-21,61.36998254799302
2023-05-22,51.86387434554973
2023-05-23,47.25072716695753
2023-05-24,48.695171611401975
2023-05-25,50.41942990110529
2023-05-26,55.1762652705061
2023-05-27,68.97033158813262
2023-05-28,68.97033158813262
2023-05-29,79.31588132635252
2023-05-30,51.72774869109947
2023-05-31,44.830715532286206
2023-06-01,51.72774869109947
2023-06-02,58.62478184991273
2023-06-03,65.521815008726
2023-06-04,72.41884816753925
2023-06-05,51.72774869109947
2023-06-06,51.72774869109947
2023-06-07,51.72774869109947
2023-06-08,55.1762652705061
2023-06-09,55.1762652705061
2023-06-10,62.073298429319365
2023-06-11,65.521815008726
2023-06-12,58.62478184991273
2023-06-13,55.1762652705061
2023-06-14,51.72774869109947
2023-06-15,51.72774869109947
2023-06-16,55.1762652705061
2023-06-17,62.073298429319365
2023-06-18,58.62478184991273
2023-06-19,51.72774869109947
2023-06-20,48.279232111692835
2023-06-21,44.830715532286206
2023-06-22,41.38219895287958
2023-06-23,48.279232111692835
2023-06-24,51.72774869109947
2023-06-25,55.1762652705061
2023-06-26,41.38219895287958
2023-06-27,44.830715532286206
2023-06-28,44.830715532286206
2023-06-29,44.830715532286206
2023-06-30,48.279232111692835
2023-07-01,51.72774869109947
2023-07-02,62.073298429319365
2023-07-03,62.073298429319365
2023-07-04,75.86736474694588
2023-07-05,62.073298429319365
2023-07-06,48.279232111692835
2023-07-07,55.1762652705061
2023-07-08,62.073298429319365
2023-07-09,58.62478184991273
2023-07-10,48.279232111692835
2023-07-11,48.279232111692835
2023-07-12,48.279232111692835
2023-07-13,51.72774869109947
2023-07-14,51.72774869109947
2023-07-15,55.1762652705061
2023-07-16,55.1762652705061
2023-07-17,41.38219895287958
2023-07-18,44.830715532286206
2023-07-19,41.38219895287958
2023-07-20,41.38219895287958
2023-07-21,41.38219895287958
2023-07-22,44.830715532286206
2023-07-23,48.279232111692835
2023-07-24,41.38219895287958
2023-07-25,41.38219895287958
2023-07-26,41.38219895287958
2023-07-27,41.38219895287958
2023-07-28,41.38219895287958
2023-07-29,48.279232111692835
2023-07-30,48.279232111692835
2023-07-31,48.279232111692835
2023-08-01,41.38219895287958
2023-08-02,44.830715532286206
2023-08-03,44.830715532286206
2023-08-04,48.279232111692835
2023-08-05,55.1762652705061
2023-08-06,58.62478184991273
2023-08-07,44.830715532286206
2023-08-08,41.38219895287958
2023-08-09,44.830715532286206
2023-08-10,41.38219895287958
2023-08-11,44.830715532286206
2023-08-12,51.72774869109947
2023-08-13,55.1762652705061
2023-08-14,41.38219895287958
2023-08-15,41.38219895287958
2023-08-16,41.38219895287958
2023-08-17,41.38219895287958
2023-08-18,41.38219895287958
2023-08-19,48.279232111692835
2023-08-20,51.72774869109947
2023-08-21,41.38219895287958
2023-08-22,41.38219895287958
2023-08-23,37.93368237347294
2023-08-24,41.38219895287958
2023-08-25,41.38219895287958
2023-08-26,51.72774869109947
2023-08-27,55.1762652705061
2023-08-28,37.93368237347294
2023-08-29,37.93368237347294
2023-08-30,41.38219895287958
2023-08-31,41.38219895287958
2023-09-01,48.279232111692835
2023-09-02,62.073298429319365
2023-09-03,68.97033158813262
2023-09-04,72.41884816753925
2023-09-05,41.38219895287958
2023-09-06,37.93368237347294
2023-09-07,37.93368237347294
2023-09-08,37.93368237347294
2023-09-09,48.279232111692835
2023-09-10,51.72774869109947
2023-09-11,41.38219895287958
2023-09-12,37.93368237347294
2023-09-13,37.93368237347294
2023-09-14,41.38219895287958
2023-09-15,44.830715532286206
2023-09-16,62.073298429319365
2023-09-17,58.62478184991273
2023-09-18,48.279232111692835
2023-09-19,41.38219895287958
2023-09-20,41.38219895287958
2023-09-21,44.830715532286206
2023-09-22,48.279232111692835
2023-09-23,58.62478184991273
2023-09-24,62.073298429319365
2023-09-25,51.72774869109947
2023-09-26,44.830715532286206
2023-09-27,44.830715532286206
2023-09-28,48.279232111692835
2023-09-29,48.279232111692835
2023-09-30,58.62478184991273
2023-10-01,62.073298429319365
2023-10-02,48.279232111692835
2023-10-03,44.830715532286206
2023-10-04,41.38219895287958
2023-10-05,44.830715532286206
2023-10-06,48.279232111692835
2023-10-07,55.1762652705061
2023-10-08,58.62478184991273
2023-10-09,51.72774869109947
2023-10-10,44.830715532286206
2023-10-11,44.830715532286206
2023-10-12,48.279232111692835
2023-10-13,48.279232111692835
2023-10-14,62.073298429319365
2023-10-15,65.521815008726
2023-10-16,51.72774869109947
2023-10-17,55.1762652705061
2023-10-18,58.62478184991273
2023-10-19,55.1762652705061
2023-10-20,55.1762652705061
2023-10-21,65.521815008726
2023-10-22,65.521815008726
2023-10-23,55.1762652705061
2023-10-24,48.279232111692835
2023-10-25,48.279232111692835
2023-10-26,48.279232111692835
2023-10-27,48.279232111692835
2023-10-28,55.1762652705061
2023-10-29,62.073298429319365
2023-10-30,55.1762652705061
2023-10-31,48.279232111692835
2023-11-01,51.72774869109947
2023-11-02,58.62478184991273
2023-11-03,62.073298429319365
2023-11-04,72.41884816753925
2023-11-05,75.86736474694588
2023-11-06,62.073298429319365
2023-11-07,58.62478184991273
2023-11-08,58.62478184991273
2023-11-09,62.073298429319365
2023-11-10,75.86736474694588
2023-11-11,86.21291448516578
2023-11-12,89.66143106457241
2023-11-13,75.86736474694588
2023-11-14,75.86736474694588
2023-11-15,75.86736474694588
2023-11-16,82.76439790575915
2023-11-17,86.21291448516578
2023-11-18,93.10994764397904
2023-11-19,117.24956369982546
2023-11-20,103.45549738219894
2023-11-21,106.90401396160557
2023-11-22,124.14659685863873
2023-11-23,344.85165794066313
2023-11-24,265.53577661431063
2023-11-25,196.56544502617797
2023-11-26,162.08027923211168
2023-11-27,141.38917975567188
2023-11-28,117.24956369982546
2023-11-29,86.21291448516578
2023-11-30,82.76439790575915
2023-12-01,86.21291448516578
2023-12-02,106.90401396160557
2023-12-03,110.3525305410122
2023-12-04,93.10994764397904
2023-12-05,86.21291448516578
2023-12-06,93.10994764397904
2023-12-07,93.10994764397904
2023-12-08,100.00698080279231
2023-12-09,113.80104712041883
2023-12-10,124.14659685863873
2023-12-11,103.45549738219894
2023-12-12,89.66143106457241
2023-12-13,89.66143106457241
2023-12-14,93.10994764397904
2023-12-15,96.55846422338567
2023-12-16,120.69808027923209
2023-12-17,124.14659685863873
2023-12-18,103.45549738219894
2023-12-19,100.00698080279231
2023-12-20,100.00698080279231
2023-12-21,106.90401396160557
2023-12-22,114.00154227038433
2023-12-23,127.95600470798327
2023-12-24,113.35995779049473
2023-12-25,78.79459393644223
2023-12-26,103.05450708226795
2023-12-27,90.38321360444823
2023-12-28,83.72677462559356
2023-12-29,79.43617841633183
2023-12-30,79.43617841633183
2023-12-31,80.07776289622143
2024-01-01,71.49657047769796
2024-01-02,61.832704249360766
2024-01-03,55.17626527050611
2024-01-04,51.52725354113397
2024-01-05,51.52725354113397
2024-01-06,65.4817159787329
2024-01-07,61.832704249360766
2024-01-08,47.87824181176184
2024-01-09,41.22180283290717
2024-01-10,44.87081456227931
2024-01-11,41.86338731279678
2024-01-12,44.87081456227931
2024-01-13,55.17626527050611
2024-01-14,55.81784975039571
2024-01-15,52.168838021023575
2024-01-16,41.86338731279678
2024-01-17,41.86338731279678
2024-01-18,44.87081456227931
2024-01-19,51.52725354113397
2024-01-20,58.183692519988625
2024-01-21,56.45943423028532
2024-01-22,42.34457567271399
2024-01-23,38.495068793376355
2024-01-24,41.061406712934776
2024-01-25,39.778237753155565
2024-01-26,39.778237753155565
2024-01-27,48.76042047161005
2024-01-28,52.60992735094768
2024-01-29,37.211899833597144
2024-01-30,37.211899833597144
2024-01-31,37.211899833597144
2024-02-01,38.495068793376355
2024-02-02,39.778237753155565
2024-02-03,48.76042047161005
2024-02-04,53.8930963107269
2024-02-05,39.778237753155565
2024-02-06,38.495068793376355
2024-02-07,41.061406712934776
2024-02-08,41.061406712934776
2024-02-09,42.34457567271399
2024-02-10,51.32675839116847
2024-02-11,50.04358943138926
2024-02-12,35.928730873817926
2024-02-13,42.34457567271399
2024-02-14,46.194082552051626
2024-02-15,38.495068793376355
2024-02-16,42.34457567271399
2024-02-17,56.45943423028532
2024-02-18,60.30894110962295
2024-02-19,57.74260319006453
2024-02-20,43.6277446324932
2024-02-21,37.211899833597144
2024-02-22,35.928730873817926
2024-02-23,44.91091359227241
2024-02-24,50.04358943138926
2024-02-25,48.76042047161005
2024-02-26,37.211899833597144
2024-02-27,55.17626527050611
2024-02-28,50.04358943138926
2024-02-29,43.6277446324932
2024-03-01,43.6277446324932
2024-03-02,52.60992735094768
2024-03-03,52.60992735094768
2024-03-04,42.34457567271399
2024-03-05,38.495068793376355
2024-03-06,38.495068793376355
2024-03-07,37.211899833597144
2024-03-08,39.778237753155565
2024-03-09,48.76042047161005
2024-03-10,52.60992735094768
2024-03-11,37.211899833597144
2024-03-12,42.34457567271399
2024-03-13,47.477251511830836
2024-03-14,43.6277446324932
2024-03-15,42.34457567271399
2024-03-16,52.60992735094768
2024-03-17,53.8930963107269
2024-03-18,39.778237753155565
2024-03-19,38.495068793376355
2024-03-20,38.495068793376355
2024-03-21,35.928730873817926
2024-03-22,39.778237753155565
2024-03-23,51.32675839116847
2024-03-24,52.60992735094768
2024-03-25,42.34457567271399
2024-03-26,37.211899833597144
2024-03-27,42.34457567271399
2024-03-28,42.34457567271399
2024-03-29,47.477251511830836
2024-03-30,56.45943423028532
2024-03-31,55.17626527050611
2024-04-01,42.34457567271399
2024-04-02,43.6277446324932
2024-04-03,43.6277446324932
2024-04-04,42.34457567271399
2024-04-05,46.194082552051626
2024-04-06,57.74260319006453
2024-04-07,59.02577214984374
2024-04-08,38.495068793376355
2024-04-09,42.34457567271399
2024-04-10,42.34457567271399
2024-04-11,41.061406712934776
2024-04-12,46.194082552051626
2024-04-13,53.8930963107269
2024-04-14,57.74260319006453
2024-04-15,43.6277446324932
2024-04-16,38.495068793376355
2024-04-17,39.778237753155565
2024-04-18,41.061406712934776
2024-04-19,41.061406712934776
2024-04-20,53.8930963107269
2024-04-21,56.45943423028532
2024-04-22,41.061406712934776
2024-04-23,38.495068793376355
2024-04-24,39.778237753155565
2024-04-25,43.6277446324932
2024-04-26,48.76042047161005
2024-04-27,57.74260319006453
2024-04-28,61.59211006940217
2024-04-29,48.76042047161005
2024-04-30,50.04358943138926
2024-05-01,47.477251511830836
2024-05-02,43.6277446324932
2024-05-03,48.76042047161005
2024-05-04,52.60992735094768
2024-05-05,60.30894110962295
2024-05-06,42.34457567271399
2024-05-07,39.778237753155565
2024-05-08,41.061406712934776
2024-05-09,42.34457567271399
2024-05-10,47.477251511830836
2024-05-11,57.74260319006453
2024-05-12,53.8930963107269
2024-05-13,41.061406712934776
2024-05-14,41.061406712934776
2024-05-15,38.495068793376355
2024-05-16,37.211899833597144
2024-05-17,39.778237753155565
2024-05-18,48.76042047161005
2024-05-19,53.8930963107269
2024-05-20,42.34457567271399
2024-05-21,39.778237753155565
2024-05-22,41.061406712934776
2024-05-23,41.061406712934776
2024-05-24,46.194082552051626
2024-05-25,47.477251511830836
2024-05-26,59.02577214984374
2024-05-27,70.57429278785665
2024-05-28,38.495068793376355
2024-05-29,34.645561914038716
2024-05-30,37.211899833597144
2024-05-31,37.211899833597144
2024-06-01,46.194082552051626
2024-06-02,50.04358943138926
2024-06-03,37.211899833597144
2024-06-04,41.061406712934776
2024-06-05,41.061406712934776
2024-06-06,38.495068793376355
2024-06-07,41.061406712934776
2024-06-08,51.32675839116847
2024-06-09,52.60992735094768
2024-06-10,44.91091359227241
2024-06-11,41.061406712934776
2024-06-12,38.495068793376355
2024-06-13,37.211899833597144
2024-06-14,44.91091359227241
2024-06-15,48.76042047161005
2024-06-16,46.194082552051626
2024-06-17,39.778237753155565
2024-06-18,34.645561914038716
2024-06-19,42.34457567271399
2024-06-20,39.778237753155565
2024-06-21,43.6277446324932
2024-06-22,48.76042047161005
2024-06-23,48.76042047161005
2024-06-24,39.778237753155565
2024-06-25,37.211899833597144
2024-06-26,38.495068793376355
2024-06-27,39.778237753155565
2024-06-28,35.928730873817926
2024-06-29,44.91091359227241
2024-06-30,43.6277446324932
2024-07-01,43.6277446324932
2024-07-02,43.6277446324932
2024-07-03,46.194082552051626
2024-07-04,68.00795486829823
2024-07-05,62.87527902918138
2024-07-06,46.194082552051626
2024-07-07,46.194082552051626
2024-07-08,32.079223994480294
2024-07-09,35.928730873817926
2024-07-10,38.495068793376355
2024-07-11,37.211899833597144
2024-07-12,37.211899833597144
2024-07-13,39.778237753155565
2024-07-14,37.211899833597144
2024-07-15,35.928730873817926
2024-07-16,33.362392954259505
2024-07-17,39.778237753155565
2024-07-18,37.211899833597144
2024-07-19,38.495068793376355
2024-07-20,43.6277446324932
2024-07-21,42.34457567271399
2024-07-22,35.928730873817926
2024-07-23,35.928730873817926
2024-07-24,33.362392954259505
2024-07-25,32.079223994480294
2024-07-26,35.928730873817926
2024-07-27,38.495068793376355
2024-07-28,41.061406712934776
2024-07-29,34.645561914038716
2024-07-30,33.362392954259505
2024-07-31,34.645561914038716
2024-08-01,34.645561914038716
2024-08-02,35.928730873817926
2024-08-03,42.34457567271399
2024-08-04,43.6277446324932
2024-08-05,30.796055034701084
2024-08-06,33.362392954259505
2024-08-07,34.645561914038716
2024-08-08,33.362392954259505
2024-08-09,38.495068793376355
2024-08-10,42.34457567271399
2024-08-11,46.194082552051626
2024-08-12,35.928730873817926
2024-08-13,37.211899833597144
2024-08-14,38.495068793376355
2024-08-15,35.928730873817926
2024-08-16,37.211899833597144
2024-08-17,42.34457567271399
2024-08-18,43.879581531141454
2024-08-19,36.25851728871446
2024-08-20,32.86271656805265
2024-08-21,34.97534832893524
2024-08-22,34.97534832893524
2024-08-23,32.86271656805265
2024-08-24,41.76694977025886
2024-08-25,47.275382251803265
2024-08-26,35.61693280882485
2024-08-27,32.86271656805265
2024-08-28,32.86271656805265
2024-08-29,34.97534832893524
2024-08-30,36.25851728871446
2024-08-31,44.521166011031056
2024-09-01,50.02959849257547
2024-09-02,58.933831694781674
2024-09-03,38.37114904959705
2024-09-04,34.97534832893524
2024-09-05,30.108500327280446
2024-09-06,32.221132088163046
2024-09-07,43.879581531141454
2024-09-08,41.12536529036925
2024-09-09,32.86271656805265
2024-09-10,32.221132088163046
2024-09-11,29.466915847390837
2024-09-12,32.221132088163046
2024-09-13,34.97534832893524
2024-09-14,43.879581531141454
2024-09-15,43.879581531141454
2024-09-16,32.221132088163046
2024-09-17,35.30513474383177
2024-09-18,35.30513474383177
2024-09-19,35.30513474383177
2024-09-20,35.30513474383177
2024-09-21,44.13141842978971
2024-09-22,41.18932386780373
2024-09-23,35.30513474383177
2024-09-24,32.36304018184579
2024-09-25,32.36304018184579
2024-09-26,35.30513474383177
2024-09-27,35.30513474383177
2024-09-28,44.13141842978971
2024-09-29,44.13141842978971
2024-09-30,35.30513474383177
2024-10-01,35.30513474383177
