Time,patrick_mahomes
2022-09-09,2.833333333333333
2022-09-10,2.833333333333333
2022-09-11,11.333333333333332
2022-09-12,8.0
2022-09-13,5.166666666666666
2022-09-14,3.333333333333333
2022-09-15,6.166666666666666
2022-09-16,17.0
2022-09-17,5.166666666666666
2022-09-18,5.166666666666666
2022-09-19,3.333333333333333
2022-09-20,2.833333333333333
2022-09-21,2.333333333333333
2022-09-22,2.333333333333333
2022-09-23,2.833333333333333
2022-09-24,2.833333333333333
2022-09-25,8.0
2022-09-26,5.166666666666666
2022-09-27,2.833333333333333
2022-09-28,2.6666666666666665
2022-09-29,2.6666666666666665
2022-09-30,2.6666666666666665
2022-10-01,2.6666666666666665
2022-10-02,5.333333333333333
2022-10-03,29.333333333333332
2022-10-04,5.333333333333333
2022-10-05,2.6666666666666665
2022-10-06,2.6666666666666665
2022-10-07,2.6666666666666665
2022-10-08,2.6666666666666665
2022-10-09,5.333333333333333
2022-10-10,5.333333333333333
2022-10-11,16.0
2022-10-12,2.6666666666666665
2022-10-13,2.6666666666666665
2022-10-14,2.6666666666666665
2022-10-15,2.6666666666666665
2022-10-16,16.0
2022-10-17,5.333333333333333
2022-10-18,2.6666666666666665
2022-10-19,2.6666666666666665
2022-10-20,2.6666666666666665
2022-10-21,2.6666666666666665
2022-10-22,2.6666666666666665
2022-10-23,10.666666666666666
2022-10-24,5.333333333333333
2022-10-25,2.6666666666666665
2022-10-26,2.6666666666666665
2022-10-27,2.6666666666666665
2022-10-28,2.6666666666666665
2022-10-29,2.6666666666666665
2022-10-30,5.333333333333333
2022-10-31,2.6666666666666665
2022-11-01,2.6666666666666665
2022-11-02,2.6666666666666665
2022-11-03,2.6666666666666665
2022-11-04,2.6666666666666665
2022-11-05,2.6666666666666665
2022-11-06,5.333333333333333
2022-11-07,16.0
2022-11-08,2.6666666666666665
2022-11-09,2.6666666666666665
2022-11-10,2.6666666666666665
2022-11-11,2.6666666666666665
2022-11-12,2.6666666666666665
2022-11-13,8.0
2022-11-14,5.333333333333333
2022-11-15,2.6666666666666665
2022-11-16,2.6666666666666665
2022-11-17,2.6666666666666665
2022-11-18,2.6666666666666665
2022-11-19,2.6666666666666665
2022-11-20,5.333333333333333
2022-11-21,16.0
2022-11-22,5.333333333333333
2022-11-23,2.6666666666666665
2022-11-24,5.333333333333333
2022-11-25,5.333333333333333
2022-11-26,2.6666666666666665
2022-11-27,10.666666666666666
2022-11-28,8.0
2022-11-29,10.666666666666666
2022-11-30,5.333333333333333
2022-12-01,5.333333333333333
2022-12-02,5.333333333333333
2022-12-03,5.333333333333333
2022-12-04,10.666666666666666
2022-12-05,8.0
2022-12-06,5.333333333333333
2022-12-07,2.6666666666666665
2022-12-08,2.6666666666666665
2022-12-09,2.6666666666666665
2022-12-10,2.6666666666666665
2022-12-11,8.0
2022-12-12,8.0
2022-12-13,5.333333333333333
2022-12-14,2.6666666666666665
2022-12-15,2.6666666666666665
2022-12-16,2.6666666666666665
2022-12-17,2.6666666666666665
2022-12-18,10.666666666666666
2022-12-19,5.333333333333333
2022-12-20,2.6666666666666665
2022-12-21,2.6666666666666665
2022-12-22,2.6666666666666665
2022-12-23,2.6666666666666665
2022-12-24,8.0
2022-12-25,8.0
2022-12-26,5.333333333333333
2022-12-27,2.6666666666666665
2022-12-28,2.6666666666666665
2022-12-29,2.6666666666666665
2022-12-30,2.6666666666666665
2022-12-31,2.6666666666666665
2023-01-01,10.666666666666666
2023-01-02,8.0
2023-01-03,5.333333333333333
2023-01-04,2.6666666666666665
2023-01-05,2.6666666666666665
2023-01-06,2.6666666666666665
2023-01-07,13.333333333333332
2023-01-08,13.333333333333332
2023-01-09,5.333333333333333
2023-01-10,5.333333333333333
2023-01-11,5.333333333333333
2023-01-12,2.6666666666666665
2023-01-13,2.6666666666666665
2023-01-14,5.333333333333333
2023-01-15,8.0
2023-01-16,5.333333333333333
2023-01-17,5.333333333333333
2023-01-18,5.333333333333333
2023-01-19,2.6666666666666665
2023-01-20,2.6666666666666665
2023-01-21,56.0
2023-01-22,56.0
2023-01-23,26.666666666666664
2023-01-24,16.0
2023-01-25,13.333333333333332
2023-01-26,10.666666666666666
2023-01-27,10.666666666666666
2023-01-28,10.666666666666666
2023-01-29,34.666666666666664
2023-01-30,101.33333333333333
2023-01-31,24.0
2023-02-01,13.333333333333332
2023-02-02,13.333333333333332
2023-02-03,10.666666666666666
2023-02-04,10.666666666666666
2023-02-05,13.333333333333332
2023-02-06,10.666666666666666
2023-02-07,10.666666666666666
2023-02-08,10.666666666666666
2023-02-09,13.333333333333332
2023-02-10,24.0
2023-02-11,18.666666666666664
2023-02-12,101.33333333333333
2023-02-13,266.66666666666663
2023-02-14,77.33333333333333
2023-02-15,32.0
2023-02-16,21.333333333333332
2023-02-17,16.0
2023-02-18,16.0
2023-02-19,10.666666666666666
2023-02-20,8.0
2023-02-21,8.0
2023-02-22,8.0
2023-02-23,5.333333333333333
2023-02-24,5.333333333333333
2023-02-25,8.0
2023-02-26,5.333333333333333
2023-02-27,5.333333333333333
2023-02-28,5.333333333333333
2023-03-01,5.333333333333333
2023-03-02,2.6666666666666665
2023-03-03,2.6666666666666665
2023-03-04,5.333333333333333
2023-03-05,5.333333333333333
2023-03-06,5.333333333333333
2023-03-07,5.333333333333333
2023-03-08,5.333333333333333
2023-03-09,2.6666666666666665
2023-03-10,2.6666666666666665
2023-03-11,2.6666666666666665
2023-03-12,2.6666666666666665
2023-03-13,2.6666666666666665
2023-03-14,2.6666666666666665
2023-03-15,2.6666666666666665
2023-03-16,2.6666666666666665
2023-03-17,2.6666666666666665
2023-03-18,2.6666666666666665
2023-03-19,2.6666666666666665
2023-03-20,2.6666666666666665
2023-03-21,2.6666666666666665
2023-03-22,2.6666666666666665
2023-03-23,2.6666666666666665
2023-03-24,2.6666666666666665
2023-03-25,2.6666666666666665
2023-03-26,5.333333333333333
2023-03-27,2.6666666666666665
2023-03-28,2.6666666666666665
2023-03-29,2.6666666666666665
2023-03-30,2.6666666666666665
2023-03-31,2.6666666666666665
2023-04-01,2.6666666666666665
2023-04-02,2.6666666666666665
2023-04-03,2.6666666666666665
2023-04-04,2.6666666666666665
2023-04-05,2.6666666666666665
2023-04-06,2.6666666666666665
2023-04-07,2.6666666666666665
2023-04-08,2.6666666666666665
2023-04-09,2.6666666666666665
2023-04-10,2.6666666666666665
2023-04-11,2.6666666666666665
2023-04-12,2.6666666666666665
2023-04-13,2.6666666666666665
2023-04-14,2.6666666666666665
2023-04-15,2.6666666666666665
2023-04-16,2.6666666666666665
2023-04-17,5.333333333333333
2023-04-18,2.6666666666666665
2023-04-19,2.6666666666666665
2023-04-20,2.6666666666666665
2023-04-21,2.6666666666666665
2023-04-22,2.6666666666666665
2023-04-23,2.6666666666666665
2023-04-24,2.6666666666666665
2023-04-25,2.6666666666666665
2023-04-26,2.8571428571428568
2023-04-27,3.3650793650793647
2023-04-28,6.730158730158729
2023-04-29,5.4603174603174605
2023-04-30,2.8571428571428568
2023-05-01,2.603174603174603
2023-05-02,3.1111111111111107
2023-05-03,8.571428571428571
2023-05-04,6.476190476190476
2023-05-05,6.222222222222221
2023-05-06,8.317460317460316
2023-05-07,6.222222222222221
2023-05-08,6.222222222222221
2023-05-09,3.3650793650793647
2023-05-10,3.1111111111111107
2023-05-11,2.603174603174603
2023-05-12,2.8571428571428568
2023-05-13,2.603174603174603
2023-05-14,2.8571428571428568
2023-05-15,2.603174603174603
2023-05-16,2.603174603174603
2023-05-17,2.603174603174603
2023-05-18,2.603174603174603
2023-05-19,2.603174603174603
2023-05-20,2.349206349206349
2023-05-21,2.349206349206349
2023-05-22,2.349206349206349
2023-05-23,2.349206349206349
2023-05-24,2.349206349206349
2023-05-25,2.603174603174603
2023-05-26,2.5396825396825395
2023-05-27,2.5396825396825395
2023-05-28,2.5396825396825395
2023-05-29,2.0317460317460316
2023-05-30,2.0317460317460316
2023-05-31,2.0317460317460316
2023-06-01,1.5238095238095237
2023-06-02,2.0317460317460316
2023-06-03,2.5396825396825395
2023-06-04,2.5396825396825395
2023-06-05,2.5396825396825395
2023-06-06,3.0476190476190474
2023-06-07,5.079365079365079
2023-06-08,3.0476190476190474
2023-06-09,2.5396825396825395
2023-06-10,2.5396825396825395
2023-06-11,2.5396825396825395
2023-06-12,2.5396825396825395
2023-06-13,2.5396825396825395
2023-06-14,2.5396825396825395
2023-06-15,3.0476190476190474
2023-06-16,5.079365079365079
2023-06-17,3.5555555555555554
2023-06-18,3.0476190476190474
2023-06-19,2.0317460317460316
2023-06-20,2.5396825396825395
2023-06-21,3.0476190476190474
2023-06-22,2.5396825396825395
2023-06-23,2.5396825396825395
2023-06-24,2.5396825396825395
2023-06-25,2.5396825396825395
2023-06-26,2.0317460317460316
2023-06-27,2.0317460317460316
2023-06-28,2.0317460317460316
2023-06-29,3.0476190476190474
2023-06-30,5.587301587301587
2023-07-01,2.5396825396825395
2023-07-02,2.5396825396825395
2023-07-03,3.0476190476190474
2023-07-04,2.5396825396825395
2023-07-05,2.0317460317460316
2023-07-06,2.0317460317460316
2023-07-07,2.0317460317460316
2023-07-08,3.0476190476190474
2023-07-09,3.5555555555555554
2023-07-10,3.0476190476190474
2023-07-11,6.603174603174603
2023-07-12,8.126984126984127
2023-07-13,12.19047619047619
2023-07-14,10.666666666666666
2023-07-15,14.73015873015873
2023-07-16,19.3015873015873
2023-07-17,11.682539682539682
2023-07-18,9.65079365079365
2023-07-19,9.65079365079365
2023-07-20,9.142857142857142
2023-07-21,10.158730158730158
2023-07-22,11.682539682539682
2023-07-23,12.698412698412698
2023-07-24,8.126984126984127
2023-07-25,7.111111111111111
2023-07-26,7.111111111111111
2023-07-27,6.095238095238095
2023-07-28,5.587301587301587
2023-07-29,7.111111111111111
2023-07-30,7.111111111111111
2023-07-31,5.079365079365079
2023-08-01,4.571428571428571
2023-08-02,4.571428571428571
2023-08-03,4.571428571428571
2023-08-04,4.571428571428571
2023-08-05,5.079365079365079
2023-08-06,9.65079365079365
2023-08-07,5.587301587301587
2023-08-08,5.079365079365079
2023-08-09,4.063492063492063
2023-08-10,4.063492063492063
2023-08-11,5.079365079365079
2023-08-12,6.603174603174603
2023-08-13,10.666666666666666
2023-08-14,6.095238095238095
2023-08-15,6.603174603174603
2023-08-16,6.095238095238095
2023-08-17,4.571428571428571
2023-08-18,5.079365079365079
2023-08-19,5.587301587301587
2023-08-20,7.111111111111111
2023-08-21,4.571428571428571
2023-08-22,4.571428571428571
2023-08-23,4.063492063492063
2023-08-24,4.063492063492063
2023-08-25,6.095238095238095
2023-08-26,6.603174603174603
2023-08-27,6.603174603174603
2023-08-28,6.095238095238095
2023-08-29,5.587301587301587
2023-08-30,4.571428571428571
2023-08-31,4.571428571428571
2023-09-01,4.571428571428571
2023-09-02,5.079365079365079
2023-09-03,9.142857142857142
2023-09-04,6.603174603174603
2023-09-05,5.079365079365079
2023-09-06,5.587301587301587
2023-09-07,12.698412698412698
2023-09-08,36.57142857142857
2023-09-09,7.619047619047619
2023-09-10,10.158730158730158
2023-09-11,6.603174603174603
2023-09-12,6.603174603174603
2023-09-13,5.079365079365079
2023-09-14,4.571428571428571
2023-09-15,5.079365079365079
2023-09-16,5.079365079365079
2023-09-17,19.80952380952381
2023-09-18,8.634920634920634
2023-09-19,8.126984126984127
2023-09-20,5.079365079365079
2023-09-21,4.571428571428571
2023-09-22,6.095238095238095
2023-09-23,5.079365079365079
2023-09-24,22.857142857142854
2023-09-25,17.26984126984127
2023-09-26,9.65079365079365
2023-09-27,6.603174603174603
2023-09-28,6.095238095238095
2023-09-29,6.603174603174603
2023-09-30,6.095238095238095
2023-10-01,12.19047619047619
2023-10-02,30.98412698412698
2023-10-03,8.126984126984127
2023-10-04,5.587301587301587
2023-10-05,5.079365079365079
2023-10-06,5.587301587301587
2023-10-07,5.079365079365079
2023-10-08,14.222222222222221
2023-10-09,8.126984126984127
2023-10-10,5.079365079365079
2023-10-11,4.571428571428571
2023-10-12,10.158730158730158
2023-10-13,18.79365079365079
2023-10-14,5.587301587301587
2023-10-15,7.111111111111111
2023-10-16,5.079365079365079
2023-10-17,5.079365079365079
2023-10-18,4.063492063492063
2023-10-19,4.571428571428571
2023-10-20,5.079365079365079
2023-10-21,5.079365079365079
2023-10-22,20.317460317460316
2023-10-23,13.206349206349206
2023-10-24,8.126984126984127
2023-10-25,5.079365079365079
2023-10-26,5.079365079365079
2023-10-27,5.587301587301587
2023-10-28,6.095238095238095
2023-10-29,19.3015873015873
2023-10-30,12.698412698412698
2023-10-31,6.095238095238095
2023-11-01,4.063492063492063
2023-11-02,4.063492063492063
2023-11-03,4.063492063492063
2023-11-04,4.571428571428571
2023-11-05,14.73015873015873
2023-11-06,6.095238095238095
2023-11-07,4.063492063492063
2023-11-08,3.5555555555555554
2023-11-09,4.063492063492063
2023-11-10,4.571428571428571
2023-11-11,4.571428571428571
2023-11-12,6.095238095238095
2023-11-13,5.079365079365079
2023-11-14,6.095238095238095
2023-11-15,7.111111111111111
2023-11-16,7.619047619047619
2023-11-17,5.079365079365079
2023-11-18,4.571428571428571
2023-11-19,6.095238095238095
2023-11-20,9.142857142857142
2023-11-21,25.396825396825395
2023-11-22,5.079365079365079
2023-11-23,6.603174603174603
2023-11-24,6.603174603174603
2023-11-25,5.079365079365079
2023-11-26,10.158730158730158
2023-11-27,7.111111111111111
2023-11-28,4.571428571428571
2023-11-29,4.063492063492063
2023-11-30,4.063492063492063
2023-12-01,4.063492063492063
2023-12-02,4.571428571428571
2023-12-03,6.603174603174603
2023-12-04,16.76190476190476
2023-12-05,5.079365079365079
2023-12-06,3.5555555555555554
2023-12-07,3.5555555555555554
2023-12-08,4.063492063492063
2023-12-09,4.571428571428571
2023-12-10,11.174603174603174
2023-12-11,43.17460317460317
2023-12-12,16.253968253968253
2023-12-13,9.65079365079365
2023-12-14,6.603174603174603
2023-12-15,5.079365079365079
2023-12-16,5.079365079365079
2023-12-17,15.238095238095237
2023-12-18,8.126984126984127
2023-12-19,5.587301587301587
2023-12-20,4.063492063492063
2023-12-21,4.063492063492063
2023-12-22,5.587301587301587
2023-12-23,3.9365079365079363
2023-12-24,6.603174603174603
2023-12-25,31.999999999999996
2023-12-26,15.365079365079364
2023-12-27,6.603174603174603
2023-12-28,6.095238095238095
2023-12-29,6.603174603174603
2023-12-30,6.857142857142857
2023-12-31,13.206349206349206
2024-01-01,11.936507936507937
2024-01-02,6.095238095238095
2024-01-03,5.587301587301587
2024-01-04,6.857142857142857
2024-01-05,6.095238095238095
2024-01-06,5.841269841269841
2024-01-07,10.031746031746032
2024-01-08,6.857142857142857
2024-01-09,3.6825396825396823
2024-01-10,3.6825396825396823
2024-01-11,3.4285714285714284
2024-01-12,3.4285714285714284
2024-01-13,11.936507936507937
2024-01-14,53.460317460317455
2024-01-15,15.619047619047617
2024-01-16,10.285714285714285
2024-01-17,6.603174603174603
2024-01-18,6.349206349206349
2024-01-19,6.857142857142857
2024-01-20,12.444444444444443
2024-01-21,26.41269841269841
2024-01-22,72.63492063492063
2024-01-23,16.507936507936506
2024-01-24,13.206349206349206
2024-01-25,9.904761904761905
2024-01-26,9.904761904761905
2024-01-27,13.206349206349206
2024-01-28,92.44444444444444
2024-01-29,62.73015873015873
2024-01-30,23.11111111111111
2024-01-31,19.80952380952381
2024-02-01,19.80952380952381
2024-02-02,16.507936507936506
2024-02-03,13.206349206349206
2024-02-04,29.71428571428571
2024-02-05,42.92063492063492
2024-02-06,23.11111111111111
2024-02-07,19.80952380952381
2024-02-08,16.507936507936506
2024-02-09,23.11111111111111
2024-02-10,26.41269841269841
2024-02-11,112.25396825396825
2024-02-12,330.1587301587301
2024-02-13,66.03174603174602
2024-02-14,33.01587301587301
2024-02-15,26.41269841269841
2024-02-16,23.11111111111111
2024-02-17,19.80952380952381
2024-02-18,13.206349206349206
2024-02-19,9.904761904761905
2024-02-20,9.904761904761905
2024-02-21,6.603174603174603
2024-02-22,6.603174603174603
2024-02-23,6.603174603174603
2024-02-24,6.603174603174603
2024-02-25,9.904761904761905
2024-02-26,6.603174603174603
2024-02-27,6.603174603174603
2024-02-28,6.603174603174603
2024-02-29,6.603174603174603
2024-03-01,3.3015873015873014
2024-03-02,3.3015873015873014
2024-03-03,6.603174603174603
2024-03-04,3.3015873015873014
2024-03-05,3.3015873015873014
2024-03-06,3.3015873015873014
2024-03-07,3.3015873015873014
2024-03-08,3.3015873015873014
2024-03-09,3.3015873015873014
2024-03-10,3.3015873015873014
2024-03-11,3.3015873015873014
2024-03-12,3.3015873015873014
2024-03-13,6.603174603174603
2024-03-14,3.3015873015873014
2024-03-15,3.3015873015873014
2024-03-16,6.603174603174603
2024-03-17,6.603174603174603
2024-03-18,6.603174603174603
2024-03-19,3.3015873015873014
2024-03-20,3.3015873015873014
2024-03-21,3.3015873015873014
2024-03-22,3.3015873015873014
2024-03-23,3.3015873015873014
2024-03-24,3.3015873015873014
2024-03-25,3.3015873015873014
2024-03-26,3.3015873015873014
2024-03-27,3.3015873015873014
2024-03-28,3.3015873015873014
2024-03-29,3.3015873015873014
2024-03-30,3.3015873015873014
2024-03-31,3.3015873015873014
2024-04-01,3.3015873015873014
2024-04-02,3.3015873015873014
2024-04-03,3.3015873015873014
2024-04-04,3.3015873015873014
2024-04-05,3.3015873015873014
2024-04-06,3.3015873015873014
2024-04-07,3.3015873015873014
2024-04-08,3.3015873015873014
2024-04-09,3.3015873015873014
2024-04-10,3.3015873015873014
2024-04-11,3.3015873015873014
2024-04-12,3.3015873015873014
2024-04-13,3.3015873015873014
2024-04-14,3.3015873015873014
2024-04-15,3.3015873015873014
2024-04-16,3.3015873015873014
2024-04-17,3.3015873015873014
2024-04-18,3.3015873015873014
2024-04-19,3.3015873015873014
2024-04-20,3.3015873015873014
2024-04-21,3.3015873015873014
2024-04-22,3.3015873015873014
2024-04-23,3.3015873015873014
2024-04-24,3.3015873015873014
2024-04-25,3.3015873015873014
2024-04-26,6.603174603174603
2024-04-27,3.3015873015873014
2024-04-28,3.3015873015873014
2024-04-29,3.3015873015873014
2024-04-30,3.3015873015873014
2024-05-01,3.3015873015873014
2024-05-02,3.3015873015873014
2024-05-03,3.3015873015873014
2024-05-04,3.3015873015873014
2024-05-05,3.3015873015873014
2024-05-06,3.3015873015873014
2024-05-07,3.3015873015873014
2024-05-08,3.3015873015873014
2024-05-09,3.3015873015873014
2024-05-10,3.3015873015873014
2024-05-11,3.3015873015873014
2024-05-12,3.3015873015873014
2024-05-13,3.3015873015873014
2024-05-14,3.3015873015873014
2024-05-15,3.3015873015873014
2024-05-16,3.3015873015873014
2024-05-17,3.3015873015873014
2024-05-18,3.3015873015873014
2024-05-19,3.3015873015873014
2024-05-20,3.3015873015873014
2024-05-21,3.3015873015873014
2024-05-22,3.3015873015873014
2024-05-23,3.3015873015873014
2024-05-24,3.3015873015873014
2024-05-25,3.3015873015873014
2024-05-26,3.3015873015873014
2024-05-27,9.904761904761905
2024-05-28,3.3015873015873014
2024-05-29,3.3015873015873014
2024-05-30,3.3015873015873014
2024-05-31,3.3015873015873014
2024-06-01,3.3015873015873014
2024-06-02,3.3015873015873014
2024-06-03,3.3015873015873014
2024-06-04,3.3015873015873014
2024-06-05,3.3015873015873014
2024-06-06,3.3015873015873014
2024-06-07,3.3015873015873014
2024-06-08,3.3015873015873014
2024-06-09,3.3015873015873014
2024-06-10,3.3015873015873014
2024-06-11,3.3015873015873014
2024-06-12,3.3015873015873014
2024-06-13,6.603174603174603
2024-06-14,3.3015873015873014
2024-06-15,3.3015873015873014
2024-06-16,3.3015873015873014
2024-06-17,3.3015873015873014
2024-06-18,3.3015873015873014
2024-06-19,3.3015873015873014
2024-06-20,3.3015873015873014
2024-06-21,3.3015873015873014
2024-06-22,3.3015873015873014
2024-06-23,3.3015873015873014
2024-06-24,3.3015873015873014
2024-06-25,3.3015873015873014
2024-06-26,3.3015873015873014
2024-06-27,3.3015873015873014
2024-06-28,3.3015873015873014
2024-06-29,3.3015873015873014
2024-06-30,3.3015873015873014
2024-07-01,3.3015873015873014
2024-07-02,3.3015873015873014
2024-07-03,3.3015873015873014
2024-07-04,3.3015873015873014
2024-07-05,3.3015873015873014
2024-07-06,3.3015873015873014
2024-07-07,3.3015873015873014
2024-07-08,3.3015873015873014
2024-07-09,3.3015873015873014
2024-07-10,3.3015873015873014
2024-07-11,3.3015873015873014
2024-07-12,6.603174603174603
2024-07-13,6.603174603174603
2024-07-14,3.3015873015873014
2024-07-15,3.3015873015873014
2024-07-16,3.3015873015873014
2024-07-17,3.3015873015873014
2024-07-18,3.3015873015873014
2024-07-19,3.3015873015873014
2024-07-20,3.3015873015873014
2024-07-21,3.3015873015873014
2024-07-22,3.3015873015873014
2024-07-23,3.3015873015873014
2024-07-24,3.3015873015873014
2024-07-25,3.3015873015873014
2024-07-26,3.3015873015873014
2024-07-27,6.603174603174603
2024-07-28,3.3015873015873014
2024-07-29,3.3015873015873014
2024-07-30,3.3015873015873014
2024-07-31,3.3015873015873014
2024-08-01,3.3015873015873014
2024-08-02,3.3015873015873014
2024-08-03,3.3015873015873014
2024-08-04,3.3015873015873014
2024-08-05,3.3015873015873014
2024-08-06,3.3015873015873014
2024-08-07,3.3015873015873014
2024-08-08,3.3015873015873014
2024-08-09,3.3015873015873014
2024-08-10,3.3015873015873014
2024-08-11,3.3015873015873014
2024-08-12,3.3015873015873014
2024-08-13,3.3015873015873014
2024-08-14,3.3015873015873014
2024-08-15,3.3015873015873014
2024-08-16,3.3015873015873014
2024-08-17,6.603174603174603
2024-08-18,9.079365079365079
2024-08-19,4.1269841269841265
2024-08-20,3.3015873015873014
2024-08-21,3.3015873015873014
2024-08-22,3.3015873015873014
2024-08-23,4.1269841269841265
2024-08-24,5.777777777777778
2024-08-25,5.777777777777778
2024-08-26,3.3015873015873014
2024-08-27,4.1269841269841265
2024-08-28,5.777777777777778
2024-08-29,5.777777777777778
2024-08-30,4.1269841269841265
2024-08-31,5.777777777777778
2024-09-01,6.603174603174603
2024-09-02,5.777777777777778
2024-09-03,4.1269841269841265
2024-09-04,5.777777777777778
2024-09-05,12.38095238095238
2024-09-06,32.19047619047619
