Time,patrick_mahomes
2022-09-09,2.9117647058823533
2022-09-10,2.9117647058823533
2022-09-11,11.647058823529413
2022-09-12,8.235294117647058
2022-09-13,5.3235294117647065
2022-09-14,3.4117647058823533
2022-09-15,6.3235294117647065
2022-09-16,17.470588235294116
2022-09-17,5.3235294117647065
2022-09-18,5.3235294117647065
2022-09-19,3.4117647058823533
2022-09-20,2.9117647058823533
2022-09-21,2.4117647058823533
2022-09-22,2.4117647058823533
2022-09-23,2.9117647058823533
2022-09-24,2.9117647058823533
2022-09-25,8.235294117647058
2022-09-26,5.3235294117647065
2022-09-27,2.9117647058823533
2022-09-28,2.823529411764706
2022-09-29,2.823529411764706
2022-09-30,2.823529411764706
2022-10-01,2.823529411764706
2022-10-02,5.647058823529412
2022-10-03,31.058823529411768
2022-10-04,5.647058823529412
2022-10-05,2.823529411764706
2022-10-06,2.823529411764706
2022-10-07,2.823529411764706
2022-10-08,2.823529411764706
2022-10-09,5.647058823529412
2022-10-10,5.647058823529412
2022-10-11,16.941176470588236
2022-10-12,2.823529411764706
2022-10-13,2.823529411764706
2022-10-14,2.823529411764706
2022-10-15,2.823529411764706
2022-10-16,16.941176470588236
2022-10-17,5.647058823529412
2022-10-18,2.823529411764706
2022-10-19,2.823529411764706
2022-10-20,2.823529411764706
2022-10-21,2.823529411764706
2022-10-22,2.823529411764706
2022-10-23,11.294117647058824
2022-10-24,5.647058823529412
2022-10-25,2.823529411764706
2022-10-26,2.823529411764706
2022-10-27,2.823529411764706
2022-10-28,2.823529411764706
2022-10-29,2.823529411764706
2022-10-30,5.647058823529412
2022-10-31,2.823529411764706
2022-11-01,2.823529411764706
2022-11-02,2.823529411764706
2022-11-03,2.823529411764706
2022-11-04,2.823529411764706
2022-11-05,2.823529411764706
2022-11-06,5.647058823529412
2022-11-07,16.941176470588236
2022-11-08,2.823529411764706
2022-11-09,2.823529411764706
2022-11-10,2.823529411764706
2022-11-11,2.823529411764706
2022-11-12,2.823529411764706
2022-11-13,8.470588235294118
2022-11-14,5.647058823529412
2022-11-15,2.823529411764706
2022-11-16,2.823529411764706
2022-11-17,2.823529411764706
2022-11-18,2.823529411764706
2022-11-19,2.823529411764706
2022-11-20,5.647058823529412
2022-11-21,16.941176470588236
2022-11-22,5.647058823529412
2022-11-23,2.823529411764706
2022-11-24,5.647058823529412
2022-11-25,5.647058823529412
2022-11-26,2.823529411764706
2022-11-27,11.294117647058824
2022-11-28,8.470588235294118
2022-11-29,11.294117647058824
2022-11-30,5.647058823529412
2022-12-01,5.647058823529412
2022-12-02,5.647058823529412
2022-12-03,5.647058823529412
2022-12-04,11.294117647058824
2022-12-05,8.470588235294118
2022-12-06,5.647058823529412
2022-12-07,2.823529411764706
2022-12-08,2.823529411764706
2022-12-09,2.823529411764706
2022-12-10,2.823529411764706
2022-12-11,8.470588235294118
2022-12-12,8.470588235294118
2022-12-13,5.647058823529412
2022-12-14,2.823529411764706
2022-12-15,2.823529411764706
2022-12-16,2.823529411764706
2022-12-17,2.823529411764706
2022-12-18,11.294117647058824
2022-12-19,5.647058823529412
2022-12-20,2.823529411764706
2022-12-21,2.823529411764706
2022-12-22,2.823529411764706
2022-12-23,2.823529411764706
2022-12-24,8.470588235294118
2022-12-25,8.470588235294118
2022-12-26,5.647058823529412
2022-12-27,2.823529411764706
2022-12-28,2.823529411764706
2022-12-29,2.823529411764706
2022-12-30,2.823529411764706
2022-12-31,2.823529411764706
2023-01-01,11.294117647058824
2023-01-02,8.470588235294118
2023-01-03,5.647058823529412
2023-01-04,2.823529411764706
2023-01-05,2.823529411764706
2023-01-06,2.823529411764706
2023-01-07,14.11764705882353
2023-01-08,14.11764705882353
2023-01-09,5.647058823529412
2023-01-10,5.647058823529412
2023-01-11,5.647058823529412
2023-01-12,2.823529411764706
2023-01-13,2.823529411764706
2023-01-14,5.647058823529412
2023-01-15,8.470588235294118
2023-01-16,5.647058823529412
2023-01-17,5.647058823529412
2023-01-18,5.647058823529412
2023-01-19,2.823529411764706
2023-01-20,2.823529411764706
2023-01-21,59.294117647058826
2023-01-22,59.294117647058826
2023-01-23,28.23529411764706
2023-01-24,16.941176470588236
2023-01-25,14.11764705882353
2023-01-26,11.294117647058824
2023-01-27,11.294117647058824
2023-01-28,11.294117647058824
2023-01-29,36.70588235294118
2023-01-30,107.29411764705883
2023-01-31,25.411764705882355
2023-02-01,14.11764705882353
2023-02-02,14.11764705882353
2023-02-03,11.294117647058824
2023-02-04,11.294117647058824
2023-02-05,14.11764705882353
2023-02-06,11.294117647058824
2023-02-07,11.294117647058824
2023-02-08,11.294117647058824
2023-02-09,14.11764705882353
2023-02-10,25.411764705882355
2023-02-11,19.764705882352942
2023-02-12,107.29411764705883
2023-02-13,282.3529411764706
2023-02-14,81.88235294117648
2023-02-15,33.88235294117647
2023-02-16,22.58823529411765
2023-02-17,16.941176470588236
2023-02-18,16.941176470588236
2023-02-19,11.294117647058824
2023-02-20,8.470588235294118
2023-02-21,8.470588235294118
2023-02-22,8.470588235294118
2023-02-23,5.647058823529412
2023-02-24,5.647058823529412
2023-02-25,8.470588235294118
2023-02-26,5.647058823529412
2023-02-27,5.647058823529412
2023-02-28,5.647058823529412
2023-03-01,5.647058823529412
2023-03-02,2.823529411764706
2023-03-03,2.823529411764706
2023-03-04,5.647058823529412
2023-03-05,5.647058823529412
2023-03-06,5.647058823529412
2023-03-07,5.647058823529412
2023-03-08,5.647058823529412
2023-03-09,2.823529411764706
2023-03-10,2.823529411764706
2023-03-11,2.823529411764706
2023-03-12,2.823529411764706
2023-03-13,2.823529411764706
2023-03-14,2.823529411764706
2023-03-15,2.823529411764706
2023-03-16,2.823529411764706
2023-03-17,2.823529411764706
2023-03-18,2.823529411764706
2023-03-19,2.823529411764706
2023-03-20,2.823529411764706
2023-03-21,2.823529411764706
2023-03-22,2.823529411764706
2023-03-23,2.823529411764706
2023-03-24,2.823529411764706
2023-03-25,2.823529411764706
2023-03-26,5.647058823529412
2023-03-27,2.823529411764706
2023-03-28,2.823529411764706
2023-03-29,2.823529411764706
2023-03-30,2.823529411764706
2023-03-31,2.823529411764706
2023-04-01,2.823529411764706
2023-04-02,2.823529411764706
2023-04-03,2.823529411764706
2023-04-04,2.823529411764706
2023-04-05,2.823529411764706
2023-04-06,2.823529411764706
2023-04-07,2.823529411764706
2023-04-08,2.823529411764706
2023-04-09,2.823529411764706
2023-04-10,2.823529411764706
2023-04-11,2.823529411764706
2023-04-12,2.823529411764706
2023-04-13,2.823529411764706
2023-04-14,2.823529411764706
2023-04-15,2.823529411764706
2023-04-16,2.823529411764706
2023-04-17,5.647058823529412
2023-04-18,2.823529411764706
2023-04-19,2.823529411764706
2023-04-20,2.823529411764706
2023-04-21,2.823529411764706
2023-04-22,2.823529411764706
2023-04-23,2.823529411764706
2023-04-24,2.823529411764706
2023-04-25,2.823529411764706
2023-04-26,2.9288849868305533
2023-04-27,3.4345917471466203
2023-04-28,6.869183494293241
2023-04-29,5.604916593503074
2023-04-30,2.9288849868305533
2023-05-01,2.6760316066725203
2023-05-02,3.1817383669885864
2023-05-03,8.78665496049166
2023-05-04,6.616330114135207
2023-05-05,6.363476733977173
2023-05-06,8.533801580333627
2023-05-07,6.363476733977173
2023-05-08,6.363476733977173
2023-05-09,3.4345917471466203
2023-05-10,3.1817383669885864
2023-05-11,2.6760316066725203
2023-05-12,2.9288849868305533
2023-05-13,2.6760316066725203
2023-05-14,2.9288849868305533
2023-05-15,2.6760316066725203
2023-05-16,2.6760316066725203
2023-05-17,2.6760316066725203
2023-05-18,2.6760316066725203
2023-05-19,2.6760316066725203
2023-05-20,2.4231782265144863
2023-05-21,2.4231782265144863
2023-05-22,2.4231782265144863
2023-05-23,2.4231782265144863
2023-05-24,2.4231782265144863
2023-05-25,2.6760316066725203
2023-05-26,2.528533801580334
2023-05-27,2.528533801580334
2023-05-28,2.528533801580334
2023-05-29,2.022827041264267
2023-05-30,2.022827041264267
2023-05-31,2.022827041264267
2023-06-01,1.5171202809482003
2023-06-02,2.022827041264267
2023-06-03,2.528533801580334
2023-06-04,2.528533801580334
2023-06-05,2.528533801580334
2023-06-06,3.0342405618964006
2023-06-07,5.057067603160668
2023-06-08,3.0342405618964006
2023-06-09,2.528533801580334
2023-06-10,2.528533801580334
2023-06-11,2.528533801580334
2023-06-12,2.528533801580334
2023-06-13,2.528533801580334
2023-06-14,2.528533801580334
2023-06-15,3.0342405618964006
2023-06-16,5.057067603160668
2023-06-17,3.539947322212467
2023-06-18,3.0342405618964006
2023-06-19,2.022827041264267
2023-06-20,2.528533801580334
2023-06-21,3.0342405618964006
2023-06-22,2.528533801580334
2023-06-23,2.528533801580334
2023-06-24,2.528533801580334
2023-06-25,2.528533801580334
2023-06-26,2.022827041264267
2023-06-27,2.022827041264267
2023-06-28,2.022827041264267
2023-06-29,3.0342405618964006
2023-06-30,5.562774363476734
2023-07-01,2.528533801580334
2023-07-02,2.528533801580334
2023-07-03,3.0342405618964006
2023-07-04,2.528533801580334
2023-07-05,2.022827041264267
2023-07-06,2.022827041264267
2023-07-07,2.022827041264267
2023-07-08,3.0342405618964006
2023-07-09,3.539947322212467
2023-07-10,3.0342405618964006
2023-07-11,6.574187884108868
2023-07-12,8.091308165057068
2023-07-13,12.136962247585602
2023-07-14,10.619841966637402
2023-07-15,14.665496049165936
2023-07-16,19.216856892010536
2023-07-17,11.631255487269536
2023-07-18,9.608428446005268
2023-07-19,9.608428446005268
2023-07-20,9.102721685689202
2023-07-21,10.114135206321336
2023-07-22,11.631255487269536
2023-07-23,12.642669007901668
2023-07-24,8.091308165057068
2023-07-25,7.079894644424934
2023-07-26,7.079894644424934
2023-07-27,6.068481123792801
2023-07-28,5.562774363476734
2023-07-29,7.079894644424934
2023-07-30,7.079894644424934
2023-07-31,5.057067603160668
2023-08-01,4.551360842844601
2023-08-02,4.551360842844601
2023-08-03,4.551360842844601
2023-08-04,4.551360842844601
2023-08-05,5.057067603160668
2023-08-06,9.608428446005268
2023-08-07,5.562774363476734
2023-08-08,5.057067603160668
2023-08-09,4.045654082528534
2023-08-10,4.045654082528534
2023-08-11,5.057067603160668
2023-08-12,6.574187884108868
2023-08-13,10.619841966637402
2023-08-14,6.068481123792801
2023-08-15,6.574187884108868
2023-08-16,6.068481123792801
2023-08-17,4.551360842844601
2023-08-18,5.057067603160668
2023-08-19,5.562774363476734
2023-08-20,7.079894644424934
2023-08-21,4.551360842844601
2023-08-22,4.551360842844601
2023-08-23,4.045654082528534
2023-08-24,4.045654082528534
2023-08-25,6.068481123792801
2023-08-26,6.574187884108868
2023-08-27,6.574187884108868
2023-08-28,6.068481123792801
2023-08-29,5.562774363476734
2023-08-30,4.551360842844601
2023-08-31,4.551360842844601
2023-09-01,4.551360842844601
2023-09-02,5.057067603160668
2023-09-03,9.102721685689202
2023-09-04,6.574187884108868
2023-09-05,5.057067603160668
2023-09-06,5.562774363476734
2023-09-07,12.642669007901668
2023-09-08,36.41088674275681
2023-09-09,7.585601404741001
2023-09-10,10.114135206321336
2023-09-11,6.574187884108868
2023-09-12,6.574187884108868
2023-09-13,5.057067603160668
2023-09-14,4.551360842844601
2023-09-15,5.057067603160668
2023-09-16,5.057067603160668
2023-09-17,19.722563652326603
2023-09-18,8.597014925373134
2023-09-19,8.091308165057068
2023-09-20,5.057067603160668
2023-09-21,4.551360842844601
2023-09-22,6.068481123792801
2023-09-23,5.057067603160668
2023-09-24,22.756804214223003
2023-09-25,17.19402985074627
2023-09-26,9.608428446005268
2023-09-27,6.574187884108868
2023-09-28,6.068481123792801
2023-09-29,6.574187884108868
2023-09-30,6.068481123792801
2023-10-01,12.136962247585602
2023-10-02,30.84811237928007
2023-10-03,8.091308165057068
2023-10-04,5.562774363476734
2023-10-05,5.057067603160668
2023-10-06,5.562774363476734
2023-10-07,5.057067603160668
2023-10-08,14.159789288849868
2023-10-09,8.091308165057068
2023-10-10,5.057067603160668
2023-10-11,4.551360842844601
2023-10-12,10.114135206321336
2023-10-13,18.71115013169447
2023-10-14,5.562774363476734
2023-10-15,7.079894644424934
2023-10-16,5.057067603160668
2023-10-17,5.057067603160668
2023-10-18,4.045654082528534
2023-10-19,4.551360842844601
2023-10-20,5.057067603160668
2023-10-21,5.057067603160668
2023-10-22,20.228270412642672
2023-10-23,13.148375768217736
2023-10-24,8.091308165057068
2023-10-25,5.057067603160668
2023-10-26,5.057067603160668
2023-10-27,5.562774363476734
2023-10-28,6.068481123792801
2023-10-29,19.216856892010536
2023-10-30,12.642669007901668
2023-10-31,6.068481123792801
2023-11-01,4.045654082528534
2023-11-02,4.045654082528534
2023-11-03,4.045654082528534
2023-11-04,4.551360842844601
2023-11-05,14.665496049165936
2023-11-06,6.068481123792801
2023-11-07,4.045654082528534
2023-11-08,3.539947322212467
2023-11-09,4.045654082528534
2023-11-10,4.551360842844601
2023-11-11,4.551360842844601
2023-11-12,6.068481123792801
2023-11-13,5.057067603160668
2023-11-14,6.068481123792801
2023-11-15,7.079894644424934
2023-11-16,7.585601404741001
2023-11-17,5.057067603160668
2023-11-18,4.551360842844601
2023-11-19,6.068481123792801
2023-11-20,9.102721685689202
2023-11-21,25.285338015803337
2023-11-22,5.057067603160668
2023-11-23,6.574187884108868
2023-11-24,6.574187884108868
2023-11-25,5.057067603160668
2023-11-26,10.114135206321336
2023-11-27,7.079894644424934
2023-11-28,4.551360842844601
2023-11-29,4.045654082528534
2023-11-30,4.045654082528534
2023-12-01,4.045654082528534
2023-12-02,4.551360842844601
2023-12-03,6.574187884108868
2023-12-04,16.688323090430202
2023-12-05,5.057067603160668
2023-12-06,3.539947322212467
2023-12-07,3.539947322212467
2023-12-08,4.045654082528534
2023-12-09,4.551360842844601
2023-12-10,11.125548726953468
2023-12-11,42.985074626865675
2023-12-12,16.182616330114136
2023-12-13,9.608428446005268
2023-12-14,6.574187884108868
2023-12-15,5.057067603160668
2023-12-16,5.057067603160668
2023-12-17,15.171202809482002
2023-12-18,8.091308165057068
2023-12-19,5.562774363476734
2023-12-20,4.045654082528534
2023-12-21,4.045654082528534
2023-12-22,5.562774363476734
2023-12-23,3.9192273924495176
2023-12-24,6.574187884108868
2023-12-25,31.859525899912207
2023-12-26,15.297629499561019
2023-12-27,6.574187884108868
2023-12-28,6.068481123792801
2023-12-29,6.574187884108868
2023-12-30,6.827041264266901
2023-12-31,13.148375768217736
2024-01-01,11.88410886742757
2024-01-02,6.068481123792801
2024-01-03,5.562774363476734
2024-01-04,6.827041264266901
2024-01-05,6.068481123792801
2024-01-06,5.815627743634768
2024-01-07,9.98770851624232
2024-01-08,6.827041264266901
2024-01-09,3.666374012291484
2024-01-10,3.666374012291484
2024-01-11,3.4135206321334506
2024-01-12,3.4135206321334506
2024-01-13,11.88410886742757
2024-01-14,53.225636523266026
2024-01-15,15.550482879719052
2024-01-16,10.240561896400353
2024-01-17,6.574187884108868
2024-01-18,6.321334503950835
2024-01-19,6.827041264266901
2024-01-20,12.389815627743637
2024-01-21,26.296751536435472
2024-01-22,72.31606672519754
2024-01-23,16.43546971027217
2024-01-24,13.148375768217736
2024-01-25,9.861281826163303
2024-01-26,9.861281826163303
2024-01-27,13.148375768217736
2024-01-28,92.03863037752416
2024-01-29,62.454784899034244
2024-01-30,23.00965759438104
2024-01-31,19.722563652326606
2024-02-01,19.722563652326606
2024-02-02,16.43546971027217
2024-02-03,13.148375768217736
2024-02-04,29.583845478489906
2024-02-05,42.732221246707645
2024-02-06,23.00965759438104
2024-02-07,19.722563652326606
2024-02-08,16.43546971027217
2024-02-09,23.00965759438104
2024-02-10,26.296751536435472
2024-02-11,111.76119402985076
2024-02-12,328.7093942054434
2024-02-13,65.74187884108868
2024-02-14,32.87093942054434
2024-02-15,26.296751536435472
2024-02-16,23.00965759438104
2024-02-17,19.722563652326606
2024-02-18,13.148375768217736
2024-02-19,9.861281826163303
2024-02-20,9.861281826163303
2024-02-21,6.574187884108868
2024-02-22,6.574187884108868
2024-02-23,6.574187884108868
2024-02-24,6.574187884108868
2024-02-25,9.861281826163303
2024-02-26,6.574187884108868
2024-02-27,6.574187884108868
2024-02-28,6.574187884108868
2024-02-29,6.574187884108868
2024-03-01,3.287093942054434
2024-03-02,3.287093942054434
2024-03-03,6.574187884108868
2024-03-04,3.287093942054434
2024-03-05,3.287093942054434
2024-03-06,3.287093942054434
2024-03-07,3.287093942054434
2024-03-08,3.287093942054434
2024-03-09,3.287093942054434
2024-03-10,3.287093942054434
2024-03-11,3.287093942054434
2024-03-12,3.287093942054434
2024-03-13,6.574187884108868
2024-03-14,3.287093942054434
2024-03-15,3.287093942054434
2024-03-16,6.574187884108868
2024-03-17,6.574187884108868
2024-03-18,6.574187884108868
2024-03-19,3.287093942054434
2024-03-20,3.287093942054434
2024-03-21,3.287093942054434
2024-03-22,3.287093942054434
2024-03-23,3.287093942054434
2024-03-24,3.287093942054434
2024-03-25,3.287093942054434
2024-03-26,3.287093942054434
2024-03-27,3.287093942054434
2024-03-28,3.287093942054434
2024-03-29,3.287093942054434
2024-03-30,3.287093942054434
2024-03-31,3.287093942054434
2024-04-01,3.287093942054434
2024-04-02,3.287093942054434
2024-04-03,3.287093942054434
2024-04-04,3.287093942054434
2024-04-05,3.287093942054434
2024-04-06,3.287093942054434
2024-04-07,3.287093942054434
2024-04-08,3.287093942054434
2024-04-09,3.287093942054434
2024-04-10,3.287093942054434
2024-04-11,3.287093942054434
2024-04-12,3.287093942054434
2024-04-13,3.287093942054434
2024-04-14,3.287093942054434
2024-04-15,3.287093942054434
2024-04-16,3.287093942054434
2024-04-17,3.287093942054434
2024-04-18,3.287093942054434
2024-04-19,3.287093942054434
2024-04-20,3.287093942054434
2024-04-21,3.287093942054434
2024-04-22,3.287093942054434
2024-04-23,3.287093942054434
2024-04-24,3.287093942054434
2024-04-25,3.287093942054434
2024-04-26,6.574187884108868
2024-04-27,3.287093942054434
2024-04-28,3.287093942054434
2024-04-29,3.287093942054434
2024-04-30,3.287093942054434
2024-05-01,3.287093942054434
2024-05-02,3.287093942054434
2024-05-03,3.287093942054434
2024-05-04,3.287093942054434
2024-05-05,3.287093942054434
2024-05-06,3.287093942054434
2024-05-07,3.287093942054434
2024-05-08,3.287093942054434
2024-05-09,3.287093942054434
2024-05-10,3.287093942054434
2024-05-11,3.287093942054434
2024-05-12,3.287093942054434
2024-05-13,3.287093942054434
2024-05-14,3.287093942054434
2024-05-15,3.287093942054434
2024-05-16,3.287093942054434
2024-05-17,3.287093942054434
2024-05-18,3.287093942054434
2024-05-19,3.287093942054434
2024-05-20,3.287093942054434
2024-05-21,3.287093942054434
2024-05-22,3.287093942054434
2024-05-23,3.287093942054434
2024-05-24,3.287093942054434
2024-05-25,3.287093942054434
2024-05-26,3.287093942054434
2024-05-27,9.861281826163303
2024-05-28,3.287093942054434
2024-05-29,3.287093942054434
2024-05-30,3.287093942054434
2024-05-31,3.287093942054434
2024-06-01,3.287093942054434
2024-06-02,3.287093942054434
2024-06-03,3.287093942054434
2024-06-04,3.287093942054434
2024-06-05,3.287093942054434
2024-06-06,3.287093942054434
2024-06-07,3.287093942054434
2024-06-08,3.287093942054434
2024-06-09,3.287093942054434
2024-06-10,3.287093942054434
2024-06-11,3.287093942054434
2024-06-12,3.287093942054434
2024-06-13,6.574187884108868
2024-06-14,3.287093942054434
2024-06-15,3.287093942054434
2024-06-16,3.287093942054434
2024-06-17,3.287093942054434
2024-06-18,3.287093942054434
2024-06-19,3.287093942054434
2024-06-20,3.287093942054434
2024-06-21,3.287093942054434
2024-06-22,3.287093942054434
2024-06-23,3.287093942054434
2024-06-24,3.287093942054434
2024-06-25,3.287093942054434
2024-06-26,3.287093942054434
2024-06-27,3.287093942054434
2024-06-28,3.287093942054434
2024-06-29,3.287093942054434
2024-06-30,3.287093942054434
2024-07-01,3.287093942054434
2024-07-02,3.287093942054434
2024-07-03,3.287093942054434
2024-07-04,3.287093942054434
2024-07-05,3.287093942054434
2024-07-06,3.287093942054434
2024-07-07,3.287093942054434
2024-07-08,3.287093942054434
2024-07-09,3.287093942054434
2024-07-10,3.287093942054434
2024-07-11,3.287093942054434
2024-07-12,6.574187884108868
2024-07-13,6.574187884108868
2024-07-14,3.287093942054434
2024-07-15,3.287093942054434
2024-07-16,3.287093942054434
2024-07-17,3.287093942054434
2024-07-18,3.287093942054434
2024-07-19,3.287093942054434
2024-07-20,3.287093942054434
2024-07-21,3.287093942054434
2024-07-22,3.287093942054434
2024-07-23,3.287093942054434
2024-07-24,3.287093942054434
2024-07-25,3.287093942054434
2024-07-26,3.287093942054434
2024-07-27,6.574187884108868
2024-07-28,3.287093942054434
2024-07-29,3.287093942054434
2024-07-30,3.287093942054434
2024-07-31,3.287093942054434
2024-08-01,3.287093942054434
2024-08-02,3.287093942054434
2024-08-03,3.287093942054434
2024-08-04,3.287093942054434
2024-08-05,3.287093942054434
2024-08-06,3.287093942054434
2024-08-07,3.287093942054434
2024-08-08,3.287093942054434
2024-08-09,3.287093942054434
2024-08-10,3.287093942054434
2024-08-11,3.287093942054434
2024-08-12,3.287093942054434
2024-08-13,3.287093942054434
2024-08-14,3.287093942054434
2024-08-15,3.287093942054434
2024-08-16,3.287093942054434
2024-08-17,6.574187884108868
2024-08-18,9.039508340649695
2024-08-19,4.108867427568043
2024-08-20,3.287093942054434
2024-08-21,3.287093942054434
2024-08-22,3.287093942054434
2024-08-23,4.108867427568043
2024-08-24,5.75241439859526
2024-08-25,5.75241439859526
2024-08-26,3.287093942054434
2024-08-27,4.108867427568043
2024-08-28,5.75241439859526
2024-08-29,5.75241439859526
2024-08-30,4.108867427568043
2024-08-31,5.75241439859526
2024-09-01,6.574187884108868
2024-09-02,5.75241439859526
2024-09-03,4.108867427568043
2024-09-04,5.75241439859526
2024-09-05,12.32660228270413
2024-09-06,32.049165935030736
2024-09-07,9.861281826163303
2024-09-08,13.148375768217736
2024-09-09,9.039508340649695
2024-09-10,6.574187884108868
2024-09-11,6.574187884108868
2024-09-12,9.039508340649695
2024-09-13,6.574187884108868
2024-09-14,5.75241439859526
2024-09-15,18.900790166812996
2024-09-16,9.861281826163303
2024-09-17,8.217734855136086
