Time,usa_basketball
2022-05-07,14.0
2022-05-08,11.0
2022-05-09,12.0
2022-05-10,12.0
2022-05-11,12.0
2022-05-12,10.0
2022-05-13,14.0
2022-05-14,14.0
2022-05-15,16.0
2022-05-16,16.0
2022-05-17,13.0
2022-05-18,13.0
2022-05-19,11.0
2022-05-20,18.0
2022-05-21,12.0
2022-05-22,15.0
2022-05-23,14.0
2022-05-24,13.0
2022-05-25,11.0
2022-05-26,17.0
2022-05-27,10.0
2022-05-28,14.0
2022-05-29,14.0
2022-05-30,19.0
2022-05-31,15.0
2022-06-01,13.0
2022-06-02,19.0
2022-06-03,18.0
2022-06-04,21.0
2022-06-05,19.0
2022-06-06,16.0
2022-06-07,26.0
2022-06-08,23.0
2022-06-09,18.0
2022-06-10,14.0
2022-06-11,21.0
2022-06-12,17.0
2022-06-13,23.0
2022-06-14,17.0
2022-06-15,15.0
2022-06-16,27.0
2022-06-17,24.0
2022-06-18,18.0
2022-06-19,21.0
2022-06-20,18.0
2022-06-21,19.0
2022-06-22,21.0
2022-06-23,21.0
2022-06-24,18.0
2022-06-25,23.0
2022-06-26,24.0
2022-06-27,18.0
2022-06-28,23.0
2022-06-29,16.0
2022-06-30,19.0
2022-07-01,24.0
2022-07-02,37.0
2022-07-03,25.0
2022-07-04,33.0
2022-07-05,29.0
2022-07-06,25.0
2022-07-07,30.0
2022-07-08,20.0
2022-07-09,27.0
2022-07-10,27.0
2022-07-11,23.0
2022-07-12,15.0
2022-07-13,17.0
2022-07-14,18.0
2022-07-15,14.0
2022-07-16,16.0
2022-07-17,16.0
2022-07-18,17.0
2022-07-19,17.0
2022-07-20,16.0
2022-07-21,11.0
2022-07-22,14.0
2022-07-23,19.0
2022-07-24,23.0
2022-07-25,15.0
2022-07-26,15.0
2022-07-27,15.0
2022-07-28,12.0
2022-07-29,15.0
2022-07-30,13.0
2022-07-31,10.0
2022-08-01,14.0
2022-08-02,11.0
2022-08-03,16.0
2022-08-04,14.0
2022-08-05,12.0
2022-08-06,18.0
2022-08-07,15.0
2022-08-08,14.0
2022-08-09,14.0
2022-08-10,14.0
2022-08-11,15.0
2022-08-12,18.0
2022-08-13,15.0
2022-08-14,15.0
2022-08-15,12.0
2022-08-16,11.0
2022-08-17,11.0
2022-08-18,11.0
2022-08-19,27.0
2022-08-20,18.0
2022-08-21,15.0
2022-08-22,11.0
2022-08-23,11.0
2022-08-24,8.0
2022-08-25,18.0
2022-08-26,26.0
2022-08-27,16.0
2022-08-28,20.0
2022-08-29,17.116840113528855
2022-08-30,21.77105014191107
2022-08-31,12.962630085146643
2022-09-01,15.398770104068117
2022-09-02,24.207190160832546
2022-09-03,20.05298013245033
2022-09-04,33.01561021759697
2022-09-05,33.01561021759697
2022-09-06,14.68070009460738
2022-09-07,14.18070009460738
2022-09-08,25.425260170293285
2022-09-09,20.05298013245033
2022-09-10,27.64333017975402
2022-09-11,22.989120151371807
2022-09-12,14.18070009460738
2022-09-13,15.398770104068117
2022-09-14,20.05298013245033
2022-09-15,18.834910122989594
2022-09-16,15.898770104068117
2022-09-17,12.962630085146643
2022-09-18,12.962630085146643
2022-09-19,17.116840113528855
2022-09-20,15.898770104068117
2022-09-21,18.834910122989594
2022-09-22,36.45175023651845
2022-09-23,34.73368022705771
2022-09-24,44.260170293282876
2022-09-25,30.579470198675498
2022-09-26,37.16982024597919
2022-09-27,33.01561021759697
2022-09-28,24.414380321665092
2022-09-29,43.084200567644274
2022-09-30,40.211920529801326
2022-10-01,63.19016083254494
2022-10-02,20.105960264900663
2022-10-03,12.925260170293283
2022-10-04,11.489120151371807
2022-10-05,14.36140018921476
2022-10-06,15.797540208136235
2022-10-07,37.33964049195838
2022-10-08,99.09366130558183
2022-10-09,100.52980132450331
2022-10-10,81.85998107852413
2022-10-11,71.8070009460738
2022-10-12,57.44560075685904
2022-10-13,60.31788079470199
2022-10-14,41.6480605487228
2022-10-15,43.084200567644274
2022-10-16,31.59508041627247
2022-10-17,25.850520340586566
2022-10-18,22.978240302743615
2022-10-19,22.978240302743615
2022-10-20,21.542100283822137
2022-10-21,15.797540208136235
2022-10-22,18.66982024597919
2022-10-23,21.542100283822137
2022-10-24,17.23368022705771
2022-10-25,20.105960264900663
2022-10-26,20.105960264900663
2022-10-27,15.797540208136235
2022-10-28,12.925260170293283
2022-10-29,15.797540208136235
2022-10-30,15.797540208136235
2022-10-31,11.489120151371807
2022-11-01,17.23368022705771
2022-11-02,18.66982024597919
2022-11-03,14.36140018921476
2022-11-04,17.23368022705771
2022-11-05,21.542100283822137
2022-11-06,17.23368022705771
2022-11-07,18.66982024597919
2022-11-08,22.978240302743615
2022-11-09,14.36140018921476
2022-11-10,20.105960264900663
2022-11-11,25.850520340586566
2022-11-12,28.72280037842952
2022-11-13,25.850520340586566
2022-11-14,17.23368022705771
2022-11-15,28.72280037842952
2022-11-16,25.850520340586566
2022-11-17,24.414380321665092
2022-11-18,28.72280037842952
2022-11-19,22.978240302743615
2022-11-20,24.414380321665092
2022-11-21,89.0406811731315
2022-11-22,38.77578051087985
2022-11-23,33.031220435193944
2022-11-24,44.52034058656575
2022-11-25,129.25260170293282
2022-11-26,58.881740775780514
2022-11-27,33.031220435193944
2022-11-28,38.77578051087985
2022-11-29,87.60454115421003
2022-11-30,64.62630085146641
2022-12-01,43.084200567644274
2022-12-02,43.084200567644274
2022-12-03,112.01892147587512
2022-12-04,27.28666035950804
2022-12-05,22.978240302743615
2022-12-06,22.978240302743615
2022-12-07,20.105960264900663
2022-12-08,24.414380321665092
2022-12-09,24.414380321665092
2022-12-10,28.72280037842952
2022-12-11,21.542100283822137
2022-12-12,21.542100283822137
2022-12-13,22.978240302743615
2022-12-14,17.23368022705771
2022-12-15,18.66982024597919
2022-12-16,15.797540208136235
2022-12-17,20.105960264900663
2022-12-18,20.105960264900663
2022-12-19,22.978240302743615
2022-12-20,17.23368022705771
2022-12-21,18.66982024597919
2022-12-22,21.542100283822137
2022-12-23,20.105960264900663
2022-12-24,14.36140018921476
2022-12-25,11.489120151371807
2022-12-26,17.23368022705771
2022-12-27,14.36140018921476
2022-12-28,10.052980132450331
2022-12-29,20.105960264900663
2022-12-30,18.66982024597919
2022-12-31,14.36140018921476
2023-01-01,18.66982024597919
2023-01-02,17.23368022705771
2023-01-03,17.23368022705771
2023-01-04,18.66982024597919
2023-01-05,22.978240302743615
2023-01-06,18.66982024597919
2023-01-07,22.978240302743615
2023-01-08,18.66982024597919
2023-01-09,18.66982024597919
2023-01-10,17.23368022705771
2023-01-11,15.797540208136235
2023-01-12,22.978240302743615
2023-01-13,15.797540208136235
2023-01-14,25.850520340586566
2023-01-15,22.978240302743615
2023-01-16,22.978240302743615
2023-01-17,21.542100283822137
2023-01-18,20.105960264900663
2023-01-19,18.66982024597919
2023-01-20,18.66982024597919
2023-01-21,24.414380321665092
2023-01-22,21.542100283822137
2023-01-23,20.105960264900663
2023-01-24,17.23368022705771
2023-01-25,18.66982024597919
2023-01-26,21.542100283822137
2023-01-27,18.66982024597919
2023-01-28,24.414380321665092
2023-01-29,33.031220435193944
2023-01-30,17.23368022705771
2023-01-31,20.105960264900663
2023-02-01,20.105960264900663
2023-02-02,20.105960264900663
2023-02-03,20.105960264900663
2023-02-04,27.28666035950804
2023-02-05,30.158940397350996
2023-02-06,18.66982024597919
2023-02-07,20.105960264900663
2023-02-08,22.978240302743615
2023-02-09,20.105960264900663
2023-02-10,21.542100283822137
2023-02-11,27.28666035950804
2023-02-12,22.978240302743615
2023-02-13,18.66982024597919
2023-02-14,21.542100283822137
2023-02-15,20.105960264900663
2023-02-16,21.542100283822137
2023-02-17,22.978240302743615
2023-02-18,35.9035004730369
2023-02-19,31.59508041627247
2023-02-20,25.850520340586566
2023-02-21,20.105960264900663
2023-02-22,25.850520340586566
2023-02-23,22.978240302743615
2023-02-24,35.9035004730369
2023-02-25,27.28666035950804
2023-02-26,34.46736045411542
2023-02-27,34.46736045411542
2023-02-28,25.850520340586566
2023-03-01,21.542100283822137
2023-03-02,27.28666035950804
2023-03-03,28.72280037842952
2023-03-04,34.46736045411542
2023-03-05,37.33964049195838
2023-03-06,35.9035004730369
2023-03-07,31.59508041627247
2023-03-08,44.52034058656575
2023-03-09,60.31788079470199
2023-03-10,61.75402081362346
2023-03-11,63.19016083254494
2023-03-12,89.0406811731315
2023-03-13,63.19016083254494
2023-03-14,44.52034058656575
2023-03-15,34.46736045411542
2023-03-16,57.44560075685904
2023-03-17,47.39262062440871
2023-03-18,73.24314096499528
2023-03-19,143.6140018921476
2023-03-20,87.60454115421003
2023-03-21,48.828760643330185
2023-03-22,64.62630085146641
2023-03-23,27.28666035950804
2023-03-24,45.95648060548723
2023-03-25,51.70104068117313
2023-03-26,63.19016083254494
2023-03-27,30.158940397350996
2023-03-28,30.158940397350996
2023-03-29,33.031220435193944
2023-03-30,21.542100283822137
2023-03-31,27.28666035950804
2023-04-01,41.6480605487228
2023-04-02,43.084200567644274
2023-04-03,25.850520340586566
2023-04-04,22.978240302743615
2023-04-05,17.23368022705771
2023-04-06,14.36140018921476
2023-04-07,17.23368022705771
2023-04-08,18.66982024597919
2023-04-09,54.57332071901608
2023-04-10,21.542100283822137
2023-04-11,15.797540208136235
2023-04-12,10.052980132450331
2023-04-13,12.925260170293283
2023-04-14,14.36140018921476
2023-04-15,18.66982024597919
2023-04-16,12.925260170293283
2023-04-17,17.23368022705771
2023-04-18,14.36140018921476
2023-04-19,14.36140018921476
2023-04-20,15.797540208136235
2023-04-21,14.36140018921476
2023-04-22,11.489120151371807
2023-04-23,14.36140018921476
2023-04-24,12.925260170293283
2023-04-25,12.925260170293283
2023-04-26,14.00236518448439
2023-04-27,12.566225165562914
2023-04-28,14.00236518448439
2023-04-29,13.28429517502365
2023-04-30,14.720435193945129
2023-05-01,13.28429517502365
2023-05-02,20.824030274361398
2023-05-03,12.566225165562914
2023-05-04,14.00236518448439
2023-05-05,13.28429517502365
2023-05-06,22.260170293282876
2023-05-07,22.260170293282876
2023-05-08,12.566225165562914
2023-05-09,11.848155156102177
2023-05-10,12.566225165562914
2023-05-11,11.848155156102177
2023-05-12,20.824030274361398
2023-05-13,21.542100283822137
2023-05-14,22.978240302743615
2023-05-15,24.414380321665092
2023-05-16,25.132450331125828
2023-05-17,21.542100283822137
2023-05-18,21.542100283822137
2023-05-19,14.720435193945129
2023-05-20,20.824030274361398
2023-05-21,23.696310312204353
2023-05-22,22.978240302743615
2023-05-23,20.824030274361398
2023-05-24,24.414380321665092
2023-05-25,24.414380321665092
2023-05-26,12.207190160832544
2023-05-27,24.41438032166509
2023-05-28,24.41438032166509
2023-05-29,24.41438032166509
2023-05-30,24.41438032166509
2023-05-31,24.41438032166509
2023-06-01,24.41438032166509
2023-06-02,24.41438032166509
2023-06-03,24.41438032166509
2023-06-04,36.62157048249763
2023-06-05,48.82876064333018
2023-06-06,48.82876064333018
2023-06-07,36.62157048249763
2023-06-08,24.41438032166509
2023-06-09,24.41438032166509
2023-06-10,24.41438032166509
2023-06-11,24.41438032166509
2023-06-12,24.41438032166509
2023-06-13,36.62157048249763
2023-06-14,36.62157048249763
2023-06-15,24.41438032166509
2023-06-16,36.62157048249763
2023-06-17,24.41438032166509
2023-06-18,36.62157048249763
2023-06-19,24.41438032166509
2023-06-20,24.41438032166509
2023-06-21,24.41438032166509
2023-06-22,24.41438032166509
2023-06-23,24.41438032166509
2023-06-24,36.62157048249763
2023-06-25,36.62157048249763
2023-06-26,24.41438032166509
2023-06-27,36.62157048249763
2023-06-28,24.41438032166509
2023-06-29,24.41438032166509
2023-06-30,36.62157048249763
2023-07-01,36.62157048249763
2023-07-02,61.035950804162724
2023-07-03,48.82876064333018
2023-07-04,36.62157048249763
2023-07-05,36.62157048249763
2023-07-06,36.62157048249763
2023-07-07,48.82876064333018
2023-07-08,48.82876064333018
2023-07-09,61.035950804162724
2023-07-10,48.82876064333018
2023-07-11,36.62157048249763
2023-07-12,36.62157048249763
2023-07-13,36.62157048249763
2023-07-14,36.62157048249763
2023-07-15,36.62157048249763
2023-07-16,36.62157048249763
2023-07-17,36.62157048249763
2023-07-18,24.41438032166509
2023-07-19,24.41438032166509
2023-07-20,24.41438032166509
2023-07-21,36.62157048249763
2023-07-22,36.62157048249763
2023-07-23,24.41438032166509
2023-07-24,36.62157048249763
2023-07-25,24.41438032166509
2023-07-26,24.41438032166509
2023-07-27,36.62157048249763
2023-07-28,24.41438032166509
2023-07-29,24.41438032166509
2023-07-30,12.207190160832544
2023-07-31,24.41438032166509
2023-08-01,24.41438032166509
2023-08-02,36.62157048249763
2023-08-03,73.24314096499526
2023-08-04,85.45033112582782
2023-08-05,134.279091769158
2023-08-06,109.8647114474929
2023-08-07,183.10785241248817
2023-08-08,1220.7190160832545
2023-08-09,231.93661305581836
2023-08-10,158.69347209082306
2023-08-11,122.07190160832545
2023-08-12,354.0085146641438
2023-08-13,585.9451277199621
2023-08-14,292.97256385998105
2023-08-15,134.279091769158
2023-08-16,109.8647114474929
2023-08-17,73.24314096499526
2023-08-18,195.3150425733207
2023-08-19,170.90066225165563
2023-08-20,598.1523178807947
2023-08-21,268.558183538316
2023-08-22,146.48628192999053
2023-08-23,109.8647114474929
2023-08-24,97.65752128666036
2023-08-25,134.279091769158
2023-08-26,451.66603595080414
2023-08-27,231.93661305581836
2023-08-28,354.0085146641438
2023-08-29,158.69347209082306
2023-08-30,231.93661305581836
2023-08-31,146.48628192999053
2023-09-01,256.3509933774834
2023-09-02,146.48628192999053
2023-09-03,817.8817407757805
2023-09-04,354.0085146641438
2023-09-05,439.4588457899716
2023-09-06,207.52223273415325
2023-09-07,183.10785241248817
2023-09-08,878.9176915799432
2023-09-09,280.76537369914854
2023-09-10,476.0804162724692
2023-09-11,158.69347209082306
2023-09-12,97.65752128666036
2023-09-13,61.035950804162724
2023-09-14,48.82876064333018
2023-09-15,36.62157048249763
2023-09-16,24.41438032166509
2023-09-17,24.41438032166509
2023-09-18,24.41438032166509
2023-09-19,12.207190160832544
2023-09-20,24.41438032166509
2023-09-21,12.207190160832544
2023-09-22,12.207190160832544
2023-09-23,24.41438032166509
2023-09-24,24.41438032166509
2023-09-25,24.41438032166509
2023-09-26,12.207190160832544
2023-09-27,12.207190160832544
2023-09-28,12.207190160832544
2023-09-29,12.207190160832544
2023-09-30,12.207190160832544
2023-10-01,12.207190160832544
2023-10-02,24.41438032166509
2023-10-03,24.41438032166509
2023-10-04,24.41438032166509
2023-10-05,61.035950804162724
2023-10-06,48.82876064333018
2023-10-07,36.62157048249763
2023-10-08,24.41438032166509
2023-10-09,24.41438032166509
2023-10-10,24.41438032166509
2023-10-11,12.207190160832544
2023-10-12,12.207190160832544
2023-10-13,12.207190160832544
2023-10-14,24.41438032166509
2023-10-15,24.41438032166509
2023-10-16,12.207190160832544
2023-10-17,12.207190160832544
2023-10-18,24.41438032166509
2023-10-19,24.41438032166509
2023-10-20,12.207190160832544
2023-10-21,24.41438032166509
2023-10-22,12.207190160832544
2023-10-23,24.41438032166509
2023-10-24,12.207190160832544
2023-10-25,12.207190160832544
2023-10-26,12.207190160832544
2023-10-27,12.207190160832544
2023-10-28,12.207190160832544
2023-10-29,12.207190160832544
2023-10-30,12.207190160832544
2023-10-31,24.41438032166509
2023-11-01,24.41438032166509
2023-11-02,24.41438032166509
2023-11-03,12.207190160832544
2023-11-04,24.41438032166509
2023-11-05,24.41438032166509
2023-11-06,36.62157048249763
2023-11-07,24.41438032166509
2023-11-08,24.41438032166509
2023-11-09,24.41438032166509
2023-11-10,24.41438032166509
2023-11-11,24.41438032166509
2023-11-12,24.41438032166509
2023-11-13,36.62157048249763
2023-11-14,12.207190160832544
2023-11-15,24.41438032166509
2023-11-16,24.41438032166509
2023-11-17,24.41438032166509
2023-11-18,24.41438032166509
2023-11-19,24.41438032166509
2023-11-20,24.41438032166509
2023-11-21,24.41438032166509
2023-11-22,24.41438032166509
2023-11-23,24.41438032166509
2023-11-24,24.41438032166509
2023-11-25,12.207190160832544
2023-11-26,24.41438032166509
2023-11-27,24.41438032166509
2023-11-28,24.41438032166509
2023-11-29,12.207190160832544
2023-11-30,12.207190160832544
2023-12-01,12.207190160832544
2023-12-02,24.41438032166509
2023-12-03,24.41438032166509
2023-12-04,24.41438032166509
2023-12-05,24.41438032166509
2023-12-06,24.41438032166509
2023-12-07,12.207190160832544
2023-12-08,24.41438032166509
2023-12-09,24.41438032166509
2023-12-10,24.41438032166509
2023-12-11,12.207190160832544
2023-12-12,12.207190160832544
2023-12-13,12.207190160832544
2023-12-14,12.207190160832544
2023-12-15,12.207190160832544
2023-12-16,24.41438032166509
2023-12-17,12.207190160832544
2023-12-18,12.207190160832544
2023-12-19,12.207190160832544
2023-12-20,24.41438032166509
2023-12-21,12.207190160832544
2023-12-22,6.103595080416272
2023-12-23,6.103595080416272
2023-12-24,6.103595080416272
2023-12-25,6.103595080416272
2023-12-26,6.103595080416272
2023-12-27,12.207190160832544
2023-12-28,12.207190160832544
2023-12-29,12.207190160832544
2023-12-30,12.207190160832544
2023-12-31,12.207190160832544
2024-01-01,12.207190160832544
2024-01-02,6.103595080416272
2024-01-03,12.207190160832544
2024-01-04,12.207190160832544
2024-01-05,12.207190160832544
2024-01-06,18.310785241248816
2024-01-07,12.207190160832544
2024-01-08,6.103595080416272
2024-01-09,12.207190160832544
2024-01-10,12.207190160832544
2024-01-11,12.207190160832544
2024-01-12,6.103595080416272
2024-01-13,12.207190160832544
2024-01-14,12.207190160832544
2024-01-15,12.207190160832544
2024-01-16,6.103595080416272
2024-01-17,12.207190160832544
2024-01-18,12.207190160832544
2024-01-19,12.207190160832544
2024-01-20,18.310785241248816
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,1.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,2.0
2024-04-18,2.0
2024-04-19,1.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,1.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,1.0
2024-06-06,1.0
2024-06-07,0.0
2024-06-08,2.0
2024-06-09,2.0
2024-06-10,2.0
2024-06-11,1.0
2024-06-12,1.0
2024-06-13,1.0
2024-06-14,1.0
2024-06-15,1.0
2024-06-16,1.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-19,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-22,1.0
2024-06-23,1.0
2024-06-24,1.0
2024-06-25,1.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,1.0
2024-07-02,1.0
2024-07-03,1.0
2024-07-04,2.0
2024-07-05,2.0
2024-07-06,5.0
2024-07-07,5.0
2024-07-08,6.0
2024-07-09,6.0
2024-07-10,11.0
2024-07-11,53.0
2024-07-12,9.0
2024-07-13,6.0
2024-07-14,5.0
2024-07-15,16.0
2024-07-16,6.0
2024-07-17,18.0
2024-07-18,7.0
2024-07-19,6.0
2024-07-20,31.0
2024-07-21,14.0
2024-07-22,20.0
2024-07-23,11.0
2024-07-24,6.0
2024-07-25,5.0
2024-07-26,8.0
2024-07-27,20.0
2024-07-28,61.0
2024-07-29,25.0
2024-07-30,21.0
2024-07-31,41.0
2024-08-01,19.0
2024-08-02,15.0
2024-08-03,31.0
2024-08-04,18.0
2024-08-05,15.0
2024-08-06,31.0
2024-08-07,17.0
2024-08-08,67.0
2024-08-09,34.0
2024-08-10,100.0
2024-08-11,43.0
2024-08-12,6.0
2024-08-13,3.0
2024-08-14,2.0
2024-08-15,1.0
2024-08-16,1.0
2024-08-17,1.0
2024-08-18,33.0
2024-08-19,28.5
2024-08-20,28.5
2024-08-21,23.0
2024-08-22,21.0
2024-08-23,21.0
2024-08-24,17.0
2024-08-25,18.0
2024-08-26,16.0
2024-08-27,17.0
2024-08-28,14.0
2024-08-29,15.5
2024-08-30,35.0
2024-08-31,20.0
2024-09-01,18.0
2024-09-02,14.5
2024-09-03,11.5
2024-09-04,11.0
2024-09-05,12.5
2024-09-06,12.0
2024-09-07,14.5
2024-09-08,14.0
2024-09-09,9.0
2024-09-10,9.0
2024-09-11,7.0
2024-09-12,9.5
2024-09-13,6.5
2024-09-14,8.0
2024-09-15,7.5
2024-09-16,6.0
2024-09-17,17.0
2024-09-18,12.0
2024-09-19,14.0
2024-09-20,15.0
2024-09-21,11.0
2024-09-22,14.0
2024-09-23,11.0
2024-09-24,13.0
2024-09-25,13.0
2024-09-26,16.0
2024-09-27,13.0
2024-09-28,12.0
2024-09-29,12.0
2024-09-30,12.0
2024-10-01,13.0
2024-10-02,13.0
2024-10-03,13.0
2024-10-04,12.0
2024-10-05,13.0
2024-10-06,11.0
2024-10-07,11.0
2024-10-08,9.0
2024-10-09,12.0
2024-10-10,12.0
2024-10-11,12.0
2024-10-12,11.0
2024-10-13,14.0
2024-10-14,12.0
2024-10-15,13.0
2024-10-16,17.0
2024-10-17,15.0
2024-10-18,16.0
2024-10-19,13.0
2024-10-20,12.0
2024-10-21,15.0
2024-10-22,16.0
2024-10-23,21.0
2024-10-24,18.0
2024-10-25,13.0
2024-10-26,12.0
2024-10-27,12.0
2024-10-28,10.0
2024-10-29,11.0
2024-10-30,13.0
2024-10-31,12.0
2024-11-01,10.0
2024-11-02,13.0
2024-11-03,11.0
2024-11-04,12.0
2024-11-05,16.0
2024-11-06,11.0
2024-11-07,13.0
2024-11-08,9.0
2024-11-09,16.0
2024-11-10,14.0
2024-11-11,14.0
2024-11-12,14.0
2024-11-13,15.0
2024-11-14,13.0
2024-11-15,13.0
2024-11-16,13.0
2024-11-17,16.0
2024-11-18,13.0
2024-11-19,17.0
2024-11-20,13.0
2024-11-21,16.0
2024-11-22,10.0
2024-11-23,14.0
2024-11-24,15.0
2024-11-25,13.0
2024-11-26,12.0
2024-11-27,15.0
2024-11-28,14.0
2024-11-29,13.0
2024-11-30,14.0
2024-12-01,9.0
2024-12-02,15.0
2024-12-03,14.0
2024-12-04,13.0
2024-12-05,14.0
2024-12-06,13.0
2024-12-07,13.0
2024-12-08,14.0
2024-12-09,12.0
2024-12-10,13.0
2024-12-11,10.0
2024-12-12,13.0
2024-12-13,10.0
2024-12-14,12.0
2024-12-15,14.0
2024-12-16,15.0
2024-12-17,13.0
2024-12-18,13.0
2024-12-19,13.0
2024-12-20,11.0
