Time,top_gun
2022-06-29,15.0
2022-06-30,14.0
2022-07-01,16.0
2022-07-02,25.0
2022-07-03,24.0
2022-07-04,23.0
2022-07-05,15.0
2022-07-06,13.0
2022-07-07,12.0
2022-07-08,13.0
2022-07-09,19.0
2022-07-10,19.0
2022-07-11,13.0
2022-07-12,10.0
2022-07-13,10.0
2022-07-14,9.0
2022-07-15,11.0
2022-07-16,16.0
2022-07-17,18.0
2022-07-18,10.0
2022-07-19,9.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,8.0
2022-07-23,13.0
2022-07-24,14.0
2022-07-25,10.0
2022-07-26,7.0
2022-07-27,6.0
2022-07-28,6.0
2022-07-29,7.0
2022-07-30,10.0
2022-07-31,12.0
2022-08-01,7.0
2022-08-02,5.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,7.0
2022-08-06,11.0
2022-08-07,11.0
2022-08-08,8.0
2022-08-09,6.0
2022-08-10,6.0
2022-08-11,6.0
2022-08-12,6.0
2022-08-13,9.0
2022-08-14,10.0
2022-08-15,6.0
2022-08-16,6.0
2022-08-17,8.0
2022-08-18,7.0
2022-08-19,8.0
2022-08-20,12.0
2022-08-21,14.0
2022-08-22,8.0
2022-08-23,13.0
2022-08-24,14.0
2022-08-25,12.0
2022-08-26,12.0
2022-08-27,20.0
2022-08-28,21.0
2022-08-29,10.895348837209301
2022-08-30,8.0
2022-08-31,6.848837209302325
2022-09-01,6.7558139534883725
2022-09-02,7.906976744186046
2022-09-03,16.0
2022-09-04,18.80232558139535
2022-09-05,17.930232558139537
2022-09-06,9.930232558139535
2022-09-07,6.7558139534883725
2022-09-08,4.9186046511627906
2022-09-09,5.197674418604651
2022-09-10,9.151162790697676
2022-09-11,9.151162790697676
2022-09-12,4.825581395348838
2022-09-13,4.1395348837209305
2022-09-14,4.046511627906977
2022-09-15,4.046511627906977
2022-09-16,4.732558139534884
2022-09-17,7.127906976744185
2022-09-18,6.848837209302325
2022-09-19,4.1395348837209305
2022-09-20,4.1395348837209305
2022-09-21,5.104651162790698
2022-09-22,4.732558139534884
2022-09-23,5.011627906976744
2022-09-24,8.779069767441861
2022-09-25,10.023255813953488
2022-09-26,5.011627906976744
2022-09-27,4.046511627906977
2022-09-28,3.7209302325581395
2022-09-29,3.9069767441860463
2022-09-30,4.465116279069767
2022-10-01,6.883720930232558
2022-10-02,7.813953488372093
2022-10-03,4.465116279069767
2022-10-04,3.7209302325581395
2022-10-05,3.7209302325581395
2022-10-06,3.7209302325581395
2022-10-07,4.093023255813954
2022-10-08,6.1395348837209305
2022-10-09,6.1395348837209305
2022-10-10,4.465116279069767
2022-10-11,3.5348837209302326
2022-10-12,3.3488372093023253
2022-10-13,3.7209302325581395
2022-10-14,3.7209302325581395
2022-10-15,5.5813953488372094
2022-10-16,6.325581395348837
2022-10-17,3.5348837209302326
2022-10-18,3.3488372093023253
2022-10-19,3.5348837209302326
2022-10-20,3.3488372093023253
2022-10-21,3.5348837209302326
2022-10-22,5.395348837209302
2022-10-23,5.767441860465116
2022-10-24,4.093023255813954
2022-10-25,3.7209302325581395
2022-10-26,3.5348837209302326
2022-10-27,3.7209302325581395
2022-10-28,4.27906976744186
2022-10-29,5.953488372093023
2022-10-30,6.1395348837209305
2022-10-31,4.837209302325581
2022-11-01,3.9069767441860463
2022-11-02,3.1627906976744184
2022-11-03,3.1627906976744184
2022-11-04,3.7209302325581395
2022-11-05,6.1395348837209305
2022-11-06,5.395348837209302
2022-11-07,3.3488372093023253
2022-11-08,2.7906976744186047
2022-11-09,2.4186046511627906
2022-11-10,3.3488372093023253
2022-11-11,3.7209302325581395
2022-11-12,5.023255813953488
2022-11-13,5.023255813953488
2022-11-14,5.023255813953488
2022-11-15,2.604651162790698
2022-11-16,2.2325581395348837
2022-11-17,2.4186046511627906
2022-11-18,2.4186046511627906
2022-11-19,4.27906976744186
2022-11-20,4.651162790697675
2022-11-21,2.7906976744186047
2022-11-22,3.1627906976744184
2022-11-23,3.1627906976744184
2022-11-24,4.837209302325581
2022-11-25,5.767441860465116
2022-11-26,5.023255813953488
2022-11-27,4.465116279069767
2022-11-28,2.4186046511627906
2022-11-29,2.7906976744186047
2022-11-30,2.604651162790698
2022-12-01,2.4186046511627906
2022-12-02,2.604651162790698
2022-12-03,4.093023255813954
2022-12-04,4.651162790697675
2022-12-05,2.4186046511627906
2022-12-06,2.2325581395348837
2022-12-07,2.2325581395348837
2022-12-08,2.4186046511627906
2022-12-09,2.604651162790698
2022-12-10,3.9069767441860463
2022-12-11,4.093023255813954
2022-12-12,2.604651162790698
2022-12-13,2.2325581395348837
2022-12-14,2.2325581395348837
2022-12-15,2.2325581395348837
2022-12-16,2.4186046511627906
2022-12-17,3.5348837209302326
2022-12-18,4.093023255813954
2022-12-19,3.7209302325581395
2022-12-20,3.3488372093023253
2022-12-21,3.1627906976744184
2022-12-22,6.883720930232558
2022-12-23,15.255813953488373
2022-12-24,12.465116279069766
2022-12-25,12.465116279069766
2022-12-26,13.209302325581396
2022-12-27,8.930232558139535
2022-12-28,7.069767441860465
2022-12-29,7.069767441860465
2022-12-30,6.1395348837209305
2022-12-31,8.55813953488372
2023-01-01,10.418604651162791
2023-01-02,8.744186046511627
2023-01-03,4.651162790697675
2023-01-04,3.7209302325581395
2023-01-05,3.9069767441860463
2023-01-06,3.9069767441860463
2023-01-07,6.1395348837209305
2023-01-08,6.1395348837209305
2023-01-09,3.7209302325581395
2023-01-10,3.5348837209302326
2023-01-11,4.465116279069767
2023-01-12,3.1627906976744184
2023-01-13,3.3488372093023253
2023-01-14,5.209302325581396
2023-01-15,5.395348837209302
2023-01-16,4.465116279069767
2023-01-17,2.7906976744186047
2023-01-18,2.4186046511627906
2023-01-19,2.4186046511627906
2023-01-20,2.7906976744186047
2023-01-21,4.093023255813954
2023-01-22,4.465116279069767
2023-01-23,5.209302325581396
2023-01-24,3.3488372093023253
2023-01-25,3.3488372093023253
2023-01-26,2.9767441860465116
2023-01-27,2.7906976744186047
2023-01-28,4.465116279069767
2023-01-29,4.465116279069767
2023-01-30,2.4186046511627906
2023-01-31,2.4186046511627906
2023-02-01,2.2325581395348837
2023-02-02,2.2325581395348837
2023-02-03,2.7906976744186047
2023-02-04,3.5348837209302326
2023-02-05,5.023255813953488
2023-02-06,2.7906976744186047
2023-02-07,1.8604651162790697
2023-02-08,1.8604651162790697
2023-02-09,1.8604651162790697
2023-02-10,2.7906976744186047
2023-02-11,3.3488372093023253
2023-02-12,3.9069767441860463
2023-02-13,3.7209302325581395
2023-02-14,1.8604651162790697
2023-02-15,2.2325581395348837
2023-02-16,2.4186046511627906
2023-02-17,2.046511627906977
2023-02-18,3.5348837209302326
2023-02-19,3.9069767441860463
2023-02-20,2.9767441860465116
2023-02-21,2.2325581395348837
2023-02-22,2.604651162790698
2023-02-23,2.046511627906977
2023-02-24,2.2325581395348837
2023-02-25,3.9069767441860463
2023-02-26,4.465116279069767
2023-02-27,2.4186046511627906
2023-02-28,1.8604651162790697
2023-03-01,1.6744186046511627
2023-03-02,1.6744186046511627
2023-03-03,1.8604651162790697
2023-03-04,3.1627906976744184
2023-03-05,3.3488372093023253
2023-03-06,2.2325581395348837
2023-03-07,2.046511627906977
2023-03-08,2.046511627906977
2023-03-09,2.046511627906977
2023-03-10,2.9767441860465116
2023-03-11,3.7209302325581395
2023-03-12,5.209302325581396
2023-03-13,11.348837209302326
2023-03-14,3.1627906976744184
2023-03-15,2.2325581395348837
2023-03-16,2.046511627906977
2023-03-17,2.2325581395348837
2023-03-18,2.9767441860465116
2023-03-19,3.9069767441860463
2023-03-20,2.604651162790698
2023-03-21,1.8604651162790697
2023-03-22,1.6744186046511627
2023-03-23,1.8604651162790697
2023-03-24,2.4186046511627906
2023-03-25,4.651162790697675
2023-03-26,5.767441860465116
2023-03-27,3.5348837209302326
2023-03-28,3.3488372093023253
2023-03-29,2.7906976744186047
2023-03-30,2.7906976744186047
2023-03-31,2.604651162790698
2023-04-01,4.093023255813954
2023-04-02,4.27906976744186
2023-04-03,2.604651162790698
2023-04-04,1.8604651162790697
2023-04-05,2.046511627906977
2023-04-06,2.2325581395348837
2023-04-07,2.604651162790698
2023-04-08,3.7209302325581395
2023-04-09,4.27906976744186
2023-04-10,2.7906976744186047
2023-04-11,2.046511627906977
2023-04-12,2.046511627906977
2023-04-13,1.8604651162790697
2023-04-14,2.046511627906977
2023-04-15,3.3488372093023253
2023-04-16,4.465116279069767
2023-04-17,2.2325581395348837
2023-04-18,1.8604651162790697
2023-04-19,1.6744186046511627
2023-04-20,1.6744186046511627
2023-04-21,1.8604651162790697
2023-04-22,3.3488372093023253
2023-04-23,3.7209302325581395
2023-04-24,2.4186046511627906
2023-04-25,1.8604651162790697
2023-04-26,1.8220424671385236
2023-04-27,2.0424671385237616
2023-04-28,2.0788675429726995
2023-04-29,2.796764408493428
2023-04-30,3.403437815975733
2023-05-01,2.0424671385237616
2023-05-02,1.8220424671385236
2023-05-03,1.5085945399393328
2023-05-04,1.692618806875632
2023-05-05,1.840242669362993
2023-05-06,2.5945399393326594
2023-05-07,3.532861476238625
2023-05-08,2.097067745197169
2023-05-09,1.710819009100101
2023-05-10,1.5267947421638017
2023-05-11,1.6380182002022243
2023-05-12,1.6562184024266937
2023-05-13,2.2082912032355915
2023-05-14,2.833164812942366
2023-05-15,1.840242669362993
2023-05-16,1.6744186046511627
2023-05-17,1.6744186046511627
2023-05-18,1.5085945399393328
2023-05-19,1.692618806875632
2023-05-20,2.6309403437815977
2023-05-21,3.0171890798786656
2023-05-22,1.858442871587462
2023-05-23,1.6562184024266937
2023-05-24,1.6744186046511627
2023-05-25,1.5267947421638017
2023-05-26,1.7836198179979776
2023-05-27,2.584428715874621
2023-05-28,2.8756319514661275
2023-05-29,3.021233569261881
2023-05-30,2.2932254802831142
2023-05-31,1.7108190091001012
2023-06-01,1.7108190091001012
2023-06-02,1.6744186046511629
2023-06-03,2.475227502527806
2023-06-04,2.730030333670374
2023-06-05,1.8928210313447926
2023-06-06,1.5288169868554096
2023-06-07,1.565217391304348
2023-06-08,1.6016177957532862
2023-06-09,1.6380182002022246
2023-06-10,2.475227502527806
2023-06-11,2.475227502527806
2023-06-12,1.7472194135490393
2023-06-13,1.6380182002022246
2023-06-14,1.6016177957532862
2023-06-15,1.5288169868554096
2023-06-16,1.7472194135490393
2023-06-17,2.256825075834176
2023-06-18,2.693629929221436
2023-06-19,2.1112234580384226
2023-06-20,1.7108190091001012
2023-06-21,1.5288169868554096
2023-06-22,1.6016177957532862
2023-06-23,1.6744186046511629
2023-06-24,2.3296258847320526
2023-06-25,2.7664307381193125
2023-06-26,1.8928210313447926
2023-06-27,1.6016177957532862
2023-06-28,1.4924165824064712
2023-06-29,1.4924165824064712
2023-06-30,1.6744186046511629
2023-07-01,2.584428715874621
2023-07-02,3.021233569261881
2023-07-03,2.4388270980788676
2023-07-04,3.276036400404449
2023-07-05,2.366026289180991
2023-07-06,1.7836198179979776
2023-07-07,1.8928210313447926
2023-07-08,2.3296258847320526
2023-07-09,2.802831142568251
2023-07-10,1.820020222446916
2023-07-11,1.7108190091001012
2023-07-12,1.565217391304348
2023-07-13,1.7108190091001012
2023-07-14,1.8564206268958543
2023-07-15,2.584428715874621
2023-07-16,2.9848331648129425
2023-07-17,2.0748230535894843
2023-07-18,1.6016177957532862
2023-07-19,1.6380182002022246
2023-07-20,1.6016177957532862
2023-07-21,1.6744186046511629
2023-07-22,2.1840242669362993
2023-07-23,2.7664307381193125
2023-07-24,1.7836198179979776
2023-07-25,1.456016177957533
2023-07-26,1.5288169868554096
2023-07-27,1.6016177957532862
2023-07-28,1.565217391304348
2023-07-29,2.1840242669362993
2023-07-30,2.402426693629929
2023-07-31,1.6744186046511629
2023-08-01,1.2012133468149646
2023-08-02,1.456016177957533
2023-08-03,1.2740141557128413
2023-08-04,1.565217391304348
2023-08-05,2.147623862487361
2023-08-06,2.256825075834176
2023-08-07,1.565217391304348
2023-08-08,1.456016177957533
2023-08-09,1.4196157735085946
2023-08-10,1.2012133468149646
2023-08-11,1.346814964610718
2023-08-12,1.8928210313447926
2023-08-13,2.730030333670374
2023-08-14,1.4196157735085946
2023-08-15,1.2740141557128413
2023-08-16,1.237613751263903
2023-08-17,1.4196157735085946
2023-08-18,1.456016177957533
2023-08-19,1.7836198179979776
2023-08-20,2.0020222446916076
2023-08-21,1.456016177957533
2023-08-22,1.2740141557128413
2023-08-23,1.2740141557128413
2023-08-24,1.6016177957532862
2023-08-25,1.3832153690596563
2023-08-26,1.7472194135490393
2023-08-27,1.8928210313447926
2023-08-28,1.1648129423660263
2023-08-29,1.128412537917088
2023-08-30,1.0920121334681496
2023-08-31,1.128412537917088
2023-09-01,1.128412537917088
2023-09-02,2.256825075834176
2023-09-03,1.8928210313447926
2023-09-04,1.9656218402426693
2023-09-05,1.456016177957533
2023-09-06,1.128412537917088
2023-09-07,1.128412537917088
2023-09-08,1.1648129423660263
2023-09-09,1.6380182002022246
2023-09-10,1.7108190091001012
2023-09-11,1.1648129423660263
2023-09-12,0.910010111223458
2023-09-13,1.0556117290192113
2023-09-14,1.0556117290192113
2023-09-15,1.0556117290192113
2023-09-16,1.7472194135490393
2023-09-17,1.565217391304348
2023-09-18,1.0556117290192113
2023-09-19,1.0920121334681496
2023-09-20,1.0920121334681496
2023-09-21,1.128412537917088
2023-09-22,1.2012133468149646
2023-09-23,1.6016177957532862
2023-09-24,1.565217391304348
2023-09-25,1.128412537917088
2023-09-26,1.019211324570273
2023-09-27,1.0920121334681496
2023-09-28,1.0920121334681496
2023-09-29,1.237613751263903
2023-09-30,1.565217391304348
2023-10-01,1.7472194135490393
2023-10-02,1.0920121334681496
2023-10-03,1.128412537917088
2023-10-04,1.128412537917088
2023-10-05,1.128412537917088
2023-10-06,1.2012133468149646
2023-10-07,1.8928210313447926
2023-10-08,1.7108190091001012
2023-10-09,1.1648129423660263
2023-10-10,1.2012133468149646
2023-10-11,1.5288169868554096
2023-10-12,1.346814964610718
2023-10-13,1.3832153690596563
2023-10-14,1.929221435793731
2023-10-15,1.8928210313447926
2023-10-16,1.5288169868554096
2023-10-17,1.3832153690596563
2023-10-18,1.4196157735085946
2023-10-19,1.456016177957533
2023-10-20,1.4196157735085946
2023-10-21,2.038422649140546
2023-10-22,2.0020222446916076
2023-10-23,1.456016177957533
2023-10-24,1.5288169868554096
2023-10-25,1.6744186046511629
2023-10-26,1.4924165824064712
2023-10-27,1.7472194135490393
2023-10-28,2.620829120323559
2023-10-29,2.256825075834176
2023-10-30,2.0020222446916076
2023-10-31,2.366026289180991
2023-11-01,1.346814964610718
2023-11-02,1.128412537917088
2023-11-03,1.019211324570273
2023-11-04,1.6380182002022246
2023-11-05,1.565217391304348
2023-11-06,1.3104145601617796
2023-11-07,1.0920121334681496
2023-11-08,1.0556117290192113
2023-11-09,1.1648129423660263
2023-11-10,1.128412537917088
2023-11-11,1.6380182002022246
2023-11-12,1.6016177957532862
2023-11-13,1.1648129423660263
2023-11-14,1.019211324570273
2023-11-15,1.0556117290192113
2023-11-16,1.2012133468149646
2023-11-17,1.2012133468149646
2023-11-18,1.565217391304348
2023-11-19,1.4924165824064712
2023-11-20,1.0920121334681496
2023-11-21,1.019211324570273
2023-11-22,1.1648129423660263
2023-11-23,1.7108190091001012
2023-11-24,1.4924165824064712
2023-11-25,1.8564206268958543
2023-11-26,1.6380182002022246
2023-11-27,0.9464105156723963
2023-11-28,0.9464105156723963
2023-11-29,0.9828109201213346
2023-11-30,1.346814964610718
2023-12-01,1.019211324570273
2023-12-02,1.128412537917088
2023-12-03,1.2012133468149646
2023-12-04,0.9464105156723963
2023-12-05,0.8736097067745197
2023-12-06,0.910010111223458
2023-12-07,0.8372093023255814
2023-12-08,0.8736097067745197
2023-12-09,1.1648129423660263
2023-12-10,1.346814964610718
2023-12-11,0.9464105156723963
2023-12-12,0.9828109201213346
2023-12-13,0.910010111223458
2023-12-14,0.9828109201213346
2023-12-15,1.019211324570273
2023-12-16,1.5288169868554096
2023-12-17,1.456016177957533
2023-12-18,0.9828109201213346
2023-12-19,0.9464105156723963
2023-12-20,1.0556117290192113
2023-12-21,1.2012133468149646
2023-12-22,1.3104145601617796
2023-12-23,1.6744186046511629
2023-12-24,1.3832153690596563
2023-12-25,1.8928210313447926
2023-12-26,1.7472194135490393
2023-12-27,1.6016177957532862
2023-12-28,1.456016177957533
2023-12-29,1.5288169868554096
2023-12-30,1.6380182002022246
2023-12-31,1.6744186046511629
2024-01-01,2.2932254802831142
2024-01-02,1.2740141557128413
2024-01-03,1.2012133468149646
2024-01-04,1.128412537917088
2024-01-05,1.2012133468149646
2024-01-06,1.6016177957532862
2024-01-07,1.565217391304348
2024-01-08,1.3104145601617796
2024-01-09,0.9828109201213346
2024-01-10,1.0556117290192113
2024-01-11,0.9828109201213346
2024-01-12,2.475227502527806
2024-01-13,3.2032355915065724
2024-01-14,3.640040444893832
2024-01-15,1.929221435793731
2024-01-16,1.346814964610718
2024-01-17,2.1112234580384226
2024-01-18,1.3832153690596563
2024-01-19,1.3832153690596563
2024-01-20,1.8564206268958543
2024-01-21,1.7108190091001012
2024-01-22,1.1648129423660263
2024-01-23,1.2012133468149646
2024-01-24,1.2012133468149646
2024-01-25,1.0556117290192113
2024-01-26,1.2740141557128413
2024-01-27,2.6572295247724975
2024-01-28,1.820020222446916
2024-01-29,1.128412537917088
2024-01-30,1.0920121334681496
2024-01-31,1.019211324570273
2024-02-01,0.9464105156723963
2024-02-02,1.0556117290192113
2024-02-03,1.565217391304348
2024-02-04,1.6016177957532862
2024-02-05,1.0556117290192113
2024-02-06,1.0556117290192113
2024-02-07,1.128412537917088
2024-02-08,1.0920121334681496
2024-02-09,1.2012133468149646
2024-02-10,1.6380182002022246
2024-02-11,1.7108190091001012
2024-02-12,1.3832153690596563
2024-02-13,1.0556117290192113
2024-02-14,1.0920121334681496
2024-02-15,1.456016177957533
2024-02-16,1.1648129423660263
2024-02-17,1.456016177957533
2024-02-18,1.7108190091001012
2024-02-19,1.346814964610718
2024-02-20,1.1648129423660263
2024-02-21,1.2012133468149646
2024-02-22,1.128412537917088
2024-02-23,1.4196157735085946
2024-02-24,1.7836198179979776
2024-02-25,2.038422649140546
2024-02-26,1.2012133468149646
2024-02-27,1.0556117290192113
2024-02-28,1.019211324570273
2024-02-29,0.9828109201213346
2024-03-01,1.0920121334681496
2024-03-02,1.3832153690596563
2024-03-03,1.7836198179979776
2024-03-04,1.2740141557128413
2024-03-05,1.019211324570273
2024-03-06,1.2012133468149646
2024-03-07,1.0556117290192113
2024-03-08,1.0920121334681496
2024-03-09,1.456016177957533
2024-03-10,1.4924165824064712
2024-03-11,1.2012133468149646
2024-03-12,1.0556117290192113
2024-03-13,1.2012133468149646
2024-03-14,1.019211324570273
2024-03-15,1.0920121334681496
2024-03-16,1.9656218402426693
2024-03-17,1.7472194135490393
2024-03-18,1.4196157735085946
2024-03-19,1.1648129423660263
2024-03-20,1.128412537917088
2024-03-21,1.0920121334681496
2024-03-22,1.1648129423660263
2024-03-23,1.6744186046511629
2024-03-24,1.8928210313447926
2024-03-25,1.237613751263903
2024-03-26,1.0920121334681496
2024-03-27,1.1648129423660263
2024-03-28,1.237613751263903
2024-03-29,1.3104145601617796
2024-03-30,1.6380182002022246
2024-03-31,1.9656218402426693
2024-04-01,1.3104145601617796
2024-04-02,1.128412537917088
2024-04-03,1.2012133468149646
2024-04-04,1.0556117290192113
2024-04-05,1.237613751263903
2024-04-06,1.565217391304348
2024-04-07,1.8928210313447926
2024-04-08,1.346814964610718
2024-04-09,1.2740141557128413
2024-04-10,1.2012133468149646
2024-04-11,1.128412537917088
2024-04-12,1.2012133468149646
2024-04-13,1.6744186046511629
2024-04-14,1.7108190091001012
2024-04-15,1.1648129423660263
2024-04-16,0.9828109201213346
2024-04-17,1.0556117290192113
2024-04-18,1.128412537917088
2024-04-19,1.456016177957533
2024-04-20,1.8564206268958543
2024-04-21,1.8928210313447926
2024-04-22,1.2740141557128413
2024-04-23,1.237613751263903
2024-04-24,1.2012133468149646
2024-04-25,1.237613751263903
2024-04-26,1.128412537917088
2024-04-27,1.9656218402426693
2024-04-28,2.402426693629929
2024-04-29,1.5288169868554096
2024-04-30,1.237613751263903
2024-05-01,1.128412537917088
2024-05-02,1.1648129423660263
2024-05-03,1.2740141557128413
2024-05-04,1.7836198179979776
2024-05-05,1.7472194135490393
2024-05-06,1.2012133468149646
2024-05-07,1.0920121334681496
2024-05-08,1.2740141557128413
2024-05-09,1.3104145601617796
2024-05-10,1.2740141557128413
2024-05-11,1.6380182002022246
2024-05-12,1.7472194135490393
2024-05-13,1.5288169868554096
2024-05-14,1.237613751263903
2024-05-15,1.237613751263903
2024-05-16,1.3104145601617796
2024-05-17,1.2740141557128413
2024-05-18,1.929221435793731
2024-05-19,1.929221435793731
2024-05-20,1.2740141557128413
2024-05-21,1.1648129423660263
2024-05-22,1.237613751263903
2024-05-23,1.3104145601617796
2024-05-24,1.4924165824064712
2024-05-25,2.0748230535894843
2024-05-26,2.038422649140546
2024-05-27,2.2932254802831142
2024-05-28,1.8564206268958543
2024-05-29,1.7108190091001012
2024-05-30,1.3832153690596563
2024-05-31,1.3104145601617796
2024-06-01,1.8928210313447926
2024-06-02,2.0020222446916076
2024-06-03,1.2740141557128413
2024-06-04,1.2012133468149646
2024-06-05,1.346814964610718
2024-06-06,1.2012133468149646
2024-06-07,1.2740141557128413
2024-06-08,2.0748230535894843
2024-06-09,2.147623862487361
2024-06-10,1.7108190091001012
2024-06-11,1.4924165824064712
2024-06-12,1.6016177957532862
2024-06-13,1.2740141557128413
2024-06-14,1.346814964610718
2024-06-15,2.0020222446916076
2024-06-16,2.0748230535894843
2024-06-17,1.5288169868554096
2024-06-18,1.4196157735085946
2024-06-19,1.4924165824064712
2024-06-20,1.346814964610718
2024-06-21,1.3104145601617796
2024-06-22,1.929221435793731
2024-06-23,1.8928210313447926
2024-06-24,1.456016177957533
2024-06-25,1.2012133468149646
2024-06-26,1.2012133468149646
2024-06-27,1.237613751263903
2024-06-28,1.1648129423660263
2024-06-29,1.7108190091001012
2024-06-30,1.929221435793731
2024-07-01,1.346814964610718
2024-07-02,1.1648129423660263
2024-07-03,1.8928210313447926
2024-07-04,2.2204246713852376
2024-07-05,2.0020222446916076
2024-07-06,1.820020222446916
2024-07-07,1.929221435793731
2024-07-08,1.3832153690596563
2024-07-09,1.2012133468149646
2024-07-10,1.237613751263903
2024-07-11,1.2740141557128413
2024-07-12,1.2740141557128413
2024-07-13,2.2204246713852376
2024-07-14,1.6744186046511629
2024-07-15,1.237613751263903
2024-07-16,1.1648129423660263
2024-07-17,1.346814964610718
2024-07-18,1.4924165824064712
2024-07-19,1.6016177957532862
2024-07-20,2.2204246713852376
2024-07-21,2.9848331648129425
2024-07-22,1.7108190091001012
2024-07-23,1.4924165824064712
2024-07-24,1.565217391304348
2024-07-25,1.6744186046511629
2024-07-26,1.7472194135490393
2024-07-27,2.0020222446916076
2024-07-28,2.038422649140546
2024-07-29,1.5288169868554096
2024-07-30,1.3832153690596563
2024-07-31,1.1648129423660263
2024-08-01,1.3104145601617796
2024-08-02,1.3832153690596563
2024-08-03,1.7472194135490393
2024-08-04,1.8564206268958543
2024-08-05,1.3104145601617796
2024-08-06,1.456016177957533
2024-08-07,1.2740141557128413
2024-08-08,1.2012133468149646
2024-08-09,1.2740141557128413
2024-08-10,1.6744186046511629
2024-08-11,2.0748230535894843
2024-08-12,1.4924165824064712
2024-08-13,1.237613751263903
2024-08-14,1.2012133468149646
2024-08-15,1.1648129423660263
2024-08-16,1.2740141557128413
2024-08-17,1.8564206268958543
2024-08-18,1.8964610717896866
2024-08-19,1.2703741152679475
2024-08-20,1.1629929221435793
2024-08-21,1.341354903943377
2024-08-22,1.4851365015166835
