Time,panera bread
2022-12-11,80.0
2022-12-12,75.0
2022-12-13,76.0
2022-12-14,79.0
2022-12-15,83.0
2022-12-16,84.0
2022-12-17,87.0
2022-12-18,84.0
2022-12-19,86.0
2022-12-20,94.0
2022-12-21,87.0
2022-12-22,90.0
2022-12-23,79.0
2022-12-24,80.0
2022-12-25,53.0
2022-12-26,80.0
2022-12-27,84.0
2022-12-28,87.0
2022-12-29,88.0
2022-12-30,84.0
2022-12-31,79.0
2023-01-01,90.0
2023-01-02,81.0
2023-01-03,70.0
2023-01-04,72.0
2023-01-05,81.0
2023-01-06,83.0
2023-01-07,77.0
2023-01-08,80.0
2023-01-09,71.0
2023-01-10,80.0
2023-01-11,79.0
2023-01-12,78.0
2023-01-13,83.0
2023-01-14,81.0
2023-01-15,79.0
2023-01-16,85.0
2023-01-17,73.0
2023-01-18,77.0
2023-01-19,78.0
2023-01-20,81.0
2023-01-21,80.0
2023-01-22,81.0
2023-01-23,82.0
2023-01-24,83.0
2023-01-25,78.0
2023-01-26,81.0
2023-01-27,84.0
2023-01-28,86.0
2023-01-29,81.0
2023-01-30,78.0
2023-01-31,79.0
2023-02-01,75.0
2023-02-02,84.0
2023-02-03,87.0
2023-02-04,85.0
2023-02-05,92.0
2023-02-06,74.0
2023-02-07,80.0
2023-02-08,78.0
2023-02-09,81.0
2023-02-10,82.0
2023-02-11,86.0
2023-02-12,74.0
2023-02-13,61.0
2023-02-14,77.0
2023-02-15,78.0
2023-02-16,81.0
2023-02-17,88.0
2023-02-18,83.0
2023-02-19,89.0
2023-02-20,83.0
2023-02-21,75.0
2023-02-22,79.0
2023-02-23,76.0
2023-02-24,81.0
2023-02-25,89.0
2023-02-26,84.0
2023-02-27,77.0
2023-02-28,74.0
2023-03-01,79.0
2023-03-02,76.0
2023-03-03,79.0
2023-03-04,82.0
2023-03-05,77.0
2023-03-06,70.0
2023-03-07,75.0
2023-03-08,71.0
2023-03-09,78.0
2023-03-10,83.0
2023-03-11,80.0
2023-03-12,77.0
2023-03-13,71.0
2023-03-14,74.0
2023-03-15,80.0
2023-03-16,79.0
2023-03-17,79.0
2023-03-18,79.0
2023-03-19,81.0
2023-03-20,74.0
2023-03-21,74.0
2023-03-22,73.0
2023-03-23,73.0
2023-03-24,76.0
2023-03-25,76.0
2023-03-26,82.0
2023-03-27,70.0
2023-03-28,69.0
2023-03-29,76.0
2023-03-30,71.0
2023-03-31,72.0
2023-04-01,74.0
2023-04-02,73.0
2023-04-03,65.0
2023-04-04,72.0
2023-04-05,70.0
2023-04-06,81.0
2023-04-07,85.0
2023-04-08,77.0
2023-04-09,84.0
2023-04-10,68.0
2023-04-11,70.0
2023-04-12,72.0
2023-04-13,75.0
2023-04-14,77.0
2023-04-15,73.0
2023-04-16,78.0
2023-04-17,67.0
2023-04-18,68.0
2023-04-19,71.0
2023-04-20,72.0
2023-04-21,74.0
2023-04-22,78.0
2023-04-23,79.0
2023-04-24,69.0
2023-04-25,71.0
2023-04-26,71.0
2023-04-27,72.5
2023-04-28,72.5
2023-04-29,76.5
2023-04-30,77.5
2023-05-01,68.5
2023-05-02,74.5
2023-05-03,74.5
2023-05-04,72.5
2023-05-05,68.0
2023-05-06,70.5
2023-05-07,75.5
2023-05-08,70.0
2023-05-09,68.5
2023-05-10,70.5
2023-05-11,73.5
2023-05-12,72.5
2023-05-13,77.5
2023-05-14,79.5
2023-05-15,69.5
2023-05-16,72.0
2023-05-17,71.5
2023-05-18,76.5
2023-05-19,83.0
2023-05-20,74.0
2023-05-21,76.5
2023-05-22,67.5
2023-05-23,70.5
2023-05-24,68.0
2023-05-25,71.5
2023-05-26,69.0
2023-05-27,65.0
2023-05-28,71.0
2023-05-29,69.0
2023-05-30,64.0
2023-05-31,67.0
2023-06-01,69.0
2023-06-02,67.0
2023-06-03,66.0
2023-06-04,69.0
2023-06-05,66.0
2023-06-06,71.0
2023-06-07,72.0
2023-06-08,68.0
2023-06-09,74.0
2023-06-10,67.0
2023-06-11,74.0
2023-06-12,65.0
2023-06-13,74.0
2023-06-14,72.0
2023-06-15,72.0
2023-06-16,77.0
2023-06-17,68.0
2023-06-18,68.0
2023-06-19,72.0
2023-06-20,70.0
2023-06-21,73.0
2023-06-22,70.0
2023-06-23,70.0
2023-06-24,67.0
2023-06-25,71.0
2023-06-26,67.0
2023-06-27,77.0
2023-06-28,67.0
2023-06-29,69.0
2023-06-30,67.0
2023-07-01,64.0
2023-07-02,69.0
2023-07-03,62.0
2023-07-04,71.0
2023-07-05,58.0
2023-07-06,64.0
2023-07-07,66.0
2023-07-08,65.0
2023-07-09,70.0
2023-07-10,65.0
2023-07-11,66.0
2023-07-12,73.0
2023-07-13,68.0
2023-07-14,70.0
2023-07-15,66.0
2023-07-16,69.0
2023-07-17,67.0
2023-07-18,68.0
2023-07-19,69.0
2023-07-20,68.0
2023-07-21,71.0
2023-07-22,67.0
2023-07-23,69.0
2023-07-24,65.0
2023-07-25,68.0
2023-07-26,65.0
2023-07-27,68.0
2023-07-28,63.0
2023-07-29,63.0
2023-07-30,68.0
2023-07-31,62.0
2023-08-01,67.0
2023-08-02,66.0
2023-08-03,69.0
2023-08-04,70.0
2023-08-05,63.0
2023-08-06,70.0
2023-08-07,65.0
2023-08-08,68.0
2023-08-09,68.0
2023-08-10,71.0
2023-08-11,67.0
2023-08-12,65.0
2023-08-13,67.0
2023-08-14,66.0
2023-08-15,68.0
2023-08-16,69.0
2023-08-17,70.0
2023-08-18,72.0
2023-08-19,70.0
2023-08-20,69.0
2023-08-21,63.0
2023-08-22,69.0
2023-08-23,68.0
2023-08-24,67.0
2023-08-25,64.0
2023-08-26,63.0
2023-08-27,65.0
2023-08-28,63.0
2023-08-29,64.0
2023-08-30,65.0
2023-08-31,64.0
2023-09-01,68.0
2023-09-02,63.0
2023-09-03,65.0
2023-09-04,70.0
2023-09-05,60.0
2023-09-06,63.0
2023-09-07,61.0
2023-09-08,67.0
2023-09-09,61.0
2023-09-10,66.0
2023-09-11,63.0
2023-09-12,68.0
2023-09-13,68.0
2023-09-14,67.0
2023-09-15,66.0
2023-09-16,66.0
2023-09-17,69.0
2023-09-18,61.0
2023-09-19,67.0
2023-09-20,62.0
2023-09-21,64.0
2023-09-22,66.0
2023-09-23,67.0
2023-09-24,68.0
2023-09-25,63.0
2023-09-26,65.0
2023-09-27,68.0
2023-09-28,69.0
2023-09-29,65.0
2023-09-30,66.0
2023-10-01,72.0
2023-10-02,62.0
2023-10-03,65.0
2023-10-04,67.0
2023-10-05,66.0
2023-10-06,68.0
2023-10-07,66.0
2023-10-08,75.0
2023-10-09,69.0
2023-10-10,64.0
2023-10-11,70.0
2023-10-12,72.0
2023-10-13,66.0
2023-10-14,72.0
2023-10-15,76.0
2023-10-16,65.0
2023-10-17,69.0
2023-10-18,68.0
2023-10-19,69.0
2023-10-20,65.0
2023-10-21,67.0
2023-10-22,73.0
2023-10-23,73.0
2023-10-24,100.0
2023-10-25,97.0
2023-10-26,91.0
2023-10-27,77.0
2023-10-28,73.0
2023-10-29,81.0
2023-10-30,70.0
2023-10-31,76.0
2023-11-01,82.0
2023-11-02,72.0
2023-11-03,72.0
2023-11-04,71.0
2023-11-05,70.0
2023-11-06,68.0
2023-11-07,69.0
2023-11-08,69.0
2023-11-09,71.0
2023-11-10,71.0
2023-11-11,77.0
2023-11-12,69.0
2023-11-13,68.0
2023-11-14,62.0
2023-11-15,68.0
2023-11-16,68.0
2023-11-17,65.0
2023-11-18,64.0
2023-11-19,68.0
2023-11-20,60.0
2023-11-21,63.0
2023-11-22,60.0
2023-11-23,50.0
2023-11-24,48.0
2023-11-25,56.0
2023-11-26,66.0
2023-11-27,61.0
2023-11-28,64.0
2023-11-29,67.0
2023-11-30,62.0
2023-12-01,66.0
2023-12-02,64.0
2023-12-03,62.0
2023-12-04,61.0
2023-12-05,78.0
2023-12-06,92.0
2023-12-07,91.0
2023-12-08,82.0
2023-12-09,86.0
2023-12-10,82.0
2023-12-11,70.0
2023-12-12,81.0
2023-12-13,75.0
2023-12-14,65.0
2023-12-15,70.0
2023-12-16,66.0
2023-12-17,67.0
2023-12-18,58.0
2023-12-19,70.0
2023-12-20,69.0
2023-12-21,71.0
2023-12-22,74.5
2023-12-23,73.0
2023-12-24,74.5
2023-12-25,47.5
2023-12-26,62.5
2023-12-27,65.5
2023-12-28,73.5
2023-12-29,75.5
2023-12-30,66.5
2023-12-31,72.5
2024-01-01,79.0
2024-01-02,66.0
2024-01-03,70.0
2024-01-04,69.5
2024-01-05,68.5
2024-01-06,64.0
2024-01-07,64.5
2024-01-08,62.5
2024-01-09,63.0
2024-01-10,68.5
2024-01-11,67.5
2024-01-12,67.5
2024-01-13,65.0
2024-01-14,62.5
2024-01-15,66.5
2024-01-16,58.0
2024-01-17,68.5
2024-01-18,65.5
2024-01-19,59.0
2024-01-20,64.0
2024-01-21,65.0
2024-01-22,64.0
2024-01-23,66.0
2024-01-24,100.0
2024-01-25,84.0
2024-01-26,64.0
2024-01-27,64.0
2024-01-28,63.0
2024-01-29,59.0
2024-01-30,65.0
2024-01-31,64.0
2024-02-01,60.0
2024-02-02,61.0
2024-02-03,65.0
2024-02-04,62.0
2024-02-05,57.0
2024-02-06,59.0
2024-02-07,61.0
2024-02-08,59.0
2024-02-09,60.0
2024-02-10,66.0
2024-02-11,51.0
2024-02-12,49.0
2024-02-13,56.0
2024-02-14,57.0
2024-02-15,56.0
2024-02-16,62.0
2024-02-17,65.0
2024-02-18,69.0
2024-02-19,65.0
2024-02-20,57.0
2024-02-21,59.0
2024-02-22,58.0
2024-02-23,62.0
2024-02-24,61.0
2024-02-25,64.0
2024-02-26,55.0
2024-02-27,53.0
2024-02-28,60.0
2024-02-29,83.0
2024-03-01,86.0
2024-03-02,73.0
2024-03-03,64.0
2024-03-04,55.0
2024-03-05,60.0
2024-03-06,59.0
2024-03-07,61.0
2024-03-08,60.0
2024-03-09,60.0
2024-03-10,63.0
2024-03-11,56.0
2024-03-12,55.0
2024-03-13,55.0
2024-03-14,57.0
2024-03-15,58.0
2024-03-16,55.0
2024-03-17,59.0
2024-03-18,54.0
2024-03-19,54.0
2024-03-20,57.0
2024-03-21,54.0
2024-03-22,57.0
2024-03-23,81.0
2024-03-24,95.0
2024-03-25,87.0
2024-03-26,71.0
2024-03-27,61.0
2024-03-28,58.0
2024-03-29,59.0
2024-03-30,53.0
2024-03-31,63.0
2024-04-01,54.0
2024-04-02,53.0
2024-04-03,57.0
2024-04-04,60.0
2024-04-05,63.0
2024-04-06,60.0
2024-04-07,63.0
2024-04-08,51.0
2024-04-09,61.0
2024-04-10,62.0
2024-04-11,59.0
2024-04-12,62.0
2024-04-13,63.0
2024-04-14,59.0
2024-04-15,57.0
2024-04-16,58.0
2024-04-17,59.0
2024-04-18,61.0
2024-04-19,59.0
2024-04-20,62.0
2024-04-21,66.0
2024-04-22,53.0
2024-04-23,60.0
2024-04-24,58.0
2024-04-25,60.0
2024-04-26,57.0
2024-04-27,58.0
2024-04-28,61.0
2024-04-29,56.0
2024-04-30,56.0
2024-05-01,57.0
2024-05-02,57.0
2024-05-03,57.0
2024-05-04,60.0
2024-05-05,57.0
2024-05-06,54.0
2024-05-07,56.0
2024-05-08,60.0
2024-05-09,60.0
2024-05-10,58.0
2024-05-11,59.0
2024-05-12,68.0
2024-05-13,54.0
2024-05-14,54.0
2024-05-15,56.0
2024-05-16,56.0
2024-05-17,56.0
2024-05-18,53.0
2024-05-19,56.0
2024-05-20,53.0
2024-05-21,55.0
2024-05-22,58.0
2024-05-23,58.0
2024-05-24,57.0
2024-05-25,57.0
2024-05-26,54.0
2024-05-27,60.0
2024-05-28,49.0
2024-05-29,56.0
2024-05-30,60.0
2024-05-31,61.0
2024-06-01,55.0
2024-06-02,61.0
2024-06-03,54.0
2024-06-04,57.0
2024-06-05,58.0
2024-06-06,57.0
2024-06-07,60.0
2024-06-08,54.0
2024-06-09,57.0
2024-06-10,56.0
2024-06-11,56.0
2024-06-12,58.0
2024-06-13,56.0
2024-06-14,58.0
2024-06-15,51.0
2024-06-16,51.0
2024-06-17,58.0
2024-06-18,51.0
2024-06-19,57.0
2024-06-20,52.0
2024-06-21,57.0
2024-06-22,55.0
2024-06-23,55.0
2024-06-24,55.0
2024-06-25,53.0
2024-06-26,55.0
2024-06-27,53.0
2024-06-28,57.0
2024-06-29,53.0
2024-06-30,55.0
2024-07-01,50.0
2024-07-02,51.0
2024-07-03,52.0
2024-07-04,56.0
2024-07-05,50.0
2024-07-06,50.0
2024-07-07,52.0
2024-07-08,53.0
2024-07-09,57.0
2024-07-10,61.0
2024-07-11,58.0
2024-07-12,56.0
2024-07-13,54.0
2024-07-14,50.0
2024-07-15,51.0
2024-07-16,53.0
2024-07-17,60.0
2024-07-18,59.0
2024-07-19,51.0
2024-07-20,55.0
2024-07-21,58.0
2024-07-22,59.0
2024-07-23,59.0
2024-07-24,60.0
2024-07-25,61.0
2024-07-26,62.0
2024-07-27,56.0
2024-07-28,54.0
2024-07-29,58.0
2024-07-30,55.0
2024-07-31,59.0
2024-08-01,56.0
2024-08-02,53.0
2024-08-03,52.0
2024-08-04,53.0
2024-08-05,54.0
2024-08-06,52.0
2024-08-07,60.0
2024-08-08,56.0
2024-08-09,50.0
2024-08-10,50.0
2024-08-11,56.0
2024-08-12,53.0
2024-08-13,54.0
2024-08-14,56.0
2024-08-15,60.0
2024-08-16,53.0
2024-08-17,55.0
2024-08-18,73.5
2024-08-19,63.5
2024-08-20,72.0
2024-08-21,74.0
2024-08-22,71.5
2024-08-23,71.0
2024-08-24,68.5
2024-08-25,71.5
2024-08-26,66.0
2024-08-27,67.0
2024-08-28,64.5
2024-08-29,65.5
2024-08-30,68.5
2024-08-31,63.0
2024-09-01,66.0
2024-09-02,71.5
2024-09-03,62.0
2024-09-04,67.0
2024-09-05,63.5
2024-09-06,66.0
2024-09-07,68.5
2024-09-08,66.0
2024-09-09,63.5
2024-09-10,63.5
2024-09-11,67.0
2024-09-12,76.5
2024-09-13,75.5
2024-09-14,79.0
2024-09-15,73.5
2024-09-16,64.0
2024-09-17,87.0
2024-09-18,89.0
2024-09-19,88.0
2024-09-20,91.0
2024-09-21,88.0
2024-09-22,86.0
2024-09-23,77.0
2024-09-24,83.0
2024-09-25,85.0
2024-09-26,90.0
2024-09-27,90.0
2024-09-28,86.0
2024-09-29,89.0
2024-09-30,76.0
2024-10-01,84.0
2024-10-02,79.0
2024-10-03,88.0
2024-10-04,91.0
2024-10-05,85.0
2024-10-06,81.0
2024-10-07,78.0
2024-10-08,86.0
2024-10-09,82.0
2024-10-10,88.0
2024-10-11,93.0
2024-10-12,90.0
2024-10-13,95.0
2024-10-14,89.0
2024-10-15,96.0
2024-10-16,99.0
2024-10-17,93.0
2024-10-18,90.0
2024-10-19,81.0
2024-10-20,84.0
2024-10-21,80.0
2024-10-22,89.0
2024-10-23,81.0
2024-10-24,88.0
2024-10-25,89.0
2024-10-26,83.0
2024-10-27,87.0
2024-10-28,85.0
2024-10-29,86.0
2024-10-30,81.0
2024-10-31,77.0
2024-11-01,81.0
2024-11-02,83.0
2024-11-03,84.0
2024-11-04,78.0
2024-11-05,79.0
2024-11-06,61.0
2024-11-07,84.0
2024-11-08,86.0
2024-11-09,86.0
2024-11-10,85.0
2024-11-11,98.0
2024-11-12,88.0
2024-11-13,91.0
2024-11-14,93.0
2024-11-15,85.0
2024-11-16,86.0
2024-11-17,90.0
2024-11-18,82.0
2024-11-19,90.0
2024-11-20,95.0
2024-11-21,92.0
2024-11-22,92.0
2024-11-23,90.0
2024-11-24,91.0
2024-11-25,85.0
2024-11-26,88.0
2024-11-27,90.0
2024-11-28,74.0
2024-11-29,61.0
2024-11-30,72.0
2024-12-01,81.0
2024-12-02,75.0
2024-12-03,87.0
2024-12-04,86.0
2024-12-05,83.0
2024-12-06,92.0
2024-12-07,94.0
2024-12-08,90.0
2024-12-09,78.0
2024-12-10,82.0
2024-12-11,88.0
2024-12-12,88.0
2024-12-13,91.0
2024-12-14,90.0
2024-12-15,94.0
2024-12-16,79.0
2024-12-17,91.0
2024-12-18,84.0
2024-12-19,92.0
2024-12-20,96.0
2024-12-21,85.0
2024-12-22,96.0
2024-12-23,100.0
2024-12-24,96.0
2024-12-25,63.0
2024-12-26,82.0
2024-12-27,91.0
2024-12-28,87.0
2024-12-29,93.0
2024-12-30,86.0
2024-12-31,90.0
2025-01-01,99.0
2025-01-02,86.0
2025-01-03,92.0
2025-01-04,86.0
2025-01-05,90.0
2025-01-06,78.0
2025-01-07,87.0
2025-01-08,90.0
2025-01-09,89.0
2025-01-10,80.0
2025-01-11,83.0
2025-01-12,85.0
2025-01-13,83.0
2025-01-14,88.0
2025-01-15,90.0
2025-01-16,87.0
2025-01-17,89.0
2025-01-18,98.0
2025-01-19,80.0
2025-01-20,79.0
2025-01-21,87.0
2025-01-22,92.0
2025-01-23,87.0
2025-01-24,88.0
2025-01-25,94.0
2025-01-26,88.0
2025-01-27,73.0
2025-01-28,95.0
2025-01-29,92.0
2025-01-30,89.0
2025-01-31,95.0
2025-02-01,87.0
2025-02-02,88.0
2025-02-03,73.0
2025-02-04,81.0
2025-02-05,86.0
2025-02-06,81.0
2025-02-07,83.0
2025-02-08,83.0
2025-02-09,72.0
2025-02-10,65.0
2025-02-11,73.0
2025-02-12,83.0
2025-02-13,86.0
2025-02-14,79.0
2025-02-15,79.0
2025-02-16,81.0
2025-02-17,82.0
2025-02-18,81.0
2025-02-19,88.0
2025-02-20,86.0
2025-02-21,83.0
2025-02-22,86.0
2025-02-23,89.0
2025-02-24,73.0
2025-02-25,74.0
2025-02-26,87.0
2025-02-27,75.0
2025-02-28,78.0
2025-03-01,81.0
2025-03-02,80.0
2025-03-03,76.0
2025-03-04,83.0
2025-03-05,82.0
2025-03-06,79.0
2025-03-07,84.0
2025-03-08,84.0
2025-03-09,81.0
2025-03-10,68.0
2025-03-11,84.0
2025-03-12,84.0
2025-03-13,78.0
2025-03-14,77.0
2025-03-15,82.0
2025-03-16,83.0
2025-03-17,74.0
2025-03-18,76.0
2025-03-19,80.0
2025-03-20,78.0
2025-03-21,85.0
2025-03-22,74.0
2025-03-23,80.0
2025-03-24,69.0
2025-03-25,75.0
2025-03-26,78.0
2025-03-27,74.0
2025-03-28,74.0
2025-03-29,73.0
2025-03-30,74.0
2025-03-31,70.0
2025-04-01,70.0
2025-04-02,72.0
2025-04-03,79.0
2025-04-04,83.0
2025-04-05,77.0
2025-04-06,84.0
2025-04-07,73.0
2025-04-08,76.0
2025-04-09,78.0
2025-04-10,82.0
2025-04-11,80.0
2025-04-12,80.0
2025-04-13,79.0
2025-04-14,72.0
2025-04-15,74.0
2025-04-16,82.5
2025-04-17,75.0
2025-04-18,75.0
2025-04-19,76.5
2025-04-20,92.5
2025-04-21,75.0
2025-04-22,75.5
2025-04-23,72.5
2025-04-24,78.0
2025-04-25,80.5
2025-04-26,79.0
2025-04-27,80.0
2025-04-28,68.0
2025-04-29,72.5
2025-04-30,81.0
2025-05-01,81.0
2025-05-02,74.0
2025-05-03,71.5
2025-05-04,81.5
2025-05-05,66.5
2025-05-06,82.0
2025-05-07,75.0
2025-05-08,74.0
2025-05-09,76.0
2025-05-10,78.0
2025-05-11,82.0
2025-05-12,74.0
2025-05-13,69.5
2025-05-14,68.5
2025-05-15,66.0
2025-05-16,66.0
2025-05-17,73.0
2025-05-18,76.0
2025-05-19,65.0
2025-05-20,72.0
2025-05-21,67.0
2025-05-22,74.0
2025-05-23,72.0
2025-05-24,68.0
2025-05-25,71.0
2025-05-26,72.0
2025-05-27,67.0
2025-05-28,73.0
2025-05-29,70.0
2025-05-30,72.0
2025-05-31,69.0
2025-06-01,73.0
2025-06-02,70.0
2025-06-03,73.0
2025-06-04,73.0
2025-06-05,68.0
2025-06-06,70.0
2025-06-07,64.0
2025-06-08,70.0
2025-06-09,67.0
2025-06-10,68.0
2025-06-11,72.0
2025-06-12,81.0
2025-06-13,70.0
2025-06-14,68.0
2025-06-15,63.0
2025-06-16,68.0
2025-06-17,63.0
2025-06-18,72.0
2025-06-19,64.0
2025-06-20,68.0
2025-06-21,63.0
2025-06-22,68.0
2025-06-23,64.0
2025-06-24,64.0
