Time,spanish_to_english
2022-04-23,58.0
2022-04-24,55.0
2022-04-25,97.0
2022-04-26,94.0
2022-04-27,90.0
2022-04-28,95.0
2022-04-29,92.0
2022-04-30,59.0
2022-05-01,58.0
2022-05-02,89.0
2022-05-03,91.0
2022-05-04,92.0
2022-05-05,97.0
2022-05-06,90.0
2022-05-07,59.0
2022-05-08,63.0
2022-05-09,92.0
2022-05-10,94.0
2022-05-11,93.0
2022-05-12,100.0
2022-05-13,91.0
2022-05-14,62.0
2022-05-15,60.0
2022-05-16,89.0
2022-05-17,95.0
2022-05-18,88.0
2022-05-19,91.0
2022-05-20,86.0
2022-05-21,61.0
2022-05-22,62.0
2022-05-23,88.0
2022-05-24,91.0
2022-05-25,85.0
2022-05-26,87.0
2022-05-27,81.0
2022-05-28,59.0
2022-05-29,59.0
2022-05-30,60.0
2022-05-31,81.0
2022-06-01,81.0
2022-06-02,83.0
2022-06-03,79.0
2022-06-04,64.0
2022-06-05,59.0
2022-06-06,77.0
2022-06-07,81.0
2022-06-08,80.0
2022-06-09,75.0
2022-06-10,73.0
2022-06-11,59.0
2022-06-12,57.0
2022-06-13,70.0
2022-06-14,73.0
2022-06-15,73.0
2022-06-16,74.0
2022-06-17,67.0
2022-06-18,60.0
2022-06-19,63.0
2022-06-20,66.0
2022-06-21,68.0
2022-06-22,69.0
2022-06-23,69.0
2022-06-24,66.0
2022-06-25,61.0
2022-06-26,55.0
2022-06-27,67.0
2022-06-28,69.0
2022-06-29,68.0
2022-06-30,70.0
2022-07-01,64.0
2022-07-02,57.0
2022-07-03,57.0
2022-07-04,56.0
2022-07-05,66.0
2022-07-06,66.0
2022-07-07,67.0
2022-07-08,65.0
2022-07-09,58.0
2022-07-10,56.0
2022-07-11,68.0
2022-07-12,68.0
2022-07-13,66.0
2022-07-14,69.0
2022-07-15,66.0
2022-07-16,57.0
2022-07-17,57.0
2022-07-18,67.0
2022-07-19,66.0
2022-07-20,64.0
2022-07-21,70.0
2022-07-22,65.0
2022-07-23,55.0
2022-07-24,56.0
2022-07-25,66.0
2022-07-26,68.0
2022-07-27,62.0
2022-07-28,67.0
2022-07-29,67.0
2022-07-30,55.0
2022-07-31,55.0
2022-08-01,61.0
2022-08-02,66.0
2022-08-03,67.0
2022-08-04,67.0
2022-08-05,65.0
2022-08-06,57.0
2022-08-07,54.0
2022-08-08,66.0
2022-08-09,71.0
2022-08-10,66.0
2022-08-11,75.0
2022-08-12,69.0
2022-08-13,56.0
2022-08-14,55.0
2022-08-15,72.0
2022-08-16,73.0
2022-08-17,76.0
2022-08-18,77.0
2022-08-19,75.0
2022-08-20,58.0
2022-08-21,56.0
2022-08-22,74.0
2022-08-23,81.0
2022-08-24,84.0
2022-08-25,84.0
2022-08-26,78.0
2022-08-27,57.0
2022-08-28,56.0
2022-08-29,81.05555555555556
2022-08-30,83.66666666666667
2022-08-31,85.77777777777777
2022-09-01,85.27777777777777
2022-09-02,81.05555555555556
2022-09-03,62.111111111111114
2022-09-04,55.77777777777778
2022-09-05,58.94444444444444
2022-09-06,81.05555555555556
2022-09-07,88.94444444444444
2022-09-08,92.11111111111111
2022-09-09,90.0
2022-09-10,58.94444444444444
2022-09-11,57.888888888888886
2022-09-12,88.94444444444444
2022-09-13,94.22222222222223
2022-09-14,97.88888888888889
2022-09-15,97.88888888888889
2022-09-16,92.61111111111111
2022-09-17,60.0
2022-09-18,57.888888888888886
2022-09-19,93.16666666666667
2022-09-20,95.77777777777777
2022-09-21,90.0
2022-09-22,95.77777777777777
2022-09-23,90.0
2022-09-24,62.111111111111114
2022-09-25,58.94444444444444
2022-09-26,84.22222222222223
2022-09-27,90.0
2022-09-28,96.66666666666667
2022-09-29,93.33333333333334
2022-09-30,90.0
2022-10-01,57.77777777777778
2022-10-02,57.77777777777778
2022-10-03,87.77777777777779
2022-10-04,96.66666666666667
2022-10-05,91.11111111111111
2022-10-06,102.22222222222223
2022-10-07,93.33333333333334
2022-10-08,62.22222222222223
2022-10-09,58.88888888888889
2022-10-10,84.44444444444444
2022-10-11,94.44444444444444
2022-10-12,90.0
2022-10-13,95.55555555555556
2022-10-14,91.11111111111111
2022-10-15,57.77777777777778
2022-10-16,62.22222222222223
2022-10-17,92.22222222222223
2022-10-18,95.55555555555556
2022-10-19,98.8888888888889
2022-10-20,97.77777777777779
2022-10-21,93.33333333333334
2022-10-22,60.0
2022-10-23,60.0
2022-10-24,88.88888888888889
2022-10-25,97.77777777777779
2022-10-26,100.0
2022-10-27,97.77777777777779
2022-10-28,90.0
2022-10-29,62.22222222222223
2022-10-30,57.77777777777778
2022-10-31,93.33333333333334
2022-11-01,88.88888888888889
2022-11-02,94.44444444444444
2022-11-03,96.66666666666667
2022-11-04,91.11111111111111
2022-11-05,58.88888888888889
2022-11-06,56.66666666666667
2022-11-07,93.33333333333334
2022-11-08,83.33333333333334
2022-11-09,90.0
2022-11-10,92.22222222222223
2022-11-11,76.66666666666667
2022-11-12,58.88888888888889
2022-11-13,57.77777777777778
2022-11-14,101.11111111111111
2022-11-15,95.55555555555556
2022-11-16,100.0
2022-11-17,111.11111111111111
2022-11-18,95.55555555555556
2022-11-19,60.0
2022-11-20,62.22222222222223
2022-11-21,78.88888888888889
2022-11-22,81.11111111111111
2022-11-23,75.55555555555556
2022-11-24,60.0
2022-11-25,60.0
2022-11-26,55.55555555555556
2022-11-27,56.66666666666667
2022-11-28,84.44444444444444
2022-11-29,96.66666666666667
2022-11-30,95.55555555555556
2022-12-01,102.22222222222223
2022-12-02,91.11111111111111
2022-12-03,58.88888888888889
2022-12-04,60.0
2022-12-05,91.11111111111111
2022-12-06,96.66666666666667
2022-12-07,96.66666666666667
2022-12-08,97.77777777777779
2022-12-09,91.11111111111111
2022-12-10,62.22222222222223
2022-12-11,58.88888888888889
2022-12-12,96.66666666666667
2022-12-13,91.11111111111111
2022-12-14,92.22222222222223
2022-12-15,95.55555555555556
2022-12-16,86.66666666666667
2022-12-17,65.55555555555556
2022-12-18,62.22222222222223
2022-12-19,82.22222222222223
2022-12-20,81.11111111111111
2022-12-21,82.22222222222223
2022-12-22,73.33333333333334
2022-12-23,70.0
2022-12-24,58.88888888888889
2022-12-25,61.111111111111114
2022-12-26,55.55555555555556
2022-12-27,64.44444444444444
2022-12-28,64.44444444444444
2022-12-29,67.77777777777779
2022-12-30,64.44444444444444
2022-12-31,56.66666666666667
2023-01-01,58.88888888888889
2023-01-02,56.66666666666667
2023-01-03,71.11111111111111
2023-01-04,82.22222222222223
2023-01-05,83.33333333333334
2023-01-06,82.22222222222223
2023-01-07,60.0
2023-01-08,60.0
2023-01-09,91.11111111111111
2023-01-10,93.33333333333334
2023-01-11,97.77777777777779
2023-01-12,94.44444444444444
2023-01-13,97.77777777777779
2023-01-14,62.22222222222223
2023-01-15,55.55555555555556
2023-01-16,67.77777777777779
2023-01-17,93.33333333333334
2023-01-18,97.77777777777779
2023-01-19,101.11111111111111
2023-01-20,97.77777777777779
2023-01-21,63.333333333333336
2023-01-22,62.22222222222223
2023-01-23,97.77777777777779
2023-01-24,103.33333333333334
2023-01-25,98.8888888888889
2023-01-26,98.8888888888889
2023-01-27,96.66666666666667
2023-01-28,65.55555555555556
2023-01-29,60.0
2023-01-30,94.44444444444444
2023-01-31,97.77777777777779
2023-02-01,96.66666666666667
2023-02-02,96.66666666666667
2023-02-03,98.8888888888889
2023-02-04,65.55555555555556
2023-02-05,65.55555555555556
2023-02-06,101.11111111111111
2023-02-07,104.44444444444444
2023-02-08,102.22222222222223
2023-02-09,102.22222222222223
2023-02-10,103.33333333333334
2023-02-11,65.55555555555556
2023-02-12,61.111111111111114
2023-02-13,90.0
2023-02-14,101.11111111111111
2023-02-15,103.33333333333334
2023-02-16,101.11111111111111
2023-02-17,92.22222222222223
2023-02-18,64.44444444444444
2023-02-19,62.22222222222223
2023-02-20,73.33333333333334
2023-02-21,96.66666666666667
2023-02-22,98.8888888888889
2023-02-23,92.22222222222223
2023-02-24,95.55555555555556
2023-02-25,66.66666666666667
2023-02-26,63.333333333333336
2023-02-27,101.11111111111111
2023-02-28,98.8888888888889
2023-03-01,102.22222222222223
2023-03-02,103.33333333333334
2023-03-03,95.55555555555556
2023-03-04,67.77777777777779
2023-03-05,61.111111111111114
2023-03-06,100.0
2023-03-07,102.22222222222223
2023-03-08,103.33333333333334
2023-03-09,96.66666666666667
2023-03-10,97.77777777777779
2023-03-11,63.333333333333336
2023-03-12,64.44444444444444
2023-03-13,85.55555555555556
2023-03-14,94.44444444444444
2023-03-15,95.55555555555556
2023-03-16,110.0
2023-03-17,90.0
2023-03-18,65.55555555555556
2023-03-19,62.22222222222223
2023-03-20,96.66666666666667
2023-03-21,100.0
2023-03-22,100.0
2023-03-23,100.0
2023-03-24,97.77777777777779
2023-03-25,65.55555555555556
2023-03-26,67.77777777777779
2023-03-27,98.8888888888889
2023-03-28,100.0
2023-03-29,103.33333333333334
2023-03-30,98.8888888888889
2023-03-31,90.0
2023-04-01,66.66666666666667
2023-04-02,65.55555555555556
2023-04-03,92.22222222222223
2023-04-04,92.22222222222223
2023-04-05,95.55555555555556
2023-04-06,88.88888888888889
2023-04-07,78.88888888888889
2023-04-08,64.44444444444444
2023-04-09,65.55555555555556
2023-04-10,91.11111111111111
2023-04-11,98.8888888888889
2023-04-12,98.8888888888889
2023-04-13,100.0
2023-04-14,95.55555555555556
2023-04-15,66.66666666666667
2023-04-16,67.77777777777779
2023-04-17,100.0
2023-04-18,101.11111111111111
2023-04-19,105.55555555555556
2023-04-20,101.11111111111111
2023-04-21,94.44444444444444
2023-04-22,68.88888888888889
2023-04-23,66.66666666666667
2023-04-24,101.11111111111111
2023-04-25,98.8888888888889
2023-04-26,104.42080378250591
2023-04-27,102.22222222222223
2023-04-28,96.72576832151302
2023-04-29,68.14420803782507
2023-04-30,66.50118203309694
2023-05-01,100.02364066193854
2023-05-02,100.02364066193854
2023-05-03,102.22222222222223
2023-05-04,105.52009456264776
2023-05-05,103.32151300236407
2023-05-06,71.99763593380615
2023-05-07,66.50118203309694
2023-05-08,96.72576832151302
2023-05-09,98.9243498817967
2023-05-10,108.81796690307328
2023-05-11,104.42080378250591
2023-05-12,99.47990543735224
2023-05-13,68.69976359338062
2023-05-14,78.03782505910166
2023-05-15,101.12293144208039
2023-05-16,105.52009456264776
2023-05-17,101.12293144208039
2023-05-18,105.52009456264776
2023-05-19,97.28132387706856
2023-05-20,68.69976359338062
2023-05-21,68.14420803782507
2023-05-22,98.9243498817967
2023-05-23,95.62647754137116
2023-05-24,96.72576832151302
2023-05-25,96.18203309692672
2023-05-26,90.26004728132388
2023-05-27,71.77304964539007
2023-05-28,66.33569739952719
2023-05-29,67.42316784869976
2023-05-30,90.26004728132388
2023-05-31,90.26004728132388
2023-06-01,90.26004728132388
2023-06-02,88.08510638297872
2023-06-03,70.68557919621749
2023-06-04,68.51063829787235
2023-06-05,86.99763593380615
2023-06-06,85.91016548463357
2023-06-07,82.64775413711584
2023-06-08,82.64775413711584
2023-06-09,81.56028368794327
2023-06-10,67.42316784869976
2023-06-11,61.98581560283688
2023-06-12,78.29787234042553
2023-06-13,81.56028368794327
2023-06-14,79.38534278959811
2023-06-15,81.56028368794327
2023-06-16,80.47281323877068
2023-06-17,66.33569739952719
2023-06-18,70.68557919621749
2023-06-19,72.86052009456264
2023-06-20,75.0354609929078
2023-06-21,75.0354609929078
2023-06-22,76.12293144208039
2023-06-23,73.94799054373523
2023-06-24,66.33569739952719
2023-06-25,64.16075650118204
2023-06-26,78.29787234042553
2023-06-27,78.29787234042553
2023-06-28,77.21040189125296
2023-06-29,77.21040189125296
2023-06-30,76.12293144208039
2023-07-01,65.2482269503546
2023-07-02,64.16075650118204
2023-07-03,71.77304964539007
2023-07-04,65.2482269503546
2023-07-05,75.0354609929078
2023-07-06,79.38534278959811
2023-07-07,78.29787234042553
2023-07-08,66.33569739952719
2023-07-09,65.2482269503546
2023-07-10,71.77304964539007
2023-07-11,77.21040189125296
2023-07-12,72.86052009456264
2023-07-13,78.29787234042553
2023-07-14,75.0354609929078
2023-07-15,64.16075650118204
2023-07-16,59.810874704491724
2023-07-17,75.0354609929078
2023-07-18,76.12293144208039
2023-07-19,77.21040189125296
2023-07-20,75.0354609929078
2023-07-21,72.86052009456264
2023-07-22,64.16075650118204
2023-07-23,57.635933806146575
2023-07-24,71.77304964539007
2023-07-25,75.0354609929078
2023-07-26,76.12293144208039
2023-07-27,80.47281323877068
2023-07-28,69.59810874704492
2023-07-29,61.98581560283688
2023-07-30,59.810874704491724
2023-07-31,69.59810874704492
2023-08-01,73.94799054373523
2023-08-02,75.0354609929078
2023-08-03,72.86052009456264
2023-08-04,71.77304964539007
2023-08-05,61.98581560283688
2023-08-06,58.72340425531915
2023-08-07,71.77304964539007
2023-08-08,75.0354609929078
2023-08-09,77.21040189125296
2023-08-10,77.21040189125296
2023-08-11,80.47281323877068
2023-08-12,64.16075650118204
2023-08-13,60.8983451536643
2023-08-14,76.12293144208039
2023-08-15,77.21040189125296
2023-08-16,81.56028368794327
2023-08-17,82.64775413711584
2023-08-18,80.47281323877068
2023-08-19,66.33569739952719
2023-08-20,63.07328605200946
2023-08-21,86.99763593380615
2023-08-22,86.99763593380615
2023-08-23,92.43498817966903
2023-08-24,88.08510638297872
2023-08-25,85.91016548463357
2023-08-26,59.810874704491724
2023-08-27,63.07328605200946
2023-08-28,85.91016548463357
2023-08-29,90.26004728132388
2023-08-30,90.26004728132388
2023-08-31,91.34751773049645
2023-09-01,90.26004728132388
2023-09-02,61.98581560283688
2023-09-03,59.810874704491724
2023-09-04,61.98581560283688
2023-09-05,89.17257683215131
2023-09-06,92.43498817966903
2023-09-07,96.78486997635935
2023-09-08,95.69739952718676
2023-09-09,61.98581560283688
2023-09-10,63.07328605200946
2023-09-11,96.78486997635935
2023-09-12,96.78486997635935
2023-09-13,101.13475177304964
2023-09-14,101.13475177304964
2023-09-15,96.78486997635935
2023-09-16,66.33569739952719
2023-09-17,64.16075650118204
2023-09-18,96.78486997635935
2023-09-19,105.48463356973996
2023-09-20,101.13475177304964
2023-09-21,104.39716312056737
2023-09-22,95.69739952718676
2023-09-23,65.2482269503546
2023-09-24,65.2482269503546
2023-09-25,89.17257683215131
2023-09-26,102.22222222222223
2023-09-27,102.22222222222223
2023-09-28,102.22222222222223
2023-09-29,97.87234042553192
2023-09-30,67.42316784869976
2023-10-01,65.2482269503546
2023-10-02,96.78486997635935
2023-10-03,101.13475177304964
2023-10-04,105.48463356973996
2023-10-05,102.22222222222223
2023-10-06,93.5224586288416
2023-10-07,66.33569739952719
2023-10-08,65.2482269503546
2023-10-09,85.91016548463357
2023-10-10,98.95981087470449
2023-10-11,101.13475177304964
2023-10-12,101.13475177304964
2023-10-13,89.17257683215131
2023-10-14,67.42316784869976
2023-10-15,65.2482269503546
2023-10-16,94.60992907801419
2023-10-17,101.13475177304964
2023-10-18,97.87234042553192
2023-10-19,102.22222222222223
2023-10-20,100.04728132387707
2023-10-21,66.33569739952719
2023-10-22,64.16075650118204
2023-10-23,97.87234042553192
2023-10-24,102.22222222222223
2023-10-25,102.22222222222223
2023-10-26,101.13475177304964
2023-10-27,96.78486997635935
2023-10-28,64.16075650118204
2023-10-29,59.810874704491724
2023-10-30,98.95981087470449
2023-10-31,91.34751773049645
2023-11-01,102.22222222222223
2023-11-02,95.69739952718676
2023-11-03,94.60992907801419
2023-11-04,64.16075650118204
2023-11-05,64.16075650118204
2023-11-06,96.78486997635935
2023-11-07,100.04728132387707
2023-11-08,106.57210401891253
2023-11-09,101.13475177304964
2023-11-10,84.822695035461
2023-11-11,65.2482269503546
2023-11-12,64.16075650118204
2023-11-13,105.48463356973996
2023-11-14,100.04728132387707
2023-11-15,107.65957446808511
2023-11-16,102.22222222222223
2023-11-17,100.04728132387707
2023-11-18,66.33569739952719
2023-11-19,63.07328605200946
2023-11-20,82.64775413711584
2023-11-21,83.73522458628841
2023-11-22,75.0354609929078
2023-11-23,66.33569739952719
2023-11-24,60.8983451536643
2023-11-25,58.72340425531915
2023-11-26,63.07328605200946
2023-11-27,89.17257683215131
2023-11-28,100.04728132387707
2023-11-29,101.13475177304964
2023-11-30,101.13475177304964
2023-12-01,93.5224586288416
2023-12-02,65.2482269503546
2023-12-03,63.07328605200946
2023-12-04,95.69739952718676
2023-12-05,97.87234042553192
2023-12-06,103.3096926713948
2023-12-07,101.13475177304964
2023-12-08,98.95981087470449
2023-12-09,64.16075650118204
2023-12-10,65.2482269503546
2023-12-11,102.22222222222223
2023-12-12,96.78486997635935
2023-12-13,101.13475177304964
2023-12-14,98.95981087470449
2023-12-15,94.60992907801419
2023-12-16,65.2482269503546
2023-12-17,64.16075650118204
2023-12-18,83.73522458628841
2023-12-19,90.26004728132388
2023-12-20,89.17257683215131
2023-12-21,83.73522458628841
2023-12-22,75.46860600232401
2023-12-23,66.30804984573467
2023-12-24,64.15154064991786
2023-12-25,65.22979524782626
2023-12-26,65.22979524782626
2023-12-27,66.84256921905678
2023-12-28,66.30804984573467
2023-12-29,70.07733301278199
2023-12-30,60.916776856192655
2023-12-31,60.916776856192655
2024-01-01,64.15154064991786
2024-01-02,69.54281363945987
2024-01-03,80.85987899186601
2024-01-04,83.01638818768282
2024-01-05,86.79488720599431
2024-01-06,63.073286052009465
2024-01-07,61.99503145410105
2024-01-08,84.63837801017752
2024-01-09,90.02965099971952
2024-01-10,99.19020715630884
2024-01-11,98.11195255840045
2024-01-12,94.87718876467525
2024-01-13,61.99503145410105
2024-01-14,63.073286052009465
2024-01-15,65.76431462114837
2024-01-16,85.71663260808592
2024-01-17,101.34671635212567
2024-01-18,100.26846175421727
2024-01-19,91.10790559762792
2024-01-20,66.30804984573467
2024-01-21,59.86616981207678
2024-01-22,95.1444484513363
2024-01-23,97.28252594462477
2024-01-24,103.69675842449013
2024-01-25,101.55868093120168
2024-01-26,90.86829346475939
2024-01-27,62.00424730536523
2024-01-28,59.86616981207678
2024-01-29,91.93733221140363
2024-01-30,100.48964218455745
2024-01-31,100.48964218455745
2024-02-01,100.48964218455745
2024-02-02,96.21348719798053
2024-02-03,63.073286052009465
2024-02-04,63.073286052009465
2024-02-05,93.00637095804785
2024-02-06,95.1444484513363
2024-02-07,100.48964218455745
2024-02-08,106.90387466442282
2024-02-09,91.93733221140363
2024-02-10,65.21136354529791
2024-02-11,55.590014825499864
2024-02-12,83.3850222382498
2024-02-13,93.00637095804785
2024-02-14,98.35156469126899
2024-02-15,97.28252594462477
2024-02-16,89.79925471811517
2024-02-17,62.00424730536523
2024-02-18,62.00424730536523
2024-02-19,74.83271226509598
2024-02-20,90.86829346475939
2024-02-21,98.35156469126899
2024-02-22,96.21348719798053
2024-02-23,95.1444484513363
2024-02-24,59.86616981207678
2024-02-25,60.935208558721
2024-02-26,97.28252594462477
2024-02-27,99.42060343791321
2024-02-28,97.28252594462477
2024-02-29,95.1444484513363
2024-03-01,97.28252594462477
2024-03-02,62.00424730536523
2024-03-03,63.073286052009465
2024-03-04,98.35156469126899
2024-03-05,96.21348719798053
2024-03-06,96.21348719798053
2024-03-07,98.35156469126899
2024-03-08,91.93733221140363
2024-03-09,59.86616981207678
2024-03-10,57.72809231878832
2024-03-11,89.79925471811517
2024-03-12,89.79925471811517
2024-03-13,88.73021597147094
2024-03-14,91.93733221140363
2024-03-15,84.45406098489403
2024-03-16,63.073286052009465
2024-03-17,58.79713106543255
2024-03-18,96.21348719798053
2024-03-19,97.28252594462477
2024-03-20,101.55868093120168
2024-03-21,98.35156469126899
2024-03-22,89.79925471811517
2024-03-23,60.935208558721
2024-03-24,59.86616981207678
2024-03-25,91.93733221140363
2024-03-26,89.79925471811517
2024-03-27,91.93733221140363
2024-03-28,83.3850222382498
2024-03-29,72.69463477180751
2024-03-30,60.935208558721
2024-03-31,57.72809231878832
2024-04-01,78.03982850502865
2024-04-02,85.52309973153825
2024-04-03,90.86829346475939
2024-04-04,91.93733221140363
2024-04-05,88.73021597147094
2024-04-06,59.86616981207678
2024-04-07,58.79713106543255
2024-04-08,83.3850222382498
2024-04-09,97.28252594462477
2024-04-10,90.86829346475939
2024-04-11,93.00637095804785
2024-04-12,91.93733221140363
2024-04-13,60.935208558721
2024-04-14,62.00424730536523
2024-04-15,94.07540970469208
2024-04-16,93.00637095804785
2024-04-17,94.07540970469208
2024-04-18,100.48964218455745
2024-04-19,90.86829346475939
2024-04-20,60.935208558721
2024-04-21,65.21136354529791
2024-04-22,95.1444484513363
2024-04-23,94.07540970469208
2024-04-24,94.07540970469208
2024-04-25,97.28252594462477
2024-04-26,93.00637095804785
2024-04-27,60.935208558721
2024-04-28,59.86616981207678
2024-04-29,96.21348719798053
2024-04-30,90.86829346475939
2024-05-01,95.1444484513363
2024-05-02,95.1444484513363
2024-05-03,93.00637095804785
2024-05-04,60.935208558721
2024-05-05,63.073286052009465
2024-05-06,97.28252594462477
2024-05-07,91.93733221140363
2024-05-08,93.00637095804785
2024-05-09,98.35156469126899
2024-05-10,99.42060343791321
2024-05-11,67.34944103858638
2024-05-12,71.62559602516329
2024-05-13,93.00637095804785
2024-05-14,99.42060343791321
2024-05-15,98.35156469126899
2024-05-16,96.21348719798053
2024-05-17,94.07540970469208
2024-05-18,64.14232479865369
2024-05-19,58.79713106543255
2024-05-20,89.79925471811517
2024-05-21,93.00637095804785
2024-05-22,90.86829346475939
2024-05-23,91.93733221140363
2024-05-24,84.45406098489403
2024-05-25,67.34944103858638
2024-05-26,57.72809231878832
2024-05-27,60.935208558721
2024-05-28,89.79925471811517
2024-05-29,86.59213847818248
2024-05-30,89.79925471811517
2024-05-31,83.3850222382498
2024-06-01,65.21136354529791
2024-06-02,59.86616981207678
2024-06-03,80.17790599831712
2024-06-04,80.17790599831712
2024-06-05,85.52309973153825
2024-06-06,82.31598349160556
2024-06-07,78.03982850502865
2024-06-08,66.28040229194215
2024-06-09,60.935208558721
2024-06-10,79.10886725167288
2024-06-11,78.03982850502865
2024-06-12,80.17790599831712
2024-06-13,79.10886725167288
2024-06-14,73.76367351845174
2024-06-15,65.21136354529791
2024-06-16,67.34944103858638
2024-06-17,74.83271226509598
2024-06-18,75.9017510117402
2024-06-19,71.62559602516329
2024-06-20,72.69463477180751
2024-06-21,73.76367351845174
2024-06-22,65.21136354529791
2024-06-23,60.935208558721
2024-06-24,73.76367351845174
2024-06-25,73.76367351845174
2024-06-26,70.55655727851905
2024-06-27,72.69463477180751
2024-06-28,72.69463477180751
2024-06-29,62.00424730536523
2024-06-30,58.79713106543255
2024-07-01,73.76367351845174
2024-07-02,71.62559602516329
2024-07-03,71.62559602516329
2024-07-04,59.86616981207678
2024-07-05,67.34944103858638
2024-07-06,62.00424730536523
2024-07-07,58.79713106543255
2024-07-08,70.55655727851905
2024-07-09,71.62559602516329
2024-07-10,74.83271226509598
2024-07-11,73.76367351845174
2024-07-12,71.62559602516329
2024-07-13,60.935208558721
2024-07-14,60.935208558721
2024-07-15,71.62559602516329
2024-07-16,71.62559602516329
2024-07-17,75.9017510117402
2024-07-18,72.69463477180751
2024-07-19,70.55655727851905
2024-07-20,65.21136354529791
2024-07-21,57.72809231878832
2024-07-22,67.34944103858638
2024-07-23,71.62559602516329
2024-07-24,72.69463477180751
2024-07-25,71.62559602516329
2024-07-26,67.34944103858638
2024-07-27,60.935208558721
2024-07-28,58.79713106543255
2024-07-29,69.48751853187483
2024-07-30,67.34944103858638
2024-07-31,70.55655727851905
2024-08-01,69.48751853187483
2024-08-02,69.48751853187483
2024-08-03,59.86616981207678
2024-08-04,56.65905357214409
2024-08-05,68.4184797852306
2024-08-06,70.55655727851905
2024-08-07,73.76367351845174
2024-08-08,73.76367351845174
2024-08-09,73.76367351845174
2024-08-10,57.72809231878832
2024-08-11,56.65905357214409
2024-08-12,75.9017510117402
2024-08-13,76.97078975838443
2024-08-14,79.10886725167288
2024-08-15,83.3850222382498
2024-08-16,78.03982850502865
2024-08-17,60.935208558721
2024-08-18,57.75295368498935
2024-08-19,81.37746691751674
2024-08-20,85.57903780549057
2024-08-21,86.62943052748403
2024-08-22,86.62943052748403
2024-08-23,87.67982324947748
2024-08-24,61.95452457296318
2024-08-25,60.90413185096972
2024-08-26,88.73021597147094
2024-08-27,88.73021597147094
2024-08-28,92.93178685944477
2024-08-29,96.08296502542514
2024-08-30,90.83100141545785
2024-08-31,60.90413185096972
2024-09-01,58.80334640698281
2024-09-02,63.00491729495664
2024-09-03,87.67982324947748
2024-09-04,93.98217958143823
2024-09-05,88.73021597147094
2024-09-06,90.83100141545785
2024-09-07,63.00491729495664
2024-09-08,60.90413185096972
2024-09-09,90.29648204213575
2024-09-10,93.98217958143823
2024-09-11,96.59883837409649
2024-09-12,98.18375046941205
2024-09-13,97.1333577474186
2024-09-14,61.42000519964107
2024-09-15,59.853739128976265
2024-09-16,91.3468747641292
2024-09-17,95.95244285286975
2024-09-18,100.07942964224048
2024-09-19,98.01593624755512
2024-09-20,91.825456063499
2024-09-21,65.00004193258918
2024-09-22,57.77781505119039
2024-09-23,96.98418955021243
2024-09-24,92.85720276084169
2024-09-25,95.95244285286975
2024-09-26,95.95244285286975
2024-09-27,83.57148248475752
2024-09-28,60.87305514321844
2024-09-29,59.841308445875754
2024-09-30,87.69846927412826
2024-10-01,94.92069615552705
