Time,dow_jones_industrial_average
2022-07-09,8.0
2022-07-10,4.0
2022-07-11,47.0
2022-07-12,50.0
2022-07-13,54.0
2022-07-14,55.0
2022-07-15,55.0
2022-07-16,9.0
2022-07-17,5.0
2022-07-18,50.0
2022-07-19,54.0
2022-07-20,60.0
2022-07-21,53.0
2022-07-22,59.0
2022-07-23,10.0
2022-07-24,5.0
2022-07-25,54.0
2022-07-26,54.0
2022-07-27,57.0
2022-07-28,61.0
2022-07-29,60.0
2022-07-30,12.0
2022-07-31,7.0
2022-08-01,52.0
2022-08-02,50.0
2022-08-03,52.0
2022-08-04,53.0
2022-08-05,55.0
2022-08-06,10.0
2022-08-07,5.0
2022-08-08,50.0
2022-08-09,52.0
2022-08-10,52.0
2022-08-11,53.0
2022-08-12,54.0
2022-08-13,12.0
2022-08-14,5.0
2022-08-15,51.0
2022-08-16,54.0
2022-08-17,53.0
2022-08-18,52.0
2022-08-19,50.0
2022-08-20,8.0
2022-08-21,3.0
2022-08-22,47.0
2022-08-23,53.0
2022-08-24,46.0
2022-08-25,47.0
2022-08-26,52.0
2022-08-27,12.0
2022-08-28,6.0
2022-08-29,51.95791919452691
2022-08-30,59.92371240480186
2022-08-31,61.14476571576094
2022-09-01,54.90002581644507
2022-09-02,58.202659093842776
2022-09-03,10.907899832193106
2022-09-04,7.965793210274945
2022-09-05,10.407899832193106
2022-09-06,49.01581257260875
2022-09-07,53.67897250548599
2022-09-08,51.09739253904737
2022-09-09,51.95791919452691
2022-09-10,9.186846521234026
2022-09-11,7.105266554795405
2022-09-12,51.95791919452691
2022-09-13,71.1921388924745
2022-09-14,71.1921388924745
2022-09-15,56.98160578288369
2022-09-16,53.17897250548599
2022-09-17,10.907899832193106
2022-09-18,3.8026332773977023
2022-09-19,51.95791919452691
2022-09-20,57.34213243836324
2022-09-21,60.284239060281394
2022-09-22,63.72634568219956
2022-09-23,72.05266554795404
2022-09-24,12.989479798631727
2022-09-25,5.8842132438363235
2022-09-26,58.202659093842776
2022-09-27,59.42371240480186
2022-09-28,56.24215825480831
2022-09-29,58.40531818768555
2022-09-30,61.28953143152187
2022-10-01,10.815799664386214
2022-10-02,6.489479798631728
2022-10-03,54.800051632890145
2022-10-04,64.89479798631727
2022-10-05,64.1737446753582
2022-10-06,54.800051632890145
2022-10-07,60.568478120562794
2022-10-08,10.094746353427132
2022-10-09,2.8842132438363235
2022-10-10,53.35794501097198
2022-10-11,57.68426487672647
2022-10-12,56.96321156576739
2022-10-13,64.1737446753582
2022-10-14,60.568478120562794
2022-10-15,12.257906286304374
2022-10-16,6.489479798631728
2022-10-17,55.521104943849224
2022-10-18,57.68426487672647
2022-10-19,54.800051632890145
2022-10-20,54.07899832193107
2022-10-21,57.68426487672647
2022-10-22,11.536852975345294
2022-10-23,5.047373176713566
2022-10-24,54.800051632890145
2022-10-25,56.24215825480831
2022-10-26,56.24215825480831
2022-10-27,58.40531818768555
2022-10-28,60.568478120562794
2022-10-29,14.421066219181618
2022-10-30,5.768426487672647
2022-10-31,57.68426487672647
2022-11-01,51.915838389053825
2022-11-02,56.96321156576739
2022-11-03,52.6368917000129
2022-11-04,57.68426487672647
2022-11-05,10.815799664386214
2022-11-06,5.047373176713566
2022-11-07,46.147411901381176
2022-11-08,53.35794501097198
2022-11-09,51.19478507809474
2022-11-10,67.05795791919452
2022-11-11,59.12637149864463
2022-11-12,12.978959597263456
2022-11-13,5.047373176713566
2022-11-14,46.868465212340254
2022-11-15,52.6368917000129
2022-11-16,51.19478507809474
2022-11-17,51.915838389053825
2022-11-18,49.75267845617658
2022-11-19,10.815799664386214
2022-11-20,4.326319865754485
2022-11-21,47.58951852329934
2022-11-22,51.915838389053825
2022-11-23,53.35794501097198
2022-11-24,10.815799664386214
2022-11-25,36.05266554795404
2022-11-26,10.094746353427132
2022-11-27,5.047373176713566
2022-11-28,37.494772169872206
2022-11-29,42.54214534658577
2022-11-30,48.31057183425842
2022-12-01,51.915838389053825
2022-12-02,45.4263585904221
2022-12-03,11.536852975345294
2022-12-04,5.768426487672647
2022-12-05,41.10003872466761
2022-12-06,49.0316251452175
2022-12-07,47.58951852329934
2022-12-08,50.47373176713566
2022-12-09,45.4263585904221
2022-12-10,10.815799664386214
2022-12-11,4.326319865754485
2022-12-12,45.4263585904221
2022-12-13,53.35794501097198
2022-12-14,54.07899832193107
2022-12-15,55.521104943849224
2022-12-16,51.19478507809474
2022-12-17,12.257906286304374
2022-12-18,4.326319865754485
2022-12-19,46.147411901381176
2022-12-20,49.75267845617658
2022-12-21,51.19478507809474
2022-12-22,49.0316251452175
2022-12-23,49.75267845617658
2022-12-24,14.421066219181618
2022-12-25,3.6052665547954046
2022-12-26,19.468439395895185
2022-12-27,46.147411901381176
2022-12-28,46.868465212340254
2022-12-29,46.868465212340254
2022-12-30,44.70530527946301
2022-12-31,10.815799664386214
2023-01-01,5.047373176713566
2023-01-02,18.747386084936103
2023-01-03,38.93687879179037
2023-01-04,44.70530527946301
2023-01-05,46.147411901381176
2023-01-06,47.58951852329934
2023-01-07,10.815799664386214
2023-01-08,4.326319865754485
2023-01-09,47.58951852329934
2023-01-10,46.868465212340254
2023-01-11,45.4263585904221
2023-01-12,47.58951852329934
2023-01-13,46.868465212340254
2023-01-14,7.210533109590809
2023-01-15,5.047373176713566
2023-01-16,18.02633277397702
2023-01-17,43.98425196850393
2023-01-18,44.70530527946301
2023-01-19,48.31057183425842
2023-01-20,47.58951852329934
2023-01-21,10.094746353427132
2023-01-22,4.326319865754485
2023-01-23,43.98425196850393
2023-01-24,46.868465212340254
2023-01-25,43.263198657544855
2023-01-26,45.4263585904221
2023-01-27,46.147411901381176
2023-01-28,10.815799664386214
2023-01-29,5.047373176713566
2023-01-30,41.82109203562669
2023-01-31,49.75267845617658
2023-02-01,51.19478507809474
2023-02-02,51.915838389053825
2023-02-03,47.58951852329934
2023-02-04,10.094746353427132
2023-02-05,4.326319865754485
2023-02-06,44.70530527946301
2023-02-07,43.263198657544855
2023-02-08,44.70530527946301
2023-02-09,46.868465212340254
2023-02-10,42.54214534658577
2023-02-11,7.931586420549889
2023-02-12,5.768426487672647
2023-02-13,38.215825480831285
2023-02-14,52.6368917000129
2023-02-15,48.31057183425842
2023-02-16,45.4263585904221
2023-02-17,48.31057183425842
2023-02-18,7.931586420549889
2023-02-19,4.326319865754485
2023-02-20,20.189492706854264
2023-02-21,46.868465212340254
2023-02-22,46.868465212340254
2023-02-23,49.75267845617658
2023-02-24,45.4263585904221
2023-02-25,11.536852975345294
2023-02-26,5.047373176713566
2023-02-27,42.54214534658577
2023-02-28,41.10003872466761
2023-03-01,43.98425196850393
2023-03-02,41.10003872466761
2023-03-03,41.82109203562669
2023-03-04,9.373693042468052
2023-03-05,3.6052665547954046
2023-03-06,41.82109203562669
2023-03-07,48.31057183425842
2023-03-08,49.0316251452175
2023-03-09,46.147411901381176
2023-03-10,57.68426487672647
2023-03-11,10.815799664386214
2023-03-12,7.210533109590809
2023-03-13,57.68426487672647
2023-03-14,57.68426487672647
2023-03-15,68.50006454111268
2023-03-16,56.24215825480831
2023-03-17,52.6368917000129
2023-03-18,7.931586420549889
2023-03-19,2.8842132438363235
2023-03-20,52.6368917000129
2023-03-21,44.70530527946301
2023-03-22,52.6368917000129
2023-03-23,52.6368917000129
2023-03-24,51.915838389053825
2023-03-25,10.094746353427132
2023-03-26,3.6052665547954046
2023-03-27,46.868465212340254
2023-03-28,49.0316251452175
2023-03-29,48.31057183425842
2023-03-30,47.58951852329934
2023-03-31,46.147411901381176
2023-04-01,10.815799664386214
2023-04-02,3.6052665547954046
2023-04-03,44.70530527946301
2023-04-04,44.70530527946301
2023-04-05,44.70530527946301
2023-04-06,47.58951852329934
2023-04-07,30.284239060281397
2023-04-08,6.489479798631728
2023-04-09,2.1631599328772424
2023-04-10,41.82109203562669
2023-04-11,46.147411901381176
2023-04-12,47.58951852329934
2023-04-13,45.4263585904221
2023-04-14,43.98425196850393
2023-04-15,9.373693042468052
2023-04-16,4.326319865754485
2023-04-17,41.82109203562669
2023-04-18,42.54214534658577
2023-04-19,45.4263585904221
2023-04-20,46.868465212340254
2023-04-21,41.10003872466761
2023-04-22,7.210533109590809
2023-04-23,3.6052665547954046
2023-04-24,39.65793210274945
2023-04-25,43.98425196850393
2023-04-26,43.13371060908234
2023-04-27,38.346643885956084
2023-04-28,45.34698064290569
2023-04-29,9.496529307619138
2023-04-30,3.5001683784748003
2023-05-01,43.13371060908234
2023-05-02,45.34698064290569
2023-05-03,46.27335233207759
2023-05-04,41.203363092105164
2023-05-05,41.84681226443089
2023-05-06,7.2832592737957835
2023-05-07,2.856719206149077
2023-05-08,39.63354223060753
2023-05-09,41.203363092105164
2023-05-10,43.41663312592852
2023-05-11,40.27699140293326
2023-05-12,38.990093058281815
2023-05-13,6.356887584623877
2023-05-14,3.783090895320983
2023-05-15,43.77715978140806
2023-05-16,38.990093058281815
2023-05-17,39.350619713761354
2023-05-18,42.49026143675661
2023-05-19,44.060082298254244
2023-05-20,9.496529307619138
2023-05-21,3.13964172299526
2023-05-22,38.346643885956084
2023-05-23,37.42027219678418
2023-05-24,37.42027219678418
2023-05-25,42.49026143675661
2023-05-26,39.60915235846562
2023-05-27,10.185210606462588
2023-05-28,4.526760269538928
2023-05-29,6.2242953706160264
2023-05-30,37.91161725738853
2023-05-31,41.30668745954272
2023-06-01,41.30668745954272
2023-06-02,50.92605303231294
2023-06-03,10.185210606462588
2023-06-04,3.9609152358465622
2023-06-05,44.135912628004554
2023-06-06,41.30668745954272
2023-06-07,41.872532493235084
2023-06-08,40.17499739215799
2023-06-09,42.438377526927454
2023-06-10,9.619365572770223
2023-06-11,4.526760269538928
2023-06-12,36.21408215631143
2023-06-13,44.70175766169692
2023-06-14,43.570067594312185
2023-06-15,45.267602695389286
2023-06-16,44.70175766169692
2023-06-17,9.053520539077857
2023-06-18,2.8292251684618304
2023-06-19,22.633801347694643
2023-06-20,39.04330732477326
2023-06-21,40.17499739215799
2023-06-22,38.47746229108089
2023-06-23,40.17499739215799
2023-06-24,7.355985438000759
2023-06-25,3.9609152358465622
2023-06-26,40.74084242585035
2023-06-27,40.74084242585035
2023-06-28,37.91161725738853
2023-06-29,41.30668745954272
2023-06-30,39.60915235846562
2023-07-01,7.355985438000759
2023-07-02,3.395070202154196
2023-07-03,32.81901195415723
2023-07-04,7.9218304716931245
2023-07-05,35.64823712261906
2023-07-06,37.91161725738853
2023-07-07,41.872532493235084
2023-07-08,7.9218304716931245
2023-07-09,4.526760269538928
2023-07-10,35.082392088926696
2023-07-11,41.872532493235084
2023-07-12,43.00422256061982
2023-07-13,45.267602695389286
2023-07-14,46.39929276277402
2023-07-15,7.355985438000759
2023-07-16,4.526760269538928
2023-07-17,41.30668745954272
2023-07-18,44.135912628004554
2023-07-19,44.135912628004554
2023-07-20,46.96513779646638
2023-07-21,46.39929276277402
2023-07-22,8.487675505385491
2023-07-23,3.9609152358465622
2023-07-24,39.60915235846562
2023-07-25,48.09682786385111
2023-07-26,42.438377526927454
2023-07-27,51.49189806600531
2023-07-28,44.135912628004554
2023-07-29,8.487675505385491
2023-07-30,3.395070202154196
2023-07-31,42.438377526927454
2023-08-01,44.135912628004554
2023-08-02,45.267602695389286
2023-08-03,46.39929276277402
2023-08-04,44.70175766169692
2023-08-05,9.619365572770223
2023-08-06,5.092605303231294
2023-08-07,39.60915235846562
2023-08-08,47.53098283015875
2023-08-09,48.66267289754348
2023-08-10,48.66267289754348
2023-08-11,48.09682786385111
2023-08-12,9.053520539077857
2023-08-13,3.395070202154196
2023-08-14,38.47746229108089
2023-08-15,39.04330732477326
2023-08-16,44.135912628004554
2023-08-17,40.74084242585035
2023-08-18,40.74084242585035
2023-08-19,9.053520539077857
2023-08-20,3.9609152358465622
2023-08-21,40.17499739215799
2023-08-22,41.872532493235084
2023-08-23,41.872532493235084
2023-08-24,44.70175766169692
2023-08-25,44.135912628004554
2023-08-26,7.9218304716931245
2023-08-27,5.092605303231294
2023-08-28,37.91161725738853
2023-08-29,46.96513779646638
2023-08-30,42.438377526927454
2023-08-31,38.47746229108089
2023-09-01,44.135912628004554
2023-09-02,7.9218304716931245
2023-09-03,3.395070202154196
2023-09-04,6.2242953706160264
2023-09-05,35.64823712261906
2023-09-06,39.04330732477326
2023-09-07,36.7799271900038
2023-09-08,34.51654705523433
2023-09-09,6.2242953706160264
2023-09-10,3.395070202154196
2023-09-11,35.082392088926696
2023-09-12,35.64823712261906
2023-09-13,37.91161725738853
2023-09-14,42.438377526927454
2023-09-15,44.70175766169692
2023-09-16,6.790140404308392
2023-09-17,3.9609152358465622
2023-09-18,36.7799271900038
2023-09-19,39.04330732477326
2023-09-20,43.00422256061982
2023-09-21,37.91161725738853
2023-09-22,36.7799271900038
2023-09-23,7.355985438000759
2023-09-24,3.395070202154196
2023-09-25,39.04330732477326
2023-09-26,38.47746229108089
2023-09-27,42.438377526927454
2023-09-28,41.872532493235084
2023-09-29,37.91161725738853
2023-09-30,8.487675505385491
2023-10-01,5.092605303231294
2023-10-02,39.60915235846562
2023-10-03,44.70175766169692
2023-10-04,44.135912628004554
2023-10-05,46.39929276277402
2023-10-06,44.135912628004554
2023-10-07,8.487675505385491
2023-10-08,5.092605303231294
2023-10-09,38.47746229108089
2023-10-10,45.83344772908165
2023-10-11,41.30668745954272
2023-10-12,44.135912628004554
2023-10-13,44.135912628004554
2023-10-14,9.619365572770223
2023-10-15,4.526760269538928
2023-10-16,40.74084242585035
2023-10-17,42.438377526927454
2023-10-18,40.17499739215799
2023-10-19,41.872532493235084
2023-10-20,45.267602695389286
2023-10-21,9.619365572770223
2023-10-22,5.092605303231294
2023-10-23,39.60915235846562
2023-10-24,43.00422256061982
2023-10-25,43.00422256061982
2023-10-26,39.04330732477326
2023-10-27,40.74084242585035
2023-10-28,7.9218304716931245
2023-10-29,5.092605303231294
2023-10-30,43.00422256061982
2023-10-31,45.83344772908165
2023-11-01,45.267602695389286
2023-11-02,44.135912628004554
2023-11-03,48.09682786385111
2023-11-04,10.751055640154956
2023-11-05,3.9609152358465622
2023-11-06,42.438377526927454
2023-11-07,47.53098283015875
2023-11-08,45.83344772908165
2023-11-09,44.70175766169692
2023-11-10,41.872532493235084
2023-11-11,11.316900673847321
2023-11-12,3.9609152358465622
2023-11-13,43.570067594312185
2023-11-14,49.22851793123585
2023-11-15,48.09682786385111
2023-11-16,48.09682786385111
2023-11-17,46.96513779646638
2023-11-18,9.053520539077857
2023-11-19,5.092605303231294
2023-11-20,41.872532493235084
2023-11-21,49.79436296492821
2023-11-22,46.39929276277402
2023-11-23,10.185210606462588
2023-11-24,33.950702021541964
2023-11-25,6.790140404308392
2023-11-26,4.526760269538928
2023-11-27,41.872532493235084
2023-11-28,43.570067594312185
2023-11-29,46.96513779646638
2023-11-30,49.79436296492821
2023-12-01,49.22851793123585
2023-12-02,12.448590741232053
2023-12-03,5.658450336923661
2023-12-04,41.872532493235084
2023-12-05,47.53098283015875
2023-12-06,47.53098283015875
2023-12-07,42.438377526927454
2023-12-08,48.66267289754348
2023-12-09,11.316900673847321
2023-12-10,5.658450336923661
2023-12-11,43.570067594312185
2023-12-12,46.96513779646638
2023-12-13,56.58450336923661
2023-12-14,56.01865833554424
2023-12-15,53.755278200774775
2023-12-16,10.751055640154956
2023-12-17,7.355985438000759
2023-12-18,49.79436296492821
2023-12-19,53.189433167082406
2023-12-20,54.88696826815951
2023-12-21,54.32112323446714
2023-12-22,53.894489319554225
2023-12-23,11.153402923872848
2023-12-24,5.576701461936424
2023-12-25,3.8121084802396767
2023-12-26,48.3177878576178
2023-12-27,55.659082301250976
2023-12-28,47.8598751420387
2023-12-29,54.17741183640041
2023-12-30,12.177160673144312
2023-12-31,5.576701461936424
2024-01-01,6.600459211207889
2024-01-02,44.78860189422431
2024-01-03,45.81235964349577
2024-01-04,45.81235964349577
2024-01-05,47.57695262519252
2024-01-06,10.870480407026665
2024-01-07,4.552943712664959
2024-01-08,45.52943712664959
2024-01-09,46.09528216034195
2024-01-10,43.02400891252756
2024-01-11,43.30693142937375
2024-01-12,42.000251163256095
2024-01-13,9.846722657755201
2024-01-14,5.29377894509024
2024-01-15,15.706346636537805
2024-01-16,37.44730745059114
2024-01-17,43.02400891252756
2024-01-18,42.28317368010228
2024-01-19,45.52943712664959
2024-01-20,8.365052192904635
2024-01-21,5.4949525869491875
2024-01-22,44.8754461267517
2024-01-23,45.791271557909894
2024-01-24,49.45457328254269
2024-01-25,43.0437952644353
2024-01-26,35.71719181516972
2024-01-27,5.4949525869491875
2024-01-28,4.57912715579099
2024-01-29,28.390588365904136
2024-01-30,35.71719181516972
2024-01-31,34.80136638401152
2024-02-01,33.885540952853326
2024-02-02,31.138064659378728
2024-02-03,10.074079742740178
2024-02-04,5.4949525869491875
2024-02-05,31.138064659378728
2024-02-06,29.306413797062334
2024-02-07,33.885540952853326
2024-02-08,29.306413797062334
2024-02-09,35.71719181516972
2024-02-10,8.24242888042378
2024-02-11,4.57912715579099
2024-02-12,30.22223922822053
2024-02-13,38.46466810864431
2024-02-14,35.71719181516972
2024-02-15,34.80136638401152
2024-02-16,36.63301724632792
2024-02-17,7.326603449265583
2024-02-18,3.6633017246327917
2024-02-19,15.569032329689364
2024-02-20,32.053890090536925
2024-02-21,34.80136638401152
2024-02-22,33.885540952853326
2024-02-23,33.885540952853326
2024-02-24,9.15825431158198
2024-02-25,5.4949525869491875
2024-02-26,34.80136638401152
2024-02-27,33.885540952853326
2024-02-28,31.138064659378728
2024-02-29,35.71719181516972
2024-03-01,31.138064659378728
2024-03-02,5.4949525869491875
2024-03-03,3.6633017246327917
2024-03-04,29.306413797062334
2024-03-05,30.22223922822053
2024-03-06,32.053890090536925
2024-03-07,35.71719181516972
2024-03-08,33.885540952853326
2024-03-09,7.326603449265583
2024-03-10,4.57912715579099
2024-03-11,29.306413797062334
2024-03-12,31.138064659378728
2024-03-13,34.80136638401152
2024-03-14,31.138064659378728
2024-03-15,32.053890090536925
2024-03-16,5.4949525869491875
2024-03-17,5.4949525869491875
2024-03-18,27.47476293474594
2024-03-19,31.138064659378728
2024-03-20,34.80136638401152
2024-03-21,36.63301724632792
2024-03-22,31.138064659378728
2024-03-23,8.24242888042378
2024-03-24,4.57912715579099
2024-03-25,29.306413797062334
2024-03-26,32.053890090536925
2024-03-27,32.053890090536925
2024-03-28,35.71719181516972
2024-03-29,20.148159485480356
2024-03-30,7.326603449265583
2024-03-31,2.7474762934745938
2024-04-01,31.138064659378728
2024-04-02,32.96971552169512
2024-04-03,32.053890090536925
2024-04-04,33.885540952853326
2024-04-05,35.71719181516972
2024-04-06,9.15825431158198
2024-04-07,4.57912715579099
2024-04-08,29.306413797062334
2024-04-09,32.96971552169512
2024-04-10,35.71719181516972
2024-04-11,32.053890090536925
2024-04-12,34.80136638401152
2024-04-13,9.15825431158198
2024-04-14,4.57912715579099
2024-04-15,33.885540952853326
2024-04-16,34.80136638401152
2024-04-17,33.885540952853326
2024-04-18,32.96971552169512
2024-04-19,31.138064659378728
2024-04-20,7.326603449265583
2024-04-21,5.4949525869491875
2024-04-22,34.80136638401152
2024-04-23,32.96971552169512
2024-04-24,33.885540952853326
2024-04-25,37.548842677486114
2024-04-26,35.71719181516972
2024-04-27,8.24242888042378
2024-04-28,4.57912715579099
2024-04-29,31.138064659378728
2024-04-30,33.885540952853326
2024-05-01,37.548842677486114
2024-05-02,31.138064659378728
2024-05-03,32.96971552169512
2024-05-04,6.4107780181073855
2024-05-05,5.4949525869491875
2024-05-06,32.96971552169512
2024-05-07,31.138064659378728
2024-05-08,31.138064659378728
2024-05-09,33.885540952853326
2024-05-10,34.80136638401152
2024-05-11,7.326603449265583
2024-05-12,3.6633017246327917
2024-05-13,30.22223922822053
2024-05-14,33.885540952853326
2024-05-15,34.80136638401152
2024-05-16,41.21214440211891
2024-05-17,39.38049353980251
2024-05-18,10.074079742740178
2024-05-19,6.4107780181073855
2024-05-20,30.22223922822053
2024-05-21,33.885540952853326
2024-05-22,29.306413797062334
2024-05-23,34.80136638401152
2024-05-24,33.885540952853326
2024-05-25,8.24242888042378
2024-05-26,2.7474762934745938
2024-05-27,5.4949525869491875
2024-05-28,31.138064659378728
2024-05-29,31.138064659378728
2024-05-30,33.885540952853326
2024-05-31,39.38049353980251
2024-06-01,10.074079742740178
2024-06-02,3.6633017246327917
2024-06-03,29.306413797062334
2024-06-04,34.80136638401152
2024-06-05,32.96971552169512
2024-06-06,32.053890090536925
2024-06-07,32.96971552169512
2024-06-08,8.24242888042378
2024-06-09,3.6633017246327917
2024-06-10,31.138064659378728
2024-06-11,30.22223922822053
2024-06-12,36.63301724632792
2024-06-13,37.548842677486114
2024-06-14,30.22223922822053
2024-06-15,8.24242888042378
2024-06-16,2.7474762934745938
2024-06-17,30.22223922822053
2024-06-18,31.138064659378728
2024-06-19,20.148159485480356
2024-06-20,35.71719181516972
2024-06-21,32.053890090536925
2024-06-22,7.326603449265583
2024-06-23,3.6633017246327917
2024-06-24,26.55893750358774
2024-06-25,32.053890090536925
2024-06-26,32.96971552169512
2024-06-27,28.390588365904136
2024-06-28,31.138064659378728
2024-06-29,9.15825431158198
2024-06-30,5.4949525869491875
2024-07-01,28.390588365904136
2024-07-02,31.138064659378728
2024-07-03,25.643112072429542
2024-07-04,7.326603449265583
2024-07-05,29.306413797062334
2024-07-06,6.4107780181073855
2024-07-07,5.4949525869491875
2024-07-08,28.390588365904136
2024-07-09,31.138064659378728
2024-07-10,29.306413797062334
2024-07-11,34.80136638401152
2024-07-12,36.63301724632792
2024-07-13,9.15825431158198
2024-07-14,5.4949525869491875
2024-07-15,33.885540952853326
2024-07-16,44.8754461267517
2024-07-17,39.38049353980251
2024-07-18,42.127969833277106
2024-07-19,36.63301724632792
2024-07-20,8.24242888042378
2024-07-21,4.57912715579099
2024-07-22,33.885540952853326
2024-07-23,34.80136638401152
2024-07-24,33.885540952853326
2024-07-25,35.71719181516972
2024-07-26,36.63301724632792
2024-07-27,6.4107780181073855
2024-07-28,5.4949525869491875
2024-07-29,32.96971552169512
2024-07-30,36.63301724632792
2024-07-31,35.71719181516972
2024-08-01,37.548842677486114
2024-08-02,44.8754461267517
2024-08-03,10.074079742740178
2024-08-04,5.4949525869491875
2024-08-05,91.58254311581979
2024-08-06,74.18185992381403
2024-08-07,61.36030388759926
2024-08-08,51.286224144859084
2024-08-09,48.53874785138449
2024-08-10,10.074079742740178
2024-08-11,3.6633017246327917
2024-08-12,42.127969833277106
2024-08-13,42.127969833277106
2024-08-14,40.29631897096071
2024-08-15,44.8754461267517
2024-08-16,37.548842677486114
2024-08-17,10.074079742740178
2024-08-18,5.424504476860095
2024-08-19,31.631201430002374
2024-08-20,39.76795814529252
2024-08-21,40.68378357645072
2024-08-22,35.25927909959062
2024-08-23,37.97153133802067
2024-08-24,9.933183522561993
2024-08-25,7.678843999711044
2024-08-26,34.80136638401152
2024-08-27,40.22587086087162
2024-08-28,34.80136638401152
2024-08-29,40.22587086087162
2024-08-30,39.76795814529252
2024-08-31,10.391096238141092
2024-09-01,5.424504476860095
2024-09-02,7.678843999711044
2024-09-03,39.76795814529252
2024-09-04,39.31004542971342
2024-09-05,39.76795814529252
2024-09-06,34.80136638401152
2024-09-07,10.391096238141092
2024-09-08,3.170164954009147
2024-09-09,42.93812309930166
2024-09-10,37.05570590686247
2024-09-11,35.25927909959062
2024-09-12,37.05570590686247
2024-09-13,37.51361862244157
2024-09-14,8.136756715290144
2024-09-15,5.424504476860095
2024-09-16,37.51361862244157
2024-09-17,37.478394567397025
