Time,prosperous
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,25.028319670109514
2022-05-02,37.6253219863986
2022-05-03,29.328642208453232
2022-05-04,29.393214938890722
2022-05-05,29.457857514066937
2022-05-06,33.74007992455072
2022-05-07,21.133822999025387
2022-05-08,25.4161751211668
2022-05-09,38.20773376563306
2022-05-10,29.78211806102889
2022-05-11,38.37494533453388
2022-05-12,34.18549850626829
2022-05-13,25.695010736632085
2022-05-14,17.16730497365458
2022-05-15,21.50580337604213
2022-05-16,34.48404067858419
2022-05-17,34.558875778059544
2022-05-18,25.975343025070064
2022-05-19,30.370187264100103
2022-05-20,21.739912507398003
2022-05-21,13.07213040057987
2022-05-22,17.467124306907184
2022-05-23,26.25717198648073
2022-05-24,26.313717379519584
2022-05-25,21.97526886623112
2022-05-26,26.426987766354017
2022-05-27,26.483712760149597
2022-05-28,22.117081350720067
2022-05-29,8.865780782832491
2022-05-30,17.769497962033185
2022-05-31,26.711211404520984
2022-06-01,17.8454904886074
2022-06-02,22.354433273516772
2022-06-03,22.402053325373384
2022-06-04,17.959778613063264
2022-06-05,22.497443096383865
2022-06-06,22.54521281553775
2022-06-07,18.074425939032572
2022-06-08,22.640901921142774
2022-06-09,27.226585569112707
2022-06-10,22.736790583144156
2022-06-11,18.227847798234787
2022-06-12,18.26630304123352
2022-06-13,18.304798195511527
2022-06-14,27.5149998916032
2022-06-15,18.38190823790535
2022-06-16,13.815392344515878
2022-06-17,18.459177925416263
2022-06-18,13.873404477067972
2022-06-19,18.536607258044256
2022-06-20,13.931536343457875
2022-06-21,9.307098117894672
2022-06-22,23.316313239475992
2022-06-23,18.691944858651517
2022-06-24,28.09631855550227
2022-06-25,18.769853126630778
2022-06-26,23.51108390942414
2022-06-27,18.847921039727122
2022-06-28,23.608768578992755
2022-06-29,14.194611448455415
2022-06-30,18.965322243966174
2022-07-01,19.00453580127107
2022-07-02,14.282841952391431
2022-07-03,14.312311987289009
2022-07-04,9.561207970430695
