Time,pbs_kids
2022-08-29,45.64545454545454
2022-08-30,53.0
2022-08-31,53.981818181818184
2022-09-01,53.981818181818184
2022-09-02,72.63636363636363
2022-09-03,26.009090909090908
2022-09-04,24.045454545454547
2022-09-05,22.081818181818182
2022-09-06,45.64545454545454
2022-09-07,53.0
2022-09-08,56.92727272727272
2022-09-09,76.56363636363636
2022-09-10,23.063636363636363
2022-09-11,21.6
2022-09-12,50.054545454545455
2022-09-13,53.0
2022-09-14,56.92727272727272
2022-09-15,61.836363636363636
2022-09-16,80.97272727272727
2022-09-17,24.045454545454547
2022-09-18,23.063636363636363
2022-09-19,51.03636363636363
2022-09-20,56.92727272727272
2022-09-21,54.96363636363637
2022-09-22,63.3
2022-09-23,91.77272727272728
2022-09-24,26.009090909090908
2022-09-25,25.027272727272727
2022-09-26,47.60909090909091
2022-09-27,53.0
2022-09-28,52.03636363636364
2022-09-29,63.6
2022-09-30,78.05454545454545
2022-10-01,31.8
2022-10-02,25.054545454545455
2022-10-03,50.10909090909091
2022-10-04,57.81818181818182
2022-10-05,54.92727272727273
2022-10-06,65.52727272727273
2022-10-07,78.05454545454545
2022-10-08,27.945454545454545
2022-10-09,24.09090909090909
2022-10-10,38.54545454545455
2022-10-11,49.14545454545455
2022-10-12,56.85454545454545
2022-10-13,60.70909090909091
2022-10-14,72.27272727272727
2022-10-15,27.945454545454545
2022-10-16,24.09090909090909
2022-10-17,49.14545454545455
2022-10-18,56.85454545454545
2022-10-19,60.70909090909091
2022-10-20,62.63636363636363
2022-10-21,75.16363636363636
2022-10-22,26.98181818181818
2022-10-23,25.054545454545455
2022-10-24,51.07272727272727
2022-10-25,57.81818181818182
2022-10-26,63.6
2022-10-27,60.70909090909091
2022-10-28,81.9090909090909
2022-10-29,26.01818181818182
2022-10-30,23.127272727272725
2022-10-31,53.0
2022-11-01,53.96363636363636
2022-11-02,55.89090909090909
2022-11-03,59.74545454545454
2022-11-04,96.36363636363636
2022-11-05,28.90909090909091
2022-11-06,25.054545454545455
2022-11-07,47.21818181818182
2022-11-08,47.21818181818182
2022-11-09,51.07272727272727
2022-11-10,62.63636363636363
2022-11-11,71.30909090909091
2022-11-12,27.945454545454545
2022-11-13,26.01818181818182
2022-11-14,55.89090909090909
2022-11-15,64.56363636363636
2022-11-16,62.63636363636363
2022-11-17,71.30909090909091
2022-11-18,86.72727272727272
2022-11-19,31.8
2022-11-20,26.01818181818182
2022-11-21,39.50909090909091
2022-11-22,45.29090909090909
2022-11-23,32.763636363636365
2022-11-24,26.01818181818182
2022-11-25,25.054545454545455
2022-11-26,20.236363636363635
2022-11-27,24.09090909090909
2022-11-28,42.4
2022-11-29,50.10909090909091
2022-11-30,64.56363636363636
2022-12-01,57.81818181818182
2022-12-02,73.23636363636363
2022-12-03,24.09090909090909
2022-12-04,25.054545454545455
2022-12-05,56.85454545454545
2022-12-06,59.74545454545454
2022-12-07,64.56363636363636
2022-12-08,69.38181818181818
2022-12-09,80.94545454545454
2022-12-10,29.87272727272727
2022-12-11,24.09090909090909
2022-12-12,56.85454545454545
2022-12-13,66.49090909090908
2022-12-14,74.2
2022-12-15,80.94545454545454
2022-12-16,79.01818181818182
2022-12-17,27.945454545454545
2022-12-18,23.127272727272725
2022-12-19,45.29090909090909
2022-12-20,51.07272727272727
2022-12-21,44.32727272727273
2022-12-22,36.61818181818182
2022-12-23,29.87272727272727
2022-12-24,24.09090909090909
2022-12-25,20.236363636363635
2022-12-26,18.30909090909091
2022-12-27,18.30909090909091
2022-12-28,20.236363636363635
2022-12-29,20.236363636363635
2022-12-30,20.236363636363635
2022-12-31,22.163636363636364
2023-01-01,23.127272727272725
2023-01-02,22.163636363636364
2023-01-03,29.87272727272727
2023-01-04,41.43636363636364
2023-01-05,46.25454545454545
2023-01-06,65.52727272727273
2023-01-07,23.127272727272725
2023-01-08,22.163636363636364
2023-01-09,47.21818181818182
2023-01-10,54.92727272727273
2023-01-11,57.81818181818182
2023-01-12,67.45454545454545
2023-01-13,81.9090909090909
2023-01-14,24.09090909090909
2023-01-15,21.2
2023-01-16,25.054545454545455
2023-01-17,52.03636363636364
2023-01-18,63.6
2023-01-19,65.52727272727273
2023-01-20,78.05454545454545
2023-01-21,28.90909090909091
2023-01-22,23.127272727272725
2023-01-23,53.96363636363636
2023-01-24,64.56363636363636
2023-01-25,63.6
2023-01-26,68.41818181818182
2023-01-27,86.72727272727272
2023-01-28,26.98181818181818
2023-01-29,25.054545454545455
2023-01-30,59.74545454545454
2023-01-31,63.6
2023-02-01,62.63636363636363
2023-02-02,70.34545454545454
2023-02-03,88.65454545454546
2023-02-04,27.945454545454545
2023-02-05,26.98181818181818
2023-02-06,53.0
2023-02-07,63.6
2023-02-08,63.6
2023-02-09,64.56363636363636
2023-02-10,90.58181818181818
2023-02-11,30.836363636363636
2023-02-12,25.054545454545455
2023-02-13,46.25454545454545
2023-02-14,59.74545454545454
2023-02-15,61.67272727272727
2023-02-16,67.45454545454545
2023-02-17,84.8
2023-02-18,27.945454545454545
2023-02-19,25.054545454545455
2023-02-20,28.90909090909091
2023-02-21,50.10909090909091
2023-02-22,56.85454545454545
2023-02-23,58.78181818181818
2023-02-24,79.98181818181818
2023-02-25,27.945454545454545
2023-02-26,25.054545454545455
2023-02-27,54.92727272727273
2023-02-28,55.89090909090909
2023-03-01,57.81818181818182
2023-03-02,67.45454545454545
2023-03-03,83.83636363636363
2023-03-04,26.01818181818182
2023-03-05,24.09090909090909
2023-03-06,51.07272727272727
2023-03-07,58.78181818181818
2023-03-08,63.6
2023-03-09,70.34545454545454
2023-03-10,84.8
2023-03-11,25.054545454545455
2023-03-12,23.127272727272725
2023-03-13,47.21818181818182
2023-03-14,50.10909090909091
2023-03-15,53.0
2023-03-16,53.0
2023-03-17,59.74545454545454
2023-03-18,24.09090909090909
2023-03-19,22.163636363636364
2023-03-20,49.14545454545455
2023-03-21,53.96363636363636
2023-03-22,59.74545454545454
2023-03-23,62.63636363636363
2023-03-24,79.98181818181818
2023-03-25,26.01818181818182
2023-03-26,25.054545454545455
2023-03-27,50.10909090909091
2023-03-28,56.85454545454545
2023-03-29,55.89090909090909
2023-03-30,63.6
2023-03-31,74.2
2023-04-01,25.054545454545455
2023-04-02,22.163636363636364
2023-04-03,42.4
2023-04-04,51.07272727272727
2023-04-05,53.0
2023-04-06,68.41818181818182
2023-04-07,31.8
2023-04-08,21.2
2023-04-09,19.272727272727273
2023-04-10,35.654545454545456
2023-04-11,49.14545454545455
2023-04-12,48.18181818181818
2023-04-13,54.92727272727273
2023-04-14,76.12727272727273
2023-04-15,22.163636363636364
2023-04-16,21.2
2023-04-17,53.0
2023-04-18,55.89090909090909
2023-04-19,60.70909090909091
2023-04-20,66.49090909090908
2023-04-21,79.98181818181818
2023-04-22,25.054545454545455
2023-04-23,22.163636363636364
2023-04-24,54.92727272727273
2023-04-25,60.70909090909091
2023-04-26,65.50490179442582
2023-04-27,72.67371781275187
2023-04-28,78.41169346286006
2023-04-29,24.382742968650575
2023-04-30,22.951902600432696
2023-05-01,60.723255419335686
2023-05-02,68.84840071267976
2023-05-03,68.37388961947991
2023-05-04,71.242877444534
2023-05-05,86.06232766300428
2023-05-06,25.339072243668603
2023-05-07,20.08291477537861
2023-05-08,66.46123106944385
2023-05-09,74.1118652695881
2023-05-10,83.19333983795019
2023-05-11,78.41169346286006
2023-05-12,94.66929113816656
2023-05-13,23.426413693632547
2023-05-14,21.995573325414668
2023-05-15,72.19920671955202
2023-05-16,82.71882874475035
2023-05-17,77.9371823696602
2023-05-18,86.06232766300428
2023-05-19,92.75663258813049
2023-05-20,23.426413693632547
2023-05-21,21.03924405039664
2023-05-22,70.76105926271582
2023-05-23,74.58637636278795
2023-05-24,68.37388961947991
2023-05-25,64.5485725194078
2023-05-26,51.24719806558351
2023-05-27,21.827510287192975
2023-05-28,20.87848810079328
2023-05-29,18.980443727993894
2023-05-30,37.96088745598779
2023-05-31,42.705998387986256
2023-06-01,41.75697620158656
2023-06-02,43.65502057438595
2023-06-03,20.87848810079328
2023-06-04,18.980443727993894
2023-06-05,36.0628430831884
2023-06-06,38.909909642387476
2023-06-07,38.909909642387476
2023-06-08,37.01186526958809
2023-06-09,33.21577652398931
2023-06-10,20.87848810079328
2023-06-11,19.929465914393585
2023-06-12,33.21577652398931
2023-06-13,30.368709964790227
2023-06-14,31.317732151189922
2023-06-15,29.419687778390532
2023-06-16,27.521643405591142
2023-06-17,18.980443727993894
2023-06-18,18.980443727993894
2023-06-19,20.87848810079328
2023-06-20,24.67457684639206
2023-06-21,25.623599032791756
2023-06-22,26.572621219191447
2023-06-23,23.725554659992365
2023-06-24,18.980443727993894
2023-06-25,17.082399355194504
2023-06-26,20.87848810079328
2023-06-27,23.725554659992365
2023-06-28,21.827510287192975
2023-06-29,21.827510287192975
2023-06-30,20.87848810079328
2023-07-01,17.082399355194504
2023-07-02,16.13337716879481
2023-07-03,18.0314215415942
2023-07-04,18.0314215415942
2023-07-05,18.0314215415942
2023-07-06,18.980443727993894
2023-07-07,18.980443727993894
2023-07-08,17.082399355194504
2023-07-09,18.0314215415942
2023-07-10,18.980443727993894
2023-07-11,19.929465914393585
2023-07-12,19.929465914393585
2023-07-13,18.0314215415942
2023-07-14,18.980443727993894
2023-07-15,18.980443727993894
2023-07-16,16.13337716879481
2023-07-17,17.082399355194504
2023-07-18,18.980443727993894
2023-07-19,18.980443727993894
2023-07-20,18.980443727993894
2023-07-21,18.980443727993894
2023-07-22,18.0314215415942
2023-07-23,17.082399355194504
2023-07-24,17.082399355194504
2023-07-25,18.0314215415942
2023-07-26,18.0314215415942
2023-07-27,19.929465914393585
2023-07-28,18.980443727993894
2023-07-29,18.0314215415942
2023-07-30,17.082399355194504
2023-07-31,18.980443727993894
2023-08-01,18.0314215415942
2023-08-02,18.0314215415942
2023-08-03,20.87848810079328
2023-08-04,23.725554659992365
2023-08-05,17.082399355194504
2023-08-06,17.082399355194504
2023-08-07,23.725554659992365
2023-08-08,20.87848810079328
2023-08-09,24.67457684639206
2023-08-10,30.368709964790227
2023-08-11,39.85893182878717
2023-08-12,19.929465914393585
2023-08-13,18.980443727993894
2023-08-14,32.26675433758962
2023-08-15,38.909909642387476
2023-08-16,37.01186526958809
2023-08-17,40.807954015186866
2023-08-18,55.99230899758198
2023-08-19,19.929465914393585
2023-08-20,20.87848810079328
2023-08-21,43.65502057438595
2023-08-22,47.45110931998473
2023-08-23,50.298175879183816
2023-08-24,52.196220251983206
2023-08-25,69.2786196071777
2023-08-26,21.827510287192975
2023-08-27,20.87848810079328
2023-08-28,45.55306494718534
2023-08-29,51.24719806558351
2023-08-30,52.196220251983206
2023-08-31,55.043286811182284
2023-09-01,69.2786196071777
2023-09-02,23.725554659992365
2023-09-03,22.77653247359267
2023-09-04,21.827510287192975
2023-09-05,45.55306494718534
2023-09-06,55.043286811182284
2023-09-07,58.839375556781064
2023-09-08,79.71786365757434
2023-09-09,26.572621219191447
2023-09-10,21.827510287192975
2023-09-11,51.24719806558351
2023-09-12,56.941331183981674
2023-09-13,57.89035337038137
2023-09-14,63.58448648877954
2023-09-15,81.61590803037373
2023-09-16,25.623599032791756
2023-09-17,23.725554659992365
2023-09-18,49.34915369278412
2023-09-19,59.78839774318076
2023-09-20,55.99230899758198
2023-09-21,60.737419929580454
2023-09-22,84.46297458957282
2023-09-23,27.521643405591142
2023-09-24,23.725554659992365
2023-09-25,47.45110931998473
2023-09-26,59.78839774318076
2023-09-27,58.839375556781064
2023-09-28,60.737419929580454
2023-09-29,84.46297458957282
2023-09-30,27.521643405591142
2023-10-01,24.67457684639206
2023-10-02,45.55306494718534
2023-10-03,54.09426462478259
2023-10-04,58.839375556781064
2023-10-05,69.2786196071777
2023-10-06,76.87079709837526
2023-10-07,25.623599032791756
2023-10-08,23.725554659992365
2023-10-09,36.0628430831884
2023-10-10,50.298175879183816
2023-10-11,52.196220251983206
2023-10-12,57.89035337038137
2023-10-13,73.07470835277648
2023-10-14,27.521643405591142
2023-10-15,24.67457684639206
2023-10-16,48.400131506384426
2023-10-17,52.196220251983206
2023-10-18,53.145242438382894
2023-10-19,61.68644211598015
2023-10-20,81.61590803037373
2023-10-21,26.572621219191447
2023-10-22,23.725554659992365
2023-10-23,49.34915369278412
2023-10-24,55.043286811182284
2023-10-25,56.941331183981674
2023-10-26,60.737419929580454
2023-10-27,80.66688584397404
2023-10-28,23.725554659992365
2023-10-29,22.77653247359267
2023-10-30,52.196220251983206
2023-10-31,57.89035337038137
2023-11-01,55.043286811182284
2023-11-02,60.737419929580454
2023-11-03,77.81981928477495
2023-11-04,26.572621219191447
2023-11-05,24.67457684639206
2023-11-06,49.34915369278412
2023-11-07,47.45110931998473
2023-11-08,53.145242438382894
2023-11-09,67.38057523437831
2023-11-10,71.17666397997709
2023-11-11,26.572621219191447
2023-11-12,24.67457684639206
2023-11-13,51.24719806558351
2023-11-14,57.89035337038137
2023-11-15,61.68644211598015
2023-11-16,66.43155304797862
2023-11-17,85.41199677597251
2023-11-18,26.572621219191447
2023-11-19,23.725554659992365
2023-11-20,40.807954015186866
2023-11-21,48.400131506384426
2023-11-22,27.521643405591142
2023-11-23,23.725554659992365
2023-11-24,21.827510287192975
2023-11-25,20.87848810079328
2023-11-26,20.87848810079328
2023-11-27,45.55306494718534
2023-11-28,55.99230899758198
2023-11-29,55.99230899758198
2023-11-30,58.839375556781064
2023-12-01,92.05515208077037
2023-12-02,25.623599032791756
2023-12-03,22.77653247359267
2023-12-04,48.400131506384426
2023-12-05,57.89035337038137
2023-12-06,55.99230899758198
2023-12-07,65.48253086157892
2023-12-08,79.71786365757434
2023-12-09,24.67457684639206
2023-12-10,22.77653247359267
2023-12-11,54.09426462478259
2023-12-12,57.89035337038137
2023-12-13,64.53350867517923
2023-12-14,73.07470835277648
2023-12-15,85.41199677597251
2023-12-16,26.572621219191447
2023-12-17,22.77653247359267
2023-12-18,55.043286811182284
2023-12-19,59.78839774318076
2023-12-20,55.99230899758198
2023-12-21,53.145242438382894
2023-12-22,39.88832138297203
2023-12-23,23.73020490590769
2023-12-24,19.67444642839712
2023-12-25,20.68838604777476
2023-12-26,18.18599571581963
2023-12-27,19.19993533519727
2023-12-28,19.19993533519727
2023-12-29,19.67444642839712
2023-12-30,17.172056096441985
2023-12-31,19.19993533519727
2024-01-01,21.7023256671524
2024-01-02,22.716265286530046
2024-01-03,34.34411219288397
2024-01-04,39.88832138297203
2024-01-05,58.07431709879165
2024-01-06,22.716265286530046
2024-01-07,19.19993533519727
2024-01-08,45.43253057306009
2024-01-09,57.534888572613866
2024-01-10,57.060377479414015
2024-01-11,60.576707430746794
2024-01-12,80.25115385914391
2024-01-13,25.758084144662977
2024-01-14,21.7023256671524
2024-01-15,22.716265286530046
2024-01-16,42.390711714927164
2024-01-17,55.032498240658725
2024-01-18,61.59064705012443
2024-01-19,71.66512581092292
2024-01-20,24.744144525285336
2024-01-21,23.734855151823016
2024-01-22,50.7062814607128
2024-01-23,56.10056672249076
2024-01-24,64.7314231413355
2024-01-25,71.20456545546905
2024-01-26,107.88570523555916
2024-01-27,29.12914041360097
2024-01-28,22.655998099467425
2024-01-29,51.7851385130684
2024-01-30,59.33713787955754
2024-01-31,60.41599493191313
2024-02-01,62.573709036624315
2024-02-02,79.83542187431378
2024-02-03,25.8925692565342
2024-02-04,22.655998099467425
2024-02-05,56.10056672249076
2024-02-06,62.573709036624315
2024-02-07,57.179423774846356
2024-02-08,63.6525660889799
2024-02-09,80.91427892666937
2024-02-10,26.97142630888979
2024-02-11,23.734855151823016
2024-02-12,53.94285261777958
2024-02-13,57.179423774846356
2024-02-14,57.179423774846356
2024-02-15,64.7314231413355
2024-02-16,72.28342250782464
2024-02-17,23.734855151823016
2024-02-18,24.813712204178607
2024-02-19,25.8925692565342
2024-02-20,48.54856735600162
2024-02-21,51.7851385130684
2024-02-22,61.49485198426872
2024-02-23,78.7565648219582
2024-02-24,23.734855151823016
2024-02-25,23.734855151823016
2024-02-26,48.54856735600162
2024-02-27,59.33713787955754
2024-02-28,65.81028019369109
2024-02-29,69.04685135075786
2024-03-01,87.38742124080292
2024-03-02,25.8925692565342
2024-03-03,24.813712204178607
2024-03-04,53.94285261777958
2024-03-05,60.41599493191313
2024-03-06,70.12570840311345
2024-03-07,73.36227956018023
2024-03-08,89.5451353455141
2024-03-09,26.97142630888979
2024-03-10,23.734855151823016
2024-03-11,47.46971030364603
2024-03-12,49.627424408357214
2024-03-13,49.627424408357214
2024-03-14,59.33713787955754
2024-03-15,65.81028019369109
2024-03-16,25.8925692565342
2024-03-17,21.57714104711183
2024-03-18,49.627424408357214
2024-03-19,58.25828082720194
2024-03-20,55.021709670135174
2024-03-21,63.6525660889799
2024-03-22,79.83542187431378
2024-03-23,24.813712204178607
2024-03-24,22.655998099467425
2024-03-25,49.627424408357214
2024-03-26,55.021709670135174
2024-03-27,60.41599493191313
2024-03-28,64.7314231413355
2024-03-29,36.68113978009011
2024-03-30,22.655998099467425
2024-03-31,19.419426942400648
2024-04-01,33.444568623023336
2024-04-02,46.39085325129044
2024-04-03,47.46971030364603
2024-04-04,51.7851385130684
2024-04-05,69.04685135075786
2024-04-06,22.655998099467425
2024-04-07,21.57714104711183
2024-04-08,49.627424408357214
2024-04-09,60.41599493191313
2024-04-10,60.41599493191313
2024-04-11,69.04685135075786
2024-04-12,90.6239923978697
2024-04-13,21.57714104711183
2024-04-14,20.49828399475624
2024-04-15,56.10056672249076
2024-04-16,62.573709036624315
2024-04-17,70.12570840311345
2024-04-18,72.28342250782464
2024-04-19,90.6239923978697
2024-04-20,23.734855151823016
2024-04-21,22.655998099467425
2024-04-22,57.179423774846356
2024-04-23,64.7314231413355
2024-04-24,70.12570840311345
2024-04-25,76.598850717247
2024-04-26,93.86056355493646
2024-04-27,24.813712204178607
2024-04-28,22.655998099467425
2024-04-29,64.7314231413355
2024-04-30,74.44113661253581
2024-05-01,72.28342250782464
2024-05-02,80.91427892666937
2024-05-03,96.01827765964765
2024-05-04,25.8925692565342
2024-05-05,20.49828399475624
2024-05-06,69.04685135075786
2024-05-07,79.83542187431378
2024-05-08,81.99313597902496
2024-05-09,93.86056355493646
2024-05-10,105.72799113084798
2024-05-11,23.734855151823016
2024-05-12,20.49828399475624
2024-05-13,79.83542187431378
2024-05-14,101.4125629214256
2024-05-15,92.78170650258087
2024-05-16,92.78170650258087
2024-05-17,98.17599176435884
2024-05-18,25.8925692565342
2024-05-19,20.49828399475624
2024-05-20,75.51999366489142
2024-05-21,80.91427892666937
2024-05-22,77.67770776960259
2024-05-23,71.20456545546905
2024-05-24,63.6525660889799
2024-05-25,22.655998099467425
2024-05-26,20.49828399475624
2024-05-27,20.49828399475624
2024-05-28,46.39085325129044
2024-05-29,47.46971030364603
2024-05-30,47.46971030364603
2024-05-31,48.54856735600162
2024-06-01,21.57714104711183
2024-06-02,19.419426942400648
2024-06-03,37.75999683244571
2024-06-04,40.99656798951248
2024-06-05,40.99656798951248
2024-06-06,38.838853884801296
2024-06-07,35.602282727734526
2024-06-08,18.340569890045057
2024-06-09,18.340569890045057
2024-06-10,29.12914041360097
2024-06-11,32.36571157066775
2024-06-12,30.207997465956566
2024-06-13,31.286854518312158
2024-06-14,24.813712204178607
2024-06-15,18.340569890045057
2024-06-16,19.419426942400648
2024-06-17,24.813712204178607
2024-06-18,25.8925692565342
2024-06-19,19.419426942400648
2024-06-20,24.813712204178607
2024-06-21,22.655998099467425
2024-06-22,18.340569890045057
2024-06-23,16.182855785333874
2024-06-24,24.813712204178607
2024-06-25,23.734855151823016
2024-06-26,22.655998099467425
2024-06-27,21.57714104711183
2024-06-28,19.419426942400648
2024-06-29,16.182855785333874
2024-06-30,17.261712837689466
2024-07-01,17.261712837689466
2024-07-02,17.261712837689466
2024-07-03,19.419426942400648
2024-07-04,17.261712837689466
2024-07-05,17.261712837689466
2024-07-06,16.182855785333874
2024-07-07,16.182855785333874
2024-07-08,18.340569890045057
2024-07-09,19.419426942400648
2024-07-10,18.340569890045057
2024-07-11,19.419426942400648
2024-07-12,18.340569890045057
2024-07-13,15.103998732978283
2024-07-14,17.261712837689466
2024-07-15,17.261712837689466
2024-07-16,18.340569890045057
2024-07-17,19.419426942400648
2024-07-18,18.340569890045057
2024-07-19,18.340569890045057
2024-07-20,17.261712837689466
2024-07-21,18.340569890045057
2024-07-22,18.340569890045057
2024-07-23,16.182855785333874
2024-07-24,19.419426942400648
2024-07-25,18.340569890045057
2024-07-26,18.340569890045057
2024-07-27,16.182855785333874
2024-07-28,15.103998732978283
2024-07-29,16.182855785333874
2024-07-30,18.340569890045057
2024-07-31,19.419426942400648
2024-08-01,19.419426942400648
2024-08-02,22.655998099467425
2024-08-03,18.340569890045057
2024-08-04,16.182855785333874
2024-08-05,20.49828399475624
2024-08-06,21.57714104711183
2024-08-07,23.734855151823016
2024-08-08,24.813712204178607
2024-08-09,32.36571157066775
2024-08-10,17.261712837689466
2024-08-11,16.182855785333874
2024-08-12,26.97142630888979
2024-08-13,35.602282727734526
2024-08-14,38.838853884801296
2024-08-15,43.15428209422366
2024-08-16,55.021709670135174
2024-08-17,20.49828399475624
2024-08-18,18.4488321596968
2024-08-19,38.017002046488535
2024-08-20,46.93122318850869
2024-08-21,48.63047011652077
2024-08-22,49.749807843615706
2024-08-23,65.38005534820549
2024-08-24,21.80684534098161
2024-08-25,21.226936140064467
2024-08-26,45.27245693523595
2024-08-27,52.52791182398337
2024-08-28,52.52791182398337
2024-08-29,59.783366712730796
2024-08-30,81.0507835275346
2024-08-31,24.045520795171484
2024-09-01,21.226936140064467
2024-09-02,20.687507613886673
2024-09-03,47.51113238942583
2024-09-04,59.243938186553
2024-09-05,60.36327591364794
2024-09-06,85.52813443591435
2024-09-07,24.045520795171484
2024-09-08,22.926183068076547
2024-09-09,48.63047011652077
2024-09-10,57.00526273236313
2024-09-11,57.00526273236313
2024-09-12,65.95996454912262
2024-09-13,86.06756296209215
2024-09-14,25.164858522266425
2024-09-15,21.226936140064467
2024-09-16,50.2892363697935
2024-09-17,62.63019369905132
2024-09-18,63.7900121008856
2024-09-19,63.7900121008856
2024-09-20,86.98638013757127
2024-09-21,25.516004840354242
2024-09-22,23.196368036685673
2024-09-23,56.8311016898799
2024-09-24,60.310556895382746
2024-09-25,63.7900121008856
2024-09-26,64.94983050271989
2024-09-27,77.707832922897
2024-09-28,26.675823242188525
2024-09-29,24.356186438519956
2024-09-30,49.8721912788742
2024-10-01,56.8311016898799
