Time,math_playground
2022-04-27,61.0
2022-04-28,64.0
2022-04-29,81.0
2022-04-30,12.0
2022-05-01,9.0
2022-05-02,54.0
2022-05-03,62.0
2022-05-04,68.0
2022-05-05,79.0
2022-05-06,100.0
2022-05-07,13.0
2022-05-08,10.0
2022-05-09,65.0
2022-05-10,72.0
2022-05-11,69.0
2022-05-12,85.0
2022-05-13,99.0
2022-05-14,13.0
2022-05-15,9.0
2022-05-16,69.0
2022-05-17,77.0
2022-05-18,77.0
2022-05-19,86.0
2022-05-20,92.0
2022-05-21,14.0
2022-05-22,9.0
2022-05-23,69.0
2022-05-24,95.0
2022-05-25,72.0
2022-05-26,67.0
2022-05-27,58.0
2022-05-28,11.0
2022-05-29,7.0
2022-05-30,6.0
2022-05-31,39.0
2022-06-01,41.0
2022-06-02,42.0
2022-06-03,41.0
2022-06-04,8.0
2022-06-05,6.0
2022-06-06,31.0
2022-06-07,34.0
2022-06-08,33.0
2022-06-09,30.0
2022-06-10,29.0
2022-06-11,7.0
2022-06-12,6.0
2022-06-13,22.0
2022-06-14,24.0
2022-06-15,25.0
2022-06-16,24.0
2022-06-17,17.0
2022-06-18,5.0
2022-06-19,4.0
2022-06-20,8.0
2022-06-21,14.0
2022-06-22,13.0
2022-06-23,13.0
2022-06-24,8.0
2022-06-25,4.0
2022-06-26,3.0
2022-06-27,7.0
2022-06-28,7.0
2022-06-29,8.0
2022-06-30,7.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,4.0
2022-07-06,5.0
2022-07-07,5.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,3.0
2022-07-11,5.0
2022-07-12,5.0
2022-07-13,5.0
2022-07-14,5.0
2022-07-15,4.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,4.0
2022-07-19,5.0
2022-07-20,4.0
2022-07-21,5.0
2022-07-22,4.0
2022-07-23,3.0
2022-07-24,2.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,4.0
2022-07-28,5.0
2022-07-29,4.0
2022-07-30,3.0
2022-07-31,2.0
2022-08-01,3.0
2022-08-02,4.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,6.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,5.0
2022-08-09,7.0
2022-08-10,10.0
2022-08-11,13.0
2022-08-12,16.0
2022-08-13,4.0
2022-08-14,3.0
2022-08-15,13.0
2022-08-16,18.0
2022-08-17,23.0
2022-08-18,29.0
2022-08-19,39.0
2022-08-20,7.0
2022-08-21,5.0
2022-08-22,27.0
2022-08-23,34.0
2022-08-24,38.0
2022-08-25,43.0
2022-08-26,57.0
2022-08-27,8.0
2022-08-28,6.0
2022-08-29,35.824074074074076
2022-08-30,44.907407407407405
2022-08-31,45.91666666666667
2022-09-01,56.00925925925927
2022-09-02,58.02777777777778
2022-09-03,10.592592592592593
2022-09-04,7.064814814814815
2022-09-05,7.064814814814815
2022-09-06,40.870370370370374
2022-09-07,49.95370370370371
2022-09-08,52.98148148148148
2022-09-09,70.13888888888889
2022-09-10,11.101851851851851
2022-09-11,8.074074074074074
2022-09-12,45.91666666666667
2022-09-13,55.0
2022-09-14,55.0
2022-09-15,61.55555555555556
2022-09-16,72.65740740740742
2022-09-17,12.11111111111111
2022-09-18,8.074074074074074
2022-09-19,47.93518518518519
2022-09-20,56.00925925925927
2022-09-21,58.02777777777778
2022-09-22,65.5925925925926
2022-09-23,75.68518518518519
2022-09-24,13.12037037037037
2022-09-25,8.074074074074074
2022-09-26,39.861111111111114
2022-09-27,52.98148148148148
2022-09-28,55.00000000000001
2022-09-29,60.092592592592595
2022-09-30,72.31481481481482
2022-10-01,12.222222222222223
2022-10-02,8.148148148148149
2022-10-03,44.81481481481482
2022-10-04,59.074074074074076
2022-10-05,47.870370370370374
2022-10-06,55.00000000000001
2022-10-07,66.20370370370371
2022-10-08,11.203703703703704
2022-10-09,8.148148148148149
2022-10-10,29.537037037037038
2022-10-11,47.870370370370374
2022-10-12,50.92592592592593
2022-10-13,59.074074074074076
2022-10-14,70.27777777777779
2022-10-15,12.222222222222223
2022-10-16,8.148148148148149
2022-10-17,42.77777777777778
2022-10-18,52.96296296296297
2022-10-19,56.018518518518526
2022-10-20,55.00000000000001
2022-10-21,73.33333333333334
2022-10-22,10.185185185185187
2022-10-23,9.166666666666668
2022-10-24,46.851851851851855
2022-10-25,51.94444444444445
2022-10-26,58.05555555555556
2022-10-27,58.05555555555556
2022-10-28,74.35185185185186
2022-10-29,11.203703703703704
2022-10-30,7.12962962962963
2022-10-31,42.77777777777778
2022-11-01,47.870370370370374
2022-11-02,53.98148148148149
2022-11-03,59.074074074074076
2022-11-04,76.3888888888889
2022-11-05,13.240740740740742
2022-11-06,9.166666666666668
2022-11-07,42.77777777777778
2022-11-08,41.75925925925926
2022-11-09,49.90740740740741
2022-11-10,61.111111111111114
2022-11-11,59.074074074074076
2022-11-12,13.240740740740742
2022-11-13,9.166666666666668
2022-11-14,50.92592592592593
2022-11-15,57.03703703703704
2022-11-16,59.074074074074076
2022-11-17,63.14814814814815
2022-11-18,84.53703703703704
2022-11-19,14.25925925925926
2022-11-20,10.185185185185187
2022-11-21,36.66666666666667
2022-11-22,43.7962962962963
2022-11-23,17.314814814814817
2022-11-24,9.166666666666668
2022-11-25,7.12962962962963
2022-11-26,5.0925925925925934
2022-11-27,5.0925925925925934
2022-11-28,35.64814814814815
2022-11-29,46.851851851851855
2022-11-30,62.12962962962963
2022-12-01,58.05555555555556
2022-12-02,68.24074074074075
2022-12-03,13.240740740740742
2022-12-04,9.166666666666668
2022-12-05,46.851851851851855
2022-12-06,65.18518518518519
2022-12-07,63.14814814814815
2022-12-08,65.18518518518519
2022-12-09,76.3888888888889
2022-12-10,14.25925925925926
2022-12-11,10.185185185185187
2022-12-12,59.074074074074076
2022-12-13,64.16666666666667
2022-12-14,74.35185185185186
2022-12-15,74.35185185185186
2022-12-16,80.46296296296298
2022-12-17,15.277777777777779
2022-12-18,9.166666666666668
2022-12-19,44.81481481481482
2022-12-20,52.96296296296297
2022-12-21,48.88888888888889
2022-12-22,33.611111111111114
2022-12-23,18.333333333333336
2022-12-24,10.185185185185187
2022-12-25,7.12962962962963
2022-12-26,6.111111111111112
2022-12-27,5.0925925925925934
2022-12-28,5.0925925925925934
2022-12-29,5.0925925925925934
2022-12-30,4.074074074074074
2022-12-31,4.074074074074074
2023-01-01,4.074074074074074
2023-01-02,6.111111111111112
2023-01-03,27.500000000000004
2023-01-04,39.72222222222223
2023-01-05,46.851851851851855
2023-01-06,64.16666666666667
2023-01-07,10.185185185185187
2023-01-08,7.12962962962963
2023-01-09,46.851851851851855
2023-01-10,56.018518518518526
2023-01-11,62.12962962962963
2023-01-12,71.2962962962963
2023-01-13,85.55555555555556
2023-01-14,14.25925925925926
2023-01-15,10.185185185185187
2023-01-16,9.166666666666668
2023-01-17,52.96296296296297
2023-01-18,61.111111111111114
2023-01-19,67.22222222222223
2023-01-20,89.62962962962963
2023-01-21,14.25925925925926
2023-01-22,10.185185185185187
2023-01-23,55.00000000000001
2023-01-24,66.20370370370371
2023-01-25,65.18518518518519
2023-01-26,72.31481481481482
2023-01-27,83.51851851851852
2023-01-28,15.277777777777779
2023-01-29,10.185185185185187
2023-01-30,58.05555555555556
2023-01-31,65.18518518518519
2023-02-01,63.14814814814815
2023-02-02,69.25925925925927
2023-02-03,101.85185185185186
2023-02-04,17.314814814814817
2023-02-05,11.203703703703704
2023-02-06,50.92592592592593
2023-02-07,63.14814814814815
2023-02-08,65.18518518518519
2023-02-09,66.20370370370371
2023-02-10,92.68518518518519
2023-02-11,15.277777777777779
2023-02-12,10.185185185185187
2023-02-13,47.870370370370374
2023-02-14,64.16666666666667
2023-02-15,64.16666666666667
2023-02-16,72.31481481481482
2023-02-17,78.42592592592594
2023-02-18,16.296296296296298
2023-02-19,11.203703703703704
2023-02-20,14.25925925925926
2023-02-21,44.81481481481482
2023-02-22,57.03703703703704
2023-02-23,58.05555555555556
2023-02-24,82.5
2023-02-25,13.240740740740742
2023-02-26,10.185185185185187
2023-02-27,58.05555555555556
2023-02-28,62.12962962962963
2023-03-01,68.24074074074075
2023-03-02,65.18518518518519
2023-03-03,81.4814814814815
2023-03-04,14.25925925925926
2023-03-05,10.185185185185187
2023-03-06,49.90740740740741
2023-03-07,59.074074074074076
2023-03-08,63.14814814814815
2023-03-09,73.33333333333334
2023-03-10,86.57407407407408
2023-03-11,15.277777777777779
2023-03-12,10.185185185185187
2023-03-13,44.81481481481482
2023-03-14,56.018518518518526
2023-03-15,59.074074074074076
2023-03-16,56.018518518518526
2023-03-17,61.111111111111114
2023-03-18,13.240740740740742
2023-03-19,9.166666666666668
2023-03-20,44.81481481481482
2023-03-21,58.05555555555556
2023-03-22,56.018518518518526
2023-03-23,62.12962962962963
2023-03-24,81.4814814814815
2023-03-25,12.222222222222223
2023-03-26,9.166666666666668
2023-03-27,46.851851851851855
2023-03-28,55.00000000000001
2023-03-29,57.03703703703704
2023-03-30,58.05555555555556
2023-03-31,72.31481481481482
2023-04-01,11.203703703703704
2023-04-02,8.148148148148149
2023-04-03,41.75925925925926
2023-04-04,47.870370370370374
2023-04-05,53.98148148148149
2023-04-06,67.22222222222223
2023-04-07,27.500000000000004
2023-04-08,8.148148148148149
2023-04-09,6.111111111111112
2023-04-10,29.537037037037038
2023-04-11,47.870370370370374
2023-04-12,49.90740740740741
2023-04-13,56.018518518518526
2023-04-14,72.31481481481482
2023-04-15,10.185185185185187
2023-04-16,7.12962962962963
2023-04-17,52.96296296296297
2023-04-18,58.05555555555556
2023-04-19,59.074074074074076
2023-04-20,68.24074074074075
2023-04-21,78.42592592592594
2023-04-22,11.203703703703704
2023-04-23,9.166666666666668
2023-04-24,57.03703703703704
2023-04-25,63.14814814814815
2023-04-26,71.45615199769503
2023-04-27,76.71517585835093
2023-04-28,94.56257073096836
2023-04-29,13.673462037705361
2023-04-30,9.975502208439895
2023-05-01,64.09351859277675
2023-05-02,77.76698063048212
2023-05-03,80.37984943400375
2023-05-04,77.76698063048212
2023-05-05,90.89789715531555
2023-05-06,13.130916524833438
2023-05-07,9.975502208439895
2023-05-08,70.40434722556384
2023-05-09,74.61156631408858
2023-05-10,77.2244351176102
2023-05-11,86.69067806679082
2023-05-12,99.82159459162426
2023-05-13,14.725266809836542
2023-05-14,9.975502208439895
2023-05-15,74.06902080121665
2023-05-16,82.4834589782661
2023-05-17,83.53526375039728
2023-05-18,88.79428761105319
2023-05-19,99.82159459162426
2023-05-20,13.130916524833438
2023-05-21,9.975502208439895
2023-05-22,68.80999694056074
2023-05-23,75.66337108621975
2023-05-24,70.9136064848231
2023-05-25,71.45615199769503
2023-05-26,59.68000641591146
2023-05-27,11.936001283182291
2023-05-28,7.5956371802069125
2023-05-29,7.5956371802069125
2023-05-30,39.06327692677841
2023-05-31,42.31855000400994
2023-06-01,44.48873205549763
2023-06-02,44.48873205549763
2023-06-03,9.765819231694602
2023-06-04,7.5956371802069125
2023-06-05,32.55273077231534
2023-06-06,34.72291282380303
2023-06-07,39.06327692677841
2023-06-08,36.893094875290714
2023-06-09,33.637821798059186
2023-06-10,7.5956371802069125
2023-06-11,5.425455128719223
2023-06-12,23.872002566364582
2023-06-13,23.872002566364582
2023-06-14,24.95709359210843
2023-06-15,21.701820514876893
2023-06-16,19.531638463389204
2023-06-17,6.510546154463068
2023-06-18,5.425455128719223
2023-06-19,6.510546154463068
2023-06-20,14.10618333466998
2023-06-21,14.10618333466998
2023-06-22,11.936001283182291
2023-06-23,8.680728205950757
2023-06-24,4.340364102975379
2023-06-25,4.340364102975379
2023-06-26,6.510546154463068
2023-06-27,6.510546154463068
2023-06-28,6.510546154463068
2023-06-29,6.510546154463068
2023-06-30,5.425455128719223
2023-07-01,3.255273077231534
2023-07-02,3.255273077231534
2023-07-03,3.255273077231534
2023-07-04,3.255273077231534
2023-07-05,4.340364102975379
2023-07-06,4.340364102975379
2023-07-07,4.340364102975379
2023-07-08,3.255273077231534
2023-07-09,3.255273077231534
2023-07-10,4.340364102975379
2023-07-11,4.340364102975379
2023-07-12,5.425455128719223
2023-07-13,5.425455128719223
2023-07-14,4.340364102975379
2023-07-15,3.255273077231534
2023-07-16,3.255273077231534
2023-07-17,4.340364102975379
2023-07-18,4.340364102975379
2023-07-19,5.425455128719223
2023-07-20,4.340364102975379
2023-07-21,4.340364102975379
2023-07-22,2.1701820514876893
2023-07-23,2.1701820514876893
2023-07-24,3.255273077231534
2023-07-25,4.340364102975379
2023-07-26,4.340364102975379
2023-07-27,4.340364102975379
2023-07-28,4.340364102975379
2023-07-29,3.255273077231534
2023-07-30,2.1701820514876893
2023-07-31,4.340364102975379
2023-08-01,5.425455128719223
2023-08-02,4.340364102975379
2023-08-03,5.425455128719223
2023-08-04,7.5956371802069125
2023-08-05,3.255273077231534
2023-08-06,3.255273077231534
2023-08-07,6.510546154463068
2023-08-08,8.680728205950757
2023-08-09,9.765819231694602
2023-08-10,15.191274360413825
2023-08-11,20.61672948913305
2023-08-12,5.425455128719223
2023-08-13,4.340364102975379
2023-08-14,17.361456411901514
2023-08-15,23.872002566364582
2023-08-16,24.95709359210843
2023-08-17,33.637821798059186
2023-08-18,45.57382308124147
2023-08-19,7.5956371802069125
2023-08-20,5.425455128719223
2023-08-21,32.55273077231534
2023-08-22,42.31855000400994
2023-08-23,47.744005132729164
2023-08-24,54.25455128719223
2023-08-25,65.10546154463069
2023-08-26,10.850910257438446
2023-08-27,6.510546154463068
2023-08-28,41.2334589782661
2023-08-29,56.42473333867992
2023-08-30,56.42473333867992
2023-08-31,59.68000641591146
2023-09-01,75.95637180206913
2023-09-02,11.936001283182291
2023-09-03,7.5956371802069125
2023-09-04,8.680728205950757
2023-09-05,48.82909615847301
2023-09-06,62.935279493142986
2023-09-07,64.02037051888684
2023-09-08,91.14764616248294
2023-09-09,13.021092308926136
2023-09-10,9.765819231694602
2023-09-11,56.42473333867992
2023-09-12,69.44582564760606
2023-09-13,71.61600769909374
2023-09-14,72.70109872483759
2023-09-15,96.57310129120218
2023-09-16,15.191274360413825
2023-09-17,10.850910257438446
2023-09-18,60.7650974416553
2023-09-19,70.5309166733499
2023-09-20,68.3607346218622
2023-09-21,81.38182693078835
2023-09-22,103.08364744566524
2023-09-23,16.27636538615767
2023-09-24,11.936001283182291
2023-09-25,52.08436923570454
2023-09-26,72.70109872483759
2023-09-27,70.5309166733499
2023-09-28,79.21164487930066
2023-09-29,108.50910257438446
2023-09-30,16.27636538615767
2023-10-01,11.936001283182291
2023-10-02,54.25455128719223
2023-10-03,68.3607346218622
2023-10-04,68.3607346218622
2023-10-05,80.2967359050445
2023-10-06,100.91346539417755
2023-10-07,16.27636538615767
2023-10-08,10.850910257438446
2023-10-09,37.978185901034564
2023-10-10,58.594915390167614
2023-10-11,67.27564359611837
2023-10-12,75.95637180206913
2023-10-13,82.4669179565322
2023-10-14,15.191274360413825
2023-10-15,9.765819231694602
2023-10-16,53.169460261448386
2023-10-17,67.27564359611837
2023-10-18,66.19055257037452
2023-10-19,69.44582564760606
2023-10-20,86.80728205950757
2023-10-21,14.10618333466998
2023-10-22,10.850910257438446
2023-10-23,57.509824364423764
2023-10-24,67.27564359611837
2023-10-25,69.44582564760606
2023-10-26,80.2967359050445
2023-10-27,91.14764616248294
2023-10-28,15.191274360413825
2023-10-29,9.765819231694602
2023-10-30,59.68000641591146
2023-10-31,64.02037051888684
2023-11-01,65.10546154463069
2023-11-02,69.44582564760606
2023-11-03,93.31782821397064
2023-11-04,15.191274360413825
2023-11-05,10.850910257438446
2023-11-06,53.169460261448386
2023-11-07,57.509824364423764
2023-11-08,66.19055257037452
2023-11-09,74.87128077632528
2023-11-10,72.70109872483759
2023-11-11,14.10618333466998
2023-11-12,10.850910257438446
2023-11-13,54.25455128719223
2023-11-14,59.68000641591146
2023-11-15,67.27564359611837
2023-11-16,72.70109872483759
2023-11-17,100.91346539417755
2023-11-18,15.191274360413825
2023-11-19,9.765819231694602
2023-11-20,44.48873205549763
2023-11-21,58.594915390167614
2023-11-22,20.61672948913305
2023-11-23,9.765819231694602
2023-11-24,8.680728205950757
2023-11-25,7.5956371802069125
2023-11-26,6.510546154463068
2023-11-27,47.744005132729164
2023-11-28,61.85018846739914
2023-11-29,61.85018846739914
2023-11-30,69.44582564760606
2023-12-01,105.25382949715294
2023-12-02,15.191274360413825
2023-12-03,10.850910257438446
2023-12-04,54.25455128719223
2023-12-05,65.10546154463069
2023-12-06,71.61600769909374
2023-12-07,71.61600769909374
2023-12-08,90.0625551367391
2023-12-09,15.191274360413825
2023-12-10,9.765819231694602
2023-12-11,57.509824364423764
2023-12-12,68.3607346218622
2023-12-13,74.87128077632528
2023-12-14,90.0625551367391
2023-12-15,105.25382949715294
2023-12-16,14.10618333466998
2023-12-17,11.936001283182291
2023-12-18,67.27564359611837
2023-12-19,71.61600769909374
2023-12-20,81.38182693078835
2023-12-21,73.78618975058143
2023-12-22,50.623669777972445
2023-12-23,12.395078255612379
2023-12-24,9.557147880590016
2023-12-25,9.014602367718094
2023-12-26,6.176671992695731
2023-12-27,5.634126479823809
2023-12-28,5.049846696730969
2023-12-29,5.634126479823809
2023-12-30,4.507301183859047
2023-12-31,4.507301183859047
2024-01-01,5.049846696730969
2024-01-02,17.44492495234335
2024-01-03,30.38254872082765
2024-01-04,45.57382308124147
2024-01-05,71.44907061821007
2024-01-06,9.557147880590016
2024-01-07,6.760951775788571
2024-01-08,50.08112426510053
2024-01-09,63.01874803358483
2024-01-10,68.0685947303158
2024-01-11,74.82954650610436
2024-01-12,92.27447145844772
2024-01-13,14.064449064449065
2024-01-14,10.141427663682855
2024-01-15,10.683973176554778
2024-01-16,44.446997785276714
2024-01-17,66.39922392147912
2024-01-18,75.95637180206913
2024-01-19,83.25986909072961
2024-01-20,14.064449064449065
2024-01-21,10.51703609567111
2024-01-22,63.10221657402666
2024-01-23,71.28213353732642
2024-01-24,82.9677291991832
2024-01-25,82.9677291991832
2024-01-26,109.84459922145382
2024-01-27,16.359833926599507
2024-01-28,11.685595661856789
2024-01-29,60.7650974416553
2024-01-30,77.1249313682548
2024-01-31,75.95637180206913
2024-02-01,82.9677291991832
2024-02-02,101.66468225815406
2024-02-03,17.528393492785185
2024-02-04,11.685595661856789
2024-02-05,63.10221657402666
2024-02-06,72.4506931035121
2024-02-07,73.61925266969777
2024-02-08,86.47340789774024
2024-02-09,100.49612269196838
2024-02-10,16.359833926599507
2024-02-11,11.685595661856789
2024-02-12,60.7650974416553
2024-02-13,66.6078952725837
2024-02-14,68.94501440495506
2024-02-15,82.9677291991832
2024-02-16,91.14764616248296
2024-02-17,15.191274360413825
2024-02-18,11.685595661856789
2024-02-19,17.528393492785185
2024-02-20,57.259418743098266
2024-02-21,63.10221657402666
2024-02-22,72.4506931035121
2024-02-23,95.82188442722567
2024-02-24,15.191274360413825
2024-02-25,10.51703609567111
2024-02-26,58.427978309283944
2024-02-27,72.4506931035121
2024-02-28,77.1249313682548
2024-02-29,78.29349093444048
2024-03-01,107.50748008908246
2024-03-02,16.359833926599507
2024-03-03,10.51703609567111
2024-03-04,61.933657007840985
2024-03-05,71.28213353732642
2024-03-06,79.46205050062616
2024-03-07,81.79916963299752
2024-03-08,109.84459922145382
2024-03-09,17.528393492785185
2024-03-10,10.51703609567111
2024-03-11,51.416620912169876
2024-03-12,60.7650974416553
2024-03-13,60.7650974416553
2024-03-14,70.11357397114074
2024-03-15,72.4506931035121
2024-03-16,12.854155228042469
2024-03-17,10.51703609567111
2024-03-18,60.7650974416553
2024-03-19,68.94501440495506
2024-03-20,66.6078952725837
2024-03-21,75.95637180206913
2024-03-22,99.3275631257827
2024-03-23,14.022714794228147
2024-03-24,10.51703609567111
2024-03-25,51.416620912169876
2024-03-26,60.7650974416553
2024-03-27,63.10221657402666
2024-03-28,73.61925266969777
2024-03-29,33.88822741938469
2024-03-30,8.179916963299753
2024-03-31,7.0113573971140735
2024-04-01,30.38254872082765
2024-04-02,51.416620912169876
2024-04-03,56.09085917691259
2024-04-04,60.7650974416553
2024-04-05,85.30484833155457
2024-04-06,10.51703609567111
2024-04-07,8.179916963299753
2024-04-08,49.07950177979851
2024-04-09,67.77645483876938
2024-04-10,65.43933570639803
2024-04-11,79.46205050062616
2024-04-12,99.3275631257827
2024-04-13,11.685595661856789
2024-04-14,9.348476529485431
2024-04-15,56.09085917691259
2024-04-16,68.94501440495506
2024-04-17,71.28213353732642
2024-04-18,80.63061006681184
2024-04-19,99.3275631257827
2024-04-20,11.685595661856789
2024-04-21,10.51703609567111
2024-04-22,57.259418743098266
2024-04-23,70.11357397114074
2024-04-24,72.4506931035121
2024-04-25,79.46205050062616
2024-04-26,101.66468225815406
2024-04-27,12.854155228042469
2024-04-28,9.348476529485431
2024-04-29,66.6078952725837
2024-04-30,78.29349093444048
2024-05-01,77.1249313682548
2024-05-02,87.64196746392592
2024-05-03,107.50748008908246
2024-05-04,11.685595661856789
2024-05-05,9.348476529485431
2024-05-06,68.94501440495506
2024-05-07,78.29349093444048
2024-05-08,80.63061006681184
2024-05-09,95.82188442722567
2024-05-10,116.85595661856789
2024-05-11,12.854155228042469
2024-05-12,9.348476529485431
2024-05-13,79.46205050062616
2024-05-14,84.13628876536887
2024-05-15,91.14764616248296
2024-05-16,99.3275631257827
2024-05-17,106.33892052289679
2024-05-18,12.854155228042469
2024-05-19,10.51703609567111
2024-05-20,79.46205050062616
2024-05-21,86.47340789774024
2024-05-22,84.13628876536887
2024-05-23,84.13628876536887
2024-05-24,68.94501440495506
2024-05-25,11.685595661856789
2024-05-26,8.179916963299753
2024-05-27,8.179916963299753
2024-05-28,45.57382308124148
2024-05-29,51.416620912169876
2024-05-30,54.92229961072691
2024-05-31,52.585180478355554
2024-06-01,8.179916963299753
2024-06-02,8.179916963299753
2024-06-03,37.393906117941725
2024-06-04,39.73102525031308
2024-06-05,42.06814438268444
2024-06-06,44.4052635150558
2024-06-07,37.393906117941725
2024-06-08,8.179916963299753
2024-06-09,5.8427978309283946
2024-06-10,25.708310456084938
2024-06-11,31.55110828701333
2024-06-12,28.045429588456294
2024-06-13,25.708310456084938
2024-06-14,19.86551262515654
2024-06-15,4.674238264742716
2024-06-16,4.674238264742716
2024-06-17,15.191274360413825
2024-06-18,16.359833926599507
2024-06-19,7.0113573971140735
2024-06-20,16.359833926599507
2024-06-21,12.854155228042469
2024-06-22,4.674238264742716
2024-06-23,4.674238264742716
2024-06-24,10.51703609567111
2024-06-25,10.51703609567111
2024-06-26,10.51703609567111
2024-06-27,7.0113573971140735
2024-06-28,7.0113573971140735
2024-06-29,3.5056786985570367
2024-06-30,3.5056786985570367
2024-07-01,4.674238264742716
2024-07-02,5.8427978309283946
2024-07-03,5.8427978309283946
2024-07-04,3.5056786985570367
2024-07-05,3.5056786985570367
2024-07-06,3.5056786985570367
2024-07-07,3.5056786985570367
2024-07-08,4.674238264742716
2024-07-09,5.8427978309283946
2024-07-10,4.674238264742716
2024-07-11,4.674238264742716
2024-07-12,4.674238264742716
2024-07-13,3.5056786985570367
2024-07-14,3.5056786985570367
2024-07-15,4.674238264742716
2024-07-16,5.8427978309283946
2024-07-17,4.674238264742716
2024-07-18,5.8427978309283946
2024-07-19,4.674238264742716
2024-07-20,2.337119132371358
2024-07-21,3.5056786985570367
2024-07-22,4.674238264742716
2024-07-23,5.8427978309283946
2024-07-24,5.8427978309283946
2024-07-25,4.674238264742716
2024-07-26,3.5056786985570367
2024-07-27,2.337119132371358
2024-07-28,3.5056786985570367
2024-07-29,3.5056786985570367
2024-07-30,5.8427978309283946
2024-07-31,4.674238264742716
2024-08-01,5.8427978309283946
2024-08-02,7.0113573971140735
2024-08-03,3.5056786985570367
2024-08-04,3.5056786985570367
2024-08-05,5.8427978309283946
2024-08-06,7.0113573971140735
2024-08-07,9.348476529485431
2024-08-08,11.685595661856789
2024-08-09,15.191274360413825
2024-08-10,4.674238264742716
2024-08-11,4.674238264742716
2024-08-12,12.854155228042469
2024-08-13,22.2026317575279
2024-08-14,24.539750889899256
2024-08-15,33.88822741938469
2024-08-16,45.57382308124148
2024-08-17,8.179916963299753
2024-08-18,5.475088026375533
2024-08-19,30.513409025881842
2024-08-20,42.102007356360744
2024-08-21,45.77011353882276
2024-08-22,56.13600980848099
2024-08-23,76.28352256470461
2024-08-24,12.811300391299575
2024-08-25,7.920492148016881
2024-08-26,48.79979744355695
2024-08-27,61.026818051763684
2024-08-28,61.61109783485652
2024-08-29,70.17001226060124
2024-08-30,80.53590853025946
2024-08-31,12.811300391299575
2024-09-01,9.143194208837553
2024-09-02,7.920492148016881
2024-09-03,49.43821972128478
2024-09-04,60.38839577403584
2024-09-05,70.17001226060124
2024-09-06,103.12882540812443
2024-09-07,15.256704512940921
2024-09-08,9.781616486565387
2024-09-09,57.35871186930166
2024-09-10,70.75429204369408
2024-09-11,71.39271432142192
2024-09-12,82.98131265190081
2024-09-13,109.82661549532062
2024-09-14,15.840984296033762
2024-09-15,10.365896269658226
2024-09-16,54.91330774766031
2024-09-17,71.50329510551741
2024-09-18,68.94960599460607
2024-09-19,82.99489610461842
