Time,siobhan
2022-01-01,50.0
2022-01-02,59.0
2022-01-03,52.0
2022-01-04,52.0
2022-01-05,53.0
2022-01-06,48.0
2022-01-07,49.0
2022-01-08,66.0
2022-01-09,56.0
2022-01-10,48.0
2022-01-11,48.0
2022-01-12,59.0
2022-01-13,67.0
2022-01-14,52.0
2022-01-15,60.0
2022-01-16,59.0
2022-01-17,50.0
2022-01-18,38.0
2022-01-19,55.0
2022-01-20,36.0
2022-01-21,63.0
2022-01-22,63.0
2022-01-23,54.0
2022-01-24,57.0
2022-01-25,37.0
2022-01-26,42.0
2022-01-27,45.0
2022-01-28,50.0
2022-01-29,51.0
2022-01-30,63.0
2022-01-31,42.0
2022-02-01,43.0
2022-02-02,51.0
2022-02-03,43.0
2022-02-04,47.0
2022-02-05,36.0
2022-02-06,55.0
2022-02-07,46.0
2022-02-08,41.0
2022-02-09,37.0
2022-02-10,27.0
2022-02-11,40.0
2022-02-12,42.0
2022-02-13,46.0
2022-02-14,31.0
2022-02-15,57.0
2022-02-16,42.0
2022-02-17,46.0
2022-02-18,41.0
2022-02-19,42.0
2022-02-20,43.0
2022-02-21,45.0
2022-02-22,47.0
2022-02-23,40.0
2022-02-24,40.0
2022-02-25,40.0
2022-02-26,43.0
2022-02-27,57.0
2022-02-28,44.0
2022-03-01,33.0
2022-03-02,37.0
2022-03-03,41.0
2022-03-04,40.0
2022-03-05,36.0
2022-03-06,39.0
2022-03-07,38.0
2022-03-08,45.0
2022-03-09,37.0
2022-03-10,43.0
2022-03-11,32.0
2022-03-12,79.0
2022-03-13,44.0
2022-03-14,48.0
2022-03-15,42.0
2022-03-16,38.0
2022-03-17,69.0
2022-03-18,58.0
2022-03-19,48.0
2022-03-20,39.0
2022-03-21,41.0
2022-03-22,41.0
2022-03-23,46.0
2022-03-24,46.0
2022-03-25,36.0
2022-03-26,39.0
2022-03-27,41.0
2022-03-28,47.0
2022-03-29,41.0
2022-03-30,38.0
2022-03-31,35.0
2022-04-01,35.0
2022-04-02,35.0
2022-04-03,31.0
2022-04-04,34.0
2022-04-05,41.0
2022-04-06,44.0
2022-04-07,43.0
2022-04-08,37.0
2022-04-09,37.0
2022-04-10,45.0
2022-04-11,35.0
2022-04-12,45.0
2022-04-13,34.0
2022-04-14,34.0
2022-04-15,35.0
2022-04-16,42.0
2022-04-17,45.0
2022-04-18,49.0
2022-04-19,38.0
2022-04-20,40.0
2022-04-21,48.0
2022-04-22,42.0
2022-04-23,33.0
2022-04-24,48.0
2022-04-25,37.0
2022-04-26,43.0
2022-04-27,46.0
2022-04-28,41.0
2022-04-29,36.0
2022-04-30,39.0
2022-05-01,54.0
2022-05-02,37.0
2022-05-03,39.0
2022-05-04,36.0
2022-05-05,43.0
2022-05-06,38.0
2022-05-07,41.0
2022-05-08,36.0
2022-05-09,39.0
2022-05-10,45.0
2022-05-11,36.0
2022-05-12,31.0
2022-05-13,34.0
2022-05-14,32.0
2022-05-15,38.0
2022-05-16,51.0
2022-05-17,43.0
2022-05-18,40.0
2022-05-19,42.0
2022-05-20,42.0
2022-05-21,37.0
2022-05-22,48.0
2022-05-23,45.0
2022-05-24,43.0
2022-05-25,39.0
2022-05-26,33.0
2022-05-27,30.0
2022-05-28,31.0
2022-05-29,40.0
2022-05-30,35.0
2022-05-31,46.0
2022-06-01,39.0
2022-06-02,33.0
2022-06-03,37.0
2022-06-04,34.0
2022-06-05,49.0
2022-06-06,38.0
2022-06-07,38.0
2022-06-08,36.0
2022-06-09,59.0
2022-06-10,80.0
2022-06-11,100.0
2022-06-12,99.0
2022-06-13,77.0
2022-06-14,93.0
2022-06-15,78.0
2022-06-16,74.0
2022-06-17,58.0
2022-06-18,70.0
2022-06-19,68.0
2022-06-20,80.0
2022-06-21,72.0
2022-06-22,66.0
2022-06-23,64.0
2022-06-24,50.0
2022-06-25,47.0
2022-06-26,52.0
2022-06-27,54.0
2022-06-28,51.0
2022-06-29,52.0
2022-06-30,57.0
2022-07-01,44.0
2022-07-02,38.0
2022-07-03,50.0
2022-07-04,54.0
2022-07-05,43.0
2022-07-06,52.0
2022-07-07,62.0
2022-07-08,51.0
2022-07-09,53.0
2022-07-10,51.0
2022-07-11,53.0
2022-07-12,47.0
2022-07-13,49.0
2022-07-14,48.0
2022-07-15,47.0
2022-07-16,44.0
2022-07-17,51.0
2022-07-18,56.0
2022-07-19,52.0
2022-07-20,60.0
2022-07-21,47.0
2022-07-22,41.0
2022-07-23,39.0
2022-07-24,46.0
2022-07-25,52.0
2022-07-26,45.0
2022-07-27,44.0
2022-07-28,51.0
2022-07-29,39.0
2022-07-30,41.0
2022-07-31,54.0
2022-08-01,44.0
2022-08-02,57.0
2022-08-03,51.0
2022-08-04,39.0
2022-08-05,40.0
2022-08-06,35.0
2022-08-07,54.0
2022-08-08,38.0
2022-08-09,48.0
2022-08-10,39.0
2022-08-11,40.0
2022-08-12,37.0
2022-08-13,43.0
2022-08-14,42.0
2022-08-15,39.0
2022-08-16,39.0
2022-08-17,43.0
2022-08-18,45.0
2022-08-19,40.0
2022-08-20,38.0
2022-08-21,32.0
2022-08-22,39.0
2022-08-23,46.0
2022-08-24,36.0
2022-08-25,44.0
2022-08-26,37.0
2022-08-27,28.0
2022-08-28,40.0
2022-08-29,43.94847423711856
2022-08-30,47.97448724362181
2022-08-31,36.234117058529264
2022-09-01,31.870435217608808
2022-09-02,32.208104052026016
2022-09-03,24.99374687343672
2022-09-04,42.773136568284144
2022-09-05,33.88344172086043
2022-09-06,41.935467733866936
2022-09-07,49.149824912456225
2022-09-08,35.896448224112056
2022-09-09,31.870435217608808
2022-09-10,35.05877938969485
2022-09-11,45.12381190595298
2022-09-12,36.734117058529264
2022-09-13,33.88344172086043
2022-09-14,43.11080540270135
2022-09-15,37.07178589294648
2022-09-16,34.22111055527764
2022-09-17,39.0847923961981
2022-09-18,32.708104052026016
2022-09-19,34.72111055527764
2022-09-20,32.208104052026016
2022-09-21,39.0847923961981
2022-09-22,39.5847923961981
2022-09-23,29.01975987993997
2022-09-24,27.006753376688344
2022-09-25,36.234117058529264
2022-09-26,33.045772886443224
2022-09-27,43.94847423711856
2022-09-28,31.065532766383193
2022-09-29,28.364182091045524
2022-09-30,24.98749374687344
2022-10-01,21.610805402701352
2022-10-02,42.54627313656829
2022-10-03,31.740870435217612
2022-10-04,32.41620810405203
2022-10-05,39.1695847923962
2022-10-06,33.09154577288645
2022-10-07,38.494247123561784
2022-10-08,37.81890945472737
2022-10-09,34.44222111055528
2022-10-10,24.98749374687344
2022-10-11,35.79289644822411
2022-10-12,41.195597798899456
2022-10-13,37.14357178589295
2022-10-14,37.81890945472737
2022-10-15,37.81890945472737
2022-10-16,40.52026013006503
2022-10-17,40.52026013006503
2022-10-18,45.24762381190595
2022-10-19,35.79289644822411
2022-10-20,27.68884442221111
2022-10-21,33.766883441720864
2022-10-22,41.87093546773387
2022-10-23,33.766883441720864
2022-10-24,39.1695847923962
2022-10-25,38.494247123561784
2022-10-26,36.46823411705853
2022-10-27,33.766883441720864
2022-10-28,37.81890945472737
2022-10-29,35.1175587793897
2022-10-30,43.89694847423712
2022-10-31,48.62431215607804
2022-11-01,37.14357178589295
2022-11-02,44.57228614307154
2022-11-03,38.494247123561784
2022-11-04,43.89694847423712
2022-11-05,35.1175587793897
2022-11-06,49.97498749374688
2022-11-07,43.89694847423712
2022-11-08,42.54627313656829
2022-11-09,42.54627313656829
2022-11-10,44.57228614307154
2022-11-11,36.46823411705853
2022-11-12,43.89694847423712
2022-11-13,49.29964982491246
2022-11-14,39.1695847923962
2022-11-15,43.221610805402705
2022-11-16,39.1695847923962
2022-11-17,39.84492246123062
2022-11-18,35.79289644822411
2022-11-19,24.98749374687344
2022-11-20,37.81890945472737
2022-11-21,26.338169084542272
2022-11-22,30.390195097548776
2022-11-23,27.68884442221111
2022-11-24,36.46823411705853
2022-11-25,25.662831415707856
2022-11-26,24.98749374687344
2022-11-27,39.1695847923962
2022-11-28,37.81890945472737
2022-11-29,34.44222111055528
2022-11-30,42.54627313656829
2022-12-01,39.1695847923962
2022-12-02,37.14357178589295
2022-12-03,35.1175587793897
2022-12-04,27.68884442221111
2022-12-05,35.79289644822411
2022-12-06,42.54627313656829
2022-12-07,38.494247123561784
2022-12-08,34.44222111055528
2022-12-09,33.09154577288645
2022-12-10,38.494247123561784
2022-12-11,36.46823411705853
2022-12-12,33.766883441720864
2022-12-13,44.57228614307154
2022-12-14,37.81890945472737
2022-12-15,31.740870435217612
2022-12-16,38.494247123561784
2022-12-17,33.09154577288645
2022-12-18,37.81890945472737
2022-12-19,36.46823411705853
2022-12-20,49.97498749374688
2022-12-21,33.09154577288645
2022-12-22,35.79289644822411
2022-12-23,35.79289644822411
2022-12-24,42.54627313656829
2022-12-25,31.740870435217612
2022-12-26,37.81890945472737
2022-12-27,34.44222111055528
2022-12-28,43.89694847423712
2022-12-29,41.195597798899456
2022-12-30,45.24762381190595
2022-12-31,40.52026013006503
2023-01-01,30.390195097548776
2023-01-02,31.065532766383193
2023-01-03,36.46823411705853
2023-01-04,38.494247123561784
2023-01-05,35.1175587793897
2023-01-06,35.1175587793897
2023-01-07,44.57228614307154
2023-01-08,41.87093546773387
2023-01-09,33.766883441720864
2023-01-10,44.57228614307154
2023-01-11,38.494247123561784
2023-01-12,42.54627313656829
2023-01-13,56.72836418209105
2023-01-14,37.14357178589295
2023-01-15,35.79289644822411
2023-01-16,31.740870435217612
2023-01-17,41.195597798899456
2023-01-18,41.195597798899456
2023-01-19,41.195597798899456
2023-01-20,44.57228614307154
2023-01-21,39.84492246123062
2023-01-22,49.29964982491246
2023-01-23,40.52026013006503
2023-01-24,43.221610805402705
2023-01-25,46.59829914957479
2023-01-26,41.87093546773387
2023-01-27,44.57228614307154
2023-01-28,33.766883441720864
2023-01-29,31.740870435217612
2023-01-30,35.79289644822411
2023-01-31,26.338169084542272
2023-02-01,37.81890945472737
2023-02-02,52.00100050025013
2023-02-03,46.59829914957479
2023-02-04,45.24762381190595
2023-02-05,32.41620810405203
2023-02-06,43.89694847423712
2023-02-07,37.81890945472737
2023-02-08,45.922961480740376
2023-02-09,40.52026013006503
2023-02-10,39.84492246123062
2023-02-11,32.41620810405203
2023-02-12,31.065532766383193
2023-02-13,34.44222111055528
2023-02-14,34.44222111055528
2023-02-15,43.221610805402705
2023-02-16,46.59829914957479
2023-02-17,46.59829914957479
2023-02-18,50.6503251625813
2023-02-19,45.24762381190595
2023-02-20,41.87093546773387
2023-02-21,28.364182091045524
2023-02-22,41.195597798899456
2023-02-23,32.41620810405203
2023-02-24,39.1695847923962
2023-02-25,41.195597798899456
2023-02-26,49.97498749374688
2023-02-27,41.87093546773387
2023-02-28,39.84492246123062
2023-03-01,36.46823411705853
2023-03-02,40.52026013006503
2023-03-03,37.14357178589295
2023-03-04,32.41620810405203
2023-03-05,44.57228614307154
2023-03-06,45.922961480740376
2023-03-07,49.29964982491246
2023-03-08,37.14357178589295
2023-03-09,42.54627313656829
2023-03-10,40.52026013006503
2023-03-11,43.221610805402705
2023-03-12,45.24762381190595
2023-03-13,41.87093546773387
2023-03-14,51.32566283141571
2023-03-15,50.6503251625813
2023-03-16,40.52026013006503
2023-03-17,45.24762381190595
2023-03-18,54.7023511755878
2023-03-19,48.62431215607804
2023-03-20,47.948974487243625
2023-03-21,51.32566283141571
2023-03-22,47.948974487243625
2023-03-23,39.1695847923962
2023-03-24,45.24762381190595
2023-03-25,42.54627313656829
2023-03-26,48.62431215607804
2023-03-27,58.754377188594304
2023-03-28,50.6503251625813
2023-03-29,64.15707853926963
2023-03-30,63.481740870435225
2023-03-31,47.27363681840921
2023-04-01,54.7023511755878
2023-04-02,41.87093546773387
2023-04-03,53.35167583791896
2023-04-04,48.62431215607804
2023-04-05,43.221610805402705
2023-04-06,45.922961480740376
2023-04-07,48.62431215607804
2023-04-08,41.195597798899456
2023-04-09,40.52026013006503
2023-04-10,54.7023511755878
2023-04-11,46.59829914957479
2023-04-12,47.27363681840921
2023-04-13,39.84492246123062
2023-04-14,45.922961480740376
2023-04-15,39.84492246123062
2023-04-16,49.97498749374688
2023-04-17,67.53376688344173
2023-04-18,49.29964982491246
2023-04-19,41.87093546773387
2023-04-20,48.62431215607804
2023-04-21,39.84492246123062
2023-04-22,43.221610805402705
2023-04-23,49.97498749374688
2023-04-24,64.83241620810406
2023-04-25,45.922961480740376
2023-04-26,45.28134037212347
2023-04-27,55.20155755970386
2023-04-28,45.28134037212347
2023-04-29,48.25041060023305
2023-04-30,53.04168477681464
2023-05-01,58.508296622230645
2023-05-02,54.86388872528664
2023-05-03,39.34319991590431
2023-05-04,41.63693247517948
2023-05-05,47.103544320595475
2023-05-06,43.45913642365147
2023-05-07,37.520995967432306
2023-05-08,47.103544320595475
2023-05-09,48.58807943465027
2023-05-10,43.45913642365147
2023-05-11,35.698792018960305
2023-05-12,38.66786224706989
2023-05-13,48.25041060023305
2023-05-14,40.152397361124684
2023-05-15,55.20155755970386
2023-05-16,53.71702244564906
2023-05-17,48.58807943465027
2023-05-18,52.23248733159427
2023-05-19,35.361123184543096
2023-05-20,50.41028338312227
2023-05-21,40.152397361124684
2023-05-22,46.76587548617827
2023-05-23,49.734945714287846
2023-05-24,40.8277350299591
2023-05-25,51.894818497177056
2023-05-26,42.07826715145949
2023-05-27,46.93345182278174
2023-05-28,46.93345182278174
2023-05-29,71.20937517939299
2023-05-30,66.35419050807074
2023-05-31,66.35419050807074
2023-06-01,55.02542627498549
2023-06-02,45.315056932340994
2023-06-03,40.459872261018745
2023-06-04,42.07826715145949
2023-06-05,48.55184671322249
2023-06-06,48.55184671322249
2023-06-07,32.367897808814995
2023-06-08,40.459872261018745
2023-06-09,45.315056932340994
2023-06-10,38.84147737057799
2023-06-11,50.17024160366324
2023-06-12,48.55184671322249
2023-06-13,35.604687589696496
2023-06-14,45.315056932340994
2023-06-15,30.749502918374244
2023-06-16,42.07826715145949
2023-06-17,42.07826715145949
2023-06-18,45.315056932340994
2023-06-19,45.315056932340994
2023-06-20,45.315056932340994
2023-06-21,43.69666204190024
2023-06-22,42.07826715145949
2023-06-23,46.93345182278174
2023-06-24,46.93345182278174
2023-06-25,45.315056932340994
2023-06-26,40.459872261018745
2023-06-27,48.55184671322249
2023-06-28,40.459872261018745
2023-06-29,43.69666204190024
2023-06-30,37.22308248013724
2023-07-01,43.69666204190024
2023-07-02,38.84147737057799
2023-07-03,43.69666204190024
2023-07-04,45.315056932340994
2023-07-05,40.459872261018745
2023-07-06,42.07826715145949
2023-07-07,42.07826715145949
2023-07-08,45.315056932340994
2023-07-09,37.22308248013724
2023-07-10,43.69666204190024
2023-07-11,42.07826715145949
2023-07-12,35.604687589696496
2023-07-13,51.78863649410399
2023-07-14,161.83948904407498
2023-07-15,69.59098028895224
2023-07-16,55.02542627498549
2023-07-17,45.315056932340994
2023-07-18,43.69666204190024
2023-07-19,32.367897808814995
2023-07-20,38.84147737057799
2023-07-21,30.749502918374244
2023-07-22,37.22308248013724
2023-07-23,37.22308248013724
2023-07-24,45.315056932340994
2023-07-25,48.55184671322249
2023-07-26,48.55184671322249
2023-07-27,42.07826715145949
2023-07-28,45.315056932340994
2023-07-29,37.22308248013724
2023-07-30,46.93345182278174
2023-07-31,33.98629269925574
2023-08-01,42.07826715145949
2023-08-02,45.315056932340994
2023-08-03,42.07826715145949
2023-08-04,43.69666204190024
2023-08-05,40.459872261018745
2023-08-06,37.22308248013724
2023-08-07,42.07826715145949
2023-08-08,37.22308248013724
2023-08-09,40.459872261018745
2023-08-10,35.604687589696496
2023-08-11,33.98629269925574
2023-08-12,33.98629269925574
2023-08-13,46.93345182278174
2023-08-14,42.07826715145949
2023-08-15,38.84147737057799
2023-08-16,45.315056932340994
2023-08-17,40.459872261018745
2023-08-18,63.117400727189235
2023-08-19,40.459872261018745
2023-08-20,40.459872261018745
2023-08-21,42.07826715145949
2023-08-22,37.22308248013724
2023-08-23,37.22308248013724
2023-08-24,33.98629269925574
2023-08-25,35.604687589696496
2023-08-26,37.22308248013724
2023-08-27,42.07826715145949
2023-08-28,45.315056932340994
2023-08-29,37.22308248013724
2023-08-30,42.07826715145949
2023-08-31,38.84147737057799
2023-09-01,29.131108027933493
2023-09-02,22.657528466170497
2023-09-03,46.93345182278174
2023-09-04,37.22308248013724
2023-09-05,42.07826715145949
2023-09-06,42.07826715145949
2023-09-07,43.69666204190024
2023-09-08,38.84147737057799
2023-09-09,40.459872261018745
2023-09-10,43.69666204190024
2023-09-11,35.604687589696496
2023-09-12,40.459872261018745
2023-09-13,51.78863649410399
2023-09-14,37.22308248013724
2023-09-15,35.604687589696496
2023-09-16,35.604687589696496
2023-09-17,38.84147737057799
2023-09-18,33.98629269925574
2023-09-19,38.84147737057799
2023-09-20,64.73579561762999
2023-09-21,58.262216055866986
2023-09-22,50.17024160366324
2023-09-23,43.69666204190024
2023-09-24,35.604687589696496
2023-09-25,38.84147737057799
2023-09-26,51.78863649410399
2023-09-27,33.98629269925574
2023-09-28,45.315056932340994
2023-09-29,45.315056932340994
2023-09-30,29.131108027933493
2023-10-01,35.604687589696496
2023-10-02,35.604687589696496
2023-10-03,46.93345182278174
2023-10-04,58.262216055866986
2023-10-05,74.44616496027449
2023-10-06,53.40703138454474
2023-10-07,43.69666204190024
2023-10-08,51.78863649410399
2023-10-09,33.98629269925574
2023-10-10,43.69666204190024
2023-10-11,37.22308248013724
2023-10-12,42.07826715145949
2023-10-13,35.604687589696496
2023-10-14,35.604687589696496
2023-10-15,45.315056932340994
2023-10-16,43.69666204190024
2023-10-17,40.459872261018745
2023-10-18,45.315056932340994
2023-10-19,48.55184671322249
2023-10-20,43.69666204190024
2023-10-21,40.459872261018745
2023-10-22,38.84147737057799
2023-10-23,38.84147737057799
2023-10-24,37.22308248013724
2023-10-25,40.459872261018745
2023-10-26,43.69666204190024
2023-10-27,35.604687589696496
2023-10-28,35.604687589696496
2023-10-29,32.367897808814995
2023-10-30,37.22308248013724
2023-10-31,30.749502918374244
2023-11-01,35.604687589696496
2023-11-02,42.07826715145949
2023-11-03,48.55184671322249
2023-11-04,30.749502918374244
2023-11-05,33.98629269925574
2023-11-06,45.315056932340994
2023-11-07,51.78863649410399
2023-11-08,95.48529853600424
2023-11-09,40.459872261018745
2023-11-10,40.459872261018745
2023-11-11,38.84147737057799
