Time,siobhan
2023-11-12,38.78367755306225
2023-11-13,33.935717858929465
2023-11-14,42.0156506824841
2023-11-15,33.935717858929465
2023-11-16,35.55170442364039
2023-11-17,32.319731294218535
2023-11-18,30.70374472950761
2023-11-19,32.319731294218535
2023-11-20,35.55170442364039
2023-11-21,37.16769098835132
2023-11-22,30.70374472950761
2023-11-23,29.087758164796682
2023-11-24,27.471771600085756
2023-11-25,37.16769098835132
2023-11-26,45.24762381190595
2023-11-27,46.863610376616876
2023-11-28,29.087758164796682
2023-11-29,37.16769098835132
2023-11-30,45.24762381190595
2023-12-01,53.32755663546059
2023-12-02,46.863610376616876
2023-12-03,38.78367755306225
2023-12-04,35.55170442364039
2023-12-05,33.935717858929465
2023-12-06,42.0156506824841
2023-12-07,32.319731294218535
2023-12-08,42.0156506824841
2023-12-09,38.78367755306225
2023-12-10,40.39966411777317
2023-12-11,33.935717858929465
2023-12-12,37.16769098835132
2023-12-13,38.78367755306225
2023-12-14,24.239798470663903
2023-12-15,32.319731294218535
2023-12-16,33.935717858929465
2023-12-17,35.55170442364039
2023-12-18,32.319731294218535
2023-12-19,45.24762381190595
2023-12-20,50.09558350603873
2023-12-21,33.935717858929465
2023-12-22,33.935717858929465
2023-12-23,36.90913313799757
2023-12-24,37.58784749517616
2023-12-25,32.44901021939541
2023-12-26,36.1011398556421
2023-12-27,39.88254841706568
2023-12-28,33.935717858929465
2023-12-29,40.56126277424426
2023-12-30,43.53467805331237
2023-12-31,29.475594940327305
2024-01-01,42.047970413778316
2024-01-02,33.935717858929465
2024-01-03,37.58784749517616
2024-01-04,36.90913313799757
2024-01-05,33.935717858929465
2024-01-06,47.99480097191453
2024-01-07,46.508093332380476
2024-01-08,42.047970413778316
2024-01-09,43.53467805331237
2024-01-10,48.67351532909312
2024-01-11,48.67351532909312
2024-01-12,38.395840777531625
2024-01-13,47.18680768955906
2024-01-14,38.395840777531625
2024-01-15,39.07455513471021
2024-01-16,42.047970413778316
2024-01-17,45.02138569284642
2024-01-18,50.16022296862717
2024-01-19,37.58784749517616
2024-01-20,46.508093332380476
2024-01-21,48.86743371685843
2024-01-22,48.86743371685843
2024-01-23,44.79514757378689
2024-01-24,40.722861430715355
2024-01-25,40.722861430715355
2024-01-26,42.08029014507254
2024-01-27,33.935717858929465
2024-01-28,47.51000500250125
2024-01-29,43.437718859429715
2024-01-30,32.57828914457229
2024-01-31,40.722861430715355
2024-02-01,38.008004002001
2024-02-02,39.36543271635818
2024-02-03,39.36543271635818
2024-02-04,51.58229114557279
2024-02-05,44.79514757378689
2024-02-06,40.722861430715355
2024-02-07,39.36543271635818
2024-02-08,48.86743371685843
2024-02-09,43.437718859429715
2024-02-10,38.008004002001
2024-02-11,39.36543271635818
2024-02-12,42.08029014507254
2024-02-13,36.650575287643825
2024-02-14,46.152576288144076
2024-02-15,40.722861430715355
2024-02-16,35.29314657328664
2024-02-17,43.437718859429715
2024-02-18,39.36543271635818
2024-02-19,42.08029014507254
2024-02-20,40.722861430715355
2024-02-21,35.29314657328664
2024-02-22,38.008004002001
2024-02-23,36.650575287643825
2024-02-24,43.437718859429715
2024-02-25,36.650575287643825
2024-02-26,44.79514757378689
2024-02-27,46.152576288144076
2024-02-28,33.935717858929465
2024-02-29,35.29314657328664
2024-03-01,36.650575287643825
2024-03-02,35.29314657328664
2024-03-03,36.650575287643825
2024-03-04,38.008004002001
2024-03-05,39.36543271635818
2024-03-06,42.08029014507254
2024-03-07,42.08029014507254
2024-03-08,43.437718859429715
2024-03-09,35.29314657328664
2024-03-10,42.08029014507254
2024-03-11,36.650575287643825
2024-03-12,36.650575287643825
2024-03-13,36.650575287643825
2024-03-14,38.008004002001
2024-03-15,29.863431715857928
2024-03-16,36.650575287643825
2024-03-17,50.224862431215605
2024-03-18,51.58229114557279
2024-03-19,33.935717858929465
2024-03-20,40.722861430715355
2024-03-21,39.36543271635818
2024-03-22,40.722861430715355
2024-03-23,32.57828914457229
2024-03-24,42.08029014507254
2024-03-25,39.36543271635818
2024-03-26,35.29314657328664
2024-03-27,48.86743371685843
2024-03-28,61.08429214607304
2024-03-29,58.36943471735868
2024-03-30,69.22886443221611
2024-03-31,67.87143571785893
2024-04-01,46.152576288144076
2024-04-02,57.0120060030015
2024-04-03,59.726863431715856
2024-04-04,55.654577288644326
2024-04-05,51.58229114557279
2024-04-06,54.29714857428714
2024-04-07,43.437718859429715
2024-04-08,51.58229114557279
2024-04-09,39.36543271635818
2024-04-10,46.152576288144076
2024-04-11,44.79514757378689
2024-04-12,47.51000500250125
2024-04-13,50.224862431215605
2024-04-14,48.86743371685843
2024-04-15,52.939719859929966
2024-04-16,31.220860430215108
2024-04-17,42.08029014507254
2024-04-18,43.437718859429715
2024-04-19,44.79514757378689
2024-04-20,40.722861430715355
2024-04-21,43.437718859429715
2024-04-22,46.152576288144076
2024-04-23,48.86743371685843
2024-04-24,50.224862431215605
2024-04-25,46.152576288144076
2024-04-26,50.224862431215605
2024-04-27,48.86743371685843
2024-04-28,40.722861430715355
2024-04-29,43.437718859429715
2024-04-30,44.79514757378689
2024-05-01,29.863431715857928
2024-05-02,42.08029014507254
2024-05-03,43.437718859429715
2024-05-04,40.722861430715355
2024-05-05,35.29314657328664
2024-05-06,65.15657828914458
2024-05-07,48.86743371685843
2024-05-08,36.650575287643825
2024-05-09,46.152576288144076
2024-05-10,50.224862431215605
2024-05-11,47.51000500250125
2024-05-12,58.36943471735868
2024-05-13,62.441720860430216
2024-05-14,52.939719859929966
2024-05-15,39.36543271635818
2024-05-16,48.86743371685843
2024-05-17,46.152576288144076
2024-05-18,38.008004002001
2024-05-19,57.0120060030015
2024-05-20,47.51000500250125
2024-05-21,35.29314657328664
2024-05-22,32.57828914457229
2024-05-23,47.51000500250125
2024-05-24,47.51000500250125
2024-05-25,51.58229114557279
2024-05-26,40.722861430715355
2024-05-27,47.51000500250125
2024-05-28,43.437718859429715
2024-05-29,42.08029014507254
2024-05-30,36.650575287643825
2024-05-31,39.36543271635818
2024-06-01,35.29314657328664
2024-06-02,35.29314657328664
2024-06-03,38.008004002001
2024-06-04,42.08029014507254
2024-06-05,63.79914957478739
2024-06-06,46.152576288144076
2024-06-07,40.722861430715355
2024-06-08,38.008004002001
2024-06-09,47.51000500250125
2024-06-10,28.50600300150075
2024-06-11,38.008004002001
2024-06-12,46.152576288144076
2024-06-13,40.722861430715355
2024-06-14,44.79514757378689
2024-06-15,39.36543271635818
2024-06-16,44.79514757378689
2024-06-17,46.152576288144076
2024-06-18,33.935717858929465
2024-06-19,42.08029014507254
2024-06-20,43.437718859429715
2024-06-21,38.008004002001
2024-06-22,42.08029014507254
2024-06-23,42.08029014507254
2024-06-24,43.437718859429715
2024-06-25,44.79514757378689
2024-06-26,36.650575287643825
2024-06-27,42.08029014507254
2024-06-28,33.935717858929465
2024-06-29,38.008004002001
2024-06-30,24.433716858429214
2024-07-01,43.437718859429715
2024-07-02,66.51400700350175
2024-07-03,52.939719859929966
2024-07-04,40.722861430715355
2024-07-05,42.08029014507254
2024-07-06,47.51000500250125
2024-07-07,35.29314657328664
2024-07-08,57.0120060030015
2024-07-09,38.008004002001
2024-07-10,44.79514757378689
2024-07-11,42.08029014507254
2024-07-12,50.224862431215605
2024-07-13,38.008004002001
2024-07-14,31.220860430215108
2024-07-15,28.50600300150075
2024-07-16,35.29314657328664
2024-07-17,33.935717858929465
2024-07-18,42.08029014507254
2024-07-19,38.008004002001
2024-07-20,40.722861430715355
2024-07-21,33.935717858929465
2024-07-22,39.36543271635818
2024-07-23,48.86743371685843
2024-07-24,40.722861430715355
2024-07-25,47.51000500250125
2024-07-26,38.008004002001
2024-07-27,42.08029014507254
2024-07-28,80.08829414707354
2024-07-29,103.16458229114558
2024-07-30,135.74287143571786
2024-07-31,124.88344172086043
2024-08-01,109.95172586293147
2024-08-02,58.36943471735868
2024-08-03,31.220860430215108
2024-08-04,51.58229114557279
2024-08-05,50.224862431215605
2024-08-06,35.29314657328664
2024-08-07,29.863431715857928
2024-08-08,40.722861430715355
2024-08-09,36.650575287643825
2024-08-10,27.14857428714357
2024-08-11,42.08029014507254
2024-08-12,36.650575287643825
2024-08-13,35.29314657328664
2024-08-14,29.863431715857928
2024-08-15,38.008004002001
2024-08-16,36.650575287643825
2024-08-17,25.791145572786395
2024-08-18,39.365432716358185
2024-08-19,37.32928964482241
2024-08-20,37.32928964482241
2024-08-21,34.61443221610806
2024-08-22,43.437718859429715
2024-08-23,35.97186093046523
2024-08-24,35.29314657328665
2024-08-25,36.650575287643825
2024-08-26,38.686718359179594
2024-08-27,38.008004002001
2024-08-28,35.97186093046523
2024-08-29,35.29314657328665
2024-08-30,37.32928964482241
2024-08-31,40.722861430715355
2024-09-01,35.97186093046523
2024-09-02,35.97186093046523
2024-09-03,35.29314657328665
2024-09-04,38.686718359179594
2024-09-05,36.650575287643825
2024-09-06,38.008004002001
2024-09-07,36.650575287643825
2024-09-08,36.650575287643825
2024-09-09,36.650575287643825
2024-09-10,34.61443221610806
2024-09-11,12.216858429214607
2024-09-12,37.32928964482241
2024-09-13,12.216858429214607
2024-09-14,39.365432716358185
2024-09-15,12.895572786393197
2024-09-16,35.97186093046523
2024-09-17,36.650575287643825
2024-09-18,36.650575287643825
2024-09-19,36.650575287643825
2024-09-20,36.650575287643825
2024-09-21,36.650575287643825
2024-09-22,36.650575287643825
2024-09-23,36.650575287643825
