Time,you tube
2025-12-11,64
2025-12-12,64
2025-12-13,61
2025-12-14,60
2025-12-15,61
2025-12-16,65
2025-12-17,65
2025-12-18,68
2025-12-19,69
2025-12-20,60
2025-12-21,59
2025-12-22,66
2025-12-23,63
2025-12-24,65
2025-12-25,59
2025-12-26,58
2025-12-27,63
2025-12-28,60
2025-12-29,63
2025-12-30,62
2025-12-31,58
2026-01-01,60
2026-01-02,59
2026-01-03,61
2026-01-04,60
2026-01-05,62
2026-01-06,66
2026-01-07,68
2026-01-08,65
2026-01-09,62
2026-01-10,59
2026-01-11,59
2026-01-12,66
2026-01-13,69
2026-01-14,62
2026-01-15,65
2026-01-16,61
2026-01-17,58
2026-01-18,65
2026-01-19,64
2026-01-20,67
2026-01-21,67
2026-01-22,65
2026-01-23,64
2026-01-24,64
2026-01-25,64
2026-01-26,64
2026-01-27,69
2026-01-28,66
2026-01-29,64
2026-01-30,66
2026-01-31,62
2026-02-01,65
2026-02-02,68
2026-02-03,68
2026-02-04,74
2026-02-05,67
2026-02-06,63
2026-02-07,64
2026-02-08,72
2026-02-09,90
2026-02-10,66
2026-02-11,74
2026-02-12,68
2026-02-13,65
2026-02-14,60
2026-02-15,61
2026-02-16,62
2026-02-17,67
2026-02-18,100
2026-02-19,69
2026-02-20,66
2026-02-21,67
2026-02-22,63
2026-02-23,62
2026-02-24,67
2026-02-25,61
2026-02-26,65
2026-02-27,68
2026-02-28,61
2026-03-01,63
2026-03-02,67
2026-03-03,68
2026-03-04,71
2026-03-05,67
2026-03-06,69
2026-03-07,64
2026-03-08,64
2026-03-09,64
2026-03-10,63
2026-03-11,65
2026-03-12,72
2026-03-13,66
2026-03-14,61
2026-03-15,65
2026-03-16,68
2026-03-17,62
2026-03-18,66
2026-03-19,59
2026-03-20,66
2026-03-21,63
2026-03-22,62
2026-03-23,62
2026-03-24,66
2026-03-25,66
2026-03-26,67
2026-03-27,64
2026-03-28,60
2026-03-29,63
2026-03-30,62
2026-03-31,62
2026-04-01,62
2026-04-02,64
2026-04-03,63
2026-04-04,59
2026-04-05,59
2026-04-06,66
2026-04-07,67
2026-04-08,65
2026-04-09,62
2026-04-10,63
2026-04-11,61
2026-04-12,59
2026-04-13,60
2026-04-14,62
2026-04-15,62
2026-04-16,67
2026-04-17,65
2026-04-18,62
2026-04-19,62
2026-04-20,68
2026-04-21,67
2026-04-22,71
2026-04-23,73
2026-04-24,66
2026-04-25,58
2026-04-26,65
2026-04-27,67
2026-04-28,73
2026-04-29,66
2026-04-30,68
2026-05-01,67
2026-05-02,63
2026-05-03,63
2026-05-04,69
2026-05-05,61
2026-05-06,65
2026-05-07,69
2026-05-08,61
2026-05-09,64
2026-05-10,57
2026-05-11,62
2026-05-12,66
2026-05-13,63
2026-05-14,66
2026-05-15,74
2026-05-16,63
2026-05-17,61
2026-05-18,62
2026-05-19,66
2026-05-20,64
2026-05-21,68
2026-05-22,66
2026-05-23,59
2026-05-24,66
2026-05-25,58
2026-05-26,60
2026-05-27,61
2026-05-28,66
2026-05-29,65
2026-05-30,64
2026-05-31,59
