Time,telfar
2022-04-05,4.0
2022-04-06,4.0
2022-04-07,3.0
2022-04-08,4.0
2022-04-09,4.0
2022-04-10,4.0
2022-04-11,4.0
2022-04-12,5.0
2022-04-13,5.0
2022-04-14,9.0
2022-04-15,8.0
2022-04-16,6.0
2022-04-17,6.0
2022-04-18,5.0
2022-04-19,5.0
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,3.0
2022-04-23,3.0
2022-04-24,4.0
2022-04-25,3.0
2022-04-26,2.0
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,4.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,5.0
2022-05-06,4.0
2022-05-07,3.0
2022-05-08,4.0
2022-05-09,4.0
2022-05-10,3.0
2022-05-11,3.0
2022-05-12,2.0
2022-05-13,3.0
2022-05-14,3.0
2022-05-15,3.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,3.0
2022-05-20,4.0
2022-05-21,3.0
2022-05-22,3.0
2022-05-23,4.0
2022-05-24,3.0
2022-05-25,3.0
2022-05-26,3.0
2022-05-27,4.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,3.0
2022-05-31,4.0
2022-06-01,3.0
2022-06-02,3.0
2022-06-03,4.0
2022-06-04,4.0
2022-06-05,3.0
2022-06-06,4.0
2022-06-07,3.0
2022-06-08,4.0
2022-06-09,4.0
2022-06-10,4.0
2022-06-11,4.0
2022-06-12,4.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,4.0
2022-06-16,3.0
2022-06-17,3.0
2022-06-18,3.0
2022-06-19,4.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,4.0
2022-06-23,3.0
2022-06-24,3.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,4.0
2022-06-28,3.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,6.0
2022-07-12,4.0
2022-07-13,3.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,4.0
2022-07-30,6.0
2022-07-31,5.0
2022-08-01,3.0
2022-08-02,4.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,5.0
2022-08-06,6.0
2022-08-07,5.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,5.0
2022-08-12,4.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,5.0
2022-08-16,4.0
2022-08-17,3.0
2022-08-18,4.0
2022-08-19,5.0
2022-08-20,5.0
2022-08-21,5.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,3.0
2022-08-25,4.0
2022-08-26,3.0
2022-08-27,4.0
2022-08-28,4.0
2022-08-29,3.0
2022-08-30,4.0
2022-08-31,4.0
2022-09-01,4.0
2022-09-02,3.0
2022-09-03,3.0
2022-09-04,3.0
2022-09-05,3.0
2022-09-06,3.0
2022-09-07,4.0
2022-09-08,4.0
2022-09-09,4.0
2022-09-10,3.0
2022-09-11,5.0
2022-09-12,15.0
2022-09-13,6.0
2022-09-14,12.0
2022-09-15,19.0
2022-09-16,26.0
2022-09-17,23.0
2022-09-18,12.0
2022-09-19,9.0
2022-09-20,9.0
2022-09-21,9.0
2022-09-22,12.0
2022-09-23,100.0
2022-09-24,28.0
2022-09-25,11.0
2022-09-26,7.0
2022-09-27,6.0
2022-09-28,6.0
2022-09-29,5.0
2022-09-30,6.0
2022-10-01,6.0
2022-10-02,6.0
2022-10-03,5.0
2022-10-04,4.0
2022-10-05,4.0
2022-10-06,4.0
2022-10-07,4.0
2022-10-08,5.0
2022-10-09,5.0
2022-10-10,5.0
2022-10-11,5.0
2022-10-12,4.0
2022-10-13,4.0
2022-10-14,4.0
2022-10-15,4.0
2022-10-16,4.0
2022-10-17,4.0
2022-10-18,5.0
2022-10-19,5.0
2022-10-20,5.0
2022-10-21,5.0
2022-10-22,5.0
2022-10-23,5.0
2022-10-24,4.0
2022-10-25,6.0
2022-10-26,6.0
2022-10-27,5.0
2022-10-28,5.0
2022-10-29,5.0
2022-10-30,4.0
2022-10-31,4.0
2022-11-01,4.0
2022-11-02,4.0
2022-11-03,5.0
2022-11-04,5.0
2022-11-05,5.0
2022-11-06,5.0
2022-11-07,4.0
2022-11-08,4.0
2022-11-09,4.0
2022-11-10,4.0
2022-11-11,4.0
2022-11-12,5.0
2022-11-13,4.0
2022-11-14,4.0
2022-11-15,4.0
2022-11-16,4.0
2022-11-17,5.0
2022-11-18,5.0
2022-11-19,6.0
2022-11-20,5.0
2022-11-21,5.0
2022-11-22,5.0
2022-11-23,5.0
2022-11-24,5.0
2022-11-25,11.0
2022-11-26,8.0
2022-11-27,6.0
2022-11-28,6.0
2022-11-29,5.0
2022-11-30,5.0
2022-12-01,5.0
2022-12-02,5.0
2022-12-03,6.0
2022-12-04,6.0
2022-12-05,5.0
2022-12-06,6.0
2022-12-07,6.0
2022-12-08,6.0
2022-12-09,9.0
2022-12-10,7.0
2022-12-11,7.0
2022-12-12,6.0
2022-12-13,6.0
2022-12-14,5.0
2022-12-15,5.0
2022-12-16,5.0
2022-12-17,6.0
2022-12-18,5.0
2022-12-19,6.0
2022-12-20,6.0
2022-12-21,5.0
2022-12-22,5.0
2022-12-23,5.0
2022-12-24,5.0
2022-12-25,9.0
2022-12-26,8.0
2022-12-27,7.0
2022-12-28,6.0
2022-12-29,5.0
2022-12-30,5.0
2022-12-31,5.0
2023-01-01,4.0
2023-01-02,4.0
2023-01-03,4.0
2023-01-04,3.0
2023-01-05,4.0
2023-01-06,4.0
2023-01-07,4.0
2023-01-08,4.0
2023-01-09,3.0
2023-01-10,5.0
2023-01-11,3.0
2023-01-12,3.0
2023-01-13,4.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,3.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,3.0
2023-01-22,3.0
2023-01-23,5.0
2023-01-24,3.0
2023-01-25,2.0
2023-01-26,3.0
2023-01-27,3.0
2023-01-28,3.0
2023-01-29,3.0
2023-01-30,4.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,3.0
2023-02-03,3.0
2023-02-04,4.0
2023-02-05,3.0
2023-02-06,3.0
2023-02-07,4.0
2023-02-08,3.0
2023-02-09,7.0
2023-02-10,8.0
2023-02-11,6.0
2023-02-12,5.0
2023-02-13,3.0
2023-02-14,4.0
2023-02-15,4.0
2023-02-16,4.0
2023-02-17,4.0
2023-02-18,4.0
2023-02-19,4.0
2023-02-20,3.0
2023-02-21,3.0
2023-02-22,3.0
2023-02-23,4.0
2023-02-24,3.0
2023-02-25,3.0
2023-02-26,3.0
2023-02-27,3.0
2023-02-28,3.0
2023-03-01,3.0
2023-03-02,2.0
2023-03-03,3.0
2023-03-04,3.0
2023-03-05,3.0
2023-03-06,4.0
2023-03-07,3.0
2023-03-08,3.0
2023-03-09,3.0
2023-03-10,3.0
2023-03-11,3.0
2023-03-12,3.0
2023-03-13,3.0
2023-03-14,3.0
2023-03-15,2.0
2023-03-16,4.0
2023-03-17,3.0
2023-03-18,3.0
2023-03-19,3.0
2023-03-20,5.0
2023-03-21,4.0
2023-03-22,3.0
2023-03-23,3.0
2023-03-24,4.0
2023-03-25,3.0
2023-03-26,3.0
2023-03-27,4.0
2023-03-28,3.0
2023-03-29,3.0
2023-03-30,3.0
2023-03-31,2.0
2023-04-01,3.0
2023-04-02,3.0
2023-04-03,2.0
2023-04-04,3.0
2023-04-05,2.0
2023-04-06,2.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,2.0
2023-04-11,2.0
2023-04-12,2.0
2023-04-13,2.0
2023-04-14,2.0
2023-04-15,2.0
2023-04-16,3.0
2023-04-17,2.0
2023-04-18,2.0
2023-04-19,3.0
2023-04-20,4.0
2023-04-21,3.0
2023-04-22,3.0
2023-04-23,3.0
2023-04-24,2.0
2023-04-25,2.0
2023-04-26,2.769230769230769
2023-04-27,2.769230769230769
2023-04-28,2.9423076923076925
2023-04-29,2.826923076923077
2023-04-30,2.769230769230769
2023-05-01,2.0961538461538463
2023-05-02,2.0961538461538463
2023-05-03,2.153846153846154
2023-05-04,3.0
2023-05-05,2.153846153846154
2023-05-06,2.8846153846153846
2023-05-07,2.9423076923076925
2023-05-08,2.9423076923076925
2023-05-09,2.2115384615384617
2023-05-10,2.826923076923077
2023-05-11,2.153846153846154
2023-05-12,2.0961538461538463
2023-05-13,2.2115384615384617
2023-05-14,2.8846153846153846
2023-05-15,3.0
2023-05-16,1.9807692307692308
2023-05-17,2.0961538461538463
2023-05-18,2.153846153846154
2023-05-19,3.0576923076923075
2023-05-20,2.2115384615384617
2023-05-21,2.826923076923077
2023-05-22,2.826923076923077
2023-05-23,2.0961538461538463
2023-05-24,2.0961538461538463
2023-05-25,2.153846153846154
2023-05-26,2.076923076923077
2023-05-27,2.076923076923077
2023-05-28,2.5384615384615388
2023-05-29,2.1923076923076925
2023-05-30,2.5384615384615388
2023-05-31,6.230769230769231
2023-06-01,2.769230769230769
2023-06-02,2.4230769230769234
2023-06-03,2.4230769230769234
2023-06-04,2.4230769230769234
2023-06-05,2.1923076923076925
2023-06-06,1.9615384615384617
2023-06-07,2.8846153846153846
2023-06-08,3.230769230769231
2023-06-09,2.4230769230769234
2023-06-10,2.653846153846154
2023-06-11,2.5384615384615388
2023-06-12,2.769230769230769
2023-06-13,2.769230769230769
2023-06-14,3.1153846153846154
2023-06-15,2.653846153846154
2023-06-16,11.538461538461538
2023-06-17,6.230769230769231
2023-06-18,5.1923076923076925
2023-06-19,4.5
2023-06-20,2.769230769230769
2023-06-21,2.1923076923076925
2023-06-22,2.1923076923076925
2023-06-23,2.1923076923076925
2023-06-24,2.076923076923077
2023-06-25,2.1923076923076925
2023-06-26,2.076923076923077
2023-06-27,2.076923076923077
2023-06-28,2.076923076923077
2023-06-29,2.307692307692308
2023-06-30,2.5384615384615388
2023-07-01,2.307692307692308
2023-07-02,2.307692307692308
2023-07-03,1.9615384615384617
2023-07-04,3.807692307692308
2023-07-05,4.384615384615385
2023-07-06,4.038461538461538
2023-07-07,5.423076923076923
2023-07-08,4.5
2023-07-09,3.4615384615384617
2023-07-10,2.8846153846153846
2023-07-11,3.1153846153846154
2023-07-12,2.8846153846153846
2023-07-13,2.769230769230769
2023-07-14,4.5
2023-07-15,3.4615384615384617
2023-07-16,3.3461538461538463
2023-07-17,2.769230769230769
2023-07-18,2.8846153846153846
2023-07-19,2.5384615384615388
2023-07-20,3.230769230769231
2023-07-21,2.5384615384615388
2023-07-22,2.5384615384615388
2023-07-23,2.5384615384615388
2023-07-24,2.307692307692308
2023-07-25,2.8846153846153846
2023-07-26,3.1153846153846154
2023-07-27,2.769230769230769
2023-07-28,3.9230769230769234
2023-07-29,2.769230769230769
2023-07-30,2.769230769230769
2023-07-31,2.4230769230769234
2023-08-01,2.4230769230769234
2023-08-02,2.5384615384615388
2023-08-03,3.230769230769231
2023-08-04,3.0
2023-08-05,3.230769230769231
2023-08-06,3.230769230769231
2023-08-07,3.0
2023-08-08,2.769230769230769
2023-08-09,2.8846153846153846
2023-08-10,2.769230769230769
2023-08-11,2.4230769230769234
2023-08-12,2.8846153846153846
2023-08-13,2.769230769230769
2023-08-14,3.230769230769231
2023-08-15,3.0
2023-08-16,3.230769230769231
2023-08-17,3.6923076923076925
2023-08-18,2.769230769230769
2023-08-19,2.653846153846154
2023-08-20,2.5384615384615388
2023-08-21,2.653846153846154
2023-08-22,2.653846153846154
2023-08-23,2.1923076923076925
2023-08-24,2.653846153846154
2023-08-25,3.1153846153846154
2023-08-26,3.0
2023-08-27,2.653846153846154
2023-08-28,2.4230769230769234
2023-08-29,2.4230769230769234
2023-08-30,2.1923076923076925
2023-08-31,2.4230769230769234
2023-09-01,2.5384615384615388
2023-09-02,2.307692307692308
2023-09-03,2.4230769230769234
2023-09-04,2.307692307692308
2023-09-05,2.076923076923077
2023-09-06,1.9615384615384617
2023-09-07,3.6923076923076925
2023-09-08,3.0
2023-09-09,2.1923076923076925
2023-09-10,2.4230769230769234
2023-09-11,2.4230769230769234
2023-09-12,1.9615384615384617
2023-09-13,1.9615384615384617
2023-09-14,2.653846153846154
2023-09-15,2.653846153846154
2023-09-16,3.0
2023-09-17,3.1153846153846154
2023-09-18,2.307692307692308
2023-09-19,1.9615384615384617
2023-09-20,2.1923076923076925
2023-09-21,2.076923076923077
2023-09-22,2.1923076923076925
2023-09-23,2.4230769230769234
2023-09-24,2.4230769230769234
2023-09-25,3.3461538461538463
2023-09-26,4.615384615384616
2023-09-27,3.1153846153846154
2023-09-28,3.4615384615384617
2023-09-29,2.5384615384615388
2023-09-30,2.8846153846153846
2023-10-01,2.769230769230769
2023-10-02,2.653846153846154
2023-10-03,2.5384615384615388
2023-10-04,2.4230769230769234
2023-10-05,2.4230769230769234
2023-10-06,3.6923076923076925
2023-10-07,2.769230769230769
2023-10-08,2.8846153846153846
2023-10-09,2.653846153846154
2023-10-10,2.1923076923076925
2023-10-11,2.076923076923077
2023-10-12,2.1923076923076925
2023-10-13,1.9615384615384617
2023-10-14,2.1923076923076925
2023-10-15,2.653846153846154
2023-10-16,2.076923076923077
2023-10-17,1.7307692307692308
2023-10-18,2.1923076923076925
2023-10-19,2.1923076923076925
2023-10-20,2.5384615384615388
2023-10-21,2.769230769230769
2023-10-22,2.5384615384615388
2023-10-23,2.076923076923077
2023-10-24,2.4230769230769234
2023-10-25,2.4230769230769234
2023-10-26,2.1923076923076925
2023-10-27,2.076923076923077
2023-10-28,1.8461538461538463
2023-10-29,2.076923076923077
2023-10-30,1.8461538461538463
2023-10-31,1.9615384615384617
2023-11-01,2.076923076923077
2023-11-02,2.307692307692308
2023-11-03,2.4230769230769234
2023-11-04,2.8846153846153846
2023-11-05,3.4615384615384617
2023-11-06,3.0
2023-11-07,3.230769230769231
2023-11-08,2.4230769230769234
2023-11-09,6.230769230769231
2023-11-10,6.115384615384616
2023-11-11,4.730769230769231
2023-11-12,4.153846153846154
2023-11-13,4.5
2023-11-14,3.1153846153846154
2023-11-15,3.9230769230769234
2023-11-16,3.807692307692308
2023-11-17,10.26923076923077
2023-11-18,6.5769230769230775
2023-11-19,5.538461538461538
2023-11-20,4.846153846153847
2023-11-21,4.846153846153847
2023-11-22,5.307692307692308
2023-11-23,4.269230769230769
2023-11-24,5.307692307692308
2023-11-25,4.038461538461538
2023-11-26,4.038461538461538
2023-11-27,3.807692307692308
2023-11-28,3.4615384615384617
2023-11-29,2.653846153846154
2023-11-30,3.230769230769231
2023-12-01,3.6923076923076925
2023-12-02,4.5
2023-12-03,4.153846153846154
2023-12-04,4.384615384615385
2023-12-05,5.538461538461538
2023-12-06,5.423076923076923
2023-12-07,4.269230769230769
2023-12-08,3.576923076923077
2023-12-09,5.0769230769230775
2023-12-10,5.538461538461538
2023-12-11,3.6923076923076925
2023-12-12,3.6923076923076925
2023-12-13,3.6923076923076925
2023-12-14,4.153846153846154
2023-12-15,3.9230769230769234
2023-12-16,3.9230769230769234
2023-12-17,3.9230769230769234
2023-12-18,3.230769230769231
2023-12-19,3.6923076923076925
2023-12-20,3.230769230769231
2023-12-21,3.9230769230769234
2023-12-22,3.9497041420118344
2023-12-23,3.8298816568047336
2023-12-24,3.7677514792899407
2023-12-25,5.534023668639053
2023-12-26,6.133136094674557
2023-12-27,4.278106508875739
2023-12-28,3.1420118343195265
2023-12-29,4.366863905325443
2023-12-30,3.7988165680473376
2023-12-31,3.230769230769231
2024-01-01,2.334319526627219
2024-01-02,2.094674556213018
2024-01-03,2.3032544378698225
2024-01-04,2.1834319526627217
2024-01-05,2.3032544378698225
2024-01-06,2.334319526627219
2024-01-07,3.0798816568047336
2024-01-08,2.4230769230769234
2024-01-09,2.1834319526627217
2024-01-10,2.4230769230769234
2024-01-11,2.334319526627219
2024-01-12,2.3920118343195265
2024-01-13,2.631656804733728
2024-01-14,2.662721893491124
2024-01-15,2.4230769230769234
2024-01-16,2.7825443786982245
2024-01-17,2.5118343195266273
2024-01-18,2.4230769230769234
2024-01-19,2.094674556213018
2024-01-20,2.334319526627219
2024-01-21,2.36094674556213
2024-01-22,1.9260355029585798
2024-01-23,2.1745562130177514
2024-01-24,1.801775147928994
2024-01-25,2.1124260355029585
2024-01-26,2.1745562130177514
2024-01-27,2.485207100591716
2024-01-28,2.9822485207100593
2024-01-29,2.0502958579881656
2024-01-30,2.1745562130177514
2024-01-31,1.9881656804733727
2024-02-01,2.0502958579881656
2024-02-02,2.36094674556213
2024-02-03,2.36094674556213
2024-02-04,2.6715976331360944
2024-02-05,2.423076923076923
2024-02-06,1.7396449704142012
2024-02-07,1.9881656804733727
2024-02-08,2.2366863905325443
2024-02-09,2.0502958579881656
2024-02-10,2.1745562130177514
2024-02-11,2.485207100591716
2024-02-12,1.6775147928994083
2024-02-13,1.9260355029585798
2024-02-14,2.2366863905325443
2024-02-15,1.9260355029585798
2024-02-16,2.423076923076923
2024-02-17,2.2366863905325443
2024-02-18,2.7337278106508873
2024-02-19,2.2366863905325443
2024-02-20,1.9260355029585798
2024-02-21,1.863905325443787
2024-02-22,2.36094674556213
2024-02-23,3.2928994082840237
2024-02-24,2.2366863905325443
2024-02-25,1.9260355029585798
2024-02-26,2.0502958579881656
2024-02-27,1.9881656804733727
2024-02-28,1.7396449704142012
2024-02-29,1.4911242603550297
2024-03-01,1.863905325443787
2024-03-02,2.0502958579881656
2024-03-03,2.423076923076923
2024-03-04,1.4911242603550297
2024-03-05,1.4911242603550297
2024-03-06,1.5532544378698225
2024-03-07,1.7396449704142012
2024-03-08,1.863905325443787
2024-03-09,1.801775147928994
2024-03-10,1.801775147928994
2024-03-11,1.7396449704142012
2024-03-12,1.6153846153846154
2024-03-13,1.7396449704142012
2024-03-14,1.4911242603550297
2024-03-15,1.863905325443787
2024-03-16,1.9881656804733727
2024-03-17,1.9881656804733727
2024-03-18,1.6775147928994083
2024-03-19,1.801775147928994
2024-03-20,1.6775147928994083
2024-03-21,1.4289940828402365
2024-03-22,1.801775147928994
2024-03-23,1.6153846153846154
2024-03-24,1.7396449704142012
2024-03-25,1.7396449704142012
2024-03-26,1.4289940828402365
2024-03-27,1.5532544378698225
2024-03-28,1.7396449704142012
2024-03-29,1.9881656804733727
2024-03-30,1.801775147928994
2024-03-31,1.9260355029585798
2024-04-01,1.863905325443787
2024-04-02,1.6153846153846154
2024-04-03,1.4911242603550297
2024-04-04,1.5532544378698225
2024-04-05,1.5532544378698225
2024-04-06,1.6153846153846154
2024-04-07,1.5532544378698225
2024-04-08,1.3047337278106508
2024-04-09,1.3047337278106508
2024-04-10,1.3668639053254437
2024-04-11,1.4911242603550297
2024-04-12,1.3668639053254437
2024-04-13,1.801775147928994
2024-04-14,1.4911242603550297
2024-04-15,1.180473372781065
2024-04-16,1.5532544378698225
2024-04-17,1.3047337278106508
2024-04-18,1.0562130177514792
2024-04-19,1.6775147928994083
2024-04-20,1.9881656804733727
2024-04-21,2.2366863905325443
2024-04-22,1.6153846153846154
2024-04-23,1.4911242603550297
2024-04-24,1.6153846153846154
2024-04-25,1.9260355029585798
2024-04-26,1.9260355029585798
2024-04-27,1.242603550295858
2024-04-28,1.9260355029585798
2024-04-29,1.3668639053254437
2024-04-30,2.2366863905325443
2024-05-01,1.3668639053254437
2024-05-02,1.7396449704142012
2024-05-03,1.4289940828402365
2024-05-04,1.242603550295858
2024-05-05,1.3047337278106508
2024-05-06,1.5532544378698225
2024-05-07,1.3668639053254437
2024-05-08,1.4289940828402365
2024-05-09,1.801775147928994
2024-05-10,1.4289940828402365
2024-05-11,1.863905325443787
2024-05-12,1.5532544378698225
2024-05-13,1.242603550295858
2024-05-14,1.3668639053254437
2024-05-15,1.242603550295858
2024-05-16,1.4289940828402365
2024-05-17,1.4289940828402365
2024-05-18,1.6775147928994083
2024-05-19,1.3668639053254437
2024-05-20,1.4911242603550297
2024-05-21,1.242603550295858
2024-05-22,1.5532544378698225
2024-05-23,1.3668639053254437
2024-05-24,1.3668639053254437
2024-05-25,1.5532544378698225
2024-05-26,1.6775147928994083
2024-05-27,1.6153846153846154
2024-05-28,1.242603550295858
2024-05-29,1.3047337278106508
2024-05-30,1.3047337278106508
2024-05-31,1.3668639053254437
2024-06-01,1.6775147928994083
2024-06-02,1.7396449704142012
2024-06-03,1.3047337278106508
2024-06-04,2.298816568047337
2024-06-05,4.4733727810650885
2024-06-06,6.21301775147929
2024-06-07,3.603550295857988
2024-06-08,2.1745562130177514
2024-06-09,1.801775147928994
2024-06-10,1.4289940828402365
2024-06-11,1.801775147928994
2024-06-12,1.4911242603550297
2024-06-13,1.7396449704142012
2024-06-14,1.6775147928994083
2024-06-15,1.4289940828402365
2024-06-16,1.5532544378698225
2024-06-17,1.242603550295858
2024-06-18,1.4289940828402365
2024-06-19,1.4911242603550297
2024-06-20,1.863905325443787
2024-06-21,1.863905325443787
2024-06-22,1.6775147928994083
2024-06-23,1.801775147928994
2024-06-24,1.4911242603550297
2024-06-25,1.6153846153846154
2024-06-26,1.6775147928994083
2024-06-27,1.4911242603550297
2024-06-28,1.6775147928994083
2024-06-29,1.4911242603550297
2024-06-30,1.4911242603550297
2024-07-01,1.6775147928994083
2024-07-02,1.5532544378698225
2024-07-03,1.6775147928994083
2024-07-04,1.4289940828402365
2024-07-05,1.863905325443787
2024-07-06,1.801775147928994
2024-07-07,1.801775147928994
2024-07-08,1.863905325443787
2024-07-09,2.1745562130177514
2024-07-10,1.863905325443787
2024-07-11,1.801775147928994
2024-07-12,1.801775147928994
2024-07-13,1.9881656804733727
2024-07-14,1.7396449704142012
2024-07-15,1.801775147928994
2024-07-16,1.4911242603550297
2024-07-17,1.9881656804733727
2024-07-18,1.4911242603550297
2024-07-19,1.9260355029585798
2024-07-20,1.7396449704142012
2024-07-21,1.9260355029585798
2024-07-22,1.4911242603550297
2024-07-23,1.4911242603550297
2024-07-24,1.5532544378698225
2024-07-25,1.4911242603550297
2024-07-26,1.9881656804733727
2024-07-27,2.6094674556213016
2024-07-28,2.485207100591716
2024-07-29,1.9260355029585798
2024-07-30,2.0502958579881656
2024-07-31,1.7396449704142012
2024-08-01,1.4911242603550297
2024-08-02,1.9881656804733727
2024-08-03,1.801775147928994
2024-08-04,2.298816568047337
2024-08-05,1.7396449704142012
2024-08-06,1.801775147928994
2024-08-07,1.9260355029585798
2024-08-08,1.9260355029585798
2024-08-09,1.801775147928994
2024-08-10,1.7396449704142012
2024-08-11,1.9260355029585798
2024-08-12,1.6775147928994083
2024-08-13,1.6775147928994083
2024-08-14,1.6153846153846154
2024-08-15,1.863905325443787
2024-08-16,1.9260355029585798
2024-08-17,1.7396449704142012
2024-08-18,1.6957253621709856
2024-08-19,1.637880024484799
2024-08-20,1.5532544378698225
2024-08-21,1.5532544378698225
2024-08-22,1.8114160375433586
2024-08-23,1.6957253621709856
2024-08-24,1.7846357886145685
2024-08-25,1.4107835135686595
2024-08-26,1.4375637624974495
2024-08-27,1.5532544378698225
2024-08-28,1.4375637624974495
2024-08-29,1.4107835135686595
2024-08-30,1.379718424811263
2024-08-31,1.5532544378698225
2024-09-01,1.842481126300755
2024-09-02,1.4375637624974495
2024-09-03,1.121556825137727
2024-09-04,1.495409100183636
2024-09-05,1.5532544378698225
2024-09-06,1.6689451132421955
2024-09-07,1.5532544378698225
2024-09-08,1.4107835135686595
2024-09-09,1.1794021628239135
2024-09-10,1.121556825137727
2024-09-11,1.3218730871250766
2024-09-12,1.121556825137727
2024-09-13,1.2950928381962865
2024-09-14,1.611099775556009
2024-09-15,1.611099775556009
2024-09-16,1.0637114874515405
2024-09-17,1.124770455009182
2024-09-18,1.3390124464395021
2024-09-19,1.2318914507243421
2024-09-20,1.285451948581922
2024-09-21,1.4996939400122424
2024-09-22,1.3925729442970822
2024-09-23,1.285451948581922
2024-09-24,2.0352989185880435
2024-09-25,1.6068149357274026
2024-09-26,1.3390124464395021
2024-09-27,1.3390124464395021
2024-09-28,1.3390124464395021
2024-09-29,1.4996939400122424
2024-09-30,1.3925729442970822
2024-10-01,1.2318914507243421
2024-10-02,1.285451948581922
2024-10-03,1.2318914507243421
2024-10-04,1.3925729442970822
2024-10-05,1.2318914507243421
2024-10-06,1.4996939400122424
2024-10-07,1.2318914507243421
2024-10-08,1.4996939400122424
2024-10-09,1.7139359314425628
2024-10-10,1.6603754335849827
2024-10-11,1.821056927157723
2024-10-12,1.285451948581922
2024-10-13,1.3925729442970822
2024-10-14,1.285451948581922
2024-10-15,1.4461334421546623
2024-10-16,1.6068149357274026
2024-10-17,1.6068149357274026
2024-10-18,1.7139359314425628
2024-10-19,1.5532544378698225
2024-10-20,1.5532544378698225
2024-10-21,0.9640889614364416
2024-10-22,1.285451948581922
2024-10-23,1.285451948581922
2024-10-24,1.5532544378698225
2024-10-25,1.2318914507243421
2024-10-26,1.4461334421546623
2024-10-27,1.3925729442970822
2024-10-28,1.4461334421546623
2024-10-29,1.2318914507243421
2024-10-30,1.285451948581922
2024-10-31,1.0712099571516018
2024-11-01,1.3925729442970822
2024-11-02,1.6068149357274026
2024-11-03,1.821056927157723
2024-11-04,1.3925729442970822
2024-11-05,1.6068149357274026
