Time,millie_bobby_brown
2022-08-17,22.0
2022-08-18,28.0
2022-08-19,21.0
2022-08-20,18.0
2022-08-21,19.0
2022-08-22,13.0
2022-08-23,14.0
2022-08-24,14.0
2022-08-25,14.0
2022-08-26,13.0
2022-08-27,16.0
2022-08-28,15.0
2022-08-29,9.5
2022-08-30,9.5
2022-08-31,15.0
2022-09-01,15.0
2022-09-02,12.5
2022-09-03,15.0
2022-09-04,17.5
2022-09-05,21.0
2022-09-06,12.0
2022-09-07,9.5
2022-09-08,9.0
2022-09-09,9.0
2022-09-10,12.0
2022-09-11,12.0
2022-09-12,9.0
2022-09-13,9.0
2022-09-14,9.5
2022-09-15,8.5
2022-09-16,8.5
2022-09-17,10.0
2022-09-18,12.5
2022-09-19,9.0
2022-09-20,8.5
2022-09-21,6.5
2022-09-22,9.0
2022-09-23,9.0
2022-09-24,15.5
2022-09-25,13.0
2022-09-26,9.0
2022-09-27,6.5
2022-09-28,9.0
2022-09-29,6.0
2022-09-30,6.0
2022-10-01,9.0
2022-10-02,9.0
2022-10-03,9.0
2022-10-04,6.0
2022-10-05,6.0
2022-10-06,6.0
2022-10-07,9.0
2022-10-08,9.0
2022-10-09,9.0
2022-10-10,6.0
2022-10-11,6.0
2022-10-12,9.0
2022-10-13,6.0
2022-10-14,6.0
2022-10-15,9.0
2022-10-16,9.0
2022-10-17,6.0
2022-10-18,6.0
2022-10-19,6.0
2022-10-20,6.0
2022-10-21,6.0
2022-10-22,9.0
2022-10-23,9.0
2022-10-24,9.0
2022-10-25,6.0
2022-10-26,6.0
2022-10-27,9.0
2022-10-28,24.0
2022-10-29,24.0
2022-10-30,15.0
2022-10-31,9.0
2022-11-01,9.0
2022-11-02,9.0
2022-11-03,9.0
2022-11-04,27.0
2022-11-05,48.0
2022-11-06,66.0
2022-11-07,39.0
2022-11-08,27.0
2022-11-09,24.0
2022-11-10,27.0
2022-11-11,33.0
2022-11-12,36.0
2022-11-13,33.0
2022-11-14,21.0
2022-11-15,18.0
2022-11-16,15.0
2022-11-17,18.0
2022-11-18,12.0
2022-11-19,15.0
2022-11-20,15.0
2022-11-21,15.0
2022-11-22,12.0
2022-11-23,12.0
2022-11-24,12.0
2022-11-25,15.0
2022-11-26,15.0
2022-11-27,18.0
2022-11-28,12.0
2022-11-29,9.0
2022-11-30,9.0
2022-12-01,9.0
2022-12-02,9.0
2022-12-03,12.0
2022-12-04,12.0
2022-12-05,12.0
2022-12-06,9.0
2022-12-07,9.0
2022-12-08,9.0
2022-12-09,6.0
2022-12-10,9.0
2022-12-11,9.0
2022-12-12,6.0
2022-12-13,6.0
2022-12-14,6.0
2022-12-15,6.0
2022-12-16,6.0
2022-12-17,6.0
2022-12-18,9.0
2022-12-19,6.0
2022-12-20,6.0
2022-12-21,9.0
2022-12-22,9.0
2022-12-23,9.0
2022-12-24,6.0
2022-12-25,9.0
2022-12-26,9.0
2022-12-27,9.0
2022-12-28,9.0
2022-12-29,9.0
2022-12-30,9.0
2022-12-31,9.0
2023-01-01,12.0
2023-01-02,9.0
2023-01-03,6.0
2023-01-04,6.0
2023-01-05,6.0
2023-01-06,12.0
2023-01-07,12.0
2023-01-08,9.0
2023-01-09,9.0
2023-01-10,6.0
2023-01-11,6.0
2023-01-12,6.0
2023-01-13,6.0
2023-01-14,9.0
2023-01-15,9.0
2023-01-16,6.0
2023-01-17,6.0
2023-01-18,6.0
2023-01-19,9.0
2023-01-20,6.0
2023-01-21,6.0
2023-01-22,9.0
2023-01-23,6.0
2023-01-24,6.0
2023-01-25,6.0
2023-01-26,6.0
2023-01-27,6.0
2023-01-28,6.0
2023-01-29,6.0
2023-01-30,6.0
2023-01-31,6.0
2023-02-01,6.0
2023-02-02,6.0
2023-02-03,6.0
2023-02-04,6.0
2023-02-05,6.0
2023-02-06,3.0
2023-02-07,6.0
2023-02-08,6.0
2023-02-09,6.0
2023-02-10,6.0
2023-02-11,6.0
2023-02-12,6.0
2023-02-13,6.0
2023-02-14,6.0
2023-02-15,6.0
2023-02-16,3.0
2023-02-17,6.0
2023-02-18,6.0
2023-02-19,18.0
2023-02-20,15.0
2023-02-21,9.0
2023-02-22,9.0
2023-02-23,6.0
2023-02-24,6.0
2023-02-25,9.0
2023-02-26,9.0
2023-02-27,6.0
2023-02-28,6.0
2023-03-01,3.0
2023-03-02,3.0
2023-03-03,6.0
2023-03-04,9.0
2023-03-05,6.0
2023-03-06,6.0
2023-03-07,6.0
2023-03-08,6.0
2023-03-09,6.0
2023-03-10,6.0
2023-03-11,6.0
2023-03-12,6.0
2023-03-13,6.0
2023-03-14,6.0
2023-03-15,6.0
2023-03-16,6.0
2023-03-17,6.0
2023-03-18,6.0
2023-03-19,6.0
2023-03-20,3.0
2023-03-21,6.0
2023-03-22,6.0
2023-03-23,6.0
2023-03-24,6.0
2023-03-25,6.0
2023-03-26,6.0
2023-03-27,6.0
2023-03-28,3.0
2023-03-29,3.0
2023-03-30,6.0
2023-03-31,6.0
2023-04-01,6.0
2023-04-02,6.0
2023-04-03,3.0
2023-04-04,3.0
2023-04-05,3.0
2023-04-06,3.0
2023-04-07,3.0
2023-04-08,6.0
2023-04-09,6.0
2023-04-10,3.0
2023-04-11,300.0
2023-04-12,159.0
2023-04-13,81.0
2023-04-14,51.0
2023-04-15,45.0
2023-04-16,27.0
2023-04-17,18.0
2023-04-18,12.0
2023-04-19,12.0
2023-04-20,9.0
2023-04-21,9.0
2023-04-22,9.0
2023-04-23,9.0
2023-04-24,9.0
2023-04-25,6.0
2023-04-26,6.193548387096774
2023-04-27,5.903225806451612
2023-04-28,6.483870967741935
2023-04-29,9.725806451612902
2023-04-30,11.806451612903224
2023-05-01,9.725806451612902
2023-05-02,9.14516129032258
2023-05-03,18.87096774193548
2023-05-04,18.29032258064516
2023-05-05,9.43548387096774
2023-05-06,9.43548387096774
2023-05-07,12.387096774193548
2023-05-08,8.85483870967742
2023-05-09,6.193548387096774
2023-05-10,5.903225806451612
2023-05-11,5.32258064516129
2023-05-12,3.82258064516129
2023-05-13,6.193548387096774
2023-05-14,6.483870967741935
2023-05-15,5.32258064516129
2023-05-16,5.32258064516129
2023-05-17,6.774193548387096
2023-05-18,5.903225806451612
2023-05-19,5.612903225806451
2023-05-20,5.612903225806451
2023-05-21,6.483870967741935
2023-05-22,5.612903225806451
2023-05-23,5.612903225806451
2023-05-24,5.903225806451612
2023-05-25,5.612903225806451
2023-05-26,4.064516129032258
2023-05-27,5.225806451612902
2023-05-28,6.387096774193548
2023-05-29,5.806451612903225
2023-05-30,4.64516129032258
2023-05-31,4.64516129032258
2023-06-01,6.96774193548387
2023-06-02,10.451612903225804
2023-06-03,34.258064516129025
2023-06-04,58.06451612903225
2023-06-05,29.032258064516125
2023-06-06,8.129032258064516
2023-06-07,6.96774193548387
2023-06-08,5.225806451612902
2023-06-09,5.225806451612902
2023-06-10,5.225806451612902
2023-06-11,5.806451612903225
2023-06-12,5.225806451612902
2023-06-13,4.064516129032258
2023-06-14,4.064516129032258
2023-06-15,4.64516129032258
2023-06-16,5.806451612903225
2023-06-17,6.387096774193548
2023-06-18,5.806451612903225
2023-06-19,4.64516129032258
2023-06-20,5.806451612903225
2023-06-21,4.64516129032258
2023-06-22,4.064516129032258
2023-06-23,4.64516129032258
2023-06-24,5.225806451612902
2023-06-25,5.806451612903225
2023-06-26,5.225806451612902
2023-06-27,5.806451612903225
2023-06-28,5.225806451612902
2023-06-29,4.64516129032258
2023-06-30,5.806451612903225
2023-07-01,9.29032258064516
2023-07-02,7.548387096774192
2023-07-03,6.96774193548387
2023-07-04,6.387096774193548
2023-07-05,5.225806451612902
2023-07-06,5.225806451612902
2023-07-07,5.806451612903225
2023-07-08,6.387096774193548
2023-07-09,9.29032258064516
2023-07-10,6.96774193548387
2023-07-11,6.96774193548387
2023-07-12,8.129032258064516
2023-07-13,6.387096774193548
2023-07-14,5.806451612903225
2023-07-15,5.225806451612902
2023-07-16,6.387096774193548
2023-07-17,5.225806451612902
2023-07-18,6.387096774193548
2023-07-19,5.806451612903225
2023-07-20,5.225806451612902
2023-07-21,5.806451612903225
2023-07-22,7.548387096774192
2023-07-23,6.387096774193548
2023-07-24,5.806451612903225
2023-07-25,5.225806451612902
2023-07-26,4.64516129032258
2023-07-27,5.225806451612902
2023-07-28,4.64516129032258
2023-07-29,5.806451612903225
2023-07-30,5.806451612903225
2023-07-31,5.806451612903225
2023-08-01,4.64516129032258
2023-08-02,4.64516129032258
2023-08-03,4.064516129032258
2023-08-04,5.225806451612902
2023-08-05,5.806451612903225
2023-08-06,6.387096774193548
2023-08-07,4.64516129032258
2023-08-08,5.806451612903225
2023-08-09,5.225806451612902
2023-08-10,4.64516129032258
2023-08-11,4.64516129032258
2023-08-12,6.387096774193548
2023-08-13,8.129032258064516
2023-08-14,5.806451612903225
2023-08-15,6.387096774193548
2023-08-16,8.129032258064516
2023-08-17,8.129032258064516
2023-08-18,5.806451612903225
2023-08-19,5.225806451612902
2023-08-20,5.225806451612902
2023-08-21,4.064516129032258
2023-08-22,6.387096774193548
2023-08-23,4.64516129032258
2023-08-24,4.064516129032258
2023-08-25,5.225806451612902
2023-08-26,6.387096774193548
2023-08-27,6.387096774193548
2023-08-28,5.806451612903225
2023-08-29,5.225806451612902
2023-08-30,4.64516129032258
2023-08-31,4.064516129032258
2023-09-01,4.064516129032258
2023-09-02,4.064516129032258
2023-09-03,4.64516129032258
2023-09-04,4.64516129032258
2023-09-05,4.064516129032258
2023-09-06,4.064516129032258
2023-09-07,4.064516129032258
2023-09-08,4.064516129032258
2023-09-09,5.806451612903225
2023-09-10,5.225806451612902
2023-09-11,4.64516129032258
2023-09-12,5.806451612903225
2023-09-13,5.806451612903225
2023-09-14,8.129032258064516
2023-09-15,12.193548387096772
2023-09-16,9.29032258064516
2023-09-17,8.709677419354838
2023-09-18,6.387096774193548
2023-09-19,5.806451612903225
2023-09-20,5.225806451612902
2023-09-21,9.870967741935482
2023-09-22,31.935483870967737
2023-09-23,34.258064516129025
2023-09-24,23.2258064516129
2023-09-25,8.709677419354838
2023-09-26,6.387096774193548
2023-09-27,5.806451612903225
2023-09-28,4.64516129032258
2023-09-29,4.064516129032258
2023-09-30,5.806451612903225
2023-10-01,6.387096774193548
2023-10-02,5.806451612903225
2023-10-03,4.064516129032258
2023-10-04,4.64516129032258
2023-10-05,4.64516129032258
2023-10-06,5.806451612903225
2023-10-07,16.258064516129032
2023-10-08,27.290322580645157
2023-10-09,21.483870967741932
2023-10-10,9.870967741935482
2023-10-11,5.806451612903225
2023-10-12,5.806451612903225
2023-10-13,5.806451612903225
2023-10-14,6.387096774193548
2023-10-15,6.387096774193548
2023-10-16,11.61290322580645
2023-10-17,20.90322580645161
2023-10-18,10.451612903225804
2023-10-19,7.548387096774192
2023-10-20,7.548387096774192
2023-10-21,9.870967741935482
2023-10-22,9.870967741935482
2023-10-23,7.548387096774192
2023-10-24,6.387096774193548
2023-10-25,6.387096774193548
2023-10-26,6.96774193548387
2023-10-27,5.806451612903225
2023-10-28,6.96774193548387
2023-10-29,7.548387096774192
2023-10-30,6.387096774193548
2023-10-31,4.64516129032258
2023-11-01,4.64516129032258
2023-11-02,5.225806451612902
2023-11-03,5.806451612903225
2023-11-04,6.96774193548387
2023-11-05,6.96774193548387
2023-11-06,7.548387096774192
2023-11-07,6.387096774193548
2023-11-08,5.806451612903225
2023-11-09,6.96774193548387
2023-11-10,10.451612903225804
2023-11-11,7.548387096774192
2023-11-12,8.709677419354838
2023-11-13,6.96774193548387
2023-11-14,5.806451612903225
2023-11-15,5.225806451612902
2023-11-16,5.806451612903225
2023-11-17,5.806451612903225
2023-11-18,6.387096774193548
2023-11-19,6.387096774193548
2023-11-20,4.64516129032258
2023-11-21,5.225806451612902
2023-11-22,5.806451612903225
2023-11-23,5.806451612903225
2023-11-24,6.96774193548387
2023-11-25,7.548387096774192
2023-11-26,8.709677419354838
2023-11-27,6.96774193548387
2023-11-28,6.96774193548387
2023-11-29,6.96774193548387
2023-11-30,6.387096774193548
2023-12-01,6.387096774193548
2023-12-02,6.387096774193548
2023-12-03,11.61290322580645
2023-12-04,8.129032258064516
2023-12-05,9.870967741935482
2023-12-06,6.387096774193548
2023-12-07,4.064516129032258
2023-12-08,4.064516129032258
2023-12-09,5.225806451612902
2023-12-10,5.225806451612902
2023-12-11,4.064516129032258
2023-12-12,4.064516129032258
2023-12-13,4.064516129032258
2023-12-14,3.483870967741935
2023-12-15,4.064516129032258
2023-12-16,4.64516129032258
2023-12-17,4.64516129032258
2023-12-18,4.064516129032258
2023-12-19,4.64516129032258
2023-12-20,5.225806451612902
2023-12-21,5.806451612903225
2023-12-22,5.225806451612902
2023-12-23,6.387096774193548
2023-12-24,8.419354838709676
2023-12-25,6.96774193548387
2023-12-26,5.806451612903225
2023-12-27,6.387096774193548
2023-12-28,5.806451612903225
2023-12-29,5.225806451612902
2023-12-30,5.225806451612902
2023-12-31,5.806451612903225
2024-01-01,5.806451612903225
2024-01-02,4.354838709677419
2024-01-03,4.064516129032258
2024-01-04,4.064516129032258
2024-01-05,4.64516129032258
2024-01-06,5.516129032258064
2024-01-07,8.419354838709676
2024-01-08,6.96774193548387
2024-01-09,7.258064516129031
2024-01-10,5.225806451612902
2024-01-11,4.935483870967741
2024-01-12,4.935483870967741
2024-01-13,5.225806451612902
2024-01-14,5.225806451612902
2024-01-15,4.935483870967741
2024-01-16,4.064516129032258
2024-01-17,4.354838709677419
2024-01-18,3.483870967741935
2024-01-19,3.7741935483870965
2024-01-20,4.935483870967741
2024-01-21,4.64516129032258
2024-01-22,4.064516129032258
2024-01-23,4.064516129032258
2024-01-24,4.64516129032258
2024-01-25,4.064516129032258
2024-01-26,4.064516129032258
2024-01-27,4.64516129032258
2024-01-28,7.548387096774192
2024-01-29,5.225806451612902
2024-01-30,6.387096774193548
2024-01-31,4.64516129032258
2024-02-01,5.225806451612902
2024-02-02,4.064516129032258
2024-02-03,6.387096774193548
2024-02-04,6.387096774193548
2024-02-05,5.225806451612902
2024-02-06,4.64516129032258
2024-02-07,4.064516129032258
2024-02-08,4.064516129032258
2024-02-09,4.064516129032258
2024-02-10,4.64516129032258
2024-02-11,5.225806451612902
2024-02-12,4.064516129032258
2024-02-13,4.64516129032258
2024-02-14,4.64516129032258
2024-02-15,5.225806451612902
2024-02-16,4.64516129032258
2024-02-17,5.225806451612902
2024-02-18,6.387096774193548
2024-02-19,10.451612903225804
2024-02-20,9.870967741935482
2024-02-21,7.548387096774192
2024-02-22,6.387096774193548
2024-02-23,5.806451612903225
2024-02-24,5.806451612903225
2024-02-25,5.806451612903225
2024-02-26,5.225806451612902
2024-02-27,4.64516129032258
2024-02-28,5.225806451612902
2024-02-29,5.806451612903225
2024-03-01,27.290322580645157
2024-03-02,26.129032258064512
2024-03-03,23.806451612903224
2024-03-04,12.774193548387096
2024-03-05,11.61290322580645
2024-03-06,14.516129032258062
2024-03-07,15.096774193548384
2024-03-08,29.61290322580645
2024-03-09,57.48387096774193
2024-03-10,58.06451612903225
2024-03-11,35.41935483870967
2024-03-12,32.516129032258064
2024-03-13,26.129032258064512
2024-03-14,26.709677419354836
2024-03-15,24.387096774193544
2024-03-16,31.354838709677416
2024-03-17,31.354838709677416
2024-03-18,18.58064516129032
2024-03-19,15.096774193548384
2024-03-20,15.096774193548384
2024-03-21,11.61290322580645
2024-03-22,14.516129032258062
2024-03-23,19.161290322580644
2024-03-24,19.161290322580644
2024-03-25,16.258064516129032
2024-03-26,11.61290322580645
2024-03-27,9.870967741935482
2024-03-28,9.29032258064516
2024-03-29,10.451612903225804
2024-03-30,12.774193548387096
2024-03-31,13.354838709677418
2024-04-01,9.870967741935482
2024-04-02,8.129032258064516
2024-04-03,8.709677419354838
2024-04-04,7.548387096774192
2024-04-05,6.387096774193548
2024-04-06,8.709677419354838
2024-04-07,8.129032258064516
2024-04-08,5.806451612903225
2024-04-09,6.387096774193548
2024-04-10,5.806451612903225
2024-04-11,5.806451612903225
2024-04-12,4.64516129032258
2024-04-13,6.387096774193548
2024-04-14,8.709677419354838
2024-04-15,6.387096774193548
2024-04-16,6.387096774193548
2024-04-17,5.225806451612902
2024-04-18,5.806451612903225
2024-04-19,7.548387096774192
2024-04-20,8.129032258064516
2024-04-21,9.29032258064516
2024-04-22,6.96774193548387
2024-04-23,5.806451612903225
2024-04-24,5.806451612903225
2024-04-25,6.387096774193548
2024-04-26,9.870967741935482
2024-04-27,10.451612903225804
2024-04-28,9.870967741935482
2024-04-29,7.548387096774192
2024-04-30,7.548387096774192
2024-05-01,6.96774193548387
2024-05-02,6.387096774193548
2024-05-03,6.387096774193548
2024-05-04,14.516129032258062
2024-05-05,30.19354838709677
2024-05-06,54.58064516129031
2024-05-07,37.16129032258064
2024-05-08,29.61290322580645
2024-05-09,23.806451612903224
2024-05-10,17.999999999999996
2024-05-11,16.258064516129032
2024-05-12,17.999999999999996
2024-05-13,12.193548387096772
2024-05-14,11.032258064516128
2024-05-15,9.870967741935482
2024-05-16,8.709677419354838
2024-05-17,8.709677419354838
2024-05-18,9.29032258064516
2024-05-19,9.29032258064516
2024-05-20,7.548387096774192
2024-05-21,7.548387096774192
2024-05-22,6.96774193548387
2024-05-23,6.387096774193548
2024-05-24,19.741935483870964
2024-05-25,57.48387096774193
2024-05-26,35.41935483870967
2024-05-27,22.645161290322577
2024-05-28,14.516129032258062
2024-05-29,24.387096774193544
2024-05-30,17.419354838709676
2024-05-31,13.354838709677418
2024-06-01,13.93548387096774
2024-06-02,12.193548387096772
2024-06-03,11.61290322580645
2024-06-04,13.93548387096774
2024-06-05,10.451612903225804
2024-06-06,10.451612903225804
2024-06-07,12.774193548387096
2024-06-08,12.193548387096772
2024-06-09,11.032258064516128
2024-06-10,8.709677419354838
2024-06-11,6.96774193548387
2024-06-12,6.96774193548387
2024-06-13,6.96774193548387
2024-06-14,7.548387096774192
2024-06-15,8.129032258064516
2024-06-16,9.870967741935482
2024-06-17,7.548387096774192
2024-06-18,6.96774193548387
2024-06-19,11.032258064516128
2024-06-20,8.129032258064516
2024-06-21,8.709677419354838
2024-06-22,8.129032258064516
2024-06-23,8.709677419354838
2024-06-24,7.548387096774192
2024-06-25,6.387096774193548
2024-06-26,6.387096774193548
2024-06-27,8.129032258064516
2024-06-28,9.870967741935482
2024-06-29,8.709677419354838
2024-06-30,9.870967741935482
2024-07-01,9.29032258064516
2024-07-02,9.870967741935482
2024-07-03,9.29032258064516
2024-07-04,9.870967741935482
2024-07-05,9.29032258064516
2024-07-06,10.451612903225804
2024-07-07,9.29032258064516
2024-07-08,7.548387096774192
2024-07-09,6.387096774193548
2024-07-10,6.387096774193548
2024-07-11,6.387096774193548
2024-07-12,6.387096774193548
2024-07-13,6.96774193548387
2024-07-14,6.96774193548387
2024-07-15,5.806451612903225
2024-07-16,8.129032258064516
2024-07-17,6.96774193548387
2024-07-18,6.96774193548387
2024-07-19,6.96774193548387
2024-07-20,6.387096774193548
2024-07-21,9.29032258064516
2024-07-22,5.806451612903225
2024-07-23,5.806451612903225
2024-07-24,5.225806451612902
2024-07-25,13.93548387096774
2024-07-26,13.93548387096774
2024-07-27,9.870967741935482
2024-07-28,8.129032258064516
2024-07-29,6.96774193548387
2024-07-30,6.387096774193548
2024-07-31,5.225806451612902
2024-08-01,6.96774193548387
2024-08-02,7.548387096774192
2024-08-03,8.129032258064516
2024-08-04,8.709677419354838
2024-08-05,6.387096774193548
2024-08-06,6.387096774193548
2024-08-07,6.387096774193548
2024-08-08,5.225806451612902
2024-08-09,6.96774193548387
2024-08-10,6.96774193548387
2024-08-11,5.806451612903225
2024-08-12,8.129032258064516
2024-08-13,6.96774193548387
2024-08-14,7.548387096774192
2024-08-15,8.709677419354838
2024-08-16,5.806451612903225
2024-08-17,6.387096774193548
2024-08-18,7.548387096774192
2024-08-19,6.96774193548387
2024-08-20,6.387096774193548
2024-08-21,6.387096774193548
2024-08-22,4.64516129032258
2024-08-23,4.64516129032258
2024-08-24,6.096774193548386
2024-08-25,5.806451612903225
2024-08-26,4.64516129032258
2024-08-27,4.354838709677419
2024-08-28,4.064516129032258
2024-08-29,4.64516129032258
2024-08-30,6.096774193548386
2024-08-31,5.806451612903225
2024-09-01,6.387096774193548
2024-09-02,6.096774193548386
2024-09-03,4.64516129032258
2024-09-04,4.064516129032258
2024-09-05,4.064516129032258
2024-09-06,4.64516129032258
2024-09-07,4.935483870967741
2024-09-08,5.225806451612902
2024-09-09,5.225806451612902
2024-09-10,4.064516129032258
2024-09-11,4.064516129032258
2024-09-12,4.064516129032258
2024-09-13,4.064516129032258
2024-09-14,4.64516129032258
2024-09-15,5.225806451612902
2024-09-16,4.64516129032258
2024-09-17,7.548387096774192
2024-09-18,5.225806451612902
2024-09-19,3.483870967741935
2024-09-20,4.64516129032258
2024-09-21,5.806451612903225
2024-09-22,5.806451612903225
2024-09-23,4.64516129032258
2024-09-24,4.064516129032258
2024-09-25,4.064516129032258
2024-09-26,4.064516129032258
2024-09-27,3.483870967741935
2024-09-28,4.64516129032258
2024-09-29,4.64516129032258
2024-09-30,3.483870967741935
2024-10-01,4.64516129032258
2024-10-02,44.12903225806451
2024-10-03,52.838709677419345
2024-10-04,29.032258064516125
2024-10-05,20.90322580645161
2024-10-06,16.258064516129032
2024-10-07,9.870967741935482
2024-10-08,7.548387096774192
2024-10-09,6.96774193548387
2024-10-10,7.548387096774192
2024-10-11,8.129032258064516
2024-10-12,7.548387096774192
2024-10-13,8.709677419354838
2024-10-14,6.96774193548387
2024-10-15,5.806451612903225
2024-10-16,5.225806451612902
2024-10-17,9.29032258064516
2024-10-18,7.548387096774192
2024-10-19,8.129032258064516
2024-10-20,7.548387096774192
2024-10-21,5.225806451612902
2024-10-22,5.225806451612902
2024-10-23,9.29032258064516
2024-10-24,8.709677419354838
2024-10-25,6.96774193548387
2024-10-26,6.96774193548387
2024-10-27,8.129032258064516
2024-10-28,5.806451612903225
2024-10-29,4.64516129032258
2024-10-30,4.064516129032258
2024-10-31,4.64516129032258
2024-11-01,4.064516129032258
2024-11-02,4.64516129032258
2024-11-03,5.225806451612902
2024-11-04,5.225806451612902
2024-11-05,4.64516129032258
2024-11-06,3.483870967741935
2024-11-07,4.64516129032258
2024-11-08,5.225806451612902
2024-11-09,6.387096774193548
2024-11-10,5.806451612903225
2024-11-11,5.225806451612902
2024-11-12,5.225806451612902
2024-11-13,4.64516129032258
2024-11-14,4.064516129032258
2024-11-15,4.064516129032258
2024-11-16,4.64516129032258
2024-11-17,4.64516129032258
2024-11-18,4.064516129032258
2024-11-19,4.064516129032258
2024-11-20,4.64516129032258
2024-11-21,4.64516129032258
2024-11-22,4.64516129032258
2024-11-23,5.806451612903225
2024-11-24,6.96774193548387
