Time,student_loan_forgiveness
2022-07-10,2.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,3.0
2022-07-15,3.0
2022-07-16,3.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,2.0
2022-07-23,1.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,3.0
2022-08-02,4.0
2022-08-03,3.0
2022-08-04,4.0
2022-08-05,4.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,4.0
2022-08-16,6.0
2022-08-17,6.0
2022-08-18,5.0
2022-08-19,4.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,5.0
2022-08-23,11.0
2022-08-24,100.0
2022-08-25,70.0
2022-08-26,39.0
2022-08-27,23.0
2022-08-28,17.0
2022-08-29,16.166666666666664
2022-08-30,15.0
2022-08-31,11.166666666666666
2022-09-01,8.833333333333332
2022-09-02,8.666666666666666
2022-09-03,6.0
2022-09-04,6.166666666666666
2022-09-05,6.833333333333333
2022-09-06,7.833333333333333
2022-09-07,7.833333333333333
2022-09-08,6.166666666666666
2022-09-09,5.833333333333333
2022-09-10,4.166666666666666
2022-09-11,3.6666666666666665
2022-09-12,5.166666666666666
2022-09-13,6.0
2022-09-14,6.833333333333333
2022-09-15,5.833333333333333
2022-09-16,5.0
2022-09-17,3.833333333333333
2022-09-18,4.0
2022-09-19,6.0
2022-09-20,6.0
2022-09-21,6.0
2022-09-22,5.666666666666666
2022-09-23,4.166666666666666
2022-09-24,3.0
2022-09-25,3.1666666666666665
2022-09-26,5.0
2022-09-27,6.833333333333333
2022-09-28,6.0
2022-09-29,6.333333333333333
2022-09-30,9.0
2022-10-01,10.666666666666666
2022-10-02,9.333333333333332
2022-10-03,12.333333333333332
2022-10-04,11.0
2022-10-05,10.333333333333332
2022-10-06,9.0
2022-10-07,7.666666666666666
2022-10-08,6.333333333333333
2022-10-09,5.666666666666666
2022-10-10,8.666666666666666
2022-10-11,10.666666666666666
2022-10-12,11.666666666666666
2022-10-13,8.333333333333332
2022-10-14,7.0
2022-10-15,33.33333333333333
2022-10-16,21.666666666666664
2022-10-17,29.0
2022-10-18,32.0
2022-10-19,17.333333333333332
2022-10-20,12.666666666666666
2022-10-21,11.666666666666666
2022-10-22,16.333333333333332
2022-10-23,9.0
2022-10-24,11.666666666666666
2022-10-25,9.333333333333332
2022-10-26,9.333333333333332
2022-10-27,8.333333333333332
2022-10-28,10.0
2022-10-29,9.0
2022-10-30,8.0
2022-10-31,12.333333333333332
2022-11-01,10.0
2022-11-02,8.0
2022-11-03,8.0
2022-11-04,7.666666666666666
2022-11-05,6.333333333333333
2022-11-06,5.333333333333333
2022-11-07,7.0
2022-11-08,6.666666666666666
2022-11-09,6.333333333333333
2022-11-10,7.0
2022-11-11,23.333333333333332
2022-11-12,9.333333333333332
2022-11-13,6.666666666666666
2022-11-14,8.333333333333332
2022-11-15,8.0
2022-11-16,6.333333333333333
2022-11-17,6.666666666666666
2022-11-18,6.333333333333333
2022-11-19,5.0
2022-11-20,8.666666666666666
2022-11-21,8.666666666666666
2022-11-22,9.0
2022-11-23,7.333333333333333
2022-11-24,3.0
2022-11-25,2.6666666666666665
2022-11-26,3.0
2022-11-27,3.0
2022-11-28,3.333333333333333
2022-11-29,3.6666666666666665
2022-11-30,3.6666666666666665
2022-12-01,4.666666666666666
2022-12-02,3.333333333333333
2022-12-03,2.0
2022-12-04,1.6666666666666665
2022-12-05,2.6666666666666665
2022-12-06,3.0
2022-12-07,2.6666666666666665
2022-12-08,3.0
2022-12-09,3.0
2022-12-10,2.6666666666666665
2022-12-11,2.0
2022-12-12,3.0
2022-12-13,3.333333333333333
2022-12-14,3.333333333333333
2022-12-15,2.6666666666666665
2022-12-16,2.333333333333333
2022-12-17,1.6666666666666665
2022-12-18,1.3333333333333333
2022-12-19,2.333333333333333
2022-12-20,2.6666666666666665
2022-12-21,3.0
2022-12-22,2.0
2022-12-23,1.6666666666666665
2022-12-24,1.0
2022-12-25,0.6666666666666666
2022-12-26,1.0
2022-12-27,1.6666666666666665
2022-12-28,2.0
2022-12-29,2.333333333333333
2022-12-30,1.6666666666666665
2022-12-31,1.3333333333333333
2023-01-01,1.0
2023-01-02,1.6666666666666665
2023-01-03,1.6666666666666665
2023-01-04,2.333333333333333
2023-01-05,2.6666666666666665
2023-01-06,2.6666666666666665
2023-01-07,1.6666666666666665
2023-01-08,1.3333333333333333
2023-01-09,2.333333333333333
2023-01-10,3.6666666666666665
2023-01-11,2.6666666666666665
2023-01-12,2.0
2023-01-13,2.333333333333333
2023-01-14,1.6666666666666665
2023-01-15,1.3333333333333333
2023-01-16,1.6666666666666665
2023-01-17,2.333333333333333
2023-01-18,3.333333333333333
2023-01-19,2.6666666666666665
2023-01-20,1.6666666666666665
2023-01-21,1.3333333333333333
2023-01-22,1.3333333333333333
2023-01-23,2.0
2023-01-24,2.6666666666666665
2023-01-25,1.6666666666666665
2023-01-26,1.6666666666666665
2023-01-27,2.0
2023-01-28,1.6666666666666665
2023-01-29,1.3333333333333333
2023-01-30,2.0
2023-01-31,2.6666666666666665
2023-02-01,2.6666666666666665
2023-02-02,2.333333333333333
2023-02-03,1.6666666666666665
2023-02-04,2.333333333333333
2023-02-05,1.6666666666666665
2023-02-06,1.6666666666666665
2023-02-07,2.333333333333333
2023-02-08,2.6666666666666665
2023-02-09,2.0
2023-02-10,2.0
2023-02-11,1.6666666666666665
2023-02-12,1.3333333333333333
2023-02-13,1.6666666666666665
2023-02-14,1.6666666666666665
2023-02-15,1.6666666666666665
2023-02-16,2.333333333333333
2023-02-17,2.0
2023-02-18,1.6666666666666665
2023-02-19,1.6666666666666665
2023-02-20,2.0
2023-02-21,2.333333333333333
2023-02-22,2.333333333333333
2023-02-23,2.0
2023-02-24,2.333333333333333
2023-02-25,2.0
2023-02-26,2.333333333333333
2023-02-27,4.333333333333333
2023-02-28,10.666666666666666
2023-03-01,10.0
2023-03-02,6.333333333333333
2023-03-03,4.333333333333333
2023-03-04,3.0
2023-03-05,2.333333333333333
2023-03-06,3.333333333333333
2023-03-07,3.333333333333333
2023-03-08,3.333333333333333
2023-03-09,3.0
2023-03-10,2.6666666666666665
2023-03-11,2.0
2023-03-12,2.0
2023-03-13,3.0
2023-03-14,3.6666666666666665
2023-03-15,3.0
2023-03-16,2.333333333333333
2023-03-17,2.333333333333333
2023-03-18,2.0
2023-03-19,1.6666666666666665
2023-03-20,2.6666666666666665
2023-03-21,2.6666666666666665
2023-03-22,3.333333333333333
2023-03-23,2.6666666666666665
2023-03-24,2.0
2023-03-25,1.6666666666666665
2023-03-26,1.6666666666666665
2023-03-27,2.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.333333333333333
2023-03-31,2.0
2023-04-01,1.3333333333333333
2023-04-02,1.3333333333333333
2023-04-03,2.0
2023-04-04,2.6666666666666665
2023-04-05,2.6666666666666665
2023-04-06,2.333333333333333
2023-04-07,2.0
2023-04-08,1.3333333333333333
2023-04-09,1.3333333333333333
2023-04-10,2.6666666666666665
2023-04-11,2.6666666666666665
2023-04-12,2.333333333333333
2023-04-13,3.0
2023-04-14,4.0
2023-04-15,2.6666666666666665
2023-04-16,2.0
2023-04-17,2.333333333333333
2023-04-18,2.333333333333333
2023-04-19,2.6666666666666665
2023-04-20,2.6666666666666665
2023-04-21,2.333333333333333
2023-04-22,2.0
2023-04-23,1.6666666666666665
2023-04-24,2.0
2023-04-25,2.333333333333333
2023-04-26,2.452380952380952
2023-04-27,2.238095238095238
2023-04-28,2.071428571428571
2023-04-29,1.6904761904761902
2023-04-30,1.6904761904761902
2023-05-01,2.238095238095238
2023-05-02,3.0
2023-05-03,2.6190476190476186
2023-05-04,2.071428571428571
2023-05-05,2.071428571428571
2023-05-06,3.0
2023-05-07,2.6190476190476186
2023-05-08,3.3809523809523805
2023-05-09,3.761904761904762
2023-05-10,3.0
2023-05-11,2.452380952380952
2023-05-12,3.0
2023-05-13,3.0
2023-05-14,2.071428571428571
2023-05-15,3.0
2023-05-16,3.1666666666666665
2023-05-17,3.0
2023-05-18,3.3809523809523805
2023-05-19,2.6190476190476186
2023-05-20,1.6904761904761902
2023-05-21,1.6904761904761902
2023-05-22,3.0
2023-05-23,2.6190476190476186
2023-05-24,2.452380952380952
2023-05-25,3.5476190476190474
2023-05-26,3.4285714285714284
2023-05-27,2.142857142857143
2023-05-28,2.571428571428571
2023-05-29,3.4285714285714284
2023-05-30,3.8571428571428568
2023-05-31,3.8571428571428568
2023-06-01,5.142857142857142
2023-06-02,5.142857142857142
2023-06-03,3.4285714285714284
2023-06-04,3.0
2023-06-05,3.4285714285714284
2023-06-06,3.4285714285714284
2023-06-07,3.0
2023-06-08,4.714285714285714
2023-06-09,3.0
2023-06-10,2.142857142857143
2023-06-11,1.7142857142857142
2023-06-12,3.4285714285714284
2023-06-13,3.4285714285714284
2023-06-14,3.4285714285714284
2023-06-15,4.714285714285714
2023-06-16,6.857142857142857
2023-06-17,3.8571428571428568
2023-06-18,2.571428571428571
2023-06-19,3.8571428571428568
2023-06-20,5.571428571428571
2023-06-21,5.142857142857142
2023-06-22,7.285714285714286
2023-06-23,7.285714285714286
2023-06-24,3.8571428571428568
2023-06-25,3.4285714285714284
2023-06-26,6.428571428571428
2023-06-27,12.857142857142856
2023-06-28,10.714285714285714
2023-06-29,19.285714285714285
2023-06-30,42.857142857142854
2023-07-01,10.285714285714285
2023-07-02,4.285714285714286
2023-07-03,3.8571428571428568
2023-07-04,2.142857142857143
2023-07-05,2.571428571428571
2023-07-06,2.142857142857143
2023-07-07,1.7142857142857142
2023-07-08,1.2857142857142856
2023-07-09,1.2857142857142856
2023-07-10,1.7142857142857142
2023-07-11,1.7142857142857142
2023-07-12,1.7142857142857142
2023-07-13,1.7142857142857142
2023-07-14,12.857142857142856
2023-07-15,8.142857142857142
2023-07-16,3.4285714285714284
2023-07-17,3.4285714285714284
2023-07-18,2.571428571428571
2023-07-19,2.571428571428571
2023-07-20,2.142857142857143
2023-07-21,2.571428571428571
2023-07-22,1.7142857142857142
2023-07-23,1.2857142857142856
2023-07-24,1.7142857142857142
2023-07-25,1.7142857142857142
2023-07-26,1.7142857142857142
2023-07-27,1.2857142857142856
2023-07-28,1.2857142857142856
2023-07-29,0.8571428571428571
2023-07-30,1.2857142857142856
2023-07-31,1.7142857142857142
2023-08-01,1.7142857142857142
2023-08-02,1.7142857142857142
2023-08-03,1.2857142857142856
2023-08-04,1.2857142857142856
2023-08-05,0.8571428571428571
2023-08-06,1.2857142857142856
2023-08-07,1.7142857142857142
2023-08-08,1.7142857142857142
2023-08-09,1.2857142857142856
2023-08-10,1.2857142857142856
2023-08-11,1.2857142857142856
2023-08-12,0.8571428571428571
2023-08-13,0.8571428571428571
2023-08-14,1.2857142857142856
2023-08-15,2.571428571428571
2023-08-16,2.142857142857143
2023-08-17,2.142857142857143
2023-08-18,1.7142857142857142
2023-08-19,1.2857142857142856
2023-08-20,1.7142857142857142
2023-08-21,2.142857142857143
2023-08-22,2.571428571428571
2023-08-23,2.571428571428571
2023-08-24,2.142857142857143
2023-08-25,1.7142857142857142
2023-08-26,1.2857142857142856
2023-08-27,1.2857142857142856
2023-08-28,1.7142857142857142
2023-08-29,1.7142857142857142
2023-08-30,1.7142857142857142
2023-08-31,1.7142857142857142
2023-09-01,1.7142857142857142
2023-09-02,1.2857142857142856
2023-09-03,0.8571428571428571
2023-09-04,1.2857142857142856
2023-09-05,1.2857142857142856
2023-09-06,1.2857142857142856
2023-09-07,1.2857142857142856
2023-09-08,1.2857142857142856
2023-09-09,0.8571428571428571
2023-09-10,0.8571428571428571
2023-09-11,0.8571428571428571
2023-09-12,0.8571428571428571
2023-09-13,0.8571428571428571
2023-09-14,1.2857142857142856
2023-09-15,1.2857142857142856
2023-09-16,0.8571428571428571
2023-09-17,0.8571428571428571
2023-09-18,1.2857142857142856
2023-09-19,1.2857142857142856
2023-09-20,1.2857142857142856
2023-09-21,1.2857142857142856
2023-09-22,1.2857142857142856
2023-09-23,0.8571428571428571
2023-09-24,1.2857142857142856
2023-09-25,1.2857142857142856
2023-09-26,1.2857142857142856
2023-09-27,1.2857142857142856
2023-09-28,1.2857142857142856
2023-09-29,1.2857142857142856
2023-09-30,1.2857142857142856
2023-10-01,0.8571428571428571
2023-10-02,1.2857142857142856
2023-10-03,1.2857142857142856
2023-10-04,3.4285714285714284
2023-10-05,5.142857142857142
2023-10-06,2.571428571428571
2023-10-07,1.2857142857142856
2023-10-08,1.2857142857142856
2023-10-09,1.2857142857142856
2023-10-10,1.2857142857142856
2023-10-11,1.2857142857142856
2023-10-12,0.8571428571428571
2023-10-13,0.8571428571428571
2023-10-14,0.8571428571428571
2023-10-15,0.8571428571428571
2023-10-16,0.8571428571428571
2023-10-17,0.8571428571428571
2023-10-18,0.8571428571428571
2023-10-19,0.8571428571428571
2023-10-20,0.8571428571428571
2023-10-21,0.42857142857142855
2023-10-22,0.8571428571428571
2023-10-23,0.8571428571428571
2023-10-24,0.8571428571428571
2023-10-25,0.8571428571428571
2023-10-26,0.8571428571428571
2023-10-27,0.8571428571428571
2023-10-28,0.42857142857142855
2023-10-29,0.8571428571428571
2023-10-30,0.8571428571428571
2023-10-31,0.8571428571428571
2023-11-01,0.8571428571428571
2023-11-02,0.8571428571428571
2023-11-03,0.8571428571428571
2023-11-04,0.8571428571428571
2023-11-05,0.8571428571428571
2023-11-06,0.8571428571428571
2023-11-07,0.8571428571428571
2023-11-08,0.8571428571428571
2023-11-09,0.8571428571428571
2023-11-10,0.8571428571428571
2023-11-11,0.42857142857142855
2023-11-12,0.42857142857142855
2023-11-13,0.8571428571428571
2023-11-14,0.8571428571428571
2023-11-15,0.8571428571428571
2023-11-16,0.8571428571428571
2023-11-17,0.42857142857142855
2023-11-18,0.42857142857142855
2023-11-19,0.42857142857142855
2023-11-20,0.42857142857142855
2023-11-21,0.42857142857142855
2023-11-22,0.42857142857142855
2023-11-23,0.42857142857142855
2023-11-24,0.42857142857142855
2023-11-25,0.42857142857142855
2023-11-26,0.42857142857142855
2023-11-27,0.8571428571428571
2023-11-28,0.8571428571428571
2023-11-29,2.142857142857143
2023-11-30,1.7142857142857142
2023-12-01,1.2857142857142856
2023-12-02,0.42857142857142855
2023-12-03,0.42857142857142855
2023-12-04,0.8571428571428571
2023-12-05,1.2857142857142856
2023-12-06,1.2857142857142856
2023-12-07,2.571428571428571
2023-12-08,1.7142857142857142
2023-12-09,0.8571428571428571
2023-12-10,0.8571428571428571
2023-12-11,0.8571428571428571
2023-12-12,0.8571428571428571
2023-12-13,0.8571428571428571
2023-12-14,0.8571428571428571
2023-12-15,0.8571428571428571
2023-12-16,0.42857142857142855
2023-12-17,0.42857142857142855
2023-12-18,0.8571428571428571
2023-12-19,0.8571428571428571
2023-12-20,1.2857142857142856
2023-12-21,0.8571428571428571
2023-12-22,0.7912087912087912
2023-12-23,0.478021978021978
2023-12-24,0.41208791208791207
2023-12-25,0.34615384615384615
2023-12-26,0.510989010989011
2023-12-27,0.8241758241758241
2023-12-28,0.8571428571428572
2023-12-29,0.8571428571428572
2023-12-30,0.510989010989011
2023-12-31,0.510989010989011
2024-01-01,0.44505494505494503
2024-01-02,0.8241758241758241
2024-01-03,0.8901098901098901
2024-01-04,0.7912087912087912
2024-01-05,0.7912087912087912
2024-01-06,0.7582417582417582
2024-01-07,0.5439560439560439
2024-01-08,0.7582417582417582
2024-01-09,0.8571428571428572
2024-01-10,0.8571428571428572
2024-01-11,0.8241758241758241
2024-01-12,1.6153846153846154
2024-01-13,1.302197802197802
2024-01-14,0.8901098901098901
2024-01-15,0.8571428571428572
2024-01-16,0.8571428571428572
2024-01-17,1.302197802197802
2024-01-18,0.956043956043956
2024-01-19,3.0164835164835164
2024-01-20,2.5384615384615383
2024-01-21,1.2527472527472527
2024-01-22,1.3186813186813187
2024-01-23,1.1868131868131868
2024-01-24,0.989010989010989
2024-01-25,0.989010989010989
2024-01-26,0.989010989010989
2024-01-27,0.6593406593406593
2024-01-28,0.6593406593406593
2024-01-29,0.7912087912087913
2024-01-30,0.9230769230769231
2024-01-31,0.9230769230769231
2024-02-01,0.9230769230769231
2024-02-02,0.7912087912087913
2024-02-03,0.7912087912087913
2024-02-04,0.7912087912087913
2024-02-05,0.7912087912087913
2024-02-06,0.8571428571428572
2024-02-07,0.7912087912087913
2024-02-08,0.7912087912087913
2024-02-09,0.6593406593406593
2024-02-10,0.5934065934065934
2024-02-11,0.46153846153846156
2024-02-12,0.5934065934065934
2024-02-13,0.7912087912087913
2024-02-14,0.5274725274725275
2024-02-15,0.6593406593406593
2024-02-16,0.7912087912087913
2024-02-17,0.5274725274725275
2024-02-18,0.5934065934065934
2024-02-19,0.6593406593406593
2024-02-20,0.7252747252747253
2024-02-21,6.065934065934066
2024-02-22,6.593406593406594
2024-02-23,2.967032967032967
2024-02-24,1.978021978021978
2024-02-25,1.120879120879121
2024-02-26,1.2527472527472527
2024-02-27,1.4505494505494505
2024-02-28,1.2527472527472527
2024-02-29,1.054945054945055
2024-03-01,1.120879120879121
2024-03-02,0.8571428571428572
2024-03-03,0.7252747252747253
2024-03-04,0.8571428571428572
2024-03-05,0.9230769230769231
2024-03-06,0.989010989010989
2024-03-07,0.9230769230769231
2024-03-08,0.989010989010989
2024-03-09,0.7252747252747253
2024-03-10,0.6593406593406593
2024-03-11,0.7912087912087913
2024-03-12,0.7252747252747253
2024-03-13,0.9230769230769231
2024-03-14,0.8571428571428572
2024-03-15,0.7912087912087913
2024-03-16,0.5934065934065934
2024-03-17,0.5934065934065934
2024-03-18,0.8571428571428572
2024-03-19,0.989010989010989
2024-03-20,0.7252747252747253
2024-03-21,2.769230769230769
2024-03-22,1.9120879120879122
2024-03-23,1.054945054945055
2024-03-24,0.8571428571428572
2024-03-25,0.989010989010989
2024-03-26,0.9230769230769231
2024-03-27,0.9230769230769231
2024-03-28,0.8571428571428572
2024-03-29,0.7912087912087913
2024-03-30,0.5934065934065934
2024-03-31,0.5274725274725275
2024-04-01,0.7912087912087913
2024-04-02,0.7912087912087913
2024-04-03,0.8571428571428572
2024-04-04,0.7912087912087913
2024-04-05,0.989010989010989
2024-04-06,0.7912087912087913
2024-04-07,0.7252747252747253
2024-04-08,2.4395604395604398
2024-04-09,3.89010989010989
2024-04-10,2.241758241758242
2024-04-11,1.5824175824175826
2024-04-12,4.813186813186813
2024-04-13,3.6923076923076925
2024-04-14,1.8461538461538463
2024-04-15,1.8461538461538463
2024-04-16,1.5164835164835164
2024-04-17,1.5164835164835164
2024-04-18,1.2527472527472527
2024-04-19,1.054945054945055
2024-04-20,0.8571428571428572
2024-04-21,0.8571428571428572
2024-04-22,1.120879120879121
2024-04-23,1.054945054945055
2024-04-24,1.1868131868131868
2024-04-25,1.2527472527472527
2024-04-26,1.054945054945055
2024-04-27,0.989010989010989
2024-04-28,0.8571428571428572
2024-04-29,1.5824175824175826
2024-04-30,2.7032967032967035
2024-05-01,2.5054945054945055
2024-05-02,1.5824175824175826
2024-05-03,1.1868131868131868
2024-05-04,0.7252747252747253
2024-05-05,0.9230769230769231
2024-05-06,1.3846153846153846
2024-05-07,1.120879120879121
2024-05-08,0.9230769230769231
2024-05-09,0.8571428571428572
2024-05-10,0.6593406593406593
2024-05-11,0.46153846153846156
2024-05-12,0.5934065934065934
2024-05-13,0.7912087912087913
2024-05-14,0.7252747252747253
2024-05-15,0.7912087912087913
2024-05-16,0.8571428571428572
2024-05-17,0.7252747252747253
2024-05-18,0.5274725274725275
2024-05-19,0.5934065934065934
2024-05-20,0.6593406593406593
2024-05-21,0.7912087912087913
2024-05-22,3.032967032967033
2024-05-23,2.5714285714285716
2024-05-24,1.7142857142857144
2024-05-25,0.989010989010989
2024-05-26,0.8571428571428572
2024-05-27,0.7252747252747253
2024-05-28,1.054945054945055
2024-05-29,0.989010989010989
2024-05-30,0.8571428571428572
2024-05-31,0.7912087912087913
2024-06-01,0.5934065934065934
2024-06-02,0.5934065934065934
2024-06-03,0.7912087912087913
2024-06-04,0.8571428571428572
2024-06-05,0.7912087912087913
2024-06-06,0.7252747252747253
2024-06-07,0.8571428571428572
2024-06-08,0.5934065934065934
2024-06-09,0.5274725274725275
2024-06-10,0.7912087912087913
2024-06-11,0.9230769230769231
2024-06-12,0.8571428571428572
2024-06-13,0.8571428571428572
2024-06-14,0.7252747252747253
2024-06-15,0.5274725274725275
2024-06-16,0.46153846153846156
2024-06-17,0.7912087912087913
2024-06-18,0.7912087912087913
2024-06-19,0.7252747252747253
2024-06-20,0.9230769230769231
2024-06-21,0.9230769230769231
2024-06-22,0.6593406593406593
2024-06-23,0.5934065934065934
2024-06-24,0.7912087912087913
2024-06-25,1.3846153846153846
2024-06-26,0.989010989010989
2024-06-27,0.6593406593406593
2024-06-28,0.7912087912087913
2024-06-29,0.6593406593406593
2024-06-30,0.5274725274725275
2024-07-01,0.7252747252747253
2024-07-02,0.7912087912087913
2024-07-03,0.7252747252747253
2024-07-04,0.5274725274725275
2024-07-05,0.5274725274725275
2024-07-06,0.46153846153846156
2024-07-07,0.5274725274725275
2024-07-08,0.7252747252747253
2024-07-09,0.7252747252747253
2024-07-10,0.7252747252747253
2024-07-11,0.7252747252747253
2024-07-12,0.6593406593406593
2024-07-13,0.46153846153846156
2024-07-14,0.39560439560439564
2024-07-15,0.6593406593406593
2024-07-16,0.7252747252747253
2024-07-17,0.7252747252747253
2024-07-18,1.7802197802197803
2024-07-19,1.3186813186813187
2024-07-20,0.5934065934065934
2024-07-21,0.6593406593406593
2024-07-22,0.7912087912087913
2024-07-23,0.7912087912087913
2024-07-24,0.7252747252747253
2024-07-25,0.6593406593406593
2024-07-26,0.5274725274725275
2024-07-27,0.46153846153846156
2024-07-28,0.39560439560439564
2024-07-29,0.5934065934065934
2024-07-30,0.6593406593406593
2024-07-31,1.2527472527472527
2024-08-01,1.1868131868131868
2024-08-02,1.054945054945055
2024-08-03,0.6593406593406593
2024-08-04,0.5274725274725275
2024-08-05,0.8571428571428572
2024-08-06,0.8571428571428572
2024-08-07,0.989010989010989
2024-08-08,0.8571428571428572
2024-08-09,0.9230769230769231
2024-08-10,0.6593406593406593
2024-08-11,0.5934065934065934
2024-08-12,0.989010989010989
2024-08-13,0.989010989010989
2024-08-14,0.9230769230769231
2024-08-15,0.8571428571428572
2024-08-16,0.6593406593406593
2024-08-17,0.5934065934065934
2024-08-18,0.5274725274725275
2024-08-19,0.6428571428571428
2024-08-20,0.6593406593406593
2024-08-21,0.7087912087912087
2024-08-22,0.7747252747252747
2024-08-23,0.7252747252747253
2024-08-24,0.46153846153846156
2024-08-25,0.510989010989011
2024-08-26,0.6593406593406593
2024-08-27,0.6593406593406593
2024-08-28,0.8571428571428572
2024-08-29,0.9065934065934067
2024-08-30,0.6593406593406593
2024-08-31,0.543956043956044
2024-09-01,0.46153846153846156
2024-09-02,0.34615384615384615
2024-09-03,0.5934065934065934
2024-09-04,0.7087912087912087
2024-09-05,0.510989010989011
2024-09-06,0.46153846153846156
2024-09-07,0.39560439560439564
2024-09-08,0.39560439560439564
2024-09-09,0.39560439560439564
2024-09-10,0.510989010989011
2024-09-11,0.8406593406593408
2024-09-12,0.5769230769230769
