Time,moon knight
2022-06-19,6.0
2022-06-20,5.0
2022-06-21,5.0
2022-06-22,4.0
2022-06-23,4.0
2022-06-24,4.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,4.0
2022-06-28,4.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,3.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,3.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,4.0
2022-07-24,5.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,4.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,3.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,3.0
2022-08-19,3.0
2022-08-20,4.0
2022-08-21,4.0
2022-08-22,3.0
2022-08-23,2.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,34.5
2022-08-30,31.0
2022-08-31,35.5
2022-09-01,33.0
2022-09-02,38.5
2022-09-03,39.5
2022-09-04,43.5
2022-09-05,45.5
2022-09-06,37.5
2022-09-07,33.0
2022-09-08,32.0
2022-09-09,31.5
2022-09-10,47.5
2022-09-11,51.0
2022-09-12,36.5
2022-09-13,39.0
2022-09-14,40.0
2022-09-15,32.5
2022-09-16,44.5
2022-09-17,51.5
2022-09-18,45.0
2022-09-19,34.0
2022-09-20,31.5
2022-09-21,35.5
2022-09-22,30.5
2022-09-23,31.0
2022-09-24,36.5
2022-09-25,39.5
2022-09-26,28.5
2022-09-27,29.5
2022-09-28,52.0
2022-09-29,55.0
2022-09-30,51.0
2022-10-01,60.0
2022-10-02,63.0
2022-10-03,55.0
2022-10-04,61.0
2022-10-05,52.0
2022-10-06,56.0
2022-10-07,65.0
2022-10-08,80.0
2022-10-09,91.0
2022-10-10,69.0
2022-10-11,73.0
2022-10-12,63.0
2022-10-13,72.0
2022-10-14,64.0
2022-10-15,69.0
2022-10-16,70.0
2022-10-17,60.0
2022-10-18,54.0
2022-10-19,52.0
2022-10-20,58.0
2022-10-21,58.0
2022-10-22,66.0
2022-10-23,69.0
2022-10-24,59.0
2022-10-25,55.0
2022-10-26,46.0
2022-10-27,52.0
2022-10-28,57.0
2022-10-29,58.0
2022-10-30,56.0
2022-10-31,63.0
2022-11-01,57.0
2022-11-02,42.0
2022-11-03,35.0
2022-11-04,41.0
2022-11-05,44.0
2022-11-06,49.0
2022-11-07,36.0
2022-11-08,37.0
2022-11-09,34.0
2022-11-10,37.0
2022-11-11,41.0
2022-11-12,50.0
2022-11-13,54.0
2022-11-14,45.0
2022-11-15,44.0
2022-11-16,45.0
2022-11-17,36.0
2022-11-18,37.0
2022-11-19,41.0
2022-11-20,46.0
2022-11-21,38.0
2022-11-22,32.0
2022-11-23,43.0
2022-11-24,42.0
2022-11-25,47.0
2022-11-26,43.0
2022-11-27,54.0
2022-11-28,41.0
2022-11-29,36.0
2022-11-30,37.0
2022-12-01,35.0
2022-12-02,39.0
2022-12-03,39.0
2022-12-04,50.0
2022-12-05,41.0
2022-12-06,35.0
2022-12-07,37.0
2022-12-08,44.0
2022-12-09,33.0
2022-12-10,43.0
2022-12-11,52.0
2022-12-12,41.0
2022-12-13,41.0
2022-12-14,36.0
2022-12-15,33.0
2022-12-16,39.0
2022-12-17,47.0
2022-12-18,45.0
2022-12-19,34.0
2022-12-20,37.0
2022-12-21,53.0
2022-12-22,46.0
2022-12-23,40.0
2022-12-24,44.0
2022-12-25,55.0
2022-12-26,52.0
2022-12-27,48.0
2022-12-28,53.0
2022-12-29,51.0
2022-12-30,50.0
2022-12-31,47.0
2023-01-01,46.0
2023-01-02,54.0
2023-01-03,43.0
2023-01-04,42.0
2023-01-05,51.0
2023-01-06,46.0
2023-01-07,51.0
2023-01-08,54.0
2023-01-09,38.0
2023-01-10,38.0
2023-01-11,42.0
2023-01-12,37.0
2023-01-13,37.0
2023-01-14,42.0
2023-01-15,40.0
2023-01-16,52.0
2023-01-17,41.0
2023-01-18,35.0
2023-01-19,41.0
2023-01-20,36.0
2023-01-21,49.0
2023-01-22,41.0
2023-01-23,34.0
2023-01-24,36.0
2023-01-25,39.0
2023-01-26,41.0
2023-01-27,40.0
2023-01-28,43.0
2023-01-29,45.0
2023-01-30,36.0
2023-01-31,40.0
2023-02-01,36.0
2023-02-02,35.0
2023-02-03,38.0
2023-02-04,39.0
2023-02-05,48.0
2023-02-06,37.0
2023-02-07,34.0
2023-02-08,31.0
2023-02-09,35.0
2023-02-10,38.0
2023-02-11,39.0
2023-02-12,44.0
2023-02-13,33.0
2023-02-14,37.0
2023-02-15,31.0
2023-02-16,55.0
2023-02-17,42.0
2023-02-18,45.0
2023-02-19,51.0
2023-02-20,47.0
2023-02-21,42.0
2023-02-22,41.0
2023-02-23,36.0
2023-02-24,37.0
2023-02-25,47.0
2023-02-26,45.0
2023-02-27,40.0
2023-02-28,34.0
2023-03-01,43.0
2023-03-02,38.0
2023-03-03,42.0
2023-03-04,45.0
2023-03-05,49.0
2023-03-06,42.0
2023-03-07,38.0
2023-03-08,35.0
2023-03-09,34.0
2023-03-10,35.0
2023-03-11,42.0
2023-03-12,40.0
2023-03-13,39.0
2023-03-14,34.0
2023-03-15,26.0
2023-03-16,37.0
2023-03-17,37.0
2023-03-18,44.0
2023-03-19,36.0
2023-03-20,35.0
2023-03-21,32.0
2023-03-22,38.0
2023-03-23,37.0
2023-03-24,35.0
2023-03-25,44.0
2023-03-26,41.0
2023-03-27,35.0
2023-03-28,33.0
2023-03-29,36.0
2023-03-30,33.0
2023-03-31,38.0
2023-04-01,41.0
2023-04-02,37.0
2023-04-03,32.0
2023-04-04,28.0
2023-04-05,31.0
2023-04-06,40.0
2023-04-07,34.0
2023-04-08,44.0
2023-04-09,43.0
2023-04-10,29.0
2023-04-11,34.0
2023-04-12,33.0
2023-04-13,33.0
2023-04-14,31.0
2023-04-15,37.0
2023-04-16,33.0
2023-04-17,36.0
2023-04-18,24.0
2023-04-19,32.0
2023-04-20,30.0
2023-04-21,31.0
2023-04-22,36.0
2023-04-23,36.0
2023-04-24,32.0
2023-04-25,33.0
2023-04-26,39.0
2023-04-27,38.0
2023-04-28,38.0
2023-04-29,42.0
2023-04-30,55.5
2023-05-01,39.5
2023-05-02,34.0
2023-05-03,36.5
2023-05-04,43.5
2023-05-05,38.0
2023-05-06,50.0
2023-05-07,49.0
2023-05-08,43.0
2023-05-09,39.0
2023-05-10,31.5
2023-05-11,34.5
2023-05-12,35.0
2023-05-13,36.5
2023-05-14,47.5
2023-05-15,41.0
2023-05-16,43.5
2023-05-17,43.5
2023-05-18,35.5
2023-05-19,38.5
2023-05-20,47.5
2023-05-21,52.5
2023-05-22,51.5
2023-05-23,49.0
2023-05-24,56.5
2023-05-25,54.0
2023-05-26,75.0
2023-05-27,90.0
2023-05-28,74.0
2023-05-29,100.0
2023-05-30,60.0
2023-05-31,61.0
2023-06-01,59.0
2023-06-02,62.0
2023-06-03,72.0
2023-06-04,91.0
2023-06-05,63.0
2023-06-06,64.0
2023-06-07,65.0
2023-06-08,72.0
2023-06-09,57.0
2023-06-10,74.0
2023-06-11,70.0
2023-06-12,56.0
2023-06-13,47.0
2023-06-14,78.0
2023-06-15,63.0
2023-06-16,67.0
2023-06-17,62.0
2023-06-18,65.0
2023-06-19,68.0
2023-06-20,52.0
2023-06-21,61.0
2023-06-22,52.0
2023-06-23,55.0
2023-06-24,58.0
2023-06-25,68.0
2023-06-26,48.0
2023-06-27,59.0
2023-06-28,63.0
2023-06-29,53.0
2023-06-30,63.0
2023-07-01,67.0
2023-07-02,62.0
2023-07-03,61.0
2023-07-04,64.0
2023-07-05,62.0
2023-07-06,53.0
2023-07-07,52.0
2023-07-08,68.0
2023-07-09,73.0
2023-07-10,57.0
2023-07-11,49.0
2023-07-12,55.0
2023-07-13,48.0
2023-07-14,52.0
2023-07-15,69.0
2023-07-16,67.0
2023-07-17,55.0
2023-07-18,59.0
2023-07-19,55.0
2023-07-20,50.0
2023-07-21,60.0
2023-07-22,63.0
2023-07-23,64.0
2023-07-24,56.0
2023-07-25,55.0
2023-07-26,48.0
2023-07-27,53.0
2023-07-28,47.0
2023-07-29,59.0
2023-07-30,63.0
2023-07-31,58.0
2023-08-01,55.0
2023-08-02,57.0
2023-08-03,51.0
2023-08-04,43.0
2023-08-05,54.0
2023-08-06,54.0
2023-08-07,51.0
2023-08-08,54.0
2023-08-09,39.0
2023-08-10,48.0
2023-08-11,48.0
2023-08-12,53.0
2023-08-13,56.0
2023-08-14,44.0
2023-08-15,38.0
2023-08-16,39.0
2023-08-17,37.0
2023-08-18,37.0
2023-08-19,57.0
2023-08-20,64.0
2023-08-21,54.0
2023-08-22,46.0
2023-08-23,51.0
2023-08-24,43.0
2023-08-25,51.0
2023-08-26,50.0
2023-08-27,56.0
2023-08-28,49.0
2023-08-29,53.0
2023-08-30,46.0
2023-08-31,48.0
2023-09-01,41.0
2023-09-02,62.0
2023-09-03,57.0
2023-09-04,59.0
2023-09-05,39.0
2023-09-06,37.0
2023-09-07,36.0
2023-09-08,46.0
2023-09-09,51.0
2023-09-10,52.0
2023-09-11,41.0
2023-09-12,34.0
2023-09-13,41.0
2023-09-14,45.0
2023-09-15,44.0
2023-09-16,46.0
2023-09-17,55.0
2023-09-18,41.0
2023-09-19,37.0
2023-09-20,45.0
2023-09-21,44.0
2023-09-22,45.0
2023-09-23,47.0
2023-09-24,48.0
2023-09-25,41.0
2023-09-26,40.0
2023-09-27,47.0
2023-09-28,40.0
2023-09-29,52.0
2023-09-30,49.0
2023-10-01,54.0
2023-10-02,54.0
2023-10-03,43.0
2023-10-04,43.0
2023-10-05,47.0
2023-10-06,51.0
2023-10-07,54.0
2023-10-08,57.0
2023-10-09,54.0
2023-10-10,56.0
2023-10-11,46.0
2023-10-12,55.0
2023-10-13,56.0
2023-10-14,64.0
2023-10-15,61.0
2023-10-16,50.0
2023-10-17,49.0
2023-10-18,44.0
2023-10-19,45.0
2023-10-20,50.0
2023-10-21,55.0
2023-10-22,57.0
2023-10-23,61.0
2023-10-24,42.0
2023-10-25,45.0
2023-10-26,50.0
2023-10-27,49.0
2023-10-28,60.0
2023-10-29,55.0
2023-10-30,41.0
2023-10-31,47.0
2023-11-01,56.0
2023-11-02,45.0
2023-11-03,55.0
2023-11-04,65.0
2023-11-05,65.0
2023-11-06,50.0
2023-11-07,44.0
2023-11-08,49.0
2023-11-09,48.0
2023-11-10,56.0
2023-11-11,55.0
2023-11-12,64.0
2023-11-13,52.0
2023-11-14,47.0
2023-11-15,54.0
2023-11-16,49.0
2023-11-17,62.0
2023-11-18,57.0
2023-11-19,54.0
2023-11-20,44.0
2023-11-21,46.0
2023-11-22,49.0
2023-11-23,50.0
2023-11-24,46.0
2023-11-25,56.0
2023-11-26,61.0
2023-11-27,57.0
2023-11-28,45.0
2023-11-29,68.0
2023-11-30,44.0
2023-12-01,40.0
2023-12-02,57.0
2023-12-03,42.0
2023-12-04,37.0
2023-12-05,46.0
2023-12-06,34.0
2023-12-07,36.0
2023-12-08,36.0
2023-12-09,44.0
2023-12-10,48.0
2023-12-11,37.0
2023-12-12,39.0
2023-12-13,43.0
2023-12-14,49.0
2023-12-15,34.0
2023-12-16,45.0
2023-12-17,50.0
2023-12-18,45.0
2023-12-19,38.0
2023-12-20,42.0
2023-12-21,42.0
2023-12-22,46.0
2023-12-23,33.5
2023-12-24,34.0
2023-12-25,39.5
2023-12-26,37.5
2023-12-27,38.0
2023-12-28,34.0
2023-12-29,31.5
2023-12-30,39.5
2023-12-31,39.0
2024-01-01,42.5
2024-01-02,34.5
2024-01-03,39.0
2024-01-04,29.0
2024-01-05,37.5
2024-01-06,38.0
2024-01-07,39.0
2024-01-08,27.5
2024-01-09,29.0
2024-01-10,34.0
2024-01-11,39.5
2024-01-12,32.5
2024-01-13,45.0
2024-01-14,43.5
2024-01-15,33.5
2024-01-16,38.0
2024-01-17,30.5
2024-01-18,30.0
2024-01-19,24.5
2024-01-20,37.5
2024-01-21,19.0
2024-01-22,14.0
2024-01-23,16.0
2024-01-24,17.0
2024-01-25,15.0
2024-01-26,16.0
2024-01-27,18.0
2024-01-28,20.0
2024-01-29,16.0
2024-01-30,13.0
2024-01-31,15.0
2024-02-01,13.0
2024-02-02,14.0
2024-02-03,18.0
2024-02-04,18.0
2024-02-05,15.0
2024-02-06,11.0
2024-02-07,12.0
2024-02-08,15.0
2024-02-09,13.0
2024-02-10,14.0
2024-02-11,17.0
2024-02-12,13.0
2024-02-13,12.0
2024-02-14,14.0
2024-02-15,17.0
2024-02-16,20.0
2024-02-17,20.0
2024-02-18,19.0
2024-02-19,19.0
2024-02-20,14.0
2024-02-21,13.0
2024-02-22,12.0
2024-02-23,14.0
2024-02-24,16.0
2024-02-25,16.0
2024-02-26,15.0
2024-02-27,15.0
2024-02-28,17.0
2024-02-29,17.0
2024-03-01,14.0
2024-03-02,19.0
2024-03-03,17.0
2024-03-04,18.0
2024-03-05,18.0
2024-03-06,19.0
2024-03-07,16.0
2024-03-08,15.0
2024-03-09,16.0
2024-03-10,19.0
2024-03-11,14.0
2024-03-12,20.0
2024-03-13,18.0
2024-03-14,15.0
2024-03-15,18.0
2024-03-16,13.0
2024-03-17,19.0
2024-03-18,15.0
2024-03-19,12.0
2024-03-20,16.0
2024-03-21,11.0
2024-03-22,13.0
2024-03-23,16.0
2024-03-24,20.0
2024-03-25,15.0
2024-03-26,14.0
2024-03-27,15.0
2024-03-28,14.0
2024-03-29,14.0
2024-03-30,19.0
2024-03-31,17.0
2024-04-01,16.0
2024-04-02,15.0
2024-04-03,18.0
2024-04-04,13.0
2024-04-05,15.0
2024-04-06,15.0
2024-04-07,16.0
2024-04-08,15.0
2024-04-09,17.0
2024-04-10,14.0
2024-04-11,13.0
2024-04-12,15.0
2024-04-13,13.0
2024-04-14,13.0
2024-04-15,10.0
2024-04-16,15.0
2024-04-17,11.0
2024-04-18,13.0
2024-04-19,13.0
2024-04-20,17.0
2024-04-21,19.0
2024-04-22,17.0
2024-04-23,16.0
2024-04-24,15.0
2024-04-25,14.0
2024-04-26,16.0
2024-04-27,22.0
2024-04-28,22.0
2024-04-29,21.0
2024-04-30,20.0
2024-05-01,17.0
2024-05-02,15.0
2024-05-03,15.0
2024-05-04,20.0
2024-05-05,20.0
2024-05-06,14.0
2024-05-07,15.0
2024-05-08,12.0
2024-05-09,14.0
2024-05-10,15.0
2024-05-11,16.0
2024-05-12,17.0
2024-05-13,14.0
2024-05-14,19.0
2024-05-15,14.0
2024-05-16,14.0
2024-05-17,13.0
2024-05-18,18.0
2024-05-19,19.0
2024-05-20,14.0
2024-05-21,13.0
2024-05-22,17.0
2024-05-23,15.0
2024-05-24,17.0
2024-05-25,16.0
2024-05-26,17.0
2024-05-27,19.0
2024-05-28,16.0
2024-05-29,14.0
2024-05-30,19.0
2024-05-31,14.0
2024-06-01,17.0
2024-06-02,19.0
2024-06-03,16.0
2024-06-04,14.0
2024-06-05,12.0
2024-06-06,12.0
2024-06-07,11.0
2024-06-08,12.0
2024-06-09,16.0
2024-06-10,13.0
2024-06-11,11.0
2024-06-12,14.0
2024-06-13,10.0
2024-06-14,10.0
2024-06-15,14.0
2024-06-16,19.0
2024-06-17,17.0
2024-06-18,14.0
2024-06-19,10.0
2024-06-20,16.0
2024-06-21,70.0
2024-06-22,100.0
2024-06-23,84.0
2024-06-24,52.0
2024-06-25,35.0
2024-06-26,34.0
2024-06-27,30.0
2024-06-28,26.0
2024-06-29,34.0
2024-06-30,36.0
2024-07-01,26.0
2024-07-02,24.0
2024-07-03,28.0
2024-07-04,28.0
2024-07-05,27.0
2024-07-06,24.0
2024-07-07,27.0
2024-07-08,21.0
2024-07-09,17.0
2024-07-10,19.0
2024-07-11,19.0
2024-07-12,21.0
2024-07-13,23.0
2024-07-14,22.0
2024-07-15,20.0
2024-07-16,19.0
2024-07-17,17.0
2024-07-18,18.0
2024-07-19,16.0
2024-07-20,19.0
2024-07-21,24.0
2024-07-22,19.0
2024-07-23,17.0
2024-07-24,13.0
2024-07-25,14.0
2024-07-26,17.0
2024-07-27,21.0
2024-07-28,30.0
2024-07-29,24.0
2024-07-30,29.0
2024-07-31,20.0
2024-08-01,24.0
2024-08-02,22.0
2024-08-03,28.0
2024-08-04,23.0
2024-08-05,19.0
2024-08-06,21.0
2024-08-07,21.0
2024-08-08,21.0
2024-08-09,20.0
2024-08-10,27.0
2024-08-11,30.0
2024-08-12,25.0
2024-08-13,21.0
2024-08-14,21.0
2024-08-15,21.0
2024-08-16,24.0
2024-08-17,28.0
2024-08-18,29.5
2024-08-19,23.0
2024-08-20,25.5
2024-08-21,25.5
2024-08-22,26.0
2024-08-23,22.0
2024-08-24,30.5
2024-08-25,33.0
2024-08-26,22.0
2024-08-27,22.0
2024-08-28,22.0
2024-08-29,18.0
2024-08-30,22.0
2024-08-31,25.0
2024-09-01,24.5
2024-09-02,26.0
2024-09-03,21.0
2024-09-04,19.0
2024-09-05,18.5
2024-09-06,18.0
2024-09-07,22.5
2024-09-08,24.0
2024-09-09,17.5
2024-09-10,16.5
2024-09-11,19.5
2024-09-12,19.0
2024-09-13,16.5
2024-09-14,24.0
2024-09-15,25.0
2024-09-16,20.0
2024-09-17,17.0
2024-09-18,22.0
2024-09-19,21.0
2024-09-20,19.0
2024-09-21,27.0
2024-09-22,28.0
2024-09-23,24.0
2024-09-24,27.0
2024-09-25,28.0
2024-09-26,27.0
2024-09-27,28.0
2024-09-28,30.0
2024-09-29,33.0
2024-09-30,28.0
2024-10-01,27.0
2024-10-02,25.0
2024-10-03,28.0
2024-10-04,24.0
2024-10-05,31.0
2024-10-06,33.0
2024-10-07,26.0
2024-10-08,22.0
2024-10-09,19.0
2024-10-10,22.0
2024-10-11,25.0
2024-10-12,30.0
2024-10-13,26.0
2024-10-14,22.0
2024-10-15,19.0
2024-10-16,20.0
2024-10-17,20.0
2024-10-18,24.0
2024-10-19,29.0
2024-10-20,26.0
2024-10-21,22.0
2024-10-22,20.0
2024-10-23,24.0
2024-10-24,22.0
2024-10-25,19.0
2024-10-26,28.0
2024-10-27,31.0
2024-10-28,23.0
2024-10-29,18.0
2024-10-30,24.0
2024-10-31,27.0
2024-11-01,22.0
2024-11-02,25.0
2024-11-03,18.0
2024-11-04,24.0
2024-11-05,16.0
2024-11-06,13.0
2024-11-07,16.0
2024-11-08,22.0
2024-11-09,31.0
2024-11-10,32.0
2024-11-11,29.0
2024-11-12,22.0
2024-11-13,18.0
2024-11-14,18.0
2024-11-15,23.0
2024-11-16,18.0
2024-11-17,21.0
2024-11-18,17.0
2024-11-19,18.0
2024-11-20,17.0
2024-11-21,17.0
2024-11-22,18.0
2024-11-23,18.0
2024-11-24,18.0
2024-11-25,18.0
2024-11-26,17.0
2024-11-27,17.0
2024-11-28,17.0
2024-11-29,21.0
2024-11-30,25.0
2024-12-01,24.0
2024-12-02,13.0
2024-12-03,19.0
2024-12-04,20.0
2024-12-05,19.0
2024-12-06,44.0
2024-12-07,56.0
2024-12-08,67.0
2024-12-09,62.0
2024-12-10,59.0
2024-12-11,54.0
2024-12-12,65.0
2024-12-13,52.0
2024-12-14,63.0
2024-12-15,65.0
2024-12-16,61.0
2024-12-17,55.0
2024-12-18,55.0
2024-12-19,70.0
2024-12-20,55.0
2024-12-21,64.0
2024-12-22,57.0
2024-12-23,58.0
2024-12-24,67.0
2024-12-25,61.0
2024-12-26,58.0
2024-12-27,56.0
2024-12-28,56.0
2024-12-29,62.0
2024-12-30,65.0
2024-12-31,62.0
2025-01-01,66.0
2025-01-02,64.0
2025-01-03,71.0
2025-01-04,74.0
2025-01-05,73.0
2025-01-06,73.0
2025-01-07,74.0
2025-01-08,69.0
2025-01-09,78.0
2025-01-10,88.0
2025-01-11,64.0
2025-01-12,86.0
2025-01-13,62.0
2025-01-14,64.0
2025-01-15,60.0
2025-01-16,59.0
2025-01-17,56.0
2025-01-18,61.0
2025-01-19,55.0
2025-01-20,59.0
2025-01-21,55.0
2025-01-22,51.0
2025-01-23,58.0
2025-01-24,49.0
2025-01-25,55.0
2025-01-26,56.0
2025-01-27,49.0
2025-01-28,50.0
2025-01-29,44.0
2025-01-30,46.0
2025-01-31,40.0
2025-02-01,51.0
2025-02-02,51.0
2025-02-03,46.0
2025-02-04,39.0
2025-02-05,44.0
2025-02-06,39.0
2025-02-07,36.0
2025-02-08,44.0
2025-02-09,49.0
2025-02-10,38.0
2025-02-11,34.0
2025-02-12,40.0
2025-02-13,41.0
2025-02-14,43.0
2025-02-15,47.0
2025-02-16,51.0
2025-02-17,40.0
2025-02-18,48.0
2025-02-19,40.0
2025-02-20,41.0
2025-02-21,44.0
2025-02-22,50.0
2025-02-23,64.0
2025-02-24,62.0
2025-02-25,54.0
2025-02-26,43.0
2025-02-27,40.0
2025-02-28,100.0
2025-03-01,66.0
2025-03-02,45.0
2025-03-03,41.0
2025-03-04,40.0
2025-03-05,39.0
2025-03-06,34.0
2025-03-07,31.0
2025-03-08,40.0
2025-03-09,42.0
2025-03-10,35.0
2025-03-11,34.0
2025-03-12,30.0
2025-03-13,31.0
2025-03-14,28.0
2025-03-15,36.0
2025-03-16,36.0
2025-03-17,29.0
2025-03-18,26.0
2025-03-19,27.0
2025-03-20,31.0
2025-03-21,29.0
2025-03-22,29.0
2025-03-23,35.0
2025-03-24,35.0
2025-03-25,30.0
2025-03-26,38.0
2025-03-27,33.0
2025-03-28,41.0
2025-03-29,42.0
2025-03-30,40.0
2025-03-31,33.0
2025-04-01,32.0
2025-04-02,31.0
2025-04-03,27.0
2025-04-04,31.0
2025-04-05,32.0
2025-04-06,34.0
2025-04-07,32.0
2025-04-08,25.0
2025-04-09,24.0
2025-04-10,29.0
2025-04-11,31.0
2025-04-12,38.0
2025-04-13,38.0
2025-04-14,33.0
2025-04-15,39.0
2025-04-16,49.5
2025-04-17,39.5
2025-04-18,48.0
2025-04-19,45.0
2025-04-20,55.5
2025-04-21,40.5
2025-04-22,34.5
2025-04-23,33.0
2025-04-24,45.5
2025-04-25,30.5
2025-04-26,43.5
2025-04-27,36.0
2025-04-28,32.0
2025-04-29,36.0
2025-04-30,33.0
2025-05-01,31.0
2025-05-02,33.5
2025-05-03,43.0
2025-05-04,49.0
2025-05-05,38.0
2025-05-06,40.0
2025-05-07,33.5
2025-05-08,40.0
2025-05-09,36.5
2025-05-10,50.5
2025-05-11,48.0
2025-05-12,37.5
2025-05-13,41.5
2025-05-14,42.0
2025-05-15,41.0
2025-05-16,36.0
2025-05-17,51.0
2025-05-18,59.0
2025-05-19,56.0
2025-05-20,44.0
2025-05-21,44.0
2025-05-22,46.0
2025-05-23,48.0
2025-05-24,48.0
2025-05-25,61.0
2025-05-26,69.0
2025-05-27,57.0
2025-05-28,61.0
2025-05-29,56.0
2025-05-30,58.0
2025-05-31,58.0
2025-06-01,71.0
2025-06-02,62.0
2025-06-03,49.0
2025-06-04,43.0
2025-06-05,37.0
2025-06-06,31.0
2025-06-07,46.0
2025-06-08,45.0
2025-06-09,50.0
2025-06-10,42.0
2025-06-11,37.0
2025-06-12,47.0
2025-06-13,42.0
2025-06-14,48.0
2025-06-15,52.0
2025-06-16,37.0
2025-06-17,46.0
2025-06-18,53.0
2025-06-19,42.0
2025-06-20,44.0
2025-06-21,48.0
2025-06-22,47.0
2025-06-23,44.0
2025-06-24,41.0
