Time,dire_wolf
2022-08-10,59.0
2022-08-11,51.0
2022-08-12,77.0
2022-08-13,50.0
2022-08-14,66.0
2022-08-15,74.0
2022-08-16,54.0
2022-08-17,58.0
2022-08-18,48.0
2022-08-19,45.0
2022-08-20,59.0
2022-08-21,77.0
2022-08-22,57.0
2022-08-23,68.0
2022-08-24,67.0
2022-08-25,74.0
2022-08-26,48.0
2022-08-27,83.0
2022-08-28,72.0
2022-08-29,72.85511713933415
2022-08-30,67.05856966707768
2022-08-31,65.85943279901356
2022-09-01,37.8766954377312
2022-09-02,59.36374845869297
2022-09-03,75.2533908754624
2022-09-04,81.04993834771886
2022-09-05,99.6387176325524
2022-09-06,58.36374845869297
2022-09-07,53.5672009864365
2022-09-08,50.66892725030826
2022-09-09,37.3766954377312
2022-09-10,73.35511713933415
2022-09-11,53.0672009864365
2022-09-12,58.86374845869297
2022-09-13,49.46979038224414
2022-09-14,39.075832305795316
2022-09-15,60.06288532675709
2022-09-16,54.26633785450062
2022-09-17,54.26633785450062
2022-09-18,75.2533908754624
2022-09-19,46.07151664611591
2022-09-20,50.16892725030826
2022-09-21,48.96979038224414
2022-09-22,51.868064118372374
2022-09-23,64.16029593094945
2022-09-24,58.86374845869297
2022-09-25,62.96115906288533
2022-09-26,53.0672009864365
2022-09-27,44.87237977805179
2022-09-28,75.50678175092479
2022-09-29,51.736128236744754
2022-09-30,47.541307028360045
2022-10-01,72.71023427866831
2022-10-02,99.2774352651048
2022-10-03,60.12577065351418
2022-10-04,50.33785450061652
2022-10-05,60.12577065351418
2022-10-06,46.14303329223181
2022-10-07,40.549938347718864
2022-10-08,57.3292231812577
2022-10-09,55.93094944512947
2022-10-10,43.346485819975335
2022-10-11,46.14303329223181
2022-10-12,40.549938347718864
2022-10-13,40.549938347718864
2022-10-14,37.753390875462394
2022-10-15,60.12577065351418
2022-10-16,68.5154130702836
2022-10-17,39.151664611590625
2022-10-18,40.549938347718864
2022-10-19,47.541307028360045
2022-10-20,51.736128236744754
2022-10-21,54.53267570900123
2022-10-22,72.71023427866831
2022-10-23,71.31196054254008
2022-10-24,41.9482120838471
2022-10-25,48.939580764488284
2022-10-26,34.956843403205916
2022-10-27,46.14303329223181
2022-10-28,53.13440197287299
2022-10-29,58.72749691738594
2022-10-30,58.72749691738594
2022-10-31,46.14303329223181
2022-11-01,34.956843403205916
2022-11-02,48.939580764488284
2022-11-03,48.939580764488284
2022-11-04,43.346485819975335
2022-11-05,57.3292231812577
2022-11-06,46.14303329223181
2022-11-07,47.541307028360045
2022-11-08,40.549938347718864
2022-11-09,34.956843403205916
2022-11-10,41.9482120838471
2022-11-11,46.14303329223181
2022-11-12,62.92231812577065
2022-11-13,50.33785450061652
2022-11-14,43.346485819975335
2022-11-15,40.549938347718864
2022-11-16,41.9482120838471
2022-11-17,60.12577065351418
2022-11-18,50.33785450061652
2022-11-19,54.53267570900123
2022-11-20,48.939580764488284
2022-11-21,50.33785450061652
2022-11-22,53.13440197287299
2022-11-23,53.13440197287299
2022-11-24,51.736128236744754
2022-11-25,50.33785450061652
2022-11-26,50.33785450061652
2022-11-27,47.541307028360045
2022-11-28,43.346485819975335
2022-11-29,47.541307028360045
2022-11-30,58.72749691738594
2022-12-01,41.9482120838471
2022-12-02,43.346485819975335
2022-12-03,27.965474722564736
2022-12-04,57.3292231812577
2022-12-05,51.736128236744754
2022-12-06,33.55856966707768
2022-12-07,39.151664611590625
2022-12-08,43.346485819975335
2022-12-09,33.55856966707768
2022-12-10,57.3292231812577
2022-12-11,55.93094944512947
2022-12-12,44.744759556103574
2022-12-13,46.14303329223181
2022-12-14,54.53267570900123
2022-12-15,44.744759556103574
2022-12-16,48.939580764488284
2022-12-17,54.53267570900123
2022-12-18,43.346485819975335
2022-12-19,57.3292231812577
2022-12-20,43.346485819975335
2022-12-21,47.541307028360045
2022-12-22,25.16892725030826
2022-12-23,39.151664611590625
2022-12-24,44.744759556103574
2022-12-25,41.9482120838471
2022-12-26,32.160295930949445
2022-12-27,46.14303329223181
2022-12-28,44.744759556103574
2022-12-29,43.346485819975335
2022-12-30,47.541307028360045
2022-12-31,120.25154130702836
2023-01-01,92.28606658446363
2023-01-02,90.88779284833538
2023-01-03,139.82737361282366
2023-01-04,134.2342786683107
2023-01-05,97.87916152897657
2023-01-06,89.48951911220715
2023-01-07,95.08261405672009
2023-01-08,96.48088779284834
2023-01-09,58.72749691738594
2023-01-10,60.12577065351418
2023-01-11,76.90505548705302
2023-01-12,48.939580764488284
2023-01-13,64.32059186189889
2023-01-14,69.91368680641183
2023-01-15,68.5154130702836
2023-01-16,60.12577065351418
2023-01-17,43.346485819975335
2023-01-18,47.541307028360045
2023-01-19,50.33785450061652
2023-01-20,58.72749691738594
2023-01-21,68.5154130702836
2023-01-22,67.11713933415535
2023-01-23,72.71023427866831
2023-01-24,46.14303329223181
2023-01-25,65.71886559802712
2023-01-26,53.13440197287299
2023-01-27,37.753390875462394
2023-01-28,54.53267570900123
2023-01-29,58.72749691738594
2023-01-30,61.52404438964241
2023-01-31,60.12577065351418
2023-02-01,48.939580764488284
2023-02-02,46.14303329223181
2023-02-03,40.549938347718864
2023-02-04,58.72749691738594
2023-02-05,69.91368680641183
2023-02-06,54.53267570900123
2023-02-07,43.346485819975335
2023-02-08,60.12577065351418
2023-02-09,55.93094944512947
2023-02-10,62.92231812577065
2023-02-11,65.71886559802712
2023-02-12,50.33785450061652
2023-02-13,44.744759556103574
2023-02-14,53.13440197287299
2023-02-15,36.355117139334155
2023-02-16,53.13440197287299
2023-02-17,53.13440197287299
2023-02-18,72.71023427866831
2023-02-19,68.5154130702836
2023-02-20,64.32059186189889
2023-02-21,47.541307028360045
2023-02-22,54.53267570900123
2023-02-23,47.541307028360045
2023-02-24,60.12577065351418
2023-02-25,60.12577065351418
2023-02-26,61.52404438964241
2023-02-27,54.53267570900123
2023-02-28,51.736128236744754
2023-03-01,46.14303329223181
2023-03-02,50.33785450061652
2023-03-03,44.744759556103574
2023-03-04,69.91368680641183
2023-03-05,74.10850801479654
2023-03-06,54.53267570900123
2023-03-07,53.13440197287299
2023-03-08,53.13440197287299
2023-03-09,40.549938347718864
2023-03-10,46.14303329223181
2023-03-11,60.12577065351418
2023-03-12,50.33785450061652
2023-03-13,46.14303329223181
2023-03-14,48.939580764488284
2023-03-15,53.13440197287299
2023-03-16,43.346485819975335
2023-03-17,60.12577065351418
2023-03-18,69.91368680641183
2023-03-19,67.11713933415535
2023-03-20,39.151664611590625
2023-03-21,46.14303329223181
2023-03-22,67.11713933415535
2023-03-23,50.33785450061652
2023-03-24,48.939580764488284
2023-03-25,93.68434032059186
2023-03-26,72.71023427866831
2023-03-27,54.53267570900123
2023-03-28,58.72749691738594
2023-03-29,50.33785450061652
2023-03-30,55.93094944512947
2023-03-31,55.93094944512947
2023-04-01,76.90505548705302
2023-04-02,88.09124537607892
2023-04-03,61.52404438964241
2023-04-04,58.72749691738594
2023-04-05,62.92231812577065
2023-04-06,58.72749691738594
2023-04-07,53.13440197287299
2023-04-08,71.31196054254008
2023-04-09,79.7016029593095
2023-04-10,64.32059186189889
2023-04-11,57.3292231812577
2023-04-12,54.53267570900123
2023-04-13,34.956843403205916
2023-04-14,50.33785450061652
2023-04-15,61.52404438964241
2023-04-16,58.72749691738594
2023-04-17,53.13440197287299
2023-04-18,40.549938347718864
2023-04-19,47.541307028360045
2023-04-20,48.939580764488284
2023-04-21,54.53267570900123
2023-04-22,65.71886559802712
2023-04-23,71.31196054254008
2023-04-24,44.744759556103574
2023-04-25,39.151664611590625
2023-04-26,54.79602304540851
2023-04-27,49.15157710512708
2023-04-28,49.15157710512708
2023-04-29,55.969809658143454
2023-04-30,39.511121581969995
2023-05-01,39.036471837299175
2023-05-02,34.56581250975269
2023-05-03,37.388035479893404
2023-05-04,54.32137330073769
2023-05-05,43.50713116484565
2023-05-06,51.97380007526779
2023-05-07,54.32137330073769
2023-05-08,36.68889861182928
2023-05-09,50.32536371786203
2023-05-10,41.85869480743989
2023-05-11,30.569802926877028
2023-05-12,47.50314074772131
2023-05-13,61.61425559842488
2023-05-14,46.329354134986374
2023-05-15,40.21025845003412
2023-05-16,51.49915033059697
2023-05-17,60.44046898568994
2023-05-18,36.21424886715846
2023-05-19,58.79203262828417
2023-05-20,57.1435962708784
2023-05-21,53.62223643267357
2023-05-22,51.97380007526779
2023-05-23,47.50314074772131
2023-05-24,53.14758668800274
2023-05-25,33.39202589701774
2023-05-26,40.81987804169101
2023-05-27,59.80586782852404
2023-05-28,57.90726884984075
2023-05-29,57.90726884984075
2023-05-30,37.022680084324406
2023-05-31,44.61707599905762
2023-06-01,38.92127906300772
2023-06-02,52.21147191379083
2023-06-03,44.61707599905762
2023-06-04,50.312872935107535
2023-06-05,48.414273956424225
2023-06-06,48.414273956424225
2023-06-07,37.97197957366606
2023-06-08,49.36357344576588
2023-06-09,33.2254821269578
2023-06-10,56.95796936049909
2023-06-11,71.19746170062386
2023-06-12,47.46497446708258
2023-06-13,40.81987804169101
2023-06-14,53.160771403132486
2023-06-15,63.60306578589065
2023-06-16,51.26217242444918
2023-06-17,48.414273956424225
2023-06-18,61.70446680720735
2023-06-19,48.414273956424225
2023-06-20,49.36357344576588
2023-06-21,47.46497446708258
2023-06-22,39.870578552349365
2023-06-23,40.81987804169101
2023-06-24,60.7551673178657
2023-06-25,65.50166476457396
2023-06-26,56.00866987115744
2023-06-27,48.414273956424225
2023-06-28,44.61707599905762
2023-06-29,43.66777650971597
2023-06-30,47.46497446708258
2023-07-01,39.870578552349365
2023-07-02,66.4509642539156
2023-07-03,68.34956323259891
2023-07-04,61.70446680720735
2023-07-05,53.160771403132486
2023-07-06,45.566375488399274
2023-07-07,56.00866987115744
2023-07-08,59.80586782852404
2023-07-09,60.7551673178657
2023-07-10,45.566375488399274
2023-07-11,35.12408110564111
2023-07-12,68.34956323259891
2023-07-13,58.856568339182395
2023-07-14,71.19746170062386
2023-07-15,77.84255812601543
2023-07-16,79.74115710469873
2023-07-17,57.90726884984075
2023-07-18,54.11007089247414
2023-07-19,48.414273956424225
2023-07-20,48.414273956424225
2023-07-21,54.11007089247414
2023-07-22,48.414273956424225
2023-07-23,73.09606067930717
2023-07-24,49.36357344576588
2023-07-25,43.66777650971597
2023-07-26,46.51567497774093
2023-07-27,48.414273956424225
2023-07-28,54.11007089247414
2023-07-29,45.566375488399274
2023-07-30,70.24816221128222
2023-07-31,51.26217242444918
2023-08-01,55.05937038181579
2023-08-02,42.71847702037432
2023-08-03,57.90726884984075
2023-08-04,27.529685190907895
2023-08-05,53.160771403132486
2023-08-06,60.7551673178657
2023-08-07,52.21147191379083
2023-08-08,67.40026374325726
2023-08-09,53.160771403132486
2023-08-10,33.2254821269578
2023-08-11,73.09606067930717
2023-08-12,61.70446680720735
2023-08-13,58.856568339182395
2023-08-14,33.2254821269578
2023-08-15,37.97197957366606
2023-08-16,37.97197957366606
2023-08-17,44.61707599905762
2023-08-18,85.43695404074865
2023-08-19,56.95796936049909
2023-08-20,61.70446680720735
2023-08-21,49.36357344576588
2023-08-22,48.414273956424225
2023-08-23,48.414273956424225
2023-08-24,42.71847702037432
2023-08-25,53.160771403132486
2023-08-26,50.312872935107535
2023-08-27,64.5523652752323
2023-08-28,38.92127906300772
2023-08-29,41.76917753103267
2023-08-30,32.27618263761615
2023-08-31,40.81987804169101
2023-09-01,43.66777650971597
2023-09-02,40.81987804169101
2023-09-03,44.61707599905762
2023-09-04,49.36357344576588
2023-09-05,32.27618263761615
2023-09-06,34.174781616299455
2023-09-07,24.68178672288294
2023-09-08,39.870578552349365
2023-09-09,57.90726884984075
2023-09-10,45.566375488399274
2023-09-11,45.566375488399274
2023-09-12,48.414273956424225
2023-09-13,32.27618263761615
2023-09-14,42.71847702037432
2023-09-15,47.46497446708258
2023-09-16,59.80586782852404
2023-09-17,58.856568339182395
2023-09-18,40.81987804169101
2023-09-19,37.97197957366606
2023-09-20,41.76917753103267
2023-09-21,40.81987804169101
2023-09-22,30.37758365893285
2023-09-23,37.022680084324406
2023-09-24,60.7551673178657
2023-09-25,42.71847702037432
2023-09-26,33.2254821269578
2023-09-27,44.61707599905762
2023-09-28,37.97197957366606
2023-09-29,43.66777650971597
2023-09-30,47.46497446708258
2023-10-01,51.26217242444918
2023-10-02,38.92127906300772
2023-10-03,40.81987804169101
2023-10-04,49.36357344576588
2023-10-05,42.71847702037432
2023-10-06,48.414273956424225
2023-10-07,51.26217242444918
2023-10-08,74.04536016864881
2023-10-09,52.21147191379083
2023-10-10,52.21147191379083
2023-10-11,34.174781616299455
2023-10-12,61.70446680720735
2023-10-13,63.60306578589065
2023-10-14,59.80586782852404
2023-10-15,69.29886272194057
2023-10-16,39.870578552349365
2023-10-17,45.566375488399274
2023-10-18,32.27618263761615
2023-10-19,53.160771403132486
2023-10-20,50.312872935107535
2023-10-21,55.05937038181579
2023-10-22,77.84255812601543
2023-10-23,47.46497446708258
2023-10-24,49.36357344576588
2023-10-25,46.51567497774093
2023-10-26,44.61707599905762
2023-10-27,51.26217242444918
2023-10-28,44.61707599905762
2023-10-29,44.61707599905762
2023-10-30,54.11007089247414
2023-10-31,42.71847702037432
2023-11-01,32.27618263761615
2023-11-02,42.71847702037432
2023-11-03,46.51567497774093
2023-11-04,56.00866987115744
2023-11-05,58.856568339182395
2023-11-06,32.27618263761615
2023-11-07,30.37758365893285
2023-11-08,51.26217242444918
2023-11-09,56.00866987115744
2023-11-10,70.24816221128222
2023-11-11,53.160771403132486
2023-11-12,43.66777650971597
2023-11-13,31.3268831482745
2023-11-14,29.428284169591198
2023-11-15,42.71847702037432
2023-11-16,33.2254821269578
2023-11-17,49.36357344576588
2023-11-18,48.414273956424225
2023-11-19,48.414273956424225
2023-11-20,30.37758365893285
2023-11-21,52.21147191379083
2023-11-22,43.66777650971597
2023-11-23,94.92994893416515
2023-11-24,74.04536016864881
2023-11-25,70.24816221128222
2023-11-26,70.24816221128222
2023-11-27,56.95796936049909
2023-11-28,49.36357344576588
2023-11-29,55.05937038181579
2023-11-30,60.7551673178657
2023-12-01,56.95796936049909
2023-12-02,72.14676118996552
2023-12-03,59.80586782852404
2023-12-04,56.00866987115744
2023-12-05,50.312872935107535
2023-12-06,61.70446680720735
2023-12-07,43.66777650971597
2023-12-08,61.70446680720735
2023-12-09,93.9806494448235
2023-12-10,71.19746170062386
2023-12-11,42.71847702037432
2023-12-12,42.71847702037432
2023-12-13,46.51567497774093
2023-12-14,44.61707599905762
2023-12-15,48.414273956424225
2023-12-16,61.70446680720735
2023-12-17,55.05937038181579
2023-12-18,39.870578552349365
2023-12-19,46.51567497774093
2023-12-20,46.51567497774093
2023-12-21,51.26217242444918
2023-12-22,38.92127906300772
2023-12-23,43.43045163738056
2023-12-24,53.635421147803314
2023-12-25,50.55019780744295
2023-12-26,69.06153784960514
2023-12-27,46.51567497774093
2023-12-28,39.87057855234937
2023-12-29,53.635421147803314
2023-12-30,52.68612165846166
2023-12-31,49.6008983181013
2024-01-01,43.905101382051384
2024-01-02,46.990324722411756
2024-01-03,30.614908531268263
2024-01-04,59.33121808385323
2024-01-05,37.26000495665983
2024-01-06,49.6008983181013
2024-01-07,54.11007089247414
2024-01-08,42.95580189270974
2024-01-09,43.905101382051384
2024-01-10,33.70013187162863
2024-01-11,43.43045163738056
2024-01-12,39.87057855234937
2024-01-13,60.755167317865705
2024-01-14,56.720644488163686
2024-01-15,42.48115214803891
2024-01-16,33.2254821269578
2024-01-17,32.75083238228698
2024-01-18,49.12624857343047
2024-01-19,46.0410252330701
2024-01-20,62.891091168884415
2024-01-21,56.48331961582827
2024-01-22,46.51567497774093
2024-01-23,43.19312676504515
2024-01-24,39.87057855234937
2024-01-25,46.51567497774093
2024-01-26,39.87057855234937
2024-01-27,56.48331961582827
2024-01-28,59.80586782852406
2024-01-29,46.51567497774093
2024-01-30,39.87057855234937
2024-01-31,43.19312676504515
2024-02-01,36.548030339653586
2024-02-02,53.16077140313249
2024-02-03,49.838223190436715
2024-02-04,66.45096425391561
2024-02-05,46.51567497774093
2024-02-06,33.22548212695781
2024-02-07,43.19312676504515
2024-02-08,49.838223190436715
2024-02-09,49.838223190436715
2024-02-10,69.7735124666114
2024-02-11,59.80586782852406
2024-02-12,39.87057855234937
2024-02-13,46.51567497774093
2024-02-14,43.19312676504515
2024-02-15,46.51567497774093
2024-02-16,46.51567497774093
2024-02-17,53.16077140313249
2024-02-18,63.128416041219836
2024-02-19,39.87057855234937
2024-02-20,39.87057855234937
2024-02-21,46.51567497774093
2024-02-22,33.22548212695781
2024-02-23,36.548030339653586
2024-02-24,59.80586782852406
2024-02-25,49.838223190436715
2024-02-26,39.87057855234937
2024-02-27,29.90293391426203
2024-02-28,39.87057855234937
2024-02-29,33.22548212695781
2024-03-01,43.19312676504515
2024-03-02,39.87057855234937
2024-03-03,53.16077140313249
2024-03-04,36.548030339653586
2024-03-05,29.90293391426203
2024-03-06,33.22548212695781
2024-03-07,33.22548212695781
2024-03-08,39.87057855234937
2024-03-09,49.838223190436715
2024-03-10,46.51567497774093
2024-03-11,33.22548212695781
2024-03-12,46.51567497774093
2024-03-13,29.90293391426203
2024-03-14,26.580385701566247
2024-03-15,59.80586782852406
2024-03-16,59.80586782852406
2024-03-17,63.128416041219836
2024-03-18,49.838223190436715
2024-03-19,39.87057855234937
2024-03-20,43.19312676504515
2024-03-21,29.90293391426203
2024-03-22,26.580385701566247
2024-03-23,39.87057855234937
2024-03-24,66.45096425391561
2024-03-25,43.19312676504515
2024-03-26,53.16077140313249
2024-03-27,23.257837488870464
2024-03-28,43.19312676504515
2024-03-29,53.16077140313249
2024-03-30,69.7735124666114
2024-03-31,43.19312676504515
2024-04-01,26.580385701566247
2024-04-02,36.548030339653586
2024-04-03,43.19312676504515
2024-04-04,36.548030339653586
2024-04-05,26.580385701566247
2024-04-06,39.87057855234937
2024-04-07,66.45096425391561
2024-04-08,33.22548212695781
2024-04-09,36.548030339653586
2024-04-10,36.548030339653586
2024-04-11,49.838223190436715
2024-04-12,43.19312676504515
2024-04-13,39.87057855234937
2024-04-14,66.45096425391561
2024-04-15,59.80586782852406
2024-04-16,36.548030339653586
2024-04-17,39.87057855234937
2024-04-18,43.19312676504515
2024-04-19,33.22548212695781
2024-04-20,53.16077140313249
2024-04-21,53.16077140313249
2024-04-22,43.19312676504515
2024-04-23,36.548030339653586
2024-04-24,39.87057855234937
2024-04-25,46.51567497774093
2024-04-26,46.51567497774093
2024-04-27,56.48331961582827
2024-04-28,53.16077140313249
2024-04-29,29.90293391426203
2024-04-30,53.16077140313249
2024-05-01,63.128416041219836
2024-05-02,66.45096425391561
2024-05-03,43.19312676504515
2024-05-04,46.51567497774093
2024-05-05,49.838223190436715
2024-05-06,39.87057855234937
2024-05-07,26.580385701566247
2024-05-08,295.70679092992447
2024-05-09,146.19212135861434
2024-05-10,79.74115710469874
2024-05-11,89.70880174278608
2024-05-12,86.3862535300903
2024-05-13,63.128416041219836
2024-05-14,43.19312676504515
2024-05-15,332.2548212695781
2024-05-16,166.12741063478904
2024-05-17,109.64409101896076
2024-05-18,102.99899459356921
2024-05-19,99.67644638087343
2024-05-20,46.51567497774093
2024-05-21,86.3862535300903
2024-05-22,132.90192850783123
2024-05-23,63.128416041219836
2024-05-24,63.128416041219836
2024-05-25,49.838223190436715
2024-05-26,73.09606067930717
2024-05-27,73.09606067930717
2024-05-28,53.16077140313249
2024-05-29,36.548030339653586
2024-05-30,56.48331961582827
2024-05-31,53.16077140313249
2024-06-01,66.45096425391561
2024-06-02,73.09606067930717
2024-06-03,49.838223190436715
2024-06-04,63.128416041219836
2024-06-05,83.06370531739452
2024-06-06,76.41860889200296
2024-06-07,73.09606067930717
2024-06-08,66.45096425391561
2024-06-09,53.16077140313249
2024-06-10,49.838223190436715
2024-06-11,79.74115710469874
2024-06-12,86.3862535300903
2024-06-13,66.45096425391561
2024-06-14,59.80586782852406
2024-06-15,83.06370531739452
2024-06-16,69.7735124666114
2024-06-17,43.19312676504515
2024-06-18,53.16077140313249
2024-06-19,69.7735124666114
2024-06-20,53.16077140313249
2024-06-21,66.45096425391561
2024-06-22,53.16077140313249
2024-06-23,89.70880174278608
2024-06-24,56.48331961582827
2024-06-25,56.48331961582827
2024-06-26,56.48331961582827
2024-06-27,36.548030339653586
2024-06-28,36.548030339653586
2024-06-29,63.128416041219836
2024-06-30,69.7735124666114
2024-07-01,36.548030339653586
2024-07-02,46.51567497774093
2024-07-03,46.51567497774093
2024-07-04,83.06370531739452
2024-07-05,59.80586782852406
2024-07-06,69.7735124666114
2024-07-07,73.09606067930717
2024-07-08,53.16077140313249
2024-07-09,33.22548212695781
2024-07-10,49.838223190436715
2024-07-11,39.87057855234937
2024-07-12,56.48331961582827
2024-07-13,46.51567497774093
2024-07-14,63.128416041219836
2024-07-15,49.838223190436715
2024-07-16,53.16077140313249
2024-07-17,29.90293391426203
2024-07-18,39.87057855234937
2024-07-19,29.90293391426203
2024-07-20,46.51567497774093
2024-07-21,66.45096425391561
2024-07-22,36.548030339653586
2024-07-23,43.19312676504515
2024-07-24,53.16077140313249
2024-07-25,53.16077140313249
2024-07-26,39.87057855234937
2024-07-27,46.51567497774093
2024-07-28,49.838223190436715
2024-07-29,39.87057855234937
2024-07-30,29.90293391426203
2024-07-31,39.87057855234937
2024-08-01,46.51567497774093
2024-08-02,43.19312676504515
2024-08-03,36.548030339653586
2024-08-04,63.128416041219836
2024-08-05,66.45096425391561
2024-08-06,43.19312676504515
2024-08-07,46.51567497774093
2024-08-08,46.51567497774093
2024-08-09,46.51567497774093
2024-08-10,53.16077140313249
2024-08-11,49.838223190436715
2024-08-12,69.7735124666114
2024-08-13,99.67644638087343
2024-08-14,79.74115710469874
2024-08-15,76.41860889200296
2024-08-16,69.7735124666114
2024-08-17,59.80586782852406
2024-08-18,26.580385701566247
2024-08-19,31.564208020609918
2024-08-20,31.564208020609918
2024-08-21,23.257837488870464
2024-08-22,19.935289276174686
2024-08-23,19.935289276174686
2024-08-24,28.241659807914136
2024-08-25,36.548030339653586
2024-08-26,23.257837488870464
2024-08-27,16.612741063478904
2024-08-28,23.257837488870464
2024-08-29,16.612741063478904
2024-08-30,19.935289276174686
2024-08-31,34.8867562333057
2024-09-01,29.90293391426203
2024-09-02,31.564208020609918
2024-09-03,23.257837488870464
2024-09-04,24.919111595218357
2024-09-05,28.241659807914136
2024-09-06,19.935289276174686
2024-09-07,26.580385701566247
2024-09-08,28.241659807914136
2024-09-09,19.935289276174686
2024-09-10,21.596563382522575
2024-09-11,14.951466957131014
2024-09-12,24.919111595218357
2024-09-13,29.90293391426203
2024-09-14,19.935289276174686
2024-09-15,28.241659807914136
2024-09-16,29.90293391426203
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
