Time,fedex
2022-06-10,72.0
2022-06-11,47.0
2022-06-12,37.0
2022-06-13,74.0
2022-06-14,81.0
2022-06-15,80.0
2022-06-16,75.0
2022-06-17,76.0
2022-06-18,49.0
2022-06-19,35.0
2022-06-20,77.0
2022-06-21,78.0
2022-06-22,78.0
2022-06-23,87.0
2022-06-24,73.0
2022-06-25,44.0
2022-06-26,36.0
2022-06-27,76.0
2022-06-28,79.0
2022-06-29,81.0
2022-06-30,79.0
2022-07-01,67.0
2022-07-02,48.0
2022-07-03,30.0
2022-07-04,26.0
2022-07-05,79.0
2022-07-06,80.0
2022-07-07,76.0
2022-07-08,76.0
2022-07-09,50.0
2022-07-10,35.0
2022-07-11,78.0
2022-07-12,85.0
2022-07-13,78.0
2022-07-14,77.0
2022-07-15,75.0
2022-07-16,48.0
2022-07-17,39.0
2022-07-18,76.0
2022-07-19,86.0
2022-07-20,79.0
2022-07-21,77.0
2022-07-22,71.0
2022-07-23,46.0
2022-07-24,34.0
2022-07-25,75.0
2022-07-26,77.0
2022-07-27,75.0
2022-07-28,78.0
2022-07-29,75.0
2022-07-30,48.0
2022-07-31,37.0
2022-08-01,74.0
2022-08-02,80.0
2022-08-03,78.0
2022-08-04,77.0
2022-08-05,71.0
2022-08-06,47.0
2022-08-07,40.0
2022-08-08,82.0
2022-08-09,84.0
2022-08-10,79.0
2022-08-11,83.0
2022-08-12,83.0
2022-08-13,63.0
2022-08-14,69.0
2022-08-15,87.0
2022-08-16,81.0
2022-08-17,78.0
2022-08-18,79.0
2022-08-19,75.0
2022-08-20,51.0
2022-08-21,53.0
2022-08-22,83.0
2022-08-23,79.0
2022-08-24,79.0
2022-08-25,79.0
2022-08-26,76.0
2022-08-27,56.0
2022-08-28,65.0
2022-08-29,77.8730093915884
2022-08-30,70.97162106982442
2022-08-31,72.44344630461413
2022-09-01,71.95753368721927
2022-09-02,67.027970600245
2022-09-03,41.89424254797877
2022-09-04,31.049203756635364
2022-09-05,33.02102899142507
2022-09-06,71.95753368721927
2022-09-07,75.4011841567987
2022-09-08,70.97162106982442
2022-09-09,65.0561453654553
2022-09-10,44.351980400163335
2022-09-11,33.02102899142507
2022-09-12,69.98570845242956
2022-09-13,72.94344630461413
2022-09-14,74.91527153940385
2022-09-15,73.92935892200899
2022-09-16,82.80257247856268
2022-09-17,50.267456104532464
2022-09-18,33.02102899142507
2022-09-19,68.01388321763986
2022-09-20,73.92935892200899
2022-09-21,68.01388321763986
2022-09-22,69.98570845242956
2022-09-23,67.027970600245
2022-09-24,42.88015516537362
2022-09-25,32.03511637403022
2022-09-26,63.08432013066558
2022-09-27,70.97162106982442
2022-09-28,65.11229073091059
2022-09-29,64.14046549612087
2022-09-30,66.08411596570029
2022-10-01,40.81665986116783
2022-10-02,29.154757043691305
2022-10-03,63.16864026133116
2022-10-04,68.02776643527972
2022-10-05,68.99959167006942
2022-10-06,68.99959167006942
2022-10-07,65.11229073091059
2022-10-08,43.73213556553696
2022-10-09,32.070232748060434
2022-10-10,68.99959167006942
2022-10-11,68.02776643527972
2022-10-12,70.94324213964885
2022-10-13,73.85871784401797
2022-10-14,63.16864026133116
2022-10-15,42.760310330747245
2022-10-16,30.126582278481017
2022-10-17,67.05594120049
2022-10-18,68.02776643527972
2022-10-19,68.99959167006942
2022-10-20,66.08411596570029
2022-10-21,61.22498979175174
2022-10-22,42.760310330747245
2022-10-23,32.070232748060434
2022-10-24,65.11229073091059
2022-10-25,68.02776643527972
2022-10-26,67.05594120049
2022-10-27,65.11229073091059
2022-10-28,62.19681502654145
2022-10-29,39.844834626378116
2022-10-30,28.182931808901596
2022-10-31,59.28133932217232
2022-11-01,64.14046549612087
2022-11-02,64.14046549612087
2022-11-03,63.16864026133116
2022-11-04,60.253164556962034
2022-11-05,40.81665986116783
2022-11-06,30.126582278481017
2022-11-07,59.28133932217232
2022-11-08,65.11229073091059
2022-11-09,60.253164556962034
2022-11-10,65.11229073091059
2022-11-11,64.14046549612087
2022-11-12,41.78848509595754
2022-11-13,28.182931808901596
2022-11-14,64.14046549612087
2022-11-15,66.08411596570029
2022-11-16,68.02776643527972
2022-11-17,68.02776643527972
2022-11-18,63.16864026133116
2022-11-19,45.67578603511638
2022-11-20,32.070232748060434
2022-11-21,66.08411596570029
2022-11-22,68.99959167006942
2022-11-23,66.08411596570029
2022-11-24,25.267456104532464
2022-11-25,48.59126173948551
2022-11-26,42.760310330747245
2022-11-27,36.92935892200899
2022-11-28,65.11229073091059
2022-11-29,71.91506737443855
2022-11-30,74.83054307880768
2022-12-01,75.8023683135974
2022-12-02,76.7741935483871
2022-12-03,71.91506737443855
2022-12-04,57.3376888525929
2022-12-05,96.2106982441813
2022-12-06,97.18252347897102
2022-12-07,91.35157207023276
2022-12-08,95.2388730093916
2022-12-09,80.66149448754594
2022-12-10,61.22498979175174
2022-12-11,44.70396080032667
2022-12-12,78.71784401796653
2022-12-13,79.68966925275623
2022-12-14,85.52062066149449
2022-12-15,83.57697019191508
2022-12-16,81.63331972233566
2022-12-17,59.28133932217232
2022-12-18,43.73213556553696
2022-12-19,83.57697019191508
2022-12-20,87.46427113107391
2022-12-21,88.43609636586362
2022-12-22,75.8023683135974
2022-12-23,76.7741935483871
2022-12-24,52.47856267864435
2022-12-25,25.267456104532464
2022-12-26,51.50673744385464
2022-12-27,75.8023683135974
2022-12-28,80.66149448754594
2022-12-29,73.85871784401797
2022-12-30,65.11229073091059
2022-12-31,45.67578603511638
2023-01-01,24.295630869742755
2023-01-02,50.53491220906493
2023-01-03,66.08411596570029
2023-01-04,76.7741935483871
2023-01-05,68.99959167006942
2023-01-06,69.97141690485913
2023-01-07,49.563086974275215
2023-01-08,35.957533687219275
2023-01-09,62.19681502654145
2023-01-10,68.99959167006942
2023-01-11,68.99959167006942
2023-01-12,62.19681502654145
2023-01-13,62.19681502654145
2023-01-14,45.67578603511638
2023-01-15,30.126582278481017
2023-01-16,60.253164556962034
2023-01-17,63.16864026133116
2023-01-18,64.14046549612087
2023-01-19,63.16864026133116
2023-01-20,62.19681502654145
2023-01-21,39.844834626378116
2023-01-22,29.154757043691305
2023-01-23,58.30951408738261
2023-01-24,61.22498979175174
2023-01-25,62.19681502654145
2023-01-26,59.28133932217232
2023-01-27,59.28133932217232
2023-01-28,40.81665986116783
2023-01-29,28.182931808901596
2023-01-30,57.3376888525929
2023-01-31,66.08411596570029
2023-02-01,69.97141690485913
2023-02-02,74.83054307880768
2023-02-03,77.74601878317681
2023-02-04,52.47856267864435
2023-02-05,37.9011841567987
2023-02-06,70.94324213964885
2023-02-07,76.7741935483871
2023-02-08,68.99959167006942
2023-02-09,68.02776643527972
2023-02-10,65.11229073091059
2023-02-11,44.70396080032667
2023-02-12,31.098407513270725
2023-02-13,63.16864026133116
2023-02-14,66.08411596570029
2023-02-15,66.08411596570029
2023-02-16,64.14046549612087
2023-02-17,62.19681502654145
2023-02-18,42.760310330747245
2023-02-19,34.01388321763986
2023-02-20,57.3376888525929
2023-02-21,65.11229073091059
2023-02-22,66.08411596570029
2023-02-23,64.14046549612087
2023-02-24,66.08411596570029
2023-02-25,44.70396080032667
2023-02-26,33.042057982850146
2023-02-27,66.08411596570029
2023-02-28,68.99959167006942
2023-03-01,67.05594120049
2023-03-02,68.99959167006942
2023-03-03,66.08411596570029
2023-03-04,44.70396080032667
2023-03-05,34.98570845242956
2023-03-06,65.11229073091059
2023-03-07,70.94324213964885
2023-03-08,68.99959167006942
2023-03-09,63.16864026133116
2023-03-10,64.14046549612087
2023-03-11,42.760310330747245
2023-03-12,31.098407513270725
2023-03-13,65.11229073091059
2023-03-14,66.08411596570029
2023-03-15,64.14046549612087
2023-03-16,67.05594120049
2023-03-17,61.22498979175174
2023-03-18,39.844834626378116
2023-03-19,29.154757043691305
2023-03-20,69.97141690485913
2023-03-21,66.08411596570029
2023-03-22,66.08411596570029
2023-03-23,61.22498979175174
2023-03-24,61.22498979175174
2023-03-25,39.844834626378116
2023-03-26,30.126582278481017
2023-03-27,63.16864026133116
2023-03-28,70.94324213964885
2023-03-29,66.08411596570029
2023-03-30,60.253164556962034
2023-03-31,60.253164556962034
2023-04-01,40.81665986116783
2023-04-02,29.154757043691305
2023-04-03,63.16864026133116
2023-04-04,67.05594120049
2023-04-05,68.99959167006942
2023-04-06,68.02776643527972
2023-04-07,61.22498979175174
2023-04-08,38.873009391588404
2023-04-09,22.351980400163335
2023-04-10,66.08411596570029
2023-04-11,70.94324213964885
2023-04-12,65.11229073091059
2023-04-13,66.08411596570029
2023-04-14,62.19681502654145
2023-04-15,40.81665986116783
2023-04-16,30.126582278481017
2023-04-17,65.11229073091059
2023-04-18,64.14046549612087
2023-04-19,64.14046549612087
2023-04-20,64.14046549612087
2023-04-21,56.36586361780319
2023-04-22,39.844834626378116
2023-04-23,26.239281339322176
2023-04-24,61.22498979175174
2023-04-25,64.14046549612087
2023-04-26,62.354408307858705
2023-04-27,59.11061326741196
2023-04-28,55.38090560957038
2023-04-29,37.70419255515213
2023-04-30,26.06855528456182
2023-05-01,61.90789401079316
2023-05-02,63.77274783971396
2023-05-03,63.2868352223191
2023-05-04,63.2868352223191
2023-05-05,55.38090560957038
2023-05-06,40.947987595598875
2023-05-07,27.000982199022218
2023-05-08,60.489554478937904
2023-05-09,66.08411596570029
2023-05-10,64.21926213677949
2023-05-11,64.70517475417435
2023-05-12,61.421981393398305
2023-05-13,42.81284142451966
2023-05-14,26.06855528456182
2023-05-15,64.21926213677949
2023-05-16,69.81382362354188
2023-05-17,66.08411596570029
2023-05-18,62.354408307858705
2023-05-19,61.421981393398305
2023-05-20,39.569046384072934
2023-05-21,26.515069581627365
2023-05-22,63.2868352223191
2023-05-23,65.63760166863474
2023-05-24,65.1516890512399
2023-05-25,65.63760166863474
2023-05-26,58.93988721265161
2023-05-27,38.400229547636656
2023-05-28,23.21874344740821
2023-05-29,28.57691501219472
2023-05-30,68.76320174809355
2023-05-31,70.54925893635571
2023-06-01,69.65623034222463
2023-06-02,65.19108737156921
2023-06-03,44.651429706554254
2023-06-04,32.149029388719065
2023-06-05,69.65623034222463
2023-06-06,69.65623034222463
2023-06-07,68.76320174809355
2023-06-08,65.19108737156921
2023-06-09,61.61897299504487
2023-06-10,40.186286735898825
2023-06-11,27.683886418063636
2023-06-12,68.76320174809355
2023-06-13,68.76320174809355
2023-06-14,66.08411596570029
2023-06-15,66.97714455983137
2023-06-16,62.51200158917595
2023-06-17,41.079315330029914
2023-06-18,25.897829229801467
2023-06-19,67.87017315396247
2023-06-20,69.65623034222463
2023-06-21,68.76320174809355
2023-06-22,61.61897299504487
2023-06-23,63.40503018330704
2023-06-24,41.079315330029914
2023-06-25,28.57691501219472
2023-06-26,66.97714455983137
2023-06-27,68.76320174809355
2023-06-28,62.51200158917595
2023-06-29,66.97714455983137
2023-06-30,59.8329158067827
2023-07-01,39.293258141767744
2023-07-02,28.57691501219472
2023-07-03,60.72594440091378
2023-07-04,27.683886418063636
2023-07-05,66.97714455983137
2023-07-06,71.44228753048681
2023-07-07,68.76320174809355
2023-07-08,42.865372518292084
2023-07-09,27.683886418063636
2023-07-10,66.08411596570029
2023-07-11,66.08411596570029
2023-07-12,65.19108737156921
2023-07-13,66.97714455983137
2023-07-14,64.29805877743813
2023-07-15,42.865372518292084
2023-07-16,29.469943606325806
2023-07-17,66.97714455983137
2023-07-18,64.29805877743813
2023-07-19,66.08411596570029
2023-07-20,65.19108737156921
2023-07-21,63.40503018330704
2023-07-22,39.293258141767744
2023-07-23,29.469943606325806
2023-07-24,63.40503018330704
2023-07-25,66.97714455983137
2023-07-26,65.19108737156921
2023-07-27,62.51200158917595
2023-07-28,61.61897299504487
2023-07-29,40.186286735898825
2023-07-30,34.828115171112316
2023-07-31,63.40503018330704
2023-08-01,66.08411596570029
2023-08-02,64.29805877743813
2023-08-03,66.97714455983137
2023-08-04,66.08411596570029
2023-08-05,47.330515488947505
2023-08-06,44.651429706554254
2023-08-07,76.80045909527331
2023-08-08,73.22834471874897
2023-08-09,70.54925893635571
2023-08-10,76.80045909527331
2023-08-11,81.26560206592873
2023-08-12,56.260801430258354
2023-08-13,65.19108737156921
2023-08-14,89.30285941310851
2023-08-15,73.22834471874897
2023-08-16,68.76320174809355
2023-08-17,68.76320174809355
2023-08-18,68.76320174809355
2023-08-19,47.330515488947505
2023-08-20,51.79565845960293
2023-08-21,75.90743050114223
2023-08-22,73.22834471874897
2023-08-23,68.76320174809355
2023-08-24,70.54925893635571
2023-08-25,67.87017315396247
2023-08-26,50.902629865471845
2023-08-27,59.8329158067827
2023-08-28,74.12137331288005
2023-08-29,66.97714455983137
2023-08-30,59.8329158067827
2023-08-31,62.51200158917595
2023-09-01,56.260801430258354
2023-09-02,37.507200953505574
2023-09-03,27.683886418063636
2023-09-04,26.79085782393255
2023-09-05,62.51200158917595
2023-09-06,65.19108737156921
2023-09-07,65.19108737156921
2023-09-08,58.93988721265161
2023-09-09,39.293258141767744
2023-09-10,27.683886418063636
2023-09-11,61.61897299504487
2023-09-12,63.40503018330704
2023-09-13,60.72594440091378
2023-09-14,60.72594440091378
2023-09-15,55.36777283612727
2023-09-16,36.614172359374486
2023-09-17,22.325714853277127
2023-09-18,57.15383002438944
2023-09-19,58.93988721265161
2023-09-20,59.8329158067827
2023-09-21,61.61897299504487
2023-09-22,58.04685861852053
2023-09-23,35.721143765243404
2023-09-24,25.897829229801467
2023-09-25,59.8329158067827
2023-09-26,61.61897299504487
2023-09-27,58.04685861852053
2023-09-28,61.61897299504487
2023-09-29,56.260801430258354
2023-09-30,36.614172359374486
2023-10-01,24.111772041539297
2023-10-02,55.36777283612727
2023-10-03,57.15383002438944
2023-10-04,58.93988721265161
2023-10-05,61.61897299504487
2023-10-06,61.61897299504487
2023-10-07,41.972343924160995
2023-10-08,27.683886418063636
2023-10-09,57.15383002438944
2023-10-10,58.93988721265161
2023-10-11,58.93988721265161
2023-10-12,58.93988721265161
2023-10-13,56.260801430258354
2023-10-14,33.935086576981234
2023-10-15,25.00480063567038
2023-10-16,56.260801430258354
2023-10-17,58.93988721265161
2023-10-18,58.04685861852053
2023-10-19,59.8329158067827
2023-10-20,52.688687053734014
2023-10-21,33.935086576981234
2023-10-22,22.325714853277127
2023-10-23,58.04685861852053
2023-10-24,59.8329158067827
2023-10-25,58.04685861852053
2023-10-26,55.36777283612727
2023-10-27,52.688687053734014
2023-10-28,35.721143765243404
2023-10-29,21.432686259146042
2023-10-30,54.474744241996184
2023-10-31,55.36777283612727
2023-11-01,55.36777283612727
2023-11-02,58.04685861852053
2023-11-03,51.79565845960293
2023-11-04,33.935086576981234
2023-11-05,23.21874344740821
2023-11-06,53.5817156478651
2023-11-07,61.61897299504487
2023-11-08,57.15383002438944
2023-11-09,58.04685861852053
2023-11-10,54.474744241996184
2023-11-11,38.400229547636656
2023-11-12,25.00480063567038
2023-11-13,54.474744241996184
2023-11-14,57.15383002438944
2023-11-15,61.61897299504487
2023-11-16,56.260801430258354
2023-11-17,56.260801430258354
2023-11-18,37.507200953505574
2023-11-19,26.79085782393255
2023-11-20,58.93988721265161
2023-11-21,58.93988721265161
2023-11-22,56.260801430258354
2023-11-23,22.325714853277127
2023-11-24,40.186286735898825
2023-11-25,37.507200953505574
2023-11-26,31.256000794587976
2023-11-27,66.08411596570029
2023-11-28,66.08411596570029
2023-11-29,71.44228753048681
2023-11-30,68.76320174809355
2023-12-01,66.97714455983137
2023-12-02,50.902629865471845
2023-12-03,36.614172359374486
2023-12-04,66.97714455983137
2023-12-05,71.44228753048681
2023-12-06,67.87017315396247
2023-12-07,65.19108737156921
2023-12-08,62.51200158917595
2023-12-09,44.651429706554254
2023-12-10,33.935086576981234
2023-12-11,63.40503018330704
2023-12-12,67.87017315396247
2023-12-13,68.76320174809355
2023-12-14,66.08411596570029
2023-12-15,64.29805877743813
2023-12-16,48.22354408307859
2023-12-17,34.828115171112316
2023-12-18,62.51200158917595
2023-12-19,72.33531612461789
2023-12-20,79.47954487766657
2023-12-21,78.58651628353549
2023-12-22,67.29233112246588
2023-12-23,49.4842903336166
2023-12-24,29.41741251255339
2023-12-25,15.890655866156074
2023-12-26,49.93080463068214
2023-12-27,58.04685861852053
2023-12-28,56.47092580534803
2023-12-29,56.47092580534803
2023-12-30,40.23881782967125
2023-12-31,26.712061183273928
2024-01-01,21.301358524715
2024-01-02,58.04685861852053
2024-01-03,62.3281427609725
2024-01-04,58.83482502510678
2024-01-05,58.04685861852053
2024-01-06,38.66288501649874
2024-01-07,30.54683102866035
2024-01-08,56.129473695827315
2024-01-09,55.68295939876178
2024-01-10,60.7522099478
2024-01-11,58.83482502510678
2024-01-12,55.68295939876178
2024-01-13,36.74550009380553
2024-01-14,24.006709853994465
2024-01-15,52.6361559599616
2024-01-16,53.765574476068565
2024-01-17,63.45756127707946
2024-01-18,65.82146049683821
2024-01-19,65.03349409025196
2024-01-20,45.64952048823017
2024-01-21,27.316168761656723
2024-01-22,64.87590080893472
2024-01-23,62.82718815181046
2024-01-24,64.1929965898933
2024-01-25,59.412667056603375
2024-01-26,53.94943330427203
2024-01-27,35.51101939015374
2024-01-28,23.218743447408215
2024-01-29,53.94943330427203
2024-01-30,60.778475494686205
2024-01-31,58.04685861852054
2024-02-01,54.632337523313446
2024-02-02,50.534912209064935
2024-02-03,34.82811517111232
2024-02-04,22.535839228366797
2024-02-05,51.90072064714777
2024-02-06,53.26652908523061
2024-02-07,53.94943330427203
2024-02-08,53.94943330427203
2024-02-09,51.21781642810635
2024-02-10,34.82811517111232
2024-02-11,21.17003079028396
2024-02-12,48.486199551940686
2024-02-13,55.315241742354864
2024-02-14,54.632337523313446
2024-02-15,55.99814596139628
2024-02-16,51.21781642810635
2024-02-17,31.41359407590523
2024-02-18,23.218743447408215
2024-02-19,51.90072064714777
2024-02-20,52.58362486618919
2024-02-21,55.315241742354864
2024-02-22,51.21781642810635
2024-02-23,48.486199551940686
2024-02-24,34.145210952070904
2024-02-25,21.85293500932538
2024-02-26,53.26652908523061
2024-02-27,55.99814596139628
2024-02-28,57.36395439947912
2024-02-29,53.26652908523061
2024-03-01,53.26652908523061
2024-03-02,33.462306733029486
2024-03-03,22.535839228366797
2024-03-04,53.94943330427203
2024-03-05,57.36395439947912
2024-03-06,53.94943330427203
2024-03-07,56.6810501804377
2024-03-08,51.21781642810635
2024-03-09,33.462306733029486
2024-03-10,21.85293500932538
2024-03-11,54.632337523313446
2024-03-12,55.99814596139628
2024-03-13,57.36395439947912
2024-03-14,55.99814596139628
2024-03-15,51.90072064714777
2024-03-16,36.19392360919516
2024-03-17,25.267456104532467
2024-03-18,59.412667056603375
2024-03-19,58.72976283756196
2024-03-20,57.36395439947912
2024-03-21,58.04685861852054
2024-03-22,53.94943330427203
2024-03-23,36.87682782823658
2024-03-24,22.535839228366797
2024-03-25,57.36395439947912
2024-03-26,58.04685861852054
2024-03-27,58.72976283756196
2024-03-28,56.6810501804377
2024-03-29,49.852007990023516
2024-03-30,28.68197719973956
2024-03-31,19.121318133159704
2024-04-01,53.26652908523061
2024-04-02,55.315241742354864
2024-04-03,55.99814596139628
2024-04-04,53.94943330427203
2024-04-05,51.21781642810635
2024-04-06,31.41359407590523
2024-04-07,22.535839228366797
2024-04-08,48.486199551940686
2024-04-09,55.99814596139628
2024-04-10,55.315241742354864
2024-04-11,54.632337523313446
2024-04-12,51.90072064714777
2024-04-13,32.77940251398807
2024-04-14,23.218743447408215
2024-04-15,55.99814596139628
2024-04-16,56.6810501804377
2024-04-17,53.94943330427203
2024-04-18,55.99814596139628
2024-04-19,51.90072064714777
2024-04-20,32.09649829494665
2024-04-21,23.218743447408215
2024-04-22,54.632337523313446
2024-04-23,53.26652908523061
2024-04-24,55.315241742354864
2024-04-25,52.58362486618919
2024-04-26,49.169103770982105
2024-04-27,30.730689856863812
2024-04-28,22.535839228366797
2024-04-29,55.315241742354864
2024-04-30,55.315241742354864
2024-05-01,54.632337523313446
2024-05-02,55.315241742354864
2024-05-03,50.534912209064935
2024-05-04,33.462306733029486
2024-05-05,22.535839228366797
2024-05-06,55.99814596139628
2024-05-07,57.36395439947912
2024-05-08,65.55880502797613
2024-05-09,60.09557127564479
2024-05-10,57.36395439947912
2024-05-11,35.51101939015374
2024-05-12,22.535839228366797
2024-05-13,56.6810501804377
2024-05-14,58.04685861852054
2024-05-15,56.6810501804377
2024-05-16,55.99814596139628
2024-05-17,55.315241742354864
2024-05-18,34.145210952070904
2024-05-19,25.950360323573886
2024-05-20,58.72976283756196
2024-05-21,58.72976283756196
2024-05-22,60.09557127564479
2024-05-23,59.412667056603375
2024-05-24,53.94943330427203
2024-05-25,34.82811517111232
2024-05-26,26.633264542615304
2024-05-27,26.633264542615304
2024-05-28,62.14428393276904
2024-05-29,65.55880502797613
2024-05-30,63.51009237085188
2024-05-31,61.461379713727624
2024-06-01,38.24263626631941
2024-06-02,24.584551885491052
2024-06-03,60.09557127564479
2024-06-04,62.14428393276904
2024-06-05,60.778475494686205
2024-06-06,60.778475494686205
2024-06-07,57.36395439947912
2024-06-08,38.92554048536083
2024-06-09,24.584551885491052
2024-06-10,60.778475494686205
2024-06-11,62.14428393276904
2024-06-12,60.778475494686205
2024-06-13,60.778475494686205
2024-06-14,58.72976283756196
2024-06-15,34.145210952070904
2024-06-16,24.584551885491052
2024-06-17,62.14428393276904
2024-06-18,61.461379713727624
2024-06-19,64.1929965898933
2024-06-20,55.99814596139628
2024-06-21,53.94943330427203
2024-06-22,32.09649829494665
2024-06-23,23.901647666449634
2024-06-24,56.6810501804377
2024-06-25,60.09557127564479
2024-06-26,60.09557127564479
2024-06-27,58.04685861852054
2024-06-28,54.632337523313446
2024-06-29,30.730689856863812
2024-06-30,22.535839228366797
2024-07-01,55.315241742354864
2024-07-02,59.412667056603375
2024-07-03,58.72976283756196
2024-07-04,24.584551885491052
2024-07-05,50.534912209064935
2024-07-06,36.19392360919516
2024-07-07,23.218743447408215
2024-07-08,58.04685861852054
2024-07-09,62.14428393276904
2024-07-10,61.461379713727624
2024-07-11,59.412667056603375
2024-07-12,55.315241742354864
2024-07-13,33.462306733029486
2024-07-14,22.535839228366797
2024-07-15,59.412667056603375
2024-07-16,61.461379713727624
2024-07-17,60.778475494686205
2024-07-18,62.82718815181046
2024-07-19,57.36395439947912
2024-07-20,36.87682782823658
2024-07-21,25.267456104532467
2024-07-22,60.09557127564479
2024-07-23,62.82718815181046
2024-07-24,60.778475494686205
2024-07-25,60.778475494686205
2024-07-26,56.6810501804377
2024-07-27,37.559732047278
2024-07-28,23.218743447408215
2024-07-29,58.72976283756196
2024-07-30,60.09557127564479
2024-07-31,58.04685861852054
2024-08-01,58.04685861852054
2024-08-02,54.632337523313446
2024-08-03,33.462306733029486
2024-08-04,21.85293500932538
2024-08-05,58.04685861852054
2024-08-06,59.412667056603375
2024-08-07,60.09557127564479
2024-08-08,58.72976283756196
2024-08-09,55.315241742354864
2024-08-10,32.77940251398807
2024-08-11,26.633264542615304
2024-08-12,60.778475494686205
2024-08-13,63.51009237085188
2024-08-14,68.29042190414181
2024-08-15,66.92461346605897
2024-08-16,64.1929965898933
2024-08-17,47.80329533289927
2024-08-18,53.43953148738777
2024-08-19,66.97014041399507
2024-08-20,62.066888121277685
2024-08-21,62.82718815181046
2024-08-22,62.48573604228975
2024-08-23,56.82218371903959
2024-08-24,40.66922259131325
2024-08-25,36.86772243864936
2024-08-26,62.82718815181046
2024-08-27,58.68423588962586
2024-08-28,60.54628806021212
2024-08-29,60.96513598122419
2024-08-30,61.3065880907449
2024-08-31,42.11242684088745
2024-09-01,49.63803133472388
2024-09-02,35.3471223775838
2024-09-03,59.44453592015864
2024-09-04,60.96513598122419
2024-09-05,58.68423588962586
2024-09-06,54.54128362744126
2024-09-07,33.143618097476825
2024-09-08,25.199165682628326
2024-09-09,60.20483595069142
2024-09-10,60.96513598122419
2024-09-11,56.40333579802753
2024-09-12,55.301583657974035
2024-09-13,52.67923145685499
2024-09-14,32.38331806694404
2024-09-15,21.8165134509765
2024-09-16,53.43953148738777
2024-09-17,55.287925573593206
2024-09-18,58.638708941689764
2024-09-19,53.61253388954493
2024-09-20,54.45022973156907
2024-09-21,34.34552952298972
2024-09-22,21.780091892627627
2024-09-23,52.77483804752079
