Time,yahoo_finance
2022-09-21,58.183673469387756
2022-09-22,53.25170068027211
2022-09-23,51.941043083900226
2022-09-24,13.890589569160998
2022-09-25,11.674603174603174
2022-09-26,50.13038548752834
2022-09-27,53.25170068027211
2022-09-28,49.450113378684804
2022-09-29,52.692743764172334
2022-09-30,47.82879818594104
2022-10-01,12.970521541950113
2022-10-02,12.15986394557823
2022-10-03,55.935374149659864
2022-10-04,57.55668934240363
2022-10-05,54.3140589569161
2022-10-06,52.692743764172334
2022-10-07,52.692743764172334
2022-10-08,13.781179138321995
2022-10-09,10.538548752834467
2022-10-10,48.63945578231292
2022-10-11,49.450113378684804
2022-10-12,49.450113378684804
2022-10-13,59.17800453514739
2022-10-14,51.07142857142857
2022-10-15,12.970521541950113
2022-10-16,11.349206349206348
2022-10-17,48.63945578231292
2022-10-18,51.88208616780045
2022-10-19,51.07142857142857
2022-10-20,51.07142857142857
2022-10-21,46.207482993197274
2022-10-22,12.970521541950113
2022-10-23,11.349206349206348
2022-10-24,49.450113378684804
2022-10-25,53.50340136054422
2022-10-26,52.692743764172334
2022-10-27,59.98866213151927
2022-10-28,55.935374149659864
2022-10-29,14.591836734693878
2022-10-30,12.15986394557823
2022-10-31,51.88208616780045
2022-11-01,55.935374149659864
2022-11-02,58.36734693877551
2022-11-03,53.50340136054422
2022-11-04,51.07142857142857
2022-11-05,13.781179138321995
2022-11-06,9.727891156462585
2022-11-07,47.82879818594104
2022-11-08,47.82879818594104
2022-11-09,54.3140589569161
2022-11-10,62.42063492063492
2022-11-11,54.3140589569161
2022-11-12,17.023809523809522
2022-11-13,13.781179138321995
2022-11-14,55.12471655328798
2022-11-15,55.935374149659864
2022-11-16,55.935374149659864
2022-11-17,54.3140589569161
2022-11-18,49.450113378684804
2022-11-19,13.781179138321995
2022-11-20,11.349206349206348
2022-11-21,47.82879818594104
2022-11-22,47.01814058956916
2022-11-23,42.15419501133787
2022-11-24,14.591836734693878
2022-11-25,31.6156462585034
2022-11-26,11.349206349206348
2022-11-27,11.349206349206348
2022-11-28,42.96485260770975
2022-11-29,42.96485260770975
2022-11-30,44.58616780045352
2022-12-01,48.63945578231292
2022-12-02,51.07142857142857
2022-12-03,14.591836734693878
2022-12-04,10.538548752834467
2022-12-05,45.39682539682539
2022-12-06,47.82879818594104
2022-12-07,46.207482993197274
2022-12-08,47.01814058956916
2022-12-09,42.96485260770975
2022-12-10,12.970521541950113
2022-12-11,10.538548752834467
2022-12-12,45.39682539682539
2022-12-13,47.82879818594104
2022-12-14,52.692743764172334
2022-12-15,46.207482993197274
2022-12-16,42.15419501133787
2022-12-17,13.781179138321995
2022-12-18,9.727891156462585
2022-12-19,45.39682539682539
2022-12-20,46.207482993197274
2022-12-21,42.96485260770975
2022-12-22,47.82879818594104
2022-12-23,41.343537414965986
2022-12-24,12.15986394557823
2022-12-25,8.106575963718821
2022-12-26,20.266439909297052
2022-12-27,42.96485260770975
2022-12-28,47.01814058956916
2022-12-29,44.58616780045352
2022-12-30,42.96485260770975
2022-12-31,13.781179138321995
2023-01-01,9.727891156462585
2023-01-02,20.266439909297052
2023-01-03,43.775510204081634
2023-01-04,46.207482993197274
2023-01-05,45.39682539682539
2023-01-06,45.39682539682539
2023-01-07,13.781179138321995
2023-01-08,10.538548752834467
2023-01-09,51.07142857142857
2023-01-10,47.01814058956916
2023-01-11,47.01814058956916
2023-01-12,52.692743764172334
2023-01-13,46.207482993197274
2023-01-14,14.591836734693878
2023-01-15,10.538548752834467
2023-01-16,21.887755102040817
2023-01-17,47.82879818594104
2023-01-18,45.39682539682539
2023-01-19,48.63945578231292
2023-01-20,44.58616780045352
2023-01-21,13.781179138321995
2023-01-22,10.538548752834467
2023-01-23,50.26077097505669
2023-01-24,53.50340136054422
2023-01-25,51.07142857142857
2023-01-26,51.88208616780045
2023-01-27,51.07142857142857
2023-01-28,15.402494331065759
2023-01-29,12.15986394557823
2023-01-30,47.82879818594104
2023-01-31,52.692743764172334
2023-02-01,58.36734693877551
2023-02-02,66.47392290249432
2023-02-03,57.55668934240363
2023-02-04,16.213151927437643
2023-02-05,14.591836734693878
2023-02-06,51.88208616780045
2023-02-07,54.3140589569161
2023-02-08,51.88208616780045
2023-02-09,57.55668934240363
2023-02-10,49.450113378684804
2023-02-11,14.591836734693878
2023-02-12,11.349206349206348
2023-02-13,43.775510204081634
2023-02-14,54.3140589569161
2023-02-15,53.50340136054422
2023-02-16,53.50340136054422
2023-02-17,47.01814058956916
2023-02-18,13.781179138321995
2023-02-19,9.727891156462585
2023-02-20,24.31972789115646
2023-02-21,48.63945578231292
2023-02-22,50.26077097505669
2023-02-23,49.450113378684804
2023-02-24,47.01814058956916
2023-02-25,15.402494331065759
2023-02-26,12.15986394557823
2023-02-27,48.63945578231292
2023-02-28,46.207482993197274
2023-03-01,49.450113378684804
2023-03-02,47.82879818594104
2023-03-03,44.58616780045352
2023-03-04,14.591836734693878
2023-03-05,10.538548752834467
2023-03-06,47.01814058956916
2023-03-07,48.63945578231292
2023-03-08,44.58616780045352
2023-03-09,47.82879818594104
2023-03-10,60.79931972789115
2023-03-11,18.645124716553287
2023-03-12,17.023809523809522
2023-03-13,81.06575963718821
2023-03-14,66.47392290249432
2023-03-15,66.47392290249432
2023-03-16,57.55668934240363
2023-03-17,51.07142857142857
2023-03-18,16.213151927437643
2023-03-19,15.402494331065759
2023-03-20,57.55668934240363
2023-03-21,56.74603174603175
2023-03-22,59.98866213151927
2023-03-23,55.12471655328798
2023-03-24,50.26077097505669
2023-03-25,13.781179138321995
2023-03-26,12.970521541950113
2023-03-27,47.82879818594104
2023-03-28,48.63945578231292
2023-03-29,48.63945578231292
2023-03-30,57.55668934240363
2023-03-31,42.96485260770975
2023-04-01,13.781179138321995
2023-04-02,12.970521541950113
2023-04-03,50.26077097505669
2023-04-04,47.01814058956916
2023-04-05,47.82879818594104
2023-04-06,47.01814058956916
2023-04-07,30.804988662131517
2023-04-08,10.538548752834467
2023-04-09,9.727891156462585
2023-04-10,47.82879818594104
2023-04-11,47.82879818594104
2023-04-12,48.63945578231292
2023-04-13,43.775510204081634
2023-04-14,47.01814058956916
2023-04-15,12.970521541950113
2023-04-16,12.15986394557823
2023-04-17,41.343537414965986
2023-04-18,48.63945578231292
2023-04-19,50.26077097505669
2023-04-20,50.26077097505669
2023-04-21,42.15419501133787
2023-04-22,13.781179138321995
2023-04-23,11.349206349206348
2023-04-24,45.39682539682539
2023-04-25,46.207482993197274
2023-04-26,49.47906543569809
2023-04-27,47.16290087463557
2023-04-28,46.887856333009395
2023-04-29,14.44707644962747
2023-04-30,14.04174765144153
2023-05-01,48.118318756073855
2023-05-02,52.7506478781989
2023-05-03,49.20402089407191
2023-05-04,54.386439099449305
2023-05-05,47.843274214447675
2023-05-06,13.766703109815353
2023-05-07,10.770165208940718
2023-05-08,46.207482993197274
2023-05-09,46.207482993197274
2023-05-10,46.887856333009395
2023-05-11,46.48252753482345
2023-05-12,42.935900550696466
2023-05-13,11.175494007126659
2023-05-14,9.81474732750243
2023-05-15,46.887856333009395
2023-05-16,46.48252753482345
2023-05-17,44.571691771946874
2023-05-18,47.843274214447675
2023-05-19,47.16290087463557
2023-05-20,13.086329770003239
2023-05-21,10.495120667314545
2023-05-22,42.935900550696466
2023-05-23,50.159438775510196
2023-05-24,47.843274214447675
2023-05-25,50.83981211532232
2023-05-26,46.75757207644963
2023-05-27,14.302316164561061
2023-05-28,11.00178166504697
2023-05-29,15.402494331065759
2023-05-30,52.80855199222546
2023-05-31,44.00712666018788
2023-06-01,49.50801749271137
2023-06-02,50.05810657596371
2023-06-03,14.302316164561061
2023-06-04,12.101959831551667
2023-06-05,48.957928409459015
2023-06-06,52.25846290897311
2023-06-07,45.65739390994493
2023-06-08,45.65739390994493
2023-06-09,46.75757207644963
2023-06-10,13.752227081308712
2023-06-11,11.00178166504697
2023-06-12,44.55721574344023
2023-06-13,46.207482993197274
2023-06-14,53.358641075477806
2023-06-15,53.358641075477806
2023-06-16,44.55721574344023
2023-06-17,14.302316164561061
2023-06-18,9.901603498542274
2023-06-19,26.40427599611273
2023-06-20,46.207482993197274
2023-06-21,45.10730482669258
2023-06-22,44.55721574344023
2023-06-23,42.90694849368318
2023-06-24,11.551870748299319
2023-06-25,9.901603498542274
2023-06-26,42.90694849368318
2023-06-27,46.207482993197274
2023-06-28,44.55721574344023
2023-06-29,43.457037576935534
2023-06-30,44.00712666018788
2023-07-01,12.652048914804016
2023-07-02,11.551870748299319
2023-07-03,38.5062358276644
2023-07-04,15.402494331065759
2023-07-05,49.50801749271137
2023-07-06,46.75757207644963
2023-07-07,45.10730482669258
2023-07-08,13.202137998056365
2023-07-09,11.00178166504697
2023-07-10,48.40783932620667
2023-07-11,47.85775024295432
2023-07-12,50.608195659216065
2023-07-13,51.15828474246841
2023-07-14,48.40783932620667
2023-07-15,13.752227081308712
2023-07-16,11.551870748299319
2023-07-17,48.957928409459015
2023-07-18,47.30766115970197
2023-07-19,55.00890832523485
2023-07-20,50.608195659216065
2023-07-21,47.30766115970197
2023-07-22,13.202137998056365
2023-07-23,11.00178166504697
2023-07-24,47.85775024295432
2023-07-25,48.40783932620667
2023-07-26,49.50801749271137
2023-07-27,48.40783932620667
2023-07-28,49.50801749271137
2023-07-29,14.85240524781341
2023-07-30,12.101959831551667
2023-07-31,48.40783932620667
2023-08-01,49.50801749271137
2023-08-02,49.50801749271137
2023-08-03,52.25846290897311
2023-08-04,47.85775024295432
2023-08-05,12.101959831551667
2023-08-06,10.451692581794621
2023-08-07,46.207482993197274
2023-08-08,47.85775024295432
2023-08-09,46.207482993197274
2023-08-10,46.207482993197274
2023-08-11,46.207482993197274
2023-08-12,11.551870748299319
2023-08-13,10.451692581794621
2023-08-14,45.65739390994493
2023-08-15,46.75757207644963
2023-08-16,46.207482993197274
2023-08-17,45.65739390994493
2023-08-18,44.00712666018788
2023-08-19,11.00178166504697
2023-08-20,9.351514415289925
2023-08-21,44.00712666018788
2023-08-22,46.75757207644963
2023-08-23,47.30766115970197
2023-08-24,44.55721574344023
2023-08-25,42.90694849368318
2023-08-26,11.00178166504697
2023-08-27,9.901603498542274
2023-08-28,42.90694849368318
2023-08-29,41.25668124392614
2023-08-30,45.65739390994493
2023-08-31,45.65739390994493
2023-09-01,43.457037576935534
2023-09-02,11.551870748299319
2023-09-03,9.351514415289925
2023-09-04,12.101959831551667
2023-09-05,43.457037576935534
2023-09-06,40.70659216067379
2023-09-07,40.15650307742144
2023-09-08,36.85596857790735
2023-09-09,10.451692581794621
2023-09-10,9.351514415289925
2023-09-11,42.90694849368318
2023-09-12,42.90694849368318
2023-09-13,42.90694849368318
2023-09-14,44.55721574344023
2023-09-15,43.457037576935534
2023-09-16,10.451692581794621
2023-09-17,8.801425332037576
2023-09-18,41.25668124392614
2023-09-19,42.356859410430836
2023-09-20,45.10730482669258
2023-09-21,42.356859410430836
2023-09-22,40.15650307742144
2023-09-23,12.101959831551667
2023-09-24,9.351514415289925
2023-09-25,37.4060576611597
2023-09-26,42.356859410430836
2023-09-27,41.806770327178484
2023-09-28,44.00712666018788
2023-09-29,41.25668124392614
2023-09-30,10.451692581794621
2023-10-01,9.901603498542274
2023-10-02,40.70659216067379
2023-10-03,41.806770327178484
2023-10-04,45.10730482669258
2023-10-05,41.806770327178484
2023-10-06,42.356859410430836
2023-10-07,11.551870748299319
2023-10-08,9.901603498542274
2023-10-09,44.55721574344023
2023-10-10,44.00712666018788
2023-10-11,43.457037576935534
2023-10-12,41.806770327178484
2023-10-13,39.606413994169095
2023-10-14,11.00178166504697
2023-10-15,10.451692581794621
2023-10-16,42.90694849368318
2023-10-17,45.65739390994493
2023-10-18,44.00712666018788
2023-10-19,41.806770327178484
2023-10-20,40.15650307742144
2023-10-21,11.00178166504697
2023-10-22,9.901603498542274
2023-10-23,43.457037576935534
2023-10-24,45.10730482669258
2023-10-25,43.457037576935534
2023-10-26,46.207482993197274
2023-10-27,40.70659216067379
2023-10-28,10.451692581794621
2023-10-29,9.351514415289925
2023-10-30,41.806770327178484
2023-10-31,48.957928409459015
2023-11-01,47.85775024295432
2023-11-02,48.40783932620667
2023-11-03,47.30766115970197
2023-11-04,12.652048914804016
2023-11-05,9.901603498542274
2023-11-06,44.00712666018788
2023-11-07,45.10730482669258
2023-11-08,44.55721574344023
2023-11-09,44.00712666018788
2023-11-10,41.806770327178484
2023-11-11,12.652048914804016
2023-11-12,10.451692581794621
2023-11-13,41.806770327178484
2023-11-14,47.30766115970197
2023-11-15,52.80855199222546
2023-11-16,48.957928409459015
2023-11-17,41.25668124392614
2023-11-18,12.652048914804016
2023-11-19,9.351514415289925
2023-11-20,43.457037576935534
2023-11-21,44.00712666018788
2023-11-22,39.606413994169095
2023-11-23,11.551870748299319
2023-11-24,28.054543245869773
2023-11-25,10.451692581794621
2023-11-26,9.351514415289925
2023-11-27,38.5062358276644
2023-11-28,42.356859410430836
2023-11-29,45.10730482669258
2023-11-30,44.00712666018788
2023-12-01,44.00712666018788
2023-12-02,14.302316164561061
2023-12-03,11.00178166504697
2023-12-04,44.00712666018788
2023-12-05,45.10730482669258
2023-12-06,46.207482993197274
2023-12-07,44.00712666018788
2023-12-08,42.90694849368318
2023-12-09,14.302316164561061
2023-12-10,12.652048914804016
2023-12-11,41.25668124392614
2023-12-12,43.457037576935534
2023-12-13,48.40783932620667
2023-12-14,51.70837382572076
2023-12-15,47.30766115970197
2023-12-16,14.85240524781341
2023-12-17,11.00178166504697
2023-12-18,45.65739390994493
2023-12-19,48.40783932620667
2023-12-20,48.957928409459015
2023-12-21,47.30766115970197
2023-12-22,45.79514500317201
2023-12-23,14.381336171528538
2023-12-24,8.653758600870557
2023-12-25,10.329501412719432
2023-12-26,42.718703921100435
2023-12-27,44.39444673294931
2023-12-28,45.09479586806066
2023-12-29,44.11940219132313
2023-12-30,13.680987036417186
2023-12-31,9.35410773598191
2024-01-01,12.00524422456831
2024-01-02,46.770538679909535
2024-01-03,45.36984040968684
2024-01-04,46.07018954479818
2024-01-05,44.39444673294931
2024-01-06,13.680987036417186
2024-01-07,11.029850547830783
2024-01-08,40.767916567625385
2024-01-09,45.79514500317201
2024-01-10,46.770538679909535
2024-01-11,47.47088781502089
2024-01-12,51.097417980344815
2024-01-13,12.70559335967966
2024-01-14,9.629152277608082
2024-01-15,19.408564607075167
2024-01-16,40.767916567625385
2024-01-17,43.14400851458561
2024-01-18,43.41905305621179
2024-01-19,43.41905305621179
2024-01-20,14.381336171528538
2024-01-21,11.057919430614598
2024-01-22,47.63411447033981
2024-01-23,42.53045934851769
2024-01-24,46.78350528336945
2024-01-25,45.9328960963991
2024-01-26,40.829240974576976
2024-01-27,11.057919430614598
2024-01-28,9.356701056673892
2024-01-29,42.53045934851769
2024-01-30,48.48472365731016
2024-01-31,49.335332844280515
2024-02-01,45.9328960963991
2024-02-02,44.23167772245839
2024-02-03,13.60974699152566
2024-02-04,11.057919430614598
2024-02-05,45.082286909428746
2024-02-06,42.53045934851769
2024-02-07,47.63411447033981
2024-02-08,45.9328960963991
2024-02-09,45.9328960963991
2024-02-10,11.908528617584953
2024-02-11,10.207310243644244
2024-02-12,39.97863178760662
2024-02-13,45.9328960963991
2024-02-14,47.63411447033981
2024-02-15,46.78350528336945
2024-02-16,44.23167772245839
2024-02-17,13.60974699152566
2024-02-18,11.057919430614598
2024-02-19,22.96644804819955
2024-02-20,44.23167772245839
2024-02-21,48.48472365731016
2024-02-22,50.18594203125087
2024-02-23,44.23167772245839
2024-02-24,14.460356178496014
2024-02-25,11.057919430614598
2024-02-26,43.38106853548804
2024-02-27,45.9328960963991
2024-02-28,42.53045934851769
2024-02-29,47.63411447033981
2024-03-01,42.53045934851769
2024-03-02,14.460356178496014
2024-03-03,11.908528617584953
2024-03-04,46.78350528336945
2024-03-05,45.9328960963991
2024-03-06,45.082286909428746
2024-03-07,47.63411447033981
2024-03-08,46.78350528336945
2024-03-09,13.60974699152566
2024-03-10,11.908528617584953
2024-03-11,41.67985016154733
2024-03-12,46.78350528336945
2024-03-13,45.9328960963991
2024-03-14,42.53045934851769
2024-03-15,39.97863178760662
2024-03-16,12.759137804555305
2024-03-17,10.207310243644244
2024-03-18,41.67985016154733
2024-03-19,39.97863178760662
2024-03-20,43.38106853548804
2024-03-21,45.082286909428746
2024-03-22,43.38106853548804
2024-03-23,12.759137804555305
2024-03-24,11.057919430614598
2024-03-25,42.53045934851769
2024-03-26,45.082286909428746
2024-03-27,46.78350528336945
2024-03-28,43.38106853548804
2024-03-29,25.51827560911061
2024-03-30,9.356701056673892
2024-03-31,10.207310243644244
2024-04-01,44.23167772245839
2024-04-02,43.38106853548804
2024-04-03,41.67985016154733
2024-04-04,44.23167772245839
2024-04-05,42.53045934851769
2024-04-06,11.908528617584953
2024-04-07,9.356701056673892
2024-04-08,38.27741341366592
2024-04-09,42.53045934851769
2024-04-10,42.53045934851769
2024-04-11,41.67985016154733
2024-04-12,39.97863178760662
2024-04-13,11.908528617584953
2024-04-14,11.057919430614598
2024-04-15,46.78350528336945
2024-04-16,42.53045934851769
2024-04-17,41.67985016154733
2024-04-18,39.97863178760662
2024-04-19,39.97863178760662
2024-04-20,11.057919430614598
2024-04-21,11.057919430614598
2024-04-22,44.23167772245839
2024-04-23,39.97863178760662
2024-04-24,40.829240974576976
2024-04-25,46.78350528336945
2024-04-26,38.27741341366592
2024-04-27,11.057919430614598
2024-04-28,9.356701056673892
2024-04-29,40.829240974576976
2024-04-30,39.97863178760662
2024-05-01,41.67985016154733
2024-05-02,41.67985016154733
2024-05-03,37.426804226695566
2024-05-04,11.057919430614598
2024-05-05,11.057919430614598
2024-05-06,39.97863178760662
2024-05-07,39.12802260063627
2024-05-08,39.97863178760662
2024-05-09,41.67985016154733
2024-05-10,35.725585852754854
2024-05-11,10.207310243644244
2024-05-12,9.356701056673892
2024-05-13,40.829240974576976
2024-05-14,43.38106853548804
2024-05-15,41.67985016154733
2024-05-16,42.53045934851769
2024-05-17,38.27741341366592
2024-05-18,11.057919430614598
2024-05-19,10.207310243644244
2024-05-20,39.97863178760662
2024-05-21,43.38106853548804
2024-05-22,41.67985016154733
2024-05-23,43.38106853548804
2024-05-24,35.725585852754854
2024-05-25,10.207310243644244
2024-05-26,8.506091869703537
2024-05-27,11.057919430614598
2024-05-28,39.12802260063627
2024-05-29,40.829240974576976
2024-05-30,41.67985016154733
2024-05-31,39.12802260063627
2024-06-01,11.908528617584953
2024-06-02,9.356701056673892
2024-06-03,39.97863178760662
2024-06-04,39.97863178760662
2024-06-05,41.67985016154733
2024-06-06,45.9328960963991
2024-06-07,43.38106853548804
2024-06-08,11.057919430614598
2024-06-09,9.356701056673892
2024-06-10,43.38106853548804
2024-06-11,44.23167772245839
2024-06-12,47.63411447033981
2024-06-13,40.829240974576976
2024-06-14,39.12802260063627
2024-06-15,11.057919430614598
2024-06-16,8.506091869703537
2024-06-17,41.67985016154733
2024-06-18,43.38106853548804
2024-06-19,23.817057235169905
2024-06-20,43.38106853548804
2024-06-21,35.725585852754854
2024-06-22,11.057919430614598
2024-06-23,9.356701056673892
2024-06-24,39.12802260063627
2024-06-25,38.27741341366592
2024-06-26,40.829240974576976
2024-06-27,39.97863178760662
2024-06-28,38.27741341366592
2024-06-29,11.057919430614598
2024-06-30,9.356701056673892
2024-07-01,39.12802260063627
2024-07-02,44.23167772245839
2024-07-03,35.725585852754854
2024-07-04,11.057919430614598
2024-07-05,34.02436747881415
2024-07-06,10.207310243644244
2024-07-07,9.356701056673892
2024-07-08,36.57619503972521
2024-07-09,39.12802260063627
2024-07-10,39.12802260063627
2024-07-11,42.53045934851769
2024-07-12,40.829240974576976
2024-07-13,10.207310243644244
2024-07-14,9.356701056673892
2024-07-15,41.67985016154733
2024-07-16,42.53045934851769
2024-07-17,43.38106853548804
2024-07-18,43.38106853548804
2024-07-19,39.97863178760662
2024-07-20,10.207310243644244
2024-07-21,9.356701056673892
2024-07-22,41.67985016154733
2024-07-23,39.97863178760662
2024-07-24,42.53045934851769
2024-07-25,44.23167772245839
2024-07-26,38.27741341366592
2024-07-27,10.207310243644244
2024-07-28,9.356701056673892
2024-07-29,39.12802260063627
2024-07-30,41.67985016154733
2024-07-31,45.9328960963991
2024-08-01,47.63411447033981
2024-08-02,51.03655121822122
2024-08-03,12.759137804555305
2024-08-04,11.908528617584953
2024-08-05,85.06091869703538
2024-08-06,54.43898796610264
2024-08-07,50.18594203125087
2024-08-08,45.082286909428746
2024-08-09,41.67985016154733
2024-08-10,11.057919430614598
2024-08-11,10.207310243644244
2024-08-12,41.67985016154733
2024-08-13,41.67985016154733
2024-08-14,47.63411447033981
2024-08-15,41.67985016154733
2024-08-16,39.97863178760662
2024-08-17,10.207310243644244
2024-08-18,10.621709591142622
2024-08-19,41.90886032727012
2024-08-20,44.18805673851119
2024-08-21,43.261110829633246
2024-08-22,40.05496850951422
2024-08-23,42.3341649207553
2024-08-24,11.047014184627798
2024-08-25,10.120068275749848
2024-08-26,40.981914418392165
2024-08-27,39.12802260063627
2024-08-28,46.96889446514504
2024-08-29,43.261110829633246
2024-08-30,34.49329305624652
2024-08-31,10.120068275749848
2024-09-01,8.767817773386723
2024-09-02,11.047014184627798
2024-09-03,42.83580623614807
2024-09-04,39.12802260063627
2024-09-05,39.12802260063627
2024-09-06,36.8488261893952
2024-09-07,10.120068275749848
2024-09-08,8.767817773386723
2024-09-09,39.12802260063627
2024-09-10,39.12802260063627
2024-09-11,40.05496850951422
2024-09-12,40.981914418392165
2024-09-13,38.70271800715109
2024-09-14,10.120068275749848
2024-09-15,9.1931223668719
2024-09-16,39.12802260063627
2024-09-17,38.12473996985072
2024-09-18,49.16084890849172
2024-09-19,46.15100101613508
2024-09-20,44.14443575456399
2024-09-21,12.039391569426545
