Time,go
2023-03-16,80.60962791675425
2023-03-17,80.60962791675425
2023-03-18,82.55202858944712
2023-03-19,83.52322892579356
2023-03-20,80.60962791675425
2023-03-21,84.49442926214
2023-03-22,86.43682993483287
2023-03-23,85.46562959848643
2023-03-24,82.55202858944712
2023-03-25,82.55202858944712
2023-03-26,88.37923060752574
2023-03-27,79.63842758040782
2023-03-28,79.63842758040782
2023-03-29,79.63842758040782
2023-03-30,77.69602690771494
2023-03-31,74.78242589867563
2023-04-01,80.60962791675425
2023-04-02,84.49442926214
2023-04-03,81.58082825310069
2023-04-04,78.66722724406138
2023-04-05,77.69602690771494
2023-04-06,79.63842758040782
2023-04-07,81.58082825310069
2023-04-08,82.55202858944712
2023-04-09,81.58082825310069
2023-04-10,79.63842758040782
2023-04-11,79.63842758040782
2023-04-12,82.55202858944712
2023-04-13,82.55202858944712
2023-04-14,82.55202858944712
2023-04-15,83.52322892579356
2023-04-16,81.58082825310069
2023-04-17,78.66722724406138
2023-04-18,80.60962791675425
2023-04-19,86.43682993483287
2023-04-20,79.63842758040782
2023-04-21,80.60962791675425
2023-04-22,85.46562959848643
2023-04-23,82.55202858944712
2023-04-24,82.55202858944712
2023-04-25,81.58082825310069
2023-04-26,83.0202858944713
2023-04-27,79.64420853479083
2023-04-28,77.71336977086398
2023-04-29,83.50588606264452
2023-04-30,80.60962791675425
2023-05-01,76.74795038890056
2023-05-02,81.57504729871766
2023-05-03,80.60962791675425
2023-05-04,78.6787891528274
2023-05-05,80.12402774858103
2023-05-06,87.36756359049821
2023-05-07,82.54046668068108
2023-05-08,82.05486651250787
2023-05-09,82.05486651250787
2023-05-10,86.40214420853478
2023-05-11,78.6787891528274
2023-05-12,79.64420853479083
2023-05-13,80.60962791675425
2023-05-14,77.71336977086398
2023-05-15,85.43672482657135
2023-05-16,85.43672482657135
2023-05-17,82.05486651250787
2023-05-18,83.50588606264452
2023-05-19,82.54046668068108
2023-05-20,80.60962791675425
2023-05-21,84.47130544460794
2023-05-22,82.05486651250787
2023-05-23,83.50588606264452
2023-05-24,79.64420853479083
2023-05-25,81.57504729871766
2023-05-26,78.69035106159343
2023-05-27,86.36745848223669
2023-05-28,85.40782005465628
2023-05-29,81.56926634433465
2023-05-30,80.60962791675423
2023-05-31,83.48854319949547
2023-06-01,74.8517973512718
2023-06-02,83.48854319949547
2023-06-03,84.44818162707587
2023-06-04,86.36745848223669
2023-06-05,82.52890477191505
2023-06-06,80.60962791675423
2023-06-07,84.44818162707587
2023-06-08,81.56926634433465
2023-06-09,83.48854319949547
2023-06-10,85.40782005465628
2023-06-11,83.48854319949547
2023-06-12,80.60962791675423
2023-06-13,80.60962791675423
2023-06-14,82.52890477191505
2023-06-15,83.48854319949547
2023-06-16,82.52890477191505
2023-06-17,86.36745848223669
2023-06-18,89.2463737649779
2023-06-19,83.48854319949547
2023-06-20,82.52890477191505
2023-06-21,88.2867353373975
2023-06-22,88.2867353373975
2023-06-23,90.20601219255832
2023-06-24,88.2867353373975
2023-06-25,89.2463737649779
2023-06-26,81.56926634433465
2023-06-27,85.40782005465628
2023-06-28,82.52890477191505
2023-06-29,82.52890477191505
2023-06-30,81.56926634433465
2023-07-01,91.16565062013872
2023-07-02,89.2463737649779
2023-07-03,83.48854319949547
2023-07-04,88.2867353373975
2023-07-05,83.48854319949547
2023-07-06,85.40782005465628
2023-07-07,83.48854319949547
2023-07-08,89.2463737649779
2023-07-09,91.16565062013872
2023-07-10,83.48854319949547
2023-07-11,83.48854319949547
2023-07-12,83.48854319949547
2023-07-13,82.52890477191505
2023-07-14,85.40782005465628
2023-07-15,89.2463737649779
2023-07-16,88.2867353373975
2023-07-17,83.48854319949547
2023-07-18,83.48854319949547
2023-07-19,83.48854319949547
2023-07-20,82.52890477191505
2023-07-21,83.48854319949547
2023-07-22,90.20601219255832
2023-07-23,90.20601219255832
2023-07-24,84.44818162707587
2023-07-25,84.44818162707587
2023-07-26,84.44818162707587
2023-07-27,82.52890477191505
2023-07-28,83.48854319949547
2023-07-29,85.40782005465628
2023-07-30,91.16565062013872
2023-07-31,84.44818162707587
2023-08-01,80.60962791675423
2023-08-02,80.60962791675423
2023-08-03,83.48854319949547
2023-08-04,84.44818162707587
2023-08-05,83.48854319949547
2023-08-06,90.20601219255832
2023-08-07,85.40782005465628
2023-08-08,80.60962791675423
2023-08-09,82.52890477191505
2023-08-10,78.69035106159343
2023-08-11,89.2463737649779
2023-08-12,83.48854319949547
2023-08-13,92.12528904771914
2023-08-14,84.44818162707587
2023-08-15,83.48854319949547
2023-08-16,94.04456590287995
2023-08-17,81.56926634433465
2023-08-18,83.48854319949547
2023-08-19,89.2463737649779
2023-08-20,89.2463737649779
2023-08-21,83.48854319949547
2023-08-22,85.40782005465628
2023-08-23,82.52890477191505
2023-08-24,82.52890477191505
2023-08-25,81.56926634433465
2023-08-26,94.04456590287995
2023-08-27,95.96384275804077
2023-08-28,83.48854319949547
2023-08-29,80.60962791675423
2023-08-30,82.52890477191505
2023-08-31,84.44818162707587
2023-09-01,83.48854319949547
2023-09-02,87.3270969098171
2023-09-03,91.16565062013872
2023-09-04,88.2867353373975
2023-09-05,88.2867353373975
2023-09-06,86.36745848223669
2023-09-07,80.60962791675423
2023-09-08,82.52890477191505
2023-09-09,82.52890477191505
2023-09-10,87.3270969098171
2023-09-11,86.36745848223669
2023-09-12,85.40782005465628
2023-09-13,85.40782005465628
2023-09-14,80.60962791675423
2023-09-15,84.44818162707587
2023-09-16,81.56926634433465
2023-09-17,86.36745848223669
2023-09-18,83.48854319949547
2023-09-19,84.44818162707587
2023-09-20,87.3270969098171
2023-09-21,83.48854319949547
2023-09-22,80.60962791675423
2023-09-23,82.52890477191505
2023-09-24,87.3270969098171
2023-09-25,84.44818162707587
2023-09-26,78.69035106159343
2023-09-27,84.44818162707587
2023-09-28,85.40782005465628
2023-09-29,83.48854319949547
2023-09-30,85.40782005465628
2023-10-01,85.40782005465628
2023-10-02,82.52890477191505
2023-10-03,88.2867353373975
2023-10-04,94.04456590287995
2023-10-05,79.64998948917383
2023-10-06,83.48854319949547
2023-10-07,82.52890477191505
2023-10-08,84.44818162707587
2023-10-09,86.36745848223669
2023-10-10,81.56926634433465
2023-10-11,81.56926634433465
2023-10-12,81.56926634433465
2023-10-13,82.52890477191505
2023-10-14,76.77107420643262
2023-10-15,84.44818162707587
2023-10-16,82.52890477191505
2023-10-17,84.44818162707587
2023-10-18,86.36745848223669
2023-10-19,81.56926634433465
2023-10-20,80.60962791675423
2023-10-21,81.56926634433465
2023-10-22,82.52890477191505
2023-10-23,84.44818162707587
2023-10-24,83.48854319949547
2023-10-25,81.56926634433465
2023-10-26,85.40782005465628
2023-10-27,81.56926634433465
2023-10-28,78.69035106159343
2023-10-29,77.73071263401302
2023-10-30,81.56926634433465
2023-10-31,83.48854319949547
2023-11-01,82.52890477191505
2023-11-02,82.52890477191505
2023-11-03,81.56926634433465
2023-11-04,82.52890477191505
2023-11-05,95.00420433046035
2023-11-06,83.48854319949547
2023-11-07,80.60962791675423
2023-11-08,81.56926634433465
2023-11-09,81.56926634433465
2023-11-10,80.60962791675423
2023-11-11,80.60962791675423
2023-11-12,81.56926634433465
2023-11-13,82.52890477191505
2023-11-14,81.56926634433465
2023-11-15,87.3270969098171
2023-11-16,83.48854319949547
2023-11-17,81.56926634433465
2023-11-18,80.60962791675423
2023-11-19,80.60962791675423
2023-11-20,78.69035106159343
2023-11-21,80.60962791675423
2023-11-22,84.44818162707587
2023-11-23,76.77107420643262
2023-11-24,80.60962791675423
2023-11-25,83.48854319949547
2023-11-26,83.48854319949547
2023-11-27,82.52890477191505
2023-11-28,82.52890477191505
2023-11-29,82.52890477191505
2023-11-30,81.56926634433465
2023-12-01,80.60962791675423
2023-12-02,77.73071263401302
2023-12-03,85.40782005465628
2023-12-04,79.64998948917383
2023-12-05,81.56926634433465
2023-12-06,78.69035106159343
2023-12-07,76.77107420643262
2023-12-08,79.64998948917383
2023-12-09,79.64998948917383
2023-12-10,81.56926634433465
2023-12-11,80.60962791675423
2023-12-12,80.60962791675423
2023-12-13,90.20601219255832
2023-12-14,80.60962791675423
2023-12-15,80.60962791675423
2023-12-16,80.60962791675423
2023-12-17,78.69035106159343
2023-12-18,77.73071263401302
2023-12-19,79.64998948917383
2023-12-20,85.40782005465628
2023-12-21,83.48854319949547
2023-12-22,77.64753561288961
2023-12-23,82.50119999170666
2023-12-24,75.7060698613628
2023-12-25,78.61826848865303
2023-12-26,80.55973424017984
2023-12-27,83.47193286747006
2023-12-28,81.53046711594325
2023-12-29,84.44266574323348
2023-12-30,85.41339861899688
2023-12-31,84.44266574323348
2024-01-01,87.3548643705237
2024-01-02,85.41339861899688
2024-01-03,85.41339861899688
2024-01-04,88.3255972462871
2024-01-05,84.44266574323348
2024-01-06,85.41339861899688
2024-01-07,90.26706299781392
2024-01-08,88.3255972462871
2024-01-09,85.41339861899688
2024-01-10,85.41339861899688
2024-01-11,85.41339861899688
2024-01-12,85.41339861899688
2024-01-13,85.41339861899688
2024-01-14,83.47193286747006
2024-01-15,81.53046711594325
2024-01-16,78.13844927486282
2024-01-17,81.53046711594325
2024-01-18,84.44266574323348
2024-01-19,83.47193286747006
2024-01-20,87.3548643705237
2024-01-21,87.3826318312303
2024-01-22,83.45532253544467
2024-01-23,84.43714985939107
2024-01-24,86.4008045072839
2024-01-25,84.43714985939107
2024-01-26,84.43714985939107
2024-01-27,85.41897718333747
2024-01-28,88.3644591551767
2024-01-29,87.3826318312303
2024-01-30,89.34628647912311
2024-01-31,86.4008045072839
2024-02-01,83.45532253544467
2024-02-02,82.47349521149826
2024-02-03,84.43714985939107
2024-02-04,88.3644591551767
2024-02-05,86.4008045072839
2024-02-06,85.41897718333747
2024-02-07,83.45532253544467
2024-02-08,87.3826318312303
2024-02-09,84.43714985939107
2024-02-10,89.34628647912311
2024-02-11,84.43714985939107
2024-02-12,81.49166788755186
2024-02-13,85.41897718333747
2024-02-14,84.43714985939107
2024-02-15,85.41897718333747
2024-02-16,86.4008045072839
2024-02-17,84.43714985939107
2024-02-18,92.29176845096234
2024-02-19,91.30994112701593
2024-02-20,89.34628647912311
2024-02-21,85.41897718333747
2024-02-22,88.3644591551767
2024-02-23,91.30994112701593
2024-02-24,96.21907774674797
2024-02-25,98.18273239464078
2024-02-26,92.29176845096234
2024-02-27,88.3644591551767
2024-02-28,83.45532253544467
2024-02-29,86.4008045072839
2024-03-01,87.3826318312303
2024-03-02,85.41897718333747
2024-03-03,93.27359577490874
2024-03-04,85.41897718333747
2024-03-05,84.43714985939107
2024-03-06,86.4008045072839
2024-03-07,88.3644591551767
2024-03-08,86.4008045072839
2024-03-09,84.43714985939107
2024-03-10,95.23725042280155
2024-03-11,87.3826318312303
2024-03-12,79.52801323965903
2024-03-13,86.4008045072839
2024-03-14,85.41897718333747
2024-03-15,86.4008045072839
2024-03-16,95.23725042280155
2024-03-17,94.25542309885515
2024-03-18,90.32811380306951
2024-03-19,86.4008045072839
2024-03-20,89.34628647912311
2024-03-21,82.47349521149826
2024-03-22,83.45532253544467
2024-03-23,90.32811380306951
2024-03-24,90.32811380306951
2024-03-25,86.4008045072839
2024-03-26,85.41897718333747
2024-03-27,85.41897718333747
2024-03-28,85.41897718333747
2024-03-29,86.4008045072839
2024-03-30,88.3644591551767
2024-03-31,92.29176845096234
2024-04-01,85.41897718333747
2024-04-02,86.4008045072839
2024-04-03,84.43714985939107
2024-04-04,87.3826318312303
2024-04-05,87.3826318312303
2024-04-06,89.34628647912311
2024-04-07,88.3644591551767
2024-04-08,90.32811380306951
2024-04-09,89.34628647912311
2024-04-10,86.4008045072839
2024-04-11,85.41897718333747
2024-04-12,83.45532253544467
2024-04-13,85.41897718333747
2024-04-14,90.32811380306951
2024-04-15,85.41897718333747
2024-04-16,91.30994112701593
2024-04-17,87.3826318312303
2024-04-18,88.3644591551767
2024-04-19,87.3826318312303
2024-04-20,85.41897718333747
2024-04-21,89.34628647912311
2024-04-22,87.3826318312303
2024-04-23,83.45532253544467
2024-04-24,85.41897718333747
2024-04-25,91.30994112701593
2024-04-26,89.34628647912311
2024-04-27,87.3826318312303
2024-04-28,97.20090507069438
2024-04-29,84.43714985939107
2024-04-30,85.41897718333747
2024-05-01,89.34628647912311
2024-05-02,84.43714985939107
2024-05-03,85.41897718333747
2024-05-04,90.32811380306951
2024-05-05,87.3826318312303
2024-05-06,89.34628647912311
2024-05-07,89.34628647912311
2024-05-08,90.32811380306951
2024-05-09,84.43714985939107
2024-05-10,84.43714985939107
2024-05-11,83.45532253544467
2024-05-12,83.45532253544467
2024-05-13,88.3644591551767
2024-05-14,87.3826318312303
2024-05-15,84.43714985939107
2024-05-16,89.34628647912311
2024-05-17,88.3644591551767
2024-05-18,85.41897718333747
2024-05-19,88.3644591551767
2024-05-20,90.32811380306951
2024-05-21,88.3644591551767
2024-05-22,82.47349521149826
2024-05-23,83.45532253544467
2024-05-24,86.4008045072839
2024-05-25,88.3644591551767
2024-05-26,88.3644591551767
2024-05-27,87.3826318312303
2024-05-28,87.3826318312303
2024-05-29,90.32811380306951
2024-05-30,92.29176845096234
2024-05-31,88.3644591551767
2024-06-01,83.45532253544467
2024-06-02,89.34628647912311
2024-06-03,76.5825312678198
2024-06-04,81.49166788755186
2024-06-05,86.4008045072839
2024-06-06,87.3826318312303
2024-06-07,83.45532253544467
2024-06-08,86.4008045072839
2024-06-09,89.34628647912311
2024-06-10,89.34628647912311
2024-06-11,84.43714985939107
2024-06-12,84.43714985939107
2024-06-13,85.41897718333747
2024-06-14,85.41897718333747
2024-06-15,87.3826318312303
2024-06-16,90.32811380306951
2024-06-17,84.43714985939107
2024-06-18,82.47349521149826
2024-06-19,85.41897718333747
2024-06-20,78.54618591571263
2024-06-21,83.45532253544467
2024-06-22,93.27359577490874
2024-06-23,91.30994112701593
2024-06-24,86.4008045072839
2024-06-25,84.43714985939107
2024-06-26,79.52801323965903
2024-06-27,88.3644591551767
2024-06-28,84.43714985939107
2024-06-29,92.29176845096234
2024-06-30,88.3644591551767
2024-07-01,85.41897718333747
2024-07-02,84.43714985939107
2024-07-03,87.3826318312303
2024-07-04,87.3826318312303
2024-07-05,88.3644591551767
2024-07-06,87.3826318312303
2024-07-07,92.29176845096234
2024-07-08,85.41897718333747
2024-07-09,87.3826318312303
2024-07-10,86.4008045072839
2024-07-11,90.32811380306951
2024-07-12,90.32811380306951
2024-07-13,98.18273239464078
2024-07-14,96.21907774674797
2024-07-15,89.34628647912311
2024-07-16,83.45532253544467
2024-07-17,84.43714985939107
2024-07-18,85.41897718333747
2024-07-19,86.4008045072839
2024-07-20,88.3644591551767
2024-07-21,89.34628647912311
2024-07-22,82.47349521149826
2024-07-23,83.45532253544467
2024-07-24,85.41897718333747
2024-07-25,81.49166788755186
2024-07-26,82.47349521149826
2024-07-27,88.3644591551767
2024-07-28,91.30994112701593
2024-07-29,84.43714985939107
2024-07-30,80.50984056360544
2024-07-31,85.41897718333747
2024-08-01,85.41897718333747
2024-08-02,83.45532253544467
2024-08-03,92.29176845096234
2024-08-04,93.27359577490874
2024-08-05,85.41897718333747
2024-08-06,80.50984056360544
2024-08-07,84.43714985939107
2024-08-08,81.49166788755186
2024-08-09,84.43714985939107
2024-08-10,88.3644591551767
2024-08-11,91.30994112701593
2024-08-12,87.3826318312303
2024-08-13,81.49166788755186
2024-08-14,84.43714985939107
2024-08-15,86.4008045072839
2024-08-16,86.4008045072839
2024-08-17,90.32811380306951
2024-08-18,91.84548330371396
2024-08-19,83.81235065324336
2024-08-20,87.31568905914304
2024-08-21,87.31568905914304
2024-08-22,83.29912273390772
2024-08-23,86.31154747783421
2024-08-24,86.82477539716983
2024-08-25,92.33639696568716
2024-08-26,87.31568905914304
2024-08-27,86.31154747783421
2024-08-28,84.81649223455219
2024-08-29,83.81235065324336
2024-08-30,82.80820907193453
2024-08-31,84.30326431521655
2024-09-01,90.3281138030695
2024-09-02,90.3281138030695
2024-09-03,85.30740589652538
2024-09-04,85.820633815861
2024-09-05,85.30740589652538
2024-09-06,84.81649223455219
2024-09-07,88.83305855978747
2024-09-08,88.83305855978747
2024-09-09,83.29912273390772
2024-09-10,86.82477539716983
2024-09-11,86.31154747783421
2024-09-12,84.81649223455219
2024-09-13,88.83305855978747
2024-09-14,88.31983064045187
2024-09-15,84.30326431521655
2024-09-16,85.30740589652538
2024-09-17,86.22229044838453
2024-09-18,87.24874628705577
2024-09-19,85.19583460971329
2024-09-20,90.3281138030695
2024-09-21,90.3281138030695
2024-09-22,90.3281138030695
2024-09-23,86.22229044838453
