Time,rebel_wilson
2023-06-21,1.7442691903259726
2023-06-22,1.6841219768664564
2023-06-23,1.6841219768664564
2023-06-24,2.285594111461619
2023-06-25,2.285594111461619
2023-06-26,1.6841219768664564
2023-06-27,1.7442691903259726
2023-06-28,1.7442691903259726
2023-06-29,2.405888538380652
2023-06-30,3.187802313354364
2023-07-01,1.8645636172450053
2023-07-02,1.9848580441640378
2023-07-03,1.9247108307045215
2023-07-04,2.586330178759201
2023-07-05,1.5638275499474237
2023-07-06,1.4435331230283912
2023-07-07,1.5036803364879074
2023-07-08,2.0450052576235542
2023-07-09,3.9095688748685595
2023-07-10,2.225446898002103
2023-07-11,1.2630914826498423
2023-07-12,1.3833859095688747
2023-07-13,1.6841219768664564
2023-07-14,1.8044164037854888
2023-07-15,2.646477392218717
2023-07-16,3.0675078864353313
2023-07-17,2.225446898002103
2023-07-18,3.1276550998948474
2023-07-19,2.7066246056782335
2023-07-20,1.9247108307045215
2023-07-21,1.8044164037854888
2023-07-22,2.8870662460567824
2023-07-23,2.1652996845425867
2023-07-24,1.9247108307045215
2023-07-25,1.3232386961093585
2023-07-26,1.5638275499474237
2023-07-27,1.8645636172450053
2023-07-28,1.9848580441640378
2023-07-29,1.9848580441640378
2023-07-30,1.8645636172450053
2023-07-31,1.5638275499474237
2023-08-01,1.4435331230283912
2023-08-02,1.6239747634069401
2023-08-03,1.5638275499474237
2023-08-04,1.3833859095688747
2023-08-05,1.8645636172450053
2023-08-06,2.646477392218717
2023-08-07,2.466035751840168
2023-08-08,2.5261829652996846
2023-08-09,2.1051524710830702
2023-08-10,1.7442691903259726
2023-08-11,1.9848580441640378
2023-08-12,2.225446898002103
2023-08-13,3.7291272344900106
2023-08-14,2.5261829652996846
2023-08-15,2.0450052576235542
2023-08-16,1.4435331230283912
2023-08-17,1.3833859095688747
2023-08-18,1.1427970557308096
2023-08-19,1.6841219768664564
2023-08-20,1.9247108307045215
2023-08-21,1.3232386961093585
2023-08-22,1.9247108307045215
2023-08-23,1.3232386961093585
2023-08-24,1.1427970557308096
2023-08-25,0.9022082018927444
2023-08-26,1.2630914826498423
2023-08-27,1.4435331230283912
2023-08-28,1.0225026288117771
2023-08-29,0.9022082018927444
2023-08-30,1.0225026288117771
2023-08-31,0.8420609884332282
2023-09-01,1.2630914826498423
2023-09-02,1.6239747634069401
2023-09-03,1.5638275499474237
2023-09-04,1.5036803364879074
2023-09-05,1.1427970557308096
2023-09-06,0.9022082018927444
2023-09-07,0.7217665615141956
2023-09-08,1.0225026288117771
2023-09-09,1.4435331230283912
2023-09-10,1.6239747634069401
2023-09-11,0.9623554153522608
2023-09-12,1.0225026288117771
2023-09-13,1.2630914826498423
2023-09-14,0.9022082018927444
2023-09-15,1.1427970557308096
2023-09-16,1.2630914826498423
2023-09-17,1.8645636172450053
2023-09-18,0.9623554153522608
2023-09-19,1.2630914826498423
2023-09-20,1.4435331230283912
2023-09-21,1.8044164037854888
2023-09-22,1.7442691903259726
2023-09-23,1.7442691903259726
2023-09-24,1.9848580441640378
2023-09-25,2.0450052576235542
2023-09-26,1.3833859095688747
2023-09-27,1.2630914826498423
2023-09-28,1.2630914826498423
2023-09-29,1.2630914826498423
2023-09-30,2.285594111461619
2023-10-01,1.8645636172450053
2023-10-02,0.8420609884332282
2023-10-03,1.0826498422712934
2023-10-04,0.8420609884332282
2023-10-05,1.7442691903259726
2023-10-06,1.202944269190326
2023-10-07,1.6841219768664564
2023-10-08,1.8645636172450053
2023-10-09,1.3833859095688747
2023-10-10,1.5036803364879074
2023-10-11,1.202944269190326
2023-10-12,1.202944269190326
2023-10-13,1.1427970557308096
2023-10-14,1.5036803364879074
2023-10-15,1.2630914826498423
2023-10-16,1.202944269190326
2023-10-17,1.202944269190326
2023-10-18,1.8645636172450053
2023-10-19,1.6841219768664564
2023-10-20,1.8645636172450053
2023-10-21,3.3682439537329127
2023-10-22,3.6088328075709777
2023-10-23,3.007360672975815
2023-10-24,1.6841219768664564
2023-10-25,1.5638275499474237
2023-10-26,1.8044164037854888
2023-10-27,1.4435331230283912
2023-10-28,1.5638275499474237
2023-10-29,1.0225026288117771
2023-10-30,1.0225026288117771
2023-10-31,1.3232386961093585
2023-11-01,1.0225026288117771
2023-11-02,1.0826498422712934
2023-11-03,0.9022082018927444
2023-11-04,2.466035751840168
2023-11-05,2.5261829652996846
2023-11-06,1.7442691903259726
2023-11-07,2.3457413249211356
2023-11-08,1.8645636172450053
2023-11-09,1.3833859095688747
2023-11-10,1.9247108307045215
2023-11-11,2.646477392218717
2023-11-12,2.7066246056782335
2023-11-13,1.4435331230283912
2023-11-14,1.6239747634069401
2023-11-15,1.6841219768664564
2023-11-16,1.4435331230283912
2023-11-17,1.5638275499474237
2023-11-18,2.1652996845425867
2023-11-19,2.405888538380652
2023-11-20,1.8645636172450053
2023-11-21,1.6841219768664564
2023-11-22,2.1652996845425867
2023-11-23,2.0450052576235542
2023-11-24,2.1051524710830702
2023-11-25,1.4435331230283912
2023-11-26,1.5638275499474237
2023-11-27,1.5638275499474237
2023-11-28,0.9022082018927444
2023-11-29,1.2630914826498423
2023-11-30,0.9623554153522608
2023-12-01,1.3232386961093585
2023-12-02,1.2630914826498423
2023-12-03,1.3232386961093585
2023-12-04,1.3833859095688747
2023-12-05,1.3833859095688747
2023-12-06,1.0826498422712934
2023-12-07,1.0826498422712934
2023-12-08,1.0225026288117771
2023-12-09,1.0225026288117771
2023-12-10,1.4435331230283912
2023-12-11,1.1427970557308096
2023-12-12,0.601472134595163
2023-12-13,0.6616193480546793
2023-12-14,0.8420609884332282
2023-12-15,0.7819137749737118
2023-12-16,1.0826498422712934
2023-12-17,1.7442691903259726
2023-12-18,1.2630914826498423
2023-12-19,1.1427970557308096
2023-12-20,1.3833859095688747
2023-12-21,1.0826498422712934
2023-12-22,1.396537632628536
2023-12-23,1.6114367874233966
2023-12-24,1.671584000882913
2023-12-25,1.3363904191690197
2023-12-26,1.3063168124392615
2023-12-27,2.1872192229753553
2023-12-28,1.3063168124392615
2023-12-29,1.3363904191690197
2023-12-30,2.5224128046892487
2023-12-31,2.5224128046892487
2024-01-01,2.6727808383380394
2024-01-02,1.3363904191690197
2024-01-03,1.2762432057095032
2024-01-04,1.6114367874233966
2024-01-05,1.186022385520229
2024-01-06,2.0669247960563224
2024-01-07,2.582560018148765
2024-01-08,1.216095992249987
2024-01-09,1.3063168124392615
2024-01-10,1.3063168124392615
2024-01-11,1.6114367874233966
2024-01-12,1.366464025898778
2024-01-13,1.7016576076126713
2024-01-14,1.7317312143424293
2024-01-15,4.2842176257614355
2024-01-16,3.4333888219551003
2024-01-17,3.4033152152253425
2024-01-18,3.068121633511449
2024-01-19,2.6727808383380394
2024-01-20,4.193996805572162
2024-01-21,2.578789857538329
2024-01-22,1.719193238358886
2024-01-23,2.578789857538329
2024-01-24,2.1489915479486075
2024-01-25,1.2893949287691644
2024-01-26,1.719193238358886
2024-01-27,1.719193238358886
2024-01-28,2.1489915479486075
2024-01-29,1.2893949287691644
2024-01-30,0.859596619179443
2024-01-31,0.859596619179443
2024-02-01,1.2893949287691644
2024-02-02,0.859596619179443
2024-02-03,1.2893949287691644
2024-02-04,2.1489915479486075
2024-02-05,0.859596619179443
2024-02-06,0.4297983095897215
2024-02-07,1.2893949287691644
2024-02-08,1.719193238358886
2024-02-09,1.719193238358886
2024-02-10,2.1489915479486075
2024-02-11,2.1489915479486075
2024-02-12,1.2893949287691644
2024-02-13,1.2893949287691644
2024-02-14,1.2893949287691644
2024-02-15,1.719193238358886
2024-02-16,1.2893949287691644
2024-02-17,2.578789857538329
2024-02-18,2.1489915479486075
2024-02-19,1.719193238358886
2024-02-20,1.2893949287691644
2024-02-21,1.719193238358886
2024-02-22,1.2893949287691644
2024-02-23,0.859596619179443
2024-02-24,2.578789857538329
2024-02-25,3.0085881671280506
2024-02-26,1.719193238358886
2024-02-27,1.2893949287691644
2024-02-28,0.859596619179443
2024-02-29,1.2893949287691644
2024-03-01,1.2893949287691644
2024-03-02,2.1489915479486075
2024-03-03,3.0085881671280506
2024-03-04,2.1489915479486075
2024-03-05,0.859596619179443
2024-03-06,1.2893949287691644
2024-03-07,0.859596619179443
2024-03-08,1.2893949287691644
2024-03-09,2.1489915479486075
2024-03-10,1.719193238358886
2024-03-11,1.2893949287691644
2024-03-12,1.2893949287691644
2024-03-13,1.719193238358886
2024-03-14,0.859596619179443
2024-03-15,1.2893949287691644
2024-03-16,2.1489915479486075
2024-03-17,1.719193238358886
2024-03-18,1.719193238358886
2024-03-19,1.719193238358886
2024-03-20,1.719193238358886
2024-03-21,1.2893949287691644
2024-03-22,1.2893949287691644
2024-03-23,4.727781405486937
2024-03-24,6.446974643845822
2024-03-25,28.79648674251134
2024-03-26,16.332335764409418
2024-03-27,12.893949287691644
2024-03-28,19.340923931537468
2024-03-29,11.174756049332759
2024-03-30,8.59596619179443
2024-03-31,15.902537454819695
2024-04-01,27.936890123331896
2024-04-02,14.613142526050531
2024-04-03,24.068705337024404
2024-04-04,39.111646172664656
2024-04-05,42.97983095897215
2024-04-06,27.507091813742175
2024-04-07,13.323747597281367
2024-04-08,6.446974643845822
2024-04-09,8.59596619179443
2024-04-10,7.3065712630252655
2024-04-11,4.727781405486937
2024-04-12,4.727781405486937
2024-04-13,5.157579715076658
2024-04-14,7.3065712630252655
2024-04-15,4.727781405486937
2024-04-16,4.297983095897215
2024-04-17,4.297983095897215
2024-04-18,3.0085881671280506
2024-04-19,3.868184786307493
2024-04-20,3.0085881671280506
2024-04-21,3.438386476717772
2024-04-22,3.868184786307493
2024-04-23,6.876772953435544
2024-04-24,3.868184786307493
2024-04-25,4.727781405486937
2024-04-26,4.727781405486937
2024-04-27,3.438386476717772
2024-04-28,3.438386476717772
2024-04-29,3.0085881671280506
2024-04-30,3.438386476717772
2024-05-01,3.0085881671280506
2024-05-02,2.578789857538329
2024-05-03,2.578789857538329
2024-05-04,2.578789857538329
2024-05-05,3.868184786307493
2024-05-06,5.587378024666379
2024-05-07,4.727781405486937
2024-05-08,3.438386476717772
2024-05-09,3.438386476717772
2024-05-10,2.578789857538329
2024-05-11,3.0085881671280506
2024-05-12,3.438386476717772
2024-05-13,2.1489915479486075
2024-05-14,2.578789857538329
2024-05-15,2.1489915479486075
2024-05-16,1.719193238358886
2024-05-17,2.1489915479486075
2024-05-18,2.578789857538329
2024-05-19,2.578789857538329
2024-05-20,2.578789857538329
2024-05-21,1.719193238358886
2024-05-22,1.719193238358886
2024-05-23,2.1489915479486075
2024-05-24,1.719193238358886
2024-05-25,2.1489915479486075
2024-05-26,2.578789857538329
2024-05-27,2.578789857538329
2024-05-28,1.719193238358886
2024-05-29,2.1489915479486075
2024-05-30,2.1489915479486075
2024-05-31,1.719193238358886
2024-06-01,1.719193238358886
2024-06-02,2.578789857538329
2024-06-03,2.1489915479486075
2024-06-04,1.719193238358886
2024-06-05,1.719193238358886
2024-06-06,1.719193238358886
2024-06-07,1.2893949287691644
2024-06-08,2.1489915479486075
2024-06-09,1.719193238358886
2024-06-10,1.719193238358886
2024-06-11,1.2893949287691644
2024-06-12,1.719193238358886
2024-06-13,1.719193238358886
2024-06-14,1.2893949287691644
2024-06-15,2.578789857538329
2024-06-16,2.578789857538329
2024-06-17,1.719193238358886
2024-06-18,1.2893949287691644
2024-06-19,1.2893949287691644
2024-06-20,1.719193238358886
2024-06-21,2.1489915479486075
2024-06-22,2.1489915479486075
2024-06-23,3.0085881671280506
2024-06-24,1.719193238358886
2024-06-25,1.719193238358886
2024-06-26,2.1489915479486075
2024-06-27,1.719193238358886
2024-06-28,1.2893949287691644
2024-06-29,1.719193238358886
2024-06-30,1.719193238358886
2024-07-01,1.2893949287691644
2024-07-02,1.2893949287691644
2024-07-03,1.2893949287691644
2024-07-04,1.719193238358886
2024-07-05,2.578789857538329
2024-07-06,2.578789857538329
2024-07-07,2.578789857538329
2024-07-08,3.0085881671280506
2024-07-09,1.719193238358886
2024-07-10,3.0085881671280506
2024-07-11,3.0085881671280506
2024-07-12,2.1489915479486075
2024-07-13,2.578789857538329
2024-07-14,2.578789857538329
2024-07-15,1.719193238358886
2024-07-16,1.719193238358886
2024-07-17,1.2893949287691644
2024-07-18,1.719193238358886
2024-07-19,1.719193238358886
2024-07-20,2.578789857538329
2024-07-21,2.578789857538329
2024-07-22,1.719193238358886
2024-07-23,1.719193238358886
2024-07-24,1.2893949287691644
2024-07-25,1.2893949287691644
2024-07-26,1.719193238358886
2024-07-27,2.1489915479486075
2024-07-28,1.719193238358886
2024-07-29,1.2893949287691644
2024-07-30,1.719193238358886
2024-07-31,1.2893949287691644
2024-08-01,1.2893949287691644
2024-08-02,1.2893949287691644
2024-08-03,1.719193238358886
2024-08-04,2.1489915479486075
2024-08-05,1.719193238358886
2024-08-06,1.719193238358886
2024-08-07,1.2893949287691644
2024-08-08,1.2893949287691644
2024-08-09,1.2893949287691644
2024-08-10,1.719193238358886
2024-08-11,2.1489915479486075
2024-08-12,1.2893949287691644
2024-08-13,0.859596619179443
2024-08-14,1.2893949287691644
2024-08-15,1.2893949287691644
2024-08-16,1.2893949287691644
2024-08-17,2.1489915479486075
2024-08-18,2.1596301199681553
2024-08-19,1.283011785557436
2024-08-20,1.1553489213228652
2024-08-21,1.283011785557436
2024-08-22,0.9404497665280045
2024-08-23,1.6255738045868675
2024-08-24,1.2191803534401506
2024-08-25,1.6894052367041528
2024-08-26,1.2191803534401506
2024-08-27,1.2191803534401506
2024-08-28,1.2191803534401506
2024-08-29,1.3468432176747211
2024-08-30,1.3468432176747211
2024-08-31,1.6894052367041528
2024-09-01,2.1596301199681553
2024-09-02,2.6298550032321573
2024-09-03,1.2191803534401506
2024-09-04,0.9404497665280045
2024-09-05,1.3468432176747211
2024-09-06,1.753236668821438
2024-09-07,2.6298550032321573
2024-09-08,2.09579868785087
2024-09-09,0.876618334410719
2024-09-10,0.9404497665280045
2024-09-11,1.283011785557436
2024-09-12,1.3468432176747211
2024-09-13,1.283011785557436
2024-09-14,1.753236668821438
2024-09-15,1.8170681009387235
2024-09-16,1.283011785557436
