Time,tampa_bay_lightning
2022-06-24,21.0
2022-06-25,93.0
2022-06-26,36.0
2022-06-27,91.0
2022-06-28,7.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,2.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,2.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,2.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.1666666666666665
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.0
2022-09-11,1.1666666666666665
2022-09-12,1.8333333333333333
2022-09-13,1.0
2022-09-14,2.0
2022-09-15,1.1666666666666665
2022-09-16,1.0
2022-09-17,1.8333333333333333
2022-09-18,1.6666666666666665
2022-09-19,1.8333333333333333
2022-09-20,1.1666666666666665
2022-09-21,1.8333333333333333
2022-09-22,1.1666666666666665
2022-09-23,1.8333333333333333
2022-09-24,1.6666666666666665
2022-09-25,2.0
2022-09-26,1.8333333333333333
2022-09-27,2.6666666666666665
2022-09-28,2.0
2022-09-29,1.3333333333333333
2022-09-30,2.333333333333333
2022-10-01,2.0
2022-10-02,2.333333333333333
2022-10-03,2.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,3.0
2022-10-07,3.333333333333333
2022-10-08,5.0
2022-10-09,3.333333333333333
2022-10-10,3.6666666666666665
2022-10-11,6.0
2022-10-12,9.333333333333332
2022-10-13,3.6666666666666665
2022-10-14,5.0
2022-10-15,8.0
2022-10-16,6.0
2022-10-17,3.0
2022-10-18,6.0
2022-10-19,7.666666666666666
2022-10-20,3.333333333333333
2022-10-21,4.666666666666666
2022-10-22,10.333333333333332
2022-10-23,6.666666666666666
2022-10-24,3.0
2022-10-25,3.333333333333333
2022-10-26,6.0
2022-10-27,6.666666666666666
2022-10-28,3.333333333333333
2022-10-29,6.0
2022-10-30,3.333333333333333
2022-10-31,2.6666666666666665
2022-11-01,4.0
2022-11-02,6.0
2022-11-03,5.333333333333333
2022-11-04,7.666666666666666
2022-11-05,5.333333333333333
2022-11-06,6.666666666666666
2022-11-07,3.0
2022-11-08,3.6666666666666665
2022-11-09,6.333333333333333
2022-11-10,3.0
2022-11-11,3.0
2022-11-12,6.333333333333333
2022-11-13,4.333333333333333
2022-11-14,6.333333333333333
2022-11-15,3.0
2022-11-16,6.333333333333333
2022-11-17,3.6666666666666665
2022-11-18,6.666666666666666
2022-11-19,4.0
2022-11-20,6.666666666666666
2022-11-21,3.6666666666666665
2022-11-22,6.0
2022-11-23,2.6666666666666665
2022-11-24,3.333333333333333
2022-11-25,3.6666666666666665
2022-11-26,8.333333333333332
2022-11-27,3.333333333333333
2022-11-28,3.333333333333333
2022-11-29,7.0
2022-11-30,5.0
2022-12-01,3.333333333333333
2022-12-02,5.0
2022-12-03,4.0
2022-12-04,7.333333333333333
2022-12-05,3.0
2022-12-06,4.333333333333333
2022-12-07,5.666666666666666
2022-12-08,3.6666666666666665
2022-12-09,7.0
2022-12-10,6.333333333333333
2022-12-11,5.666666666666666
2022-12-12,3.333333333333333
2022-12-13,3.6666666666666665
2022-12-14,6.0
2022-12-15,3.6666666666666665
2022-12-16,6.0
2022-12-17,3.6666666666666665
2022-12-18,5.666666666666666
2022-12-19,3.333333333333333
2022-12-20,3.6666666666666665
2022-12-21,5.666666666666666
2022-12-22,5.666666666666666
2022-12-23,2.0
2022-12-24,2.6666666666666665
2022-12-25,2.333333333333333
2022-12-26,3.0
2022-12-27,3.0
2022-12-28,4.0
2022-12-29,7.333333333333333
2022-12-30,7.0
2022-12-31,5.0
2023-01-01,5.666666666666666
2023-01-02,3.0
2023-01-03,3.0
2023-01-04,6.333333333333333
2023-01-05,7.333333333333333
2023-01-06,3.333333333333333
2023-01-07,6.0
2023-01-08,3.0
2023-01-09,2.333333333333333
2023-01-10,3.6666666666666665
2023-01-11,5.666666666666666
2023-01-12,4.0
2023-01-13,6.333333333333333
2023-01-14,3.333333333333333
2023-01-15,6.0
2023-01-16,5.0
2023-01-17,4.333333333333333
2023-01-18,2.6666666666666665
2023-01-19,6.666666666666666
2023-01-20,6.333333333333333
2023-01-21,5.666666666666666
2023-01-22,3.333333333333333
2023-01-23,3.0
2023-01-24,3.333333333333333
2023-01-25,6.333333333333333
2023-01-26,4.0
2023-01-27,8.0
2023-01-28,4.333333333333333
2023-01-29,6.666666666666666
2023-01-30,2.6666666666666665
2023-01-31,2.6666666666666665
2023-02-01,2.0
2023-02-02,2.0
2023-02-03,2.0
2023-02-04,3.0
2023-02-05,2.333333333333333
2023-02-06,2.333333333333333
2023-02-07,6.333333333333333
2023-02-08,5.666666666666666
2023-02-09,3.0
2023-02-10,6.666666666666666
2023-02-11,6.0
2023-02-12,3.0
2023-02-13,2.6666666666666665
2023-02-14,2.6666666666666665
2023-02-15,6.0
2023-02-16,5.0
2023-02-17,2.6666666666666665
2023-02-18,4.0
2023-02-19,6.0
2023-02-20,3.0
2023-02-21,4.0
2023-02-22,6.0
2023-02-23,3.6666666666666665
2023-02-24,6.0
2023-02-25,4.0
2023-02-26,8.666666666666666
2023-02-27,6.666666666666666
2023-02-28,4.666666666666666
2023-03-01,7.0
2023-03-02,4.333333333333333
2023-03-03,7.0
2023-03-04,6.666666666666666
2023-03-05,8.0
2023-03-06,4.333333333333333
2023-03-07,4.0
2023-03-08,6.666666666666666
2023-03-09,3.6666666666666665
2023-03-10,6.333333333333333
2023-03-11,4.666666666666666
2023-03-12,9.0
2023-03-13,5.333333333333333
2023-03-14,3.333333333333333
2023-03-15,4.666666666666666
2023-03-16,3.6666666666666665
2023-03-17,5.333333333333333
2023-03-18,5.0
2023-03-19,9.333333333333332
2023-03-20,5.0
2023-03-21,3.333333333333333
2023-03-22,4.0
2023-03-23,3.0
2023-03-24,4.333333333333333
2023-03-25,6.666666666666666
2023-03-26,3.0
2023-03-27,2.333333333333333
2023-03-28,3.333333333333333
2023-03-29,5.0
2023-03-30,4.0
2023-03-31,5.333333333333333
2023-04-01,4.666666666666666
2023-04-02,6.666666666666666
2023-04-03,3.0
2023-04-04,3.333333333333333
2023-04-05,4.333333333333333
2023-04-06,7.0
2023-04-07,5.666666666666666
2023-04-08,4.666666666666666
2023-04-09,6.333333333333333
2023-04-10,3.333333333333333
2023-04-11,5.0
2023-04-12,6.666666666666666
2023-04-13,5.0
2023-04-14,6.333333333333333
2023-04-15,4.333333333333333
2023-04-16,3.333333333333333
2023-04-17,3.6666666666666665
2023-04-18,7.666666666666666
2023-04-19,23.333333333333332
2023-04-20,10.0
2023-04-21,15.666666666666666
2023-04-22,15.666666666666666
2023-04-23,29.333333333333332
2023-04-24,10.333333333333332
2023-04-25,28.0
2023-04-26,8.666666666666666
2023-04-27,11.666666666666666
2023-04-28,23.333333333333332
2023-04-29,19.333333333333332
2023-04-30,33.33333333333333
2023-05-01,6.0
2023-05-02,3.0
2023-05-03,2.333333333333333
2023-05-04,1.3333333333333333
2023-05-05,1.6666666666666665
2023-05-06,1.6666666666666665
2023-05-07,1.6666666666666665
2023-05-08,1.6666666666666665
2023-05-09,1.3333333333333333
2023-05-10,1.3333333333333333
2023-05-11,1.0
2023-05-12,1.3333333333333333
2023-05-13,1.3333333333333333
2023-05-14,1.0
2023-05-15,1.0
2023-05-16,1.0
2023-05-17,1.0
2023-05-18,1.0
2023-05-19,1.3333333333333333
2023-05-20,1.0
2023-05-21,1.3333333333333333
2023-05-22,0.6666666666666666
2023-05-23,1.0
2023-05-24,1.0
2023-05-25,1.3333333333333333
2023-05-26,1.0
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.0
2023-05-30,1.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,0.6666666666666666
2023-06-03,1.0
2023-06-04,1.3333333333333333
2023-06-05,1.0
2023-06-06,1.0
2023-06-07,1.0
2023-06-08,1.0
2023-06-09,0.6666666666666666
2023-06-10,1.3333333333333333
2023-06-11,1.0
2023-06-12,0.6666666666666666
2023-06-13,0.6666666666666666
2023-06-14,1.3333333333333333
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,1.0
2023-06-18,0.6666666666666666
2023-06-19,0.6666666666666666
2023-06-20,0.6666666666666666
2023-06-21,0.6666666666666666
2023-06-22,0.6666666666666666
2023-06-23,0.6666666666666666
2023-06-24,0.6666666666666666
2023-06-25,1.0
2023-06-26,0.6666666666666666
2023-06-27,2.0
2023-06-28,2.0
2023-06-29,2.6666666666666665
2023-06-30,1.6666666666666665
2023-07-01,3.0
2023-07-02,2.333333333333333
2023-07-03,2.6666666666666665
2023-07-04,2.0
2023-07-05,1.0
2023-07-06,1.0
2023-07-07,0.6666666666666666
2023-07-08,1.0
2023-07-09,1.3333333333333333
2023-07-10,1.0
2023-07-11,1.0
2023-07-12,1.0
2023-07-13,1.0
2023-07-14,1.0
2023-07-15,1.0
2023-07-16,1.0
2023-07-17,1.0
2023-07-18,1.3333333333333333
2023-07-19,0.6666666666666666
2023-07-20,1.0
2023-07-21,1.0
2023-07-22,1.0
2023-07-23,1.3333333333333333
2023-07-24,0.6666666666666666
2023-07-25,1.0
2023-07-26,1.0
2023-07-27,0.6666666666666666
2023-07-28,1.0
2023-07-29,0.6666666666666666
2023-07-30,0.6666666666666666
2023-07-31,0.6666666666666666
2023-08-01,1.0
2023-08-02,1.0
2023-08-03,1.3333333333333333
2023-08-04,1.0
2023-08-05,0.6666666666666666
2023-08-06,0.6666666666666666
2023-08-07,1.0
2023-08-08,0.6666666666666666
2023-08-09,1.0
2023-08-10,0.6666666666666666
2023-08-11,1.0
2023-08-12,1.0
2023-08-13,1.3333333333333333
2023-08-14,0.6666666666666666
2023-08-15,1.0
2023-08-16,1.0
2023-08-17,1.0
2023-08-18,1.0
2023-08-19,0.6666666666666666
2023-08-20,1.0
2023-08-21,1.0
2023-08-22,1.0
2023-08-23,1.0
2023-08-24,1.3333333333333333
2023-08-25,1.0
2023-08-26,0.6666666666666666
2023-08-27,1.0
2023-08-28,1.0
2023-08-29,1.0
2023-08-30,1.0
2023-08-31,1.0
2023-09-01,1.0
2023-09-02,1.0
2023-09-03,1.0
2023-09-04,0.6666666666666666
2023-09-05,0.6666666666666666
2023-09-06,0.6666666666666666
2023-09-07,1.0
2023-09-08,1.0
2023-09-09,1.3333333333333333
2023-09-10,1.3333333333333333
2023-09-11,1.3333333333333333
2023-09-12,1.3333333333333333
2023-09-13,1.0
2023-09-14,1.0
2023-09-15,1.3333333333333333
2023-09-16,1.3333333333333333
2023-09-17,1.6666666666666665
2023-09-18,1.6666666666666665
2023-09-19,1.3333333333333333
2023-09-20,1.3333333333333333
2023-09-21,1.3333333333333333
2023-09-22,1.3333333333333333
2023-09-23,1.3333333333333333
2023-09-24,1.6666666666666665
2023-09-25,2.0
2023-09-26,4.333333333333333
2023-09-27,3.333333333333333
2023-09-28,3.6666666666666665
2023-09-29,4.0
2023-09-30,5.666666666666666
2023-10-01,3.333333333333333
2023-10-02,2.0
2023-10-03,3.333333333333333
2023-10-04,4.0
2023-10-05,3.6666666666666665
2023-10-06,4.0
2023-10-07,3.333333333333333
2023-10-08,3.0
2023-10-09,3.333333333333333
2023-10-10,12.333333333333332
2023-10-11,9.0
2023-10-12,4.0
2023-10-13,3.0
2023-10-14,5.0
2023-10-15,8.0
2023-10-16,5.0
2023-10-17,4.333333333333333
2023-10-18,6.666666666666666
2023-10-19,4.333333333333333
2023-10-20,6.0
2023-10-21,5.666666666666666
2023-10-22,6.333333333333333
2023-10-23,2.6666666666666665
2023-10-24,4.333333333333333
2023-10-25,5.333333333333333
2023-10-26,4.0
2023-10-27,6.0
2023-10-28,3.0
2023-10-29,2.333333333333333
2023-10-30,4.0
2023-10-31,4.333333333333333
2023-11-01,3.0
2023-11-02,3.6666666666666665
2023-11-03,5.0
2023-11-04,3.6666666666666665
2023-11-05,4.666666666666666
2023-11-06,2.6666666666666665
2023-11-07,6.333333333333333
2023-11-08,7.666666666666666
2023-11-09,4.0
2023-11-10,7.0
2023-11-11,4.333333333333333
2023-11-12,6.0
2023-11-13,2.6666666666666665
2023-11-14,3.0
2023-11-15,5.333333333333333
2023-11-16,3.0
2023-11-17,7.0
2023-11-18,5.0
2023-11-19,3.6666666666666665
2023-11-20,3.0
2023-11-21,6.666666666666666
2023-11-22,4.0
2023-11-23,6.0
2023-11-24,4.0
2023-11-25,7.0
2023-11-26,3.0
2023-11-27,2.6666666666666665
2023-11-28,6.0
2023-11-29,5.0
2023-11-30,3.333333333333333
2023-12-01,5.333333333333333
2023-12-02,5.0
2023-12-03,3.0
2023-12-04,3.333333333333333
2023-12-05,5.333333333333333
2023-12-06,3.6666666666666665
2023-12-07,5.333333333333333
2023-12-08,4.0
2023-12-09,3.0
2023-12-10,5.333333333333333
2023-12-11,2.6666666666666665
2023-12-12,2.6666666666666665
2023-12-13,4.333333333333333
2023-12-14,2.6666666666666665
2023-12-15,5.0
2023-12-16,3.6666666666666665
2023-12-17,5.666666666666666
2023-12-18,2.6666666666666665
2023-12-19,3.6666666666666665
2023-12-20,5.333333333333333
2023-12-21,4.333333333333333
2023-12-22,6.0628480509148766
2023-12-23,3.329355608591885
2023-12-24,5.721161495624502
2023-12-25,2.391805887032617
2023-12-26,2.6459824980111373
2023-12-27,3.329355608591885
2023-12-28,6.746221161495624
2023-12-29,2.9876690533015116
2023-12-30,4.696101829753381
2023-12-31,6.65871121718377
2024-01-01,5.633651551312649
2024-01-02,2.391805887032617
2024-01-03,4.3544152744630065
2024-01-04,2.9876690533015116
2024-01-05,5.1252983293556085
2024-01-06,3.0751789976133654
2024-01-07,5.037788385043755
2024-01-08,2.391805887032617
2024-01-09,3.329355608591885
2024-01-10,5.2919649960222745
2024-01-11,3.329355608591885
2024-01-12,5.721161495624502
2024-01-13,3.5835322195704054
2024-01-14,5.975338106603023
2024-01-15,2.9876690533015116
2024-01-16,3.6710421638822592
2024-01-17,3.329355608591885
2024-01-18,4.696101829753381
2024-01-19,7.683770883054892
2024-01-20,6.0628480509148766
2024-01-21,4.900556881463802
2024-01-22,5.250596658711217
2024-01-23,5.07557677008751
2024-01-24,5.950676213206046
2024-01-25,3.675417661097852
2024-01-26,6.125696101829753
2024-01-27,4.375497215592681
2024-01-28,7.175815433571997
2024-01-29,2.450278440731901
2024-01-30,2.100238663484487
2024-01-31,1.7501988862370723
2024-02-01,2.2752585521081943
2024-02-02,1.5751789976133652
2024-02-03,2.450278440731901
2024-02-04,2.100238663484487
2024-02-05,1.7501988862370723
2024-02-06,2.450278440731901
2024-02-07,3.3253778838504373
2024-02-08,8.575974542561655
2024-02-09,5.07557677008751
2024-02-10,4.025457438345266
2024-02-11,4.5505171042163886
2024-02-12,2.2752585521081943
2024-02-13,2.800318217979316
2024-02-14,5.425616547334925
2024-02-15,4.375497215592681
2024-02-16,7.875894988066825
2024-02-17,6.825775656324582
2024-02-18,6.300715990453461
2024-02-19,4.200477326968974
2024-02-20,7.875894988066825
2024-02-21,3.1503579952267304
2024-02-22,3.675417661097852
2024-02-23,6.475735879077168
2024-02-24,5.7756563245823385
2024-02-25,7.000795544948289
2024-02-26,3.1503579952267304
2024-02-27,3.1503579952267304
2024-02-28,6.300715990453461
2024-02-29,3.5003977724741446
2024-03-01,5.425616547334925
2024-03-02,4.200477326968974
2024-03-03,7.7008750994431185
2024-03-04,2.6252983293556085
2024-03-05,3.1503579952267304
2024-03-06,3.3253778838504373
2024-03-07,4.725536992840095
2024-03-08,6.650755767700875
2024-03-09,5.250596658711217
2024-03-10,8.575974542561655
2024-03-11,2.800318217979316
2024-03-12,2.2752585521081943
2024-03-13,2.100238663484487
2024-03-14,3.5003977724741446
2024-03-15,5.600636435958632
2024-03-16,6.825775656324582
2024-03-17,5.7756563245823385
2024-03-18,2.800318217979316
2024-03-19,2.975338106603023
2024-03-20,5.950676213206046
2024-03-21,2.6252983293556085
2024-03-22,5.7756563245823385
2024-03-23,3.5003977724741446
2024-03-24,6.125696101829753
2024-03-25,5.425616547334925
2024-03-26,2.450278440731901
2024-03-27,5.600636435958632
2024-03-28,7.525855210819411
2024-03-29,3.675417661097852
2024-03-30,5.07557677008751
2024-03-31,7.7008750994431185
2024-04-01,5.425616547334925
2024-04-02,5.950676213206046
2024-04-03,4.025457438345266
2024-04-04,6.475735879077168
2024-04-05,5.600636435958632
2024-04-06,9.626093874303898
2024-04-07,3.5003977724741446
2024-04-08,2.6252983293556085
2024-04-09,4.5505171042163886
2024-04-10,5.950676213206046
2024-04-11,4.375497215592681
2024-04-12,5.425616547334925
2024-04-13,6.475735879077168
2024-04-14,5.07557677008751
2024-04-15,5.250596658711217
2024-04-16,5.7756563245823385
2024-04-17,6.650755767700875
2024-04-18,7.7008750994431185
2024-04-19,4.375497215592681
2024-04-20,5.07557677008751
2024-04-21,16.626889419252187
2024-04-22,5.07557677008751
2024-04-23,7.000795544948289
2024-04-24,15.576770087509944
2024-04-25,8.225934765314241
2024-04-26,14.351630867143994
2024-04-27,17.501988862370723
2024-04-28,12.426412092283213
2024-04-29,9.626093874303898
2024-04-30,16.626889419252187
2024-05-01,3.3253778838504373
2024-05-02,1.5751789976133652
2024-05-03,1.7501988862370723
2024-05-04,1.7501988862370723
2024-05-05,1.9252187748607796
2024-05-06,1.400159108989658
2024-05-07,1.0501193317422435
2024-05-08,1.400159108989658
2024-05-09,1.2251392203659506
2024-05-10,1.2251392203659506
2024-05-11,1.0501193317422435
2024-05-12,1.2251392203659506
2024-05-13,0.700079554494829
2024-05-14,0.8750994431185362
2024-05-15,0.8750994431185362
2024-05-16,0.700079554494829
2024-05-17,1.2251392203659506
2024-05-18,1.2251392203659506
2024-05-19,1.0501193317422435
2024-05-20,0.8750994431185362
2024-05-21,1.5751789976133652
2024-05-22,1.5751789976133652
2024-05-23,1.0501193317422435
2024-05-24,0.700079554494829
2024-05-25,1.0501193317422435
2024-05-26,1.0501193317422435
2024-05-27,0.700079554494829
2024-05-28,0.8750994431185362
2024-05-29,1.0501193317422435
2024-05-30,0.8750994431185362
2024-05-31,1.2251392203659506
2024-06-01,1.0501193317422435
2024-06-02,1.400159108989658
2024-06-03,1.400159108989658
2024-06-04,0.8750994431185362
2024-06-05,0.8750994431185362
2024-06-06,1.0501193317422435
2024-06-07,0.8750994431185362
2024-06-08,1.2251392203659506
2024-06-09,1.9252187748607796
2024-06-10,0.8750994431185362
2024-06-11,1.2251392203659506
2024-06-12,0.8750994431185362
2024-06-13,1.0501193317422435
2024-06-14,1.5751789976133652
2024-06-15,1.2251392203659506
2024-06-16,1.7501988862370723
2024-06-17,0.8750994431185362
2024-06-18,1.0501193317422435
2024-06-19,1.7501988862370723
2024-06-20,0.8750994431185362
2024-06-21,0.8750994431185362
2024-06-22,1.400159108989658
2024-06-23,1.2251392203659506
2024-06-24,1.0501193317422435
2024-06-25,4.025457438345266
2024-06-26,1.400159108989658
2024-06-27,1.5751789976133652
2024-06-28,1.400159108989658
2024-06-29,3.8504375497215593
2024-06-30,3.8504375497215593
2024-07-01,6.650755767700875
2024-07-02,5.07557677008751
2024-07-03,2.6252983293556085
2024-07-04,2.450278440731901
2024-07-05,1.9252187748607796
2024-07-06,1.400159108989658
2024-07-07,1.400159108989658
2024-07-08,1.2251392203659506
2024-07-09,1.2251392203659506
2024-07-10,1.0501193317422435
2024-07-11,1.400159108989658
2024-07-12,1.2251392203659506
2024-07-13,0.700079554494829
2024-07-14,0.8750994431185362
2024-07-15,1.0501193317422435
2024-07-16,1.0501193317422435
2024-07-17,0.8750994431185362
2024-07-18,0.8750994431185362
2024-07-19,1.0501193317422435
2024-07-20,1.2251392203659506
2024-07-21,0.700079554494829
2024-07-22,1.0501193317422435
2024-07-23,0.3500397772474145
2024-07-24,0.8750994431185362
2024-07-25,0.8750994431185362
2024-07-26,0.700079554494829
2024-07-27,1.0501193317422435
2024-07-28,1.0501193317422435
2024-07-29,0.8750994431185362
2024-07-30,0.700079554494829
2024-07-31,0.700079554494829
2024-08-01,1.0501193317422435
2024-08-02,0.5250596658711217
2024-08-03,0.8750994431185362
2024-08-04,0.8750994431185362
2024-08-05,0.700079554494829
2024-08-06,0.8750994431185362
2024-08-07,0.700079554494829
2024-08-08,0.8750994431185362
2024-08-09,0.8750994431185362
2024-08-10,0.8750994431185362
2024-08-11,0.5250596658711217
2024-08-12,0.8750994431185362
2024-08-13,1.400159108989658
2024-08-14,1.2251392203659506
2024-08-15,1.2251392203659506
2024-08-16,1.0501193317422435
2024-08-17,1.2251392203659506
2024-08-18,1.4293290904269425
2024-08-19,0.8750994431185362
2024-08-20,1.1084592946168126
2024-08-21,0.7146645452134712
2024-08-22,1.035534341023601
2024-08-23,1.035534341023601
2024-08-24,1.3564041368337312
2024-08-25,1.035534341023601
2024-08-26,1.1084592946168126
2024-08-27,0.8750994431185362
2024-08-28,1.1084592946168126
2024-08-29,0.8750994431185362
2024-08-30,0.8750994431185362
2024-08-31,1.1084592946168126
2024-09-01,1.035534341023601
2024-09-02,0.8750994431185362
2024-09-03,0.8750994431185362
2024-09-04,0.8750994431185362
2024-09-05,0.9480243967117475
2024-09-06,0.8750994431185362
2024-09-07,0.8750994431185362
2024-09-08,1.195969238928666
2024-09-09,1.035534341023601
2024-09-10,1.035534341023601
2024-09-11,0.8750994431185362
2024-09-12,1.1084592946168126
2024-09-13,1.035534341023601
2024-09-14,1.4293290904269425
2024-09-15,0.9480243967117475
2024-09-16,1.1084592946168126
2024-09-17,0.8750994431185363
2024-09-18,1.4584990718642272
2024-09-19,1.3126491646778045
2024-09-20,1.4584990718642272
2024-09-21,2.187748607796341
2024-09-22,1.7501988862370725
2024-09-23,1.6043489790506498
2024-09-24,3.7920975868469906
2024-09-25,3.937947494033413
2024-09-26,2.9169981437284545
2024-09-27,2.3335985149827634
2024-09-28,1.6043489790506498
2024-09-29,2.3335985149827634
2024-09-30,1.8960487934234953
2024-10-01,2.479448422169186
2024-10-02,2.479448422169186
2024-10-03,3.2086979581012995
2024-10-04,2.625298329355609
2024-10-05,2.3335985149827634
2024-10-06,1.8960487934234953
2024-10-07,1.7501988862370725
2024-10-08,2.625298329355609
2024-10-09,2.3335985149827634
2024-10-10,2.625298329355609
2024-10-11,4.958896844338372
2024-10-12,6.417395916202599
2024-10-13,3.062848050914877
2024-10-14,2.479448422169186
2024-10-15,4.667197029965527
2024-10-16,5.542296473084063
2024-10-17,4.375497215592682
2024-10-18,5.39644656589764
2024-10-19,4.81304693715195
2024-10-20,2.625298329355609
2024-10-21,4.083797401219836
2024-10-22,5.979846194643331
2024-10-23,4.667197029965527
2024-10-24,3.937947494033413
2024-10-25,4.083797401219836
2024-10-26,3.937947494033413
2024-10-27,4.958896844338372
2024-10-28,4.375497215592682
2024-10-29,5.979846194643331
