Time,tampa bay lightning
2022-06-24,21.0
2022-06-25,93.0
2022-06-26,36.0
2022-06-27,91.0
2022-06-28,7.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,2.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,2.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,2.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,2.0
2022-09-01,2.5
2022-09-02,2.0
2022-09-03,2.0
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,2.0
2022-09-09,2.0
2022-09-10,2.0
2022-09-11,2.5
2022-09-12,3.5
2022-09-13,2.0
2022-09-14,4.0
2022-09-15,2.5
2022-09-16,2.0
2022-09-17,3.5
2022-09-18,3.0
2022-09-19,3.5
2022-09-20,2.5
2022-09-21,3.5
2022-09-22,2.5
2022-09-23,3.5
2022-09-24,3.0
2022-09-25,4.0
2022-09-26,3.5
2022-09-27,5.0
2022-09-28,6.0
2022-09-29,4.0
2022-09-30,7.0
2022-10-01,6.0
2022-10-02,7.0
2022-10-03,6.0
2022-10-04,6.0
2022-10-05,6.0
2022-10-06,9.0
2022-10-07,10.0
2022-10-08,15.0
2022-10-09,10.0
2022-10-10,11.0
2022-10-11,18.0
2022-10-12,28.0
2022-10-13,11.0
2022-10-14,15.0
2022-10-15,24.0
2022-10-16,18.0
2022-10-17,9.0
2022-10-18,18.0
2022-10-19,23.0
2022-10-20,10.0
2022-10-21,14.0
2022-10-22,31.0
2022-10-23,20.0
2022-10-24,9.0
2022-10-25,10.0
2022-10-26,18.0
2022-10-27,20.0
2022-10-28,10.0
2022-10-29,18.0
2022-10-30,10.0
2022-10-31,8.0
2022-11-01,12.0
2022-11-02,18.0
2022-11-03,16.0
2022-11-04,23.0
2022-11-05,16.0
2022-11-06,20.0
2022-11-07,9.0
2022-11-08,11.0
2022-11-09,19.0
2022-11-10,9.0
2022-11-11,9.0
2022-11-12,19.0
2022-11-13,13.0
2022-11-14,19.0
2022-11-15,9.0
2022-11-16,19.0
2022-11-17,11.0
2022-11-18,20.0
2022-11-19,12.0
2022-11-20,20.0
2022-11-21,11.0
2022-11-22,18.0
2022-11-23,8.0
2022-11-24,10.0
2022-11-25,11.0
2022-11-26,25.0
2022-11-27,10.0
2022-11-28,10.0
2022-11-29,21.0
2022-11-30,15.0
2022-12-01,10.0
2022-12-02,15.0
2022-12-03,12.0
2022-12-04,22.0
2022-12-05,9.0
2022-12-06,13.0
2022-12-07,17.0
2022-12-08,11.0
2022-12-09,21.0
2022-12-10,19.0
2022-12-11,17.0
2022-12-12,10.0
2022-12-13,11.0
2022-12-14,18.0
2022-12-15,11.0
2022-12-16,18.0
2022-12-17,11.0
2022-12-18,17.0
2022-12-19,10.0
2022-12-20,11.0
2022-12-21,17.0
2022-12-22,17.0
2022-12-23,6.0
2022-12-24,8.0
2022-12-25,7.0
2022-12-26,9.0
2022-12-27,9.0
2022-12-28,12.0
2022-12-29,22.0
2022-12-30,21.0
2022-12-31,15.0
2023-01-01,17.0
2023-01-02,9.0
2023-01-03,9.0
2023-01-04,19.0
2023-01-05,22.0
2023-01-06,10.0
2023-01-07,18.0
2023-01-08,9.0
2023-01-09,7.0
2023-01-10,11.0
2023-01-11,17.0
2023-01-12,12.0
2023-01-13,19.0
2023-01-14,10.0
2023-01-15,18.0
2023-01-16,15.0
2023-01-17,13.0
2023-01-18,8.0
2023-01-19,20.0
2023-01-20,19.0
2023-01-21,17.0
2023-01-22,10.0
2023-01-23,9.0
2023-01-24,10.0
2023-01-25,19.0
2023-01-26,12.0
2023-01-27,24.0
2023-01-28,13.0
2023-01-29,20.0
2023-01-30,8.0
2023-01-31,8.0
2023-02-01,6.0
2023-02-02,6.0
2023-02-03,6.0
2023-02-04,9.0
2023-02-05,7.0
2023-02-06,7.0
2023-02-07,19.0
2023-02-08,17.0
2023-02-09,9.0
2023-02-10,20.0
2023-02-11,18.0
2023-02-12,9.0
2023-02-13,8.0
2023-02-14,8.0
2023-02-15,18.0
2023-02-16,15.0
2023-02-17,8.0
2023-02-18,12.0
2023-02-19,18.0
2023-02-20,9.0
2023-02-21,12.0
2023-02-22,18.0
2023-02-23,11.0
2023-02-24,18.0
2023-02-25,12.0
2023-02-26,26.0
2023-02-27,20.0
2023-02-28,14.0
2023-03-01,21.0
2023-03-02,13.0
2023-03-03,21.0
2023-03-04,20.0
2023-03-05,24.0
2023-03-06,13.0
2023-03-07,12.0
2023-03-08,20.0
2023-03-09,11.0
2023-03-10,19.0
2023-03-11,14.0
2023-03-12,27.0
2023-03-13,16.0
2023-03-14,10.0
2023-03-15,14.0
2023-03-16,11.0
2023-03-17,16.0
2023-03-18,15.0
2023-03-19,28.0
2023-03-20,15.0
2023-03-21,10.0
2023-03-22,12.0
2023-03-23,9.0
2023-03-24,13.0
2023-03-25,20.0
2023-03-26,9.0
2023-03-27,7.0
2023-03-28,10.0
2023-03-29,15.0
2023-03-30,12.0
2023-03-31,16.0
2023-04-01,14.0
2023-04-02,20.0
2023-04-03,9.0
2023-04-04,10.0
2023-04-05,13.0
2023-04-06,21.0
2023-04-07,17.0
2023-04-08,14.0
2023-04-09,19.0
2023-04-10,10.0
2023-04-11,15.0
2023-04-12,20.0
2023-04-13,15.0
2023-04-14,19.0
2023-04-15,13.0
2023-04-16,10.0
2023-04-17,11.0
2023-04-18,23.0
2023-04-19,70.0
2023-04-20,30.0
2023-04-21,47.0
2023-04-22,47.0
2023-04-23,88.0
2023-04-24,31.0
2023-04-25,84.0
2023-04-26,26.0
2023-04-27,35.0
2023-04-28,70.0
2023-04-29,58.0
2023-04-30,100.0
2023-05-01,18.0
2023-05-02,9.0
2023-05-03,7.0
2023-05-04,4.0
2023-05-05,5.0
2023-05-06,5.0
2023-05-07,5.0
2023-05-08,5.0
2023-05-09,4.0
2023-05-10,4.0
2023-05-11,3.0
2023-05-12,4.0
2023-05-13,4.0
2023-05-14,3.0
2023-05-15,3.0
2023-05-16,3.0
2023-05-17,3.0
2023-05-18,3.0
2023-05-19,4.0
2023-05-20,3.0
2023-05-21,4.0
2023-05-22,2.0
2023-05-23,3.0
2023-05-24,3.0
2023-05-25,4.0
2023-05-26,3.0
2023-05-27,3.0
2023-05-28,3.0
2023-05-29,3.0
2023-05-30,3.0
2023-05-31,3.0
2023-06-01,3.0
2023-06-02,2.0
2023-06-03,3.0
2023-06-04,4.0
2023-06-05,3.0
2023-06-06,3.0
2023-06-07,3.0
2023-06-08,3.0
2023-06-09,2.0
2023-06-10,4.0
2023-06-11,3.0
2023-06-12,2.0
2023-06-13,2.0
2023-06-14,4.0
2023-06-15,3.0
2023-06-16,3.0
2023-06-17,3.0
2023-06-18,2.0
2023-06-19,2.0
2023-06-20,2.0
2023-06-21,2.0
2023-06-22,2.0
2023-06-23,2.0
2023-06-24,2.0
2023-06-25,3.0
2023-06-26,2.0
2023-06-27,6.0
2023-06-28,6.0
2023-06-29,8.0
2023-06-30,5.0
2023-07-01,9.0
2023-07-02,7.0
2023-07-03,8.0
2023-07-04,6.0
2023-07-05,3.0
2023-07-06,3.0
2023-07-07,2.0
2023-07-08,3.0
2023-07-09,4.0
2023-07-10,3.0
2023-07-11,3.0
2023-07-12,3.0
2023-07-13,3.0
2023-07-14,3.0
2023-07-15,3.0
2023-07-16,3.0
2023-07-17,3.0
2023-07-18,4.0
2023-07-19,2.0
2023-07-20,3.0
2023-07-21,3.0
2023-07-22,3.0
2023-07-23,4.0
2023-07-24,2.0
2023-07-25,3.0
2023-07-26,3.0
2023-07-27,2.0
2023-07-28,3.0
2023-07-29,2.0
2023-07-30,2.0
2023-07-31,2.0
2023-08-01,3.0
2023-08-02,3.0
2023-08-03,4.0
2023-08-04,3.0
2023-08-05,2.0
2023-08-06,2.0
2023-08-07,3.0
2023-08-08,2.0
2023-08-09,3.0
2023-08-10,2.0
2023-08-11,3.0
2023-08-12,3.0
2023-08-13,4.0
2023-08-14,2.0
2023-08-15,3.0
2023-08-16,3.0
2023-08-17,3.0
2023-08-18,3.0
2023-08-19,2.0
2023-08-20,3.0
2023-08-21,3.0
2023-08-22,3.0
2023-08-23,3.0
2023-08-24,4.0
2023-08-25,3.0
2023-08-26,2.0
2023-08-27,3.0
2023-08-28,3.0
2023-08-29,3.0
2023-08-30,3.0
2023-08-31,3.0
2023-09-01,3.0
2023-09-02,3.0
2023-09-03,3.0
2023-09-04,2.0
2023-09-05,2.0
2023-09-06,2.0
2023-09-07,3.0
2023-09-08,3.0
2023-09-09,4.0
2023-09-10,4.0
2023-09-11,4.0
2023-09-12,4.0
2023-09-13,3.0
2023-09-14,3.0
2023-09-15,4.0
2023-09-16,4.0
2023-09-17,5.0
2023-09-18,5.0
2023-09-19,4.0
2023-09-20,4.0
2023-09-21,4.0
2023-09-22,4.0
2023-09-23,4.0
2023-09-24,5.0
2023-09-25,6.0
2023-09-26,13.0
2023-09-27,10.0
2023-09-28,11.0
2023-09-29,12.0
2023-09-30,17.0
2023-10-01,10.0
2023-10-02,6.0
2023-10-03,10.0
2023-10-04,12.0
2023-10-05,11.0
2023-10-06,12.0
2023-10-07,10.0
2023-10-08,9.0
2023-10-09,10.0
2023-10-10,37.0
2023-10-11,27.0
2023-10-12,12.0
2023-10-13,9.0
2023-10-14,15.0
2023-10-15,24.0
2023-10-16,15.0
2023-10-17,13.0
2023-10-18,20.0
2023-10-19,13.0
2023-10-20,18.0
2023-10-21,17.0
2023-10-22,19.0
2023-10-23,8.0
2023-10-24,13.0
2023-10-25,16.0
2023-10-26,12.0
2023-10-27,18.0
2023-10-28,9.0
2023-10-29,7.0
2023-10-30,12.0
2023-10-31,13.0
2023-11-01,9.0
2023-11-02,11.0
2023-11-03,15.0
2023-11-04,11.0
2023-11-05,14.0
2023-11-06,8.0
2023-11-07,19.0
2023-11-08,23.0
2023-11-09,12.0
2023-11-10,21.0
2023-11-11,13.0
2023-11-12,18.0
2023-11-13,8.0
2023-11-14,9.0
2023-11-15,16.0
2023-11-16,9.0
2023-11-17,21.0
2023-11-18,15.0
2023-11-19,11.0
2023-11-20,9.0
2023-11-21,20.0
2023-11-22,12.0
2023-11-23,18.0
2023-11-24,12.0
2023-11-25,21.0
2023-11-26,9.0
2023-11-27,8.0
2023-11-28,18.0
2023-11-29,15.0
2023-11-30,10.0
2023-12-01,16.0
2023-12-02,15.0
2023-12-03,9.0
2023-12-04,10.0
2023-12-05,16.0
2023-12-06,11.0
2023-12-07,16.0
2023-12-08,12.0
2023-12-09,9.0
2023-12-10,16.0
2023-12-11,8.0
2023-12-12,8.0
2023-12-13,13.0
2023-12-14,8.0
2023-12-15,15.0
2023-12-16,11.0
2023-12-17,17.0
2023-12-18,8.0
2023-12-19,11.0
2023-12-20,16.0
2023-12-21,13.0
2023-12-22,26.5
2023-12-23,14.5
2023-12-24,25.0
2023-12-25,10.5
2023-12-26,11.5
2023-12-27,14.5
2023-12-28,29.5
2023-12-29,13.0
2023-12-30,20.5
2023-12-31,29.0
2024-01-01,24.5
2024-01-02,10.5
2024-01-03,19.0
2024-01-04,13.0
2024-01-05,22.5
2024-01-06,13.5
2024-01-07,22.0
2024-01-08,10.5
2024-01-09,14.5
2024-01-10,23.0
2024-01-11,14.5
2024-01-12,25.0
2024-01-13,15.5
2024-01-14,26.0
2024-01-15,13.0
2024-01-16,16.0
2024-01-17,14.5
2024-01-18,20.5
2024-01-19,33.5
2024-01-20,26.5
2024-01-21,28.0
2024-01-22,30.0
2024-01-23,29.0
2024-01-24,34.0
2024-01-25,21.0
2024-01-26,35.0
2024-01-27,25.0
2024-01-28,41.0
2024-01-29,14.0
2024-01-30,12.0
2024-01-31,10.0
2024-02-01,13.0
2024-02-02,9.0
2024-02-03,14.0
2024-02-04,12.0
2024-02-05,10.0
2024-02-06,14.0
2024-02-07,19.0
2024-02-08,49.0
2024-02-09,29.0
2024-02-10,23.0
2024-02-11,26.0
2024-02-12,13.0
2024-02-13,16.0
2024-02-14,31.0
2024-02-15,25.0
2024-02-16,45.0
2024-02-17,39.0
2024-02-18,36.0
2024-02-19,24.0
2024-02-20,45.0
2024-02-21,18.0
2024-02-22,21.0
2024-02-23,37.0
2024-02-24,33.0
2024-02-25,40.0
2024-02-26,18.0
2024-02-27,18.0
2024-02-28,36.0
2024-02-29,20.0
2024-03-01,31.0
2024-03-02,24.0
2024-03-03,44.0
2024-03-04,15.0
2024-03-05,18.0
2024-03-06,19.0
2024-03-07,27.0
2024-03-08,38.0
2024-03-09,30.0
2024-03-10,49.0
2024-03-11,16.0
2024-03-12,13.0
2024-03-13,12.0
2024-03-14,20.0
2024-03-15,32.0
2024-03-16,39.0
2024-03-17,33.0
2024-03-18,16.0
2024-03-19,17.0
2024-03-20,34.0
2024-03-21,15.0
2024-03-22,33.0
2024-03-23,20.0
2024-03-24,35.0
2024-03-25,31.0
2024-03-26,14.0
2024-03-27,32.0
2024-03-28,43.0
2024-03-29,21.0
2024-03-30,29.0
2024-03-31,44.0
2024-04-01,31.0
2024-04-02,34.0
2024-04-03,23.0
2024-04-04,37.0
2024-04-05,32.0
2024-04-06,55.0
2024-04-07,20.0
2024-04-08,15.0
2024-04-09,26.0
2024-04-10,34.0
2024-04-11,25.0
2024-04-12,31.0
2024-04-13,37.0
2024-04-14,29.0
2024-04-15,30.0
2024-04-16,33.0
2024-04-17,38.0
2024-04-18,44.0
2024-04-19,25.0
2024-04-20,29.0
2024-04-21,95.0
2024-04-22,29.0
2024-04-23,40.0
2024-04-24,89.0
2024-04-25,47.0
2024-04-26,82.0
2024-04-27,100.0
2024-04-28,71.0
2024-04-29,55.0
2024-04-30,95.0
2024-05-01,19.0
2024-05-02,9.0
2024-05-03,10.0
2024-05-04,10.0
2024-05-05,11.0
2024-05-06,8.0
2024-05-07,6.0
2024-05-08,8.0
2024-05-09,7.0
2024-05-10,7.0
2024-05-11,6.0
2024-05-12,7.0
2024-05-13,4.0
2024-05-14,5.0
2024-05-15,5.0
2024-05-16,4.0
2024-05-17,7.0
2024-05-18,7.0
2024-05-19,6.0
2024-05-20,5.0
2024-05-21,9.0
2024-05-22,9.0
2024-05-23,6.0
2024-05-24,4.0
2024-05-25,6.0
2024-05-26,6.0
2024-05-27,4.0
2024-05-28,5.0
2024-05-29,6.0
2024-05-30,5.0
2024-05-31,7.0
2024-06-01,6.0
2024-06-02,8.0
2024-06-03,8.0
2024-06-04,5.0
2024-06-05,5.0
2024-06-06,6.0
2024-06-07,5.0
2024-06-08,7.0
2024-06-09,11.0
2024-06-10,5.0
2024-06-11,7.0
2024-06-12,5.0
2024-06-13,6.0
2024-06-14,9.0
2024-06-15,7.0
2024-06-16,10.0
2024-06-17,5.0
2024-06-18,6.0
2024-06-19,10.0
2024-06-20,5.0
2024-06-21,5.0
2024-06-22,8.0
2024-06-23,7.0
2024-06-24,6.0
2024-06-25,23.0
2024-06-26,8.0
2024-06-27,9.0
2024-06-28,8.0
2024-06-29,22.0
2024-06-30,22.0
2024-07-01,38.0
2024-07-02,29.0
2024-07-03,15.0
2024-07-04,14.0
2024-07-05,11.0
2024-07-06,8.0
2024-07-07,8.0
2024-07-08,7.0
2024-07-09,7.0
2024-07-10,6.0
2024-07-11,8.0
2024-07-12,7.0
2024-07-13,4.0
2024-07-14,5.0
2024-07-15,6.0
2024-07-16,6.0
2024-07-17,5.0
2024-07-18,5.0
2024-07-19,6.0
2024-07-20,7.0
2024-07-21,4.0
2024-07-22,6.0
2024-07-23,2.0
2024-07-24,5.0
2024-07-25,5.0
2024-07-26,4.0
2024-07-27,6.0
2024-07-28,6.0
2024-07-29,5.0
2024-07-30,4.0
2024-07-31,4.0
2024-08-01,6.0
2024-08-02,3.0
2024-08-03,5.0
2024-08-04,5.0
2024-08-05,4.0
2024-08-06,5.0
2024-08-07,4.0
2024-08-08,5.0
2024-08-09,5.0
2024-08-10,5.0
2024-08-11,3.0
2024-08-12,5.0
2024-08-13,8.0
2024-08-14,7.0
2024-08-15,7.0
2024-08-16,6.0
2024-08-17,7.0
2024-08-18,9.0
2024-08-19,5.5
2024-08-20,7.0
2024-08-21,4.5
2024-08-22,6.5
2024-08-23,6.5
2024-08-24,8.5
2024-08-25,6.5
2024-08-26,7.0
2024-08-27,5.5
2024-08-28,7.0
2024-08-29,5.5
2024-08-30,5.5
2024-08-31,7.0
2024-09-01,6.5
2024-09-02,5.5
2024-09-03,5.5
2024-09-04,5.5
2024-09-05,6.0
2024-09-06,5.5
2024-09-07,5.5
2024-09-08,7.5
2024-09-09,6.5
2024-09-10,6.5
2024-09-11,5.5
2024-09-12,7.0
2024-09-13,6.5
2024-09-14,9.0
2024-09-15,6.0
2024-09-16,7.0
2024-09-17,6.0
2024-09-18,10.0
2024-09-19,9.0
2024-09-20,10.0
2024-09-21,15.0
2024-09-22,12.0
2024-09-23,11.0
2024-09-24,26.0
2024-09-25,27.0
2024-09-26,20.0
2024-09-27,16.0
2024-09-28,11.0
2024-09-29,16.0
2024-09-30,13.0
2024-10-01,17.0
2024-10-02,17.0
2024-10-03,22.0
2024-10-04,18.0
2024-10-05,16.0
2024-10-06,13.0
2024-10-07,12.0
2024-10-08,18.0
2024-10-09,16.0
2024-10-10,18.0
2024-10-11,34.0
2024-10-12,44.0
2024-10-13,21.0
2024-10-14,17.0
2024-10-15,32.0
2024-10-16,38.0
2024-10-17,30.0
2024-10-18,37.0
2024-10-19,33.0
2024-10-20,18.0
2024-10-21,28.0
2024-10-22,41.0
2024-10-23,32.0
2024-10-24,27.0
2024-10-25,28.0
2024-10-26,27.0
2024-10-27,34.0
2024-10-28,30.0
2024-10-29,41.0
2024-10-30,19.0
2024-10-31,33.0
2024-11-01,19.0
2024-11-02,33.0
2024-11-03,27.0
2024-11-04,16.0
2024-11-05,18.0
2024-11-06,19.0
2024-11-07,19.0
2024-11-08,34.0
2024-11-09,18.0
2024-11-10,12.0
2024-11-11,10.0
2024-11-12,14.0
2024-11-13,13.0
2024-11-14,20.0
2024-11-15,28.0
2024-11-16,21.0
2024-11-17,31.0
2024-11-18,13.0
2024-11-19,19.0
2024-11-20,30.0
2024-11-21,18.0
2024-11-22,27.0
2024-11-23,20.0
2024-11-24,27.0
2024-11-25,20.0
2024-11-26,30.0
2024-11-27,20.0
2024-11-28,38.0
2024-11-29,27.0
2024-11-30,24.0
2024-12-01,28.0
2024-12-02,12.0
2024-12-03,14.0
2024-12-04,11.0
2024-12-05,14.0
2024-12-06,28.0
2024-12-07,14.0
2024-12-08,23.0
2024-12-09,14.0
2024-12-10,17.0
2024-12-11,26.0
2024-12-12,14.0
2024-12-13,27.0
2024-12-14,18.0
2024-12-15,36.0
2024-12-16,16.0
2024-12-17,23.0
2024-12-18,32.0
2024-12-19,20.0
2024-12-20,31.0
2024-12-21,20.0
2024-12-22,35.0
2024-12-23,22.0
2024-12-24,30.0
2024-12-25,16.0
2024-12-26,16.0
2024-12-27,17.0
2024-12-28,26.0
2024-12-29,56.0
2024-12-30,23.0
2024-12-31,14.0
2025-01-01,14.0
2025-01-02,14.0
2025-01-03,27.0
2025-01-04,21.0
2025-01-05,28.0
2025-01-06,24.0
2025-01-07,19.0
2025-01-08,30.0
2025-01-09,19.0
2025-01-10,31.0
2025-01-11,17.0
2025-01-12,33.0
2025-01-13,26.0
2025-01-14,16.0
2025-01-15,30.0
2025-01-16,20.0
2025-01-17,30.0
2025-01-18,25.0
2025-01-19,33.0
2025-01-20,17.0
2025-01-21,28.0
2025-01-22,25.0
2025-01-23,13.0
2025-01-24,21.0
2025-01-25,42.0
2025-01-26,29.0
2025-01-27,18.0
2025-01-28,21.0
2025-01-29,26.0
2025-01-30,16.0
2025-01-31,24.0
2025-02-01,25.0
2025-02-02,31.0
2025-02-03,13.0
2025-02-04,17.0
2025-02-05,30.0
2025-02-06,19.0
2025-02-07,26.0
2025-02-08,38.0
2025-02-09,34.0
2025-02-10,12.0
2025-02-11,12.0
2025-02-12,11.0
2025-02-13,11.0
2025-02-14,8.0
2025-02-15,13.0
2025-02-16,16.0
2025-02-17,10.0
2025-02-18,9.0
2025-02-19,10.0
2025-02-20,9.0
2025-02-21,24.0
2025-02-22,14.0
2025-02-23,30.0
2025-02-24,26.0
2025-02-25,20.0
2025-02-26,41.0
2025-02-27,21.0
2025-02-28,31.0
2025-03-01,36.0
2025-03-02,22.0
2025-03-03,21.0
2025-03-04,34.0
2025-03-05,44.0
2025-03-06,35.0
2025-03-07,58.0
2025-03-08,52.0
2025-03-09,18.0
2025-03-10,18.0
2025-03-11,20.0
2025-03-12,30.0
2025-03-13,18.0
2025-03-14,23.0
2025-03-15,23.0
2025-03-16,30.0
2025-03-17,23.0
2025-03-18,25.0
2025-03-19,14.0
2025-03-20,17.0
2025-03-21,24.0
2025-03-22,31.0
2025-03-23,25.0
2025-03-24,25.0
2025-03-25,23.0
2025-03-26,24.0
2025-03-27,23.0
2025-03-28,33.0
2025-03-29,42.0
2025-03-30,23.0
2025-03-31,13.0
2025-04-01,22.0
2025-04-02,31.0
2025-04-03,23.0
2025-04-04,24.0
2025-04-05,26.0
2025-04-06,31.0
2025-04-07,21.0
2025-04-08,27.0
2025-04-09,29.0
2025-04-10,29.0
2025-04-11,26.0
2025-04-12,36.0
2025-04-13,32.0
2025-04-14,29.0
2025-04-15,34.0
2025-04-16,48.0
2025-04-17,33.0
2025-04-18,34.0
2025-04-19,24.0
2025-04-20,26.0
2025-04-21,22.0
2025-04-22,47.0
2025-04-23,99.0
2025-04-24,53.0
2025-04-25,63.0
2025-04-26,73.0
2025-04-27,42.0
2025-04-28,48.0
2025-04-29,86.0
2025-04-30,45.0
2025-05-01,100.0
2025-05-02,16.0
2025-05-03,13.0
2025-05-04,11.0
2025-05-05,10.0
2025-05-06,8.0
2025-05-07,8.0
2025-05-08,6.0
2025-05-09,7.0
2025-05-10,11.0
2025-05-11,8.0
2025-05-12,7.0
2025-05-13,6.0
2025-05-14,10.0
2025-05-15,7.0
2025-05-16,7.0
2025-05-17,9.0
2025-05-18,7.0
2025-05-19,7.0
2025-05-20,3.0
2025-05-21,5.0
2025-05-22,6.0
2025-05-23,7.0
2025-05-24,8.0
2025-05-25,6.0
2025-05-26,7.0
2025-05-27,7.0
2025-05-28,6.0
2025-05-29,9.0
2025-05-30,7.0
2025-05-31,5.0
2025-06-01,6.0
2025-06-02,6.0
2025-06-03,5.0
2025-06-04,7.0
2025-06-05,6.0
2025-06-06,7.0
2025-06-07,8.0
2025-06-08,5.0
2025-06-09,5.0
2025-06-10,10.0
2025-06-11,6.0
2025-06-12,5.0
2025-06-13,7.0
2025-06-14,6.0
2025-06-15,7.0
2025-06-16,4.0
2025-06-17,4.0
2025-06-18,20.0
2025-06-19,8.0
2025-06-20,9.0
2025-06-21,7.0
2025-06-22,6.0
2025-06-23,6.0
